,Concept_ID,tt,zh
841,sich bewegen::V,йөрү,移动
842,sich rühren::V,кыймылдау,动弹
843,sich erheben::V,басу,站起
844,sich setzen::V,утыру,坐
845,hinfallen::V,егылу,跌倒
846,laufen::V,җәяүләү,步行
847,schreiten::V,атлау,迈步
848,spazierengehen::V,йөрү,散步
849,spazierengehen::V,йөргенү,散步
850,eilen::V,ашыгу,急忙
851,sich beeilen::V,ашыгу,赶快
852,sich beeilen::V,кызулау,赶快
853,sausen::V,җилдерү,疾驰
854,rennen::V,йөгерү,奔跑
855,springen::V,сикерү,跳
856,klettern::V,үрмәләү,攀缘
857,schaukeln::V,атыну,荡秋千
858,kriechen::V,шуышу,爬行
859,kriechen::V,үрмәләү,爬行
860,schwimmen::V,йөзү,游泳
861,tauchen::V,чуму,潜水
862,rudern::V,ишү,划船
863,fahren::V,бару,行驶
864,fliegen::V,очу,飞
865,gehen::V,йөрү,走
866,weggehen::V,китү,离去
867,abfahren::V,кузгалу,出发
868,anhalten::V,тукталу,停住
869,hineingehen::V,инү,进去
870,eintreten::V,инү,进入
871,kommen::V,килү,来
872,ankommen::V,бару,到达
873,zurückkommen::V,кире кайту,回来
874,bleiben::V,калу,停留
875,warten::V,көтү,等
876,erwarten::V,көтү,等候
877,suchen::V,эзләү,找
878,finden::V,табу,找到
879,versuchen::V,маташу,尝试
880,vorbereiten::V,хәзерләү,预备
881,lieben::V,сөю,爱
882,lieben::V,ярату,爱
883,mögen::V,өнәү,喜欢
884,lachen::V,көлү,笑
885,rühren::V,дулкынландыру,
886,weinen::V,елау,哭
887,schimpfen::V,сүгү,骂
888,schimpfen::V,сүгенү,骂
889,sich ärgern::V,ачулану,生气
890,sich fürchten::V,курку,害怕
891,fürchten::V,калтырау,害怕
892,fürchten::V,калтырану,害怕
893,fliehen::V,арка бирү,逃走
894,flüchten::V,качу,逃跑
895,sehen::V,күрү,看
896,anschauen::V,карау,注视
897,ansehen::V,карау,注视
898,ansehen::V,күзәтү,注视
899,hören::V,ишетү,听
900,zuhören::V,тыңлау,倾听
901,probieren::V,тату,尝
902,riechen::V,иснәү,闻
903,fühlen::V,тою,感到
904,fühlen::V,сизү,感到
905,scheinen::V,күренү,照耀
906,zu sehen sein::V,күренү,可以看到
907,vernehmen::V,ишетү,审讯
908,frieren::V,өшү,觉得冷
909,frieren::V,күшегү,觉得冷
910,tun::V,итү,作
911,können::V,алу,能
912,wollen::V,теләү,要
913,anfangen::V,керешү,开始
914,beenden::V,бетерү,结束
915,beenden::V,тәмамлау,结束
916,aufhören::V,бетү,停止
917,gelingen::V,уңу,成功
918,geraten::V,сабышу,陷于
919,öffnen::V,ачу,打开
920,schließen::V,ябу,关
921,stellen::V,кую,放
922,setzen::V,утырту,放
923,legen::V,яткыру,摆
924,berühren::V,тию,触
925,verbinden::V,ялгау,联结
926,bedecken::V,өрту,覆盖
927,bedecken::V,каплау,覆盖
928,bedecken::V,томалау,覆盖
929,aufhängen::V,асу,挂
930,anzünden::V,кабызу,点
931,aufheben::V,күтәрү,拾起
932,zurücklassen::V,калдыру,遗留
933,verlieren::V,югалту,丧失
934,fallen lassen::V,төшерү,让掉下
935,machen::V,ясау,做
936,machen::V,эшләү,做
937,herstellen::V,ясау,生产
938,bauen::V,кору,建造
939,reparieren::V,төзәтү,修理
940,verbessern::V,яхшырту,改进
941,ändern::V,үзгәртү,改变
942,graben::V,казу,挖
943,beugen::V,ию,弯下
944,biegen::V,бөгү,弯
945,drehen::V,бору,转动
946,drehen::V,бөтерү,转动
947,wenden::V,бору,转动
948,umdrehen::V,түнтәрү,转动
949,heben::V,күтәрү,举起
950,hochheben::V,күтәрү,抬高
951,ergreifen::V,эләктерү,抓住
952,halten::V,тоту,拿着
953,drücken::V,кысу,压
954,schieben::V,кузгату,推
955,kratzen::V,тырнау,搔
956,lecken::V,ялау,舔
957,beißen::V,тешләү,咬
958,abreißen::V,өзү,撕下
959,abschneiden::V,кыю,切断
960,abschneiden::V,кисү,切断
961,binden::V,бәйләү,捆
962,stecken::V,төртү,插
963,stecken::V,тыгу,插
964,brechen::V,сындыру,断裂
965,klopfen::V,шаку,敲
966,klopfen::V,шакылдау,敲
967,hauen::V,кыйнау,揍
968,kleben::V,ябыштыру,粘
969,reiben::V,ышку,摩擦
970,streichen::V,ягу,涂
971,schleifen::V,кайрау,拖曳
972,schneiden::V,кисү,切
973,rütteln::V,селкетү,颠簸
974,schütteln::V,селкетү,摇动
975,schwenken::V,болгау,摇动
976,schütten::V,кою,倒
977,füllen::V,тутыру,填满
978,einwickeln::V,төрү,包
979,tragen::V,ташу,提
980,schleppen::V,сөйрәү,扛
981,schleppen::V,өстерәү,扛
982,ziehen::V,тарту,拉
983,aufbewahren::V,саклау,保存
984,werfen::V,ыргыту,扔
985,fangen::V,тоту,捕捉
986,packen::V,эләктерү,抓住
987,verstecken::V,яшерү,藏
988,teilen::V,бүлү,分
989,schicken::V,җибәрү,派遣
990,bringen::V,китерү,带来
991,hinzufügen::V,өстәү,添加
992,bekommen::V,алу,得到
993,erhalten::V,алу,接到
994,nehmen::V,алу,拿
995,wählen::V,сайлау,挑选
996,auswählen::V,сайлау,选择
997,bewahren::V,саклау,保持
998,behindern::V,комачаулау,防碍
999,verderben::V,бозу,败坏
1000,beschädigen::V,бозу,损坏
1001,zerbrechen::V,вату,破碎
1002,zerreißen::V,өзү,撕碎
1003,zerreißen::V,ерту,撕碎
1004,zerstören::V,җимерү,毁坏
1005,verbrennen::V,яндыру,燃烧
1006,verbrennen::V,көйдерү,燃烧
1007,geben::V,бирү,给
1008,reichen::V,тапшыру,递给
1009,schenken::V,бүләкләү,赠送
1010,versprechen::V,вәгъдә бирү,许诺
1011,wünschen::V,котлау,祝
1012,loben::V,мактау,表扬
1013,küssen::V,үбү,亲
1014,wiegen::V,тирбәтү,轻摇
1015,zudecken::V,ябу,盖上
1016,zudecken::V,бөркәү,盖上
1017,wecken::V,уяту,唤起
1018,zeigen::V,күрсәтү,指
1019,führen::V,йөртү,带领
1020,lehren::V,өйрәтү,教
1021,unterrichten::V,укыту,讲课
1022,aufziehen::V,асрау,抚养
1023,leiten::V,җитәкләү,领导
1024,antreiben::V,куалау,催促
1025,antreiben::V,әйдәләү,催促
1026,antreiben::V,ашыктыру,催促
1027,lassen::V,мәҗбүр итү,让
1028,einladen::V,чакыру,邀请
1029,vereinigen::V,берләштерү,统一
1030,besuchen::V,керешү,参观
1031,treffen::V,очрату,会面
1032,sich versammeln::V,җыелышу,聚集
1033,spielen::V,уйнау,玩
1034,singen::V,җырлау,唱歌
1035,tanzen::V,бию,跳舞
1036,sich trennen::V,аерылу,分别
1037,sich trennen::V,ташлашу,分别
1038,verlassen::V,ташлау,离开
1039,verlassen::V,калдыру,离开
1040,retten::V,коткару,救
1041,bewachen::V,каравыллау,守卫
1042,schützen::V,ышыклау,保护
1043,verteidigen::V,яклау,保卫
1044,verteidigen::V,саклау,保卫
1045,sich schlagen::V,сугышу,打架
1046,schießen::V,ату,射击
1047,siegen::V,җиңү,获胜
1048,ärgern::V,ачуландыру,激怒
1049,schlagen::V,ору,打
1050,schlagen::V,бәрү,打
1051,schlagen::V,тукмау,打
1052,treten::V,тибү,踢
1053,stechen::V,кадау,刺
1054,stoßen::V,этү,撞
1055,stehlen::V,урлау,盗窃
1056,stören::V,комачаулау,干扰
1057,belästigen::V,борчу,打搅
1058,belästigen::V,билмазалау,打搅
1059,verbergen::V,яшерү,隐藏
1060,täuschen::V,алдату,欺骗
1061,betrügen::V,хәрәмләшү,欺骗
1062,töten::V,үтерү,杀
1063,wohnen::V,яшәү,居住
1064,arbeiten::V,эшләү,工作
1065,sammeln::V,туплау,收集
1066,pflücken::V,өзү,采
1067,jagen::V,аулау,打猎
1068,fischen::V,балык тоту,捕鱼
1069,fassen::V,тоту,捉住
1070,hüten::V,көтү,守护
1071,treiben::V,куалау,漂
1072,anbinden::V,бәйләү,拴
1073,füttern::V,туйдыру,喂
1074,melken::V,саву,挤奶
1075,hacken::V,чабу,剁细
1076,gießen::V,сугару,浇
1077,reifen::V,җитешү,成熟
1078,zubereiten::V,пешеренү,
1079,kochen::V,пешерү,煮
1080,kochen::V,кайнату,煮
1081,backen::V,пешерү,烤
1082,braten::V,куыру,煎
1083,braten::V,кыздыру,煎
1084,umrühren::V,бутау,搅拌
1085,umrühren::V,болгату,搅拌
1086,stricken::V,бәйләү,织
1087,nähen::V,тегү,缝
1088,färben::V,ману,染色
1089,reinigen::V,чистарту,清洁
1090,waschen::V,юу,洗
1091,abwischen::V,сөртү,擦掉
1092,spülen::V,чайкау,清洗
1093,fegen::V,себерү,扫
1094,kehren::V,себерү,打扫
1095,baden::V,коену,给...洗澡
1096,sich waschen::V,юыну,洗澡
1097,ausziehen::V,чишенү,脱
1098,anziehen::V,кию,穿
1099,sich anziehen::V,киенү,穿衣
1100,kämmen::V,тарау,梳
1101,schmücken::V,бизәү,装饰
1102,schmücken::V,бизәкләү,装饰
1103,sagen::V,дию,说
1104,sagen::V,әйтү,说
1105,sprechen::V,сөйләү,说
1106,sprechen::V,сөйләшү,说
1107,reden::V,сөйләү,讲
1108,sich unterhalten::V,сөйләшү,聊天
1109,fragen::V,сорау,问
1110,fragen::V,сорашу,问
1111,bitten::V,үтенү,请
1112,erzählen::V,сөйләү,叙述
1113,mitteilen::V,белдерү,通知
1114,nennen::V,дию,叫做
1115,rufen::V,дәшү,叫
1116,prahlen::V,мактану,吹牛
1117,prahlen::V,шапырыну,吹牛
1118,übersetzen::V,күчерү,翻译
1119,denken::V,уйлау,想
1120,glauben::V,инану,以为
1121,bemerken::V,искәрү,发觉
1122,erkennen::V,тану,识别
1123,begreifen::V,аңлау,理解
1124,begreifen::V,төшенү,理解
1125,verstehen::V,аңлау,明白
1126,verstehen::V,төшенү,明白
1127,lernen::V,уку,学
1128,lernen::V,өйрәнү,学
1129,wissen::V,белү,知道
1130,sich erinnern an::V,хәтерләү,回忆
1131,vergessen::V,оныту,忘记
1132,messen::V,үлчәү,测量
1133,zählen::V,санау,数
1134,rechnen::V,исәпләү,计算
1135,lesen::V,уку,读
1136,malen::V,рәсем ясау,画
1137,malen::V,сурәт ясау,画
1138,malen::V,сурәтләү,画
1139,zeichnen::V,язу-сызу,绘制
1140,zeichnen::V,сурәт ясау,绘制
1141,schreiben::V,язу,写
1142,besitzen::V,биләү,占有
1143,kaufen::V,алу,买
1144,verkaufen::V,сату,卖
1145,bezahlen::V,түләү,付钱
1146,zahlen::V,түләү,支付
1147,beherrschen::V,ия булу,统治
1148,ertragen::V,чыдау,忍耐
