,Concept_ID,sah,ba
720,von hier::ADV,мантан,ошонан
721,dort::ADV,онно,шунда
722,dort::ADV,онно,тегендә
723,dorthin::ADV,онно,шунда
724,dorthin::ADV,онно,тегеләй
725,geradeaus::ADV,быһа,тура
726,geradeaus::ADV,быһаччы,тура
727,vorwärts::ADV,инники,алға
728,rückwärts::ADV,төттөру,кирегә
729,zurück::ADV,төттөрү,кирегә
730,unten::ADV,аллара,түбәндә
731,hinab::ADV,аллара,түбәнгә
732,oben::ADV,үөһэ,юғарыла
733,hinauf::ADV,өрө,юғарыға
734,hinauf::ADV,үөһэ,юғарыға
735,überall::ADV,бэйдиэ,бөтә урында
736,nicht::ADV,буолбатах,тугел
737,ein wenig::ADV,кыратык,аҙ
738,kaum::ADV,нэһиилэ,көскә
739,kaum::ADV,нэһиилэ,саҡ-саҡ
740,sehr::ADV,бэрт,ифат
741,sehr::ADV,наһаа,ифат
742,so::ADV,оччо,шулай
743,so::ADV,оннук,шулай
744,noch::ADV,өссө,йәнә
745,nur::ADV,эрэ,бары
746,nur::ADV,сыччах,бары
747,schon::ADV,бэлиэр,инде
748,wieder::ADV,эмиэ,тағы
749,vergebens::ADV,таак,бушҡа
750,vor::PRP,иннигэр,алдында
751,hinter::PRP,кэлин,артында
752,unter::PRP,-ҕа,аҫтында
753,unter::PRP,оһох түгэҕэ,аҫтында
754,durch::PRP,курдары,үтә
755,neben::PRP,аттыгар,эргәһендә
756,zwischen::PRP,ыккардынан,араһында
757,wegen::PRP,уҥуортан,өсөн
758,wegen::PRP,уҥуортан,сәбәпле
759,dies::PRN,ити,был
760,dies::PRN,ити,ошо
761,dies::PRN,бу,был
762,dies::PRN,бу,ошо
763,das::PRN,били,ул
764,alles::PRN,барыта,бөтә
765,ich::PRN,мин,мин
766,du::PRN,эн,һин
767,er::PRN,кнни,ул
768,wir::PRN,биһиги,беҙ
769,ihr::PRN,эһиги,һеҙ
770,sie::PRN,кинилэр,улар
771,was::FPRN,туох,ә
772,was::FPRN,туох,ни
773,was::FPRN,туох,нәмә
774,wer::FPRN,ким,ҡем
775,wo::FADV,ханна,ҡайҙа
776,wohin::FADV,ханна,ҡайҙа
777,wie::FADV,хайдах,инидәй
778,warum::FADV,тоҕо,ин өсөн
779,wieviel::FNUM,төһө,күпме
780,eins::NUM,биир,бер
781,zwei::NUM,икки,ике
782,zwei::NUM,икки,икәү
783,drei::NUM,үс,өс
784,vier::NUM,түөрт,дүрт
785,fünf::NUM,биэс,биш
786,sechs::NUM,алта,алты
787,sieben::NUM,сэттэ,ете
788,acht::NUM,аҕыс,һигеҙ
789,neun::NUM,тоҕус,туғыҙ
790,zehn::NUM,уон,ун
791,elf::NUM,уон биир,ун бер
792,zwölf::NUM,уон икки,ун ике
793,zwanzig::NUM,сүүрбэ,егерме
794,dreißig::NUM,отут,утыҙ
795,vierzig::NUM,түөрт уон,ҡырҡ
796,fünfzig::NUM,биэс уон,илле
797,sechzig::NUM,алта уон,алтмыш
798,siebzig::NUM,сэттэ уон,етмеш
799,achtzig::NUM,аҕыс уон,һикһән
800,neunzig::NUM,тоҕус уонус,туҡһан
801,hundert::NUM,сүүс,йөҙ
802,tausend::NUM,тыһыынча,мең
803,und::CNJ,да,да
804,und::CNJ,уонна,да
805,und::CNJ,итиэннэ,да
806,oder::CNJ,эбэтэр,йәки
807,stehen::V,тур,тороу
808,sitzen::V,олор,ултырыу
809,liegen::V,сыт,ятыу
810,hängen::V,санньылый,аҫылынып тороу
811,werden::V,буол,булыу
812,passieren::V,буол,булыу
813,beginnen::V,саҕалан,башлау
814,enden::V,бүт,бөтөү
815,enden::V,бүт,тамамланыү
816,wechseln::V,уларый,үҙгәреү
817,aufgehen[Sonne]::V,ой,ҡалҡыу
818,untergehen[Sonne]::V,киир,байыу
819,scheinen[Sonne]::V,сырдат,яҡтыртып тороу
820,donnern::V,эт,күкрәү
821,wehen::V,үр,иҫеү
822,strömen::V,кутулун,ташыу
823,fließen::V,сүүр,ағыу
824,sich drehen::V,эргий,әйләнеү
825,schwanken::V,биэтэҥнээ,тирбәлеү
826,schwingen::V,эйэҥнээ,бәүетеү
827,fallen::V,оҕут,йығылыу
828,brennen::V,умай,яныу
829,rauchen::V,буруолаа,төтәү
830,regnen::V,самыырдаа,ямғыр яуа
831,gefrieren::V,тоҥ,туңыү
832,tauen::V,ир,иреү
833,schmelzen::V,уулун,иреү
834,trocknen::V,куур,кибеү
835,sieden::V,оргуй,ҡайнау
836,faulen::V,сытый,сереу
837,verfaulen::V,сытыйан_хаал,сереу
838,reißen::V,хайыт,өҙөү
839,reißen::V,хайыт,йыртылыу
840,reißen::V,быһытталан,өҙөү
841,reißen::V,быһытталан,йыртылыу
842,versinken::V,тимир,батыу
843,versinken::V,батылын,батыу
844,vergehen::V,дьай,үтеү
845,erscheinen::V,көһүн,килеп сығыу
846,verschwinden::V,сүт,юғалыу
847,sinken::V,намтаа,түбәнәйеү
848,abnehmen::V,аччаа,кәметеү
849,zunehmen::V,элбээ,артыу
850,steigen::V,үрдээ,күтәрелеү
851,wachsen::V,үүн,үҫеү
852,glänzen::V,кылбай,ялтырау
853,funkeln::V,күлүмнээ,баҙлау
854,funkeln::V,күлүмүрдээ,баҙлау
855,lärmen::V,тыаһаа,шаулау
856,läuten::V,собуоннаа,ҡағыу
857,klingeln::V,линкинээ,ҡағыу
858,klingeln::V,линкинээ,шылтыратыу
859,klirren::V,айгырат,шылтыратыу
860,brausen::V,сирилээ,ҡотороноу
861,rauschen::V,суугунаа,шыптырлау
862,klingen::V,доргуй,яңғырау
863,bellen::V,үр,өрөү
864,heulen::V,улуй,олоу
865,blasen::V,үр,өрөү
866,pfeifen::V,иһиир,һызғырып ебәреү
867,schreien::V,кылан,ҡысҡырыу
868,schreien::V,хаһыытаа,ҡысҡырыу
869,stöhnen::V,ынчыктаа,уңғырашыу
870,zittern::V,титирээ,ҡалтырау
871,zittern::V,дьигиһий,ҡалтырау
872,leben::V,олор,йәшәү
873,geboren werden::V,төрөө,тыуыу
874,atmen::V,тыын,тын алыү
875,trinken::V,ис,эсеү
876,essen::V,аһаа,ашау
877,schlucken::V,ыйыһын,йотоу
878,müde werden::V,сылай,арыу
879,einschlafen::V,утуйан хаал,йоҡлап китеү
880,schlafen::V,утуй,йоҡлау
881,schlafen::V,утуйа сыт,йоҡлау
882,aufwachen::V,уһугун,уяныу
883,aufstehen::V,тур,тороу
884,sich erholen::V,сынньан,ял итеү
885,krank werden::V,ыарый,сирләү
886,krank sein::V,ыарый,сирләү
887,krank sein::V,ыарыт,сирләү
888,schmerzen::V,ыарыт,ауыртыу
889,husten::V,сөтөлүн,йүтәлләү
890,genesen::V,көн,һауығыу
891,sterben::V,өл,үлеү
892,umkommen::V,өл,һәләк булыу
893,umkommen::V,оҕут,һәләк булыу
894,sich bewegen::V,хамсаа,хәрәкәт итеү
895,sich rühren::V,хамсаа,ҡуҙғалыу
896,sich erheben::V,тур,тороу
897,sich setzen::V,олор,ултырыу
898,hinfallen::V,оҕут,ҡолау
899,laufen::V,хаам,йөрөү
900,schreiten::V,атыллаа,атлау
901,spazierengehen::V,дьаарбай,ял итеп йороү
902,eilen::V,тиэтэй,ашығыу
903,eilen::V,тиэтэй,ҡабаланыу
904,sich beeilen::V,ыксаа,ашығыу
905,sich beeilen::V,ыксаа,ҡабаланыу
906,sausen::V,элээр,елеү
907,rennen::V,сүүрэкэлээ,йүгеп йөрөү
908,springen::V,ой,һикереү
909,springen::V,ыстан,һикереү
910,klettern::V,ытын,үрмәләү
911,klettern::V,ытын,үрмәләп менеү
912,schaukeln::V,эйэҥнээ,сайҡалыу
913,schaukeln::V,биэрэҥнээ,сайҡалыу
914,kriechen::V,сыыл,шыуышыу
915,schwimmen::V,уһун,йоҙөү
916,schwimmen::V,харбаа,йоҙөү
917,tauchen::V,умус,сумыу
918,rudern::V,эрт,ишеү
919,fahren::V,айаннаа,йөрөү
920,fliegen::V,көт,осоу
921,gehen::V,бар,барыу
922,weggehen::V,бар,китеү
923,abfahren::V,бар,сығыу
924,anhalten::V,тохтоо,тукталыу
925,hineingehen::V,киир,инеү
926,eintreten::V,киир,инеү
927,kommen::V,кэл,килеү
928,ankommen::V,кэл,килеү
929,ankommen::V,тиий,килеү
930,zurückkommen::V,төнүн,ҡайтыу
931,bleiben::V,хаал,ҡалыу
932,warten::V,көһүт,көтөп тороу
933,erwarten::V,күүт,көтөү
934,erwarten::V,көһүт,көтөү
935,suchen::V,ирдээ,эҙләү
936,suchen::V,көрдөө,эҙләү
937,finden::V,бул,табыу
938,versuchen::V,сорун,тырышып ҡарау
939,vorbereiten::V,бэлэмнээ,әҙерләү
940,lieben::V,таптаа,яратыу
941,mögen::V,сөбүл,һөйөү
942,mögen::V,сөбүл,яратыу
943,lachen::V,күл,көлөү
944,rühren::V,долгут,ҡағылыу
945,weinen::V,ытаа,илау
946,schimpfen::V,үөҕүс,һүгенеү
947,schimpfen::V,үөҕүс,тиргәнеү
948,schimpfen::V,үөҕүс,һуҡраныу
949,sich ärgern::V,кыыһыр,асыуланыу
950,sich ärgern::V,кыйахан,асыуланыу
951,sich fürchten::V,куттан,ҡурҡыу
952,sich fürchten::V,дьиксин,ҡурҡыу
953,fürchten::V,дьиксин,ҡурҡыу
954,fürchten::V,куттан,ҡурҡыу
955,fliehen::V,күрээ,ҡасыу
956,flüchten::V,күрээ,ҡасыу
957,sehen::V,көр,күреү
958,anschauen::V,көр,ҡарау
959,ansehen::V,көр,ҡарау
960,ansehen::V,көр,тикшереү
961,hören::V,бил,ишетеү
962,hören::V,иһит,ишетеү
963,zuhören::V,иһит,тыңлау
964,probieren::V,боруобалаан көр,татыу
965,probieren::V,амсайан көр,татыу
966,riechen::V,сытырҕаа,еҫкәү
967,fühlen::V,бил,тойоу
968,scheinen::V,көһүн,кеүек күренеү
969,scheinen::V,көһүн,тойолоу
970,zu sehen sein::V,көһүн,күренеү
971,vernehmen::V,иһит,ишетеү
972,frieren::V,тоҥ,туңыү
973,frieren::V,үлүй,туңыү
974,tun::V,гын,яһау
975,tun::V,гын,әшләү
976,können::V,кыай,алыу
977,können::V,кыай,мөмкин булыу
978,wollen::V,баҕар,теләү
979,anfangen::V,саҕалаа,башлау
980,beenden::V,бүтэр,бөтөрөү
981,beenden::V,бүтэр,тамамлау
982,aufhören::V,уурай,туктау
983,gelingen::V,сатан,уңышлы булыу
984,geraten::V,баар буолан биэр,булып сығыу
985,geraten::V,баар буола тус,булып сығыу
986,geraten::V,буолан таҕыс,булып сығыу
987,öffnen::V,ас,асыу
988,schließen::V,сап,йомоу
989,schließen::V,хатаа,йомоу
990,stellen::V,уур,ҡуйыу
991,stellen::V,туруор,ҡуйыу
992,setzen::V,туруор,урынлаштырыу
993,setzen::V,уур,урынлаштырыу
994,legen::V,уур,һалыу
995,berühren::V,тыыт,тейеү
996,berühren::V,тыыт,ҡағылыу
997,berühren::V,таарый,тейеү
998,berühren::V,таарый,ҡағылыу
999,verbinden::V,кэлгий,ҡушыу
1000,verbinden::V,кэлгий,бәйләү
1001,bedecken::V,бүрүй,ҡаплау
1002,aufhängen::V,ыйаа,элеү
1003,anzünden::V,умат,тоҡандырыу
1004,aufheben::V,өрө тарт,мендереү
1005,zurücklassen::V,бырах,ҡалдырыу
1006,verlieren::V,сүтэр,юғалтыу
1007,fallen lassen::V,түһэр,төшөрөп ебәреү
1008,fallen lassen::V,мүлчү тут,төшөрөп ебәреү
1009,machen::V,оҥор,яһау
1010,machen::V,оҥор,эшләү
1011,machen::V,оҥоһун,яһау
1012,machen::V,оҥоһун,эшләү
1013,herstellen::V,оҥор,эшләп сығарыу
1014,bauen::V,тут,төҙөү
1015,reparieren::V,абырахтаа,төҙәтеү
1016,verbessern::V,тупсар,яҡшыртыу
1017,ändern::V,уларыт,үҙгәртеү
1018,graben::V,хас,ҡаҙыу
1019,beugen::V,бокут,бөгөү
1020,beugen::V,токурут,бөгөү
1021,beugen::V,бүк баттаа,бөгөү
1022,biegen::V,иэх,бөгөү
1023,biegen::V,өҕүлүннэр,бөгөү
1024,drehen::V,эргит,өйрөлтөү
1025,drehen::V,эргит,әйләндереү
1026,drehen::V,эргичит,өйрөлтөү
1027,drehen::V,эргичит,әйләндереү
1028,wenden::V,эргилин,әйләндереү
1029,umdrehen::V,түҥнэр,түңкәреү
1030,heben::V,көтөх,күтәреү
1031,heben::V,көтөх,мендереү
1032,hochheben::V,таһаар,күтәреү
1033,ergreifen::V,тут,тотоп алыу
1034,halten::V,тут,тотоу
1035,drücken::V,ык,ҡыҫыу
1036,schieben::V,ас,этеү
1037,schieben::V,ас,төртөү
1038,kratzen::V,кыһыы,ҡырыу
1039,lecken::V,салаа,ялау
1040,beißen::V,ытыр,тешләү
1041,abreißen::V,быһа тарт,өҙөү
1042,abreißen::V,туура тарт,өҙөү
1043,abschneiden::V,быс,ҡырҡыу
1044,abschneiden::V,быһан ыл,ҡырҡыу
1045,abschneiden::V,быһа баттаа,ҡырҡыу
1046,binden::V,кэлгий,бәйләү
1047,stecken::V,батары ас,ҡаҙау
1048,brechen::V,тоһут,боҙоу
1049,klopfen::V,тоҥсуй,шаҡылдау
1050,hauen::V,оҕус,туҡмау
1051,kleben::V,силимнээ,йәбештереү
1052,reiben::V,аал,ыуыу
1053,reiben::V,аал,ышҡыу
1054,streichen::V,сыбаа,яғыу
1055,schleifen::V,чочуй,үткерләү
1056,schneiden::V,быс,ҡырҡыу
1057,rütteln::V,иэҕэҥнэт,һелкетеү
1058,schütteln::V,сахсый,һелкетеү
1059,schwenken::V,дайбаа,болғау
1060,schütten::V,кут,ҡойоу
1061,füllen::V,толор,тултырыу
1062,einwickeln::V,суулаа,төрөү
1063,tragen::V,ит,алып барыу
1064,schleppen::V,сос,һөйрәү
1065,ziehen::V,тарт,тартыу
1066,aufbewahren::V,уур,һаҡлау
1067,aufbewahren::V,харай,һаҡлау
1068,werfen::V,бырах,ырғытыу
1069,fangen::V,хап,тотоу
1070,packen::V,тут,етеү
1071,packen::V,тут,тотоп алыу
1072,verstecken::V,саһыар,йәшереү
1073,teilen::V,үллэр,бүлеү
1074,schicken::V,ыыт,ебәреү
1075,bringen::V,аҕал,килтереү
1076,hinzufügen::V,эп,өтәү
1077,bekommen::V,ыл,алыу
1078,bekommen::V,булун,алыу
1079,erhalten::V,ыл,алыу
1080,nehmen::V,ыл,алыу
1081,wählen::V,быыбардаа,һайлаү
1082,auswählen::V,тал,һайлап алыу
1083,bewahren::V,харай,һаҡлау
1084,behindern::V,мэһэйдээ,тотҡарлыҡ яһау
1085,verderben::V,буорту гын,боҙоу
1086,beschädigen::V,алдьат,боҙоу
1087,zerbrechen::V,үлтүрүт,ҡыйратыу
1088,zerreißen::V,хайыта тарт,йыртыу
1089,zerstören::V,алдьат,емереү
1090,verbrennen::V,уоттаа,үртәү
1091,geben::V,биэр,биреү
1092,reichen::V,аҕал,биреү
1093,schenken::V,бэлэхтээ,бүләк итеү
1094,versprechen::V,эрэннэр,вәғәҙә биреү
1095,wünschen::V,баҕар,теләу
1096,loben::V,хайҕаа,маҡтау
1097,küssen::V,уураа,үбеү
1098,wiegen::V,бигээ,бәүетеү
1099,wiegen::V,бигээ,тирбәтеү
1100,zudecken::V,сап,ҡаплау
1101,zudecken::V,бүрүй,ҡаплау
1102,wecken::V,уһугуннар,уятыу
1103,zeigen::V,көрдөр,күрһәтеү
1104,führen::V,салай,етәкләү
1105,lehren::V,үөрэт,уҡытыу
1106,lehren::V,үөрэт,өйрәтеү
1107,unterrichten::V,үөрэт,уҡытыу
1108,aufziehen::V,иит,тәрбиәле
1109,leiten::V,салай,етәкләү
1110,leiten::V,салай,етәкселек итеү
1111,antreiben::V,кыһай,ашыҡтырыу
1112,lassen::V,күһэй,мәжбүр итеү
1113,einladen::V,ыҥыр,саҡырыу
1114,vereinigen::V,холбоо,берләштереү
1115,vereinigen::V,түм,берләштереү
1116,besuchen::V,сырыт,килеп сығыу
1117,besuchen::V,билсэ сырыт,килеп сығыу
1118,treffen::V,көрүс,тойоү
1119,treffen::V,көрүс,осратыу
1120,treffen::V,көрүс,ҡаршылау
1121,sich versammeln::V,мүһүн,йыйылыу
1122,sich versammeln::V,түмүс,йыйылыу
1123,spielen::V,оонньоо,тартыу
1124,singen::V,ыллаа,йырлау
1125,tanzen::V,үҥкүүлээ,бейеү
1126,sich trennen::V,араҕыс,айырылышыу
1127,verlassen::V,хааллар,ташлау
1128,verlassen::V,хааллар,ташлап китеү
1129,retten::V,өрүһүй,ҡотҡарыу
1130,bewachen::V,араҥаччылаа,һаҡлау
1131,schützen::V,көмүскээ,һаҡлау
1132,verteidigen::V,көмүскээ,яҡлау
1133,sich schlagen::V,охсус,һуғышыу
1134,schießen::V,ытыалаа,атыу
1135,siegen::V,хот,еңеү
1136,siegen::V,кыай,еңеү
1137,ärgern::V,кыыһырт,асыуландырыу
1138,schlagen::V,оҕус,бәреү
1139,schlagen::V,оҕус,туҡмау
1140,treten::V,тэп,тибеү
1141,treten::V,тэп,типкеләү
1142,stechen::V,кэй,сәнсеү
1143,stoßen::V,кэп,этеү
1144,stoßen::V,кэп,төртөү
1145,stoßen::V,үтүрүй,этеү
1146,stoßen::V,үтүрүй,төртөү
1147,stehlen::V,уор,урлау
1148,stören::V,мэһэйдээ,ҡамасаулау
1149,belästigen::V,батар,бимазалау
1150,belästigen::V,батар,ҡамасаулау
1151,verbergen::V,кистээ,йәшереү
1152,täuschen::V,албыннаа,ултыртыу
1153,betrügen::V,албыннаа,алдау
1154,töten::V,өлөр,үлтереү
1155,wohnen::V,олор,йәшәү
1156,arbeiten::V,үлэлээ,эшләү
1157,sammeln::V,мус,йыйыу
1158,sammeln::V,хомуй,йыйыу
1159,pflücken::V,үргээ,өҙөү
1160,jagen::V,бултаа,аулау
1161,fischen::V,балыктаа,аулау
1162,fassen::V,тут,тотоу
1163,hüten::V,манаа,көтөү
1164,treiben::V,үүр,ҡыуыу
1165,anbinden::V,баай,бәйләү
1166,füttern::V,аһат,ашатыу
1167,melken::V,ыа,һауыү
1168,hacken::V,кэрт,турау
1169,hacken::V,кэрт,тапау
1170,gießen::V,сиигирт,ҡойоу
1171,reifen::V,бус,өлғөрөү
1172,zubereiten::V,бэлэмнээ,бешереү
1173,kochen::V,буһар,бешереү
1174,backen::V,буһар,бешереү
1175,braten::V,хооруй,ҡурыу
1176,braten::V,ыһаарылаа,ҡурыу
1177,braten::V,соркуойдаа,ҡурыу
1178,umrühren::V,былаа,ҡатнаштырыу
1179,stricken::V,өр,бәйләү
1180,nähen::V,иистэн,тегеү
1181,färben::V,кырааскалаа,буяу
1182,reinigen::V,ыраастаа,таҙартыу
1183,waschen::V,сууй,йыуыу
1184,abwischen::V,сот,һөртөү
1185,spülen::V,сайҕаа,сайҡау
1186,fegen::V,сиппий,һепереү
1187,kehren::V,харбаа,һепереү
1188,baden::V,сөтүөлээ,һыу инеү
1189,sich waschen::V,суун,йыуыныу
1190,ausziehen::V,уһул,сисеү
1191,anziehen::V,кэтэрт,кейеү
1192,sich anziehen::V,таҥын,кейенеү
1193,kämmen::V,тараа,тарау
1194,schmücken::V,симээ,биҙәү
1195,sagen::V,диэ,әйтеү
1196,sprechen::V,эт,әйтеү
1197,sprechen::V,эт,һөйләшеү
1198,sprechen::V,саҥар,әйтеү
1199,sprechen::V,саҥар,һөйләшеү
1200,reden::V,кэпсэт,һөйләшеү
1201,sich unterhalten::V,кэпсэт,әңгәмәләшеү
1202,fragen::V,ыйыт,һорау
1203,bitten::V,көрдөс,үтенеү
1204,erzählen::V,кэпсээ,һөйләү
1205,erzählen::V,сэһэргээ,һөйләү
1206,mitteilen::V,биллэр,әйтеү
1207,nennen::V,ааттаа,атау
1208,nennen::V,ааттаа,исемләү
1209,rufen::V,ыҥыр,саҡырыу
1210,prahlen::V,чабылан,маҡтаныу
1211,prahlen::V,чабылан,шапырыныу
1212,prahlen::V,киһиргээ,маҡтаныу
1213,prahlen::V,киһиргээ,шапырыныу
1214,übersetzen::V,тылбаастаа,тәржемә итеү
1215,denken::V,санаа,уйлау
1216,denken::V,толкуйдаа,уйлау
1217,glauben::V,итэҕэй,ышаныу
1218,bemerken::V,бэлиэтээ,күреү
1219,erkennen::V,бил,таныу
1220,begreifen::V,өйдөө,аңлау
1221,verstehen::V,өйдөө,аңлау
1222,lernen::V,үөрэн,өйрәнеү
1223,wissen::V,бил,белеү
1224,sich erinnern an::V,аҕын,хәтергә алыу
1225,vergessen::V,умун,онотоу
1226,messen::V,кэмнээ,үлсәү
1227,messen::V,кээмэйдээ,үлсәү
1228,zählen::V,аах,һанау
1229,rechnen::V,аах,һанау
1230,lesen::V,аах,уҡыу
1231,malen::V,уруһуйдаа,һүрәт яһау
1232,malen::V,уруһуйдаа,рәсем төшөрөү
1233,zeichnen::V,уруһуйдаа,һүрәт яһау
1234,zeichnen::V,уруһуйдаа,рәсем төшөрөү
1235,schreiben::V,суруй,яҙыу
1236,besitzen::V,баһылаа,биләү
1237,kaufen::V,атыылас,һатып алыу
1238,verkaufen::V,атыылаа,һатыу
1239,bezahlen::V,төлөө,түләү
1240,zahlen::V,төлөө,түләү
1241,beherrschen::V,баһылаа,биләү
1242,ertragen::V,тулуй,түҙеү
