,Concept_ID,udm,be
62,Träne::N,синкыли,сляза
63,Geschmack::N,шӧм,смак
64,Geruch::N,зын,пах
65,Schlaf::N,вӧт,сон
66,Traum::N,уйвӧт,сон
67,Himmel::N,ин,неба
68,Sonne::N,шунды,сонца
69,Mond::N,толэзь,месяц
70,Stern::N,кизили,зорка
71,Luft::N,омыр,паветра
72,Wind::N,тӧл,вецер
73,Welle::N,тулкым,хваля
74,Wasser::N,ву,вада
75,Stein::N,из,камень
76,Boden::N,музъем,глеба
77,Erde::N,му,зямля
78,Staub::N,пыль,пыл
79,Rauch::N,ӵын,дым
80,Funke::N,гизьы,іскра
81,Feuer::N,тыл,агонь
82,Licht::N,тыл,святло
83,Schatten::N,вужер,цень
84,Wetter::N,куазь,пагода
85,Wetter::N,куазь,надворʼе
86,Nebel::N,бус,туман
87,Wolke::N,пилем,воблака
88,Regen::N,зор,дождж
89,Schnee::N,лымы,снег
90,Eis::N,йӧ,лёд
91,Frost::N,кезьыт,мароз
92,Kälte::N,кезьыт,холад
93,Hitze::N,пӧсь,спёка
94,Raureif::N,гӧр,іней
95,Regenbogen::N,вуюись,вясёлка
96,Donner::N,гудыри,гром
97,Strömung::N,бызён,цячэнне
98,Tropfen::N,шапык,кропля
99,Schaum::N,шукы,пена
100,Schmutz::N,нӧд,гразь
101,Schmutz::N,дэри,гразь
102,See::N,ты,возера
103,Sumpf::N,нюр,багна
104,Moor::N,нюр,балота
105,Wiese::N,возь,луг
106,Wiese::N,возьвыл,луг
107,Wald::N,сик,лес
108,Wald::N,нюлэс,лес
109,Hügel::N,выр,узгорак
110,Hügel::N,вырйыл,узгорак
111,Anhöhe::N,выр,узвышша
112,Anhöhe::N,вырйыл,узвышша
113,Berg::N,гурезь,гара
114,Gipfel::N,йыл,вяршыня
115,Höhle::N,гу,пячора
116,Abhang::N,бам,схіл
117,Quelle::N,ошмес,крыніца
118,Bach::N,пичи шур,ручай
119,Fluss::N,шур,рака
120,Ufer::N,ярдур,бераг
121,Küste::N,вудур,узбярэжжа
122,Festland::N,мувыр,суша
123,Meer::N,зарезь,мора
124,Bucht::N,вукож,бухта
125,Insel::N,вумуӵ,востраў
126,Insel::N,шормуӵ,востраў
127,Blume::N,сяська,кветка
128,Gras::N,турын,трава
129,Wurzel::N,выжы,корань
130,Baum::N,пу,дрэва
131,Stamm::N,модос,ствол
132,Rinde::N,сул,кара
133,Ast::N,ул,сук
134,Zweig::N,вай,галіна
135,Blatt::N,куар,ліст
136,Birke::N,кызьпу,бяроза
137,Kiefer[Baum]::N,пужым,хвоя
138,Kiefer[Baum]::N,пужым,сасна
139,Weide[Baum]::N,бадьпу,вярба
140,Tanne::N,кыз,яліна
141,Horn::N,сюр,рог
142,Feder::N,тылы,пяро
143,Fell::N,ку,шкура
144,Flügel::N,бурд,крыло
145,Klaue::N,гижы,кіпцюр
146,Kralle::N,пыд,лапа
147,Schwanz::N,быж,хвост
148,Ei::N,пуз,яйка
149,Ei::N,кукей,яйка
150,Nest::N,кар,гняздо
151,Nest::N,пузкар,гняздо
152,Bau::N,кар,нара
153,Bau::N,гу,нара
154,Tier::N,пӧйшур,жывёла
155,Herde::N,уллё,статак
156,Kuh::N,скал,карова
157,Bulle::N,ош,бык
158,Bulle::N,пороз,бык
159,Pferd::N,вал,конь
160,Schaf::N,ыж,авечка
161,Schwein::N,парсь,свіння
162,Hund::N,пуны,сабака
163,Katze::N,коӵыш,кошка
164,Bär::N,гондыр,мядзведзь
165,Eichhörnchen::N,коньы,вавёрка
166,Elch::N,койык,лось
167,Fuchs::N,ӟичы,ліса
168,Hase::N,кеч,заяц
169,Maus::N,шыр,мыш
170,Wolf::N,кион,воўк
171,Vogel::N,тылобурдо,птах
172,Vogel::N,тылобурдо,птушка
173,Schwarm::N,уллё,чарада
174,Huhn::N,курег,курыца
175,Hahn::N,атас,певень
176,Gans::N,ӟазег,гусь
177,Adler::N,ӧрзи,арол
178,Ente::N,ӵӧж,качка
179,Eule::N,кучыран,сава
180,Kranich::N,тури,жораў
181,Kranich::N,тури,журавель
182,Krähe::N,куака,варона
183,Kuckuck::N,кикы,зязюля
184,Schwan::N,юсь,лебедзь
185,Fisch::N,чорыг,рыба
186,Barsch::N,юш,акунь
187,Hecht::N,чипей,шчупак
188,Schlange[Tier]::N,кый,змяя
189,Wurm::N,нумыр,чарвяк
190,Spinne::N,чонари,павук
191,Ameise::N,кузьыли,мурашка
192,Laus::N,тэй,вош
193,Mücke::N,нымы,камар
194,Mücke::N,чибинь,камар
195,Fliege::N,кут,муха
196,Schmetterling::N,бубыли,матыль
197,Beere::N,узы-боры,ягада
198,Apfel::N,яблок,яблык
199,Pilz::N,губи,грыб
200,Zwiebel::N,сугон,цыбуля
201,Saat::N,кидыс,семя
202,Korn::N,тысь,зерне
203,Heu::N,турын,сена
204,Schale::N,кыд,шалупінне
205,Grube::N,гу,яма
206,Grube::N,гоп,яма
207,Falle::N,налик,пастка
208,Schlinge::N,гиӟ,сіло
209,Schlinge::N,герд,сіло
210,Spur::N,пытьы,след
211,Spur::N,бервыл,след
212,Asche::N,пень,попел
213,Dreck::N,дэри,бруд
214,Eisen::N,корт,жалеза
215,Gold::N,зарни,золата
216,Silber::N,азвесь,сребра
217,Kohle::N,эгыр,вугаль
218,Glas::N,стекло,шкло
219,Glas::N,пияла,шкло
220,Lehm::N,сюй,гліна
221,Sand::N,луо,пясок
222,Mensch::N,мурт,чалавек
223,Mensch::N,адями,чалавек
224,Mann::N,воргорон,мужчына
225,Frau::N,кышномурт,жанчына
226,Kind::N,нуны,дзіця
227,Kind::N,пинал,дзіця
228,Junge::N,пи,хлопчык
229,Mädchen::N,ныл,дзяўчынка
230,Familie::N,семья,сямʼя
231,Großvater::N,песятай,дзядуля
232,Großvater::N,пересь атай,дзядуля
233,Großmutter::N,песянай,бабуля
234,Großmutter::N,пересь анай,бабуля
235,Eltern::N,атай-анай,бацькі
236,Eltern::N,бубы-мумы,бацькі
237,Vater::N,айы,бацька
238,Vater::N,атай,бацька
239,Mutter::N,мумы,маці
240,Sohn::N,пи,сын
241,Tochter::N,ныл,дачка
242,Bruder::N,агай,брат
243,Schwester::N,апа,сястра
244,Schwester::N,сузэр,сястра
245,Onkel::N,агай,дзядзька
246,Tante::N,апа,цётка
247,Tante::N,кенак,цётка
248,Ehemann::N,карт,муж
249,Ehefrau::N,кышно,жонка
250,Freude::N,шумпотон,радасць
251,Gelächter::N,горем,смех
252,Glück::N,шуд,шчасце
253,Kummer::N,кайгу,гора
254,Kummer::N,куректон,гора
255,Wunsch::N,мылпотон,жаданне
256,Lust::N,потон,цяга
257,Geist::N,лул,дух
258,Gedanke::N,малпан,думка
259,Gedächtnis::N,йырсазь,памяць
260,Gedächtnis::N,тодэваён,памяць
261,Verstand::N,йырвизь,розум
262,Sinn::N,смысл,сэнс
263,Grund::N,муг,зачэпка
264,Grund::N,ньӧм,зачэпка
265,Wahrheit::N,зэм,праўда
266,Wahrheit::N,шонер,праўда
267,Gespräch::N,вераськон,размова
268,Märchen::N,выжыкыл,казка
269,Erzählung::N,верос,расказ
270,Erzählung::N,верос,апавяданне
271,Nachricht::N,ивор,вестка
272,Nachricht::N,ивор,паведамленне
273,Neuigkeit::N,выльивор,навіна
274,Name::N,ним,імя
275,Rätsel::N,мадькыл,загадка
276,Rede::N,верам,прамова
277,Sprache::N,кыл,мова
278,Stimme::N,куара,голас
279,Wort::N,кыл,слова
280,Zeichen::N,пус,знак
281,Zeichen::N,тодмет,знак
282,Ruf::N,ӧтён,кліч
283,Ruf::N,чортон,кліч
284,Lärm::N,ӵашетон,шум
285,Laut::N,куара,гук
286,Ton::N,куара,гучанне
287,Lied::N,кырӟан,песня
288,Ruhe::N,чалмыт улон,спакой
289,Leute::N,адямиос,людзі
290,Volk::N,калык,народ
291,Arbeit::N,уж,праца
292,Arbeit::N,уж,работа
293,Gast::N,куно,госць
294,Geschenk::N,салам,падарунак
295,Geschenk::N,кузьым,падарунак
296,Spiel::N,шудон,гульня
297,Gesellschaft::N,калык,таварыства
298,Hilfe::N,юрттон,дапамога
299,Freund::N,эш,друг
300,Freund::N,эш,сябар
301,Freund::N,юлтош,друг
302,Freund::N,юлтош,сябар
303,Kamerad::N,тодмо,прыяцель
304,Angelegenheit::N,уж,справа
305,Anzahl::N,лыд,колькасць
306,Art::N,тус,від
307,Stück::N,юдэс,кусок
308,Stück::N,юдэс,кавалак
309,Teil::N,люкет,частка
310,Hälfte::N,ӝыны,палова
311,Hälfte::N,ӝыны,палавіна
312,Kreis::N,котырес,круг
313,Kreuz::N,крест,крыж
314,Linie::N,гож,лінія
315,Strich::N,гож,рыса
316,Abstand::N,вис,прамежак
317,Abstand::N,кусып,прамежак
318,Entfernung::N,кусып,адлегласць
319,Gegend::N,инты,мясцовасць
320,Platz::N,инты,месца
321,Ort::N,инты,месца
322,Ort::N,места,месца
323,Seite::N,пал,бок
324,Mitte::N,шор,сярэдзіна
325,Gegenstand::N,арбери,прадмет
326,Sache::N,котыр,рэч
327,Rand::N,дур,край
328,Rand::N,шаер,край
329,Kante::N,дур,руб
330,Kante::N,дур,кант
331,Ecke::N,сэрег,вугал
332,Spitze::N,йыл,кончык
333,Ende::N,пум,канец
334,Loch::N,пась,дзірка
335,Winkel::N,сэрег,вугал
336,Muster::N,пужы,узор
337,Größe::N,быдӟала,памер
338,Länge::N,кузьдала,даўжыня
339,Höhe::N,ӝуждала,вышыня
340,Gewicht::N,сектала,вага
341,Gewicht::N,секытлык,вага
342,Menge::N,лыд,колькасць
343,Menge::N,лыдпус,колькасць
344,Haufen::N,люк,куча
345,Reihe::N,чур,рад
346,Boot::N,пыж,лодка
347,Boot::N,лодка,лодка
348,Ruder::N,полыс,вясло
349,Schlitten::N,додьы,сані
350,Ski::N,куас,лыжа
351,Lagerfeuer::N,тылскем,вогнішча
352,Last::N,секыт,цяжар
353,Gang::N,ветлон,ход
354,Schritt::N,вамыш,шаг
355,Schritt::N,вамыш,крок
356,Norden::N,уйпал,поўнач
357,Süden::N,лымшор,поўдзень
358,Westen::N,шунды пуксён,захад
359,Osten::N,шунды ӝужан,усход
360,Holz::N,пу,дрэва
361,Holz::N,пу,драўніна
362,Brett::N,пул,дошка
363,Platte::N,плита,пліта
364,Stütze::N,пыкет,падпорка
365,Stange::N,пуӵ,жэрдка
366,Stock::N,боды,палка
367,Stab::N,пуӵ,шост
368,Stab::N,боды,шост
369,Rohr::N,труба,труба
370,Haus::N,юрт,дом
371,Heim::N,корка,дом
372,Heim::N,корка,хата
373,Ofen::N,гур,печ
374,Fußboden::N,выж,падлога
375,Tisch::N,ӝӧк,стол
376,Stuhl::N,пукон,стул
377,Stuhl::N,пукон,крэсла
378,Wiege::N,кӧкы,калыска
379,Wiege::N,зыбка,калыска
380,Bett::N,валес,ложак
381,Bett::N,валес,пасцель
382,Regal::N,ӝажы,паліца
383,Kiste::N,ящик,скрынка
384,Fenster::N,укно,акно
385,Fenster::N,косяк,акно
386,Tür::N,ӧс,дзверы
387,Tor::N,ӟезьы,вароты
388,Zaun::N,забор,агароджа
389,Dach::N,липет,дах
390,Leiter::N,падӟа,лесвіца
391,Besen::N,ӵужон,мятла
392,Besen::N,исьнер,мятла
393,Spaten::N,лопатка,лапата
394,Spaten::N,лопатка,жалязняк
395,Schaufel::N,ютырон,шуфлік
396,Schaufel::N,ютырон,лапатка
397,Gabel::N,тэчы,відэлец
398,Gabel::N,вилка,відэлец
399,Löffel::N,пуньы,лыжка
400,Messer::N,пурт,нож
401,Nagel::N,кортӵог,цвік
402,Netz::N,сеть,сетка
403,Haken::N,курик,крук
404,Griff::N,ныд,ручка
405,Schloss::N,тунгон,замок
406,Bild::N,суред,карціна
407,Figur::N,фигура,фігура
408,Puppe::N,мунё,лялька
409,Beutel::N,пуйы,мяшок
410,Bündel::N,керттэт,вязка
411,Tasche::N,пуйы,торба
412,Tasche::N,сумка,торба
413,Eimer::N,ведра,вядро
414,Deckel::N,ӵоксэт,накрыўка
415,Geschirr::N,тусьты-пуньы,пасуда
416,Sack::N,пуйы,мех
417,Tasse::N,ӵаша,кубак
418,Topf::N,миска,каструля
419,Kessel::N,пурты,кацёл
420,Essen::N,сиськон,ежа
421,Nahrung::N,сион,харч
422,Speise::N,сиён,страва
423,Fleisch::N,сӥль,мяса
424,Getreide::N,ю тысь,збожжа
425,Brei::N,ӝук,каша
426,Brot::N,нянь,хлеб
427,Scheibe::N,шорем,луста
428,Scheibe::N,шорем,скібка
429,Fett::N,кӧй,тлушч
430,Butter::N,вӧй,масла
431,Öl::N,вӧй,алей
432,Salz::N,сылал,соль
433,Suppe::N,шыд,суп
434,Honig::N,чечы,мёд
435,Milch::N,йӧл,малако
436,Tee::N,чай,чай
437,Tee::N,чай,гарбата
438,Leder::N,сурон,скура
439,Wolle::N,гон,воўна
440,Wolle::N,ыжгон,воўна
441,Stoff::N,куэм,тканіна
442,Nadel::N,вень,іголка
443,Faden::N,сӥньыс,нітка
444,Knopf::N,бирды,гузік
445,Knoten::N,герд,вузел
446,Farbe::N,буёл,фарба
447,Kleidung::N,дӥсь,адзенне
448,Hemd::N,дэрем,кашуля
449,Kragen::N,сирес,каўнер
450,Ärmel::N,саес,рукаў
451,Hose::N,брюки,штаны
452,Hose::N,штань,штаны
453,Gürtel::N,кускерттон,пояс
454,Mütze::N,ызьы,шапка
455,Schuh::N,ботинка,чаравік
456,Stiefel::N,сапег,бот
457,Ring::N,зундэс,кольца
458,Band::N,лента,стужка
459,Kamm::N,сын,расчоска
460,Spiegel::N,синучкон,люстра
461,Riemen::N,е,рэмень
462,Schnur::N,гозы,вяроўка
463,Leine::N,думет,павадок
464,Decke::N,шобрет,коўдра
465,Kissen::N,миндэр,падушка
466,Tuch::N,кышет,хустка
467,Handtuch::N,ӵушкон,ручнік
468,Kraft::N,кать,сіла
469,Kraft::N,ӟигар,сіла
470,Stärke::N,юнлык,моц
471,Gesundheit::N,тазалык,здароўе
472,Krankheit::N,висён,хвароба
473,Schmerz::N,висён,боль
474,Wunde::N,яра,рана
475,Fieber::N,кезег,гарачка
476,Fieber::N,кезег,ліхаманка
477,Arznei::N,эмъюм,лекі
478,Brücke::N,выж,мост
479,Brunnen::N,колдэч,калодзеж
480,Weide::N,возь,паша
481,Pfad::N,сюрес,сцежка
482,Weg::N,сюрес,шлях
483,Weg::N,сюрес,дарога
484,Straße::N,сюрес,вуліца
485,Dorf::N,гурт,вёска
486,Stadt::N,кар,горад
487,Stadt::N,город,горад
488,Brief::N,гожтэт,ліст
489,Brief::N,гожтэт,пісьмо
490,Buch::N,книга,кніга
491,Buchstabe::N,буква,літара
492,Zeitung::N,газет,газета
493,Leben::N,улон,жыццё
494,Tod::N,кулон,смерць
495,Grab::N,шайгу,магіла
496,Kirche::N,черк,касцёл
497,Kirche::N,черк,царква
498,Sünde::N,сьӧлык,грэх
499,Gott::N,ӥнмар,бог
500,Arbeiter::N,рабочий,рабочы
501,Chef::N,начальник,начальнік
502,Meister::N,кибашлы,майстар
503,Arzt::N,врач,урач
504,Lehrer::N,дышетӥсь,настаўнік
505,Geld::N,уксё,грошы
506,Geld::N,коньдон,грошы
507,Geschäft::N,уж,заняцце
508,Laden::N,магазин,крама
509,Laden::N,магазин,магазін
510,Preis::N,дун,цана
511,Ware::N,вуз,тавар
512,Nutzen::N,пайда,выгада
513,Reichtum::N,узырлык,багацце
514,Welt::N,дунне,свет
515,Land::N,шаер,краіна
516,Staat::N,кун,дзяржава
517,König::N,эксэй,кароль
518,Macht::N,власть,улада
519,Grenze::N,кунгож,граніца
520,Krieg::N,ож,вайна
521,Feind::N,тушмон,вораг
522,Gewalt::N,эриктэман,насілле
523,Kampf::N,нюръяськон,барацьба
524,Bogen[Waffe]::N,пукыӵ,лук
525,Pfeil::N,пукыӵ вень,страла
526,Gewehr::N,пыӵал,ружжо
527,Fehler::N,янгыш,памылка
528,Lüge::N,пӧян,хлусня
529,Lüge::N,алдан,хлусня
530,Lüge::N,ӧрекчан,хлусня
531,Schaden::N,изъян,шкода
532,Unglück::N,куректон,ліха
533,Unglück::N,куректон,бядота
534,Unglück::N,шудтэме усён,ліха
535,Unglück::N,шудтэме усён,бядота
536,Schuld::N,янгыш,віна
537,Alter::N,арлыд,узрост
538,Schluss::N,пум,канец
539,Zeit::N,дыр,час
540,Tag::N,нунал,дзень
541,Morgen::N,ӵукна,ранак
542,Morgen::N,ӵукна,раніца
543,Mittag::N,лымшор,паўдня
544,Mittag::N,лымшор,поўдзень
545,Abend::N,ӝыт,вечар
546,Abend::N,акшан,вечар
547,Nacht::N,уй,ноч
548,Woche::N,арня,тыдзень
549,Monat::N,толэзь,месяц
550,Jahr::N,ар,год
551,Frühling::N,тулыс,вясна
552,Sommer::N,гужем,лета
553,Herbst::N,сӥзьыл,восень
554,Winter::N,тол,зіма
555,Januar::N,выльартолэзь,студзень
556,Februar::N,тулыспал,люты
557,März::N,южтолэзь,сакавік
558,April::N,оштолэзь,красавік
559,Mai::N,куартолэзь,май
560,Mai::N,куартолэзь,травень
561,Juni::N,вожотолэзь,чэрвень
562,Juli::N,пӧсьтолэзь,ліпень
563,August::N,гудырикошкон,жнівень
564,September::N,куарусён,верасень
565,Oktober::N,выльӝуктолэзь,кастрычнік
566,November::N,шуркынмон,лістапад
567,Dezember::N,толсур,снежань
568,Montag::N,вордӥськон,панядзелак
569,Dienstag::N,вторник,аўторак
570,Mittwoch::N,вирнунал,серада
571,Donnerstag::N,покчиарня,чацвер
572,Freitag::N,удмуртарня,пятніца
573,Samstag::N,кӧснунал,субота
574,Sonntag::N,арня,нядзеля
575,groß::A,бадӟым,вялікі
576,klein::A,пичи,маленькі
577,lang::A,кузь,доўгі
578,kurz::A,вакчи,кароткі
579,breit::A,паськыт,шырокі
580,schmal::A,сюлэг,вузкі
581,dicht::A,ӵем,густы
582,dick[Gegenstand]::A,зӧк,тоўсты
583,dünn::A,векчи,тонкі
584,fein::A,векчи,тонкі
585,fest::A,юн,моцны
586,fest::A,чурыт,моцны
587,flach::A,ӵошкыт,плоскі
588,glatt::A,гылыт,гладкі
589,glatt::A,вольыт,гладкі
590,hart::A,чурыт,цвёрды
591,weich::A,небыт,мяккі
592,rund::A,котырес,круглы
593,spitz::A,йылсо,спічасты
594,spitz::A,йылсо,востраканцовы
595,scharf::A,лэчыт,востры
596,stumpf::A,ныж,тупы
597,schwer::A,секыт,цяжкі
598,schön::A,чебер,прыгожы
599,heiß::A,пӧсь,гарачы
600,warm::A,шуныт,цёплы
601,kalt::A,кезьыт,холадны
602,kühl::A,юзмыт,халаднаваты
603,kühl::A,салкым,халаднаваты
604,frisch::A,выль,свежы
605,feucht::A,мускыт,вільготны
606,nass::A,котмем,мокры
607,trocken::A,кӧс,сухі
608,voll::A,тыр,поўны
609,leer::A,буш,пусты
610,leer::A,тырттэм,пусты
611,offen::A,усьтэм,адкрыты
612,offen::A,усьтэм,адчынены
613,geschlossen::A,ӵогам,закрыты
614,geschlossen::A,ӵогам,зачынены
615,geschlossen::A,пунням,закрыты
616,geschlossen::A,пунням,зачынены
617,sauber::A,ӝикыт,чысты
618,sauber::A,чылкыт,чысты
619,schmutzig::A,нӧд,брудны
620,roh::A,ыль,сыры
621,reif::A,вуэм,спелы
622,lecker::A,ческыт,смачны
623,süß::A,ческыт,салодкі
624,bitter::A,курыт,горкі
625,sauer::A,чырс,кіслы
626,hell::A,югыт,светлы
627,dunkel::A,пеймыт,цёмны
628,schwarz::A,сьӧд,чорны
629,weiß::A,тӧдьы,белы
630,rot::A,горд,чырвоны
631,gelb::A,ӵуж,жоўты
632,blau::A,лыз,сіні
633,grün::A,вож,зялёны
634,grau::A,пурысь,шэры
635,bunt::A,куӵо,пяресты
636,billig::A,дунтэм,танны
637,teuer::A,дуно,дарагі
638,wertvoll::A,дуно,цэнны
639,wertvoll::A,дуно,каштоўны
640,blind::A,сукыр,сляпы
641,blind::A,синтэм,сляпы
642,taub::A,пельтэм,глухі
643,kräftig::A,кужмо,магутны
644,stark::A,юн,сільны
645,stark::A,кужмо,сільны
646,schwach::A,ляб,слабы
647,schwach::A,начар,слабы
648,fett::A,кӧй,тлусты
649,schlank::A,веськыт,стройны
650,schlank::A,веськрес,стройны
651,hübsch::A,чебер,чароўны
652,hübsch::A,синмаськымон,чароўны
653,böse::A,лек,злы
654,dumm::A,шузи,дурны
655,dumm::A,визьтэм,дурны
656,faul::A,азьтэм,лянівы
657,fleißig::A,сюлмо,руплівы
658,geizig::A,сук,прагны
659,klug::A,визьмо,разумны
660,geschickt::A,усто,умелы
661,geschickt::A,быгатӥсь,умелы
662,lieb::A,мусо,мілы
663,lustig::A,шулдыр,вясёлы
664,sanft::A,мусо,ласкавы
665,sanft::A,эрке,ласкавы
666,hungrig::A,сютэм,галодны
667,krank::A,висись,хворы
668,nackt::A,гольык,голы
669,traurig::A,мӧзмыт,сумны
670,lebendig::A,улэп,жывы
671,gut::A,ӟеч,добры
672,gut::A,умой,добры
673,schlecht::A,урод,кепскі
674,schlecht::A,алама,кепскі
675,richtig::A,шонер,правільны
676,schlimm::A,алама,агідны
677,wahr::A,зэмос,сапраўдны
678,alt::A,вуж,стары
679,neu::A,выль,новы
680,ehemalig::A,азьвылэз,былы
681,alt[Lebewesen]::A,пересь,стары
682,jung::A,егит,малады
683,jung::A,пинал,малады
684,arm::A,начар,бедны
685,arm::A,куанер,бедны
686,reich::A,узыр,багаты
687,bekannt::A,тодмо,знаёмы
688,berühmt::A,дано,славуты
689,fremd::A,ят,чужы
690,verschieden::A,пӧртэм,розны
691,nah::A,матысь,блізкі
692,fern::A,кыдёкысь,далёкі
693,linker::A,паллян,левы
694,rechter::A,бур,правы
695,rechter::A,бурпал,правы
696,anderer::A,мукет,іншы
697,anderer::A,мукет,другі
698,erster::A,нырысетӥез,першы
699,zweiter::A,кыктэтӥез,другі
700,dritter::A,кунньметӥез,трэці
701,letzter::A,берло,апошні
702,letzter::A,берпум,апошні
703,allein::ADV,огназ,сам
704,allein::ADV,огназ,адзін
705,auf einmal::ADV,огдыре,адразу
706,zusammen::ADV,ӵош,разам
707,zusammen::ADV,валче,разам
708,lange::ADV,кема,доўга
709,plötzlich::ADV,мапламтэ шорысь,раптам
710,sofort::ADV,али ик,зараз
711,später::ADV,бергес,пазней
712,später::ADV,берлогес,пазней
713,jetzt::ADV,али,цяпер
714,jetzt::ADV,табере,цяпер
715,heute::ADV,туннэ,сёння
716,morgen::ADV,ӵуказе,заўтра
717,bald::ADV,ӝоген,хутка
718,bald::ADV,ӝоген,неўзабаве
719,dann::ADV,берло,потым
720,gestern::ADV,толон,учора
721,einst::ADV,огпол,аднойчы
722,einst::ADV,одӥг пол,аднойчы
723,damals::ADV,соку,тады
724,danach::ADV,собере,затым
725,vorher::ADV,азьло,раней
726,vorher::ADV,азьвыл,раней
727,zuerst::ADV,азьло,спярша
728,zuerst::ADV,азьло,спачатку
729,einmal::ADV,огпол,адзін раз
730,manchmal::ADV,куддыръя,часам
731,oft::ADV,ӵем,часта
732,immer::ADV,пыр,заўсёды
733,immer::ADV,котьку,заўсёды
734,niemals::ADV,уз ноку,ніколі
735,hier::ADV,татын,тут
736,hierhin::ADV,татчы,сюды
737,von hier::ADV,татысь,адсюль
738,von hier::ADV,татысь,адгэтуль
739,dort::ADV,отӥ,там
740,dort::ADV,отын,там
741,dorthin::ADV,отчы,туды
742,geradeaus::ADV,меӵак,прама
743,vorwärts::ADV,азьлань,наперад
744,rückwärts::ADV,берлань,назад
745,zurück::ADV,берен,назад
746,zurück::ADV,берлань,назад
747,unten::ADV,улын,унізе
748,hinab::ADV,улэ,уніз
749,oben::ADV,вылын,угары
750,oben::ADV,вылын,наверсе
751,oben::ADV,вылӥын,угары
752,oben::ADV,вылӥын,наверсе
753,hinauf::ADV,вылэ,угару
754,hinauf::ADV,вылӥе,угару
755,hinauf::ADV,выллань,угару
756,überall::ADV,котькытын,усюды
757,überall::ADV,пасьтана,усюды
758,nicht::ADV,уз,не
759,ein wenig::ADV,ичи,трошкі
760,ein wenig::ADV,ӧжыт,трошкі
761,ein wenig::ADV,огшап,трошкі
762,kaum::ADV,муртса,ледзьве
763,sehr::ADV,туж,вельмі
764,sehr::ADV,лекос,вельмі
765,so::ADV,озьы,так
766,so::ADV,тазьы,так
767,noch::ADV,на,яшчэ
768,nur::ADV,гинэ,толькі
769,schon::ADV,ни,ужо
770,schon::ADV,ини,ужо
771,wieder::ADV,нош,зноў
772,wieder::ADV,кайта,зноў
773,vergebens::ADV,юнме,дарма
774,vergebens::ADV,юнме,дарэмна
775,vor::PRP,азьын,перад
776,hinter::PRP,берын,за
777,hinter::PRP,берын,ззаду
778,hinter::PRP,бӧрсьы,за
779,hinter::PRP,бӧрсьы,ззаду
780,unter::PRP,улын,пад
781,durch::PRP,пыр,праз
782,durch::PRP,пыртӥ,праз
783,neben::PRP,бордын,каля
784,zwischen::PRP,вискын,між
785,zwischen::PRP,вискын,паміж
786,wegen::PRP,сэрен,з-за
787,dies::PRN,та,гэта
788,das::PRN,со,тое
789,alles::PRN,ваньмыз,усё
790,ich::PRN,мон,я
791,du::PRN,тон,ты
792,er::PRN,со,ён
793,wir::PRN,ми,мы
794,ihr::PRN,тӥ,вы
795,sie::PRN,соос,яны
796,was::FPRN,ма,што
797,wer::FPRN,кин,хто
798,wo::FADV,кытын,дзе
799,wohin::FADV,кытчы,куды
800,wie::FADV,кызьы,як
801,warum::FADV,малы,чаму
802,wieviel::FNUM,кӧня,колькі
803,eins::NUM,одӥг,адзін
