,Concept_ID,fa,az
266,Glück::N,اقبال,xoşbəxtlik
267,Kummer::N,غم,qəm
268,Kummer::N,غم,kədər
269,Kummer::N,غصه,qəm
270,Kummer::N,غصه,kədər
271,Wunsch::N,آرزو,arzu
272,Lust::N,هوس,həvəs
273,Geist::N,روح,ruh
274,Gedanke::N,فکر,fikir
275,Gedanke::N,فکر,düşüncə
276,Gedächtnis::N,حافظه,xatir
277,Gedächtnis::N,حافظه,hafizə
278,Verstand::N,هوش,ağıl
279,Sinn::N,معنا,məna
280,Sinn::N,مفهوم,məna
281,Grund::N,سبب,səbəb
282,Grund::N,دلیل,səbəb
283,Wahrheit::N,حقیقت,haqq
284,Wahrheit::N,حقیقت,doğruluq
285,Gespräch::N,صحبت,söhbət
286,Gespräch::N,صحبت,qonuşma
287,Gespräch::N,گفتگو,söhbət
288,Gespräch::N,گفتگو,qonuşma
289,Märchen::N,قصه,nağıl
290,Märchen::N,افسانه,nağıl
291,Erzählung::N,داستان,hekayə
292,Nachricht::N,خبر,xəbər
293,Neuigkeit::N,خبر تازه,xəbər
294,Neuigkeit::N,خبر تازه,yenilik
295,Name::N,اسم,ad
296,Rätsel::N,معما,tapmaca
297,Rede::N,سخن,nitq
298,Sprache::N,زبان,dil
299,Stimme::N,صدا,səs
300,Wort::N,کلمه,söz
301,Wort::N,کلمه,kəlmə
302,Zeichen::N,نشان,nişan
303,Zeichen::N,علامت,nişan
304,Ruf::N,صدا,çığırtı
305,Lärm::N,هیاهو,gurultu
306,Laut::N,صدا,səs
307,Ton::N,آهنگ,ton
308,Lied::N,آواز,mahnı
309,Lied::N,ترانه,mahnı
310,Ruhe::N,آرامش,sakitlik
311,Leute::N,مردم,xalq
312,Volk::N,خلق,millət
313,Arbeit::N,کار,iş
314,Arbeit::N,کار,əmək
315,Gast::N,مهمان,qonaq
316,Gast::N,مهمان,müsafir
317,Geschenk::N,هدیه,hədiyyə
318,Spiel::N,بازی,oyun
319,Spiel::N,بازی,tamaşa
320,Gesellschaft::N,جمعیت,cəmiyyet
321,Hilfe::N,کمک,kömək
322,Hilfe::N,کمک,yardım
323,Freund::N,دوست,dost
324,Kamerad::N,رفیق,yoldaş
325,Angelegenheit::N,امر,iş
326,Angelegenheit::N,قضیه,iş
327,Anzahl::N,عده,say
328,Anzahl::N,شمار,say
329,Art::N,نوع,çeşid
330,Stück::N,تکه,dənə
331,Stück::N,تکه,parça
332,Stück::N,قطعه,dənə
333,Stück::N,قطعه,parça
334,Teil::N,بخش,qisim
335,Teil::N,قسمت,qisim
336,Hälfte::N,نیم,yarım
337,Kreis::N,حلقه,dairə
338,Kreis::N,دایره,dairə
339,Kreuz::N,صلیب,xaç
340,Linie::N,خط,xətt
341,Linie::N,سطر,xətt
342,Strich::N,خط,cızıq
343,Abstand::N,فاصله,məsafə
344,Entfernung::N,مسافت,məsafə
345,Entfernung::N,مسافت,uzaqlıq
346,Gegend::N,منطقه,bölgə
347,Platz::N,گنجایش,yer
348,Ort::N,جا,yer
349,Ort::N,محل,yer
350,Ort::N,مکان,yer
351,Seite::N,طرف,yan
352,Seite::N,طرف,tərəf
353,Mitte::N,وسط,orta
354,Mitte::N,میان,orta
355,Gegenstand::N,چیز,şey
356,Sache::N,چیز,şey
357,Rand::N,کنار,kənar
358,Rand::N,حاشیه,kənar
359,Kante::N,لبه,tiyə
360,Kante::N,لبه,kənar
361,Ecke::N,گوشه,bucaq
362,Spitze::N,سر,uc
363,Spitze::N,نوک,uc
364,Ende::N,ته,son
365,Ende::N,ته,axır
366,Ende::N,آخر,son
367,Ende::N,آخر,axır
368,Loch::N,سوراخ,deşik
369,Winkel::N,کنج,guşə
370,Muster::N,نقش,ülgü
371,Größe::N,قد,böyüklük
372,Größe::N,بزرگی,böyüklük
373,Länge::N,طول,uzunluq
374,Höhe::N,بلندی,yüksəklik
375,Gewicht::N,وزن,çəki
376,Gewicht::N,وزن,ağırlıq
377,Menge::N,مقدار,miqdar
378,Menge::N,اندازه,miqdar
379,Haufen::N,توده,yığın
380,Reihe::N,ردیف,səf
381,Reihe::N,ردیف,sıra
382,Boot::N,قایق,qayıq
383,Ruder::N,پارو,kürək
384,Schlitten::N,سورتمه,kirşə
385,Ski::N,اسکی,xizək
386,Lagerfeuer::N,آتش,düşərgə tonqalı
387,Last::N,بار,yük
388,Last::N,سنگینی,yük
389,Gang::N,راه رفتن,yeriş
390,Schritt::N,قدم,addım
391,Norden::N,شمال,şimal
392,Süden::N,جنوب,cənub
393,Westen::N,غرب,qərb
394,Osten::N,شرق,şərq
395,Holz::N,چوب,ağac
396,Holz::N,چوب,taxta
397,Brett::N,تخته,taxta
398,Platte::N,صفحه,lövhə
399,Stütze::N,تکیه,dayaq
400,Stütze::N,تکیه,dəstək
401,Stange::N,میله,şüvül
402,Stock::N,چوب,dəyənək
403,Stab::N,عصا,əsa
404,Stab::N,عصا,şüvül
405,Rohr::N,لوله,boru
406,Rohr::N,لوله,truba
407,Haus::N,منزل,ev
408,Heim::N,خانه,ev
409,Heim::N,کاشانه,ev
410,Ofen::N,بخاری,peç
411,Ofen::N,بخاری,soba
412,Fußboden::N,کف اتاق,döşəmə
413,Tisch::N,میز,masa
414,Stuhl::N,صندلی,stul
415,Wiege::N,گهواره,beşik
416,Bett::N,تختخواب,yataq
417,Regal::N,قفسه,rəf
418,Kiste::N,صندوق,yeşik
419,Kiste::N,صندوق,sandıq
420,Fenster::N,پنجره,pəncərə
421,Tür::N,در,qapı
422,Tür::N,درب,qapı
423,Tor::N,دروازه,darvaza
424,Zaun::N,حصار,çəpər
425,Dach::N,بام,dam
426,Leiter::N,نردبان,nərdivan
427,Besen::N,جارو,süpürgə
428,Spaten::N,بیل,kürək
429,Schaufel::N,بیل,kürək
430,Schaufel::N,پارو,kürək
431,Gabel::N,چنگال,çəngəl
432,Löffel::N,قاشق,qaşıq
433,Messer::N,کارد,bıçaq
434,Nagel::N,میخ,mıx
435,Netz::N,تور,tor
436,Netz::N,شبکه,tor
437,Haken::N,قلاب,çəngəl
438,Griff::N,دسته,qulp
439,Griff::N,دسته,tutacaq
440,Schloss::N,قفل,qıfıl
441,Bild::N,عکس,rəsm
442,Bild::N,تصویر,rəsm
443,Figur::N,تندیس,şəkil
444,Figur::N,تندیس,heykəl
445,Puppe::N,عروسک,kukla
446,Puppe::N,عروسک,gəlincik
447,Beutel::N,کیسه,kisə
448,Beutel::N,کیسه,torba
449,Bündel::N,بسته,bağlama
450,Tasche::N,کیف,çanta
451,Eimer::N,سطل,vedrə
452,Eimer::N,سطل,çəllək
453,Deckel::N,در,qapaq
454,Geschirr::N,ظرف,qab-qazan
455,Sack::N,گونی,çuval
456,Tasse::N,فنجان,fincan
457,Topf::N,دیگ,qazan
458,Topf::N,قابلمه,qazan
459,Kessel::N,دیگ,qazan
460,Essen::N,خوراک,yemək
461,Nahrung::N,غذا,qida
462,Speise::N,خوراک,xörək
463,Fleisch::N,گوشت,ət
464,Getreide::N,غله,taxıl
465,Brei::N,فرنی,aş
466,Brei::N,فرنی,sıyıq
467,Brei::N,حریره,aş
468,Brei::N,حریره,sıyıq
469,Brot::N,نان,çörək
470,Scheibe::N,قاچ,dilim
471,Scheibe::N,لزگه,dilim
472,Fett::N,چربی,yağ
473,Butter::N,کره,kərə yağı
474,Öl::N,روغن,yağ
475,Salz::N,نمک,duz
476,Suppe::N,آش,şorba
477,Suppe::N,سوپ,şorba
478,Honig::N,عسل,bal
479,Milch::N,شیر,süd
480,Tee::N,چای,çay
481,Leder::N,چرم,dəri
482,Wolle::N,پشم,yun
483,Stoff::N,پارچه,qumaş
484,Nadel::N,سوزن,iynə
485,Faden::N,نخ,sap
486,Knopf::N,دکمه,düymə
487,Knoten::N,گره,düyün
488,Farbe::N,رنگ,boya
489,Kleidung::N,لباس,geyim
490,Kleidung::N,پوشاک,geyim
491,Hemd::N,پیراهن,köynək
492,Kragen::N,یقه,yaxa
493,Ärmel::N,آستین,qol
494,Hose::N,شلوار,şalvar
495,Gürtel::N,کمر‌بند,kəmər
496,Mütze::N,کلاه,şapka
497,Schuh::N,کفش,tufli
498,Schuh::N,کفش,ayaqqabı
499,Stiefel::N,چکمه,çəkmə
500,Ring::N,حلقه,üzük
501,Ring::N,انگشتر,üzük
502,Band::N,نوار,lent
503,Band::N,روبان,lent
504,Kamm::N,شانه,daraq
505,Spiegel::N,آینه,güzgü
506,Riemen::N,تسمه,qayış
507,Schnur::N,ریسمان,ip
508,Leine::N,قلاده,kəmsik
509,Decke::N,پتو,ədyal
510,Decke::N,پتو,yorğan
511,Kissen::N,بالش,yastıq
512,Tuch::N,شال,şarf
513,Tuch::N,شال,kaşne
514,Handtuch::N,حوله,dəsmal
515,Kraft::N,نیرو,güc
516,Stärke::N,زور,qüvvət
517,Gesundheit::N,سلامتی,sağlamlıq
518,Gesundheit::N,تندرستی,sağlamlıq
519,Krankheit::N,بیماری,xəstəlik
520,Schmerz::N,درد,ağrı
521,Schmerz::N,درد,sancı
522,Wunde::N,زخم,yara
523,Fieber::N,تب,isitmə
524,Fieber::N,تب,qızdırma
525,Arznei::N,دارو,ilaç
526,Arznei::N,دارو,dərman
527,Brücke::N,پل,körpü
528,Brunnen::N,چاه,quyu
529,Weide::N,چراگاه,otlaq
530,Pfad::N,راه,cığır
531,Weg::N,راه,yol
532,Weg::N,طریق,yol
533,Straße::N,راه,küçə
534,Straße::N,جاده,küçə
535,Dorf::N,ده,kənd
536,Dorf::N,روستا,kənd
537,Stadt::N,شهر,şəhər
538,Brief::N,نامه,məktub
539,Buch::N,کتاب,kitab
540,Buchstabe::N,حرف,hərf
541,Zeitung::N,روزنامه,qəzet
542,Leben::N,عمر,həyat
543,Leben::N,زندگی,həyat
544,Tod::N,مرگ,ölüm
545,Grab::N,گور,qəbir
546,Grab::N,مزار,qəbir
547,Kirche::N,کلیسا,kilsə
548,Sünde::N,بزه,günah
549,Sünde::N,گناه,günah
550,Gott::N,خدا,tanrı
551,Arbeiter::N,کارگر,işçi
552,Chef::N,رئیس,şef
553,Chef::N,رئیس,rəis
554,Meister::N,استاد,usta
555,Arzt::N,پزشک,həkim
556,Arzt::N,پزشک,doktor
557,Lehrer::N,معلم,müəllim
558,Lehrer::N,آموزگار,müəllim
559,Geld::N,پول,pul
560,Geschäft::N,کار,ticarət
561,Geschäft::N,بیزنس,ticarət
562,Laden::N,دکان,dükan
563,Laden::N,مغازه,dükan
564,Preis::N,بها,qiymət
565,Preis::N,قیمت,qiymət
566,Ware::N,جنس,mal
567,Ware::N,کالا,mal
568,Nutzen::N,مزیت,fayda
569,Nutzen::N,امتیاز,fayda
570,Reichtum::N,مال,zənginlik
571,Reichtum::N,ثروت,zənginlik
572,Welt::N,دنیا,aləm
573,Welt::N,دنیا,dünya
574,Land::N,کشور,ölkə
575,Land::N,مملکت,ölkə
576,Staat::N,دولت,dövlət
577,König::N,شاه,kral
578,König::N,شاه,məlik
579,König::N,پادشاه,kral
580,König::N,پادشاه,məlik
581,Macht::N,قدرت,qüdrət
582,Macht::N,اختیار,qüdrət
583,Grenze::N,مرز,hüdud
584,Grenze::N,مرز,sərhət
585,Krieg::N,جنگ,hərb
586,Krieg::N,جنگ,müharibə
587,Feind::N,دشمن,düşmən
588,Gewalt::N,زور,cəbr
589,Gewalt::N,خشونت,cəbr
590,Kampf::N,نبرد,savaş
591,Kampf::N,مبارزه,savaş
592,Bogen[Waffe]::N,کمان,yay
593,Pfeil::N,تیر,ox
594,Gewehr::N,تفنگ,tüfəng
595,Fehler::N,غلط,xəta
596,Fehler::N,اشتباه,xəta
597,Lüge::N,دروغ,yalan
598,Schaden::N,آسیب,ziyan
599,Schaden::N,خسارت,ziyan
600,Unglück::N,بلا,bəla
601,Schuld::N,گناه,təqsir
602,Schuld::N,تقصیر,təqsir
603,Alter::N,سن,yaş
604,Alter::N,عمر,yaş
605,Schluss::N,انتها,son
606,Zeit::N,وقت,vaxt
607,Zeit::N,وقت,zaman
608,Zeit::N,زمان,vaxt
609,Zeit::N,زمان,zaman
610,Tag::N,روز,gün
611,Morgen::N,صبح,sabah
612,Mittag::N,ظهر,günorta
613,Abend::N,شب,axşam
614,Abend::N,عصر,axşam
615,Nacht::N,شب,gecə
616,Woche::N,هفته,həftə
617,Monat::N,ماه,ay
618,Jahr::N,سال,il
619,Frühling::N,بهار,yaz
620,Frühling::N,بهار,bahar
621,Sommer::N,تابستان,yay
622,Herbst::N,پاییز,payız
623,Winter::N,زمستان,qış
624,Januar::N,ژانویه,Janvar
625,Februar::N,فوریه,Fevral
626,März::N,مارس,Mart
627,April::N,آوریل,Aprel
628,Mai::N,مه,May
629,Juni::N,ژوئن,İyun
630,Juli::N,ژویه,İyul
631,August::N,اوت,Avqust
632,September::N,سپتامبر,Sentyabr
633,Oktober::N,اکتبر,Oktyabr
634,November::N,نوامبر,Noyabr
635,Dezember::N,دسامبر,Dekabr
636,Montag::N,دو‌شنبه,bazar ertəsi
637,Dienstag::N,سه‌شنبه,çərşənbə axşamı
638,Mittwoch::N,چهار‌شنبه,çərşənbə
639,Donnerstag::N,پنج شنبه,cüme axşamı
640,Freitag::N,جمعه,cüme
641,Samstag::N,شنبه,şənbə
642,Sonntag::N,یکشنبه,bazar
643,groß::A,بزرگ,böyük
644,klein::A,کوچک,kiçik
645,lang::A,بلند,uzun
646,kurz::A,کوتاه,qısa
647,breit::A,پهن,enli
648,breit::A,پهن,geniş
649,schmal::A,تنگ,dar
650,schmal::A,نازک,dar
651,dicht::A,چگال,sıx
652,dicht::A,انبوه,sıx
653,dick[Gegenstand]::A,ضخیم,qalın
654,dünn::A,نازک,nazik
655,fein::A,ریز,incə
656,fein::A,باریک,incə
657,fest::A,محکم,bərk
658,fest::A,محکم,möhkəm
659,flach::A,صاف,düz
660,flach::A,مسطح,düz
661,glatt::A,لیز,hamar
662,hart::A,سفت,sərt
663,weich::A,نرم,yumşaq
664,weich::A,ملایم,yumşaq
665,rund::A,گرد,yuvarlaq
666,spitz::A,تیز,uclu
667,spitz::A,تیز,sivri
668,spitz::A,نوک‌تیز,uclu
669,spitz::A,نوک‌تیز,sivri
670,scharf::A,تیز,kəskin
671,scharf::A,برنده,kəskin
672,stumpf::A,کند,küt
673,schwer::A,سنگین,ağır
674,schön::A,زیبا,gözəl
675,schön::A,زیبا,gəşəng
676,heiß::A,داغ,isti
677,warm::A,گرم,ilıq
678,kalt::A,سرد,soyuq
679,kühl::A,خنک,sərin
680,frisch::A,تازه,təzə
681,feucht::A,مرطوب,nəm
682,nass::A,تر,yaş
683,nass::A,خیش,yaş
684,trocken::A,خشک,quru
685,voll::A,پر,dolu
686,leer::A,خالی,boş
687,offen::A,باز,açıq
688,geschlossen::A,بسته,qapalı
689,sauber::A,پاک,təmiz
690,sauber::A,تمیز,təmiz
691,schmutzig::A,کثیف,kirli
692,schmutzig::A,آلوده,kirli
693,roh::A,خام,çiy
694,reif::A,رسیده,yetişmiş
695,lecker::A,لذیذ,dadlı
696,lecker::A,لذیذ,ləzzətli
697,lecker::A,خوشمزه,dadlı
698,lecker::A,خوشمزه,ləzzətli
699,süß::A,شیرین,şirin
700,bitter::A,تلخ,acı
701,sauer::A,ترش,turş
702,hell::A,روشن,aydın
703,dunkel::A,تاریک,qaranlıq
704,schwarz::A,سیاه,qara
705,weiß::A,سفید,ağ
706,rot::A,سرخ,qırmızı
707,rot::A,قرمز,qırmızı
708,gelb::A,زرد,sarı
709,blau::A,آبی,göy
710,blau::A,آبی,mavi
711,grün::A,سبز,yaşıl
712,grau::A,طوسی,boz
713,grau::A,خاکستری,boz
714,bunt::A,رنگارنگ,əlvan
715,bunt::A,رنگارنگ,rəngli
716,billig::A,ارزان,ucuz
717,teuer::A,گران,bahalı
718,wertvoll::A,قیمتی,qiymətli
719,wertvoll::A,گرانبها,qiymətli
720,blind::A,کور,kor
721,blind::A,نابینا,kor
722,taub::A,کر,kar
723,taub::A,ناشنوا,kar
724,kräftig::A,قوی,güclü
725,stark::A,قوی,qüvvətli
726,stark::A,نیرومند,qüvvətli
727,schwach::A,ضعیف,zəif
728,schwach::A,ضعیف,gücsüz
729,fett::A,چرب,şişman
730,schlank::A,باریک‌اندام,zərif
731,hübsch::A,قشنگ,göyçək
732,hübsch::A,خوشگل,göyçək
733,böse::A,بد,fəna
734,dumm::A,احمق,axmaq
735,faul::A,لش,tənbəl
736,faul::A,تنبل,tənbəl
737,fleißig::A,زرنگ,çalışqan
738,geizig::A,خسیس,xəsis
739,klug::A,عاقل,ağıllı
740,klug::A,باهوش,ağıllı
741,geschickt::A,ماهر,bacarıqlı
742,lieb::A,عزیز,əziz
743,lieb::A,عزیز,sevimli
744,lustig::A,شاد,məzəli
745,lustig::A,شاد,gülməli
746,lustig::A,خوشحال,məzəli
747,lustig::A,خوشحال,gülməli
748,sanft::A,لطیف,mülayim
749,hungrig::A,گرسنه,ac
750,krank::A,مریض,xəstə
751,krank::A,بیمار,xəstə
752,nackt::A,لخت,çılpaq
753,nackt::A,برهنه,çılpaq
754,traurig::A,غمگین,qəmgin
755,traurig::A,غمگین,kədərli
756,lebendig::A,زنده,canlı
757,gut::A,خوب,yaxşı
758,schlecht::A,بد,pis
759,richtig::A,درست,doğru
760,schlimm::A,وخيم,fəna
761,wahr::A,درست,gərçək
762,wahr::A,حقیقی,gərçək
763,alt::A,کهنه,əski
764,alt::A,کهنه,köhnə
765,neu::A,نو,yeni
766,ehemalig::A,قبلی,əvvəlki
767,alt[Lebewesen]::A,پیر,qoca
768,jung::A,جوان,gənc
769,arm::A,فقیر,kasıb
770,arm::A,فقیر,yoxsul
771,reich::A,پولدار,zəngin
772,reich::A,ثروتمند,zəngin
773,bekannt::A,آشنا,tanış
774,bekannt::A,معلوم,tanış
775,berühmt::A,مشهور,məşhur
776,fremd::A,خارجی,yad
777,fremd::A,بیگانه,yad
778,verschieden::A,مختلف,dürlü
779,verschieden::A,متفاوت,dürlü
780,nah::A,نزدیک,yaxın
781,fern::A,دور,uzaq
782,linker::A,چپ,sol
783,rechter::A,راست,sağ
784,anderer::A,دیگر,başqa
785,erster::A,اول,birinci
786,zweiter::A,دوم,ikinci
787,dritter::A,سوم,üçüncü
788,letzter::A,آخر,sonuncu
789,letzter::A,آخر,axırıncı
790,allein::ADV,تنها,tək
791,allein::ADV,تنها,yalqız
792,auf einmal::ADV,همزمان,birdən
793,zusammen::ADV,باهم,birlikdə
794,lange::ADV,مدت‌ها,uzun
