,Concept_ID,,lt
106,Gipfel::N,,viršūnė
107,Höhle::N,,ola
108,Abhang::N,,šlaitas
109,Abhang::N,,nuokalnė
110,Quelle::N,,versmė
111,Quelle::N,,šaltinis
112,Bach::N,,upelis
113,Fluss::N,,upė
114,Ufer::N,,krantas
115,Küste::N,,pajūris
116,Festland::N,,sausuma
117,Meer::N,,jūra
118,Bucht::N,,įlanka
119,Bucht::N,,užutekis
120,Insel::N,,sala
121,Blume::N,,gėlė
122,Gras::N,,žolė
123,Wurzel::N,,šaknis
124,Baum::N,,medis
125,Stamm::N,,kamienas
126,Rinde::N,,žievė
127,Ast::N,,šaka
128,Zweig::N,,šakelė
129,Blatt::N,,lapas
130,Birke::N,,beržas
131,Kiefer[Baum]::N,,pušis
132,Weide[Baum]::N,,karklas
133,Tanne::N,,eglė
134,Tanne::N,,kėnis
135,Horn::N,,ragas
136,Feder::N,,plunksna
137,Fell::N,,kailis
138,Flügel::N,,sparnas
139,Klaue::N,,kanopa
140,Kralle::N,,nagas
141,Schwanz::N,,uodega
142,Ei::N,,kiaušinis
143,Nest::N,,gūžta
144,Nest::N,,lizdas
145,Bau::N,,ola
146,Tier::N,,gyvūnas
147,Herde::N,,banda
148,Herde::N,,kaimenė
149,Kuh::N,,karvė
150,Bulle::N,,bulius
151,Pferd::N,,arklys
152,Schaf::N,,avis
153,Schwein::N,,kiaulė
154,Hund::N,,šuo
155,Katze::N,,katė
156,Bär::N,,lokys
157,Eichhörnchen::N,,voveraitė
158,Elch::N,,briedis
159,Fuchs::N,,lapė
160,Hase::N,,kiškas
161,Maus::N,,pelė
162,Wolf::N,,vilkas
163,Vogel::N,,paukštis
164,Schwarm::N,,spiečius
165,Huhn::N,,višta
166,Hahn::N,,gaidys
167,Gans::N,,žąsis
168,Adler::N,,erelis
169,Ente::N,,antis
170,Eule::N,,pelėda
171,Kranich::N,,gervė
172,Krähe::N,,varna
173,Kuckuck::N,,gegužė
174,Schwan::N,,gulbė
175,Fisch::N,,žuvis
176,Barsch::N,,ešerys
177,Hecht::N,,lydeka
178,Schlange[Tier]::N,,gyvatė
179,Wurm::N,,kirmėlė
180,Spinne::N,,voras
181,Ameise::N,,skruzdė
182,Laus::N,,utėlė
183,Mücke::N,,uodas
184,Fliege::N,,musė
185,Schmetterling::N,,drugys
186,Schmetterling::N,,peteliškė
187,Beere::N,,uoga
188,Apfel::N,,obuolys
189,Pilz::N,,grybas
190,Zwiebel::N,,svogūnas
191,Saat::N,,sėkla
192,Korn::N,,grūdai
193,Heu::N,,šienas
194,Schale::N,,žievelė
195,Grube::N,,duobė
196,Falle::N,,pinklės
197,Falle::N,,žabangai
198,Schlinge::N,,kilpa
199,Spur::N,,vėžė
200,Spur::N,,pėdos
201,Spur::N,,pėdsakas
202,Asche::N,,pelenai
203,Dreck::N,,purvas
204,Eisen::N,,geležis
205,Gold::N,,auksas
206,Silber::N,,sidabras
207,Kohle::N,,anglis
208,Glas::N,,stiklas
209,Lehm::N,,molis
210,Sand::N,,smėlis
211,Mensch::N,,žmogus
212,Mann::N,,vyras
213,Mann::N,,vyriškis
214,Frau::N,,moteris
215,Kind::N,,vaikas
216,Junge::N,,vaikinas
217,Junge::N,,berniukas
218,Mädchen::N,,mergytė
219,Mädchen::N,,mergaitė
220,Familie::N,,šeima
221,Großvater::N,,senelis
222,Großmutter::N,,senelė
223,Eltern::N,,tėvai
224,Vater::N,,tėvas
225,Mutter::N,,motina
226,Sohn::N,,sūnus
227,Tochter::N,,duktė
228,Bruder::N,,brolis
229,Schwester::N,,sesuo
230,Onkel::N,,dėdė
231,Tante::N,,teta
232,Ehemann::N,,vyras
233,Ehefrau::N,,žmona
234,Freude::N,,džiaugsmas
235,Gelächter::N,,juokas
236,Glück::N,,laimė
237,Kummer::N,,vargas
238,Kummer::N,,rūpestis
239,Wunsch::N,,troškimas
240,Wunsch::N,,pageidavimas
241,Lust::N,,noras
242,Lust::N,,geidulys
243,Geist::N,,dvasia
244,Gedanke::N,,mintis
245,Gedächtnis::N,,atmintis
246,Verstand::N,,protas
247,Sinn::N,,prasmė
248,Grund::N,,priežastis
249,Wahrheit::N,,tiesa
250,Wahrheit::N,,teisybė
251,Gespräch::N,,pokalbis
252,Märchen::N,,pasaka
253,Erzählung::N,,apsakymas
254,Erzählung::N,,pasakojimas
255,Nachricht::N,,žinia
256,Neuigkeit::N,,naujiena
257,Name::N,,vardas
258,Rätsel::N,,mįslė
259,Rede::N,,kalba
260,Sprache::N,,kalba
261,Stimme::N,,balsas
262,Wort::N,,žodis
263,Zeichen::N,,žymė
264,Zeichen::N,,ženklas
265,Ruf::N,,šauksmas
266,Lärm::N,,triukšmas
267,Laut::N,,garsas
268,Ton::N,,tonas
269,Ton::N,,garsas
270,Lied::N,,daina
271,Lied::N,,giesmė
272,Ruhe::N,,ramybė
273,Ruhe::N,,ramumas
274,Leute::N,,žmonės
275,Volk::N,,tauta
276,Arbeit::N,,darbas
277,Arbeit::N,,triūsas
278,Gast::N,,svečias
279,Geschenk::N,,dovana
280,Spiel::N,,žaismas
281,Spiel::N,,žaidimas
282,Gesellschaft::N,,draugija
283,Gesellschaft::N,,kompanija
284,Hilfe::N,,pagalba
285,Freund::N,,draugas
286,Freund::N,,bičiulis
287,Kamerad::N,,draugas
288,Angelegenheit::N,,dalykas
289,Angelegenheit::N,,reikalas
290,Anzahl::N,,kiekis
291,Anzahl::N,,skaičius
292,Art::N,,rūšis
293,Stück::N,,gabalas
294,Teil::N,,dalis
295,Hälfte::N,,pusė
296,Kreis::N,,ratas
297,Kreis::N,,apskritis
298,Kreis::N,,apskritimas
299,Kreuz::N,,kryžius
300,Linie::N,,linija
301,Strich::N,,brėžis
302,Strich::N,,brūkšnys
303,Abstand::N,,atstumas
304,Entfernung::N,,atstumas
305,Gegend::N,,vietovė
306,Platz::N,,vieta
307,Ort::N,,vieta
308,Ort::N,,vietovė
309,Seite::N,,pusė
310,Seite::N,,šonas
311,Mitte::N,,vidurys
312,Gegenstand::N,,dalykas
313,Sache::N,,daiktas
314,Rand::N,,kraštas
315,Rand::N,,pakraštys
316,Kante::N,,kraštas
317,Ecke::N,,kertė
318,Ecke::N,,kampas
319,Spitze::N,,priekis
320,Spitze::N,,priešakys
321,Ende::N,,galas
322,Loch::N,,skylė
323,Winkel::N,,kampas
324,Winkel::N,,kampelis
325,Muster::N,,raštas
326,Größe::N,,dydis
327,Größe::N,,didumas
328,Länge::N,,ilgis
329,Länge::N,,ilgumas
330,Höhe::N,,aukštis
331,Höhe::N,,aukštuma
332,Gewicht::N,,svoris
333,Gewicht::N,,svarstis
334,Menge::N,,kiekis
335,Menge::N,,daugybė
336,Haufen::N,,krūva
337,Haufen::N,,šūsnis
338,Reihe::N,,greta
339,Boot::N,,valtis
340,Boot::N,,laivelis
341,Ruder::N,,irklas
342,Schlitten::N,,rogės
343,Schlitten::N,,rogutės
344,Ski::N,,slidė
345,Lagerfeuer::N,,laužas
346,Last::N,,našta
347,Last::N,,nešulys
348,Gang::N,,eisena
349,Schritt::N,,žingsnis
350,Norden::N,,šiaurė
351,Norden::N,,žiemiai
352,Süden::N,,pietūs
353,Westen::N,,vakarai
354,Osten::N,,rytai
355,Holz::N,,mediena
356,Brett::N,,lenta
357,Platte::N,,plokštė
358,Stütze::N,,atrama
359,Stütze::N,,atspara
360,Stange::N,,lazda
361,Stange::N,,kartis
362,Stock::N,,lazda
363,Stab::N,,kartis
364,Rohr::N,,vamzdis
365,Haus::N,,namas
366,Heim::N,,namai
367,Ofen::N,,krosnis
368,Fußboden::N,,grindys
369,Tisch::N,,stalas
370,Stuhl::N,,kėdė
371,Wiege::N,,lopšys
372,Bett::N,,lova
373,Bett::N,,patalai
374,Regal::N,,lentyna
375,Kiste::N,,dėžė
376,Fenster::N,,langas
377,Tür::N,,durys
378,Tor::N,,vartai
379,Zaun::N,,tvora
380,Dach::N,,stogas
381,Leiter::N,,kopėčios
382,Besen::N,,šluota
383,Spaten::N,,lopeta
384,Spaten::N,,kastuvas
385,Schaufel::N,,semtuvas
386,Gabel::N,,šakutė
387,Löffel::N,,šaukštas
388,Messer::N,,peilis
389,Nagel::N,,vinis
390,Netz::N,,tinklas
391,Haken::N,,vagis
392,Haken::N,,kablys
393,Griff::N,,kotas
394,Griff::N,,rankena
395,Schloss::N,,spyna
396,Schloss::N,,užraktas
397,Bild::N,,paveikslas
398,Figur::N,,figūra
399,Puppe::N,,lėlė
400,Beutel::N,,krepšys
401,Beutel::N,,maišelis
402,Bündel::N,,ryšulys
403,Tasche::N,,krepšelis
404,Eimer::N,,kibiras
405,Deckel::N,,dangtis
406,Geschirr::N,,indai
407,Sack::N,,maišas
408,Tasse::N,,puodukas
409,Topf::N,,puodas
410,Kessel::N,,katilas
411,Essen::N,,valgis
412,Nahrung::N,,penas
413,Nahrung::N,,maistas
414,Speise::N,,patiekalas
415,Fleisch::N,,mėsa
416,Getreide::N,,javai
417,Brei::N,,košė
418,Brot::N,,duona
419,Scheibe::N,,riekė
420,Fett::N,,taukai
421,Fett::N,,riebalai
422,Butter::N,,sviestas
423,Öl::N,,aliejus
424,Salz::N,,druska
425,Suppe::N,,sriuba
426,Honig::N,,medus
427,Milch::N,,pienas
428,Tee::N,,arbata
429,Leder::N,,oda
430,Wolle::N,,vilna
431,Stoff::N,,audeklas
432,Nadel::N,,adata
433,Faden::N,,gija
434,Faden::N,,siūlas
435,Knopf::N,,saga
436,Knoten::N,,mazgas
437,Farbe::N,,dažai
438,Kleidung::N,,rūbai
439,Kleidung::N,,drabužiai
440,Hemd::N,,marškiniai
441,Kragen::N,,apykaklė
442,Ärmel::N,,rankovė
443,Hose::N,,kelnės
444,Gürtel::N,,juosta
445,Gürtel::N,,diržas
446,Mütze::N,,kepurė
447,Schuh::N,,batas
448,Stiefel::N,,auliniai batai
449,Ring::N,,žiedas
450,Band::N,,kaspinas
451,Kamm::N,,šukos
452,Spiegel::N,,veidrodis
453,Riemen::N,,diržas
454,Schnur::N,,virvė
455,Leine::N,,pavadėlis
456,Decke::N,,antklodė
457,Kissen::N,,pagalvė
458,Kissen::N,,priegalvis
459,Tuch::N,,skarelė
460,Handtuch::N,,rankšluostis
461,Kraft::N,,jėga
462,Stärke::N,,stiprumas
463,Gesundheit::N,,sveikata
464,Krankheit::N,,liga
465,Schmerz::N,,skausmas
466,Wunde::N,,žaizda
467,Fieber::N,,karštis
468,Arznei::N,,vaistas
469,Brücke::N,,tiltas
470,Brunnen::N,,šulinys
471,Weide::N,,ganykla
472,Weide::N,,gluosnis
473,Pfad::N,,takas
474,Weg::N,,kelias
475,Straße::N,,gatvė
476,Dorf::N,,kaimas
477,Dorf::N,,sodžius
478,Stadt::N,,miestas
479,Brief::N,,laiškas
480,Buch::N,,knyga
481,Buchstabe::N,,raidė
482,Zeitung::N,,laikraštis
483,Leben::N,,gyvybė
484,Leben::N,,gyvenimas
485,Tod::N,,mirtis
486,Grab::N,,kapas
487,Kirche::N,,bažnyčia
488,Sünde::N,,nuodėmė
489,Sünde::N,,nusidėjimas
490,Gott::N,,dievas
491,Arbeiter::N,,darbininkas
492,Chef::N,,šefas
493,Chef::N,,vadovas
494,Chef::N,,viršininkas
495,Meister::N,,meistras
496,Arzt::N,,gydytojas
497,Lehrer::N,,mokytojas
498,Geld::N,,pinigai
499,Geschäft::N,,biznis
500,Laden::N,,krautuvė
501,Laden::N,,parduotuvė
502,Preis::N,,kaina
503,Ware::N,,prekė
504,Nutzen::N,,nauda
505,Nutzen::N,,pelnas
506,Reichtum::N,,turtas
507,Welt::N,,pasaulis
508,Land::N,,žemė
509,Land::N,,šalis
510,Staat::N,,valstija
511,König::N,,karalius
512,Macht::N,,galia
513,Macht::N,,valdžia
514,Grenze::N,,riba
515,Grenze::N,,siena
516,Krieg::N,,karas
517,Feind::N,,priešas
518,Gewalt::N,,jėga
519,Gewalt::N,,smurtas
520,Gewalt::N,,prievarta
521,Kampf::N,,kova
522,Bogen[Waffe]::N,,lankas
523,Pfeil::N,,strėlė
524,Gewehr::N,,šautuvas
525,Fehler::N,,klaida
526,Lüge::N,,melas
527,Schaden::N,,nuostolis
528,Schaden::N,,apgadinimas
529,Unglück::N,,nelaimė
530,Schuld::N,,kaltė
531,Alter::N,,amžius
532,Schluss::N,,pabaiga
533,Zeit::N,,laikas
534,Tag::N,,diena
535,Morgen::N,,rytas
536,Mittag::N,,vidurdienis
537,Abend::N,,vakaras
538,Nacht::N,,naktis
539,Woche::N,,savaitė
540,Monat::N,,mėnuo
541,Jahr::N,,metai
542,Frühling::N,,pavasaris
543,Sommer::N,,vasara
544,Herbst::N,,ruduo
545,Winter::N,,žiema
546,Januar::N,,sausis
547,Februar::N,,vasaris
548,März::N,,kovas
549,April::N,,balandis
550,Mai::N,,gegužė
551,Juni::N,,birželis
552,Juli::N,,liepa
553,August::N,,rugpjūtis
554,September::N,,rugsėjis
555,Oktober::N,,spalis
556,November::N,,lapkritis
557,Dezember::N,,gruodis
558,Montag::N,,pirmadienis
559,Dienstag::N,,antradienis
560,Mittwoch::N,,trečiadienis
561,Donnerstag::N,,ketvirtadienis
562,Freitag::N,,penktadienis
563,Samstag::N,,šeštadienis
564,Sonntag::N,,sekmadienis
565,groß::A,,didis
566,groß::A,,didelis
567,klein::A,,mažas
568,lang::A,,ilgas
569,kurz::A,,trumpas
570,breit::A,,platus
571,schmal::A,,smulkus
572,dicht::A,,tankus
573,dick[Gegenstand]::A,,storas
574,dünn::A,,plonas
575,fein::A,,smulkus
576,fest::A,,kietas
577,fest::A,,tvirtas
578,flach::A,,lėkštas
579,flach::A,,plokščias
580,glatt::A,,slidus
581,hart::A,,kietas
582,weich::A,,minkštas
583,rund::A,,apvalus
584,rund::A,,apskritas
585,spitz::A,,aštrus
586,spitz::A,,smailus
587,scharf::A,,aštrus
588,stumpf::A,,bukas
589,stumpf::A,,atšipęs
590,schwer::A,,sunkus
591,schön::A,,gražus
592,heiß::A,,karštas
593,warm::A,,šiltas
594,kalt::A,,šaltas
595,kühl::A,,vėsus
596,kühl::A,,bejausmis
597,frisch::A,,šviežias
598,feucht::A,,drėgnas
599,nass::A,,šlapias
600,trocken::A,,sausas
601,voll::A,,pilnas
602,leer::A,,tuščias
603,offen::A,,atviras
604,geschlossen::A,,uždaras
605,geschlossen::A,,uždarytas
606,sauber::A,,švarus
607,schmutzig::A,,nešvarus
608,schmutzig::A,,purvinas
609,roh::A,,žalias
610,reif::A,,prinokęs
611,reif::A,,pribrendęs
612,lecker::A,,gardus
613,süß::A,,saldus
614,bitter::A,,kartus
615,sauer::A,,gižus
616,sauer::A,,rūgštus
617,hell::A,,šviesus
618,hell::A,,skaistus
619,dunkel::A,,tamsus
620,schwarz::A,,juodas
621,weiß::A,,baltas
622,rot::A,,raudonas
623,gelb::A,,geltonas
624,blau::A,,mėlynas
625,grün::A,,žalias
626,grau::A,,pilkas
627,bunt::A,,margas
628,bunt::A,,spalvotas
629,billig::A,,pigus
630,teuer::A,,brangus
631,wertvoll::A,,vertingas
632,blind::A,,aklas
633,taub::A,,kurčias
634,kräftig::A,,stiprus
635,stark::A,,stiprus
636,schwach::A,,silpnas
637,fett::A,,riebus
638,schlank::A,,laibas
639,schlank::A,,lieknas
640,hübsch::A,,gražus
641,böse::A,,blogas
642,dumm::A,,paikas
643,dumm::A,,kvailas
644,faul::A,,tingus
645,fleißig::A,,stropus
646,fleißig::A,,kruopštus
647,geizig::A,,šykštus
648,klug::A,,sumanus
649,klug::A,,protingas
650,geschickt::A,,apsukrus
651,lieb::A,,mielas
652,lustig::A,,smagus
653,lustig::A,,linksmas
654,sanft::A,,švelnus
655,sanft::A,,minkštas
656,hungrig::A,,alkanas
657,krank::A,,ligotas
658,krank::A,,sergantis
659,nackt::A,,nuogas
660,traurig::A,,liūdnas
661,lebendig::A,,gyvas
662,gut::A,,geras
663,schlecht::A,,blogas
664,schlecht::A,,prastas
665,richtig::A,,tikras
666,richtig::A,,teisingas
667,schlimm::A,,blogas
668,schlimm::A,,prastas
669,wahr::A,,tikras
670,alt::A,,senas
671,neu::A,,naujas
672,ehemalig::A,,buvęs
673,alt[Lebewesen]::A,,pagyvenęs
674,jung::A,,jaunas
675,arm::A,,neturtingas
676,reich::A,,turtingas
677,bekannt::A,,žinomas
678,bekannt::A,,pažįstamas
679,berühmt::A,,žymus
680,berühmt::A,,garsus
681,fremd::A,,svetimas
682,verschieden::A,,įvairus
683,nah::A,,artimas
684,fern::A,,tolimas
685,linker::A,,kairys
686,rechter::A,,dešinys
687,anderer::A,,kitas
688,erster::A,,pirmas
689,zweiter::A,,antras
690,dritter::A,,trečias
691,letzter::A,,paskutinis
692,allein::ADV,,vienas
693,auf einmal::ADV,,iš karto
694,zusammen::ADV,,kartu
695,zusammen::ADV,,drauge
696,lange::ADV,,ilgai
697,plötzlich::ADV,,staiga
698,sofort::ADV,,tuojau
699,später::ADV,,vėliau
700,später::ADV,,paskiau
701,jetzt::ADV,,dabãr
702,heute::ADV,,šiandien
703,morgen::ADV,,rytoj
704,bald::ADV,,greitai
705,bald::ADV,,netrukus
706,dann::ADV,,po to
707,gestern::ADV,,vakar
708,einst::ADV,,kadaise
709,einst::ADV,,kitą kartą
710,damals::ADV,,anuomet
711,damals::ADV,,anuokart
712,danach::ADV,,po to
713,danach::ADV,,paskui
714,vorher::ADV,,anksčiau
715,zuerst::ADV,,pirma
716,zuerst::ADV,,iš pradžių̃
717,einmal::ADV,,kartą
718,einmal::ADV,,vieną kartą
719,manchmal::ADV,,kai kada
720,oft::ADV,,dažnai
721,immer::ADV,,visada
722,immer::ADV,,visuomet
723,niemals::ADV,,niekada
724,niemals::ADV,,niekuomet
725,hier::ADV,,čia
726,hierhin::ADV,,šen
727,hierhin::ADV,,čionai
728,von hier::ADV,,iš čia
729,dort::ADV,,ten
730,dort::ADV,,tenai
731,dorthin::ADV,,ten
732,dorthin::ADV,,ten link
733,geradeaus::ADV,,tiesiai
734,vorwärts::ADV,,pirmyn
735,rückwärts::ADV,,atbulai
736,zurück::ADV,,atgal
737,unten::ADV,,žemai
738,unten::ADV,,apačioje
739,hinab::ADV,,žemyn
740,oben::ADV,,viršuj
741,hinauf::ADV,,aukštyn
742,hinauf::ADV,,į viršų
743,überall::ADV,,visur
744,nicht::ADV,,ne
745,ein wenig::ADV,,truputį
746,kaum::ADV,,vos
747,sehr::ADV,,labai
748,sehr::ADV,,baisiai
749,so::ADV,,taip
750,noch::ADV,,dar
751,nur::ADV,,tik
752,nur::ADV,,vien
753,schon::ADV,,jau
754,wieder::ADV,,vėl
755,wieder::ADV,,iš naujo
756,vergebens::ADV,,veltui
757,vergebens::ADV,,bergždžiai
758,vor::PRP,,prieš
759,hinter::PRP,,už
760,unter::PRP,,po
761,durch::PRP,,pro
762,durch::PRP,,per
763,neben::PRP,,prie
764,neben::PRP,,šalia
765,zwischen::PRP,,tarp
766,wegen::PRP,,dėl
767,wegen::PRP,,dėlei
768,dies::PRN,,šis
769,dies::PRN,,šitas
770,das::PRN,,tat
771,alles::PRN,,visas
772,ich::PRN,,aš
773,du::PRN,,tu
774,er::PRN,,jis
775,wir::PRN,,mes
776,ihr::PRN,,jūs
777,sie::PRN,,ji
778,sie::PRN,,jos
779,was::FPRN,,kas
780,wer::FPRN,,kas
781,wo::FADV,,kur
782,wohin::FADV,,kur
783,wohin::FADV,,kur link
784,wie::FADV,,kaip
785,warum::FADV,,kod̃ėl
786,warum::FADV,,dėl ko
787,wieviel::FNUM,,kiek
788,eins::NUM,,vienas
789,zwei::NUM,,du
790,drei::NUM,,trys
791,vier::NUM,,keturi
792,fünf::NUM,,penki
793,sechs::NUM,,šeši
794,sieben::NUM,,septyni
795,acht::NUM,,aštuoni
796,neun::NUM,,devyni
797,zehn::NUM,,dešimt
798,elf::NUM,,vienuolika
799,zwölf::NUM,,dvylika
800,zwanzig::NUM,,dvidešimt
801,dreißig::NUM,,trisdešimt
802,vierzig::NUM,,keturiasdešimt
803,fünfzig::NUM,,penkiasdešimt
804,sechzig::NUM,,šešiasdešimt
805,siebzig::NUM,,septyniasdešimt
806,achtzig::NUM,,aštuoniasdešimt
807,neunzig::NUM,,devyniasdešimt
808,hundert::NUM,,šimtas
809,tausend::NUM,,tūkstantis
810,und::CNJ,,ĩr
811,oder::CNJ,,ar
812,oder::CNJ,,arba
813,stehen::V,,stovėti
814,sitzen::V,,sėdėti
815,liegen::V,,gulėti
816,hängen::V,,kyboti
817,hängen::V,,kabėti
818,werden::V,,taptis
819,werden::V,,darytis
820,passieren::V,,atsitikti
821,passieren::V,,pasitaikyti
822,beginnen::V,,prasid́ėti
823,enden::V,,baigtis
824,wechseln::V,,keistis
825,wechseln::V,,pasikeisti
826,aufgehen[Sonne]::V,,tekėti
827,aufgehen[Sonne]::V,,patekėti
828,untergehen[Sonne]::V,,leistis
829,untergehen[Sonne]::V,,nusileisti
830,scheinen[Sonne]::V,,šviesti
831,donnern::V,,griausti
832,donnern::V,,griaudėti
833,wehen::V,,pūsti
834,strömen::V,,lietis
835,strömen::V,,plūsti
836,fließen::V,,tekėti
837,sich drehen::V,,suktis
838,sich drehen::V,,pasisukti
839,schwanken::V,,svyruoti
840,schwingen::V,,suptis
841,fallen::V,,pulti
842,fallen::V,,kristi
843,brennen::V,,degti
844,rauchen::V,,rūkyti
845,regnen::V,,lyti
846,gefrieren::V,,užšalti
847,tauen::V,,tirpti
848,schmelzen::V,,lydytis
849,trocknen::V,,džiūti
850,sieden::V,,virti
851,faulen::V,,pūti
852,verfaulen::V,,švinkti
853,reißen::V,,plyšti
854,reißen::V,,trūkti
855,versinken::V,,skę̃sti
856,versinken::V,,grimzti
857,vergehen::V,,praeiti
858,erscheinen::V,,pasirodyti
859,verschwinden::V,,dingti
860,verschwinden::V,,išnykti
861,verschwinden::V,,pranykti
862,sinken::V,,kristi
863,abnehmen::V,,mažėti
864,abnehmen::V,,silpnėti
865,zunehmen::V,,didėti
866,zunehmen::V,,padaugėti
867,steigen::V,,kilti
868,wachsen::V,,augti
869,glänzen::V,,blizgėti
870,funkeln::V,,žibėti
871,lärmen::V,,triukšmauti
872,läuten::V,,skambinti
873,klingeln::V,,skambinti
874,klirren::V,,žvangėti
875,brausen::V,,šniokšti
876,rauschen::V,,ošti
877,rauschen::V,,šlamėti
878,klingen::V,,skardėti
879,bellen::V,,loti
880,heulen::V,,kaukti
881,heulen::V,,staugti
882,blasen::V,,pūsti
883,pfeifen::V,,švilpti
884,pfeifen::V,,švilpauti
885,schreien::V,,šaukti
886,stöhnen::V,,dejuoti
887,stöhnen::V,,aimanuoti
888,zittern::V,,virpėti
889,leben::V,,gyventi
890,geboren werden::V,,gimti
891,atmen::V,,alsuoti
892,atmen::V,,kvėpuoti
893,trinken::V,,gerti
894,essen::V,,valgyti
895,schlucken::V,,praryti
896,müde werden::V,,nuvargti
897,müde werden::V,,privargti
898,einschlafen::V,,užmigti
899,schlafen::V,,miegoti
900,aufwachen::V,,pabusti
901,aufstehen::V,,keltis
902,aufstehen::V,,atsikelti
903,sich erholen::V,,pailsėti
904,sich erholen::V,,poilsiauti
905,krank werden::V,,susirgti
906,krank sein::V,,sirgti
907,schmerzen::V,,sopėti
908,schmerzen::V,,skaudėti
909,husten::V,,kosėti
910,genesen::V,,sveikti
911,genesen::V,,taisytis
912,sterben::V,,mirti
913,sterben::V,,numirti
914,umkommen::V,,žūti
915,sich bewegen::V,,judėti
916,sich bewegen::V,,pasijudinti
917,sich rühren::V,,krutėti
918,sich erheben::V,,pakilti
919,sich erheben::V,,atsikelti
920,sich setzen::V,,sėstis
921,sich setzen::V,,atsisėsti
922,hinfallen::V,,parkristi
923,hinfallen::V,,pargriūti
924,laufen::V,,eiti
925,schreiten::V,,žengti
926,schreiten::V,,žingsniuoti
927,spazierengehen::V,,pasivaikščioti
928,eilen::V,,skubėti
929,sich beeilen::V,,paskub́ėti
930,sich beeilen::V,,pasiskubinti
931,sausen::V,,dumti
932,sausen::V,,lėkti
933,rennen::V,,bėgti
934,springen::V,,šokti
935,klettern::V,,kopti
936,schaukeln::V,,supti
937,schaukeln::V,,linguoti
938,kriechen::V,,ropoti
939,kriechen::V,,šliaužti
940,schwimmen::V,,plaukti
941,tauchen::V,,nerti
942,rudern::V,,irtis
943,rudern::V,,irkluoti
944,fahren::V,,važiuoti
945,fahren::V,,važinėti
946,fliegen::V,,lėkti
947,fliegen::V,,skristi
948,gehen::V,,eiti
949,weggehen::V,,išeiti
950,abfahren::V,,išvykti
951,abfahren::V,,išvažiuoti
952,anhalten::V,,sustoti
953,hineingehen::V,,įeiti
954,eintreten::V,,įžengti
955,kommen::V,,ateiti
