,Concept_ID,mdf,is
376,Lagerfeuer::N,то́лмар,varðeldur
377,Last::N,канкс,byrði
378,Last::N,канкс,farmur
379,Last::N,сталма,byrði
380,Last::N,сталма,farmur
381,Gang::N,молема,ganga
382,Schritt::N,аськолкс,skref
383,Norden::N,якшама шире,norður
384,Süden::N,ля́мбе ши́ре,suður
385,Westen::N,ши валгома шире,vestur
386,Osten::N,шинь стяма шире,austur
387,Holz::N,вирь,viður
388,Holz::N,шуфта,viður
389,Brett::N,лавця,fjöl
390,Platte::N,плита́,flötur
391,Stütze::N,неже,stoð
392,Stange::N,олга,stöng
393,Stock::N,байдек,prik
394,Stock::N,байдек,stafur
395,Stab::N,олгоня,prik
396,Stab::N,олгоня,stafur
397,Rohr::N,турама,rör
398,Rohr::N,турама,pípa
399,Haus::N,куд,hús
400,Heim::N,куд,heimili
401,Ofen::N,пянакуд,ofn
402,Fußboden::N,кия́кс,gólf
403,Tisch::N,шра,borð
404,Tisch::N,моркш,borð
405,Stuhl::N,стул,stóll
406,Wiege::N,нюря́м,vagga
407,Bett::N,ацам,rúm
408,Bett::N,ацам,hvíla
409,Regal::N,лавцяланга,hilla
410,Kiste::N,парга,kassi
411,Fenster::N,валмья,gluggi
412,Tür::N,кенкш,dyr
413,Tür::N,кенкш,hurð
414,Tor::N,ортат,hlið
415,Zaun::N,перяфкс,girðing
416,Zaun::N,перяфкс,limgarður
417,Dach::N,кудпря,þak
418,Leiter::N,куцема,stigi
419,Besen::N,тяльме,sópur
420,Spaten::N,ка́йме,spaði
421,Schaufel::N,ко́поня,skófla
422,Schaufel::N,ця́рдом,skófla
423,Gabel::N,ця́нгоня,gaffall
424,Löffel::N,куцю,skeið
425,Messer::N,пеель,hnífur
426,Nagel::N,эска,nögl
427,Haken::N,кя́чказ,krókur
428,Griff::N,недь,tak
429,Griff::N,кунда́мка,tak
430,Schloss::N,замо́к,lás
431,Bild::N,карти́на,mynd
432,Figur::N,ронга-понда,stytta
433,Puppe::N,ня́ка,brúða
434,Beutel::N,кяскав,poki
435,Beutel::N,кяскав,baggi
436,Bündel::N,кярьме,böggull
437,Tasche::N,кошяльня,veski
438,Eimer::N,ве́дарка,fata
439,Deckel::N,тавадкс,lok
440,Deckel::N,вельхкс,lok
441,Geschirr::N,кядьге,leirtau
442,Sack::N,кяскав,sekkur
443,Tasse::N,ша́ваня,bolli
444,Topf::N,кавозь,pottur
445,Kessel::N,сргавозь,ketill
446,Essen::N,ярхцама,matur
447,Nahrung::N,ярхцампяль,fæða
448,Speise::N,ярхцама,réttur
449,Speise::N,ярхцама,matarréttur
450,Fleisch::N,пал,kjöt
451,Fleisch::N,сиволь,kjöt
452,Getreide::N,сёра,korn
453,Brei::N,ям,grautur
454,Brot::N,кши,brauð
455,Scheibe::N,кочам,sneið
456,Fett::N,куя́,fita
457,Butter::N,вай,smjör
458,Öl::N,вай,olía
459,Salz::N,сал,salt
460,Suppe::N,шонгарям,súpa
461,Suppe::N,коршампяль,súpa
462,Honig::N,медь,hunang
463,Milch::N,лофца,mjólk
464,Tee::N,чай,te
465,Leder::N,кедь,skinn
466,Wolle::N,пона,ull
467,Stoff::N,котф,dúkur
468,Nadel::N,салмокс,nál
469,Faden::N,сюре,þráður
470,Knopf::N,пуня,tala
471,Knopf::N,пуня,hnappur
472,Knoten::N,сюлма,hnútur
473,Farbe::N,архтомбяль,málning
474,Kleidung::N,щам,búningur
475,Kleidung::N,щам,klæðnaður
476,Hemd::N,па́нар,skyrta
477,Kragen::N,сиве,kragi
478,Kragen::N,сиве,flibbi
479,Ärmel::N,ожа,ermi
480,Hose::N,понкст,buxur
481,Gürtel::N,каркс,belti
482,Mütze::N,вазь,húfa
483,Schuh::N,башма́к,skór
484,Stiefel::N,кя́ме,stígvél
485,Ring::N,суркс,hringur
486,Band::N,керькс,band
487,Band::N,лента,band
488,Kamm::N,сюрьхцем,greiða
489,Spiegel::N,ванома,spegill
490,Riemen::N,шнань каркс,ól
491,Riemen::N,шнань каркс,reim
492,Schnur::N,пикс,snúra
493,Schnur::N,карькскя,snúra
494,Leine::N,вядьме,band
495,Decke::N,вельхкс,teppi
496,Kissen::N,тоду,koddi
497,Tuch::N,руця́,klútur
498,Handtuch::N,на́рдама,þurrka
499,Handtuch::N,на́рдама,handklæði
500,Kraft::N,вий,afl
501,Kraft::N,вий,kraftur
502,Stärke::N,вииши,styrkur
503,Gesundheit::N,шумбраши́,heilsa
504,Gesundheit::N,шумбраши́,heilbrigði
505,Krankheit::N,урма́,sjúkdómur
506,Krankheit::N,сярядема,sjúkdómur
507,Schmerz::N,маряма,sársauki
508,Wunde::N,керф,sár
509,Fieber::N,маштыкс,hitasótt
510,Arznei::N,надо́бья,lyf
511,Arznei::N,пъчка́фтома,lyf
512,Brücke::N,седь,brú
513,Brunnen::N,эши,brunnur
514,Weide::N,ванома васта,hagi
515,Pfad::N,ян,stígur
516,Pfad::N,киня́,stígur
517,Weg::N,ки,vegur
518,Straße::N,ки,gata
519,Straße::N,ки,stræti
520,Dorf::N,веле,þorp
521,Stadt::N,ош,borg
522,Brief::N,сёрма,bréf
523,Buch::N,книга,bók
524,Buchstabe::N,бу́ква,bókstafur
525,Zeitung::N,газе́та,dagblað
526,Leben::N,эряф,líf
527,Leben::N,эряма,líf
528,Tod::N,кулома́,dauði
529,Grab::N,калма,gröf
530,Kirche::N,це́рькав,kirkja
531,Sünde::N,пежеть,synd
532,Sünde::N,муворкс,synd
533,Gott::N,шкай,guð
534,Arbeiter::N,трудендай,verkamaður
535,Arbeiter::N,работник,verkamaður
536,Chef::N,азор,yfirmaður
537,Chef::N,оцюня,yfirmaður
538,Meister::N,мастяр,meistari
539,Arzt::N,врач,læknir
540,Arzt::N,доктор,læknir
541,Lehrer::N,учи́тель,kennari
542,Geld::N,ярмакт,peningar
543,Geschäft::N,ладяфкс,viðskipti
544,Geschäft::N,ладяф тев,viðskipti
545,Laden::N,ла́вка,búð
546,Laden::N,ла́вка,verslun
547,Preis::N,питне,verð
548,Ware::N,миф,vara
549,Ware::N,ра́маф,vara
550,Nutzen::N,пара,gagn
551,Nutzen::N,лезкс,gagn
552,Reichtum::N,ко́зяши,auður
553,Welt::N,свет,veröld
554,Land::N,мастор,land
555,Staat::N,государства,ríki
556,König::N,король,konungur
557,Macht::N,азорондама,vald
558,Macht::N,азорксши,vald
559,Grenze::N,ёткаян,landamæri
560,Krieg::N,война́,stríð
561,Feind::N,душман,fjandmaður
562,Feind::N,каршек тюри,fjandmaður
563,Gewalt::N,наругама,ofbeldi
564,Kampf::N,тюрема́,bardagi
565,Bogen[Waffe]::N,нал,bogi
566,Pfeil::N,нал,ör
567,Gewehr::N,винто́вка,byssa
568,Fehler::N,эльбядькс,villa
569,Lüge::N,васькафнема,lygi
570,Schaden::N,зия́н,skemmd
571,Unglück::N,зия́н,óhamingja
572,Schuld::N,муворши,sök
573,Alter::N,эряф кизот,aldur
574,Alter::N,эряфонь пинге,aldur
575,Schluss::N,пе,lok
576,Schluss::N,пе,endir
577,Zeit::N,пинге,tími
578,Tag::N,ши,dagur
579,Morgen::N,шобдава,morgunn
580,Mittag::N,шикучка,hádegi
581,Abend::N,иля́дь,kvöld
582,Nacht::N,ве,nótt
583,Woche::N,недя́ля,vika
584,Monat::N,ков,mánuður
585,Jahr::N,киза,ár
586,Frühling::N,тунда́,vor
587,Sommer::N,киза,sumar
588,Herbst::N,сёксе,haust
589,Winter::N,тяла,vetur
590,Januar::N,кельмеков,janúar
591,Februar::N,уфайков,február
592,März::N,марайков,mars
593,April::N,шудиков,apríl
594,Mai::N,панжиков,maí
595,Juni::N,лямбеков,júní
596,Juli::N,псиков,júlí
597,August::N,сёроньков,ágúst
598,September::N,тюжягов,september
599,Oktober::N,кельмазаков,október
600,November::N,эйндамков,nóvember
601,Dezember::N,кучкаков,desember
602,Montag::N,одговши,mánudagur
603,Dienstag::N,ша́вши,þriðjudagur
604,Mittwoch::N,вержи,miðvikudagur
605,Donnerstag::N,шува́ланя,fimmtudagur
606,Freitag::N,пя́денця,föstudagur
607,Samstag::N,ёткши,laugardagur
608,Sonntag::N,таргоши,sunnudagur
609,groß::A,оцю,stór
610,klein::A,ёмла,lítill
611,lang::A,кува́ка,langur
612,kurz::A,нюрьхкя́ня,stuttur
613,breit::A,кели,breiður
614,schmal::A,тяйня,mjór
615,dicht::A,сиде,þéttur
616,dicht::A,туста,þéttur
617,dick[Gegenstand]::A,эчке,þykkur
618,dünn::A,шува́ня,þunnur
619,fein::A,шува́ня,fíngerður
620,fest::A,кеме,fastur
621,flach::A,лапш,flatur
622,glatt::A,вадяв,háll
623,glatt::A,вадяв,sléttur
624,glatt::A,такор,háll
625,glatt::A,такор,sléttur
626,hart::A,калгода,harður
627,weich::A,ляпе,mjúkur
628,rund::A,кру́глай,kringlóttur
629,spitz::A,ботаз,oddhvass
630,spitz::A,оржа,oddhvass
631,scharf::A,оржа,beittur
632,stumpf::A,ношка,bitlaus
633,schwer::A,стака,þungur
634,schön::A,мазы,fagur
635,schön::A,мазы,fallegur
636,heiß::A,пси,heitur
637,warm::A,лямбе,hlýr
638,warm::A,лямбе,heitur
639,kalt::A,кельме,kaldur
640,kühl::A,эше,svalur
641,frisch::A,свежай,frískur
642,feucht::A,летьке,rakur
643,feucht::A,летьке,þvalur
644,nass::A,начка,votur
645,nass::A,начка,blautur
646,trocken::A,коське,þurr
647,voll::A,пяшксе,fullur
648,leer::A,шава,tómur
649,offen::A,панжада,opinn
650,offen::A,виде,opinn
651,geschlossen::A,пякстаф,lokaður
652,geschlossen::A,сёлгф,lokaður
653,sauber::A,ару,þrifinn
654,schmutzig::A,рда́зу,óhreinn
655,schmutzig::A,рда́зу,sóðalegur
656,schmutzig::A,пя́ндра,óhreinn
657,schmutzig::A,пя́ндра,sóðalegur
658,roh::A,верок,hrár
659,reif::A,ке́нерьф,þroskaður
660,lecker::A,танцти,ljúffengur
661,süß::A,ламбама,sætur
662,bitter::A,сяпи,beiskur
663,sauer::A,шапама,súr
664,hell::A,валда,bjartur
665,dunkel::A,шобда,dimmur
666,schwarz::A,равжа,svartur
667,weiß::A,акша,hvítur
668,rot::A,якстерь,rauður
669,gelb::A,тюжя́,gulur
670,blau::A,сенем,blár
671,grün::A,пиже,grænn
672,grün::A,сянгяря,grænn
673,grau::A,уле,grár
674,bunt::A,сёрмав,marglitur
675,billig::A,у́цез,ódýr
676,billig::A,аф пи́тни,ódýr
677,teuer::A,пи́тни,dýr
678,wertvoll::A,питни,verðmætur
679,blind::A,сокор,blindur
680,taub::A,пярав,heyrnarlaus
681,kräftig::A,пяк вии,öflugur
682,stark::A,вии,sterkur
683,schwach::A,лафча,veill
684,fett::A,куя́,feitur
685,schlank::A,виде ронга,grannur
686,schlank::A,виде ронга,spengilegur
687,hübsch::A,мазы,snotur
688,hübsch::A,мазы,laglegur
689,böse::A,кяжи,illur
690,böse::A,кяжи,vondur
691,dumm::A,аф ёню,heimskur
692,dumm::A,шава пря,heimskur
693,faul::A,нола,latur
694,fleißig::A,ку́лхцонды,iðinn
695,geizig::A,кирьжя,nískur
696,geizig::A,жаднай,nískur
697,klug::A,ёню,hygginn
698,klug::A,пря́ви,hygginn
699,geschickt::A,маштозь тиф,fimur
700,geschickt::A,маштозь тиф,laginn
701,lieb::A,цебярь,kær
702,lieb::A,цебярь,ljúfur
703,lustig::A,ра́хси,kátur
704,sanft::A,сетьме,blíður
705,hungrig::A,вача,soltinn
706,hungrig::A,вача,hungraður
707,hungrig::A,вачеда,soltinn
708,hungrig::A,вачеда,hungraður
709,krank::A,сяряди,sjúkur
710,nackt::A,штада,nakinn
711,nackt::A,кърхтапа,nakinn
712,traurig::A,ла́жнай,dapur
713,traurig::A,ла́жнай,hryggur
714,lebendig::A,эряй,lifandi
715,gut::A,пара,góður
716,gut::A,цебярь,góður
717,schlecht::A,кальдяв,slæmur
718,schlecht::A,кальдяв,lélegur
719,richtig::A,виде,réttur
720,schlimm::A,кальдяв,slæmur
721,wahr::A,афкуксонь,sannur
722,alt::A,ташта,gamall
723,neu::A,од,nýr
724,ehemalig::A,и́нгольдень,fyrrverandi
725,alt[Lebewesen]::A,сире,gamall
726,jung::A,од,ungur
727,arm::A,а́шу,vesall
728,arm::A,а́шу,fátækur
729,reich::A,козя,ríkur
730,reich::A,козя,auðugur
731,bekannt::A,содаф,kunnugur
732,berühmt::A,содавикс,frægur
733,fremd::A,лия,framandi
734,fremd::A,лия,ókunnugur
735,fremd::A,аф содаф,framandi
736,fremd::A,аф содаф,ókunnugur
737,verschieden::A,аф фкя ла́цонь,ýmis
738,nah::A,мала,nálægur
739,nah::A,аф ичкоздень,nálægur
740,fern::A,и́чкоздень,fjarri
741,fern::A,и́чкоздень,fjarlægur
742,fern::A,куна́рдонь,fjarri
743,fern::A,куна́рдонь,fjarlægur
744,linker::A,кержи,vinstri
745,rechter::A,види,hægri
746,anderer::A,лия,annar
747,erster::A,васенце,fyrsti
748,zweiter::A,омбоце,annar
749,dritter::A,колмоце,þriðji
750,letzter::A,ме́кольце,síðasti
751,allein::ADV,ськамонза,einn
752,allein::ADV,ськамонза,aleinn
753,auf einmal::ADV,вихцок,allt í einu
754,zusammen::ADV,марс,saman
755,zusammen::ADV,ма́рса,saman
756,lange::ADV,кува́тьс,lengi
757,plötzlich::ADV,а́пак учт,skyndilega
758,sofort::ADV,тяникиге,strax
759,sofort::ADV,тяникиге,þegar í stað
760,später::ADV,ме́ле,seinna
761,jetzt::ADV,тяни,nú
762,jetzt::ADV,тяни,núna
763,heute::ADV,тячи,í dag
764,morgen::ADV,ва́нды,á morgun
765,bald::ADV,курок,brátt
766,bald::ADV,курок,bráðum
767,dann::ADV,меле,svo
768,dann::ADV,меле,síðan
769,dann::ADV,сяда меле,svo
770,dann::ADV,сяда меле,síðan
771,gestern::ADV,ися́к,í gær
772,einst::ADV,весть,forðum
773,einst::ADV,мзя́рда-бди,forðum
774,damals::ADV,эста,þá
775,damals::ADV,эста,á þeim tímum
776,danach::ADV,меле,á eftir því
777,vorher::ADV,инголи,áður
778,zuerst::ADV,ва́сенда,fyrst
779,einmal::ADV,весть,einu sinni
780,manchmal::ADV,лия́ста,stundum
781,manchmal::ADV,ко́ста-ко́ста,stundum
782,oft::ADV,си́деста,oft
783,immer::ADV,фалу,alltaf
784,immer::ADV,фалу,sífellt
785,immer::ADV,най,alltaf
786,immer::ADV,най,sífellt
787,niemals::ADV,аф мзя́рдонга,aldrei
788,hier::ADV,тяса,hér
789,hierhin::ADV,сей,hingað
790,hierhin::ADV,тяза,hingað
791,von hier::ADV,тя́ста,héðan
792,dort::ADV,тоса,þar
793,dort::ADV,тоса,þarna
794,dorthin::ADV,тов,þangað
795,dorthin::ADV,тоза,þangað
