,Concept_ID,te,hi
61,Oberschenkel::N,తొడ,उरु
62,Bein::N,కాలు,टाँग
63,Körper::N,కాయము,तन
64,Körper::N,కాయము,देह
65,Körper::N,కాయము,शरीर
66,Haut::N,చర్మము,चर्म
67,Haut::N,చర్మము,त्वचा
68,Blut::N,రక్తము,लहू
69,Blut::N,రక్తము,ख़ून
70,Ader::N,సిర,रग
71,Ader::N,సిర,शिरा
72,Sehne::N,స్నాయువు,कंडरा
73,Sehne::N,స్నాయువు,स्नायु
74,Knochen::N,ఎముక,अस्थि
75,Gehirn::N,మెదడు,दिमाग़
76,Gehirn::N,మెదడు,मस्तिष्क
77,Herz::N,హృదయము,दिल
78,Herz::N,హృదయము,हृदय
79,Magen::N,కడుపు,मेदा
80,Magen::N,కడుపు,अमाशय
81,Leber::N,కాలేయము,जिगर
82,Leber::N,కాలేయము,यकृत्
83,Atem::N,ఉపిరి,दम
84,Atem::N,ఉపిరి,साँस
85,Atem::N,ఉపిరి,श्वास
86,Hunger::N,ఆకలి,भूख
87,Hunger::N,ఆకలి,क्षुधा
88,Träne::N,కన్నీటిచుక్క,आँसू
89,Träne::N,కన్నీటిచుక్క,अश्रु
90,Geschmack::N,రుచి,स्वाद
91,Geschmack::N,రుచి,ज़ायक़ा
92,Geruch::N,వాసన,बू
93,Geruch::N,వాసన,गंध
94,Schlaf::N,నిద్ర,नींद
95,Schlaf::N,నిద్ర,निद्रा
96,Traum::N,కల,सपना
97,Traum::N,కల,स्वप्न
98,Himmel::N,ఆకాశము,आकाश
99,Himmel::N,ఆకాశము,आसमान
100,Sonne::N,సూర్యుడు,रवि
101,Sonne::N,సూర్యుడు,सूरज
102,Sonne::N,సూర్యుడు,सूर्य
103,Mond::N,చంద్రుడు,चाँद
104,Mond::N,చంద్రుడు,चंद्र
105,Stern::N,నక్షత్రము,तारा
106,Stern::N,నక్షత్రము,सितारा
107,Luft::N,గాలి,हवा
108,Luft::N,గాలి,वायु
109,Wind::N,వీచుచున్నగాలి,पाद
110,Welle::N,అల,लहर
111,Welle::N,అల,तरंग
112,Wasser::N,నీరు,जल
113,Wasser::N,నీరు,पानी
114,Stein::N,ఱాయి,पत्थर
115,Boden::N,నేల,मिट्टी
116,Erde::N,మన్ను,भूमि
117,Erde::N,మన్ను,ज़मीन
118,Staub::N,దుమ్ము,धूल
119,Rauch::N,పొగ,धूआँ
120,Rauch::N,పొగ,धुम्र
121,Funke::N,అగ్నికణము,चिनगारी
122,Funke::N,అగ్నికణము,स्फुलिंग
123,Feuer::N,అగ్ని,आग
124,Feuer::N,అగ్ని,आतिश
125,Feuer::N,అగ్ని,अग्नि
126,Licht::N,కాంతి,रोशनी
127,Licht::N,కాంతి,प्रकाश
128,Schatten::N,నీడ,छाया
129,Schatten::N,నీడ,परछाई
130,Wetter::N,వాతావరణ స్థితి,ऋतु
131,Wetter::N,వాతావరణ స్థితి,मौसम
132,Nebel::N,పొగమంచు,धुँध
133,Nebel::N,పొగమంచు,कुहरा
134,Wolke::N,మేఘము,मेघ
135,Wolke::N,మేఘము,अभ्र
136,Regen::N,వాన,मेंह
137,Regen::N,వాన,बारिश
138,Schnee::N,హిమము,हिम
139,Schnee::N,హిమము,बर्फ़
140,Eis::N,మంచుగడ్డ,हिम
141,Eis::N,మంచుగడ్డ,बर्फ़
142,Frost::N,పేరిన మంచు,ठंड
143,Kälte::N,చలి,सर्दी
144,Kälte::N,చలి,शीतलता
145,Hitze::N,వేడిమి,ताप
146,Hitze::N,వేడిమి,गरमी
147,Raureif::N,మంచు,पाला
148,Regenbogen::N,ఇంద్రధనుస్సు,इंद्र-धनुष
149,Donner::N,ఉరుము,गरज
150,Donner::N,ఉరుము,मेघ-गर्जन
151,Strömung::N,ప్రవాహము,बहाव
152,Strömung::N,ప్రవాహము,प्रवाह
153,Tropfen::N,చుక్క,बूँद
154,Schaum::N,నురుగు,झाग
155,Schmutz::N,మైల,गंद
156,Schmutz::N,మైల,कीचड़
157,See::N,సరస్సు,झील
158,See::N,సరస్సు,सरोवर
159,Sumpf::N,చిత్తడినేల,दलदल
160,Sumpf::N,చిత్తడినేల,धँसान
161,Moor::N,చిత్తడినేల,झाबर
162,Moor::N,చిత్తడినేల,धँसान
163,Wiese::N,పచ్చిక బయలు,घास-स्थल
164,Wald::N,అడవి,जंगल
165,Hügel::N,చివ్నకొండ,टीला
166,Hügel::N,చివ్నకొండ,पहाड़
167,Anhöhe::N,కొండ,टीला
168,Anhöhe::N,కొండ,पहाड़ी
169,Berg::N,పర్వతము,पहाड़
170,Gipfel::N,శిఖరము,शिखर
171,Höhle::N,గుహ,गुहा
172,Höhle::N,గుహ,गुफ़ा
173,Abhang::N,ఏటవాలు,ढाल
174,Abhang::N,ఏటవాలు,ढलान
175,Quelle::N,మూలము,चश्मा
176,Bach::N,కాలువ,सोता
177,Bach::N,కాలువ,नदिका
178,Fluss::N,నది,नदी
179,Fluss::N,నది,सरिता
180,Ufer::N,తీరము,तट
181,Ufer::N,తీరము,किनारा
182,Küste::N,తీరము,समुद्र-तट
183,Festland::N,భూమి,महाद्वीप
184,Meer::N,సముద్రము,सागर
185,Meer::N,సముద్రము,समुद्र
186,Bucht::N,మరుగు,खाड़ी
187,Insel::N,దీవి,टापू
188,Insel::N,దీవి,द्वीप
189,Blume::N,పుష్పము,फूल
190,Blume::N,పుష్పము,पुष्प
191,Gras::N,పచ్చగడ్డి,घास
192,Wurzel::N,వేరు,मूल
193,Baum::N,చెట్టు,पेड़
194,Baum::N,చెట్టు,वृक्ष
195,Stamm::N,చెట్టుబోదె,धड़
196,Rinde::N,చెట్టుపట్ట,छाल
197,Rinde::N,చెట్టుపట్ట,वल्कल
198,Ast::N,కొమ్మ,डाल
199,Ast::N,కొమ్మ,शाखा
200,Zweig::N,చివుకు,टहनी
201,Blatt::N,ఆకు,पत्र
202,Blatt::N,ఆకు,पत्ता
203,Birke::N,తరహా చెట్టు,भूर्ज
204,Kiefer[Baum]::N,దేవదారు చెట్టు,पाइन-वृक्ष
205,Weide[Baum]::N,జాతిచెట్టు,बेंत
206,Tanne::N,దేవదారుచెట్టు,फ़र
207,Horn::N,కొమ్ము,सींग
208,Horn::N,కొమ్ము,विषाण
209,Feder::N,ఈక,पर
210,Feder::N,ఈక,पंख
211,Fell::N,తోలు,खाल
212,Fell::N,తోలు,पशु-चर्म
213,Flügel::N,ఱెక్క,पंख
214,Flügel::N,ఱెక్క,डैना
215,Klaue::N,వంకరగోరు,पंजा
216,Kralle::N,వంకరగోరు,पंजा
217,Kralle::N,వంకరగోరు,नाख़ून
218,Schwanz::N,తోక,पूँछ
219,Ei::N,గ్రుడ్డు,अंडा
220,Nest::N,పక్షిగూడు,नीड़
221,Nest::N,పక్షిగూడు,घोंसला
222,Bau::N,గుహ,बिल
223,Bau::N,గుహ,माँद
224,Tier::N,జంతువు,पशु
225,Tier::N,జంతువు,जानवर
226,Herde::N,మంద,गल्ला
227,Kuh::N,ఆవు,गौ
228,Kuh::N,ఆవు,गाय
229,Bulle::N,గిత్త,साँड़
230,Pferd::N,గుఱ్ఱము,अश्व
231,Pferd::N,గుఱ్ఱము,घोड़ा
232,Schaf::N,గొఱ్ఱె,भेड़
233,Schwein::N,పంది,शूकर
234,Hund::N,కుక్క,श्वान
235,Hund::N,కుక్క,कुत्ता
236,Katze::N,పిల్లి,बिल्ली
237,Bär::N,ఎలుగుబంటి,रीछ
238,Bär::N,ఎలుగుబంటి,भालू
239,Eichhörnchen::N,ఉడుత,गिलहरी
240,Elch::N,కణంజు,एल्क
241,Fuchs::N,గుంటనక్క,लोमड़ी
242,Hase::N,కుందేలు,खरहा
243,Hase::N,కుందేలు,ख़रगोश
244,Maus::N,చిట్టెలుక,मूष
245,Maus::N,చిట్టెలుక,चूहा
246,Wolf::N,తోడేలు,वृक
247,Wolf::N,తోడేలు,भेड़िया
248,Vogel::N,పక్షి,पक्षी
249,Vogel::N,పక్షి,चिड़िया
250,Schwarm::N,గుంపు,झुंड
251,Huhn::N,కోడిపిల్ల,मुर्ग़ी
252,Hahn::N,కోడివుంజు,मुर्ग़ा
253,Gans::N,ఆడుబాతు,हंस
254,Gans::N,ఆడుబాతు,हंसिनी
255,Adler::N,గ్రద్ద,उक़ाब
256,Ente::N,పాట్టిబాతు,बतख़
257,Ente::N,పాట్టిబాతు,बत्तक
258,Eule::N,గ్రుడ్లగూబ,उल्लू
259,Kranich::N,కొంగ,सारस
260,Kranich::N,కొంగ,क्रौंंच
261,Krähe::N,కాకి,काक
262,Kuckuck::N,కోయల,कोयल
263,Kuckuck::N,కోయల,कोकिल
264,Schwan::N,హంస,हंस
265,Schwan::N,హంస,मराल
266,Fisch::N,చేప,मछली
267,Fisch::N,చేప,मत्स्य
268,Barsch::N,ఒకచేఁప,पर्च
269,Hecht::N,గండుమీను,पाइक
270,Schlange[Tier]::N,పాము,सर्प
271,Wurm::N,పురుగు,कृमि
272,Wurm::N,పురుగు,कीड़ा
273,Spinne::N,సాలె పురుగు,लूता
274,Spinne::N,సాలె పురుగు,मकड़ी
275,Ameise::N,చీమ,चींटी
276,Laus::N,పేను,जूँ
277,Mücke::N,చీకటీగ,डाँस
278,Fliege::N,ఈగ,मक्खी
279,Fliege::N,ఈగ,मक्षिका
280,Schmetterling::N,సీతాకోకచిలుక,तितली
281,Beere::N,కాయ,बेरी
282,Apfel::N,ఆపిల్ పండు,सेब
283,Pilz::N,కుక్కగొడుగు,खुंबी
284,Zwiebel::N,నీరుల్లి,प्याज़
285,Saat::N,విత్తనము,बीज
286,Korn::N,గింజ,दाना
287,Heu::N,ఎండుగడ్డి,मूखी घास
288,Schale::N,పొట్టు,बकला
289,Schale::N,పొట్టు,छिलका
290,Grube::N,గొయ్యి,गड्ढा
291,Falle::N,బోను,जाल
292,Falle::N,బోను,फँदा
293,Schlinge::N,ఉరి,फँदा
294,Spur::N,జాడ,सुराग़
295,Spur::N,జాడ,पद-चिह्न
296,Asche::N,బూడిద,राख
297,Dreck::N,ముఱికి,मैल
298,Dreck::N,ముఱికి,गंदगी
299,Eisen::N,ఇనుము,लोहा
300,Gold::N,బంగారము,सोना
301,Gold::N,బంగారము,स्वर्ण
302,Silber::N,వెండి,रजत
303,Silber::N,వెండి,चाँदी
304,Kohle::N,నేలబొగ్గు,कोयला
305,Glas::N,గాజు,काँच
306,Lehm::N,బంకమన్ను,चिकनी मिट्टी
307,Sand::N,ఇసుక,रेत
308,Sand::N,ఇసుక,बालू
309,Mensch::N,నరుడు,मानव
310,Mensch::N,నరుడు,इनसान
311,Mensch::N,నరుడు,मनुष्य
312,Mann::N,పురుమడు,आदमी
313,Mann::N,పురుమడు,पुरुष
314,Frau::N,ఆడుది,औरत
315,Frau::N,ఆడుది,महिला
316,Frau::N,ఆడుది,स्त्री
317,Kind::N,బిడ్డ,बाल
318,Kind::N,బిడ్డ,बच्चा
319,Junge::N,బాలుడు,लड़का
320,Mädchen::N,బాలిక,लड़की
321,Mädchen::N,బాలిక,कुमारी
322,Familie::N,కుటుంబము,परिवार
323,Großvater::N,తాత,दादा
324,Großmutter::N,అయ్యమ్మ,नानी
325,Eltern::N,తల్లితండ్రులు,माँ-बाप
326,Eltern::N,తల్లితండ్రులు,माता-पिता
327,Vater::N,తండ్రి,बाप
328,Vater::N,తండ్రి,पिता
329,Mutter::N,తల్లి,माँ
330,Mutter::N,తల్లి,माता
331,Sohn::N,కొడుకు,बेटा
332,Sohn::N,కొడుకు,पुत्र
333,Tochter::N,కూతురు,बेटी
334,Tochter::N,కూతురు,पुत्री
335,Bruder::N,పోదరుడు,भाई
336,Bruder::N,పోదరుడు,भ्राता
337,Schwester::N,సోదరి,बहन
338,Schwester::N,సోదరి,भगिनी
339,Onkel::N,మేనమామ,ताऊ
340,Onkel::N,మేనమామ,काका
341,Tante::N,మేనత్త,बूआ
342,Tante::N,మేనత్త,फूफी
343,Tante::N,మేనత్త,ख़ाला
344,Tante::N,పినతల్లి,बूआ
345,Tante::N,పినతల్లి,फूफी
346,Tante::N,పినతల్లి,ख़ाला
347,Ehemann::N,భర్త,पति
348,Ehemann::N,భర్త,शौहर
349,Ehefrau::N,భార్య,बीवी
350,Freude::N,సంతోషము,आनंद
351,Freude::N,సంతోషము,प्रसन्नता
352,Gelächter::N,నవ్వు,हँसी
353,Gelächter::N,నవ్వు,क़हक़हा
354,Glück::N,సంతోషము,आनंद
355,Glück::N,సంతోషము,ख़ुशी
356,Kummer::N,దుఃఖము,शोक
357,Kummer::N,దుఃఖము,दुःख
358,Wunsch::N,కోరిక,इच्छा
359,Wunsch::N,కోరిక,अभिलाषा
360,Lust::N,కోరిక,चाह
361,Lust::N,కోరిక,कामना
362,Geist::N,ఆత్మ,जान
363,Geist::N,ఆత్మ,प्राण
364,Gedanke::N,ఆలోచన,विचार
365,Gedächtnis::N,జ్ఞాపకము,याददाश्त
366,Gedächtnis::N,జ్ఞాపకము,स्मरण-शक्ति
367,Verstand::N,మనస్సు,समझ
368,Verstand::N,మనస్సు,अक़्ल
369,Verstand::N,మనస్సు,बुद्धि
370,Sinn::N,అర్థము,अर्थ
371,Grund::N,కారణము,वजह
372,Grund::N,కారణము,कारण
373,Wahrheit::N,సత్యము,सत्य
374,Wahrheit::N,సత్యము,सच्चाई
375,Gespräch::N,పంభాషణ,चर्चा
376,Gespräch::N,పంభాషణ,वार्ता
377,Gespräch::N,పంభాషణ,बात-चीत
378,Märchen::N,అద్భుతకథ,क़िस्सा
379,Erzählung::N,కథ,कथा
380,Erzählung::N,కథ,कहानी
381,Nachricht::N,వార్త,सूचना
382,Nachricht::N,వార్త,समाचार
383,Neuigkeit::N,వార్త,ख़बर
384,Neuigkeit::N,వార్త,समाचार
385,Name::N,పేరు,नाम
386,Rätsel::N,చిక్కు,पहेली
387,Rede::N,ఉపన్యాసము,वचन
388,Rede::N,ఉపన్యాసము,भाषण
389,Sprache::N,భాష,भाषा
390,Sprache::N,భాష,ज़बान
391,Stimme::N,కంరథ్సని,स्वर
392,Stimme::N,కంరథ్సని,आवाज़
393,Wort::N,మాట,शब्द
394,Wort::N,మాట,लफ़्ज़
395,Zeichen::N,గుర్తు,निशान
396,Ruf::N,పిలువు,पुकार
397,Ruf::N,పిలువు,आह्वान
398,Lärm::N,సందడి,शोर
399,Lärm::N,సందడి,हुल्लड़
400,Laut::N,ధ్వని,स्वर
401,Laut::N,ధ్వని,ध्वनि
402,Ton::N,స్వరము,सुर
403,Ton::N,స్వరము,स्वर
404,Lied::N,పాట,गीत
405,Ruhe::N,గాలిలేమి,आराम
406,Ruhe::N,గాలిలేమి,ख़ामोशी
407,Leute::N,జనులు,लोग
408,Volk::N,జాతి,क़ौम
409,Volk::N,జాతి,प्रजा
410,Arbeit::N,పని,काम
411,Gast::N,అతిధి,अतिथि
412,Gast::N,అతిధి,मेहमान
413,Geschenk::N,దానము,उपहार
414,Geschenk::N,దానము,तोहफ़ा
415,Spiel::N,ఆట,खेल
416,Spiel::N,ఆట,क्रीड़ा
417,Gesellschaft::N,జట్టు,साथ
418,Hilfe::N,సాహాయ్యము,मदद
419,Hilfe::N,సాహాయ్యము,सहायता
420,Freund::N,స్నేహితుడు,मित्र
421,Kamerad::N,చెలికాడు,साथी
422,Kamerad::N,చెలికాడు,कामरेड
423,Angelegenheit::N,విషయము,बात
424,Angelegenheit::N,విషయము,मामला
425,Anzahl::N,లెక్క,तादाद
426,Anzahl::N,లెక్క,संख्या
427,Art::N,జాతి,तरह
428,Art::N,జాతి,क़िस्म
429,Stück::N,తునుక,फाँक
430,Stück::N,తునుక,टुकड़ा
431,Teil::N,భాగము,भाग
432,Teil::N,భాగము,हिस्सा
433,Hälfte::N,సగము,अर्धभाग
434,Kreis::N,వృత్తము,चक्कर
435,Kreuz::N,సిలువ,सलीब
436,Kreuz::N,సిలువ,क्रूस
437,Linie::N,గీత,लाइन
438,Strich::N,గీత,लकीर
439,Abstand::N,సందు,अंतर
440,Abstand::N,సందు,फ़ासला
441,Entfernung::N,దూరము,दूरी
442,Entfernung::N,దూరము,फ़ासला
443,Gegend::N,విస్తీర్ణము,इलाक़ा
444,Platz::N,ఎడము,जगह
445,Platz::N,ఎడము,स्थान
446,Ort::N,స్థలము,स्थल
447,Ort::N,స్థలము,स्थान
448,Seite::N,ప్రక్క,ओर
449,Seite::N,ప్రక్క,तरफ़
450,Mitte::N,నడిమి,बीच
451,Mitte::N,నడిమి,मध्य
452,Gegenstand::N,పద్దు,चीज़
453,Gegenstand::N,పద్దు,पदार्थ
454,Sache::N,వస్తువు,चीज़
455,Sache::N,వస్తువు,वस्तु
456,Rand::N,అంచు,छोर
457,Rand::N,అంచు,उपांत
458,Kante::N,అంచు,कोर
459,Kante::N,అంచు,किनारा
460,Ecke::N,మూల,कोना
461,Ecke::N,మూల,नुक्कड़
462,Spitze::N,మొన,नोक
463,Ende::N,కొన,छोर
464,Ende::N,కొన,सिरा
465,Loch::N,రంధ్రము,छेद
466,Loch::N,రంధ్రము,सूराख़
467,Winkel::N,కోణము,कोण
468,Winkel::N,కోణము,कोना
469,Muster::N,మాదిరి,नमूना
470,Muster::N,మాదిరి,डिज़ाइन
471,Größe::N,పరిమాణము,परिमाण
472,Größe::N,పరిమాణము,विस्तार
473,Länge::N,పొడుగు,लंबाई
474,Höhe::N,పొడుగు,ऊँचाई
475,Höhe::N,పొడుగు,उच्चता
476,Gewicht::N,భారము,भार
477,Gewicht::N,భారము,वज़न
478,Menge::N,మొత్తము,मात्रा
479,Haufen::N,రాశి,ढेर
480,Haufen::N,రాశి,अंबार
481,Reihe::N,వరుస,क़तार
482,Reihe::N,వరుస,पंक्ति
483,Boot::N,పడవ,नाव
484,Boot::N,పడవ,नौका
485,Ruder::N,అడక,चप्पू
486,Schlitten::N,సరవండ్లు,बर्फ़-गाड़ी
487,Ski::N,స్కీ,स्की
488,Lagerfeuer::N,నెగడు,अलाव
489,Lagerfeuer::N,నెగడు,कैंप-फ़ायर
490,Last::N,బరువు,भार
491,Gang::N,నడక,चाल
492,Schritt::N,అడుగు,डग
493,Schritt::N,అడుగు,क़दम
494,Norden::N,ఉత్తరదిక్కు,उत्तर
495,Süden::N,దక్షిణము,दक्खिन
496,Westen::N,పడమర,पश्चिम
497,Osten::N,తూర్పు,पूरब
498,Holz::N,కొయ్య,काठ
499,Holz::N,కొయ్య,काष्ठ
500,Brett::N,పలక,पटरा
501,Brett::N,పలక,तख़्ता
502,Platte::N,పలక,फलक
503,Platte::N,పలక,तख़्ता
504,Stütze::N,వాల్సేడ్లు,टेक
505,Stütze::N,వాల్సేడ్లు,थूनी
506,Stange::N,స్తంభము,छड़
507,Stange::N,స్తంభము,बाँस
508,Stock::N,కఱ్ఱ,लाठी
509,Stab::N,కఱ్ఱ,लग्गा
510,Rohr::N,గొట్టము,नल
511,Haus::N,ఇల్లు,घर
512,Haus::N,ఇల్లు,मकान
513,Heim::N,స్వగృహము,घर
514,Heim::N,స్వగృహము,गृह
515,Ofen::N,పొయ్యి,चूल्हा
516,Fußboden::N,నేల,फ़र्श
517,Tisch::N,మేజా,मेज़
518,Stuhl::N,కుర్చీ,कुरसी
519,Wiege::N,ఉయ్యాల,पालना
520,Wiege::N,ఉయ్యాల,हिंडोला
521,Bett::N,పడక,खाट
522,Bett::N,పడక,पलंग
523,Bett::N,మంచం,खाट
524,Bett::N,మంచం,पलंग
525,Regal::N,అటక,शेल्फ़
526,Kiste::N,వెట్టె,पेटी
527,Kiste::N,వెట్టె,डिब्बा
528,Fenster::N,కిటికి,खिड़की
529,Tür::N,ద్వారము,द्वार
530,Tür::N,ద్వారము,दरवाज़ा
531,Tor::N,ద్వారము,फाटक
532,Zaun::N,కంచె,बाड़ा
533,Dach::N,ఇంటివైకప్పు,छत
534,Dach::N,ఇంటివైకప్పు,छप्पर
535,Leiter::N,నిచ్చెన,सीढ़ी
536,Besen::N,చీపురుకట్ట,झाड़ू
537,Besen::N,చీపురుకట్ట,बुहारी
538,Spaten::N,పాఱ,कुदाल
539,Schaufel::N,పాఱ,बेलचा
540,Schaufel::N,పాఱ,फावड़ा
541,Gabel::N,ముండ్లగరిటె,काँटा
542,Löffel::N,గరిటె,चम्मच
543,Messer::N,కత్తి,छुरा
544,Messer::N,కత్తి,चाक़ू
545,Nagel::N,మేకు,कील
546,Nagel::N,మేకు,मेख़
547,Netz::N,వల,जाल
548,Haken::N,కొక్కెము,अंकुश
549,Griff::N,పిడి,मूठ
550,Griff::N,పిడి,हत्था
551,Schloss::N,తాళము,ताला
552,Bild::N,చిత్రము,चित्र
553,Figur::N,రూపము,मूर्ति
554,Puppe::N,బొమ్మ,पुतली
555,Puppe::N,బొమ్మ,गुड़िया
556,Beutel::N,సంచి,झोला
557,Bündel::N,మూట,पुलिंदा
558,Tasche::N,సంచి,बेग
559,Tasche::N,సంచి,बस्ता
560,Eimer::N,చేద,बाल्टी
561,Deckel::N,మూత,ढक्कन
562,Geschirr::N,వంటకాలు,बरतन-भाँड़े
563,Sack::N,గోనెసంచి,बोरा
564,Tasse::N,గిన్నె,प्याला
565,Topf::N,కుండ,देग़चा
566,Kessel::N,నీరుకాచుపాత్ర,देग़
567,Kessel::N,నీరుకాచుపాత్ర,बटलोई
568,Essen::N,ఆహారము,खाना
569,Nahrung::N,ఆహారము,भोजन
570,Speise::N,ఆహారము,खाना
571,Speise::N,ఆహారము,व्यंजन
572,Fleisch::N,మాంసము,मांस
573,Fleisch::N,మాంసము,गोश्त
574,Getreide::N,ధాన్యము,अनाज
575,Brei::N,గుజ్జు,भरता
576,Brei::N,గుజ్జు,दलिया
577,Brot::N,రొట్టె,रोटी
578,Scheibe::N,బద్ద,कतला
579,Fett::N,క్రొవ్వు,वसा
580,Fett::N,క్రొవ్వు,चरबी
581,Butter::N,వెన్న,मक्खन
582,Öl::N,నూనె,तेल
583,Salz::N,ఉప్పు,नमक
584,Suppe::N,చారు,सूप
585,Suppe::N,చారు,शोरबा
586,Honig::N,తెనె,शहद
587,Milch::N,పాలు,दूध
588,Tee::N,తేనీరు,चाय
589,Leder::N,బాగుచేసివతోలు,चमड़ा
590,Wolle::N,ఉన్ని,ऊन
591,Stoff::N,బట్ట,कपड़ा
592,Nadel::N,సూది,सूई
593,Faden::N,దారము,डोरा
594,Knopf::N,బొత్తాము,बटन
595,Knopf::N,బొత్తాము,घुंडी
596,Knoten::N,ముడి,गाँठ
597,Knoten::N,ముడి,गुत्थी
598,Farbe::N,రంగు,रंग
599,Farbe::N,రంగు,वर्ण
600,Kleidung::N,బట్టలు,पहनावा
601,Hemd::N,చొక్కాయ,कुरता
602,Hemd::N,చొక్కాయ,क़मीज़
603,Kragen::N,మాల,गरदनी
604,Kragen::N,మాల,गरेबान
605,Ärmel::N,చొక్కాయచెయ్యి,आस्तीन
606,Hose::N,ఇజారు,पैंट
607,Hose::N,ఇజారు,पतलून
608,Gürtel::N,పటకా,पेटी
609,Gürtel::N,పటకా,मेखला
610,Mütze::N,టోపి,टोपी
611,Schuh::N,పాదరక్ష,जूता
612,Stiefel::N,బూటు,बूट
613,Ring::N,ఉంగరము,अँगूठी
614,Band::N,నాడా,पट्टी
615,Kamm::N,దువ్వెన,कंघी
616,Spiegel::N,అద్దము,आईना
617,Spiegel::N,అద్దము,दर्पण
618,Riemen::N,వాడా,तसमा
619,Riemen::N,వాడా,पट्टा
620,Schnur::N,దారము,डोरी
621,Schnur::N,దారము,सुतली
622,Leine::N,వారు,रस्सी
623,Decke::N,కంబళి,रज़ाई
624,Kissen::N,తలగడ,तकिया
625,Kissen::N,తలగడ,गाद्दा
626,Tuch::N,బట్ట,रूमाल
627,Tuch::N,బట్ట,वस्त्र
628,Handtuch::N,తువాలు,अँगोछा
629,Kraft::N,బలము,ज़ोर
630,Kraft::N,బలము,शक्ति
631,Stärke::N,శక్తి,बल
632,Stärke::N,శక్తి,ताक़त
633,Gesundheit::N,ఆరోగ్యము,स्वास्थ्य
634,Gesundheit::N,ఆరోగ్యము,तंदुरुस्ती
635,Krankheit::N,రోగము,रोग
636,Krankheit::N,రోగము,बीमारी
637,Schmerz::N,నొప్పి,दर्द
638,Schmerz::N,నొప్పి,पीड़ा
639,Wunde::N,గాయము,घाव
640,Wunde::N,గాయము,ज़ख़्म
641,Fieber::N,జ్వరము,ज्वर
642,Fieber::N,జ్వరము,बुख़ार
643,Arznei::N,మందు,दवा
644,Arznei::N,మందు,औषाधि
645,Brücke::N,వంతెన,पुल
646,Brücke::N,వంతెన,सेतु
647,Brunnen::N,బావి,कुआँ
648,Brunnen::N,కూపము,कुआँ
649,Brunnen::N,నుయ్యి,कुआँ
650,Weide::N,పచ్చికబయలు,चरागाह
651,Pfad::N,కాలిత్రోవ,पथ
652,Pfad::N,కాలిత్రోవ,पगडंडी
653,Weg::N,మార్గము,मार्ग
654,Straße::N,బాట,राह
655,Straße::N,బాట,रास्ता
656,Dorf::N,గ్రామము,गाँव
657,Dorf::N,గ్రామము,ग्राम
658,Stadt::N,పట్టణము,शहर
659,Brief::N,జాబు,ख़त
660,Brief::N,జాబు,पत्र
661,Brief::N,జాబు,चिट्ठी
662,Buch::N,పుస్తకము,किताब
663,Buch::N,పుస్తకము,पुस्तक
664,Buchstabe::N,అక్షరము,अक्षर
