,Concept_ID,is,av
87,Eis::N,ís,цӏер
88,Frost::N,frost,замгьари
89,Kälte::N,kuldi,квач
90,Hitze::N,hiti,багӏари
91,Raureif::N,hrím,мартӏ
92,Regenbogen::N,regnbogi,нур
93,Regenbogen::N,regnbogi,чамбара
94,Donner::N,þruma,гъугъай
95,Donner::N,þruma,гъугъади
96,Strömung::N,straumur,чвахи
97,Tropfen::N,dropi,резел
98,Tropfen::N,dropi,тӏинкӏ
99,Tropfen::N,dropi,къатӏра
100,Tropfen::N,dropi,тӏенкӏел
101,Schaum::N,froða,полоп
102,Schmutz::N,óhreinindi,чороклъи
103,See::N,stöðuvatn,хӏор
104,Sumpf::N,fen,хьуцӏ
105,Moor::N,mýri,
106,Wiese::N,engi,мегъ
107,Wiese::N,engi,гӏурдаллъи
108,Wald::N,skógur,рохь
109,Hügel::N,hæð,гохӏ
110,Hügel::N,hóll,гохӏ
111,Anhöhe::N,hæð,сийитма
112,Anhöhe::N,hóll,сийитма
113,Berg::N,fell,мегӏер
114,Berg::N,fjall,мегӏер
115,Gipfel::N,tindur,тӏогь
116,Höhle::N,hellir,нохъо
117,Abhang::N,hlíð,лабаллъи
118,Abhang::N,brekka,лабаллъи
119,Quelle::N,lind,ицц
120,Quelle::N,uppspretta,ицц
121,Bach::N,lækur,лъар
122,Fluss::N,á,гӏор
123,Fluss::N,fljót,гӏор
124,Ufer::N,árbakki,рагӏал
125,Ufer::N,sjávarbakki,рагӏал
126,Küste::N,strönd,рагӏал
127,Festland::N,meginland,ракь
128,Festland::N,meginland,ракъдаллъи
129,Meer::N,haf,ралъад
130,Meer::N,sjór,ралъад
131,Bucht::N,vík,кӏветӏ
132,Insel::N,eyja,чӏинкӏиллъи
133,Blume::N,blóm,тӏегь
134,Gras::N,gras,хер
135,Wurzel::N,rót,кьибил
136,Baum::N,tré,гъветӏ
137,Stamm::N,stofn,рохти
138,Rinde::N,börkur,макъар
139,Ast::N,grein,ноцӏ
140,Zweig::N,angi,гӏаркьел
141,Zweig::N,kvistur,гӏаркьел
142,Blatt::N,blað,тӏамах
143,Birke::N,birki,мах
144,Birke::N,birki,махигъветӏ
145,Kiefer[Baum]::N,fura,накӏкӏигъветӏ
146,Weide[Baum]::N,víðir,рицӏцӏ
147,Weide[Baum]::N,víðir,рицӏцӏигъветӏ
148,Tanne::N,greni,ёлка
149,Horn::N,horn,лълъар
150,Feder::N,fjöður,хӏули
151,Fell::N,skinn,тӏом
152,Fell::N,skinn,цӏоко
153,Flügel::N,vængur,кваркьи
154,Klaue::N,kló,галъ
155,Kralle::N,kló,квачӏ
156,Kralle::N,kló,катиквачӏ
157,Schwanz::N,rófa,рачӏ
158,Schwanz::N,skott,рачӏ
159,Ei::N,egg,хоно
160,Nest::N,hreiður,бусен
161,Bau::N,greni,каратӏ
162,Bau::N,bæli,каратӏ
163,Tier::N,dýr,хӏайван
164,Herde::N,hjörð,рехъен
165,Herde::N,hjörð,рехъед
166,Kuh::N,kýr,гӏака
167,Bulle::N,boli,оц
168,Pferd::N,hestur,чу
169,Schaf::N,kind,чахъу
170,Schwein::N,svín,болъон
171,Hund::N,hundur,гьой
172,Katze::N,köttur,кету
173,Bär::N,björn,ци
174,Eichhörnchen::N,íkorni,гвангва
175,Elch::N,elgur,
176,Fuchs::N,refur,цер
177,Hase::N,héri,гӏанкӏ
178,Maus::N,mús,гӏункӏкӏ
179,Wolf::N,úlfur,бацӏ
180,Vogel::N,fugl,хӏинчӏ
181,Schwarm::N,sægur,тӏел
182,Huhn::N,hæna,гӏанкӏу
183,Hahn::N,hani,хӏелеко
184,Gans::N,gæs,хъаз
185,Adler::N,örn,цӏум
186,Ente::N,önd,ордек
187,Eule::N,uggla,беццаруз
188,Kranich::N,trana,къункъра
189,Krähe::N,kráka,гъеду
190,Kuckuck::N,gaukur,гагу
191,Schwan::N,svanur,хӏанкъва
192,Fisch::N,fiskur,ччугӏа
193,Barsch::N,aborri,окунь
194,Hecht::N,gedda,щука
195,Schlange[Tier]::N,naðra,борохь
196,Wurm::N,ormur,хӏапара
197,Spinne::N,kónguló,хъанхъра
198,Ameise::N,maur,цӏунцӏра
199,Laus::N,lús,нацӏ
200,Mücke::N,mý,кӏкӏара
201,Mücke::N,mýfluga,кӏкӏара
202,Fliege::N,fluga,тӏутӏ
203,Schmetterling::N,fiðrildi,кӏалкӏучӏ
204,Beere::N,ber,
205,Apfel::N,epli,гӏеч
206,Pilz::N,sveppur,гӏурдахӏан
207,Zwiebel::N,laukur,кӏочӏопер
208,Saat::N,fræ,хьон
209,Saat::N,útsæði,хьон
210,Korn::N,korn,мугь
211,Heu::N,hey,хер
212,Schale::N,hýði,хъал
213,Grube::N,gryfja,гвенд
214,Falle::N,gildra,къор
215,Falle::N,gildra,къотен
216,Schlinge::N,snara,кӏичӏ
217,Spur::N,spor,лъалкӏ
218,Asche::N,aska,рахъу
219,Dreck::N,óþverri,гъиз
220,Dreck::N,óþverri,хӏарщ
221,Eisen::N,járn,махх
222,Gold::N,gull,месед
223,Silber::N,silfur,гӏарац
224,Kohle::N,kol,тӏурччи
225,Glas::N,gler,цӏер
226,Lehm::N,leir,хӏатӏ
227,Sand::N,sandur,сали
228,Mensch::N,maður,чи
229,Mensch::N,manneskja,чи
230,Mann::N,maður,бихьинчи
231,Mann::N,karlmaður,бихьинчи
232,Frau::N,kona,гӏадан
233,Kind::N,barn,лъимер
234,Kind::N,krakki,лъимер
235,Junge::N,drengur,вас
236,Mädchen::N,stelpa,яс
237,Familie::N,fjölskylda,хъизан
238,Großvater::N,afi,кӏудада
239,Großmutter::N,amma,кӏодо
240,Eltern::N,foreldrar,эбел-эмен
241,Vater::N,faðir,эмен
242,Mutter::N,móðir,эбел
243,Sohn::N,sonur,вас
244,Tochter::N,dóttir,яс
245,Bruder::N,bróðir,вац
246,Schwester::N,systir,яц
247,Onkel::N,föðurbróðir,даци
248,Tante::N,frænka,ада
249,Tante::N,móðursystir,ада
250,Ehemann::N,eiginmaður,рос
251,Ehefrau::N,eiginkona,чӏужу
252,Freude::N,gleði,ракӏбохи
253,Gelächter::N,hlátur,релъи
254,Glück::N,gæfa,талихӏ
255,Glück::N,gæfa,талихӏ-рохел
256,Kummer::N,sorg,хӏалкъай
257,Wunsch::N,ósk,къасд
258,Lust::N,fýsn,гъира
259,Lust::N,löngun,гъира
260,Geist::N,andi,чӏанкӏ
261,Geist::N,andi,рухӏ-жан
262,Gedanke::N,hugsun,пикру
263,Gedächtnis::N,minni,
264,Verstand::N,vit,лумалъи
265,Verstand::N,vit,цӏодорлъи
266,Sinn::N,merking,магӏна
267,Grund::N,ástæða,багьана
268,Wahrheit::N,sannleikur,ритӏухълъи
269,Gespräch::N,samtal,накъит
270,Märchen::N,ævintýri,маргьа
271,Erzählung::N,saga,къиса
272,Nachricht::N,frétt,хабар
273,Neuigkeit::N,frétt,хабар-гӏазаб
274,Name::N,nafn,цӏар
275,Rätsel::N,gáta,бицанкӏо
276,Rede::N,ræða,речь
277,Rede::N,ræða,калам
278,Sprache::N,mál,мацӏ
279,Sprache::N,tungumál,мацӏ
280,Stimme::N,rödd,гьаракь
281,Wort::N,orð,рагӏи
282,Zeichen::N,tákn,ишара
283,Zeichen::N,tákn,гӏаламат
284,Zeichen::N,merki,ишара
285,Zeichen::N,merki,гӏаламат
286,Ruf::N,kall,ахӏи
287,Lärm::N,hávaði,хъуй
288,Lärm::N,hávaði,хъуди
289,Laut::N,hljóð,гьаракь
290,Laut::N,hljóð,сас
291,Ton::N,tónn,
292,Lied::N,ljóð,кечӏ
293,Lied::N,söngur,кечӏ
294,Ruhe::N,ró,рахӏат
295,Ruhe::N,kyrrð,рахӏат
296,Leute::N,fólk,гӏадамал
297,Volk::N,þjóð,халкъ
298,Arbeit::N,vinna,хӏалтӏи
299,Gast::N,gestur,гьобол
300,Geschenk::N,gjöf,сайигъат
301,Spiel::N,leikur,хӏай
302,Spiel::N,leikur,расанди
303,Gesellschaft::N,selskapur,жамагӏат
304,Hilfe::N,hjálp,кумек
305,Freund::N,vinur,гьудул
306,Kamerad::N,félagi,гьалмагъ
307,Angelegenheit::N,mál,къваригӏел
308,Angelegenheit::N,málefni,къваригӏел
309,Anzahl::N,tala,рикӏкӏен
310,Anzahl::N,fjöldi,рикӏкӏен
311,Art::N,tegund,жинс
312,Stück::N,biti,кесек
313,Stück::N,stykki,кесек
314,Teil::N,hluti,пай
315,Teil::N,partur,пай
316,Hälfte::N,helmingur,бащдаб
317,Kreis::N,hringur,гор
318,Kreuz::N,kross,хъанч
319,Kreuz::N,krossmark,хъанч
320,Linie::N,lína,мухъ
321,Strich::N,strik,хӏучч
322,Abstand::N,millibil,манзил
323,Entfernung::N,fjarlægð,манзил
324,Gegend::N,hérað,рахъ
325,Platz::N,pláss,бакӏ
326,Ort::N,staður,бакӏ
327,Seite::N,hlið,рахъ
328,Mitte::N,miðja,бакьулъбакӏ
329,Gegenstand::N,hlutur,жо
330,Sache::N,mál,жо
331,Rand::N,brún,мицӏир
332,Kante::N,rönd,рагӏал
333,Kante::N,rönd,рагӏа-ракьан
334,Ecke::N,horn,цили
335,Spitze::N,oddur,тӏогь
336,Ende::N,endi,кӏал
337,Loch::N,gat,каратӏ
338,Loch::N,hola,каратӏ
339,Winkel::N,skot,
340,Winkel::N,krókur,
341,Muster::N,munstur,накъиш
342,Größe::N,stærð,кӏодо́лъи
343,Länge::N,lengd,халалъи
344,Höhe::N,hæð,борхалъи
345,Gewicht::N,vigt,бакӏлъи
346,Gewicht::N,þyngd,бакӏлъи
347,Menge::N,magn,
348,Haufen::N,hrúga,гъуни
349,Haufen::N,haugur,гъуни
350,Reihe::N,röð,ирга́
351,Boot::N,bátur,раса
352,Ruder::N,ár,раххан
353,Schlitten::N,sleði,чанагъ
354,Ski::N,skíði,лыжаби
355,Lagerfeuer::N,varðeldur,цӏа
356,Last::N,byrði,бакӏлъи
357,Last::N,farmur,бакӏлъи
358,Gang::N,ganga,хьвади
359,Gang::N,ganga,хьвада-чӏвади
360,Schritt::N,skref,гали
361,Norden::N,norður,шимал
362,Süden::N,suður,юг
363,Süden::N,suður,къибла
364,Westen::N,vestur,гъарб
365,Westen::N,vestur,магъриб
366,Osten::N,austur,шаркъ
367,Osten::N,austur,машрикъ
368,Holz::N,viður,цӏул
369,Brett::N,fjöl,хъарщи
370,Platte::N,flötur,къоно
371,Stütze::N,stoð,
372,Stange::N,stöng,гӏер
373,Stock::N,prik,тӏил
374,Stock::N,stafur,тӏил
375,Stab::N,prik,гӏер
376,Stab::N,stafur,гӏер
377,Rohr::N,rör,турба
378,Rohr::N,pípa,турба
379,Haus::N,hús,ригь
380,Haus::N,hús,рукъзал
381,Heim::N,heimili,рукъ
382,Ofen::N,ofn,печь
383,Fußboden::N,gólf,чӏабар
384,Tisch::N,borð,стол
385,Stuhl::N,stóll,бакӏу
386,Wiege::N,vagga,кини
387,Bett::N,rúm,кровать
388,Bett::N,hvíla,кровать
389,Regal::N,hilla,хъарщи
390,Kiste::N,kassi,ящик
391,Kiste::N,kassi,тӏалагъуд
392,Fenster::N,gluggi,гордо
393,Tür::N,dyr,нуцӏа
394,Tür::N,hurð,нуцӏа
395,Tor::N,hlið,каву
396,Zaun::N,girðing,раци
397,Zaun::N,limgarður,раци
398,Dach::N,þak,тӏох
399,Leiter::N,stigi,мали
400,Besen::N,sópur,жул
401,Spaten::N,spaði,бел
402,Schaufel::N,skófla,раххан
403,Gabel::N,gaffall,гӏучӏ
404,Löffel::N,skeið,гъуд
405,Messer::N,hnífur,нус
406,Nagel::N,nögl,магӏ
407,Netz::N,net,гьин
408,Haken::N,krókur,гъанцӏа
409,Griff::N,tak,гӏоркь
410,Schloss::N,lás,кӏулал
411,Bild::N,mynd,сурат
412,Figur::N,stytta,
413,Puppe::N,brúða,нани
414,Beutel::N,poki,таргьа
415,Beutel::N,baggi,таргьа
416,Bündel::N,böggull,къай
417,Tasche::N,veski,сумка
418,Tasche::N,veski,къвачӏа
419,Eimer::N,fata,ведро
420,Deckel::N,lok,тӏалъел
421,Deckel::N,lok,дадитӏалъел
422,Geschirr::N,leirtau,цӏарагӏ
423,Sack::N,sekkur,хъап
424,Sack::N,sekkur,къандалъо
425,Tasse::N,bolli,чашка
426,Topf::N,pottur,хьаг
427,Kessel::N,ketill,хьаг
428,Kessel::N,ketill,гереги
429,Essen::N,matur,тӏагӏам
430,Nahrung::N,fæða,квен
431,Speise::N,réttur,квен
432,Speise::N,matarréttur,квен
433,Fleisch::N,kjöt,гьан
434,Getreide::N,korn,бугӏа-ролъ
435,Getreide::N,korn,могьолабл_культураби
436,Brei::N,grautur,карщ
437,Brot::N,brauð,чед
438,Scheibe::N,sneið,мочӏу
439,Fett::N,fita,беэнлъи
440,Butter::N,smjör,нах
441,Öl::N,olía,нах
442,Salz::N,salt,цӏам
443,Suppe::N,súpa,чурпа
444,Honig::N,hunang,гьоцӏо
445,Milch::N,mjólk,рахь
446,Tee::N,te,чай
447,Leder::N,skinn,тӏом
448,Wolle::N,ull,квас
449,Stoff::N,dúkur,ххам
450,Nadel::N,nál,рокӏкӏен
451,Faden::N,þráður,кун
452,Knopf::N,tala,маргъал
453,Knopf::N,hnappur,маргъал
454,Knoten::N,hnútur,гарацӏ
455,Farbe::N,málning,релъен
456,Kleidung::N,búningur,ретӏел
457,Kleidung::N,klæðnaður,ретӏел
458,Hemd::N,skyrta,гурде
459,Kragen::N,kragi,габур
460,Kragen::N,flibbi,габур
461,Ärmel::N,ermi,къвал
462,Hose::N,buxur,тӏажу
463,Gürtel::N,belti,рачел
464,Mütze::N,húfa,тӏагъур
465,Schuh::N,skór,
466,Stiefel::N,stígvél,этек
467,Stiefel::N,stígvél,чакма
468,Ring::N,hringur,баргъич
469,Band::N,band,лента
470,Kamm::N,greiða,гьоркьо
471,Spiegel::N,spegill,матӏу
472,Riemen::N,ól,рижу
473,Riemen::N,reim,рижу
474,Schnur::N,snúra,
475,Leine::N,band,
476,Decke::N,teppi,одея́ло
477,Kissen::N,koddi,къандалъо
478,Tuch::N,klútur,квархьи
479,Handtuch::N,þurrka,беркӏалрацӏцӏ
480,Handtuch::N,handklæði,беркӏалрацӏцӏ
481,Kraft::N,afl,гуч
482,Kraft::N,afl,къуват
483,Kraft::N,kraftur,гуч
484,Kraft::N,kraftur,къуват
485,Stärke::N,styrkur,хӏалкӏвей
486,Gesundheit::N,heilsa,сахлъи́
487,Gesundheit::N,heilbrigði,сахлъи́
488,Krankheit::N,sjúkdómur,унти
489,Krankheit::N,sjúkdómur,щокълъи
490,Schmerz::N,sársauki,унти
491,Wunde::N,sár,ругъун
492,Fieber::N,hitasótt,цӏа-кан
493,Arznei::N,lyf,дару
494,Brücke::N,brú,кьо
495,Brunnen::N,brunnur,гъуй
496,Weide::N,hagi,рицӏцӏ
497,Weide::N,hagi,лъичӏирма
498,Weide::N,hagi,гӏурдаллъи
499,Weide::N,hagi,ри́цӏигъветӏ
500,Weide::N,hagi,рицӏцӏигъветӏ
501,Pfad::N,stígur,сухъмахъ
502,Weg::N,vegur,нух
503,Straße::N,gata,нух
504,Straße::N,stræti,нух
505,Dorf::N,þorp,росу
506,Stadt::N,borg,шагьар
507,Brief::N,bréf,кагъат
508,Brief::N,bréf,рисалат
509,Buch::N,bók,тӏехь
510,Buchstabe::N,bókstafur,хӏарп
511,Zeitung::N,dagblað,газет
512,Leben::N,líf,яшав
513,Tod::N,dauði,хвел
514,Grab::N,gröf,хоб
515,Kirche::N,kirkja,килиса
516,Sünde::N,synd,хӏакъ
517,Sünde::N,synd,мунагь
518,Gott::N,guð,бичас
519,Gott::N,guð,аллагь
520,Arbeiter::N,verkamaður,хӏалтӏухъан
521,Chef::N,yfirmaður,хӏаким
522,Chef::N,yfirmaður,начальник
523,Meister::N,meistari,устар
524,Meister::N,meistari,мастер
525,Meister::N,meistari,махщалилав
526,Arzt::N,læknir,жайрахӏ
527,Lehrer::N,kennari,мугӏалим
528,Geld::N,peningar,гӏарац
529,Geschäft::N,viðskipti,
530,Laden::N,búð,тукен
531,Laden::N,verslun,тукен
532,Preis::N,verð,багьа
533,Ware::N,vara,къайи
534,Nutzen::N,gagn,мунпагӏат
535,Reichtum::N,auður,бечелъи
536,Welt::N,veröld,дуниял
537,Land::N,land,улка
538,Land::N,land,икълим
539,Staat::N,ríki,пачалихъ
540,König::N,konungur,пача
541,König::N,konungur,малик
542,König::N,konungur,къирал
543,König::N,konungur,падишагь
544,Macht::N,vald,кверщел
545,Grenze::N,landamæri,гӏорхъи
546,Krieg::N,stríð,рагъ
547,Feind::N,fjandmaður,тушман
548,Gewalt::N,ofbeldi,зулму
549,Kampf::N,bardagi,къеркьей
550,Bogen[Waffe]::N,bogi,газаргъо
551,Pfeil::N,ör,чӏор
552,Gewehr::N,byssa,туманкӏ
553,Fehler::N,villa,гъалатӏ
554,Lüge::N,lygi,гьереси
555,Schaden::N,skemmd,зиян
556,Schaden::N,skemmd,зарал
557,Unglück::N,óhamingja,балагь
558,Schuld::N,sök,гӏайиб
559,Alter::N,aldur,гӏумру
560,Schluss::N,lok,ахир
561,Schluss::N,endir,ахир
562,Zeit::N,tími,заман
563,Tag::N,dagur,къо
564,Morgen::N,morgunn,радалмех
565,Mittag::N,hádegi,къадемех
566,Abend::N,kvöld,релъедамех
567,Nacht::N,nótt,сордо
568,Woche::N,vika,анкь
569,Monat::N,mánuður,моцӏ
570,Jahr::N,ár,сон
571,Jahr::N,ár,лъагӏел
572,Frühling::N,vor,их
573,Sommer::N,sumar,рии
574,Herbst::N,haust,хасалихълъи
575,Winter::N,vetur,кьин
576,Januar::N,janúar,январь
577,Februar::N,február,февра́ль
578,März::N,mars,март
579,April::N,apríl,апрель
580,Mai::N,maí,май
581,Juni::N,júní,июнь
582,Juli::N,júlí,июль
583,August::N,ágúst,август
584,September::N,september,сентябрь
585,Oktober::N,október,октябрь
586,November::N,nóvember,ноябрь
587,Dezember::N,desember,декабрь
588,Montag::N,mánudagur,итни
589,Dienstag::N,þriðjudagur,талат
590,Mittwoch::N,miðvikudagur,арбагӏ
591,Donnerstag::N,fimmtudagur,хамиз
592,Freitag::N,föstudagur,рузман
593,Samstag::N,laugardagur,щамат
594,Sonntag::N,sunnudagur,гьатӏан
595,groß::A,stór,кӏудияб
596,klein::A,lítill,гьитӏинаб
597,lang::A,langur,халатаб
598,kurz::A,stuttur,къокъаб
599,breit::A,breiður,гӏебаб
600,schmal::A,mjór,къваридаб
601,dicht::A,þéttur,ризаб
602,dick[Gegenstand]::A,þykkur,бицатаб
603,dünn::A,þunnur,тӏеренаб
604,fein::A,fíngerður,тӏеренаб
605,fest::A,fastur,къвакӏараб
606,flach::A,flatur,чӏепараб
607,glatt::A,háll,цӏвакараб
608,glatt::A,sléttur,цӏвакараб
609,hart::A,harður,кьварараб
610,weich::A,mjúkur,тамахаб
611,rund::A,kringlóttur,гургинаб
612,spitz::A,oddhvass,бегӏераб
613,scharf::A,beittur,рекӏараб
614,stumpf::A,bitlaus,тӏехӏараб
615,stumpf::A,bitlaus,рекӏинчӏеб
616,schwer::A,þungur,бакӏаб
617,schön::A,fagur,берцинаб
618,schön::A,fallegur,берцинаб
619,heiß::A,heitur,лагьараб
620,warm::A,hlýr,хинаб
621,warm::A,heitur,хинаб
622,kalt::A,kaldur,квачараб
623,kühl::A,svalur,квачараб
624,frisch::A,frískur,цӏияб
625,feucht::A,rakur,рагьараб
626,feucht::A,þvalur,рагьараб
627,nass::A,votur,би́ччараб
628,nass::A,blautur,би́ччараб
629,trocken::A,þurr,бакъвараб
630,voll::A,fullur,
631,leer::A,tómur,чӏобогояб
632,offen::A,opinn,рагьараб
633,geschlossen::A,lokaður,рахараб-къараб
634,sauber::A,þrifinn,бацӏцӏадаб
635,schmutzig::A,óhreinn,гъизараб
636,schmutzig::A,sóðalegur,гъизараб
637,roh::A,hrár,хамаб
638,roh::A,hrár,гӏатӏгояб
639,reif::A,þroskaður,барщараб
640,lecker::A,ljúffengur,тӏагӏамаб
641,süß::A,sætur,гьуинаб
642,bitter::A,beiskur,кьогӏаб
643,sauer::A,súr,цӏекӏаб
644,hell::A,bjartur,канаб
645,dunkel::A,dimmur,бецӏаб
646,schwarz::A,svartur,чӏегӏераб
647,weiß::A,hvítur,хъахӏаб
648,rot::A,rauður,багӏараб
649,gelb::A,gulur,гӏобилаб
650,gelb::A,gulur,тӏогьилаб
651,blau::A,blár,хъахӏилаб
652,grün::A,grænn,гӏурччинаб
653,grau::A,grár,накӏкӏуяб
654,bunt::A,marglitur,къвекӏаб
655,bunt::A,marglitur,чара-гъараб
656,billig::A,ódýr,учузаб
657,teuer::A,dýr,хири́яб
658,wertvoll::A,verðmætur,къиматаб
659,blind::A,blindur,беццаб
660,taub::A,heyrnarlaus,гъугъаб
661,kräftig::A,öflugur,гучаб
662,stark::A,sterkur,къуватаб
663,schwach::A,veill,гӏажизаб
664,fett::A,feitur,кьарияб
665,schlank::A,grannur,чергесаб
666,schlank::A,spengilegur,чергесаб
667,hübsch::A,snotur,гьайбатаб
668,hübsch::A,laglegur,гьайбатаб
669,böse::A,illur,ракӏквешаб
670,böse::A,vondur,ракӏквешаб
671,dumm::A,heimskur,гьагаб
672,dumm::A,heimskur,гӏантаб
673,faul::A,latur,кӏохӏалаб
674,faul::A,latur,кӏухӏа́лаб
675,fleißig::A,iðinn,хӏаракатаб
676,geizig::A,nískur,къарумаб
677,klug::A,hygginn,лумияб
678,geschickt::A,fimur,махщел бугев
679,geschickt::A,laginn,махщел бугев
680,lieb::A,kær,гӏазизаб
681,lieb::A,ljúfur,гӏазизаб
682,lustig::A,kátur,кепаб
683,sanft::A,blíður,хӏалимаб
684,sanft::A,blíður,хӏере́наб
685,hungrig::A,soltinn,бакъараб
686,hungrig::A,hungraður,бакъараб
687,krank::A,sjúkur,щокъаб
688,krank::A,sjúkur,унтараб
689,nackt::A,nakinn,гӏицӏаб
690,nackt::A,nakinn,чӏанкӏараб
691,traurig::A,dapur,пашманаб
692,traurig::A,hryggur,пашманаб
693,lebendig::A,lifandi,чӏагояб
694,gut::A,góður,лъикӏаб
695,schlecht::A,slæmur,къадараб
696,schlecht::A,lélegur,къадараб
697,richtig::A,réttur,битӏараб
698,schlimm::A,slæmur,нажасаб
699,schlimm::A,slæmur,къабихӏаб
700,wahr::A,sannur,хӏакъаб
701,wahr::A,sannur,битӏараб
702,alt::A,gamall,басрияб
703,neu::A,nýr,цӏияб
704,ehemalig::A,fyrrverandi,цебе́госеб
705,alt[Lebewesen]::A,gamall,хераб
706,jung::A,ungur,тӏинчӏаб
707,jung::A,ungur,гӏолохъанаб
708,arm::A,vesall,пакъираб
709,arm::A,fátækur,пакъираб
710,reich::A,ríkur,бечедаб
711,reich::A,auðugur,бечедаб
712,bekannt::A,kunnugur,лъалеб
713,berühmt::A,frægur,машгьураб
714,fremd::A,framandi,чияр
715,fremd::A,ókunnugur,чияр
716,verschieden::A,ýmis,батӏи-батӏияб
717,nah::A,nálægur,гӏагарда бугеб
718,fern::A,fjarri,рикӏкӏадаб
719,fern::A,fjarlægur,рикӏкӏадаб
720,linker::A,vinstri,квегӏаб
721,rechter::A,hægri,кваранаб
722,anderer::A,annar,батӏияб
723,erster::A,fyrsti,тӏоцебесеб
724,zweiter::A,annar,кӏиабилеб
725,dritter::A,þriðji,лъабабилеб
726,letzter::A,síðasti,ахирисеб
727,allein::ADV,einn,ялгъузго
728,allein::ADV,aleinn,ялгъузго
729,auf einmal::ADV,allt í einu,цихӏинтӏаго
730,zusammen::ADV,saman,цойида
731,lange::ADV,lengi,
732,plötzlich::ADV,skyndilega,цойидасанго
733,sofort::ADV,strax,гьебсагӏат
734,sofort::ADV,þegar í stað,гьебсагӏат
735,später::ADV,seinna,
736,jetzt::ADV,nú,гьанже
737,jetzt::ADV,núna,гьанже
738,heute::ADV,í dag,жакъа
739,morgen::ADV,á morgun,метер
740,bald::ADV,brátt,гьабсагӏаталъ
741,bald::ADV,bráðum,гьабсагӏаталъ
742,dann::ADV,svo,цинги
743,dann::ADV,síðan,цинги
744,gestern::ADV,í gær,сон
745,einst::ADV,forðum,цин
746,damals::ADV,þá,гьебмехалъ
747,damals::ADV,þá,гьебмехалда
748,damals::ADV,á þeim tímum,гьебмехалъ
749,damals::ADV,á þeim tímum,гьебмехалда
750,danach::ADV,á eftir því,цинги
751,danach::ADV,á eftir því,хадуса
752,vorher::ADV,áður,цебе
753,zuerst::ADV,fyrst,тӏоцебе
754,einmal::ADV,einu sinni,цинцӏул
755,einmal::ADV,einu sinni,цихӏин
