,Concept_ID,he,kl
748,auf einmal::ADV,בו-זמנית,tassanngaannaq
749,zusammen::ADV,ביחד,attaasa
750,zusammen::ADV,ביחד,attarmik
751,lange::ADV,הרבה זמן,akuni
752,plötzlich::ADV,לפתע,tassanngaannaq
753,plötzlich::ADV,פתאום,tassanngaannaq
754,sofort::ADV,מיד,erniinnaq
755,später::ADV,לאחר זמן,kingorna
756,später::ADV,יותר מאחר,kingorna
757,jetzt::ADV,עכשיו,maanna
758,jetzt::ADV,עכשיו,massakkut
759,heute::ADV,היום,ullumi
760,morgen::ADV,מחר,aqagu
761,bald::ADV,בקרוב,erniinnaq
762,dann::ADV,אחר-כך,taava
763,gestern::ADV,אתמול,ippassaq
764,einst::ADV,לפנים,ataatsimik
765,einst::ADV,לפנים,ilaanni
766,damals::ADV,אז,taamani
767,damals::ADV,אז,taamanikkut
768,damals::ADV,אז,taassumuunakkut
769,danach::ADV,אחר-כך,taava
770,vorher::ADV,לפני זה,siornagut
771,zuerst::ADV,קדם,
772,einmal::ADV,פעם,ilaanni
773,einmal::ADV,פעם,ataatsimik
774,manchmal::ADV,לפעמים,qaqutigu
775,manchmal::ADV,לפעמים,qaqutigut
776,oft::ADV,לעתים קרובות,akulikitsumik
777,immer::ADV,תמיד,tamatigut
778,niemals::ADV,אף פעם,
779,hier::ADV,כאן,maani
780,hierhin::ADV,פה,maani
781,von hier::ADV,מפה,
782,dort::ADV,שם,
783,dorthin::ADV,שם,ikuuna
784,geradeaus::ADV,ישר,narlumut
785,vorwärts::ADV,קדימה,pilangavoc
786,rückwärts::ADV,לאחור,kingumut
787,rückwärts::ADV,לאחור,tunumut or tunummut
788,zurück::ADV,בחזרה,kingumut
789,zurück::ADV,בחזרה,tunumut or tunummut
790,zurück::ADV,אחורנית,kingumut
791,zurück::ADV,אחורנית,tunumut or tunummut
792,unten::ADV,למטה,kana
793,hinab::ADV,למטה,qiviu
794,oben::ADV,מעל,
795,oben::ADV,למעלה,
796,hinauf::ADV,למעלה,
797,überall::ADV,בכל מקום,tamaginni
798,überall::ADV,בכל מקום,tamani tamaani
799,nicht::ADV,לא,
800,ein wenig::ADV,קצת,
801,kaum::ADV,בקשי,qaqutigorsuaq
802,sehr::ADV,מאוד,assut
803,so::ADV,כך,
804,so::ADV,ככה,
805,noch::ADV,עוד,qeratavoq
806,noch::ADV,עדין,qeratavoq
807,nur::ADV,רק,
808,schon::ADV,כבר,taava-una
809,wieder::ADV,שוב,kingumut
810,vergebens::ADV,לריק,angiluk
811,vergebens::ADV,לשוא,angiluk
812,vor::PRP,מול,
813,hinter::PRP,מאחורי,
814,unter::PRP,מתחת,
815,durch::PRP,דרך,
816,neben::PRP,ליד,
817,neben::PRP,על-יד,
818,zwischen::PRP,בין,
819,wegen::PRP,בשל,
820,wegen::PRP,בגלל,
821,dies::PRN,זה,manna
822,dies::PRN,זה,matuma
823,das::PRN,זה,ua
824,alles::PRN,הכל,
825,ich::PRN,אני,uanga
826,du::PRN,את,illit
827,du::PRN,אתה,illit
828,er::PRN,הוא,una
829,wir::PRN,אנחנו,uagut
830,ihr::PRN,לה,ilissi
831,sie::PRN,הם,uku
832,was::FPRN,מה,aat?
833,wer::FPRN,מי,kikkut
834,wo::FADV,איפה,sumi
835,wohin::FADV,לאן,sumut
836,wie::FADV,איך,qanoq
837,warum::FADV,למה,sooq
838,wieviel::FNUM,כמה,qassit
839,wieviel::FNUM,כמה,qanoq atsigisumik?
840,eins::NUM,אחד,ataaseq
841,zwei::NUM,שתים,marluk
842,drei::NUM,שלושה,pingasut
843,vier::NUM,ארבעה,sisamat
844,vier::NUM,ארבעה,qajuusat
845,fünf::NUM,חמשה,tallimat
846,sechs::NUM,ששה,arfineq
847,sechs::NUM,ששה,arfinillit
848,sieben::NUM,שבעה,arfineq-marluk
849,acht::NUM,שמונה,arfineq pingasut
850,neun::NUM,תשעה,qulingiluat
851,neun::NUM,תשעה,arfineq sisamat
852,zehn::NUM,עשרה,qulit
853,elf::NUM,אחת עשרה,aqqaneq
854,zwölf::NUM,שתים עשרה,aqqaneq-marluk
855,zwanzig::NUM,עשרים,tyve
856,dreißig::NUM,שלושים,tredive
857,dreißig::NUM,שלושים,pingasunik qulillit
858,vierzig::NUM,ארבעים,fyrre
859,fünfzig::NUM,חמשים,halvtreds
860,fünfzig::NUM,חמשים,tallimanik qulillit
861,sechzig::NUM,ששים,tres
862,siebzig::NUM,שבעים,halvfjerds
863,achtzig::NUM,שמונים,firs
864,neunzig::NUM,תשעים,halvfems
865,hundert::NUM,מאה,et hundrede
866,tausend::NUM,אלף,et tusinde
867,und::CNJ,ו,aamma
868,oder::CNJ,או,imalluunnit
869,stehen::V,עמד,sikingavoq
870,sitzen::V,ישב,ingippoq
871,liegen::V,שכב,nalavoq
872,liegen::V,שכב,aqupivoq
873,hängen::V,היה תלוי,nivinngarpaa
874,werden::V,הפך ל,pinngorpoq
875,passieren::V,קרה,pivoq
876,beginnen::V,התחיל,aallarnerpaa
877,enden::V,הסתים,naggaserpaa
878,wechseln::V,השתנה,immikkut ilivoq
879,aufgehen[Sonne]::V,זרח,
880,untergehen[Sonne]::V,שקע,ilioqqaasoq
881,scheinen[Sonne]::V,בהק,qinnorpoq
882,scheinen[Sonne]::V,בהק,qinngorpoq
883,donnern::V,רעם,kalleq
884,wehen::V,נשב,timmivoq
885,strömen::V,זרם,
886,fließen::V,זרם,
887,sich drehen::V,הסתובב,ipippaa
888,schwanken::V,התנודד,aalavoq
889,schwingen::V,התנענע,issakajaat or issakatsiaarut
890,fallen::V,נפל,quasivaa
891,brennen::V,בער,seerpoq
892,brennen::V,בער,uuppaa
893,rauchen::V,עשן,pujoorpoq
894,regnen::V,ירד גשם,siallerpoq
895,gefrieren::V,קפא,qiulerpoq
896,tauen::V,נמס,aappoq
897,schmelzen::V,התיך,aappoq
898,schmelzen::V,התיך,aatsippaa
899,trocknen::V,התיבש,panerserpaa
900,sieden::V,רתח,qalappoq
901,faulen::V,רקב,
902,verfaulen::V,רקב,
903,reißen::V,נקרע,qulli
904,reißen::V,נקרע,alittorpaa
905,reißen::V,נקרע,kimillanneq
906,versinken::V,טבע,kivivaa
907,versinken::V,טבע,apparpoq
908,vergehen::V,עבר,qaangerpaa
909,vergehen::V,עבר,sarsuppoq
910,erscheinen::V,נגלה,takutippoq
911,erscheinen::V,הופיע,takutippoq
912,verschwinden::V,נעלם,
913,sinken::V,ירד,kivivaa
914,sinken::V,ירד,apparpoq
915,abnehmen::V,הפחית,ikillipput
916,zunehmen::V,רבה,allisippaa
917,steigen::V,עלה,allisippaa
918,wachsen::V,גדל,allivoq
919,glänzen::V,נצץ,qinngorpoq
920,glänzen::V,נצץ,qinnorpoq
921,glänzen::V,בהק,qinngorpoq
922,glänzen::V,בהק,qinnorpoq
923,funkeln::V,נצנץ,uisorilavoq
924,lärmen::V,רעש,
925,läuten::V,צלצל,avilualaarpoq
926,klingeln::V,צלצל,aviluarpoq
927,klingeln::V,צלצל,aviluarpaluppoq
928,klirren::V,קרקש,
929,brausen::V,געש,ittuk
930,brausen::V,געש,ittuppoq
931,brausen::V,געש,ittuppaluppoq
932,rauschen::V,רשרש,
933,klingen::V,נשמע,
934,bellen::V,נבח,qiluppoq
935,heulen::V,ילל,maarpoq
936,heulen::V,ילל,maalavoq
937,heulen::V,ילל,miaggoorpoq
938,blasen::V,נשף,aporneq
939,pfeifen::V,שרק,siggartartitsivoq
940,pfeifen::V,שרק,siorsulavoq
941,schreien::V,צעק,suaarpoq
942,stöhnen::V,נאנק,nipiliorpoq
943,stöhnen::V,נאנק,nipilliorpoq
944,zittern::V,רעד,qarsulivik
945,leben::V,חי,inuuvoq
946,geboren werden::V,נולד,inuuvoq
947,geboren werden::V,נולד,inunngorpoq
948,atmen::V,נשם,anersaarpoq
949,trinken::V,שתה,imerpoq
950,essen::V,אכל,tamorpoq
951,schlucken::V,בלע,tuluarnaq
952,müde werden::V,התעיף,
953,einschlafen::V,נרדם,sinippoq
954,schlafen::V,ישן,sinik
955,aufwachen::V,התעורר,iterpoq
956,aufwachen::V,התעורר,eqqumavoq
957,aufstehen::V,קם,makippoq
958,sich erholen::V,נפש,qasuerserpoq
959,krank werden::V,חלה,
960,krank sein::V,היה חולה,
961,schmerzen::V,כאב,anneraa
962,schmerzen::V,כאב,annernarpoq
963,husten::V,השתעל,quersorpoq
964,genesen::V,הבריא,ajunngissivoq
965,genesen::V,הבריא,ilisimmarpoq
966,genesen::V,הבריא,ilorrippoq
967,sterben::V,מת,toquvoq
968,umkommen::V,נספה,
969,sich bewegen::V,נע,ingerlavoq
970,sich rühren::V,זז,
971,sich erheben::V,קם,
972,sich setzen::V,התישב,ingippoq
973,hinfallen::V,נפל,
974,laufen::V,הלך ברגל,arpappoq
975,schreiten::V,פסע,ingerlavoq
976,spazierengehen::V,טיל,utertakajaarpoq
977,spazierengehen::V,טיל,utertakattajaarpoq
978,eilen::V,אץ,qaa qaa
979,eilen::V,אץ,qiilasaarpoq
980,eilen::V,אץ,ingerlasaarpaa
981,eilen::V,מהר,qaa qaa
982,eilen::V,מהר,qiilasaarpoq
983,eilen::V,מהר,ingerlasaarpaa
984,sich beeilen::V,מהר,tuaviorpoq
985,sausen::V,אץ,uiguut
986,rennen::V,רץ,igivoq
987,springen::V,קפץ,upernassaq
988,klettern::V,טפס,pilaakkeerpoq
989,schaukeln::V,התנדנד,aalavoq
990,kriechen::V,זחל,
991,schwimmen::V,שחה,naluppoq
992,tauchen::V,צלל,allorpoq
993,rudern::V,חתר,ipuppaa
994,fahren::V,נסע,qimusserpoq
995,fliegen::V,עף,timmivoq
996,gehen::V,הלך,
997,weggehen::V,עזב,piiarpoq
998,abfahren::V,יצא,
999,anhalten::V,עצר,unitsippaa
1000,hineingehen::V,נכנס,timaappaa
1001,eintreten::V,נכנס,allattorpaa
1002,kommen::V,בא,qaa-
1003,kommen::V,בא,pivaa
1004,ankommen::V,הגיע,tikippoq
1005,zurückkommen::V,שב,angerlarpoq
1006,zurückkommen::V,חזר,angerlarpoq
1007,bleiben::V,נשאר,uninngavoq
1008,warten::V,חכה,paavoq
1009,warten::V,חכה,utaqqivoq
1010,warten::V,המתין,paavoq
1011,warten::V,המתין,utaqqivoq
1012,erwarten::V,צפה,
1013,suchen::V,חפש,nivivaa
1014,finden::V,מצא,nanivaa
1015,versuchen::V,נסה,uuppaa
1016,versuchen::V,נסה,ussersarpaa
1017,vorbereiten::V,הכין,piareersarpaa
1018,lieben::V,אהב,asavaa
1019,mögen::V,אהב,akaaraa
1020,lachen::V,צחק,
1021,rühren::V,נגע ללב,qeerlerpaa
1022,weinen::V,בכה,qiavoq
1023,schimpfen::V,גער,qatimaarpoq
1024,sich ärgern::V,זעם,ugguutigaa
1025,sich ärgern::V,כעס,ugguutigaa
1026,sich fürchten::V,פחד,eqqanaarpoq
1027,sich fürchten::V,חשש,eqqanaarpoq
1028,fürchten::V,פחד מ,ersigaa
1029,fürchten::V,חשש מ,ersigaa
1030,fliehen::V,ברח,qimaavoq
1031,flüchten::V,נמלט,allikarfigaa
1032,sehen::V,ראה,isigaa
1033,anschauen::V,הביט,
1034,ansehen::V,התבונן,alaatsinaappaa
1035,hören::V,שמע,tusarpaa
1036,zuhören::V,הקשיב,naalappoq
1037,probieren::V,נסה,
1038,riechen::V,הריח,tipippoq
1039,fühlen::V,חש,misigaa
1040,scheinen::V,נדמה,takutippoq
1041,zu sehen sein::V,נראה,
1042,vernehmen::V,נודע ל,
1043,frieren::V,קר ל,qiiavoq
1044,tun::V,פעל,iliorpoq
1045,können::V,יכל,
1046,wollen::V,רצה,piumavaa
1047,anfangen::V,התחיל,pilerpoq
1048,beenden::V,גמר,naggaserpaa
1049,aufhören::V,סים,naammatsippaa
1050,gelingen::V,הצליח,
1051,geraten::V,עלה,
1052,öffnen::V,פתח,ammarpaa
1053,schließen::V,סגר,matuaa
1054,stellen::V,העמיד,ilivaa
1055,stellen::V,העמיד,iliorarpai
1056,stellen::V,העמיד,ilioqqarpai
1057,setzen::V,הושיב,iliorarpai
1058,setzen::V,הושיב,ilioqqarpai
1059,legen::V,שם,ilivaa
1060,berühren::V,נגע,attorpaa
1061,verbinden::V,קשר,taperserpaa
1062,bedecken::V,כסה,iikkerpaa
1063,bedecken::V,כסה,iikkersorpaa
1064,aufhängen::V,תלה,inivaa
1065,aufhängen::V,תלה,iniorarpai
1066,anzünden::V,הצית,saggaavoq
1067,aufheben::V,אסף,allisippaa
1068,zurücklassen::V,השאיר,aallarpoq
1069,verlieren::V,אבד,annaavaa
1070,fallen lassen::V,שמט,nakkaavaa
1071,fallen lassen::V,הפיל,nakkaavaa
1072,machen::V,עשה,iliorpoq
1073,herstellen::V,יצר,anillatsippaa
1074,bauen::V,בנה,marrarterpaa
1075,reparieren::V,תקן,iluarsaappaa
1076,verbessern::V,שפר,naqqippaa
1077,ändern::V,שנה,
1078,graben::V,חפר,assappaa
1079,beugen::V,כפף,qappappoq
1080,biegen::V,כופף,qappappoq
1081,drehen::V,סובב,
1082,wenden::V,הפך,assappaa
1083,wenden::V,הפך,assakarpoq
1084,umdrehen::V,סובב,assakartippaa
1085,heben::V,הרים,kivippaa
1086,hochheben::V,הרים,kissumiarpaa
1087,ergreifen::V,אחז,isaappaa
1088,ergreifen::V,אחז,isaguppaa
1089,halten::V,החזיק,minarpaa
1090,drücken::V,לחץ,naqittaat
1091,schieben::V,הזיז,
1092,kratzen::V,שרט,qitsuppaa
1093,kratzen::V,שפשף,qitsuppaa
1094,lecken::V,לקק,aluppaa
1095,beißen::V,נשך,kiivaa
1096,abreißen::V,קרע,aqqarpaa
1097,abreißen::V,קרע,isaterpaa
1098,abschneiden::V,חתך,kipivaa
1099,binden::V,קשר,kakkersarpaa
1100,stecken::V,תקע,kussunneq
1101,brechen::V,שבר,nallorpaa
1102,klopfen::V,נקש,pattappaa
1103,hauen::V,הכה,aqivaa
1104,kleben::V,הדביק,qaappoq
1105,reiben::V,שפשף,tagiarpaa
1106,reiben::V,שפשף,tangiarpaa
1107,streichen::V,מרח,erlerpoq
1108,schleifen::V,השחיז,sequppaa
1109,schneiden::V,גזר,uullivoq
1110,rütteln::V,נענע,
1111,schütteln::V,נער,aalavoq
1112,schwenken::V,נופף,issarpoq
1113,schwenken::V,טלטל,issarpoq
1114,schütten::V,שפך,
1115,füllen::V,מלא,immerpaa
1116,einwickeln::V,עטף,immoqquserpaa
1117,tragen::V,נשא,maqippaa
1118,tragen::V,נשא,assartorpoq
1119,schleppen::V,סחב,assartorpoq
1120,ziehen::V,משך,kalippaa
1121,ziehen::V,משך,kalissarpoq
1122,aufbewahren::V,שמר,toqqorpaa
1123,werfen::V,זרק,kuivaa
1124,fangen::V,תפס,anguaa
1125,packen::V,אחז,
1126,verstecken::V,החביא,anngigaa
1127,teilen::V,חלק,agguut
1128,teilen::V,חלק,agguusersorpaa
1129,schicken::V,שלח,nassiuppaa
1130,bringen::V,הביא,aggiuppaa
1131,bringen::V,הביא,nassataraa
1132,hinzufügen::V,הוסיף,
1133,bekommen::V,תפס,tiguaa
1134,erhalten::V,קבל,tiguaa
1135,nehmen::V,אחז,pivoq
1136,nehmen::V,אחז,tiguaa
1137,wählen::V,בחר,
1138,auswählen::V,בחר ב,
1139,bewahren::V,קים,sukkunik simerserpaa
1140,behindern::V,מנע,
1141,verderben::V,מנע,asiutippaa
1142,verderben::V,מנע,piuneerunnerit
1143,beschädigen::V,הזיק,
1144,zerbrechen::V,נשבר,ukuvoq
1145,zerreißen::V,קרע,tisavaa
1146,zerreißen::V,קרע,alittorpaa
1147,zerstören::V,הרס,aserorpaa
1148,zerstören::V,השמיד,aserorpaa
1149,verbrennen::V,שרף,seerpoq
1150,geben::V,נתן,pivoq
1151,reichen::V,העביר,
1152,schenken::V,נתן במתנה,
1153,versprechen::V,הבטיח,neriorsorpaa
1154,wünschen::V,אחל,kissaat
1155,loben::V,שבח,nersorpaa
1156,loben::V,שבח,nersornaat
1157,küssen::V,נשק,kunippaa
1158,küssen::V,נשק,kunissorpaa
1159,wiegen::V,נדנד,
1160,zudecken::V,כסה,majorpaa
1161,wecken::V,עורר,itersarpaa
1162,zeigen::V,הראה,tikkuuppaa
1163,führen::V,הביא,tasissiuppaa
1164,führen::V,הביא,ilitsersorpaa
1165,führen::V,הביא,tasissersuuppaa
1166,führen::V,הוביל,tasissiuppaa
1167,führen::V,הוביל,ilitsersorpaa
1168,führen::V,הוביל,tasissersuuppaa
1169,lehren::V,למד,ilinniartippaa
1170,unterrichten::V,למד,ajoqerpaa
1171,unterrichten::V,למד,ajoqersorpaa
1172,unterrichten::V,למד,ilinniartitsivoq
1173,aufziehen::V,רומם,inororsarpaa
1174,leiten::V,נהל,iluatsippaa
1175,antreiben::V,המרץ,ikusimmippaa
1176,lassen::V,נתן,
1177,einladen::V,הזמין,qaaqquaa
1178,einladen::V,הזמין,qaasarpaa
1179,vereinigen::V,אחד,taperserpaa
1180,vereinigen::V,לכד,taperserpaa
1181,besuchen::V,בקר,tikeraarpaa
1182,treffen::V,פגש,aporappaa
1183,sich versammeln::V,התאסף,majorpoq
1184,spielen::V,שחק,pinnguarpoq
1185,singen::V,שר,erinarsorpoq
1186,tanzen::V,רקד,qitippoq
1187,sich trennen::V,נפרד,immikkoortippaa
1188,verlassen::V,עזב,
1189,retten::V,הציל,annaappaa
1190,bewachen::V,שמר,
1191,schützen::V,אבטח,eriagaa
1192,schützen::V,אבטח,pineqartaalivaa
1193,verteidigen::V,הגן,
1194,sich schlagen::V,התכתש,
1195,schießen::V,ירה,aallaavaa
1196,schießen::V,ירה,piseriuppaa
1197,siegen::V,גבר,
1198,siegen::V,נצח,
1199,ärgern::V,עצבן,ninngassarpaa
1200,ärgern::V,עצבן,ninngassaarpaa
1201,schlagen::V,הכה,unatarpaa
1202,schlagen::V,הלקה,unatarpaa
1203,treten::V,בעט,tukerpoq
1204,stechen::V,דקר,iguppaa
1205,stechen::V,דקר,qasilippoq
1206,stoßen::V,דחק,ikuserpaa
1207,stoßen::V,דחק,ikusimmippaa
1208,stehlen::V,גנב,tillippaa
1209,stören::V,קטע,akornuserpaa
1210,stören::V,הפריע,akornuserpaa
1211,belästigen::V,הציק,
1212,belästigen::V,הטריד,
1213,verbergen::V,הצניע,anngigaa
1214,täuschen::V,שגע,
1215,betrügen::V,הונה,peqquserluttuliorfigaa
1216,töten::V,הרג,maappaa
1217,töten::V,הרג,toquppaa
1218,wohnen::V,גר,najugaqarpoq
1219,arbeiten::V,עבד,sulivoq
1220,sammeln::V,אסף,katersorpai
1221,pflücken::V,קטף,
1222,jagen::V,צד,piniarpoq
1223,fischen::V,דג,aalisarpoq
1224,fassen::V,תפס,
1225,hüten::V,רעה,
1226,treiben::V,הוציא,
1227,anbinden::V,קשר,qilerut
1228,anbinden::V,קשר,qilersorpaa
1229,anbinden::V,קשר,ungerlatserpaa
1230,füttern::V,הלעיט,nerlerpaa
1231,melken::V,חלב,
1232,hacken::V,קצץ,
1233,gießen::V,השקה,imerterpaa
1234,reifen::V,בשל,
1235,zubereiten::V,הכין,
1236,kochen::V,בשל,igavoq
1237,backen::V,אפה,
1238,braten::V,צלה,siappaa
1239,braten::V,טגן,siappaa
1240,umrühren::V,ערבב,qeerlerpaa
1241,stricken::V,סרג,
1242,nähen::V,תפר,
1243,färben::V,צבע,misuppaa
1244,reinigen::V,נקה,sanniarpaa
1245,waschen::V,רחץ,asappaa
1246,waschen::V,כבס,asappaa
1247,abwischen::V,נגב,saligarpaa
1248,abwischen::V,נגב,saligartorpaa
1249,spülen::V,שטף,
1250,fegen::V,טאטא,sanngiarpaa
1251,kehren::V,טאטא,
1252,baden::V,טבל,uffarpoq
1253,baden::V,שחה,uffarpoq
1254,sich waschen::V,התרחץ,uffarpoq
1255,ausziehen::V,הוריד,annoraajarpaa
1256,anziehen::V,לבש,ativaa
1257,anziehen::V,לבש,atitippaa
1258,sich anziehen::V,התלבש,atisalersorpoq
1259,kämmen::V,סרק,
1260,schmücken::V,קשט,
1261,sagen::V,אמר,oqarpoq
1262,sprechen::V,דבר,oqaluttarpoq
1263,reden::V,דבר,oqaluppoq
1264,sich unterhalten::V,שוחח,
1265,fragen::V,שאל,aperaa
1266,bitten::V,בקש,aperaa
1267,bitten::V,בקש,qinnuigaa
1268,erzählen::V,ספר,oqaluttuaraa
1269,mitteilen::V,מסר,oqalualaarpoq
1270,mitteilen::V,הודיע,oqalualaarpoq
1271,nennen::V,קרא בשם,
1272,rufen::V,גיס,qaaqquaa
1273,rufen::V,הזמין לבוא,qaaqquaa
1274,prahlen::V,התרברב,oqqartuvoq
1275,prahlen::V,התרברב,oqallortuvoq
1276,übersetzen::V,תרגם,ikaarpoq
1277,übersetzen::V,תרגם,nutserpaa
1278,denken::V,חשב,isumaqarpoq
1279,glauben::V,האמין,upperaa
1280,glauben::V,האמין,isumaqarpoq
1281,bemerken::V,הבחין,
1282,erkennen::V,זהה,ilisaraa
1283,begreifen::V,קלט,
1284,begreifen::V,הבין,
1285,verstehen::V,הבין,paasivaa
1286,lernen::V,למד,ilinniarpoq
1287,wissen::V,ידע,nalunngilaa
1288,sich erinnern an::V,זכר,eqqaavaa
1289,vergessen::V,שכח,puiorpaa
1290,messen::V,מדד,ussersarpaa
1291,zählen::V,ספר,kisitsivoq
1292,rechnen::V,חשב,kisitsivoq
1293,lesen::V,קרא,atuarpoq
1294,malen::V,ציר,qalipappaa
1295,zeichnen::V,שרטט,
1296,schreiben::V,כתב,allappoq
1297,besitzen::V,היה בעל של,
1298,kaufen::V,קנה,pisiaraa
1299,kaufen::V,רכש,pisiaraa
1300,verkaufen::V,מכר,akigaa
1301,bezahlen::V,שלם,akilerpaa
1302,zahlen::V,שלם,
1303,beherrschen::V,שלט,inappaa
1304,ertragen::V,סבל,ernertaaraa
