,Concept_ID,no,mn
292,Gedächtnis::N,minne,цээж
293,Gedächtnis::N,hukommelse,ой
294,Gedächtnis::N,hukommelse,цээж
295,Verstand::N,forstand,ухаан
296,Sinn::N,mening,утга
297,Sinn::N,betydning,утга
298,Grund::N,grunn,учир
299,Wahrheit::N,sannhet,үнэн
300,Gespräch::N,samtale,яриа
301,Märchen::N,eventyr,явган үлгэр
302,Erzählung::N,fortelling,тууж
303,Nachricht::N,melding,мэдээ
304,Neuigkeit::N,nyhet,сонин
305,Name::N,navn,нэр
306,Rätsel::N,gåte,оньсого
307,Rede::N,tale,хэлсэн үг
308,Sprache::N,språk,хэл
309,Stimme::N,stemme,дуу
310,Wort::N,ord,үг
311,Zeichen::N,tegn,тамга
312,Zeichen::N,tegn,тэмдэг
313,Ruf::N,rop,дуудлага
314,Lärm::N,bråk,шуугиан
315,Lärm::N,bråk,чимээ
316,Laut::N,lyd,анир
317,Laut::N,lyd,дуу
318,Ton::N,tone,авиа
319,Ton::N,tone,аялгуу
320,Lied::N,vise,дуу
321,Ruhe::N,ro,энх
322,Ruhe::N,ro,тайван
323,Leute::N,folk,хүмүүс
324,Volk::N,folk,улс
325,Arbeit::N,arbeid,ажил
326,Arbeit::N,arbeid,хөдөлмөр
327,Gast::N,gjest,зочин
328,Gast::N,gjest,айлчин
329,Geschenk::N,gave,бэлэг
330,Spiel::N,lek,наадам
331,Spiel::N,lek,тоглоом
332,Spiel::N,spill,наадам
333,Spiel::N,spill,тоглоом
334,Gesellschaft::N,selskap,хамт байх
335,Hilfe::N,hjelp,тусламж
336,Freund::N,venn,найз
337,Freund::N,venn,нөхөр
338,Kamerad::N,kamerat,хань
339,Kamerad::N,kamerat,нөхөр
340,Angelegenheit::N,sak,хэрэг
341,Angelegenheit::N,anliggende,хэрэг
342,Anzahl::N,antall,тоо
343,Art::N,art,төрөл
344,Art::N,art,янз
345,Art::N,slag,төрөл
346,Art::N,slag,янз
347,Stück::N,stykke,хэсэг
348,Teil::N,del,хувь
349,Teil::N,del,хэсэг
350,Hälfte::N,halvdel,хагас
351,Kreis::N,ring,тойрог
352,Kreis::N,ring,хүрээ
353,Kreis::N,sirkel,тойрог
354,Kreis::N,sirkel,хүрээ
355,Kreuz::N,kors,загалмай
356,Kreuz::N,kryss,загалмай
357,Linie::N,linje,шугам
358,Strich::N,strek,зураас
359,Abstand::N,avstand,зай
360,Entfernung::N,avstand,зай
361,Entfernung::N,avstand,хол ойр
362,Gegend::N,strøk,хавь
363,Gegend::N,strøk,газар
364,Platz::N,plass,зай
365,Platz::N,plass,завсар
366,Ort::N,sted,газар
367,Ort::N,sted,байр
368,Seite::N,side,тал
369,Seite::N,side,этгээд
370,Mitte::N,midte,төв
371,Mitte::N,midte,дунд
372,Gegenstand::N,gjenstand,юм
373,Sache::N,sak,үйл
374,Sache::N,sak,хэрэг
375,Rand::N,rand,зах
376,Rand::N,rand,хөвөө
377,Kante::N,kant,ирмэг
378,Ecke::N,hjørne,өнцөг
379,Spitze::N,spiss,үзүүр
380,Ende::N,ende,зах
381,Ende::N,ende,үзүүр
382,Loch::N,hull,цоорхой
383,Loch::N,hull,онгорхой
384,Winkel::N,vinkel,өнцөг
385,Muster::N,mønster,хээ
386,Muster::N,mønster,угалз
387,Größe::N,størrelse,хэмжээ
388,Länge::N,lengde,урт
389,Höhe::N,høyde,өндөр
390,Gewicht::N,vekt,жин
391,Menge::N,mengde,тоо
392,Haufen::N,haug,бөөн
393,Haufen::N,bunke,бөөн
394,Reihe::N,rekke,эгнээ
395,Boot::N,båt,завь
396,Ruder::N,åre,сэлүүр
397,Schlitten::N,slede,чарга
398,Schlitten::N,kjelke,чарга
399,Ski::N,ski,цана
400,Lagerfeuer::N,leirbål,түүдэг
401,Last::N,bør,ачаа
402,Last::N,last,ачаа
403,Gang::N,gang,явдал
404,Schritt::N,steg,алхам
405,Schritt::N,skritt,алхам
406,Norden::N,nord,умар
407,Süden::N,sør,урд
408,Süden::N,sør,өмнө
409,Westen::N,vest,өрнө
410,Westen::N,vest,баруун
411,Osten::N,øst,зүүн
412,Osten::N,øst,дорно
413,Holz::N,tre,мод
414,Brett::N,fjøl,банз
415,Brett::N,brett,банз
416,Platte::N,plate,хавтан
417,Stütze::N,støtte,тулгуур
418,Stütze::N,støtte,тулга
419,Stange::N,stang,сургааг
420,Stock::N,pinne,саваа
421,Stab::N,stav,таяг
422,Stab::N,kjepp,таяг
423,Rohr::N,rør,хоолой
424,Haus::N,hus,гэр
425,Haus::N,hus,байшин
426,Heim::N,hjem,гэр
427,Ofen::N,ovn,зуух
428,Ofen::N,ovn,пийшин
429,Fußboden::N,gulv,шал
430,Tisch::N,bord,ширээ
431,Stuhl::N,stol,сандал
432,Wiege::N,vogge,өлгий
433,Bett::N,seng,ор
434,Regal::N,reol,тавиур
435,Regal::N,hylle,тавиур
436,Kiste::N,kasse,авдар
437,Kiste::N,kasse,хайрцаг
438,Fenster::N,vindu,гэгээвч
439,Tür::N,dør,үүд
440,Tür::N,dør,хаалга
441,Tor::N,port,хаалга
442,Zaun::N,gjerde,хашаа
443,Dach::N,tak,дээвэр
444,Leiter::N,stige,шат
445,Besen::N,kost,хамуур
446,Besen::N,kost,туужуу
447,Spaten::N,spade,хүрз
448,Schaufel::N,skuffe,хүрз
449,Gabel::N,gaffel,сэрээ
450,Löffel::N,skje,халбага
451,Messer::N,kniv,хутга
452,Nagel::N,spiker,хадаас
453,Netz::N,nett,өөш
454,Netz::N,nett,тор
455,Haken::N,krok,гох
456,Griff::N,tak,иш
457,Griff::N,tak,сэнж
458,Griff::N,håndtak,иш
459,Griff::N,håndtak,сэнж
460,Schloss::N,lås,цуурга
461,Schloss::N,lås,цоож
462,Bild::N,bilde,зураг
463,Figur::N,figur,баримал
464,Puppe::N,dukke,хүүхэлдэй
465,Beutel::N,pose,агсаа
466,Beutel::N,pose,уут
467,Bündel::N,bylt,боодол
468,Tasche::N,veske,цүнх
469,Eimer::N,bøtte,хөнөг
470,Eimer::N,bøtte,хувин
471,Deckel::N,lokk,таг
472,Deckel::N,lokk,хавхаг
473,Geschirr::N,kjøkkentøy,сав суулга
474,Sack::N,sekk,шуудай
475,Tasse::N,kopp,аяга
476,Topf::N,gryte,тогоо
477,Kessel::N,kjele,тогоо
478,Essen::N,mål,идээ
479,Nahrung::N,mat,хүнс
480,Nahrung::N,næring,хүнс
481,Speise::N,matrett,идээ
482,Fleisch::N,kjøtt,мах
483,Getreide::N,korn,будаа
484,Brei::N,grøt,богшмол
485,Brei::N,grøt,будаа
486,Brot::N,brød,талх
487,Scheibe::N,skive,зүсэм
488,Scheibe::N,skive,хэрчим
489,Fett::N,fett,өөх
490,Butter::N,smør,тос
491,Öl::N,olje,тос
492,Salz::N,salt,давс
493,Suppe::N,suppe,шөл
494,Honig::N,honning,бал
495,Milch::N,melk,сүү
496,Tee::N,te,цай
497,Leder::N,lær,арьс
498,Leder::N,lær,савхи
499,Leder::N,skinn,арьс
500,Leder::N,skinn,савхи
501,Wolle::N,ull,ноос
502,Wolle::N,ull,унгас
503,Stoff::N,tøy,бөс
504,Stoff::N,stoff,бөс
505,Nadel::N,nål,зүү
506,Faden::N,tråd,боолт
507,Faden::N,tråd,утас
508,Knopf::N,knapp,товч
509,Knoten::N,knute,зангилаа
510,Farbe::N,farge,будаг
511,Kleidung::N,påkledning,хувцас
512,Hemd::N,skjorte,цамц
513,Kragen::N,krage,зах заам
514,Ärmel::N,erme,ханцуй
515,Hose::N,bukse,өмд
516,Gürtel::N,belte,бүс
517,Mütze::N,lue,малгай
518,Mütze::N,lue,бүрх
519,Schuh::N,sko,туфли
520,Stiefel::N,støvel,гутал
521,Ring::N,ring,бөгж
522,Band::N,band,тууз
523,Kamm::N,kam,сам
524,Spiegel::N,speil,толь
525,Riemen::N,rem,тасам
526,Riemen::N,rem,сур
527,Schnur::N,snor,татлага
528,Leine::N,line,оосор
529,Decke::N,teppe,хөнжил
530,Decke::N,teppe,хучлага
531,Kissen::N,pute,дэр
532,Tuch::N,tøy,алчуур
533,Tuch::N,tøy,даавуу
534,Handtuch::N,håndkle,алчуур
535,Kraft::N,kraft,чадал
536,Kraft::N,kraft,хүч
537,Stärke::N,styrke,эрч
538,Stärke::N,styrke,тэнхээ
539,Gesundheit::N,helse,бие
540,Gesundheit::N,helse,эрүүл мэнд
541,Gesundheit::N,sunnhet,бие
542,Gesundheit::N,sunnhet,эрүүл мэнд
543,Krankheit::N,syke,эмгэг
544,Krankheit::N,sykdom,эмгэг
545,Schmerz::N,smerte,өвчин
546,Wunde::N,sår,шарх
547,Fieber::N,feber,халуун
548,Arznei::N,medisin,эм
549,Arznei::N,legemiddel,эм
550,Brücke::N,bro,гүүр
551,Brunnen::N,brønn,худаг
552,Weide::N,beite,бэлчээр
553,Pfad::N,sti,жим
554,Pfad::N,sti,зөрөг
555,Weg::N,vei,зам
556,Weg::N,vei,харгуй
557,Straße::N,gate,зам
558,Straße::N,gate,харгуй
559,Dorf::N,landsby,тосгон
560,Dorf::N,landsby,гацаа
561,Stadt::N,by,хот
562,Brief::N,brev,захидал
563,Brief::N,brev,захиа
564,Buch::N,bok,ном
565,Buch::N,bok,бичиг
566,Buchstabe::N,bokstav,үсэг
567,Zeitung::N,avis,сонин
568,Leben::N,liv,амь
569,Leben::N,liv,амьдрал
570,Tod::N,død,үхэл
571,Grab::N,grav,булш
572,Kirche::N,kirke,сүм
573,Sünde::N,synd,нүгэл
574,Sünde::N,synd,хилэнц
575,Gott::N,gud,бурхан
576,Arbeiter::N,arbeider,ажилчин
577,Arbeiter::N,arbeider,хөдөлмөрчин
578,Chef::N,sjef,дарга
579,Meister::N,mester,дархан
580,Arzt::N,lege,эмч
581,Lehrer::N,lærer,багш
582,Geld::N,penger,цаас
583,Geld::N,penger,мөнгө
584,Geschäft::N,forretning,наймаа
585,Laden::N,butikk,дэлгүүр
586,Preis::N,pris,үнэ
587,Ware::N,vare,таваар
588,Ware::N,vare,бараа
589,Nutzen::N,nytte,ашиг
590,Reichtum::N,rikdom,баялаг
591,Welt::N,verden,дэлхий
592,Welt::N,verden,орчлон
593,Land::N,land,улс
594,Land::N,land,орон
595,Staat::N,stat,төр
596,Staat::N,stat,гүрэн
597,König::N,konge,ван
598,Macht::N,makt,засаг
599,Grenze::N,grense,хил
600,Krieg::N,krig,дайн
601,Feind::N,fiende,дайсан
602,Gewalt::N,vold,хүчирхэх
603,Kampf::N,kamp,тэмцэл
604,Kampf::N,kamp,байлдаан
605,Bogen[Waffe]::N,bue,нум
606,Pfeil::N,pil,годил
607,Pfeil::N,pil,сум
608,Gewehr::N,gevær,буу
609,Fehler::N,feil,эндэл
610,Fehler::N,feil,алдаа
611,Lüge::N,løgn,худал
612,Schaden::N,skade,хор
613,Schaden::N,skade,хөнөөл
614,Unglück::N,uhell,гай
615,Unglück::N,uhell,гамшиг
616,Schuld::N,skyld,гэм
617,Schuld::N,skyld,буруу
618,Alter::N,alder,нас
619,Schluss::N,slutt,эцэс
620,Schluss::N,slutt,төгсгөл
621,Zeit::N,tid,цаг
622,Tag::N,dag,өдөр
623,Morgen::N,morgen,өглөө
624,Mittag::N,middag,үд
625,Abend::N,aften,үдэш
626,Nacht::N,natt,шөнө
627,Woche::N,uke,долоо хоног
628,Monat::N,måned,сар
629,Jahr::N,år,жил
630,Frühling::N,vår,хавар
631,Sommer::N,sommer,зун
632,Herbst::N,høst,намар
633,Winter::N,vinter,өвөл
634,Januar::N,januar,нэгдүгээр сар
635,Februar::N,februar,хоёрдугаар сар
636,März::N,mars,гуравдугаар сар
637,April::N,april,дөрөвдүгээр сар
638,Mai::N,mai,тавдугаар сар
639,Juni::N,juni,зургаадугаар сар
640,Juli::N,juli,долдугаар сар
641,August::N,august,наймдугаар сар
642,September::N,september,есдүгээр сар
643,Oktober::N,oktober,аравдугаар сар
644,November::N,november,арван нэгдүгээр сар
645,Dezember::N,desember,арван хоёрдугаар сар
646,Montag::N,mandag,даваа
647,Dienstag::N,tirsdag,мягмар
648,Mittwoch::N,onsdag,лхагва
649,Donnerstag::N,torsdag,пүрэв
650,Freitag::N,fredag,баасан
651,Samstag::N,lørdag,бямба
652,Sonntag::N,søndag,ням
653,groß::A,stor,их
654,groß::A,stor,том
655,klein::A,liten,бага
656,klein::A,liten,жаахан
657,lang::A,lang,урт
658,kurz::A,kort,охор
659,kurz::A,kort,богино
660,breit::A,bred,өргөн
661,schmal::A,smal,уйтан
662,schmal::A,smal,нарийн
663,dicht::A,tett,нягт
664,dicht::A,tett,чигжүү
665,dick[Gegenstand]::A,tykk,зузаан
666,dünn::A,tynn,нимгэн
667,fein::A,fin,нарийн
668,fest::A,fast,бөх
669,fest::A,fast,хатуу
670,flach::A,flat,хавтгай
671,glatt::A,glatt,цагаан
672,hart::A,hard,хатуу
673,weich::A,myk,зөөлөн
674,weich::A,bløt,зөөлөн
675,rund::A,rund,дугуй
676,rund::A,rund,дугариг
677,spitz::A,spiss,шовх
678,spitz::A,spiss,шовгор
679,scharf::A,kvass,хурц
680,scharf::A,kvass,иртэй
681,stumpf::A,stubb,мохоо
682,schwer::A,tung,хүнд
683,schön::A,pen,гуа
684,schön::A,pen,сайхан
685,schön::A,vakker,гуа
686,schön::A,vakker,сайхан
687,heiß::A,het,халуун
688,warm::A,varm,дулаан
689,kalt::A,kald,хүйтэн
690,kühl::A,kjølig,сэрүүн
691,frisch::A,fersk,эрүүл
692,frisch::A,fersk,жихүүн
693,feucht::A,fuktig,чийгтэй
694,nass::A,våt,нойтон
695,trocken::A,tørr,хатсан
696,voll::A,full,дүүрэн
697,leer::A,tom,хоосон
698,offen::A,åpen,онгорхой
699,geschlossen::A,lukket,битүү
700,geschlossen::A,lukket,хаалтай
701,sauber::A,ren,цэвэр
702,sauber::A,ren,хиргүй
703,schmutzig::A,skitten,бохир
704,schmutzig::A,skitten,хиртэй
705,roh::A,rå,түүхий
706,reif::A,moden,болсон
707,lecker::A,lekker,амттай
708,süß::A,søt,амттай
709,süß::A,søt,чихэрлэг
710,bitter::A,besk,гашуун
711,bitter::A,bitter,гашуун
712,sauer::A,sur,эсгэлэн
713,hell::A,lys,гэгээн
714,hell::A,lys,гэрэлтэй
715,dunkel::A,mørk,бараан
716,dunkel::A,mørk,харанхуй
717,schwarz::A,svart,хар
718,weiß::A,hvit,цагаан
719,rot::A,rød,улаан
720,gelb::A,gul,шар
721,blau::A,blå,хөх
722,blau::A,blå,цэнхэр
723,grün::A,grønn,ногоон
724,grau::A,grå,орог
725,grau::A,grå,саарал
726,bunt::A,broket,эрээн
727,billig::A,billig,хямд
728,teuer::A,dyr,үнэтэй
729,wertvoll::A,verdifull,үнэт
730,blind::A,blind,сохор
731,taub::A,døv,чих хатуу
732,kräftig::A,kraftig,чийрэг
733,stark::A,sterk,хүчтэй
734,stark::A,sterk,чадалтай
735,schwach::A,svak,сул
736,fett::A,fet,тарган
737,fett::A,fet,голигор
738,schlank::A,slank,голшиг
739,hübsch::A,pen,сайхан
740,hübsch::A,pen,хөөрхөн
741,böse::A,slem,муу
742,böse::A,slem,хортой
743,dumm::A,dum,тэнэг
744,faul::A,lat,залхуу
745,faul::A,doven,залхуу
746,fleißig::A,flittig,чармайлтгай
747,geizig::A,gjerrig,харамч
748,klug::A,klok,цэцэн
749,geschickt::A,hendig,дүйтэй
750,geschickt::A,skikket,дүйтэй
751,lieb::A,kjær,хайрт
752,lieb::A,snill,хайрт
753,lustig::A,morsom,цэнгэлтэй
754,sanft::A,blid,наалинхай
755,hungrig::A,sulten,өлөн
756,hungrig::A,sulten,өлссөн
757,krank::A,syk,өвчтэй
758,nackt::A,naken,нүцгэн
759,traurig::A,sørgmodig,гунигт
760,lebendig::A,levende,амьд
761,lebendig::A,levende,амьтай
762,gut::A,god,сайн
763,schlecht::A,dårlig,муу
764,schlecht::A,dårlig,өөдгүй
765,richtig::A,riktig,зөв
766,richtig::A,riktig,зүйтэй
767,schlimm::A,slem,муухай
768,wahr::A,sann,үнэн
769,wahr::A,sann,жинхэнэ
770,alt::A,gammel,хуучин
771,neu::A,ny,шинэ
772,ehemalig::A,forhenværende,агсан
773,ehemalig::A,forhenværende,байсан
774,alt[Lebewesen]::A,gammel,өвгөн
775,alt[Lebewesen]::A,gammel,хижээл
776,jung::A,ung,залуу
777,arm::A,fattig,ядуу
778,reich::A,rik,баян
779,reich::A,rik,баялаг
780,bekannt::A,kjent,танил
781,berühmt::A,berømt,цуутай
782,berühmt::A,berømt,алдартай
783,fremd::A,fremmed,харь
784,fremd::A,fremmed,гадаад
785,verschieden::A,forskjellig,ондоо
786,verschieden::A,forskjellig,янз янзын
787,nah::A,nær,ойрын
788,nah::A,nær,дөтийн
789,fern::A,fjern,холын
790,linker::A,venstre,буруу
791,rechter::A,høyre,баруун
792,anderer::A,annen,өөр
793,anderer::A,annen,нөгөө
794,erster::A,første,нэгдэх
795,erster::A,første,нэгдүгээр
796,zweiter::A,annen,хоёрдугаар
797,dritter::A,tredje,гуравдугаар
798,letzter::A,sist,сүүлийн
799,allein::ADV,alene,ганцаараа
800,auf einmal::ADV,med ett,нэгмөсөн
801,zusammen::ADV,sammen,цуг
802,zusammen::ADV,sammen,хамт
803,lange::ADV,lenge,удаан
804,plötzlich::ADV,plutselig,гэнэт
805,sofort::ADV,straks,дороо
806,später::ADV,senere,дараа
807,jetzt::ADV,nå,өнөө
808,heute::ADV,i dag,өнөө
809,heute::ADV,i dag,өнөөдөр
810,morgen::ADV,i morgen,маргааш
811,morgen::ADV,i morgen,маргаадар
812,bald::ADV,snart,түргэн
813,bald::ADV,snart,удахгүй
814,dann::ADV,så,хожим
815,dann::ADV,så,тэгээд
816,gestern::ADV,i går,өчигдөр
817,einst::ADV,engang,нэг
818,damals::ADV,den gang,тэгэхэд
819,danach::ADV,deretter,тэгээд
820,danach::ADV,deretter,дараа нь
821,vorher::ADV,før,урьд
822,vorher::ADV,i forveien,урьд
823,zuerst::ADV,først,анх
824,zuerst::ADV,først,эхлээд
825,einmal::ADV,en gang,нэг удаа
826,manchmal::ADV,somme tider,хааяа
827,manchmal::ADV,somme tider,заримдаа
828,oft::ADV,ofte,олонтоо
829,immer::ADV,alltid,байнга
830,niemals::ADV,aldri,хэзээ ч
831,niemals::ADV,aldri,хэдийд ч
832,hier::ADV,her,энд
833,hierhin::ADV,hit,нааш
834,von hier::ADV,herfra,эндээс
835,dort::ADV,der,тэнд
836,dorthin::ADV,dit,тийш
837,geradeaus::ADV,rett fram,шулуун
838,vorwärts::ADV,fram,урагшаа
839,vorwärts::ADV,framover,урагшаа
840,rückwärts::ADV,baklengs,буцаан
841,rückwärts::ADV,baklengs,сөөргөө
842,zurück::ADV,tilbake,буцаж
843,zurück::ADV,tilbake,гэдрэг
844,unten::ADV,nede,дор
845,hinab::ADV,ned,уруу
846,hinab::ADV,nedover,уруу
847,oben::ADV,oppe,дээр
848,oben::ADV,ovenpå,дээр
849,hinauf::ADV,opp,өөд
850,hinauf::ADV,opp,дээш
851,hinauf::ADV,oppover,өөд
852,hinauf::ADV,oppover,дээш
853,überall::ADV,overalt,хааяагүй
854,überall::ADV,overalt,энд тэндгүй
855,nicht::ADV,ikke,эс
856,nicht::ADV,ikke,-гүй
857,ein wenig::ADV,litt,жаахан
858,kaum::ADV,neppe,арай
859,kaum::ADV,neppe,арай гэж
860,sehr::ADV,svært,тун
861,so::ADV,så,тэгж
862,so::ADV,så,ингээд
863,noch::ADV,enda,дахин
864,noch::ADV,enda,дахиад
865,nur::ADV,bare,зөвхөн
866,nur::ADV,bare,гагцхүү
867,schon::ADV,alt,нэгэнт
868,schon::ADV,allerede,нэгэнт
869,wieder::ADV,igjen,дахин
870,wieder::ADV,igjen,дахиад
871,vergebens::ADV,forgjeves,хий
872,vor::PRP,foran,өмнө
873,vor::PRP,utenfor,өмнө
874,hinter::PRP,bak,ард
875,hinter::PRP,bakom,ард
876,unter::PRP,under,доор
877,durch::PRP,gjennom,дундуур
878,durch::PRP,igjennom,дундуур
879,neben::PRP,ved siden av,хажууд
880,zwischen::PRP,mellom,завсар
881,zwischen::PRP,mellom,хооронд
882,wegen::PRP,på grunn av,төлөө
883,wegen::PRP,på grunn av,дээрээс
884,dies::PRN,dette,энэ
885,das::PRN,det,тэр
886,alles::PRN,alt,цөм
887,alles::PRN,alt,бүгд
888,ich::PRN,jeg,би
889,du::PRN,du,чи
890,er::PRN,han,тэр
891,er::PRN,han,тэр хүн
892,wir::PRN,vi,бид
893,ihr::PRN,dere,та нар
894,sie::PRN,de,тэд
895,was::FPRN,hva,юу
896,wer::FPRN,hvem,хэн
897,wo::FADV,hvor,хаа
898,wo::FADV,hvor,хаана
899,wohin::FADV,hvor ... hen,хааш
900,wohin::FADV,hvor ... hen,хаана
901,wie::FADV,hvordan,яаж
902,wie::FADV,hvordan,хэрхэн
903,warum::FADV,hvorfor,юунд
904,warum::FADV,hvorfor,яагаад
905,wieviel::FNUM,hvor mye,хэдий
906,wieviel::FNUM,hvor mye,хэд
907,eins::NUM,en,нэг
908,eins::NUM,ett,нэг
909,zwei::NUM,to,хоёр
910,drei::NUM,tre,гурав
911,vier::NUM,fire,дөрөв
912,fünf::NUM,fem,тав
913,sechs::NUM,seks,зургаа
914,sieben::NUM,sju,долоо
915,acht::NUM,åtte,найм
916,neun::NUM,ni,ес
917,zehn::NUM,ti,арав
918,elf::NUM,elleve,арван нэг
919,zwölf::NUM,tolv,арван хоёр
920,zwanzig::NUM,tjue,хорь
921,dreißig::NUM,tretti,гуч
922,vierzig::NUM,førti,дөч
923,fünfzig::NUM,femti,тавь
924,sechzig::NUM,seksti,жар
925,siebzig::NUM,sytti,дал
926,achtzig::NUM,åtti,ная
927,neunzig::NUM,nitti,ер
928,hundert::NUM,hundre,зуу
929,tausend::NUM,tusen,мянга
930,und::CNJ,og,ч
931,und::CNJ,og,болон
932,oder::CNJ,eller,буюу
933,stehen::V,stå,зогсох
934,sitzen::V,sitte,суух
935,liegen::V,ligge,хэвтэх
936,hängen::V,henge,өлгөөтэй байх
937,hängen::V,henge,дүүжлээтэй байх
938,werden::V,bli,болох
939,passieren::V,skje,тохиох
940,passieren::V,hende,тохиох
941,beginnen::V,begynne,эхлэх
942,enden::V,ende,дүүрэх
943,enden::V,slutte,дүүрэх
944,wechseln::V,veksle,хувирах
945,aufgehen[Sonne]::V,stå opp,мандах
946,untergehen[Sonne]::V,gå ned,жаргах
947,scheinen[Sonne]::V,skinne,гэрэлтэх
948,donnern::V,tordne,дуугарах
949,wehen::V,blåse,салхилах
950,wehen::V,blåse,хөөрөгдөх
951,strömen::V,strømme,гүйх
952,strömen::V,strømme,урсах
953,fließen::V,flyte,урсах
954,sich drehen::V,dreie seg,эргэлдэх
955,schwanken::V,svaie,хэлбэлзэх
956,schwingen::V,svinge,ганхах
957,schwingen::V,svinge,хэлбэлзэх
958,fallen::V,falle,унах
959,brennen::V,brenne,шатах
960,rauchen::V,ryke,баагих
961,regnen::V,regne,бороо орно
962,gefrieren::V,fryse,хөлдөх
963,tauen::V,tine,хайлах
964,schmelzen::V,smelte,уярах
965,trocknen::V,tørre,хатах
966,sieden::V,koke,буцлах
967,sieden::V,koke,даргилах
968,faulen::V,råtne,үжрэх
969,faulen::V,råtne,өмхийрөх
970,verfaulen::V,råtne,бээх
971,verfaulen::V,råtne,өгрөх
972,reißen::V,briste,цуурах
973,versinken::V,synke,живэх
974,versinken::V,synke ned,живэх
975,vergehen::V,forløpe,нөгчих
976,vergehen::V,forløpe,өнгөрөх
977,erscheinen::V,synes,гарах
978,erscheinen::V,synes,бултайх
979,verschwinden::V,forsvinne,далд орох
980,verschwinden::V,forsvinne,алга болох
981,sinken::V,synke,татрах
