,Concept_ID,tt,uk
827,rauchen::V,төтәү,диміти
828,rauchen::V,төтенләү,диміти
829,regnen::V,яву,дощити
830,gefrieren::V,кату,змерзнути
831,tauen::V,эрү,танути
832,tauen::V,эретү,танути
833,schmelzen::V,эрү,плавитися
834,schmelzen::V,эретү,плавитися
835,trocknen::V,кибү,сохнути
836,sieden::V,ургылу,кипіти
837,faulen::V,черү,гнити
838,verfaulen::V,черү,згнити
839,reißen::V,өзелү,рватися
840,versinken::V,бату,тонути
841,vergehen::V,авышу,проходити
842,erscheinen::V,пәйда булу,з’явитися
843,verschwinden::V,югалу,щезнути
844,verschwinden::V,югалу,зникнути
845,verschwinden::V,юк булу,щезнути
846,verschwinden::V,юк булу,зникнути
847,sinken::V,кимү,спадати
848,sinken::V,кайту,спадати
849,abnehmen::V,азаю,поменшитися
850,zunehmen::V,арту,збільшуватися
851,zunehmen::V,күбәю,збільшуватися
852,zunehmen::V,ишәю,збільшуватися
853,steigen::V,үсү,підніматися
854,wachsen::V,үсү,рости
855,glänzen::V,ялкылдау,блищати
856,funkeln::V,ялтырау,блискати
857,lärmen::V,шаулау,шуміти
858,läuten::V,шалтырату,дзвонити
859,klingeln::V,шалтырату,дзвонити
860,klirren::V,чылтырау,дзвякати
861,brausen::V,давыллау,бушувати
862,brausen::V,дулау,бушувати
863,rauschen::V,кыштырдау,шелестіти
864,klingen::V,ишетелү,лунати
865,klingen::V,ишетелү,звучати
866,bellen::V,өрү,гавкати
867,heulen::V,улау,вити
868,blasen::V,өрү,дунути
869,pfeifen::V,сызгырту,свистіти
870,schreien::V,кычкыру,кричати
871,stöhnen::V,ыңгырашу,стогнати
872,zittern::V,калтырау,тремтіти
873,zittern::V,калтырану,тремтіти
874,leben::V,яшәү,жити
875,leben::V,гомер итү,жити
876,geboren werden::V,туу,народитися
877,atmen::V,сулау,дихати
878,trinken::V,эчү,пити
879,essen::V,ашау,їсти
880,schlucken::V,йоту,ковтати
881,müde werden::V,ялыгу,втомитися
882,müde werden::V,йөгенү,втомитися
883,einschlafen::V,йокыга китү,заснути
884,schlafen::V,йоклау,спати
885,aufwachen::V,уяну,прокинутися
886,aufstehen::V,тору,встати
887,sich erholen::V,ял алу,відпочивати
888,sich erholen::V,истирахәт итү,відпочивати
889,krank werden::V,чирләү,захворіти
890,krank sein::V,чирләү,хворіти
891,schmerzen::V,авырту,боліти
892,husten::V,ютәлләү,кашляти
893,genesen::V,савыгу,одужати
894,genesen::V,савыгу,видужати
895,genesen::V,сәламәтләнү,одужати
896,genesen::V,сәламәтләнү,видужати
897,sterben::V,үлү,померти
898,sterben::V,дөнья кую,померти
899,sterben::V,вафат булу,померти
900,umkommen::V,үлү,згинути
901,sich bewegen::V,йөрү,рухатися
902,sich rühren::V,кыймылдау,ворушитися
903,sich erheben::V,басу,встати
904,sich setzen::V,утыру,сісти
905,hinfallen::V,егылу,упасти
906,laufen::V,җәяүләү,ходити
907,schreiten::V,атлау,крокувати
908,spazierengehen::V,йөрү,гуляти
909,spazierengehen::V,йөргенү,гуляти
910,eilen::V,ашыгу,спішити
911,sich beeilen::V,ашыгу,поспішати
912,sich beeilen::V,кызулау,поспішати
913,sausen::V,җилдерү,мчатися
914,rennen::V,йөгерү,бігати
915,springen::V,сикерү,скакати
916,springen::V,сикерү,стрибати
917,klettern::V,үрмәләү,лазити
918,schaukeln::V,атыну,гойдатися
919,kriechen::V,шуышу,повзати
920,kriechen::V,үрмәләү,повзати
921,schwimmen::V,йөзү,пливти
922,schwimmen::V,йөзү,плавати
923,tauchen::V,чуму,пірнати
924,rudern::V,ишү,гребти
925,rudern::V,ишү,веслувати
926,fahren::V,бару,їхати
927,fliegen::V,очу,літати
928,gehen::V,йөрү,іти
929,weggehen::V,китү,піти
930,abfahren::V,кузгалу,від’їхати
931,abfahren::V,кузгалу,відправитися
932,anhalten::V,тукталу,зупинитися
933,hineingehen::V,инү,входити
934,eintreten::V,инү,увійти
935,kommen::V,килү,прийти
936,ankommen::V,бару,прибути
937,zurückkommen::V,кире кайту,повернутися
938,bleiben::V,калу,залишитися
939,warten::V,көтү,чекати
940,erwarten::V,көтү,чекати
941,suchen::V,эзләү,шукати
942,finden::V,табу,знайти
943,versuchen::V,маташу,випробовувати
944,vorbereiten::V,хәзерләү,підготувати
945,lieben::V,сөю,любити
946,lieben::V,ярату,любити
947,mögen::V,өнәү,любити
948,mögen::V,өнәү,подобатися
949,lachen::V,көлү,сміятися
950,rühren::V,дулкынландыру,розчулити
951,weinen::V,елау,плакати
952,schimpfen::V,сүгү,лаятися
953,schimpfen::V,сүгенү,лаятися
954,sich ärgern::V,ачулану,сердитися
955,sich fürchten::V,курку,боятися
956,fürchten::V,калтырау,боятися
957,fürchten::V,калтырану,боятися
958,fliehen::V,арка бирү,тікати
959,flüchten::V,качу,утекти
960,sehen::V,күрү,бачити
961,anschauen::V,карау,поглянути
962,ansehen::V,карау,дивитися на
963,ansehen::V,күзәтү,дивитися на
964,hören::V,ишетү,чути
965,zuhören::V,тыңлау,слухати
966,probieren::V,тату,покуштувати
967,riechen::V,иснәү,нюхати
968,fühlen::V,тою,відчувати
969,fühlen::V,сизү,відчувати
970,scheinen::V,күренү,здаватися
971,zu sehen sein::V,күренү,виднітися
972,vernehmen::V,ишетү,почути
973,frieren::V,өшү,мерзнути
974,frieren::V,күшегү,мерзнути
975,tun::V,итү,робити
976,können::V,алу,могти
977,wollen::V,теләү,хотіти
978,anfangen::V,керешү,почати
979,beenden::V,бетерү,закінчити
980,beenden::V,тәмамлау,закінчити
981,aufhören::V,бетү,перестати
982,gelingen::V,уңу,вдатися
983,geraten::V,сабышу,опинитися
984,öffnen::V,ачу,відкрити
985,schließen::V,ябу,закрити
986,stellen::V,кую,поставити
987,setzen::V,утырту,посадити
988,legen::V,яткыру,класти
989,berühren::V,тию,чіпати
990,verbinden::V,ялгау,зв’язати
991,bedecken::V,өрту,покрити
992,bedecken::V,каплау,покрити
993,bedecken::V,томалау,покрити
994,aufhängen::V,асу,повісити
995,anzünden::V,кабызу,запалити
996,aufheben::V,күтәрү,підняти
997,zurücklassen::V,калдыру,залишити
998,verlieren::V,югалту,загубити
999,fallen lassen::V,төшерү,упустити
1000,machen::V,ясау,зробити
1001,machen::V,эшләү,зробити
1002,herstellen::V,ясау,виготовити
1003,bauen::V,кору,будувати
1004,reparieren::V,төзәтү,лагодити
1005,verbessern::V,яхшырту,поліпшити
1006,ändern::V,үзгәртү,змінити
1007,graben::V,казу,копати
1008,beugen::V,ию,зігнути
1009,biegen::V,бөгү,погнути
1010,drehen::V,бору,вертіти
1011,drehen::V,бөтерү,вертіти
1012,wenden::V,бору,повернути
1013,umdrehen::V,түнтәрү,перевернути
1014,heben::V,күтәрү,піднімати
1015,hochheben::V,күтәрү,підняти
1016,ergreifen::V,эләктерү,схопити
1017,halten::V,тоту,тримати
1018,drücken::V,кысу,натискати
1019,schieben::V,кузгату,пхати
1020,schieben::V,кузгату,штовхати
1021,kratzen::V,тырнау,шкребти
1022,lecken::V,ялау,лизати
1023,beißen::V,тешләү,кусати
1024,abreißen::V,өзү,відірвати
1025,abschneiden::V,кыю,відрізати
1026,abschneiden::V,кисү,відрізати
1027,binden::V,бәйләү,в’язати
1028,stecken::V,төртү,увіткнути
1029,stecken::V,тыгу,увіткнути
1030,brechen::V,сындыру,зламати
1031,klopfen::V,шаку,стукати
1032,klopfen::V,шакылдау,стукати
1033,hauen::V,кыйнау,бити
1034,kleben::V,ябыштыру,клеїти
1035,reiben::V,ышку,терти
1036,streichen::V,ягу,намазати
1037,schleifen::V,кайрау,точити
1038,schneiden::V,кисү,різати
1039,rütteln::V,селкетү,хитати
1040,schütteln::V,селкетү,трясти
1041,schwenken::V,болгау,махати
1042,schütten::V,кою,налити
1043,füllen::V,тутыру,наповнити
1044,einwickeln::V,төрү,загорнути
1045,tragen::V,ташу,нести
1046,schleppen::V,сөйрәү,тягти
1047,schleppen::V,өстерәү,тягти
1048,ziehen::V,тарту,тягнути
1049,aufbewahren::V,саклау,зберігати
1050,werfen::V,ыргыту,кидати
1051,fangen::V,тоту,ловити
1052,packen::V,эләктерү,схопити
1053,verstecken::V,яшерү,сховати
1054,teilen::V,бүлү,розділити
1055,schicken::V,җибәрү,посилати
1056,bringen::V,китерү,принести
1057,hinzufügen::V,өстәү,додати
1058,bekommen::V,алу,дістати
1059,erhalten::V,алу,одержати
1060,nehmen::V,алу,взяти
1061,wählen::V,сайлау,вибрати
1062,auswählen::V,сайлау,відібрати
1063,bewahren::V,саклау,зберегти
1064,behindern::V,комачаулау,перешкоджати
1065,verderben::V,бозу,зіпсувати
1066,beschädigen::V,бозу,зашкодити
1067,zerbrechen::V,вату,розбити
1068,zerreißen::V,өзү,розірвати
1069,zerreißen::V,ерту,розірвати
1070,zerstören::V,җимерү,зруйнувати
1071,verbrennen::V,яндыру,спалити
1072,verbrennen::V,көйдерү,спалити
1073,geben::V,бирү,дати
1074,reichen::V,тапшыру,передати
1075,schenken::V,бүләкләү,дарувати
1076,versprechen::V,вәгъдә бирү,обіцяти
1077,wünschen::V,котлау,бажати
1078,loben::V,мактау,хвалити
1079,küssen::V,үбү,цілувати
1080,wiegen::V,тирбәтү,качати
1081,zudecken::V,ябу,накрити
1082,zudecken::V,бөркәү,накрити
1083,wecken::V,уяту,розбудити
1084,zeigen::V,күрсәтү,показати
1085,führen::V,йөртү,вести
1086,lehren::V,өйрәтү,вчити
1087,unterrichten::V,укыту,викладати
1088,aufziehen::V,асрау,виховати
1089,leiten::V,җитәкләү,керувати
1090,antreiben::V,куалау,підганяти
1091,antreiben::V,әйдәләү,підганяти
1092,antreiben::V,ашыктыру,підганяти
1093,lassen::V,мәҗбүр итү,змусити
1094,einladen::V,чакыру,запросити
1095,vereinigen::V,берләштерү,об’єднати
1096,besuchen::V,керешү,завітати
1097,besuchen::V,керешү,відвідати
1098,treffen::V,очрату,зустріти
1099,sich versammeln::V,җыелышу,зібратися
1100,spielen::V,уйнау,грати
1101,singen::V,җырлау,співати
1102,tanzen::V,бию,танцювати
1103,sich trennen::V,аерылу,розлучитися
1104,sich trennen::V,ташлашу,розлучитися
1105,verlassen::V,ташлау,покинути
1106,verlassen::V,калдыру,покинути
1107,retten::V,коткару,врятувати
1108,bewachen::V,каравыллау,охороняти
1109,schützen::V,ышыклау,уберігати
1110,verteidigen::V,яклау,захистити
1111,verteidigen::V,саклау,захистити
1112,sich schlagen::V,сугышу,битися
1113,sich schlagen::V,сугышу,дратися
1114,schießen::V,ату,стріляти
1115,siegen::V,җиңү,перемогти
1116,ärgern::V,ачуландыру,сердити
1117,schlagen::V,ору,ударити
1118,schlagen::V,бәрү,ударити
1119,schlagen::V,тукмау,ударити
1120,treten::V,тибү,штовхати
1121,stechen::V,кадау,вколоти
1122,stoßen::V,этү,штовхнути
1123,stehlen::V,урлау,украсти
1124,stören::V,комачаулау,перешкодити
1125,belästigen::V,борчу,докучати
1126,belästigen::V,билмазалау,докучати
1127,verbergen::V,яшерү,сховати
1128,täuschen::V,алдату,обдурити
1129,betrügen::V,хәрәмләшү,зшахраювати
1130,töten::V,үтерү,убити
1131,wohnen::V,яшәү,жити
1132,wohnen::V,яшәү,мешкати
1133,arbeiten::V,эшләү,працювати
1134,sammeln::V,туплау,зібрати
1135,pflücken::V,өзү,зривати
1136,jagen::V,аулау,полювати
1137,fischen::V,балык тоту,рибалити
1138,fassen::V,тоту,піймати
1139,hüten::V,көтү,пасти
1140,treiben::V,куалау,гнати
1141,anbinden::V,бәйләү,прив’язати
1142,füttern::V,туйдыру,годувати
1143,füttern::V,туйдыру,харчувати
1144,melken::V,саву,доїти
1145,hacken::V,чабу,рубати
1146,gießen::V,сугару,полити
1147,reifen::V,җитешү,дозріти
1148,zubereiten::V,пешеренү,зготовити
1149,zubereiten::V,пешеренү,приготувати
1150,kochen::V,пешерү,варити
1151,kochen::V,пешерү,готувати
1152,kochen::V,кайнату,варити
1153,kochen::V,кайнату,готувати
1154,backen::V,пешерү,пекти
1155,braten::V,куыру,смажити
1156,braten::V,кыздыру,смажити
1157,umrühren::V,бутау,переміщати
1158,umrühren::V,болгату,переміщати
1159,stricken::V,бәйләү,в’язати
1160,nähen::V,тегү,шити
1161,färben::V,ману,пофарбувати
1162,reinigen::V,чистарту,очистити
1163,waschen::V,юу,мити
1164,abwischen::V,сөртү,витерти
1165,spülen::V,чайкау,полоскати
1166,fegen::V,себерү,підмітати
1167,kehren::V,себерү,мести
1168,baden::V,коену,купатися
1169,sich waschen::V,юыну,митися
1170,ausziehen::V,чишенү,зняти
1171,anziehen::V,кию,надіти
1172,sich anziehen::V,киенү,одягтися
1173,sich anziehen::V,киенү,одягнутися
1174,kämmen::V,тарау,зачесати
1175,schmücken::V,бизәү,оздобити
1176,schmücken::V,бизәкләү,оздобити
1177,sagen::V,дию,сказати
1178,sagen::V,әйтү,сказати
1179,sprechen::V,сөйләү,говорити
1180,sprechen::V,сөйләшү,говорити
1181,reden::V,сөйләү,розмовляти
1182,sich unterhalten::V,сөйләшү,бесідувати
1183,fragen::V,сорау,запитати
1184,fragen::V,сорашу,запитати
1185,bitten::V,үтенү,просити
1186,erzählen::V,сөйләү,розповісти
1187,mitteilen::V,белдерү,повідомити
1188,nennen::V,дию,назвати
1189,rufen::V,дәшү,кликати
1190,prahlen::V,мактану,хвалитися
1191,prahlen::V,шапырыну,хвалитися
1192,übersetzen::V,күчерү,перекласти
1193,denken::V,уйлау,думати
1194,denken::V,уйлау,мислити
1195,glauben::V,инану,вірити
1196,bemerken::V,искәрү,помітити
1197,erkennen::V,тану,пізнати
1198,begreifen::V,аңлау,осягнути
1199,begreifen::V,төшенү,осягнути
1200,verstehen::V,аңлау,почути
1201,verstehen::V,төшенү,почути
1202,lernen::V,уку,навчатися
1203,lernen::V,өйрәнү,навчатися
1204,wissen::V,белү,знати
1205,sich erinnern an::V,хәтерләү,пам’ятати
1206,vergessen::V,оныту,забути
1207,messen::V,үлчәү,міряти
1208,zählen::V,санау,лічити
1209,rechnen::V,исәпләү,рахувати
1210,lesen::V,уку,читати
1211,malen::V,рәсем ясау,малювати
1212,malen::V,сурәт ясау,малювати
1213,malen::V,сурәтләү,малювати
1214,zeichnen::V,язу-сызу,рисувати
1215,zeichnen::V,сурәт ясау,рисувати
1216,schreiben::V,язу,писати
1217,besitzen::V,биләү,мати
1218,kaufen::V,алу,купити
1219,verkaufen::V,сату,продати
1220,bezahlen::V,түләү,заплатити
1221,zahlen::V,түләү,платити
1222,beherrschen::V,ия булу,володіти
1223,ertragen::V,чыдау,витерпіти
