,Concept_ID,ru,sv
864,umkommen::V,погибнуть,omkomma
865,sich bewegen::V,двигаться,röra sig
866,sich rühren::V,шевельнуться,röra på sig
867,sich erheben::V,встать,resa sig
868,sich setzen::V,сесть,sätta sig
869,hinfallen::V,упасть,falla omkull
870,laufen::V,ходить,löpa
871,schreiten::V,шагать,skrida
872,spazierengehen::V,гулять,promenera
873,eilen::V,спешить,ila
874,sich beeilen::V,торопиться,skynda sig
875,sausen::V,мчаться,susa
876,rennen::V,бегать,löpa
877,rennen::V,бегать,springa
878,springen::V,прыгать,hoppa
879,klettern::V,лазать,klättra
880,schaukeln::V,раскачиваться,gunga
881,kriechen::V,ползать,kräla
882,schwimmen::V,плавать,simma
883,tauchen::V,нырять,dyka
884,rudern::V,грести,ro
885,fahren::V,ехать,köra
886,fliegen::V,летать,flyga
887,gehen::V,идти,gå
888,weggehen::V,уйти,gå bort
889,abfahren::V,отправиться,resa
890,abfahren::V,отправиться,avresa
891,anhalten::V,остановиться,stanna
892,hineingehen::V,входить,gå in
893,eintreten::V,войти,träda in
894,kommen::V,прийти,komma
895,ankommen::V,прибыть,ankomma
896,zurückkommen::V,возвратиться,återkomma
897,bleiben::V,остаться,bli
898,bleiben::V,остаться,förbli
899,warten::V,ждать,vänta
900,erwarten::V,ожидать,vänta
901,suchen::V,искать,leta
902,finden::V,найти,finna
903,versuchen::V,пытаться,försöka
904,vorbereiten::V,подготовить,förbereda
905,lieben::V,любить,älska
906,mögen::V,любить,tycka om
907,lachen::V,смеяться,skratta
908,rühren::V,растрогать,röra
909,weinen::V,плакать,gråta
910,schimpfen::V,ругаться,skälla
911,sich ärgern::V,сердиться,förargas
912,sich fürchten::V,бояться,vara rädd
913,fürchten::V,бояться,frukta
914,fliehen::V,убегать,fly
915,fliehen::V,убегать,rymma
916,flüchten::V,убежать,fly
917,sehen::V,видеть,se
918,anschauen::V,посмотреть,se på
919,anschauen::V,посмотреть,betrakta
920,ansehen::V,смотреть,åse
921,hören::V,слышать,höra
922,zuhören::V,слушать,höra på
923,zuhören::V,слушать,lyssna till
924,probieren::V,пробовать,smaka
925,probieren::V,пробовать,smaka på
926,riechen::V,нюхать,lukta
927,fühlen::V,чувствовать,känna
928,scheinen::V,казаться,verka
929,scheinen::V,казаться,tyckas
930,zu sehen sein::V,виднеться,synas
931,zu sehen sein::V,виднеться,kunna ses
932,vernehmen::V,услышать,få veta
933,vernehmen::V,услышать,förnimma
934,frieren::V,мерзнуть,frysa
935,tun::V,делать,göra
936,können::V,мочь,kunna
937,können::V,уметь,kunna
938,wollen::V,хотеть,vilja
939,anfangen::V,начать,börja
940,beenden::V,закончить,avsluta
941,aufhören::V,перестать,sluta
942,aufhören::V,перестать,upphöra
943,gelingen::V,удаться,lyckas
944,geraten::V,оказаться,bli
945,öffnen::V,открыть,öppna
946,schließen::V,закрыть,låsa
947,schließen::V,закрыть,stänga
948,stellen::V,поставить,ställa
949,setzen::V,посадить,sätta
950,legen::V,класть,lägga
951,berühren::V,трогать,beröra
952,verbinden::V,связать,förbinda
953,bedecken::V,покрыть,täcka
954,bedecken::V,покрыть,betäcka
955,aufhängen::V,повесить,hänga
956,aufhängen::V,повесить,hänga upp
957,anzünden::V,зажечь,tända
958,anzünden::V,зажечь,antända
959,anzünden::V,зажечь,tända på
960,aufheben::V,поднять,lyfta
961,zurücklassen::V,оставить,lämna
962,zurücklassen::V,оставить,efterlämna
963,verlieren::V,потерять,mista
964,verlieren::V,потерять,förlora
965,fallen lassen::V,уронить,tappa
966,fallen lassen::V,уронить,släppa
967,machen::V,сделать,göra
968,herstellen::V,изготовить,tillverka
969,herstellen::V,изготовить,framställa
970,bauen::V,строить,bygga
971,reparieren::V,чинить,reparera
972,verbessern::V,улучшить,rätta
973,verbessern::V,улучшить,förbättra
974,ändern::V,изменить,ändra
975,ändern::V,изменить,förändra
976,graben::V,копать,gräva
977,beugen::V,согнуть,böja
978,biegen::V,погнуть,böja
979,biegen::V,погнуть,kröka
980,drehen::V,вертеть,vrida
981,wenden::V,повернуть,vända
982,umdrehen::V,перевернуть,vrida om
983,heben::V,поднимать,häva
984,hochheben::V,поднять,lyfta
985,ergreifen::V,схватить,gripa
986,halten::V,держать,hålla
987,drücken::V,нажимать,trycka
988,schieben::V,толкать,skjuta
989,kratzen::V,скрести,riva
990,kratzen::V,скрести,skrapa
991,lecken::V,лизать,slicka
992,beißen::V,кусать,bita
993,abreißen::V,оторвать,slita_av
994,abreißen::V,оторвать,riva_av
995,abschneiden::V,отрезать,skära av
996,binden::V,вязать,binda
997,stecken::V,воткнуть,sticka
998,brechen::V,сломать,bryta
999,brechen::V,сломать,brista
1000,klopfen::V,стучать,banka
1001,klopfen::V,стучать,klappa
1002,hauen::V,бить,hugga
1003,kleben::V,клеить,klistra
1004,reiben::V,тереть,gnida
1005,streichen::V,намазать,smörja
1006,schleifen::V,точить,slipa
1007,schneiden::V,резать,skära
1008,schneiden::V,резать,klippa
1009,rütteln::V,шатать,skaka
1010,schütteln::V,трясти,rista
1011,schwenken::V,махать,svänga
1012,schütten::V,налить,hälla
1013,füllen::V,наполнить,fylla
1014,einwickeln::V,завернуть,slå in
1015,einwickeln::V,завернуть,veckla in
1016,tragen::V,нести,bära
1017,schleppen::V,тащить,släpa
1018,ziehen::V,тянуть,dra
1019,aufbewahren::V,хранить,förvara
1020,aufbewahren::V,хранить,ta vara på
1021,werfen::V,бросать,kasta
1022,fangen::V,ловить,fånga
1023,packen::V,схватить,gripa
1024,packen::V,схватить,gripa tag
1025,verstecken::V,спрятать,gömma
1026,teilen::V,разделить,dela
1027,schicken::V,посылать,skicka
1028,bringen::V,принести,bringa
1029,hinzufügen::V,добавить,tillägga
1030,bekommen::V,достать,få
1031,bekommen::V,достать,erhålla
1032,erhalten::V,получить,få
1033,erhalten::V,получить,erhålla
1034,nehmen::V,взять,ta
1035,nehmen::V,взять,taga
1036,wählen::V,выбрать,välja
1037,auswählen::V,отобрать,utvälja
1038,bewahren::V,сохранить,bevara
1039,behindern::V,препятствовать,hindra
1040,behindern::V,препятствовать,förhindra
1041,verderben::V,испортить,förstöra
1042,beschädigen::V,повредить,skada
1043,zerbrechen::V,разбить,bryta isär
1044,zerbrechen::V,разбить,bryta sönder
1045,zerreißen::V,разорвать,riva sönder
1046,zerreißen::V,разорвать,slita sönder
1047,zerstören::V,разрушить,förstöra
1048,verbrennen::V,сжечь,bränna
1049,verbrennen::V,сжечь,bränna upp
1050,geben::V,дать,ge
1051,reichen::V,передать,räcka
1052,schenken::V,дарить,skänka
1053,versprechen::V,обещать,lova
1054,wünschen::V,желать,önska
1055,loben::V,хвалить,lova
1056,loben::V,хвалить,beröma
1057,küssen::V,целовать,pussa
1058,wiegen::V,качать,vagga
1059,zudecken::V,накрыть,täcka
1060,wecken::V,разбудить,väcka
1061,zeigen::V,показать,visa
1062,führen::V,вести,föra
1063,lehren::V,учить,lära
1064,unterrichten::V,преподавать,undervisa
1065,aufziehen::V,воспитать,uppfostra
1066,leiten::V,руководить,leda
1067,antreiben::V,подгонять,driva på
1068,lassen::V,заставить,få att
1069,einladen::V,пригласить,bjuda
1070,einladen::V,пригласить,inbjuda
1071,vereinigen::V,объединить,förena
1072,besuchen::V,посетить,besöka
1073,treffen::V,встретить,möta
1074,treffen::V,встретить,träffa
1075,sich versammeln::V,собраться,församla sig
1076,spielen::V,играть,leka
1077,spielen::V,играть,spela
1078,singen::V,петь,sjunga
1079,tanzen::V,плясать,dansa
1080,tanzen::V,танцевать,dansa
1081,sich trennen::V,расстаться,skiljas
1082,verlassen::V,покинуть,lämna
1083,verlassen::V,покинуть,överge
1084,retten::V,спасти,rädda
1085,bewachen::V,охранять,bevaka
1086,schützen::V,уберегать,skydda
1087,schützen::V,уберегать,beskydda
1088,verteidigen::V,защитить,försvara
1089,sich schlagen::V,драться,slåss
1090,schießen::V,стрелять,skjuta
1091,siegen::V,победить,segra
1092,ärgern::V,сердить,förarga
1093,schlagen::V,ударить,slå
1094,treten::V,пинать,sparka
1095,stechen::V,уколоть,sticka
1096,stoßen::V,толкнуть,stöta
1097,stehlen::V,украсть,stjäla
1098,stören::V,помешать,störa
1099,belästigen::V,надоедать,genera
1100,belästigen::V,надоедать,besvära
1101,verbergen::V,скрыть,dölja
1102,täuschen::V,обмануть,vilseleda
1103,betrügen::V,смошенничать,bedra
1104,töten::V,убить,döda
1105,wohnen::V,проживать,bo
1106,arbeiten::V,работать,arbeta
1107,sammeln::V,собрать,samla
1108,pflücken::V,рвать,plocka
1109,pflücken::V,срывать,plocka
1110,jagen::V,охотиться,jaga
1111,fischen::V,рыбачить,fiska
1112,fassen::V,поймать,fånga
1113,hüten::V,пасти,vakta
1114,treiben::V,гнать,driva
1115,anbinden::V,привязать,binda fast
1116,füttern::V,кормить,fodra
1117,melken::V,доить,mjölka
1118,hacken::V,рубить,hacka
1119,gießen::V,полить,hälla
1120,gießen::V,полить,vattna
1121,reifen::V,созреть,mogna
1122,zubereiten::V,приготовить,tillaga
1123,zubereiten::V,приготовить,tillreda
1124,kochen::V,варить,koka
1125,backen::V,печь,baka
1126,braten::V,жарить,steka
1127,umrühren::V,перемешать,röra om
1128,stricken::V,вязать,sticka
1129,nähen::V,шить,sy
1130,färben::V,покрасить,färga
1131,reinigen::V,очистить,rensa
1132,reinigen::V,очистить,rengöra
1133,waschen::V,стирать,tvätta
1134,abwischen::V,вытереть,torka av
1135,spülen::V,полоскать,spola
1136,spülen::V,полоскать,skölja
1137,fegen::V,подметать,feja
1138,kehren::V,мести,sopa
1139,baden::V,купаться,bada
1140,sich waschen::V,мыться,tvätta sig
1141,ausziehen::V,снять,ta av
1142,anziehen::V,надеть,ta på
1143,sich anziehen::V,одеться,klä på sig
1144,kämmen::V,причесать,kamma
1145,schmücken::V,украсить,pynta
1146,schmücken::V,украсить,smycka
1147,sagen::V,сказать,säga
1148,sprechen::V,говорить,tala
1149,reden::V,разговаривать,tala
1150,reden::V,разговаривать,prata
1151,sich unterhalten::V,беседовать,prata
1152,fragen::V,спросить,fråga
1153,fragen::V,спросить,spörja
1154,bitten::V,просить,be
1155,erzählen::V,рассказать,berätta
1156,mitteilen::V,сообщить,meddela
1157,nennen::V,назвать,kalla
1158,rufen::V,звать,ropa
1159,prahlen::V,хвастаться,pråla
1160,prahlen::V,хвастаться,skryta
1161,übersetzen::V,перевести,tolka
1162,übersetzen::V,перевести,översätta
1163,denken::V,думать,tänka
1164,glauben::V,верить,tro
1165,bemerken::V,заметить,uppmärksamma
1166,bemerken::V,заметить,lägga märke till
1167,erkennen::V,узнать,känna igen
1168,begreifen::V,понять,begripa
1169,begreifen::V,постичь,begripa
1170,verstehen::V,услышать,förstå
1171,lernen::V,учиться,lära sig
1172,wissen::V,знать,veta
1173,sich erinnern an::V,вспомнить,minnas
1174,sich erinnern an::V,вспомнить,komma ihåg
1175,vergessen::V,забыть,glömma
1176,messen::V,мерить,mäta
1177,zählen::V,считать,räkna
1178,rechnen::V,считать,räkna
1179,lesen::V,читать,läsa
1180,malen::V,рисовать,måla
1181,zeichnen::V,рисовать,teckna
1182,schreiben::V,писать,skriva
1183,besitzen::V,иметь,äga
1184,besitzen::V,иметь,besitta
1185,kaufen::V,купить,köpa
1186,verkaufen::V,продать,sälja
1187,bezahlen::V,заплатить,betala
1188,zahlen::V,платить,betala
1189,beherrschen::V,владеть,behärska
1190,ertragen::V,вытерпеть,tåla
1191,ertragen::V,вытерпеть,uthärda
