,Concept_ID,is,cy
163,Bau::N,greni,ffau
164,Bau::N,bæli,ffau
165,Tier::N,dýr,anifail
166,Herde::N,hjörð,praidd
167,Herde::N,hjörð,diadell
168,Kuh::N,kýr,buwch
169,Bulle::N,boli,tarw
170,Pferd::N,hestur,ceffyl
171,Schaf::N,kind,dafad
172,Schwein::N,svín,mochyn
173,Hund::N,hundur,ci
174,Katze::N,köttur,cath
175,Bär::N,björn,arth
176,Eichhörnchen::N,íkorni,gwiwer
177,Elch::N,elgur,elc
178,Fuchs::N,refur,cadno
179,Hase::N,héri,ysgyfarnog
180,Maus::N,mús,llygoden
181,Wolf::N,úlfur,blaidd
182,Vogel::N,fugl,aderyn
183,Schwarm::N,sægur,haid
184,Huhn::N,hæna,cyw
185,Hahn::N,hani,ceiliog
186,Gans::N,gæs,gŵydd
187,Adler::N,örn,eryr
188,Ente::N,önd,hwyad
189,Eule::N,uggla,tylluan
190,Kranich::N,trana,garan
191,Kranich::N,trana,crychydd
192,Krähe::N,kráka,brân
193,Kuckuck::N,gaukur,cog
194,Kuckuck::N,gaukur,cwcw
195,Schwan::N,svanur,alarch
196,Fisch::N,fiskur,pysgod
197,Barsch::N,aborri,draenog
198,Hecht::N,gedda,penhwyad
199,Schlange[Tier]::N,naðra,neidr
200,Wurm::N,ormur,abwydyn
201,Wurm::N,ormur,pryf genwair
202,Spinne::N,kónguló,cor
203,Spinne::N,kónguló,pryf copyn
204,Ameise::N,maur,morgrugyn
205,Laus::N,lús,lleuen
206,Mücke::N,mý,gwybedyn
207,Mücke::N,mýfluga,gwybedyn
208,Fliege::N,fluga,cleren
209,Schmetterling::N,fiðrildi,glöyn byw
210,Schmetterling::N,fiðrildi,iâr fach yr haf
211,Beere::N,ber,aeronen
212,Apfel::N,epli,afal
213,Pilz::N,sveppur,madarch
214,Zwiebel::N,laukur,nionyn
215,Zwiebel::N,laukur,winwnsyn
216,Saat::N,fræ,had
217,Saat::N,útsæði,had
218,Korn::N,korn,grawn
219,Heu::N,hey,gwair
220,Schale::N,hýði,croen
221,Schale::N,hýði,plisgyn
222,Grube::N,gryfja,pwll
223,Grube::N,gryfja,pydew
224,Falle::N,gildra,magl
225,Schlinge::N,snara,cwlwm rhedeg
226,Spur::N,spor,ôl
227,Asche::N,aska,lludw
228,Dreck::N,óþverri,baw
229,Dreck::N,óþverri,budreddi
230,Eisen::N,járn,haearn
231,Gold::N,gull,aur
232,Silber::N,silfur,arian
233,Kohle::N,kol,glo
234,Glas::N,gler,gwydr
235,Lehm::N,leir,clai
236,Sand::N,sandur,tywod
237,Mensch::N,maður,dyn
238,Mensch::N,manneskja,dyn
239,Mann::N,maður,dyn
240,Mann::N,karlmaður,dyn
241,Frau::N,kona,merch
242,Frau::N,kona,gwraig
243,Kind::N,barn,plentyn
244,Kind::N,krakki,plentyn
245,Junge::N,drengur,hogyn
246,Junge::N,drengur,bachgen
247,Mädchen::N,stelpa,merch
248,Mädchen::N,stelpa,geneth
249,Familie::N,fjölskylda,teulu
250,Familie::N,fjölskylda,tylwyth
251,Großvater::N,afi,taid
252,Großvater::N,afi,tad-cu
253,Großmutter::N,amma,nain
254,Großmutter::N,amma,mam-gu
255,Eltern::N,foreldrar,rhieni
256,Vater::N,faðir,tad
257,Mutter::N,móðir,mam
258,Sohn::N,sonur,mab
259,Tochter::N,dóttir,merch
260,Bruder::N,bróðir,brawd
261,Schwester::N,systir,chwaer
262,Onkel::N,föðurbróðir,ewythr
263,Tante::N,frænka,modryb
264,Tante::N,móðursystir,modryb
265,Ehemann::N,eiginmaður,gŵr
266,Ehefrau::N,eiginkona,gwraig
267,Freude::N,gleði,gorfoledd
268,Gelächter::N,hlátur,chwerthin
269,Glück::N,gæfa,hapusrwydd
270,Kummer::N,sorg,galar
271,Wunsch::N,ósk,dymuniad
272,Lust::N,fýsn,chwant
273,Lust::N,löngun,chwant
274,Geist::N,andi,ysbryd
275,Gedanke::N,hugsun,meddwl
276,Gedächtnis::N,minni,cof
277,Verstand::N,vit,meddwl
278,Sinn::N,merking,ystyr
279,Grund::N,ástæða,achos
280,Grund::N,ástæða,rheswm
281,Wahrheit::N,sannleikur,gwir
282,Wahrheit::N,sannleikur,gwirionedd
283,Gespräch::N,samtal,sgwrs
284,Märchen::N,ævintýri,chwedl werin
285,Erzählung::N,saga,stori
286,Nachricht::N,frétt,neges
287,Neuigkeit::N,frétt,newydd
288,Name::N,nafn,enw
289,Rätsel::N,gáta,pos
290,Rede::N,ræða,araith
291,Sprache::N,mál,iaith
292,Sprache::N,tungumál,iaith
293,Stimme::N,rödd,llais
294,Wort::N,orð,gair
295,Zeichen::N,tákn,arwydd
296,Zeichen::N,merki,arwydd
297,Ruf::N,kall,galwad
298,Lärm::N,hávaði,trwst
299,Laut::N,hljóð,sain
300,Ton::N,tónn,tôn
301,Lied::N,ljóð,cân
302,Lied::N,söngur,cân
303,Ruhe::N,ró,tawelwch
304,Ruhe::N,kyrrð,tawelwch
305,Leute::N,fólk,pobl
306,Volk::N,þjóð,pobl
307,Arbeit::N,vinna,gwaith
308,Gast::N,gestur,gwestai
309,Geschenk::N,gjöf,rhodd
310,Geschenk::N,gjöf,anrheg
311,Spiel::N,leikur,chwarae
312,Gesellschaft::N,selskapur,cwmni
313,Hilfe::N,hjálp,cymorth
314,Freund::N,vinur,cyfaill
315,Kamerad::N,félagi,cydymaith
316,Angelegenheit::N,mál,pwnc
317,Angelegenheit::N,málefni,pwnc
318,Anzahl::N,tala,cyfrif
319,Anzahl::N,fjöldi,cyfrif
320,Art::N,tegund,bath
321,Stück::N,biti,darn
322,Stück::N,stykki,darn
323,Teil::N,hluti,rhan
324,Teil::N,partur,rhan
325,Hälfte::N,helmingur,hanner
326,Kreis::N,hringur,cylch
327,Kreuz::N,kross,croes
328,Kreuz::N,krossmark,croes
329,Linie::N,lína,llinell
330,Strich::N,strik,strôc
331,Strich::N,strik,trawiad
332,Abstand::N,millibil,bwlch
333,Abstand::N,millibil,pellter
334,Entfernung::N,fjarlægð,pellter
335,Gegend::N,hérað,cylch
336,Platz::N,pláss,lle
337,Ort::N,staður,lle
338,Seite::N,hlið,ochr
339,Mitte::N,miðja,canol
340,Gegenstand::N,hlutur,eitem
341,Sache::N,mál,peth
342,Rand::N,brún,cwr
343,Rand::N,brún,ymyl
344,Kante::N,rönd,min
345,Kante::N,rönd,ymyl
346,Ecke::N,horn,cornel
347,Spitze::N,oddur,blaen
348,Ende::N,endi,pen
349,Loch::N,gat,twll
350,Loch::N,hola,twll
351,Winkel::N,skot,congl
352,Winkel::N,krókur,congl
353,Muster::N,munstur,patrwm
354,Größe::N,stærð,maint
355,Größe::N,stærð,maintioli
356,Länge::N,lengd,hyd
357,Höhe::N,hæð,uchder
358,Gewicht::N,vigt,pwysau
359,Gewicht::N,þyngd,pwysau
360,Menge::N,magn,swm
361,Menge::N,magn,maint
362,Haufen::N,hrúga,pentwr
363,Haufen::N,haugur,pentwr
364,Reihe::N,röð,rhes
365,Boot::N,bátur,cwch
366,Ruder::N,ár,rhwyf
367,Schlitten::N,sleði,sled
368,Schlitten::N,sleði,car llusg
369,Ski::N,skíði,sgi
370,Lagerfeuer::N,varðeldur,coelcerth
371,Last::N,byrði,llwyth
372,Last::N,farmur,llwyth
373,Gang::N,ganga,tro
374,Schritt::N,skref,cam
375,Norden::N,norður,gogledd
376,Süden::N,suður,de
377,Westen::N,vestur,gorllewin
378,Osten::N,austur,dwyrain
379,Holz::N,viður,pren
380,Brett::N,fjöl,bwrdd
381,Brett::N,fjöl,astell
382,Platte::N,flötur,llech
383,Stütze::N,stoð,ateg
384,Stütze::N,stoð,cynhalydd
385,Stange::N,stöng,polyn
386,Stock::N,prik,ffon
387,Stock::N,prik,brigyn
388,Stock::N,stafur,ffon
389,Stock::N,stafur,brigyn
390,Stab::N,prik,ffon
391,Stab::N,stafur,ffon
392,Rohr::N,rör,pibell
393,Rohr::N,pípa,pibell
394,Haus::N,hús,tŷ
395,Heim::N,heimili,cartref
396,Ofen::N,ofn,stof
397,Fußboden::N,gólf,llawr
398,Tisch::N,borð,bwrdd
399,Stuhl::N,stóll,cadair
400,Wiege::N,vagga,crud
401,Bett::N,rúm,gwely
402,Bett::N,hvíla,gwely
403,Regal::N,hilla,silff
404,Kiste::N,kassi,bocs
405,Kiste::N,kassi,blwch
406,Fenster::N,gluggi,ffenestr
407,Tür::N,dyr,drws
408,Tür::N,hurð,drws
409,Tor::N,hlið,porth
410,Zaun::N,girðing,ffens
411,Zaun::N,limgarður,ffens
412,Dach::N,þak,to
413,Leiter::N,stigi,ysgol
414,Besen::N,sópur,ysgub
415,Spaten::N,spaði,rhaw
416,Schaufel::N,skófla,rhaw
417,Gabel::N,gaffall,fforc
418,Löffel::N,skeið,llwy
419,Messer::N,hnífur,cyllell
420,Nagel::N,nögl,hoel
421,Netz::N,net,gwe
422,Netz::N,net,rhwyd
423,Haken::N,krókur,bach
424,Griff::N,tak,carn
425,Schloss::N,lás,clo
426,Bild::N,mynd,llun
427,Bild::N,mynd,pictiwr
428,Figur::N,stytta,ffigur
429,Puppe::N,brúða,dol
430,Beutel::N,poki,cwd
431,Beutel::N,baggi,cwd
432,Bündel::N,böggull,bwndel
433,Bündel::N,böggull,coflaid
434,Tasche::N,veski,cod
435,Eimer::N,fata,bwced
436,Eimer::N,fata,cunnog
437,Deckel::N,lok,caead
438,Geschirr::N,leirtau,llestri
439,Sack::N,sekkur,sach
440,Tasse::N,bolli,cwpan
441,Topf::N,pottur,pot
442,Topf::N,pottur,crochan
443,Kessel::N,ketill,tegell
444,Essen::N,matur,pryd o fwyd
445,Nahrung::N,fæða,bwyd
446,Speise::N,réttur,saig
447,Speise::N,matarréttur,saig
448,Fleisch::N,kjöt,cig
449,Getreide::N,korn,ŷd
450,Getreide::N,korn,llafur
451,Brei::N,grautur,uwd
452,Brot::N,brauð,bara
453,Scheibe::N,sneið,tafell
454,Fett::N,fita,saim
455,Fett::N,fita,braster
456,Butter::N,smjör,ymenyn
457,Öl::N,olía,olew
458,Salz::N,salt,halen
459,Suppe::N,súpa,cawl
460,Honig::N,hunang,mêl
461,Milch::N,mjólk,llaeth
462,Milch::N,mjólk,llefrith
463,Tee::N,te,te
464,Leder::N,skinn,lledr
465,Wolle::N,ull,gwlân
466,Stoff::N,dúkur,lliain
467,Stoff::N,dúkur,brethyn
468,Nadel::N,nál,nodwydd
469,Faden::N,þráður,edau
470,Faden::N,þráður,edefyn
471,Knopf::N,tala,botwm
472,Knopf::N,hnappur,botwm
473,Knoten::N,hnútur,cwlwm
474,Farbe::N,málning,paent
475,Kleidung::N,búningur,dillad
476,Kleidung::N,búningur,gwisgoedd
477,Kleidung::N,klæðnaður,dillad
478,Kleidung::N,klæðnaður,gwisgoedd
479,Hemd::N,skyrta,crys
480,Kragen::N,kragi,coler
481,Kragen::N,flibbi,coler
482,Ärmel::N,ermi,llawes
483,Hose::N,buxur,trowsus
484,Gürtel::N,belti,gwregys
485,Mütze::N,húfa,cap
486,Schuh::N,skór,esgid
487,Stiefel::N,stígvél,botasen
488,Ring::N,hringur,modrwy
489,Band::N,band,rhuban
490,Kamm::N,greiða,crib
491,Spiegel::N,spegill,drych
492,Riemen::N,ól,strap
493,Riemen::N,reim,strap
494,Schnur::N,snúra,llinyn
495,Leine::N,band,tennyn
496,Decke::N,teppi,blanced
497,Decke::N,teppi,gwrthban
498,Kissen::N,koddi,clustog
499,Kissen::N,koddi,gobennydd
500,Tuch::N,klútur,sgarff
501,Handtuch::N,þurrka,tywel
502,Handtuch::N,þurrka,lliain sychu
503,Handtuch::N,handklæði,tywel
504,Handtuch::N,handklæði,lliain sychu
505,Kraft::N,afl,grym
506,Kraft::N,kraftur,grym
507,Stärke::N,styrkur,nerth
508,Stärke::N,styrkur,cryfder
509,Gesundheit::N,heilsa,iechyd
510,Gesundheit::N,heilbrigði,iechyd
511,Krankheit::N,sjúkdómur,afiechyd
512,Krankheit::N,sjúkdómur,anhwylder
513,Schmerz::N,sársauki,poen
514,Schmerz::N,sársauki,gwayw
515,Wunde::N,sár,clwyf
516,Fieber::N,hitasótt,twymyn
517,Arznei::N,lyf,meddyginiaeth
518,Brücke::N,brú,pont
519,Brunnen::N,brunnur,ffynnon
520,Weide::N,hagi,porfa
521,Pfad::N,stígur,llwybr
522,Weg::N,vegur,ffordd
523,Straße::N,gata,heol
524,Straße::N,gata,ffordd
525,Straße::N,stræti,heol
526,Straße::N,stræti,ffordd
527,Dorf::N,þorp,pentref
528,Stadt::N,borg,tref
529,Brief::N,bréf,llythyr
530,Buch::N,bók,llyfr
531,Buchstabe::N,bókstafur,llythyren
532,Zeitung::N,dagblað,papur newydd
533,Leben::N,líf,bywyd
534,Tod::N,dauði,marwolaeth
535,Grab::N,gröf,bedd
536,Kirche::N,kirkja,eglwys
537,Sünde::N,synd,pechod
538,Gott::N,guð,duw
539,Arbeiter::N,verkamaður,gweithiwr
540,Chef::N,yfirmaður,pennaeth
541,Meister::N,meistari,meistr
542,Arzt::N,læknir,meddyg
543,Lehrer::N,kennari,athro
544,Geld::N,peningar,pres
545,Geld::N,peningar,arian
546,Geschäft::N,viðskipti,busnes
547,Laden::N,búð,siop
548,Laden::N,verslun,siop
549,Preis::N,verð,pris
550,Ware::N,vara,nwydd
551,Nutzen::N,gagn,elw
552,Nutzen::N,gagn,budd
553,Reichtum::N,auður,cyfoeth
554,Welt::N,veröld,byd
555,Land::N,land,gwlad
556,Staat::N,ríki,gwladwriaeth
557,König::N,konungur,brenin
558,Macht::N,vald,grym
559,Macht::N,vald,awdurdod
560,Grenze::N,landamæri,ffin
561,Grenze::N,landamæri,goror
562,Krieg::N,stríð,rhyfel
563,Feind::N,fjandmaður,gelyn
564,Gewalt::N,ofbeldi,ffyrnigrwydd
565,Kampf::N,bardagi,brwydr
566,Bogen[Waffe]::N,bogi,bwa
567,Pfeil::N,ör,saeth
568,Gewehr::N,byssa,dryll
569,Fehler::N,villa,gwall
570,Fehler::N,villa,camgymeriad
571,Lüge::N,lygi,celwydd
572,Lüge::N,lygi,anwiredd
573,Schaden::N,skemmd,niwed
574,Schaden::N,skemmd,difrod
575,Unglück::N,óhamingja,anffawd
576,Schuld::N,sök,bai
577,Alter::N,aldur,oed
578,Schluss::N,lok,diwedd
579,Schluss::N,endir,diwedd
580,Zeit::N,tími,amser
581,Tag::N,dagur,dydd
582,Tag::N,dagur,diwrnod
583,Morgen::N,morgunn,bore
584,Mittag::N,hádegi,nawn
585,Abend::N,kvöld,noswaith
586,Nacht::N,nótt,nos
587,Woche::N,vika,wythnos
588,Monat::N,mánuður,mis
589,Jahr::N,ár,blwyddyn
590,Frühling::N,vor,gwanwyn
591,Sommer::N,sumar,haf
592,Herbst::N,haust,hydref
593,Winter::N,vetur,gaeaf
594,Januar::N,janúar,Ionawr
595,Februar::N,február,Chwefror
596,März::N,mars,Mawrth
597,April::N,apríl,Ebrill
598,Mai::N,maí,Mai
599,Juni::N,júní,Mehefin
600,Juli::N,júlí,Gorffennaf
601,August::N,ágúst,Awst
602,September::N,september,Medi
603,Oktober::N,október,Hydref
604,November::N,nóvember,Tachwedd
605,Dezember::N,desember,Rhagfyr
606,Montag::N,mánudagur,dydd Llun
607,Dienstag::N,þriðjudagur,dydd Mawrth
608,Mittwoch::N,miðvikudagur,dydd Mercher
609,Donnerstag::N,fimmtudagur,dydd Iau
610,Freitag::N,föstudagur,dydd Gwener
611,Samstag::N,laugardagur,dydd Sadwrn
612,Sonntag::N,sunnudagur,dydd Sul
613,groß::A,stór,mawr
614,klein::A,lítill,bach
615,lang::A,langur,hir
616,kurz::A,stuttur,byr
617,kurz::A,stuttur,cwta
618,breit::A,breiður,llydan
619,schmal::A,mjór,cul
620,dicht::A,þéttur,dwys
621,dick[Gegenstand]::A,þykkur,trwchus
622,dünn::A,þunnur,tenau
623,fein::A,fíngerður,main
624,fest::A,fastur,cadarn
625,flach::A,flatur,gwastad
626,glatt::A,háll,llyfn
627,glatt::A,sléttur,llyfn
628,hart::A,harður,caled
629,weich::A,mjúkur,meddal
630,rund::A,kringlóttur,crwn
631,spitz::A,oddhvass,pigfain
632,scharf::A,beittur,miniog
633,stumpf::A,bitlaus,pŵl
634,schwer::A,þungur,trwm
635,schön::A,fagur,teg
636,schön::A,fagur,hardd
637,schön::A,fagur,prydferth
638,schön::A,fallegur,teg
639,schön::A,fallegur,hardd
640,schön::A,fallegur,prydferth
641,heiß::A,heitur,poeth
642,warm::A,hlýr,twym
643,warm::A,hlýr,cynnes
644,warm::A,heitur,twym
645,warm::A,heitur,cynnes
646,kalt::A,kaldur,oer
647,kühl::A,svalur,oeraidd
648,frisch::A,frískur,iach
649,feucht::A,rakur,llaith
650,feucht::A,þvalur,llaith
651,nass::A,votur,gwlyb
652,nass::A,blautur,gwlyb
653,trocken::A,þurr,sych
654,voll::A,fullur,llawn
655,leer::A,tómur,gwag
656,offen::A,opinn,agored
657,geschlossen::A,lokaður,caead
658,geschlossen::A,lokaður,caeëdig
659,sauber::A,þrifinn,glân
660,schmutzig::A,óhreinn,budr
661,schmutzig::A,óhreinn,brwnt
662,schmutzig::A,sóðalegur,budr
663,schmutzig::A,sóðalegur,brwnt
664,roh::A,hrár,amrwd
665,reif::A,þroskaður,aeddfed
666,lecker::A,ljúffengur,blasus
667,lecker::A,ljúffengur,danteithiol
668,süß::A,sætur,melys
669,bitter::A,beiskur,chwerw
670,sauer::A,súr,sur
671,hell::A,bjartur,disglair
672,dunkel::A,dimmur,tywyll
673,schwarz::A,svartur,du
674,weiß::A,hvítur,gwyn
675,rot::A,rauður,coch
676,gelb::A,gulur,melyn
677,blau::A,blár,glas
678,grün::A,grænn,gwyrdd
679,grau::A,grár,llwyd
680,bunt::A,marglitur,lliwgar
681,billig::A,ódýr,rhad
682,teuer::A,dýr,drud
683,wertvoll::A,verðmætur,gwerthfawr
684,blind::A,blindur,dall
685,taub::A,heyrnarlaus,byddar
686,kräftig::A,öflugur,nerthol
687,kräftig::A,öflugur,grymus
688,stark::A,sterkur,cryf
689,stark::A,sterkur,cadarn
690,schwach::A,veill,gwan
691,fett::A,feitur,tew
692,schlank::A,grannur,main
693,schlank::A,spengilegur,main
694,hübsch::A,snotur,tlws
695,hübsch::A,laglegur,tlws
696,böse::A,illur,drwg
697,böse::A,vondur,drwg
698,dumm::A,heimskur,twp
699,faul::A,latur,diog
700,fleißig::A,iðinn,dyfal
701,geizig::A,nískur,crintach
702,geizig::A,nískur,cybyddlyd
703,klug::A,hygginn,deallus
704,geschickt::A,fimur,medrus
705,geschickt::A,fimur,deheuig
706,geschickt::A,laginn,medrus
707,geschickt::A,laginn,deheuig
708,lieb::A,kær,hoff
709,lieb::A,kær,annwyl
710,lieb::A,ljúfur,hoff
711,lieb::A,ljúfur,annwyl
712,lustig::A,kátur,llon
713,sanft::A,blíður,mwyn
714,hungrig::A,soltinn,newynog
715,hungrig::A,hungraður,newynog
716,krank::A,sjúkur,sâl
717,krank::A,sjúkur,gwael
718,nackt::A,nakinn,noeth
719,traurig::A,dapur,trist
720,traurig::A,hryggur,trist
721,lebendig::A,lifandi,yn fyw
722,gut::A,góður,da
723,schlecht::A,slæmur,drwg
724,schlecht::A,slæmur,gwael
725,schlecht::A,lélegur,drwg
726,schlecht::A,lélegur,gwael
727,richtig::A,réttur,cywir
728,schlimm::A,slæmur,enbyd
729,wahr::A,sannur,gwir
730,alt::A,gamall,hen
731,neu::A,nýr,newydd
732,ehemalig::A,fyrrverandi,blaenorol
733,alt[Lebewesen]::A,gamall,oedrannus
734,jung::A,ungur,ifanc
735,arm::A,vesall,tlawd
736,arm::A,fátækur,tlawd
737,reich::A,ríkur,cyfoethog
738,reich::A,auðugur,cyfoethog
739,bekannt::A,kunnugur,cynefin
740,bekannt::A,kunnugur,cyfarwydd
741,berühmt::A,frægur,enwog
742,fremd::A,framandi,estron
743,fremd::A,ókunnugur,estron
744,verschieden::A,ýmis,gwahanol
745,nah::A,nálægur,agos
746,fern::A,fjarri,pell
747,fern::A,fjarlægur,pell
748,linker::A,vinstri,aswy
749,linker::A,vinstri,chwith
750,rechter::A,hægri,de
751,rechter::A,hægri,deau
752,anderer::A,annar,arall
753,erster::A,fyrsti,cyntaf
754,zweiter::A,annar,ail
755,dritter::A,þriðji,trydydd
756,letzter::A,síðasti,olaf
757,allein::ADV,einn,unig
758,allein::ADV,einn,ar ei ben ei hun
759,allein::ADV,aleinn,unig
760,allein::ADV,aleinn,ar ei ben ei hun
761,auf einmal::ADV,allt í einu,ar yr un pryd
762,zusammen::ADV,saman,ynghyd
763,zusammen::ADV,saman,gyda'i gilydd
764,lange::ADV,lengi,amser hir
765,plötzlich::ADV,skyndilega,yn sydyn
766,sofort::ADV,strax,ar unwaith
767,sofort::ADV,þegar í stað,ar unwaith
768,später::ADV,seinna,yn ddiweddarach
769,jetzt::ADV,nú,yn awr
770,jetzt::ADV,núna,yn awr
771,heute::ADV,í dag,heddiw
772,morgen::ADV,á morgun,yfory
773,bald::ADV,brátt,yn fuan
774,bald::ADV,brátt,gyda hyn
775,bald::ADV,bráðum,yn fuan
776,bald::ADV,bráðum,gyda hyn
777,dann::ADV,svo,yna
778,dann::ADV,svo,y pryd hwnnw
779,dann::ADV,síðan,yna
780,dann::ADV,síðan,y pryd hwnnw
781,gestern::ADV,í gær,ddoe
782,einst::ADV,forðum,gynt
783,damals::ADV,þá,ar y pryd
784,damals::ADV,þá,bryd hynny
785,damals::ADV,á þeim tímum,ar y pryd
786,damals::ADV,á þeim tímum,bryd hynny
787,danach::ADV,á eftir því,wedyn
788,vorher::ADV,áður,o'r blaen
789,zuerst::ADV,fyrst,yn gyntaf
790,einmal::ADV,einu sinni,unwaith
791,manchmal::ADV,stundum,weithiau
792,manchmal::ADV,stundum,ar brydiau
793,oft::ADV,oft,yn aml
794,oft::ADV,oft,yn fynych
795,immer::ADV,alltaf,bob amser
796,immer::ADV,sífellt,bob amser
797,niemals::ADV,aldrei,ni ... byth
798,niemals::ADV,aldrei,ni ... erioed
799,hier::ADV,hér,yma
800,hierhin::ADV,hingað,hyd yma
801,von hier::ADV,héðan,oddi yma
802,dort::ADV,þar,acw
