,Concept_ID,ml,eu
648,trocken::A,വരണ്ട,lehor
649,voll::A,നിറയെ,bete
650,leer::A,ഒഴിഞ്ഞ,huts
651,offen::A,തുറന്ന,ireki
652,geschlossen::A,അടച്ച,itxita
653,sauber::A,വൃത്തിയുള്ള,xahu
654,sauber::A,വൃത്തിയുള്ള,garbi
655,schmutzig::A,അഴുക്കുനിറഞ്ഞ,lohi
656,schmutzig::A,അഴുക്കുനിറഞ്ഞ,zikin
657,roh::A,അസംസ്കൃതമായ,gordin
658,reif::A,പഴുത്ത,umo
659,reif::A,പഴുത്ത,heldu
660,lecker::A,രുചികരമായ,goxo
661,süß::A,മധുരമുള്ള,goxo
662,bitter::A,കടുത്ത,karmin
663,bitter::A,കടുത്ത,garratz
664,sauer::A,പുളിപ്പുള്ള,mingots
665,hell::A,ജ്വലിക്കുന്ന,argi
666,dunkel::A,ഇരുണ്ട,ilun
667,schwarz::A,കറുത്ത,beltz
668,weiß::A,വെളുത്ത,zuri
669,rot::A,ചുവന്ന,gorri
670,gelb::A,മഞ്ഞനിറമായ,hori
671,blau::A,നീലനിറമുള്ള,urdin
672,grün::A,പച്ചനിറമുള്ള,berde
673,grün::A,പച്ചനിറമുള്ള,musker
674,grau::A,ചാരനിറത്തിലുള്ള,urdin
675,grau::A,ചാരനിറത്തിലുള്ള,urdinabar
676,bunt::A,വർണ്ണശബളമായ,koloretsu
677,billig::A,വിലകുറഞ്ഞ,merke
678,teuer::A,ചെലവേറിയ,garesti
679,wertvoll::A,വിലപിടിപ്പുള്ള,baliotsu
680,blind::A,അന്ധനായ,itsu
681,taub::A,കേൾവിക്കുറവുള്ള,gor
682,kräftig::A,ശക്തിയുള്ള,kementsu
683,stark::A,ബലമുള്ള,bizkor
684,stark::A,ബലമുള്ള,indartsu
685,schwach::A,ക്ഷീണിച്ച,ahul
686,schwach::A,ക്ഷീണിച്ച,indargabe
687,fett::A,കൊഴുപ്പുള്ള,gizen
688,schlank::A,മെലിഞ്ഞ,lerden
689,hübsch::A,മനോഹരമായ,polit
690,böse::A,പാപിയായ,tzar
691,böse::A,പാപിയായ,gaizto
692,dumm::A,വിവരംകെട്ട,lelo
693,dumm::A,വിവരംകെട്ട,pello
694,faul::A,അലസനായ,nagi
695,faul::A,അലസനായ,alfer
696,fleißig::A,അദ്ധ്വാനശീലമുള്ള,maratz
697,fleißig::A,അദ്ധ്വാനശീലമുള്ള,lanzale
698,geizig::A,പിശുക്കനായ,zeken
699,geizig::A,പിശുക്കനായ,zikoitz
700,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,zuhur
701,geschickt::A,പ്രതിഭാശാലി,trebe
702,geschickt::A,പ്രതിഭാശാലി,antzetsu
703,lieb::A,പ്രിയപ്പെട്ട,maite
704,lieb::A,പ്രിയപ്പെട്ട,laztan
705,lustig::A,ആനന്ദകരമായ,alaitsu
706,sanft::A,സൌമ്യമായ,eme
707,sanft::A,സൌമ്യമായ,ezti
708,hungrig::A,വിശപ്പുള്ള,gose
709,krank::A,അസുഖമുള്ള,eri
710,krank::A,അസുഖമുള്ള,gaixo
711,nackt::A,നഡമായ,biluzi
712,traurig::A,വിഷമമുള്ള,itun
713,traurig::A,വിഷമമുള്ള,betilun
714,lebendig::A,ഉപജീവനം,bizirik
715,gut::A,നല്ല,on
716,schlecht::A,മോശമായ,txar
717,richtig::A,ശരിയായ,zuzen
718,schlimm::A,വൃത്തികെട്ട,larri
719,wahr::A,ശരിയായ,egiazko
720,alt::A,പഴയ,zahar
721,neu::A,പുതിയ,berri
722,ehemalig::A,മുൻ,lehengo
723,alt[Lebewesen]::A,വയസ്സുള്ള,adindun
724,jung::A,കൌമാരമായ,gazte
725,arm::A,പാവപ്പെട്ട,txiro
726,arm::A,പാവപ്പെട്ട,behartsu
727,reich::A,സമ്പന്നമായ,dirudun
728,bekannt::A,പരിചിതമായ,ezagun
729,berühmt::A,പ്രശസ്തനായ,entzun
730,berühmt::A,പ്രശസ്തനായ,ospetsu
731,fremd::A,വൈദേശികമായ,arrotz
732,verschieden::A,വ്യത്യസ്തമായ,ezberdin
733,verschieden::A,വ്യത്യസ്തമായ,desberdin
734,nah::A,അരികത്തുള്ള,hurre
735,nah::A,അരികത്തുള്ള,hurbil
736,fern::A,അകലെയുള്ള,urrun
737,linker::A,അവശേഷിച്ച,ezker
738,rechter::A,വലത്തേ,eskuin
739,anderer::A,മറ്റുള്ള,beste
740,erster::A,ആദ്യത്തെ,lehen
741,erster::A,ആദ്യത്തെ,aurren
742,zweiter::A,രണ്ടാം,bigarren
743,dritter::A,മൂന്നാമത്,hirugarren
744,letzter::A,അവസാനത്തെ,azken
745,letzter::A,അവസാനത്തെ,hondar
746,allein::ADV,തനിച്ചുള്ള,bakarrik
747,auf einmal::ADV,ഉടന്,batera
748,zusammen::ADV,ഒരുമിച്ച,elkarrekin
749,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,luzaro
750,plötzlich::ADV,പെട്ടെന്ന്,bat-batean
751,sofort::ADV,തത്ക്ഷണം,berehala
752,später::ADV,പിന്നീട്,gero
753,jetzt::ADV,ഇപ്പോൾ,orain
754,heute::ADV,ഇന്ന്,gaur
755,morgen::ADV,നാളെ,bihar
756,bald::ADV,ഉടനെ,aurki
757,bald::ADV,ഉടനെ,laster
758,dann::ADV,അപ്പോൾ,ondoren
759,gestern::ADV,ഇന്നലെ,atzo
760,einst::ADV,പണ്ടൊരിക്കല്,antzina
761,damals::ADV,അപ്പോൾ,orduan
762,danach::ADV,പിന്നീട്,gerora
763,danach::ADV,പിന്നീട്,ondoren
764,vorher::ADV,മുൻപ്,lehenago
765,zuerst::ADV,ആദ്യം,aurrena
766,zuerst::ADV,ആദ്യം,lehenbizi
767,einmal::ADV,ഒരിക്കൽ,behin
768,einmal::ADV,ഒരിക്കൽ,aldi bat
769,manchmal::ADV,ചിലപ്പോൾ,batzuetan
770,manchmal::ADV,ചിലപ്പോൾ,zenbaitetan
771,oft::ADV,പലപ്പോഴും,maiz
772,oft::ADV,പലപ്പോഴും,askotan
773,immer::ADV,എപ്പോഴും,beti
774,niemals::ADV,ഒരിക്കലും,inoiz ez
775,niemals::ADV,ഒരിക്കലും,sekula ez
776,hier::ADV,ഇവിടെ,hemen
777,hierhin::ADV,ഇവിടേക്ക്,hona
778,von hier::ADV,ഇവിടെനിന്ന്,hemendik
779,von hier::ADV,ഇവിടെനിന്ന്,honetatik
780,dort::ADV,അവിടെ,han
781,dorthin::ADV,അവിടേക്ക്,hara
782,geradeaus::ADV,മുമ്പിൽ,artez
783,geradeaus::ADV,മുമന്നോട്ട്,artez
784,vorwärts::ADV,മുന്നോട്ട്,aurrera
785,rückwärts::ADV,തലതിരിച്ച്,atzera
786,rückwärts::ADV,തലതിരിച്ച്,atzerantz
787,zurück::ADV,പുറകിലേക്ക്,atzera
788,unten::ADV,താഴെ,behean
789,hinab::ADV,താഴേക്ക്,behera
790,hinab::ADV,താഴേക്ക്,beherantz
791,oben::ADV,മുകളിൽ,goian
792,hinauf::ADV,മുകളിൽ,gora
793,hinauf::ADV,മുകളിൽ,gorantz
794,überall::ADV,എല്ലായിടത്തും,edonon
795,nicht::ADV,ഇല്ല,ez
796,ein wenig::ADV,കുറച്ച്,apur bat
797,ein wenig::ADV,കുറച്ച്,pixka bat
798,kaum::ADV,കഷ്ടിച്ച്,ozta
799,kaum::ADV,കഷ്ടിച്ച്,nekez
800,sehr::ADV,വളരെ,oso
801,so::ADV,അങ്ങനെ,hala
802,so::ADV,അങ്ങനെ,honela
803,noch::ADV,ഇപ്പോഴും,oraindik
804,nur::ADV,മാത്രം,bakarrik
805,schon::ADV,നേരത്തേ തന്നെ,ja
806,schon::ADV,നേരത്തേ തന്നെ,jada
807,wieder::ADV,വീണ്ടും,berriro
808,vergebens::ADV,വിഫല,alferrik
809,vor::PRP,മുമ്പിൽ,aurrean
810,hinter::PRP,പുറകിൽ,ostean
811,hinter::PRP,പുറകിൽ,gibelean
812,unter::PRP,കീഴിൽ,pean
813,unter::PRP,കീഴിൽ,azpian
814,durch::PRP,ഉള്ളിലൂടെ,zehar
815,neben::PRP,അടുത്ത്,ondoan
816,neben::PRP,അടുത്ത്,aldamenean
817,zwischen::PRP,ഇടയ്ക്ക്,artean
818,wegen::PRP,നിമിത്തം,-gatik
819,dies::PRN,ഇത്,hau
820,das::PRN,അത്,hura
821,alles::PRN,എല്ലാം,dena
822,ich::PRN,ഞാൻ,ni
823,du::PRN,നിങ്ങൾ,zu
824,er::PRN,അദ്ദേഹം,bera
825,er::PRN,അയാൾ,bera
826,er::PRN,അവൻ,bera
827,er::PRN,അവർ,bera
828,er::PRN,അവൾ,bera
829,wir::PRN,നമ്മൾ,gu
830,ihr::PRN,നിങ്ങൾ,zuek
831,sie::PRN,അവർ,berak
832,was::FPRN,എന്ത്,zer
833,wer::FPRN,ആര്,nor
834,wo::FADV,എവിടെ,non
835,wohin::FADV,എവിടേക്ക്,nora
836,wie::FADV,എങ്ങനെ,nola
837,wie::FADV,എങ്ങനെ,zelan
838,warum::FADV,എന്തുകൊണ്ട്,zeren
839,warum::FADV,എന്തുകൊണ്ട്,zergatik
840,wieviel::FNUM,എത്ര,zenbat
841,eins::NUM,ഒന്ന്,bat
842,zwei::NUM,രണ്ട്,bi
843,zwei::NUM,രണ്ട്,biga
844,drei::NUM,മൂന്ന്,hiru
845,vier::NUM,നാല്,lau
846,fünf::NUM,അഞ്ച്,bost
847,sechs::NUM,ആറ്,sei
848,sieben::NUM,ഏഴ്,zazpi
849,acht::NUM,എട്ട്,zortzi
850,neun::NUM,ഒമ്പത്,bederatzi
851,zehn::NUM,പത്ത്,hamar
852,elf::NUM,പതിനൊന്ന്,hamaika
853,zwölf::NUM,പന്ത്രണ്ട്,hamabi
854,zwanzig::NUM,ഇരുപത്,hogei
855,dreißig::NUM,മുപ്പത്,hogeita hamar
856,vierzig::NUM,നാൽപ്പത്,berrogei
857,fünfzig::NUM,അൻപത്,berrogeita hamar
858,sechzig::NUM,അറുപത്,hirurogei
859,siebzig::NUM,എഴുപത്,hirurogeita hamar
860,achtzig::NUM,എൺപത്,laurogei
861,neunzig::NUM,തൊണ്ണൂറ്,laurogeita hamar
862,hundert::NUM,നൂറ്,ehun
863,tausend::NUM,ആയിരം,mila
864,und::CNJ,ഉം,eta
865,oder::CNJ,അഥവാ,edo
866,stehen::V,നിൽക്കുക,zutik egon
867,sitzen::V,ഇരിക്കുക,eserita egon
868,liegen::V,കിടക്കുക,etzan
869,hängen::V,തൂങ്ങുക,eskegita egon
870,hängen::V,തൂങ്ങുക,zintzilik egon
871,werden::V,ആയിത്തീരുക,bihurtu
872,werden::V,ആയിത്തീരുക,bilakatu
873,passieren::V,സംഭവിക്കുക,pasatu
874,passieren::V,സംഭവിക്കുക,gertatu
875,beginnen::V,ആരംഭിക്കുക,hasi
876,enden::V,അവസാനിപ്പിക്കുക,bukatu
877,wechseln::V,മാറ്റുക,aldatu
878,aufgehen[Sonne]::V,ഉയരുക,ilki
879,aufgehen[Sonne]::V,ഉയരുക,sortu
880,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,sartu
881,scheinen[Sonne]::V,പ്രകാശിക്കുക,eguzkia egon
882,donnern::V,ഇടിവെട്ടുക,trumoia jo
883,wehen::V,വീശുക,haizea ibili
884,strömen::V,ഒഴുകുക,zorrotadaka isuri
885,fließen::V,ഒഴുകുക,isuri
886,sich drehen::V,ചുറ്റുക,biratu
887,sich drehen::V,കറക്കുക,biratu
888,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,zabuka ibili
889,schwingen::V,ആടുക,kulunkatu
890,fallen::V,വീഴുക,erori
891,brennen::V,കത്തുക,sutan egon
892,rauchen::V,പുകയുക,kea bota
893,regnen::V,മഴ_പെയ്യുക,euria ari izan
894,gefrieren::V,തണത്ത്_മരവിക്കുക,izoztu
895,gefrieren::V,തണത്ത്_മരവിക്കുക,hormatu
896,tauen::V,അലിയുക,gesaldu
897,schmelzen::V,ഉരുകുക,urtu
898,trocknen::V,വരളുക,idortu
899,trocknen::V,വരളുക,lehortu
900,sieden::V,തിളപ്പിക്കുക,irakin
901,faulen::V,ചീയുക,hirotu
902,faulen::V,ചീയുക,usteldu
903,verfaulen::V,അഴുകുക,hirotu
904,verfaulen::V,അഴുകുക,usteldu
905,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,eten
906,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,tarrat egin
907,versinken::V,മുക്കുക,urperatu
908,vergehen::V,കടന്നുപോകുക,iragan
909,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,agertu
910,verschwinden::V,അദൃശ്യമാകുക,desagertu
911,sinken::V,താഴുക,beheititu
912,abnehmen::V,കുറിയുക,gutxitu
913,abnehmen::V,കുറിയുക,beheratu
914,zunehmen::V,വർദ്ധിക്കുക,gora egin
915,steigen::V,ഉയരുക,igo
916,wachsen::V,വളരുക,hazi
917,glänzen::V,മിന്നുക,distiratu
918,funkeln::V,തിളങ്ങുക,izarniatu
919,lärmen::V,ശബ്ദമുണ്ടാക്കുക,zarata atera
920,läuten::V,മണിമുഴങ്ങുക,jo
921,läuten::V,മണിമുഴങ്ങുക,hots egin
922,klingeln::V,ചിലമ്പുക,txirrina jo
923,klirren::V,കിലുക്കുക,tintin egin
924,brausen::V,മുഴങ്ങുക,marru egin
925,rauschen::V,അനങ്ങുക,fir-fir egin
926,klingen::V,മുഴക്കുക,soinu egin
927,bellen::V,കുരയ്ക്കുക,zaunkatu
928,heulen::V,ഓരിയിടുക,ulu egin
929,heulen::V,ഓരിയിടുക,uhuri egin
930,blasen::V,ഊതുക,ufa egin
931,blasen::V,ഊതുക,putz egin
932,pfeifen::V,വിസിലടിക്കുക,txistu egin
933,schreien::V,ആക്രോശിക്കുക,oihu egin
934,schreien::V,ആക്രോശിക്കുക,garrasi egin
935,stöhnen::V,അരക്കം,intziri egin
936,stöhnen::V,ആർത്തനാദം,intziri egin
937,zittern::V,വിറയ്ക്കുക,ikara egin
938,zittern::V,വിറയ്ക്കുക,dar-dar egin
939,leben::V,താമസിക്കുക,bizi izan
940,geboren werden::V,ജനിക്കുക,jaio
941,atmen::V,ശ്വസിക്കുക,hats egin
942,atmen::V,ശ്വസിക്കുക,arnasa egin
943,trinken::V,കുടിക്കുക,edan
944,essen::V,കഴിക്കുക,jan
945,schlucken::V,വിഴുങ്ങുക,irentsi
946,müde werden::V,ക്ഷീണിക്കുക,unatu
947,müde werden::V,ക്ഷീണിക്കുക,nekatu
948,einschlafen::V,നിദ്രിക്കുക,lokartu
949,schlafen::V,ഉറങ്ങുക,lo egin
950,aufwachen::V,ഉണരുക,esnatu
951,aufwachen::V,ഉണരുക,atzarri
952,aufstehen::V,എഴുന്നേൽക്കുക,jaiki
953,sich erholen::V,വിശ്രമിക്കുക,atseden egin
954,krank werden::V,ദീനംപിടിക്കുക,gaixotu
955,krank sein::V,രോഗികളാകുക,eri izan
956,krank sein::V,രോഗികളാകുക,gaixo izan
957,schmerzen::V,വേദനിക്കുക,min egin
958,husten::V,ചുമയ്ക്കുക,eztul egin
959,genesen::V,സുഖപ്പെടുക,osatu
960,sterben::V,മരിക്കുക,hil
961,sterben::V,മരിക്കുക,zendu
962,umkommen::V,മരിക്കുക,istripuz hil
963,sich bewegen::V,സ്ഥലം_മാറുക,higitu
964,sich rühren::V,ചലിക്കുക,zirkin egin
965,sich erheben::V,നിൽക്കുക,zutitu
966,sich erheben::V,നിൽക്കുക,altxatu
967,sich setzen::V,ഇരിക്കുക,eseri
968,sich setzen::V,ഇരിക്കുക,jesarri
969,hinfallen::V,വീഴുക,erori
970,laufen::V,നടക്കുക,ibili
971,schreiten::V,നടക്കുക,oinkatu
972,spazierengehen::V,ഉലാത്തുക,paseatu
973,spazierengehen::V,ഉലാത്തുക,ostera bat egin
974,eilen::V,പാഞ്ഞെത്തുക,lasterkatu
975,sich beeilen::V,തിരിക്കുകൂട്ടുക,lehiatu
976,sich beeilen::V,തിടുക്കം_കാട്ടുക,lehiatu
977,sausen::V,കുതിക്കുക,ziztu bizian joan
978,rennen::V,ഓടുക,lasterka egin
979,springen::V,ചാടുക,jauzi egin
980,klettern::V,കയറുക,igo
981,schaukeln::V,ഇളകുക,zabu egin
982,schaukeln::V,ഇളകുക,zanbulu egin
983,kriechen::V,പതുങ്ങികയറുക,narras egin
984,schwimmen::V,നീന്തുക,igerikatu
985,schwimmen::V,നീന്തുക,igeri egin
986,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,murgildu
987,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,pulunpatu
988,rudern::V,തുഴയുക,bogatu
989,rudern::V,തുഴയുക,arraun egin
990,fahren::V,വാഹനം ഓടിക്കുക,joan
991,fliegen::V,പറക്കുക,hegaldatu
992,fliegen::V,പറക്കുക,hegan egin
993,gehen::V,പോകുക,joan
994,weggehen::V,വിടുക,alde egin
995,abfahren::V,പുറപ്പെടുക,abiatu
996,anhalten::V,നിർത്തുക,geratu
997,anhalten::V,നിർത്തുക,gelditu
998,hineingehen::V,പ്രവേശിക്കുക,sartu
999,eintreten::V,പ്രവേശിക്കുക,sartu
1000,kommen::V,വരുക,etorri
1001,ankommen::V,എത്തിച്ചേരുക,heldu
1002,ankommen::V,എത്തിച്ചേരുക,iritsi
1003,zurückkommen::V,തിരിച്ചു വരുക,itzuli
1004,bleiben::V,തുടരുക,gelditu
1005,warten::V,കാത്തിരിക്കുക,itxaron
1006,warten::V,കാത്തിരിക്കുക,zain egon
1007,erwarten::V,പ്രതീക്ഷിക്കുക,iguriki
1008,suchen::V,തിരയുക,bilatu
1009,finden::V,കണ്ടെത്തുക,idoro
1010,finden::V,കണ്ടെത്തുക,aurkitu
1011,versuchen::V,ശ്രമിക്കുക,saiatu
1012,versuchen::V,ശ്രമിക്കുക,ahalegindu
1013,vorbereiten::V,തയ്യാറെടുക്കുക,gertatu
1014,lieben::V,സ്നേഹിക്കുക,maitatu
1015,lieben::V,സ്നേഹിക്കുക,maite izan
1016,mögen::V,ഇഷ്ടപ്പെടുക,laket izan
1017,mögen::V,ഇഷ്ടപ്പെടുക,atsegin izan
1018,lachen::V,ചിരിക്കുക,irri egin
1019,lachen::V,ചിരിക്കുക,barre egin
1020,rühren::V,ഹൃദയം സ്പർശിക്കുക,hunkitu
1021,weinen::V,തേങ്ങുക,negar egin
1022,schimpfen::V,പിറുപിറുക്കുക,erneguka ari izan
1023,sich ärgern::V,കോപിക്കുക,ernegatu
1024,sich ärgern::V,കോപിക്കുക,haserretu
1025,sich fürchten::V,പേടിക്കുക,beldur izan
1026,fürchten::V,പേടിക്കുക,beldur izan
1027,fliehen::V,രക്ഷപ്പെടുക,ihes egin
1028,flüchten::V,രക്ഷപ്പെടുക,ihes egin
1029,sehen::V,കാണുക,ikusi
1030,anschauen::V,നോക്കുക,begietsi
1031,ansehen::V,നോക്കുക,begiratu
1032,hören::V,കേൾക്കുക,aditu
1033,zuhören::V,ശ്രദ്ധിക്കുക,entzun
1034,probieren::V,രുചിയുള്ളതായി_തോന്നുക,dastatu
1035,riechen::V,മണത്തു_നോക്കുക,usnatu
1036,riechen::V,മണത്തു_നോക്കുക,usaindu
1037,fühlen::V,സ്പർശിച്ചറിയുക,sentitu
1038,scheinen::V,കാണപ്പെടുക,iruditu
1039,scheinen::V,കാണപ്പെടുക,begitandu
1040,zu sehen sein::V,വെളിച്ചപ്പെടുക,azaldu
1041,vernehmen::V,കേൾക്കുക,aditu
1042,frieren::V,വിറയ്ക്കുക,hotz izan
1043,tun::V,ചെയ്യുക,egin
1044,können::V,കഴിയുക,ahal izan
1045,wollen::V,വേണുക,nahi izan
1046,anfangen::V,തുടങ്ങുക,hasi
1047,beenden::V,പൂർത്തിയാക്കുക,bukatu
1048,aufhören::V,നിർത്തുക,utzi
1049,gelingen::V,വിജയിക്കുക,lortu
1050,geraten::V,പരിണമിക്കുക,heldu
1051,öffnen::V,തുറക്കുക,ireki
1052,öffnen::V,തുറക്കുക,zabaldu
1053,schließen::V,അടയ്ക്കുക,itxi
1054,stellen::V,വയ്ക്കുക,ipini
1055,setzen::V,വയ്ക്കുക,jesarri
1056,legen::V,ഇടുക,jarri
1057,berühren::V,തൊടുക,ukitu
1058,verbinden::V,ഘടിപ്പിക്കുക,uztartu
1059,bedecken::V,മുടുക,estali
1060,aufhängen::V,കെട്ടിതൂക്കുക,eseki
1061,aufhängen::V,കെട്ടിതൂക്കുക,eskegi
1062,anzünden::V,കത്തിക്കുക,piztu
1063,aufheben::V,പെറുക്കിയെടുക്കുക,jaso
1064,zurücklassen::V,വച്ചുപോരുക,atzean utzi
1065,verlieren::V,നഷ്ടപ്പെടുക,galdu
1066,fallen lassen::V,വീഴ്ത്തുക,erortzen utzi
1067,machen::V,ഉണ്ടാക്കുക,egin
1068,herstellen::V,ഉൽപാദിപ്പിക്കുക,ekoiztu
1069,bauen::V,നിർമ്മിക്കുക,eraiki
1070,reparieren::V,നന്നാക്കുക,konpondu
1071,verbessern::V,മെച്ചപ്പെടുക,hobetu
1072,ändern::V,മാറ്റംവരുത്തുക,mudatu
1073,graben::V,കുഴിക്കുക,aitzurtu
1074,beugen::V,വണങ്ങുക,makurtu
1075,biegen::V,കുനിയുക,malgutu
1076,biegen::V,കുനിയുക,makolatu
1077,drehen::V,തിരിക്കുക,jiratu
1078,wenden::V,തിരിയുക,bihurtu
1079,umdrehen::V,തിരിയുക,biratu
1080,umdrehen::V,തിരിയുക,alderantzikatu
1081,heben::V,ഉയർത്തുക,jaso
1082,heben::V,ഉയർത്തുക,goratu
1083,hochheben::V,ഉയർത്തുക,goratu
1084,hochheben::V,ഉയർത്തുക,altxatu
1085,ergreifen::V,ബലമായി_പിടിക്കുക,oratu
1086,halten::V,പിടിക്കുക,eutsi
1087,drücken::V,അമർത്തുക,sakatu
1088,schieben::V,തള്ളുക,bultzatu
1089,kratzen::V,ചുരണ്ടുക,hatz egin
1090,kratzen::V,ചുരണ്ടുക,hazka egin
1091,lecken::V,നക്കുക,miaztu
1092,lecken::V,നക്കുക,lamikatu
1093,beißen::V,കടിക്കുക,hozka egin
1094,beißen::V,കടിക്കുക,ausiki egin
1095,abreißen::V,കീറിക്കളയുക,kendu
1096,abschneiden::V,മുറിച്ചുമാറ്റുക,moztu
1097,abschneiden::V,മുറിച്ചുമാറ്റുക,pikatu
1098,binden::V,കെട്ടുക,lotu
1099,binden::V,കെട്ടുക,estekatu
1100,stecken::V,തുളയ്ക്കുക,sartu
1101,brechen::V,ഉടയുക,apurtu
1102,klopfen::V,തട്ടുക,jo
1103,hauen::V,അടിക്കുക,jo
1104,kleben::V,ഒട്ടിക്കുക,itsatsi
1105,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,igurtzi
1106,streichen::V,പടർത്തുക,igurtzi
1107,schleifen::V,പൊടിക്കുക,zorroztu
1108,schneiden::V,മുറിക്കുക,moztu
1109,rütteln::V,മുട്ടുക,astindu
1110,rütteln::V,മുട്ടുക,inarrosi
1111,schütteln::V,കുലുക്കുക,astindu
1112,schütteln::V,കുലുക്കുക,inarrosi
1113,schwenken::V,ആടുക,zabukatu
1114,schütten::V,ഒഴിക്കുക,isuri
1115,füllen::V,നിറയ്ക്കുക,bete
1116,einwickeln::V,പൊതിയുക,bildu
1117,tragen::V,വഹിക്കുക,eroan
1118,tragen::V,വഹിക്കുക,eraman
1119,schleppen::V,വലിച്ചിഴയ്ക്കുക,narrastu
1120,schleppen::V,വലിച്ചിഴയ്ക്കുക,herrestatu
1121,ziehen::V,വലിക്കുക,tira egin
1122,aufbewahren::V,വയ്ക്കുക,gorde
1123,werfen::V,എറിയുക,jaurti
1124,werfen::V,എറിയുക,aurtiki
1125,fangen::V,പിടിക്കുക,atzeman
1126,packen::V,തട്ടിപ്പറിക്കുക,heldu
1127,verstecken::V,മറയ്ക്കുക,ostendu
1128,verstecken::V,മറയ്ക്കുക,ezkutatu
1129,teilen::V,വിഭജിക്കുക,zatitu
1130,schicken::V,അയയ്ക്കുക,bidali
1131,bringen::V,കൊണ്ടുവരുക,ekarri
1132,hinzufügen::V,കൂട്ടുക,eratxiki
1133,hinzufügen::V,കൂട്ടുക,gaineratu
1134,bekommen::V,കിട്ടുക,jaso
1135,erhalten::V,സ്വീകരിക്കുക,jaso
1136,nehmen::V,എടുക്കുക,hartu
1137,wählen::V,തിരഞ്ഞെടുക്കുക,hautatu
1138,wählen::V,തിരഞ്ഞെടുക്കുക,aukeratu
1139,auswählen::V,തിരഞ്ഞെടുക്കുക,hautatu
1140,auswählen::V,തിരഞ്ഞെടുക്കുക,aukeratu
1141,bewahren::V,പുലർത്തുക,begiratu
1142,behindern::V,തടയിടുക,oztopatu
1143,verderben::V,നശിപ്പിക്കുക,hondatu
1144,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,akastu
1145,zerbrechen::V,ഉടയുക,apurtu
1146,zerreißen::V,കീറുക,zarratatu
1147,zerstören::V,നശിപ്പിക്കുക,suntsitu
1148,verbrennen::V,കത്തിനശിക്കുക,erre
1149,verbrennen::V,കത്തിനശിക്കുക,kiskali
1150,verbrennen::V,കത്തിച്ചുകളയുക,erre
1151,verbrennen::V,കത്തിച്ചുകളയുക,kiskali
1152,geben::V,കൊടുക്കുക,eman
1153,geben::V,തരുക,eman
1154,reichen::V,കൈമാറുക,luzatu
1155,reichen::V,കൈമാറുക,helarazi
1156,schenken::V,സമ്മാനം കൊടുക്കുക,oparitu
1157,versprechen::V,വാഗ്ദാനം_നൽകുക,agindu
1158,wünschen::V,ആഗ്രഹിക്കുക,opatu
1159,wünschen::V,ആഗ്രഹിക്കുക,opetsi
1160,loben::V,പുകഴ്ത്തുക,laudatu
1161,loben::V,പുകഴ്ത്തുക,goraipatu
1162,küssen::V,ഉമ്മവയ്ക്കുക,musu eman
1163,wiegen::V,ഇളകുക,kulunkatu
1164,zudecken::V,മുടുക,estali
1165,wecken::V,ഉണർത്തുക,esnatu
1166,wecken::V,ഉണർത്തുക,iratzartu
1167,zeigen::V,കാണിക്കുക,erakutsi
1168,führen::V,നടത്തുക,gidatu
1169,lehren::V,പഠിപ്പിക്കുക,irakatsi
1170,unterrichten::V,പരിശീലിപ്പിക്കുക,eskolak eman
1171,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,hazi
1172,leiten::V,നയിക്കുക,arteztu
1173,antreiben::V,പ്രേരിപ്പിക്കുക,bulkatu
1174,lassen::V,അനുവദിക്കുക,-arazi
1175,einladen::V,ക്ഷണിക്കുക,gonbidatu
1176,vereinigen::V,കൂടിച്ചേരുക,batu
1177,vereinigen::V,കൂടിച്ചേരുക,bateratu
1178,besuchen::V,സന്ദർശിക്കുക,ikustatu
1179,treffen::V,തമ്മിൽ കാണുക,topatu
1180,sich versammeln::V,സംയോജിപ്പിക്കുക,bildu
1181,spielen::V,കളിക്കുക,jolastu
1182,singen::V,പാടുക,abestu
1183,singen::V,പാടുക,kantatu
1184,tanzen::V,നൃത്തം ചെയ്യുക,dantzatu
1185,tanzen::V,നൃത്തം ചെയ്യുക,dantzan egin
1186,sich trennen::V,നേർപെടുത്തുക,banandu
1187,verlassen::V,പിൻവാങ്ങുക,utzietsi
1188,retten::V,രക്ഷിക്കുക,salbatu
1189,retten::V,രക്ഷിക്കുക,gaizkatu
1190,bewachen::V,കാവൽനിൽക്കുക,jagon
1191,bewachen::V,കാവൽനിൽക്കുക,zaindu
1192,schützen::V,പരിരക്ഷിക്കുക,babestu
1193,schützen::V,പരിരക്ഷിക്കുക,gerizatu
1194,verteidigen::V,പ്രതിരോധിക്കുക,aldeztu
1195,sich schlagen::V,കലഹിക്കുക,elkar jo
