,Concept_ID,kk,ar
304,Stimme::N,үн,صوت
305,Stimme::N,әуен,صوت
306,Stimme::N,дауыс,صوت
307,Wort::N,сөз,كلمة
308,Zeichen::N,ишара,رمز
309,Zeichen::N,ишара,إشارة
310,Ruf::N,айғай,نداء
311,Lärm::N,айғай-шу,صخب
312,Lärm::N,айғай-шу,ضجة
313,Lärm::N,айғай-ұйғай,صخب
314,Lärm::N,айғай-ұйғай,ضجة
315,Laut::N,дыбыс,صوت
316,Laut::N,дауыс,صوت
317,Ton::N,әуен,نغمة
318,Lied::N,ән,أغنية
319,Lied::N,жыр,أغنية
320,Lied::N,ән-жыр,أغنية
321,Ruhe::N,тыныштық,هدوء
322,Leute::N,кісілер,ناس
323,Volk::N,халық,شعب
324,Arbeit::N,еңбек,عمل
325,Gast::N,қонақ,ضيف
326,Gast::N,мейман,ضيف
327,Geschenk::N,қадия,هدية
328,Spiel::N,ойын,لعب
329,Gesellschaft::N,қауым,صحبة
330,Gesellschaft::N,жұртшылық,صحبة
331,Hilfe::N,жэрдем,عون
332,Hilfe::N,жэрдем,مساعدة
333,Freund::N,дос,صديق
334,Kamerad::N,дос-жар,زميل
335,Angelegenheit::N,жұмыс,أمر
336,Angelegenheit::N,жұмыс,شأن
337,Anzahl::N,сан,عدد
338,Anzahl::N,саны,عدد
339,Art::N,түр,نوع
340,Stück::N,тілім,قطعة
341,Teil::N,үлес,قسم
342,Teil::N,бөлшек,قسم
343,Hälfte::N,жарты,نصف
344,Kreis::N,шеңбер,دائرة
345,Kreuz::N,крест,صليب
346,Linie::N,сызық,خط
347,Strich::N,сызық,شرطة
348,Abstand::N,ара,مسافة
349,Abstand::N,аралық,مسافة
350,Entfernung::N,аралық,بعد
351,Gegend::N,өңір,ناحية
352,Platz::N,орны,فراغ
353,Ort::N,орын,مكان
354,Seite::N,жақ,جانب
355,Seite::N,бүйір,جانب
356,Mitte::N,ортасы,وسط
357,Gegenstand::N,зат,موضوع
358,Gegenstand::N,нәрсе,موضوع
359,Sache::N,бұйым,شيء
360,Rand::N,шет,حافة
361,Rand::N,шеті,حافة
362,Kante::N,қыр,حافة
363,Kante::N,қыры,حافة
364,Ecke::N,қыры,ركن
365,Ecke::N,бұрыш,ركن
366,Spitze::N,ұшы,سن
367,Ende::N,аяқ,طرف
368,Ende::N,соңы,طرف
369,Loch::N,тесік,ثقب
370,Winkel::N,мүйіс,زاوية
371,Muster::N,мәнер,عينة
372,Größe::N,ауқым,حجم
373,Größe::N,көлемдік,حجم
374,Länge::N,бой,طول
375,Länge::N,ұзындық,طول
376,Höhe::N,жоғарылық,علو
377,Höhe::N,жоғарылық,ارتفاع
378,Höhe::N,биіктік,علو
379,Höhe::N,биіктік,ارتفاع
380,Gewicht::N,салмақ,وزن
381,Menge::N,мөлшер,كمية
382,Haufen::N,үйме,كوم
383,Haufen::N,үйінді,كوم
384,Reihe::N,сап,صف
385,Boot::N,қайық,قارب
386,Boot::N,қайық,زورق
387,Ruder::N,ескек,مجذاف
388,Schlitten::N,шана,مزلقة
389,Ski::N,шаңғы,زلاجة
390,Lagerfeuer::N,алау,نار المخيم
391,Last::N,ауырлық,حمل
392,Last::N,ауыр зат,حمل
393,Gang::N,жүріс,مشية
394,Schritt::N,адым,خطوة
395,Norden::N,солтүстік,شمال
396,Norden::N,терістік,شمال
397,Süden::N,оңтүстік,جنوب
398,Westen::N,батыс,غرب
399,Osten::N,күншығыс,شرق
400,Holz::N,ағаш,خشب
401,Holz::N,сүрек,خشب
402,Brett::N,тақта,لوح
403,Platte::N,тақта,صفيحة
404,Stütze::N,тіреу,سند
405,Stütze::N,тіреу,دعامة
406,Stange::N,қада,عود
407,Stock::N,сойыл,عصا
408,Stab::N,сырық,قضيب
409,Rohr::N,құбыр,أنبوبة
410,Haus::N,үй,دار
411,Haus::N,үй,بيت
412,Heim::N,үйлі,بيت
413,Heim::N,үйлі,مسكن
414,Heim::N,шаңырақ,بيت
415,Heim::N,шаңырақ,مسكن
416,Ofen::N,ошақ,مدفأة
417,Ofen::N,пеш,مدفأة
418,Fußboden::N,еден,أرضية
419,Tisch::N,үстел,مائدة
420,Stuhl::N,орындық,كرسي
421,Wiege::N,бесік,مهد
422,Bett::N,кереует,سرير
423,Regal::N,сөре,رف
424,Kiste::N,жәшік,صندوق
425,Fenster::N,терезе,شباك
426,Fenster::N,терезе,نافذة
427,Tür::N,есік,باب
428,Tor::N,дарбаза,بوابة
429,Zaun::N,дуал,سياج
430,Dach::N,шатыр,سطح
431,Leiter::N,саты,سلم
432,Leiter::N,басқыш,سلم
433,Besen::N,сыпырғыш,مكنسة
434,Spaten::N,күрек,مسحاة
435,Schaufel::N,қалақ,مجرفة
436,Gabel::N,аша,شوكة
437,Gabel::N,шанышқы,شوكة
438,Löffel::N,қасық,ملعقة
439,Messer::N,пышақ,سكين
440,Nagel::N,мық,مسمار
441,Nagel::N,шеге,مسمار
442,Netz::N,керегекөз,شبكة
443,Haken::N,ілмек,خطاف
444,Haken::N,ілмек,صنارة
445,Griff::N,сап,قبضة
446,Griff::N,тұтқа,قبضة
447,Schloss::N,құлып,قفل
448,Schloss::N,бекіткіш,قفل
449,Bild::N,сурет,صورة
450,Figur::N,тұлға,تمثال
451,Puppe::N,қуыршақ,دمية
452,Beutel::N,қапшық,كيس
453,Bündel::N,байлам,ربطة
454,Tasche::N,дорба,شنطة
455,Tasche::N,дорба,محفظة
456,Eimer::N,шелек,سطل
457,Eimer::N,шелек,جردل
458,Deckel::N,жапқыш,سداد
459,Geschirr::N,ыдыс,أوان
460,Sack::N,қап,زكيبة
461,Tasse::N,шыныаяқ,فنجان
462,Topf::N,кәстрөл,قدر
463,Topf::N,кәстрөл,طنجرة
464,Kessel::N,қазан,قدر
465,Kessel::N,қазан,غلاية
466,Essen::N,ас,طعام
467,Nahrung::N,ас,غذاء
468,Nahrung::N,тамақ,غذاء
469,Speise::N,тағам,أكل
470,Fleisch::N,ет,لحم
471,Getreide::N,дәнді,حبوب
472,Brei::N,ботқа,عصيدة
473,Brot::N,күлше,خبز
474,Scheibe::N,тілім,شريحة
475,Fett::N,май,سمن
476,Butter::N,май,زبدة
477,Öl::N,май,زيت
478,Salz::N,тұз,ملح
479,Suppe::N,көже,حساء
480,Suppe::N,көже,شربة
481,Honig::N,бал,عسل
482,Milch::N,сүт,حليب
483,Tee::N,шай,شاي
484,Leder::N,көн,جلد
485,Wolle::N,жүн,صوف
486,Stoff::N,мата,قماش
487,Stoff::N,кездеме,قماش
488,Nadel::N,ине,إبرة
489,Faden::N,жіп,خيط
490,Knopf::N,түйме,زر
491,Knoten::N,түйін,عقدة
492,Farbe::N,рең,صبغة
493,Kleidung::N,киім,ملابس
494,Hemd::N,жейде,قميص
495,Kragen::N,жаға,ياقة
496,Ärmel::N,жең,كم
497,Hose::N,шалбар,سروال
498,Hose::N,шалбар,بنطلون
499,Gürtel::N,белбеу,حزام
500,Mütze::N,қалпақ,طاقية
501,Schuh::N,кебіс,حذاء
502,Stiefel::N,етік,جزمة
503,Stiefel::N,етік,حذاء طويل
504,Ring::N,жүзік,حلقة
505,Band::N,таспа,شريط
506,Kamm::N,тарақ,مشط
507,Spiegel::N,айна,مرآة
508,Riemen::N,қайыс,سير
509,Schnur::N,жіп,حبل
510,Schnur::N,жіп,دوبارة
511,Leine::N,тізгін,قيد
512,Decke::N,көрпе,بطانية
513,Kissen::N,жастық,وسادة
514,Tuch::N,орамал,منديل
515,Handtuch::N,сүлгі,فوطة
516,Handtuch::N,сүлгі,منشفة
517,Kraft::N,қуат,قدرة
518,Kraft::N,қарқын,قدرة
519,Kraft::N,әл-шама,قدرة
520,Kraft::N,әл-дәрмен,قدرة
521,Stärke::N,әл,قوة
522,Stärke::N,күш,قوة
523,Gesundheit::N,денсаулык,صحة
524,Krankheit::N,ауру,مرض
525,Schmerz::N,ауру,ألم
526,Schmerz::N,ауру,وجع
527,Wunde::N,зақым,جرح
528,Wunde::N,жарақат,جرح
529,Fieber::N,безгек,حمى
530,Fieber::N,қалтырау,حمى
531,Fieber::N,қызу көтерілуі,حمى
532,Arznei::N,дәрі,دواء
533,Arznei::N,дәрі-дәрмек,دواء
534,Brücke::N,көпір,جسر
535,Brunnen::N,құдық,بئر
536,Weide::N,өріс,مرعى
537,Weide::N,жайылым,مرعى
538,Pfad::N,жол,درب
539,Weg::N,жол,سكة
540,Straße::N,жол,طريق
541,Dorf::N,ауыл,قرية
542,Stadt::N,қала,مدينة
543,Stadt::N,шаһар,مدينة
544,Brief::N,хат,خطاب
545,Brief::N,хат,مكتوب
546,Brief::N,жазу,خطاب
547,Brief::N,жазу,مكتوب
548,Buch::N,кітап,كتاب
549,Buchstabe::N,әріп,حرف
550,Buchstabe::N,қаріп,حرف
551,Zeitung::N,газет,جريدة
552,Leben::N,өмір,عيش
553,Leben::N,өмір,حياة
554,Leben::N,тіршілік,عيش
555,Leben::N,тіршілік,حياة
556,Tod::N,опат,موت
557,Tod::N,опат,وفاة
558,Grab::N,мола,قبر
559,Grab::N,мазар,قبر
560,Kirche::N,шіркеу,كنيسة
561,Sünde::N,күнә,خطيئة
562,Gott::N,алла,إله
563,Gott::N,құдай,إله
564,Gott::N,тәңірі,إله
565,Gott::N,пәруардігер,إله
566,Gott::N,жаратқан тәңірі,إله
567,Arbeiter::N,жүмысшы,عامل
568,Chef::N,басшы,رئيس
569,Chef::N,жұмыс басқарушысы,رئيس
570,Meister::N,шебер,أسطى
571,Meister::N,өнерпаз,أسطى
572,Arzt::N,дәрігер,طبيب
573,Lehrer::N,мұғалім,مدرس
574,Geld::N,пұл,نقود
575,Geschäft::N,бизнес,صفقة
576,Laden::N,дүкен,دكان
577,Preis::N,ақы,سعر
578,Preis::N,құны,سعر
579,Preis::N,нарық,سعر
580,Ware::N,тауар,بضاعة
581,Nutzen::N,пайда,فائدة
582,Reichtum::N,бақ-дәулет,غنى
583,Reichtum::N,бақ-дәулет,ثروة
584,Welt::N,әлем,عالم
585,Welt::N,әлем,دنيا
586,Welt::N,жиһан,عالم
587,Welt::N,жиһан,دنيا
588,Land::N,аймақ,بلد
589,Staat::N,мемлекет,دولة
590,König::N,патша,ملك
591,Macht::N,өкімет,سلطة
592,Macht::N,қожалық,سلطة
593,Grenze::N,шек,حدود
594,Krieg::N,соғыс,حرب
595,Feind::N,жау,عدو
596,Feind::N,дұшпан,عدو
597,Gewalt::N,зорлык,عنف
598,Gewalt::N,зорлық-зомбылык,عنف
599,Kampf::N,күрес,قتال
600,Kampf::N,алыспақ,قتال
601,Bogen[Waffe]::N,саржа,قوس
602,Pfeil::N,жебе,سهم
603,Gewehr::N,қару,بندقية
604,Fehler::N,әбес,خطأ
605,Fehler::N,қаталық,خطأ
606,Lüge::N,өтірік,كذب
607,Schaden::N,зиян,تلف
608,Schaden::N,зарар,تلف
609,Unglück::N,пәле,نحس
610,Unglück::N,қасырет,نحس
611,Unglück::N,ауыртпалық,نحس
612,Schuld::N,айыптылық,ذنب
613,Alter::N,жас,سن
614,Alter::N,жас,عمر
615,Alter::N,жас шамасы,سن
616,Alter::N,жас шамасы,عمر
617,Schluss::N,ада,ختام
618,Schluss::N,ада,نهاية
619,Schluss::N,бітуі,ختام
620,Schluss::N,бітуі,نهاية
621,Zeit::N,уақыт,وقت
622,Tag::N,күн,يوم
623,Morgen::N,таң,صباح
624,Morgen::N,таңертең,صباح
625,Mittag::N,талтүс,ظهر
626,Abend::N,кеш,مساء
627,Nacht::N,түн,ليلة
628,Woche::N,апта,أسبوع
629,Monat::N,ай,شهر
630,Jahr::N,жыл,عام
631,Jahr::N,жыл,سنة
632,Frühling::N,көктем,ربيع
633,Sommer::N,жаз,صيف
634,Herbst::N,күз,خريف
635,Winter::N,қыс,شتاء
636,Januar::N,каңтар,يناير
637,Januar::N,каңтар,كانون الثاني
638,Februar::N,ақпан,شباط
639,Februar::N,ақпан,فبراير
640,März::N,наурыз,آذار
641,März::N,наурыз,مارس
642,April::N,сәуір,نيسان
643,Mai::N,мамыр,مايو
644,Juni::N,маусым,يونيو
645,Juni::N,маусым,حزيران
646,Juli::N,шілде,تموز
647,Juli::N,шілде,يوليو
648,August::N,сүмбіле,آب
649,August::N,сүмбіле,أغسطس
650,August::N,тамыз,آب
651,August::N,тамыз,أغسطس
652,September::N,қыркүйек,أيلول
653,September::N,қыркүйек,سبتمبر
654,Oktober::N,ақырап,أكتوبر
655,Oktober::N,ақырап,تشرين الأول
656,November::N,қараша,نوفمبر
657,November::N,қараша,تشرين الثاني
658,Dezember::N,желтоқсан,ديسمبر
659,Dezember::N,желтоқсан,كانون الأول
660,Montag::N,дүйсенбі,يوم الاثنين
661,Dienstag::N,сейсенбі,يوم الثلاثاء
662,Mittwoch::N,сәрсенбі,يوم الأربعاء
663,Donnerstag::N,бейсенбі,يوم الخميس
664,Freitag::N,жұма,يوم الجمعة
665,Samstag::N,сенбі,يوم السبت
666,Sonntag::N,жексембі,يوم الأحد
667,groß::A,алпамсадай,كبير
668,klein::A,кішкене,صغير
669,klein::A,қарғадай,صغير
670,lang::A,сопақ,طويل
671,lang::A,сорайған,طويل
672,kurz::A,кеспелтек,قصير
673,breit::A,айдынды,واسع
674,schmal::A,қысық,ضيق
675,dicht::A,жиі,كث
676,dicht::A,жиі,كثيف
677,dick[Gegenstand]::A,шомбал,غليظ
678,dünn::A,жұқа,رفيع
679,dünn::A,жіңішке,رفيع
680,fein::A,қаңылтақ,رقيق
681,fest::A,берік,متين
682,fest::A,мызғымас,متين
683,flach::A,жалпак,سهل
684,flach::A,жалпак,منبسط
685,glatt::A,типыл,ناعم
686,hart::A,қатты,صلب
687,hart::A,қатты,جامد
688,weich::A,жұмсақ,لين
689,rund::A,домалақ,مستدير
690,spitz::A,үшкір,مدبب
691,scharf::A,сүйрік,حاد
692,stumpf::A,доғал,ثالم
693,stumpf::A,өтпейтін,ثالم
694,schwer::A,салмақты,ثقيل
695,schön::A,сұлу,جميل
696,heiß::A,ыссы,حار
697,heiß::A,ыссы,ساخن
698,warm::A,жылы,دافئ
699,kalt::A,аязды,بارد
700,kühl::A,салқын,قر
701,frisch::A,таза,طازج
702,frisch::A,жаңа,طازج
703,feucht::A,нам,رطب
704,feucht::A,дымқылды,رطب
705,nass::A,сулы,مبلول
706,trocken::A,құрғақ,جاف
707,voll::A,толы,ملء
708,leer::A,бос,خال
709,leer::A,бос,فارغ
710,offen::A,ашып қойылған,مفتوح
711,geschlossen::A,жабулы,مغلق
712,sauber::A,дақсыз,نظيف
713,sauber::A,мұнтаздай,نظيف
714,schmutzig::A,айғыз,قذر
715,schmutzig::A,сатпақ,قذر
716,schmutzig::A,сатал-сатал,قذر
717,roh::A,шикі,نيء
718,reif::A,піскен,ناضج
719,lecker::A,дәмді,لذيذ
720,süß::A,тәтті,حلو
721,bitter::A,ащы,مر
722,sauer::A,қышқыл,حامض
723,hell::A,жарық,نير
724,hell::A,жарқын,نير
725,dunkel::A,қараңғы,مظلم
726,schwarz::A,қара,أسود
727,weiß::A,ақ,أبيض
728,rot::A,қызыл,أحمر
729,gelb::A,сары,أصفر
730,blau::A,көк,أزرق
731,grün::A,жасыл,أخضر
732,grau::A,бозамық,رمادي
733,bunt::A,алабажак,ملوب
734,billig::A,арзан,رخيص
735,teuer::A,бағалы,غال
736,wertvoll::A,құнды,ثمين
737,wertvoll::A,қымбат,ثمين
738,blind::A,көзсіз,أعمى
739,blind::A,көр,أعمى
740,blind::A,көр_соқыр,أعمى
741,taub::A,керең,أصم
742,taub::A,керең,أطرش
743,taub::A,саңырау,أصم
744,taub::A,саңырау,أطرش
745,kräftig::A,қуатты,قوي
746,kräftig::A,қарымды,قوي
747,stark::A,білекті,قوي
748,schwach::A,әлсіз,ضعيف
749,schwach::A,күшсіз,ضعيف
750,schwach::A,қайратсыз,ضعيف
751,fett::A,семіз,سمين
752,schlank::A,ашаң,أهيف
753,hübsch::A,ажарлы,جميل
754,hübsch::A,шырайлы,جميل
755,böse::A,өш,رديء
756,böse::A,сұм,رديء
757,böse::A,жауыз,رديء
758,dumm::A,көкми,أبله
759,dumm::A,көкми,أحمق
760,dumm::A,ақымақ,أبله
761,dumm::A,ақымақ,أحمق
762,dumm::A,миы жоқ,أبله
763,dumm::A,миы жоқ,أحمق
764,faul::A,жалқау,كسلان
765,faul::A,еріншек,كسلان
766,fleißig::A,ұқыпты,مجتهد
767,geizig::A,сараң,بخيل
768,klug::A,жетік,ذكي
769,klug::A,жетік,عاقل
770,klug::A,ақылды,ذكي
771,klug::A,ақылды,عاقل
772,geschickt::A,шебер,ماهر
773,lieb::A,абзал,عزيز
774,lieb::A,айналайын,عزيز
775,lustig::A,көңілді,مرح
776,sanft::A,жуас,حليم
777,hungrig::A,аш,جائع
778,krank::A,кеселді,مريض
779,nackt::A,жалаңаш,عار
780,traurig::A,қапа,حزين
781,lebendig::A,тірі,حي
782,lebendig::A,жанды,حي
783,gut::A,жақсы,جيد
