,Concept_ID,ca,be
839,tauen::V,fondre's,раставаць
840,schmelzen::V,fondre's,плавіцца
841,trocknen::V,assecar-se,сохнуць
842,sieden::V,bullir,кіпець
843,faulen::V,podrir-se,гнісці
844,verfaulen::V,podrir-se,згнісці
845,reißen::V,trencar-se,ірвацца
846,versinken::V,enfonsar-se,тануць
847,vergehen::V,passar,праходзіць
848,erscheinen::V,aparèixer,зʼявіцца
849,verschwinden::V,desaparèixer,знікнуць
850,sinken::V,baixar,спадаць
851,sinken::V,descendir,спадаць
852,abnehmen::V,decréixer,паменшыцца
853,zunehmen::V,augmentar,павялічвацца
854,steigen::V,pujar,паднімацца
855,wachsen::V,créixer,расці
856,glänzen::V,brillar,блішчаць
857,glänzen::V,resplendir,блішчаць
858,funkeln::V,espurnejar,бліскаць
859,lärmen::V,fer soroll,шумець
860,läuten::V,sonar,званіць
861,klingeln::V,trucar,званіць
862,klirren::V,dringar,бразгаць
863,brausen::V,rugir,бушаваць
864,rauschen::V,murmurar,шастаць
865,klingen::V,sonar,гучаць
866,bellen::V,lladrar,брахаць
867,heulen::V,udolar,выць
868,blasen::V,bufar,дзьмухнуць
869,pfeifen::V,xiular,свістаць
870,schreien::V,cridar,крычаць
871,stöhnen::V,gemegar,стагнаць
872,zittern::V,tremolar,дрыжаць
873,leben::V,vīure,жыць
874,geboren werden::V,néixer,нарадзіцца
875,atmen::V,respirar,дыхаць
876,trinken::V,beure,піць
877,essen::V,menjar,есці
878,schlucken::V,empassar-se,глытаць
879,müde werden::V,cansar-se,стаміцца
880,einschlafen::V,adormir-se,заснуць
881,schlafen::V,dormir,спаць
882,aufwachen::V,despertar-se,рассыпацца
883,aufstehen::V,llevar-se,устаць
884,sich erholen::V,descansar,адпачываць
885,krank werden::V,posar-se malalt,захварэць
886,krank sein::V,estar malalt,хварэць
887,schmerzen::V,doldre,балець
888,husten::V,tossir,кашляць
889,genesen::V,recuperar-se,паправіцца
890,genesen::V,recuperar-se,паздаравець
891,sterben::V,morir,памерці
892,umkommen::V,perir,загінуць
893,sich bewegen::V,moure's,рухацца
894,sich rühren::V,moure's,варушыцца
895,sich erheben::V,aixecar-se,устаць
896,sich setzen::V,asseure's,сесці
897,hinfallen::V,caure's,упасці
898,laufen::V,caminar,хадзіць
899,schreiten::V,procedir,шагаць
900,schreiten::V,procedir,крочыць
901,spazierengehen::V,passejar,гуляць
902,eilen::V,anar corrent,спяшацца
903,sich beeilen::V,afanyar-se,спяшацца
904,sausen::V,córrer,імчацца
905,rennen::V,córrer,бегаць
906,springen::V,saltar,скакаць
907,klettern::V,escalar,лазіць
908,schaukeln::V,gronxar-se,гайдацца
909,schaukeln::V,balancejar-se,гайдацца
910,kriechen::V,reptar,поўзаць
911,kriechen::V,arrossegar-se,поўзаць
912,schwimmen::V,nadar,плаваць
913,tauchen::V,bussejar,ныраць
914,tauchen::V,submergir-se,ныраць
915,rudern::V,remar,веславаць
916,fahren::V,anar,ехаць
917,fliegen::V,volar,лятаць
918,gehen::V,caminar,ісці
919,weggehen::V,anar-se'n,пайсці
920,abfahren::V,partir,адʼяжджаць
921,anhalten::V,aturar-se,спыніцца
922,anhalten::V,aturar-se,затрымацца
923,hineingehen::V,entrar,уваходзіць
924,eintreten::V,entrar,увайсці
925,kommen::V,venir,прыйсці
926,ankommen::V,arribar,прыбыць
927,zurückkommen::V,tornar,вярнуцца
928,bleiben::V,quedar-se,застацца
929,warten::V,esperar,чакаць
930,erwarten::V,esperar,чакаць
931,suchen::V,buscar,шукаць
932,finden::V,trobar,знайсці
933,versuchen::V,intentar,прабаваць
934,vorbereiten::V,preparar,падрыхтаваць
935,lieben::V,estimar,кахаць
936,mögen::V,agradar a,любіць
937,lachen::V,riure,смяяцца
938,rühren::V,commoure,расчуліць
939,rühren::V,emocionar,расчуліць
940,weinen::V,plorar,плакаць
941,schimpfen::V,renyar,лаяцца
942,sich ärgern::V,enfadar-se,сердаваць
943,sich fürchten::V,tenir por,баяцца
944,fürchten::V,témer,баяцца
945,fliehen::V,fugir,уцякаць
946,flüchten::V,refugiar-se,уцячы
947,sehen::V,veure,бачыць
948,anschauen::V,mirar,паглядзець
949,ansehen::V,mirar,глядзець
950,hören::V,oir,чуць
951,zuhören::V,escoltar,слухаць
952,probieren::V,provar,каштаваць
953,riechen::V,olorar,нюхаць
954,fühlen::V,sentīr,адчуваць
955,scheinen::V,semblar,здавацца
956,zu sehen sein::V,poder-se veure,віднецца
957,vernehmen::V,percebre,пачуць
958,frieren::V,tenir fred,мёрзнуць
959,tun::V,fer,рабіць
960,können::V,poder,умець
961,wollen::V,voler,хацець
962,anfangen::V,iniciar,пачаць
963,beenden::V,acabar,закончыць
964,aufhören::V,deixar,перастаць
965,gelingen::V,sortir bé,удацца
966,geraten::V,sortir,аказацца
967,öffnen::V,obrir,адчыніць
968,schließen::V,tancar,зачыніць
969,stellen::V,posar,паставіць
970,stellen::V,col·locar,паставіць
971,setzen::V,assentar,пасадзіць
972,legen::V,posar,класці
973,berühren::V,tocar,чапаць
974,verbinden::V,unir,звязаць
975,verbinden::V,connectar,звязаць
976,bedecken::V,tapar,накрыць
977,bedecken::V,cobrir,накрыць
978,aufhängen::V,penjar,павесіць
979,anzünden::V,encendre,запаліць
980,aufheben::V,aixecar,падняць
981,zurücklassen::V,deixar,пакінуць
982,verlieren::V,pērdre,згубіць
983,fallen lassen::V,deixar caure,упусціць
984,machen::V,fer,зрабіць
985,herstellen::V,producir,вырабіць
986,bauen::V,construir,будаваць
987,reparieren::V,reparar,правіць
988,verbessern::V,millorar,палепшыць
989,ändern::V,canviar,змяніць
990,graben::V,cavar,капаць
991,beugen::V,doblegar,сагнуць
992,biegen::V,corbar,пагнуць
993,biegen::V,arquejar,пагнуць
994,drehen::V,girar,вярцець
995,wenden::V,girar,павярнуць
996,umdrehen::V,voltar,перавярнуць
997,heben::V,pujar,падымаць
998,heben::V,aixecar,падымаць
999,hochheben::V,aixecar,падняць
1000,ergreifen::V,agafar,схапіць
1001,ergreifen::V,agafar,схваціць
1002,halten::V,mantenir,трымаць
1003,drücken::V,prémer,націскаць
1004,drücken::V,estrènyer,націскаць
1005,schieben::V,empènyer,пхаць
1006,schieben::V,empènyer,штурхаць
1007,kratzen::V,raspar,скрэбці
1008,lecken::V,llepar,лізаць
1009,beißen::V,mossegar,кусаць
1010,abreißen::V,arrencar,адарваць
1011,abschneiden::V,tallar,адрэзаць
1012,binden::V,lligar,вязаць
1013,stecken::V,ficar,уваткнуць
1014,brechen::V,trencar,зламаць
1015,klopfen::V,trucar,стукаць
1016,hauen::V,picar,біць
1017,hauen::V,colpejar,біць
1018,kleben::V,enganxar,клеіць
1019,reiben::V,fregar,церці
1020,streichen::V,untar,намазаць
1021,schleifen::V,afilar,тачыць
1022,schleifen::V,esmolar,тачыць
1023,schneiden::V,tallar,рэзаць
1024,rütteln::V,sacsejar,хістаць
1025,schütteln::V,agitar,трэсці
1026,schütteln::V,sacsejar,трэсці
1027,schwenken::V,agitar,махаць
1028,schütten::V,abocar,наліць
1029,füllen::V,omplir,напоўніць
1030,einwickeln::V,embolicar,загарнуць
1031,tragen::V,dur,несці
1032,tragen::V,portar,несці
1033,schleppen::V,arrossegar,цягнуць
1034,ziehen::V,tirar,цягнуць
1035,ziehen::V,estirar,цягнуць
1036,aufbewahren::V,conservar,захоўваць
1037,werfen::V,llançar,кідаць
1038,fangen::V,agafar,лавіць
1039,fangen::V,atrapar,лавіць
1040,packen::V,engrapar,схапіць
1041,packen::V,engrapar,схваціць
1042,verstecken::V,amagar,схаваць
1043,teilen::V,dividir,раздзяліць
1044,schicken::V,enviar,пасылаць
1045,bringen::V,portar,прынесці
1046,hinzufügen::V,afegir,дабавіць
1047,bekommen::V,obtenir,дастаць
1048,erhalten::V,rebre,атрымаць
1049,nehmen::V,prendre,ўзяць
1050,wählen::V,triar,выбраць
1051,wählen::V,elegir,выбраць
1052,auswählen::V,escollir,адабраць
1053,auswählen::V,seleccionar,адабраць
1054,bewahren::V,conservar,захаваць
1055,behindern::V,impedir,перашкаджаць
1056,behindern::V,obstaculitzar,перашкаджаць
1057,verderben::V,espatllar,сапсаваць
1058,beschädigen::V,danyar,пашкодзіць
1059,beschädigen::V,destrossar,пашкодзіць
1060,zerbrechen::V,trencar,разбіць
1061,zerreißen::V,estripar,разадраць
1062,zerstören::V,destruir,разбурыць
1063,verbrennen::V,cremar,спаліць
1064,geben::V,donar,даць
1065,reichen::V,passar,перадаць
1066,schenken::V,regalar,дарыць
1067,versprechen::V,prometre,абяцаць
1068,wünschen::V,desitjar,жадаць
1069,loben::V,elogiar,хваліць
1070,küssen::V,fer un petó a,цалаваць
1071,wiegen::V,bressolar,гушкаць
1072,wiegen::V,bressolar,калыхаць
1073,zudecken::V,tapar,накрыць
1074,zudecken::V,cobrir,накрыць
1075,wecken::V,despertar,пабудзіць
1076,zeigen::V,mostrar,паказаць
1077,zeigen::V,ensenyar,паказаць
1078,führen::V,guiar,весці
1079,führen::V,conduir,весці
1080,lehren::V,ensenyar,вучыць
1081,unterrichten::V,ensenyar,выкладаць
1082,aufziehen::V,criar,выхаваць
1083,leiten::V,dirigir,кіраваць
1084,antreiben::V,impel·lir,падганяць
1085,lassen::V,fer,прымусіць
1086,einladen::V,invitar,запрасіць
1087,einladen::V,convidar,запрасіць
1088,vereinigen::V,unir,абʼяднаць
1089,besuchen::V,visitar,наведаць
1090,besuchen::V,anar a veure,наведаць
1091,treffen::V,trobar,сустрэць
1092,sich versammeln::V,reunir-se,сабрацца
1093,spielen::V,jugar,гуляць
1094,singen::V,cantār,пець
1095,singen::V,cantār,спяваць
1096,tanzen::V,ballar,танцаваць
1097,sich trennen::V,separar-se,расстацца
1098,verlassen::V,deixar,пакінуць
1099,verlassen::V,abandonar,пакінуць
1100,retten::V,salvar,выратаваць
1101,bewachen::V,vigilar,ахоўваць
1102,schützen::V,protegir,уберагаць
1103,verteidigen::V,defensar,абараніць
1104,sich schlagen::V,barallar-se,біцца
1105,sich schlagen::V,barallar-se,драцца
1106,schießen::V,tirar,страляць
1107,schießen::V,disparar,страляць
1108,siegen::V,vèncer,перамагчы
1109,ärgern::V,enfadar,злаваць
1110,schlagen::V,pegar,ударыць
1111,schlagen::V,colpejar,ударыць
1112,treten::V,donar un cop de peu a,штурхаць
1113,stechen::V,punxar,укалоць
1114,stechen::V,apunyalar,укалоць
1115,stoßen::V,empènyer,папхнуць
1116,stehlen::V,robar,украсці
1117,stören::V,molestar,перашкодзіць
1118,belästigen::V,importunar,дакучаць
1119,verbergen::V,amagar,скрыць
1120,verbergen::V,amagar,схаваць
1121,verbergen::V,ocultar,скрыць
1122,verbergen::V,ocultar,схаваць
1123,täuschen::V,enganyar,падмануць
1124,betrügen::V,estafar,змахляваць
1125,töten::V,matar,забіць
1126,wohnen::V,vīure,жыць
1127,wohnen::V,habitar,жыць
1128,arbeiten::V,treballar,працаваць
1129,sammeln::V,col·leccionar,сабраць
1130,pflücken::V,collir,зрываць
1131,jagen::V,caçar,паляваць
1132,fischen::V,pescar,рыбачыць
1133,fassen::V,atrapar,злавіць
1134,hüten::V,pasturar,пасвіць
1135,treiben::V,arriar,гнаць
1136,anbinden::V,lligar,прывязаць
1137,füttern::V,donar menjar a,карміць
1138,melken::V,munyir,даіць
1139,hacken::V,picar,сячы
1140,hacken::V,tallar,сячы
1141,gießen::V,regar,паліць
1142,reifen::V,madurar,паспець
1143,zubereiten::V,preparar,зварыць
1144,zubereiten::V,preparar,згатаваць
1145,kochen::V,coure,варыць
1146,backen::V,coure al forn,пячы
1147,braten::V,rostir,смажыць
1148,umrühren::V,remenar,перамяшаць
1149,stricken::V,tricotar,вязаць
1150,stricken::V,fer punt de mitja,вязаць
1151,nähen::V,cosir,шыць
1152,färben::V,tenyir,пафарбаваць
1153,reinigen::V,netejar,ачысціць
1154,waschen::V,rentār,мыць
1155,abwischen::V,eixugar,выцерці
1156,spülen::V,esbandir,паласкаць
1157,fegen::V,escombrar,падмятаць
1158,kehren::V,escombrar,месці
1159,baden::V,banyar-se,купацца
1160,sich waschen::V,rentār-se,мыцца
1161,ausziehen::V,treure's,зняць
1162,anziehen::V,posar-se,надзець
1163,sich anziehen::V,vestir-se,адзецца
1164,kämmen::V,pentinar,прычасаць
1165,schmücken::V,adornar,аздобіць
1166,sagen::V,dir,сказаць
1167,sprechen::V,parlar,гаварыць
1168,reden::V,parlar,размаўляць
1169,sich unterhalten::V,conversar,гутарыць
1170,fragen::V,preguntar,спытаць
1171,bitten::V,demanar,прасіць
1172,erzählen::V,contar,расказаць
1173,erzählen::V,explicar,расказаць
1174,mitteilen::V,comunicar,паведаміць
1175,nennen::V,nomenar,назваць
1176,rufen::V,cridar,зваць
1177,prahlen::V,lloar-se,хваліцца
1178,prahlen::V,jactar-se,хваліцца
1179,übersetzen::V,traduir,перакласці
1180,denken::V,pensar,думаць
1181,glauben::V,creure,верыць
1182,bemerken::V,notar,заўважыць
1183,erkennen::V,reconèixer,пазнаць
1184,begreifen::V,comprendre,спасцігнуць
1185,verstehen::V,entendre,пачуць
1186,lernen::V,aprendre,вучыцца
1187,wissen::V,saber,знаць
1188,sich erinnern an::V,recordar,памятаць
1189,vergessen::V,oblidar,забыць
1190,messen::V,mesurar,мераць
1191,zählen::V,comptar,лічыць
1192,rechnen::V,calcular,лічыць
1193,lesen::V,llegir,чытаць
1194,malen::V,pintar,маляваць
1195,zeichnen::V,dibuixar,рысаваць
1196,schreiben::V,escrīure,пісаць
1197,besitzen::V,posseir,мець
1198,kaufen::V,comprar,купіць
1199,verkaufen::V,vendre,прадаць
1200,bezahlen::V,pagar,заплаціць
1201,zahlen::V,pagar per,плаціць
1202,beherrschen::V,dominar,уладаць
1203,beherrschen::V,dominar,валодаць
1204,ertragen::V,aguantar,выцерпець
