,Concept_ID,ab,sah
688,auf einmal::ADV,зныкала,биирдэ
689,auf einmal::ADV,зныкҟьара,биирдэ
690,zusammen::ADV,аиц...,холбуу
691,lange::ADV,акыраамҭа,уһуннук
692,plötzlich::ADV,иаалырҟьаны,эмискэ
693,sofort::ADV,иаразнакҵәҟьа,тута
694,später::ADV,уажəшьҭаншəа,хойут
695,jetzt::ADV,уажәы,билигин
696,heute::ADV,иахьа,бүгүн
697,morgen::ADV,уаҵәы,сарсын
698,bald::ADV,иласны,өтөр
699,dann::ADV,нас,кэнна
700,gestern::ADV,иацы,бэҕэһээ
701,einst::ADV,зны,биир төгүл
702,einst::ADV,зны,арай биирдэ
703,damals::ADV,усҟан,оччоҕо
704,danach::ADV,нас,аары
705,danach::ADV,нас,ол кэнниттэн
706,vorher::ADV,уаанӡа,урут
707,zuerst::ADV,азнаказы,маҥнай
708,zuerst::ADV,аҧхьа,маҥнай
709,einmal::ADV,зны,биирдэ
710,manchmal::ADV,зны-зынла,арыт
711,oft::ADV,лассы-лассы,чаастатык
712,immer::ADV,енагь,мэлдьи
713,immer::ADV,еснагь,мэлдьи
714,niemals::ADV,ианакəызаалак,хаһан да
715,hier::ADV,ара,маныаха
716,hier::ADV,абра,маныаха
717,hier::ADV,араҟа,маныаха
718,hierhin::ADV,ара,бэттэх
719,hierhin::ADV,араҟа,бэттэх
720,von hier::ADV,арантә,мантан
721,dort::ADV,уа,онно
722,dorthin::ADV,уахь,онно
723,dorthin::ADV,анахь,онно
724,geradeaus::ADV,ишиашоу,быһа
725,geradeaus::ADV,ишиашоу,быһаччы
726,vorwärts::ADV,ҕхьаҟа,инники
727,rückwärts::ADV,шьҭахьла,төттөру
728,zurück::ADV,шьҭахьҟа,төттөрү
729,unten::ADV,лбаа,аллара
730,hinab::ADV,алада,аллара
731,oben::ADV,хыхь,үөһэ
732,hinauf::ADV,аҩада,өрө
733,hinauf::ADV,аҩада,үөһэ
734,überall::ADV,зегьынцьара,бэйдиэ
735,nicht::ADV,-м,буолбатах
736,ein wenig::ADV,ҕыҭк,кыратык
737,kaum::ADV,аарлаҳәа,нэһиилэ
738,kaum::ADV,афергьҳәа,нэһиилэ
739,sehr::ADV,даара,бэрт
740,sehr::ADV,даара,наһаа
741,so::ADV,ас,оччо
742,so::ADV,ас,оннук
743,so::ADV,абас,оччо
744,so::ADV,абас,оннук
745,noch::ADV,макьана,өссө
746,nur::ADV,заҵәык,эрэ
747,nur::ADV,заҵәык,сыччах
748,schon::ADV,уажәшьҭа,бэлиэр
749,schon::ADV,аиҳа ипоу,бэлиэр
750,wieder::ADV,ҿыц,эмиэ
751,wieder::ADV,дырҩегь,эмиэ
752,wieder::ADV,дырҩегьых,эмиэ
753,vergebens::ADV,баша,таак
754,vor::PRP,аҕхьа,иннигэр
755,hinter::PRP,нхыҵ,кэлин
756,unter::PRP,амҵа,-ҕа
757,unter::PRP,амҵа,оһох түгэҕэ
758,unter::PRP,амҵан,-ҕа
759,unter::PRP,амҵан,оһох түгэҕэ
760,neben::PRP,ааигуара,аттыгар
761,zwischen::PRP,абжьара,ыккардынан
762,wegen::PRP,-иззы,уҥуортан
763,wegen::PRP,-ҟнытә,уҥуортан
764,dies::PRN,ари,ити
765,dies::PRN,ари,бу
766,dies::PRN,абри,ити
767,dies::PRN,абри,бу
768,das::PRN,Абни,били
769,das::PRN,убри,били
770,alles::PRN,зегьы,барыта
771,ich::PRN,са,мин
772,ich::PRN,сара,мин
773,du::PRN,бара,эн
774,er::PRN,иара,кнни
775,wir::PRN,ҳара,биһиги
776,ihr::PRN,шәара,эһиги
777,sie::PRN,дара,кинилэр
778,wer::FPRN,дарбан,ким
779,wo::FADV,иабыкуу,ханна
780,wo::FADV,аба-,ханна
781,wo::FADV,ахь-,ханна
782,wohin::FADV,иабыкуу,ханна
783,wohin::FADV,аба-,ханна
784,wohin::FADV,ахь-,ханна
785,wie::FADV,-шҕа,хайдах
786,warum::FADV,избан,тоҕо
787,wieviel::FNUM,заҟа,төһө
788,eins::NUM,акы,биир
789,eins::NUM,аӡәы,биир
790,zwei::NUM,ҩба,икки
791,drei::NUM,хҕа,үс
792,vier::NUM,ҕшьба,түөрт
793,fünf::NUM,хəба,биэс
794,sechs::NUM,фба,алта
795,sieben::NUM,Бжьба,сэттэ
796,acht::NUM,ааба,аҕыс
797,neun::NUM,жәба,тоҕус
798,zehn::NUM,жәаба,уон
799,elf::NUM,жәеизатәи,уон биир
800,zwölf::NUM,жәаҩа,уон икки
801,zwanzig::NUM,ҩажәа,сүүрбэ
802,dreißig::NUM,ҩажәижәабатәи,отут
803,vierzig::NUM,ҩынҩажәа,түөрт уон
804,fünfzig::NUM,ҩынҩажәеижәаба,биэс уон
805,sechzig::NUM,хынҩажәа,алта уон
806,siebzig::NUM,хынҩажәижәаба,сэттэ уон
807,achtzig::NUM,ҕшьынҩажәа,аҕыс уон
808,neunzig::NUM,ҕшьынҩажәижәаба,тоҕус уонус
809,hundert::NUM,шәкы,сүүс
810,tausend::NUM,зқьы,тыһыынча
811,und::CNJ,-и,да
812,und::CNJ,-и,уонна
813,und::CNJ,-и,итиэннэ
814,oder::CNJ,ма,эбэтэр
815,stehen::V,агылазаара,тур
816,sitzen::V,атəара,олор
817,sitzen::V,атəа(заа)ра,олор
818,liegen::V,аиара,сыт
819,hängen::V,акнаҳара,санньылый
820,werden::V,аҟалара,буол
821,passieren::V,аҟалара,буол
822,beginnen::V,алагара,саҕалан
823,enden::V,алгара,бүт
824,wechseln::V,аҽыҧсахра,уларый
825,aufgehen[Sonne]::V,агылара,ой
826,aufgehen[Sonne]::V,ахашлара,ой
827,aufgehen[Sonne]::V,аҩаҵхахара,ой
828,untergehen[Sonne]::V,аҭашəара,киир
829,scheinen[Sonne]::V,акаҧхара,сырдат
830,donnern::V,адыдра,эт
831,wehen::V,асра,үр
832,strömen::V,акаҭəара,кутулун
833,fließen::V,ацара,сүүр
834,sich drehen::V,ахагьежьра,эргий
835,schwanken::V,аҵысра,биэтэҥнээ
836,schwingen::V,ахызазара,эйэҥнээ
837,schwingen::V,акьаандара,эйэҥнээ
838,fallen::V,акаҳара,оҕут
839,brennen::V,абылра,умай
840,rauchen::V,ахылҵра,буруолаа
841,regnen::V,аура,самыырдаа
842,gefrieren::V,аҵаара,тоҥ
843,tauen::V,аӡҭра,ир
844,schmelzen::V,ақəӡыҭра,уулун
845,schmelzen::V,аҭəара,уулун
846,trocknen::V,абара,куур
847,sieden::V,ашра,оргуй
848,faulen::V,абаара,сытый
849,verfaulen::V,абаара,сытыйан_хаал
850,verfaulen::V,аилашра,сытыйан_хаал
851,reißen::V,аҧжəара,хайыт
852,reißen::V,аҧжəара,быһытталан
853,versinken::V,аӡааҟəрылара,тимир
854,versinken::V,аӡааҟəрылара,батылын
855,vergehen::V,ацара,дьай
856,erscheinen::V,ацəырҵра,көһүн
857,verschwinden::V,аҵашəкəара,сүт
858,sinken::V,атəара,намтаа
859,sinken::V,алаҟəра,намтаа
860,abnehmen::V,ацӡаара,аччаа
861,abnehmen::V,аиҵалара,аччаа
862,zunehmen::V,аҽырҭбаара,элбээ
863,zunehmen::V,аиҵыҵра,элбээ
864,zunehmen::V,арацəахара,элбээ
865,steigen::V,азҳара,үрдээ
866,steigen::V,ашьҭыҵра,үрдээ
867,steigen::V,адухара,үрдээ
868,steigen::V,ацлара,үрдээ
869,wachsen::V,азҳара,үүн
870,glänzen::V,ацыр-цырра,кылбай
871,glänzen::V,ацыҩ-цыҩра,кылбай
872,glänzen::V,аказказра,кылбай
873,funkeln::V,ашап-шапра,күлүмнээ
874,funkeln::V,ашап-шапра,күлүмүрдээ
875,funkeln::V,ацым-цымра,күлүмнээ
876,funkeln::V,ацым-цымра,күлүмүрдээ
877,lärmen::V,ашьҭыбжьгара,тыаһаа
878,lärmen::V,аҕьҕьаҳәа аилалара,тыаһаа
879,läuten::V,аҵəҵəасра,собуоннаа
880,klingeln::V,аҵəҵəасра,линкинээ
881,klirren::V,ахьархьарра,айгырат
882,klirren::V,архьархьарра,айгырат
883,brausen::V,аилаҽҽара,сирилээ
884,brausen::V,еилашуера,сирилээ
885,klingen::V,агара,доргуй
886,klingen::V,ашьҭыбжь гара,доргуй
887,bellen::V,ашра,үр
888,heulen::V,ауура,улуй
889,blasen::V,аҭəҳəара,үр
890,pfeifen::V,ашəшəра,иһиир
891,schreien::V,аҳəҳəара,кылан
892,schreien::V,аҳəҳəара,хаһыытаа
893,schreien::V,ахəаара,кылан
894,schreien::V,ахəаара,хаһыытаа
895,schreien::V,аҟаара,кылан
896,schreien::V,аҟаара,хаһыытаа
897,stöhnen::V,ақьра,ынчыктаа
898,zittern::V,аҵыс-ҵысра,титирээ
899,zittern::V,аҵыс-ҵысра,дьигиһий
900,leben::V,аҟазаара,олор
901,geboren werden::V,Аира,төрөө
902,atmen::V,аҕсыҕ лагаҩагара,тыын
903,trinken::V,ажəра,ис
904,essen::V,акрыфара,аһаа
905,schlucken::V,албаадара,ыйыһын
906,müde werden::V,ааҕсара,сылай
907,einschlafen::V,ацəара,утуйан хаал
908,schlafen::V,ацəазаара,утуй
909,schlafen::V,ацəазаара,утуйа сыт
910,aufwachen::V,аҿыхара,уһугун
911,aufstehen::V,Агəылҵра,тур
912,sich erholen::V,аҧсшьара,сынньан
913,krank werden::V,ачмазаҩхара,ыарый
914,krank sein::V,аҳəарҧсарра,ыарый
915,krank sein::V,аҳəарҧсарра,ыарыт
916,schmerzen::V,ахьра,ыарыт
917,husten::V,аимҳәара,сөтөлүн
918,genesen::V,абзиахара,көн
919,genesen::V,аӷəӷəахара,көн
920,sterben::V,аҧсра,өл
921,umkommen::V,аҭахара,өл
922,umkommen::V,аҭахара,оҕут
923,sich bewegen::V,аиҭаҵра,хамсаа
924,sich rühren::V,ақəацара,хамсаа
925,sich erheben::V,аҩагылара,тур
926,sich setzen::V,атəара,олор
927,hinfallen::V,акаҳара,оҕут
928,laufen::V,аныҟəара,хаам
929,schreiten::V,ашьаҿа еихгара,атыллаа
930,spazierengehen::V,анеи-ааира,дьаарбай
931,eilen::V,аццакра,тиэтэй
932,sich beeilen::V,аццакра,ыксаа
933,sausen::V,аҧырра,элээр
934,sausen::V,иҭрысны,элээр
935,sausen::V,ишьҭҟьаны ацара,элээр
936,rennen::V,аҩра,сүүрэкэлээ
937,springen::V,аҧара,ой
938,springen::V,аҧара,ыстан
939,klettern::V,ақəлара,ытын
940,schaukeln::V,аҟəараҟəанҽара,эйэҥнээ
941,schaukeln::V,аҟəараҟəанҽара,биэрэҥнээ
942,kriechen::V,аҳəазара,сыыл
943,schwimmen::V,аӡсара,уһун
944,schwimmen::V,аӡсара,харбаа
945,tauchen::V,ахəӡааҵəира,умус
946,rudern::V,аҵшьра,эрт
947,fahren::V,акала,айаннаа
948,fliegen::V,аҧырра,көт
949,gehen::V,аиҭаҵра,бар
950,weggehen::V,ацара,бар
951,abfahren::V,адəықəлара,бар
952,abfahren::V,ацара,бар
953,anhalten::V,ааныргылара,тохтоо
954,hineingehen::V,аҭалара,киир
955,eintreten::V,аҩналара,киир
956,kommen::V,аара,кэл
957,kommen::V,ааира,кэл
958,ankommen::V,ааира,кэл
959,ankommen::V,ааира,тиий
960,ankommen::V,аара,кэл
961,ankommen::V,аара,тиий
962,ankommen::V,анеира,кэл
963,ankommen::V,анеира,тиий
964,zurückkommen::V,азыхынҳəра,төнүн
965,bleiben::V,аанхара,хаал
966,bleiben::V,анхара,хаал
967,bleiben::V,аангылара,хаал
968,warten::V,азҧшзаара,көһүт
969,erwarten::V,азҧшра,күүт
970,erwarten::V,азҧшра,көһүт
971,suchen::V,ашьҭазаара,ирдээ
972,suchen::V,ашьҭазаара,көрдөө
973,finden::V,аҧшаара,бул
974,versuchen::V,аҽазкра,сорун
975,vorbereiten::V,армазеира,бэлэмнээ
976,lieben::V,абзиабара,таптаа
977,mögen::V,агəаҧхара,сөбүл
978,lachen::V,аччара,күл
979,rühren::V,арҵəуара,долгут
980,weinen::V,аҵəуара,ытаа
981,schimpfen::V,ацəҳара,үөҕүс
982,sich ärgern::V,агəаара,кыыһыр
983,sich ärgern::V,агəаара,кыйахан
984,sich fürchten::V,аӡыӡара,куттан
985,sich fürchten::V,аӡыӡара,дьиксин
986,fürchten::V,ацəшəара,дьиксин
987,fürchten::V,ацəшəара,куттан
988,fliehen::V,абналара,күрээ
989,fliehen::V,ацəцара,күрээ
990,flüchten::V,абналара,күрээ
991,flüchten::V,ацəцара,күрээ
992,sehen::V,абара,көр
993,anschauen::V,ахəаҧшра,көр
994,ansehen::V,ахəаҧшра,көр
995,hören::V,аҳара,бил
996,hören::V,аҳара,иһит
997,zuhören::V,азыӡырҩра,иһит
998,probieren::V,аҧышəара,боруобалаан көр
999,probieren::V,аҧышəара,амсайан көр
1000,riechen::V,афыҩра,сытырҕаа
1001,fühlen::V,анырра,бил
1002,fühlen::V,ацәакырра,бил
1003,scheinen::V,шәа,көһүн
1004,scheinen::V,аацәырҵа,көһүн
1005,vernehmen::V,аҳара,иһит
1006,frieren::V,ашəра,тоҥ
1007,frieren::V,ашəра,үлүй
1008,frieren::V,аҵаара,тоҥ
1009,frieren::V,аҵаара,үлүй
1010,tun::V,аҟаҵара,гын
1011,können::V,алшара,кыай
1012,wollen::V,аҭахра,баҕар
1013,anfangen::V,алагара,саҕалаа
1014,beenden::V,алгара,бүтэр
1015,aufhören::V,аҟəыҵра,уурай
1016,gelingen::V,аура,сатан
1017,gelingen::V,аманшəалахара,сатан
1018,gelingen::V,алҵра,сатан
1019,geraten::V,нзаарын,баар буолан биэр
1020,geraten::V,нзаарын,баар буола тус
1021,geraten::V,нзаарын,буолан таҕыс
1022,öffnen::V,аартра,ас
1023,schließen::V,аркра,сап
1024,schließen::V,аркра,хатаа
1025,stellen::V,аргылара,уур
1026,stellen::V,аргылара,туруор
1027,setzen::V,артəара,туруор
1028,setzen::V,артəара,уур
1029,legen::V,ақəҵара,уур
1030,berühren::V,акьысра,тыыт
1031,berühren::V,акьысра,таарый
1032,berühren::V,алакьысра,тыыт
1033,berühren::V,алакьысра,таарый
1034,verbinden::V,аҿаҳəара,кэлгий
1035,bedecken::V,ақəршəра,бүрүй
1036,aufhängen::V,акнаҳара,ыйаа
1037,anzünden::V,аркра,умат
1038,aufheben::V,ашьҭыхра,өрө тарт
1039,zurücklassen::V,аныжьра,бырах
1040,verlieren::V,ацəыӡра,сүтэр
1041,fallen lassen::V,ацəкаҳара,түһэр
1042,fallen lassen::V,ацəкаҳара,мүлчү тут
1043,machen::V,ачаҧара,оҥор
1044,machen::V,ачаҧара,оҥоһун
1045,herstellen::V,аиҵдара,оҥор
1046,bauen::V,аргылара,тут
1047,reparieren::V,арҽеира,абырахтаа
1048,verbessern::V,аиҕьтəра,тупсар
1049,ändern::V,аҧсахра,уларыт
1050,graben::V,ажра,хас
1051,beugen::V,арҟəра,бокут
1052,beugen::V,арҟəра,токурут
1053,beugen::V,арҟəра,бүк баттаа
1054,beugen::V,архəара,бокут
1055,beugen::V,архəара,токурут
1056,beugen::V,архəара,бүк баттаа
1057,biegen::V,арҟəра,иэх
1058,biegen::V,арҟəра,өҕүлүннэр
1059,biegen::V,архəара,иэх
1060,biegen::V,архəара,өҕүлүннэр
1061,drehen::V,аргьежьра,эргит
1062,drehen::V,аргьежьра,эргичит
1063,umdrehen::V,аарҳәра,түҥнэр
1064,heben::V,аҩахара,көтөх
1065,heben::V,араҳара,көтөх
1066,hochheben::V,ахагалара,таһаар
1067,hochheben::V,ашьҭҳəара,таһаар
1068,halten::V,акра,тут
1069,drücken::V,ақəрӷəӷəара,ык
1070,schieben::V,аҵгəара,ас
1071,schieben::V,агəара,ас
1072,kratzen::V,ацəҟьара,кыһыы
1073,lecken::V,арбзара,салаа
1074,beißen::V,ацҳара,ытыр
1075,abreißen::V,амжəара,быһа тарт
1076,abreißen::V,амжəара,туура тарт
1077,abschneiden::V,ахҵəара,быс
1078,abschneiden::V,ахҵəара,быһан ыл
1079,abschneiden::V,ахҵəара,быһа баттаа
1080,abschneiden::V,аҿахҵəара,быс
1081,abschneiden::V,аҿахҵəара,быһан ыл
1082,abschneiden::V,аҿахҵəара,быһа баттаа
1083,binden::V,аҿаҳəара,кэлгий
1084,stecken::V,алаҵара,батары ас
1085,brechen::V,аҧҵəара,тоһут
1086,klopfen::V,асра,тоҥсуй
1087,hauen::V,ақəкшара,оҕус
1088,kleben::V,аҷабра,силимнээ
1089,reiben::V,арҟəыҷра,аал
1090,streichen::V,ахьшьра,сыбаа
1091,schleifen::V,ахра,чочуй
1092,schneiden::V,аҧҟара,быс
1093,rütteln::V,арҵысра,иэҕэҥнэт
1094,schütteln::V,аршəшəара,сахсый
1095,schwenken::V,аҟьара,дайбаа
1096,schütten::V,аҭаҭəара,кут
1097,füllen::V,арҭəра,толор
1098,einwickeln::V,алаҳəара,суулаа
1099,tragen::V,аҩагара,ит
1100,schleppen::V,арҳəазара,сос
1101,ziehen::V,ахара,тарт
1102,aufbewahren::V,аҵəахра,уур
1103,aufbewahren::V,аҵəахра,харай
1104,werfen::V,аршəра,бырах
1105,fangen::V,акра,хап
1106,packen::V,анкра,тут
1107,packen::V,аҵкаара,тут
1108,verstecken::V,аҵəахра,саһыар
1109,teilen::V,ашара,үллэр
1110,schicken::V,ашьҭра,ыыт
1111,bringen::V,аагара,аҕал
1112,hinzufügen::V,ацҵара,эп
1113,bekommen::V,аҧшаара,ыл
1114,bekommen::V,аҧшаара,булун
1115,bekommen::V,архиара,ыл
1116,bekommen::V,архиара,булун
1117,bekommen::V,аура,ыл
1118,bekommen::V,аура,булун
1119,erhalten::V,аиура,ыл
1120,nehmen::V,агара,ыл
1121,wählen::V,алҧшаара,быыбардаа
1122,auswählen::V,алхра,тал
1123,behindern::V,аҧырхагахара,мэһэйдээ
1124,verderben::V,алгара,буорту гын
1125,verderben::V,абжьыхра,буорту гын
1126,verderben::V,аҧхасҭатəра,буорту гын
1127,beschädigen::V,аҧхасҭатəра,алдьат
1128,zerbrechen::V,аҧҽра,үлтүрүт
1129,zerreißen::V,аҧжəара,хайыта тарт
1130,zerstören::V,аилаҧыххаара,алдьат
1131,verbrennen::V,абылра,уоттаа
1132,geben::V,аҭара,биэр
1133,reichen::V,аҭара,аҕал
1134,schenken::V,аҩгара,бэлэхтээ
1135,versprechen::V,ақəргəыӷра,эрэннэр
1136,loben::V,арҽхəара,хайҕаа
1137,küssen::V,агəӡра,уураа
1138,zudecken::V,аҵахҩара,сап
1139,zudecken::V,аҵахҩара,бүрүй
1140,zudecken::V,ақəршəра,сап
1141,zudecken::V,ақəршəра,бүрүй
1142,wecken::V,арҿыхара,уһугуннар
1143,zeigen::V,арбара,көрдөр
1144,führen::V,аныҟəгара,салай
1145,lehren::V,арҵара,үөрэт
1146,unterrichten::V,арҧхьара,үөрэт
1147,aufziehen::V,ааӡара,иит
1148,leiten::V,ахагылазаара,салай
1149,antreiben::V,арццакра,кыһай
1150,lassen::V,арҟаҵара,күһэй
1151,einladen::V,ааҕхьара,ыҥыр
1152,einladen::V,анаҧхьара,ыҥыр
1153,vereinigen::V,аилаҵара,холбоо
1154,vereinigen::V,аилаҵара,түм
1155,besuchen::V,абара,сырыт
1156,besuchen::V,абара,билсэ сырыт
1157,treffen::V,аҧылара,көрүс
1158,sich versammeln::V,аизара,мүһүн
1159,sich versammeln::V,аизара,түмүс
1160,spielen::V,ахəмарра,оонньоо
1161,singen::V,ашəаҳəара,ыллаа
1162,tanzen::V,акəашара,үҥкүүлээ
1163,sich trennen::V,аилыҵра,араҕыс
1164,verlassen::V,акажьра,хааллар
1165,retten::V,Аиқəрхара,өрүһүй
1166,bewachen::V,ахьчара,араҥаччылаа
1167,schützen::V,ацəыхьчара,көмүскээ
1168,verteidigen::V,ахьчара,көмүскээ
1169,sich schlagen::V,аисра,охсус
1170,schießen::V,ахысра,ытыалаа
1171,siegen::V,аиааира,хот
1172,siegen::V,аиааира,кыай
1173,ärgern::V,аргəаара,кыыһырт
1174,schlagen::V,асра,оҕус
1175,schlagen::V,аҭасра,оҕус
1176,stechen::V,алакшара,кэй
1177,stoßen::V,агəҭасра,кэп
1178,stoßen::V,агəҭасра,үтүрүй
1179,stehlen::V,аӡара,уор
1180,stören::V,аҧырхагахара,мэһэйдээ
1181,belästigen::V,аргəамҵра,батар
1182,verbergen::V,аӡара,кистээ
1183,täuschen::V,ажьара,албыннаа
1184,betrügen::V,ажьара,албыннаа
1185,töten::V,ашьра,өлөр
1186,wohnen::V,анхара,олор
1187,arbeiten::V,аусура,үлэлээ
1188,sammeln::V,аҟəшəара,мус
1189,sammeln::V,аҟəшəара,хомуй
1190,pflücken::V,аҿыршəара,үргээ
1191,pflücken::V,аҿыхра,үргээ
1192,jagen::V,ашəарыцара,бултаа
1193,fischen::V,аҧсыӡ икуеит,балыктаа
1194,fassen::V,акра,тут
1195,hüten::V,арҳəра,манаа
1196,hüten::V,ахьчара,манаа
1197,treiben::V,акацара,үүр
1198,anbinden::V,адҳəалара,баай
1199,füttern::V,акырҿаҵара,аһат
1200,melken::V,ахьара,ыа
1201,hacken::V,аҟəаҟəара,кэрт
1202,gießen::V,аҵаҭəара,сиигирт
1203,reifen::V,ашəра,бус
1204,reifen::V,аҟалара,бус
1205,zubereiten::V,ацура,бэлэмнээ
1206,kochen::V,ажəра,буһар
1207,backen::V,аӡра,буһар
1208,braten::V,аӡра,хооруй
1209,braten::V,аӡра,ыһаарылаа
1210,braten::V,аӡра,соркуойдаа
1211,umrühren::V,аилрыхра,былаа
1212,stricken::V,аҧара,өр
1213,nähen::V,аӡахра,иистэн
1214,färben::V,ашəра,кырааскалаа
1215,reinigen::V,арыцқьара,ыраастаа
1216,waschen::V,аӡәӡәара,сууй
1217,abwischen::V,арбара,сот
1218,spülen::V,аҭыршара,сайҕаа
1219,fegen::V,аҧссара,сиппий
1220,baden::V,аҽыкəабара,сөтүөлээ
1221,sich waschen::V,аҽыӡəӡəара,суун
1222,ausziehen::V,ашəыхра,уһул
1223,anziehen::V,ашəҵара,кэтэрт
1224,sich anziehen::V,аҽеилаҳəара,таҥын
1225,kämmen::V,аҳəара,тараа
1226,schmücken::V,арҧшӡара,симээ
1227,sagen::V,аҳəара,диэ
1228,sprechen::V,ацəажəара,эт
1229,sprechen::V,ацəажəара,саҥар
1230,reden::V,ацəажəара,кэпсэт
1231,reden::V,аицәажәара,кэпсэт
1232,sich unterhalten::V,аицәажәара,кэпсэт
1233,fragen::V,азҵаара,ыйыт
1234,bitten::V,аҳəара,көрдөс
1235,erzählen::V,аҳəара,кэпсээ
1236,erzählen::V,аҳəара,сэһэргээ
1237,mitteilen::V,азыцҳара,биллэр
1238,nennen::V,ахьӡҵара,ааттаа
1239,rufen::V,азҿыҭра,ыҥыр
1240,prahlen::V,аҽхəара,чабылан
1241,prahlen::V,аҽхəара,киһиргээ
1242,übersetzen::V,аиҭагара,тылбаастаа
1243,denken::V,азхəыцра,санаа
1244,denken::V,азхəыцра,толкуйдаа
1245,glauben::V,ахаҵара,итэҕэй
1246,bemerken::V,агəаҭара,бэлиэтээ
1247,erkennen::V,адырра,бил
1248,begreifen::V,аилкаара,өйдөө
1249,verstehen::V,аҳара,өйдөө
1250,lernen::V,аҵара,үөрэн
1251,wissen::V,адырра,бил
1252,sich erinnern an::V,агəаларшəара,аҕын
1253,vergessen::V,ахашҭра,умун
1254,messen::V,ашəара,кэмнээ
1255,messen::V,ашəара,кээмэйдээ
1256,zählen::V,аҧхьаӡара,аах
1257,rechnen::V,аҳасабра,аах
1258,lesen::V,аҧхьара,аах
1259,besitzen::V,амазаара,баһылаа
1260,kaufen::V,Аахəара,атыылас
1261,verkaufen::V,аҭира,атыылаа
1262,bezahlen::V,ахҭынҵара,төлөө
1263,bezahlen::V,ашəара,төлөө
1264,zahlen::V,ашəара,төлөө
1265,ertragen::V,ачҳара,тулуй
1266,Moor::N,,дьэбэрэ
1267,Kralle::N,,баппаҕай
1268,Schwarm::N,,бөлөх
1269,Sache::N,,мал
1270,Menge::N,,ахсаан
1271,Essen::N,,аһылык
1272,Geschäft::N,,идэ
1273,Monat::N,,ый
1274,Jahr::N,,сыл
1275,Jahr::N,,дьыл
1276,dünn::A,,чараас
1277,roh::A,,сиикэй
1278,durch::PRP,,курдары
1279,was::FPRN,,туох
1280,rauschen::V,,суугунаа
1281,zu sehen sein::V,,көһүн
1282,wenden::V,,эргилин
1283,ergreifen::V,,тут
1284,bewahren::V,,харай
1285,wünschen::V,,баҕар
1286,wiegen::V,,бигээ
1287,treten::V,,тэп
1288,kehren::V,,харбаа
1289,malen::V,,уруһуйдаа
1290,zeichnen::V,,уруһуйдаа
1291,schreiben::V,,суруй
1292,beherrschen::V,,баһылаа
