,Concept_ID,lbe,es
755,jetzt::ADV,цӏана,ahora
756,heute::ADV,хӏакьину,hoy
757,morgen::ADV,гьуит,mañana
758,morgen::ADV,гьунттий,mañana
759,dann::ADV,яла,luego
760,dann::ADV,яла,entonces
761,gestern::ADV,лахьхьу,ayer
762,damals::ADV,та чӏумал,entonces
763,danach::ADV,яла,después
764,vorher::ADV,хьхьнчӏ,antes
765,vorher::ADV,хьхьичӏва,antes
766,zuerst::ADV,бакӏрай,primero
767,zuerst::ADV,цӏу бутӏуй,primero
768,einmal::ADV,цал,una vez
769,manchmal::ADV,ваксса-таксса,a veces
770,oft::ADV,чӏявуну,a menudo
771,oft::ADV,чӏявуну,con frecuencia
772,immer::ADV,мудан,siempre
773,immer::ADV,даиман,siempre
774,niemals::ADV,тачӏав,jamás
775,hier::ADV,шикку,aquí
776,hierhin::ADV,шиккун,acá
777,von hier::ADV,шичча,desde aquí
778,dort::ADV,гикку,ahí
779,dort::ADV,гикку,allí
780,dorthin::ADV,тиккун,allí
781,dorthin::ADV,тиккун,hacia allí
782,geradeaus::ADV,тӏайланм,todo derecho
783,vorwärts::ADV,хьхьичӏунмай,adelante
784,rückwärts::ADV,махъа-хьхьичӏунмай,hacia atrás
785,zurück::ADV,махъунмай,atrás
786,unten::ADV,лув,abajo
787,hinab::ADV,бакӏ-ялавай,hacia abajo
788,hinab::ADV,бакӏъялавай,hacia abajo
789,oben::ADV,ялув,arriba
790,hinauf::ADV,лавай,hacia arriba
791,überall::ADV,гьариий,por todas partes
792,überall::ADV,хьу-хьуний,por todas partes
793,überall::ADV,гьарца кӏанай,por todas partes
794,nicht::ADV,къа-,no
795,ein wenig::ADV,чанни,un poco
796,ein wenig::ADV,ца чансса,un poco
797,kaum::ADV,дахьа,apenas
798,sehr::ADV,оьну,muy
799,sehr::ADV,оьну,mucho
800,sehr::ADV,гужну,muy
801,sehr::ADV,гужну,mucho
802,sehr::ADV,хъинну,muy
803,sehr::ADV,хъинну,mucho
804,so::ADV,укукн,tan
805,noch::ADV,гьала,aún
806,noch::ADV,гьала,todavía
807,noch::ADV,уттигу,aún
808,noch::ADV,уттигу,todavía
809,noch::ADV,цакьинва,aún
810,noch::ADV,цакьинва,todavía
811,noch::ADV,ттигу-шилагу,aún
812,noch::ADV,ттигу-шилагу,todavía
813,nur::ADV,анжагь,solamente
814,wieder::ADV,цӏуницӏа,de nuevo
815,vergebens::ADV,аьдада,en vano
816,vergebens::ADV,нахӏакь,en vano
817,vor::PRP,хьхьичӏ,antes de
818,vor::PRP,хьхьичӏ,delante de
819,hinter::PRP,махъ,tras
820,hinter::PRP,махъ,detrás de
821,unter::PRP,лув,bajo
822,unter::PRP,лув,debajo de
823,durch::PRP,-х,por
824,durch::PRP,-х,a través de
825,neben::PRP,чӏарав,al lado de
826,zwischen::PRP,дянив,entre
827,wegen::PRP,цӏаний,por
828,wegen::PRP,цӏаний,a causa de
829,dies::PRN,ва,esto
830,das::PRN,та,eso
831,das::PRN,та,esto
832,das::PRN,кӏа,eso
833,das::PRN,кӏа,esto
834,das::PRN,га,eso
835,das::PRN,га,esto
836,alles::PRN,щала,todo
837,ich::PRN,на,yo
838,du::PRN,ина,tú
839,er::PRN,му,él
840,wir::PRN,жу,nosotros
841,ihr::PRN,зу,vosotros
842,was::FPRN,ци,qué
843,wer::FPRN,цу,quién
844,wo::FADV,чув,dónde
845,wohin::FADV,чун,adónde
846,wohin::FADV,чун,hacia dónde
847,wie::FADV,цукун,cómo
848,warum::FADV,цан,por qué
849,wieviel::FNUM,циксса,cuánto
850,eins::NUM,ца,uno
851,zwei::NUM,кӏива,dos
852,drei::NUM,шамма,tres
853,vier::NUM,мукьа,cuatro
854,vier::NUM,мукьва,cuatro
855,fünf::NUM,ххюва,cinco
856,sechs::NUM,ряхва,seis
857,sieben::NUM,арула,siete
858,acht::NUM,мяйва,ocho
859,neun::NUM,урчӏва,nueve
860,zehn::NUM,ацӏва,diez
861,elf::NUM,ацӏния цава,once
862,zwölf::NUM,ацӏиия кӏива,doce
863,zwanzig::NUM,кьува,veinte
864,dreißig::NUM,зувира,treinta
865,vierzig::NUM,мукьцӏала,cuarenta
866,fünfzig::NUM,ххюцӏала,cincuenta
867,sechzig::NUM,ряхцӏала,sesenta
868,achtzig::NUM,мяйцӏала,ochenta
869,neunzig::NUM,урчӏцӏала,noventa
870,hundert::NUM,ттурш,cien
871,hundert::NUM,ттурш,ciento
872,hundert::NUM,ттуршва,cien
873,hundert::NUM,ттуршва,ciento
874,tausend::NUM,азарва,mil
875,und::CNJ,-гу,y
876,oder::CNJ,я,o
877,oder::CNJ,ягу,o
878,stehen::V,ацӏан,estar de pie
879,sitzen::V,щяивкӏун икӏан,estar sentado
880,liegen::V,утту нвхьуну икӏан,yacer
881,liegen::V,утту нвхьуну икӏан,estar acostado
882,hängen::V,зурчӏай тӏун,pender
883,werden::V,хьун,hacerse
884,passieren::V,хьун,suceder
885,beginnen::V,дайдишин,iniciarse
886,beginnen::V,дайдишин,principiar
887,beginnen::V,дайдирхьуну дикӏан,iniciarse
888,beginnen::V,дайдирхьуну дикӏан,principiar
889,enden::V,къуртал дан,acabar
890,enden::V,къуртал дан,terminar
891,wechseln::V,даххана хьун,variar
892,wechseln::V,даххана хьун,alternar
893,wechseln::V,даххана дуллан,variar
894,wechseln::V,даххана дуллан,alternar
895,aufgehen[Sonne]::V,буклай бур,salir
896,untergehen[Sonne]::V,лаглай бур,ponerse
897,untergehen[Sonne]::V,лаглай бур,descender
898,scheinen[Sonne]::V,битан,brillar
899,scheinen[Sonne]::V,чани буллан,brillar
900,donnern::V,тӏий бур,tronar
901,wehen::V,бишлай бур,soplar
902,strömen::V,экьинан,afluir
903,fließen::V,экьинан,fluir
904,fließen::V,экьинан,correr
905,sich drehen::V,гьанан,girar
906,schwanken::V,хъюлчу тӏун,vacilar
907,schwanken::V,хӏуркку тӏун,vacilar
908,schwingen::V,хъюлчай тӏун,oscilar
909,schwingen::V,хъюлчу тӏун,oscilar
910,fallen::V,багьлан,caer
911,brennen::V,ччучлан,arder
912,brennen::V,ччучлан,quemar
913,rauchen::V,пуркӏу тӏун,humear
914,rauchen::V,пуркӏу тӏун,echar humo
915,regnen::V,лачӏун,llover
916,regnen::V,лачIлай дур,llover
917,gefrieren::V,микӏ лачӏун,helarse
918,tauen::V,баслан,deshelarse
919,schmelzen::V,баслан,fundirse
920,schmelzen::V,баслан,derretirse
921,trocknen::V,кьакьан,secarse
922,sieden::V,щаран,hervir
923,faulen::V,аьллан,pudrirse
924,verfaulen::V,аьллан,pudrirse
925,verfaulen::V,аьян,pudrirse
926,reißen::V,ххя дукан,romperse
927,versinken::V,оькьлан,hundirse
928,versinken::V,оькьан,hundirse
929,vergehen::V,лялиян,pasar
930,erscheinen::V,буккан,aparecer
931,erscheinen::V,загьир хьун,aparecer
932,verschwinden::V,бат хьун,desaparecer
933,verschwinden::V,акъа хьун,desaparecer
934,sinken::V,чахь учин,bajar
935,abnehmen::V,чан хьун,decrecer
936,abnehmen::V,чан хьун,disminuir
937,abnehmen::V,ссуссукьу хьун,decrecer
938,abnehmen::V,ссуссукьу хьун,disminuir
939,zunehmen::V,гьарза хьун,crecer
940,zunehmen::V,гьарза хьун,aumentar
941,steigen::V,гьаз хьун,subir
942,steigen::V,гьаз хьун,ascender
943,wachsen::V,ххяххан,crecer
944,glänzen::V,цӏай буккан,brillar
945,glänzen::V,цӏай буккан,resplandecer
946,funkeln::V,цӏай-цӏай тӏун,chispear
947,lärmen::V,чӏу буллан,hacer ruido
948,lärmen::V,аьлагъужа буллан,hacer ruido
949,läuten::V,занг ришлан,sonar
950,läuten::V,занг ришлан,repicar
951,läuten::V,занг дуллан,sonar
952,läuten::V,занг дуллан,repicar
953,klingeln::V,занг ришлан,tocar el timbre
954,klingeln::V,занг дуллан,tocar el timbre
955,brausen::V,никъащилан,zumbar
956,rauschen::V,щурщур тӏун,murmurar
957,klingen::V,чӏу буклан,sonar
958,bellen::V,хӏап тӏун,ladrar
959,blasen::V,уф тӏун,soplar
960,pfeifen::V,щютӏа тӏун,silbar
961,schreien::V,чӏу бан,gritar
962,stöhnen::V,угь-къак тӏун,gemir
963,zittern::V,зурзу чин,temblar
964,zittern::V,зурзу тӏун,temblar
965,leben::V,ялапар хъанан,vivir
966,geboren werden::V,ан,nacer
967,atmen::V,ссихӏ ласлан,respirar
968,atmen::V,ссихӏ бигьлан,respirar
969,trinken::V,хӏачӏан,beber
970,trinken::V,хӏачӏлан,beber
971,essen::V,канан,comer
972,schlucken::V,кьюлтӏа тӏун,tragar
973,müde werden::V,аьхчӏин,cansarse
974,müde werden::V,аьхчӏин,fatigarse
975,einschlafen::V,шанан икӏан,dormirse
976,schlafen::V,шанан,dormir
977,aufwachen::V,чантӏ учин,despertarse
978,aufstehen::V,бизан,levantarse
979,sich erholen::V,бигьалаган,reposar
980,sich erholen::V,бигьалаган,descansar
981,krank werden::V,къашай хьун,caer enfermo
982,krank sein::V,къашай хъанан,estar enfermo
983,krank sein::V,къашавай икӏан,estar enfermo
984,schmerzen::V,цӏун,doler
985,husten::V,хъугьу чин,toser
986,husten::V,хъугьу тӏун,toser
987,genesen::V,хъин хьун,convalecer
988,genesen::V,хъин хьун,restablecerse
989,genesen::V,сагъ лаган,convalecer
990,genesen::V,сагъ лаган,restablecerse
991,sterben::V,ивчӏан,morir
992,umkommen::V,лиллан,perecer
993,umkommen::V,литӏлан,perecer
994,umkommen::V,ажал биян,perecer
995,umkommen::V,личӏи хьун,perecer
996,umkommen::V,иакьлу хьун,perecer
997,umkommen::V,ахир жан хъанан,perecer
998,umkommen::V,рухӏирачӏа икӏан,perecer
999,sich bewegen::V,сукку хьун,moverse
1000,sich rühren::V,сукку хьун,rebullir
1001,sich erheben::V,бизан,levantarse
1002,sich setzen::V,щяикӏан,sentarse
1003,sich setzen::V,щябикӏан,sentarse
1004,hinfallen::V,багьан,caerse
1005,laufen::V,занан,andar
1006,schreiten::V,ша ласлан,proceder
1007,spazierengehen::V,сайр буллан,pasear
1008,spazierengehen::V,сайр буллан,pasearse
1009,eilen::V,анавар буккан,correr prisa
1010,sich beeilen::V,анавар буккан,darse prisa
1011,sausen::V,никъа щилан,correr
1012,sausen::V,никъа щун,correr
1013,rennen::V,лечлан,correr
1014,springen::V,тӏанкӏ дан,saltar
1015,klettern::V,лахълан,trepar
1016,klettern::V,лахълан,escalar
1017,schaukeln::V,гьайжак бигьлан,bambolearse
1018,kriechen::V,ххярк тӏун,reptar
1019,kriechen::V,ххярк тӏун,arrastrarse
1020,schwimmen::V,гьузун,nadar
1021,tauchen::V,лултту уккан,bucear
1022,tauchen::V,лултту уккан,sumergirse
1023,rudern::V,бяхлан,remar
1024,rudern::V,батӏлан,remar
1025,rudern::V,ххялаххи дуклан,remar
1026,fahren::V,гьан,ir
1027,fliegen::V,лехлан,volar
1028,gehen::V,нан,ir
1029,gehen::V,нан,andar
1030,weggehen::V,ялагьан,irse
1031,weggehen::V,ялагьан,marcharse
1032,abfahren::V,гьан,salir
1033,abfahren::V,гьан,partir
1034,anhalten::V,бацӏан,parar
1035,anhalten::V,бацӏан,pararse
1036,hineingehen::V,буххан,entrar
1037,eintreten::V,буххан,entrar
1038,kommen::V,учӏан,venir
1039,ankommen::V,биян,llegar
1040,ankommen::V,бучӏан,llegar
1041,zurückkommen::V,зана хъун,volver
1042,zurückkommen::V,зана хъун,regresar
1043,zurückkommen::V,зана бикӏан,volver
1044,zurückkommen::V,зана бикӏан,regresar
1045,bleiben::V,личӏан,quedarse
1046,warten::V,ялугьлан,esperar
1047,erwarten::V,ялугьлан,esperar
1048,suchen::V,луглан,buscar
1049,finden::V,лякъин,hallar
1050,finden::V,лякъин,encontrar
1051,versuchen::V,ххал буллан,intentar
1052,vorbereiten::V,хӏадур бан,preparar
1053,lieben::V,эшкьи хьуиу бикӏан,amar
1054,lieben::V,эшкьи хьуиу бикӏан,querer
1055,mögen::V,ххиран бикӏан,querer
1056,lachen::V,хъян,reír
1057,weinen::V,аьтӏун,llorar
1058,schimpfen::V,дяъван,regañar
1059,schimpfen::V,ссугайи агьан,regañar
1060,sich ärgern::V,ссибизлан,enfadarse
1061,sich fürchten::V,ингъауслан,tener miedo
1062,fürchten::V,хӏучӏ тӏун,temer
1063,fürchten::V,хӏучӏ тӏун,tener miedo a
1064,fliehen::V,ака бан,huir
1065,flüchten::V,лихъан,escaparse
1066,sehen::V,чӏалан,ver
1067,anschauen::V,урган,mirar
1068,ansehen::V,буруглан,mirar
1069,hören::V,баллан,oír
1070,zuhören::V,вичӏи дихьлан,escuchar
1071,probieren::V,тӏин ххал буллан,probar
1072,probieren::V,тӏин ххал буллан,degustar
1073,riechen::V,ссунтӏа тӏун,oler
1074,fühlen::V,дакӏнил буслан,sentir
1075,scheinen::V,ххан,parecer
1076,scheinen::V,бизан,parecer
1077,scheinen::V,ххан бикӏлай бикӏан,parecer
1078,vernehmen::V,баян,oír
1079,vernehmen::V,баян,percibir
1080,frieren::V,лигьулул хъанан,tener frío
1081,tun::V,бан,hacer
1082,können::V,хьун,poder
1083,anfangen::V,дайдишин,iniciar
1084,beenden::V,къуртал бан,acabar
1085,beenden::V,къуртал бан,terminar
1086,aufhören::V,кьабагьан,cesar
1087,gelingen::V,бюхъан,salir bien
1088,öffnen::V,тӏитӏин,abrir
1089,schließen::V,лакьин,cerrar
1090,stellen::V,дацӏан дан,poner
1091,stellen::V,дацӏан дан,colocar
1092,stellen::V,бишин,poner
1093,stellen::V,бишин,colocar
1094,setzen::V,щяитан,poner
1095,setzen::V,щяитан,colocar
1096,legen::V,бишин,poner
1097,berühren::V,ка щун,tocar
1098,verbinden::V,бахӏин,unir
1099,verbinden::V,бахӏин,juntar
1100,verbinden::V,дахӏин,unir
1101,verbinden::V,дахӏин,juntar
1102,bedecken::V,ялтту бущин,tapar
1103,bedecken::V,ялтту бущин,cubrir
1104,bedecken::V,ялтту бакьин,tapar
1105,bedecken::V,ялтту бакьин,cubrir
1106,aufhängen::V,лахъан,colgar
1107,anzünden::V,лахъан,encender
1108,aufheben::V,гьаз бан,recoger
1109,zurücklassen::V,кьаитан,dejar
1110,zurücklassen::V,битан,dejar
1111,verlieren::V,дакъа дан,perder
1112,fallen lassen::V,рутан,dejar caer
1113,machen::V,дан,hacer
1114,herstellen::V,яраг ишла бувиу бан,fabricar
1115,bauen::V,дан,construir
1116,reparieren::V,дакьин дан,reparar
1117,verbessern::V,ххуй дан,mejorar
1118,ändern::V,баххана бан,mudar
1119,ändern::V,баххана бан,modificar
1120,graben::V,дуклан,cavar
1121,beugen::V,лахӏан бан,doblar
1122,beugen::V,лахӏан бан,inclinar
1123,beugen::V,кьус бикӏан,doblar
1124,beugen::V,кьус бикӏан,inclinar
1125,biegen::V,баччин,doblar
1126,biegen::V,лахӏан бан,doblar
1127,drehen::V,гьанан,volver
1128,drehen::V,гьанан,hacer girar
1129,wenden::V,кӏура баен бан,volver
1130,umdrehen::V,кӏура баен бан,revolver
1131,heben::V,гьаз бан,levantar
1132,hochheben::V,гьаз бан,alzar
1133,ergreifen::V,хъап дан,coger
1134,ergreifen::V,хъап увиу угьан,coger
1135,halten::V,бугьлан,tener
1136,drücken::V,кьюч бигьлан,apretar
1137,schieben::V,щун,empujar
1138,lecken::V,ланцӏа тӏун,lamer
1139,beißen::V,хъапа тӏун,morder
1140,beißen::V,кьацӏа тӏун,morder
1141,abreißen::V,буцан,arrancar
1142,abschneiden::V,бухъан,cortar
1143,abschneiden::V,кьукьин,cortar
1144,binden::V,бахӏин,atar
1145,binden::V,дахӏин,atar
1146,brechen::V,гъагъан,romper
1147,brechen::V,гъагъан,quebrar
1148,klopfen::V,кьутӏа тӏун,golpear
1149,hauen::V,рищун,pegar
1150,kleben::V,лачӏун буллан,pegar
1151,kleben::V,лачӏун буллан,encolar
1152,reiben::V,ссуку буллан,frotar
1153,streichen::V,дугъан,untar
1154,streichen::V,дугъан,recubrir
1155,streichen::V,аьгъу дан,untar
1156,streichen::V,аьгъу дан,recubrir
1157,schneiden::V,духълан,cortar
1158,schneiden::V,кьукьлан,cortar
1159,schütteln::V,хъюлчу буллан,agitar
1160,schütteln::V,хъюлчу буллан,sacudir
1161,schwenken::V,палцӏ дуллан,menear
1162,schütten::V,рутӏин,verter
1163,füllen::V,буцӏин бан,llenar
1164,einwickeln::V,кай-кай бан,envolver
1165,tragen::V,ларсун занан,llevar
1166,tragen::V,ларсун ачин,llevar
1167,schleppen::V,ххилан,arrastrar
1168,aufbewahren::V,ядан,conservar
1169,aufbewahren::V,ядуллан,conservar
1170,werfen::V,личин,echar
1171,werfen::V,личин,lanzar
1172,fangen::V,бугьан,coger
1173,fangen::V,бугьлан,coger
1174,verstecken::V,ладитан,esconder
1175,verstecken::V,кьюлтӏ дан,esconder
1176,verstecken::V,дахьлаган дан,esconder
1177,teilen::V,бачӏин,partir
1178,teilen::V,бачӏин,dividir
1179,teilen::V,бутӏа бан,partir
1180,teilen::V,бутӏа бан,dividir
1181,schicken::V,тӏайла буккан,enviar
1182,bringen::V,диян дан,traer
1183,hinzufügen::V,ххи бан,añadir
1184,bekommen::V,ласун,obtener
1185,bekommen::V,ласун,conseguir
1186,erhalten::V,ласун,recibir
1187,nehmen::V,ласун,tomar
1188,wählen::V,бувчӏин,elegir
1189,auswählen::V,бувчӏин,escoger
1190,auswählen::V,бувчӏин,seleccionar
1191,auswählen::V,язи бугьан,escoger
1192,auswählen::V,язи бугьан,seleccionar
1193,bewahren::V,ядан,guardar
1194,bewahren::V,ядан,preservar
1195,behindern::V,дайщишруду дуллан,estorbar
1196,behindern::V,дайщишруду дуллан,obstaculizar
1197,verderben::V,зия дан,estropear
1198,beschädigen::V,зарал буллан,deteriorar
1199,zerbrechen::V,гьагъан,romper
1200,zerbrechen::V,гьагъан,quebrar
1201,zerbrechen::V,гьагъан бан,romper
1202,zerbrechen::V,гьагъан бан,quebrar
1203,zerreißen::V,ххяхха дуккан,desgarrar
1204,zerreißen::V,ххяхха дуккан,despedazar
1205,zerstören::V,лекьан дан,destruir
1206,zerstören::V,лекьан дан,destrozar
1207,verbrennen::V,ччуччин,quemar
1208,geben::V,дулун,dar
1209,reichen::V,дулун,pasar
1210,schenken::V,пишкаш дан,regalar
1211,schenken::V,багъишла дан,regalar
1212,schenken::V,ихӏсандалун дуллун,regalar
1213,versprechen::V,банна чин,prometer
1214,loben::V,цӏа дан,alabar
1215,küssen::V,ппай тӏун,besar
1216,wiegen::V,гьуркку тӏун,mecer
1217,wiegen::V,гьуркку буллан,mecer
1218,wiegen::V,гьуркку бан,mecer
1219,wecken::V,чантӏ учин ан,despertar
1220,zeigen::V,ккаккан бан,mostrar
1221,führen::V,буцин,guiar
1222,führen::V,буцин,conducir
1223,lehren::V,лахьхьин бан,enseñar
1224,lehren::V,лахьхьин бан,instruir
1225,lehren::V,лахьхьин буллан,enseñar
1226,lehren::V,лахьхьин буллан,instruir
1227,unterrichten::V,дарс дишаван,enseñar
1228,aufziehen::V,хъуна ан,criar
1229,aufziehen::V,тарбия ан,criar
1230,leiten::V,каялувшиву дан,guiar
1231,leiten::V,каялувшиву дан,dirigir
1232,einladen::V,хъамалу оьвчин,invitar
1233,vereinigen::V,ца бан,unir
1234,besuchen::V,ялун уххан,visitar
1235,besuchen::V,ялун уххан,ir a ver
1236,treffen::V,хьуна бакьин,encontrar
1237,sich versammeln::V,батӏин,reunirse
1238,sich versammeln::V,батӏин,congregarse
1239,spielen::V,тӏуркӏу тӏун,jugar
1240,singen::V,балай тӏун,cantar
1241,tanzen::V,къавтӏун,bailar
1242,sich trennen::V,ппив хьун,separarse
1243,verlassen::V,увккун гьан,dejar
1244,verlassen::V,увккун гьан,abandonar
1245,retten::V,ххассал бан,salvar
1246,bewachen::V,къарал бан,vigilar
1247,schützen::V,ябан,proteger
1248,verteidigen::V,буруччин,defender
1249,sich schlagen::V,биян,batirse
1250,schießen::V,битлан,tirar
1251,schießen::V,битлан,disparar
1252,siegen::V,ххув хьун,vencer
1253,siegen::V,ххувшаву ласун,vencer
1254,ärgern::V,ссибизан уллан,enojar
1255,ärgern::V,ссибизан уллан,enfadar
1256,schlagen::V,рищун,pegar
1257,schlagen::V,рищун,golpear
1258,stechen::V,кьутӏин,pinchar
1259,stoßen::V,щун,empujar
1260,stehlen::V,дацин,robar
1261,stehlen::V,дацин,hurtar
1262,stören::V,кьючин,molestar
1263,belästigen::V,бизар уллан,molestar
1264,belästigen::V,бизар уллан,importunar
1265,verbergen::V,лабитан,ocultar
1266,verbergen::V,лабитан,esconder
1267,verbergen::V,кӏучӏ бан,ocultar
1268,verbergen::V,кӏучӏ бан,esconder
1269,täuschen::V,хъяврин ан,engañar
1270,betrügen::V,аьикьин ан,engañar
1271,töten::V,ивчӏан,matar
1272,wohnen::V,оьрму бутлан,vivir
1273,wohnen::V,оьрму бутлан,habitar
1274,arbeiten::V,зун,trabajar
1275,sammeln::V,ттихӏин,recoger
1276,sammeln::V,ттихӏин,coleccionar
1277,sammeln::V,вив дишин,recoger
1278,sammeln::V,вив дишин,coleccionar
1279,pflücken::V,риттун,coger
1280,jagen::V,авли занан,cazar
1281,fischen::V,чавахъру бугьлан,pescar
1282,fassen::V,бугьан,atrapar
1283,fassen::V,бугьан,capturar
1284,hüten::V,урттуйн бакьлан,guardar
1285,treiben::V,дачин дуллан,aballar
1286,treiben::V,лихъан буллан,aballar
1287,anbinden::V,бахӏин,atar
1288,füttern::V,канаки буллан,echar de comer
1289,melken::V,ттизин,ordeñar
1290,hacken::V,мюрш буллан,picar
1291,hacken::V,мюрш буллан,cortar
1292,hacken::V,мюрш бан,picar
1293,hacken::V,мюрш бан,cortar
1294,gießen::V,щин дишин,regar
1295,reifen::V,диян,madurar
1296,zubereiten::V,хӏадур дан,preparar
1297,zubereiten::V,хӏадур бан,preparar
1298,kochen::V,шашан,cocer
1299,kochen::V,шашан,guisar
1300,kochen::V,шашан дуллан,cocer
1301,kochen::V,шашан дуллан,guisar
1302,backen::V,бишлан,hornear
1303,backen::V,бишлан,cocer al horno
1304,backen::V,шахьлан,hornear
1305,backen::V,шахьлан,cocer al horno
1306,braten::V,цӏарайх дуллан,asar
1307,braten::V,цӏарайх дуллан,freír
1308,umrühren::V,хӏала бан,remover
1309,stricken::V,щащлан,hacer punto
1310,stricken::V,щащлан,hacer calceta
1311,stricken::V,щащан,hacer punto
1312,stricken::V,щащан,hacer calceta
1313,nähen::V,дуруххан,coser
1314,färben::V,ранг щун,teñir
1315,färben::V,ранг щун,colorear
1316,reinigen::V,марцӏ бан,limpiar
1317,waschen::V,шюшин,lavar
1318,abwischen::V,лишин,fregar
1319,abwischen::V,лишин,limpiar
1320,spülen::V,вилаган,aclarar
1321,spülen::V,вилаган,enjuagar
1322,fegen::V,башин,barrer
1323,fegen::V,башин,pasar la escoba
1324,kehren::V,бахьлан,barrer
1325,baden::V,щинавун учӏлан,bañarse
1326,sich waschen::V,диссун,lavarse
1327,sich waschen::V,лажин диссун,lavarse
1328,sich waschen::V,лажин дислан,lavarse
1329,sich waschen::V,биссун,lavarse
1330,sich waschen::V,чурх бислан,lavarse
1331,ausziehen::V,ликкан,quitar
1332,ausziehen::V,ликкан,quitarse
1333,anziehen::V,лаххан,ponerse
1334,sich anziehen::V,янна лаххан,vestirse
1335,kämmen::V,ттарал дуккан,peinar
1336,schmücken::V,чӏюлу бан,adornar
1337,sagen::V,учин,decir
1338,sprechen::V,гъалгъа тӏун,hablar
1339,reden::V,гъалгъа тӏун,hablar
1340,reden::V,гъалгъа тӏун,conversar
1341,sich unterhalten::V,гъалгъа тӏун,charlar
1342,sich unterhalten::V,гъалгъа тӏун,conversar
1343,fragen::V,цӏуххин,preguntar
1344,bitten::V,тавакъю буллан,rogar
1345,erzählen::V,хавар бусан,contar
1346,mitteilen::V,баян бан,comunicar
1347,mitteilen::V,баян бан,participar
1348,mitteilen::V,хавар бан,comunicar
1349,mitteilen::V,хавар бан,participar
1350,nennen::V,цӏа дизан,llamar
1351,nennen::V,цӏа дизан,nombrar
1352,rufen::V,оьвтӏун,llamar
1353,prahlen::V,цӏа дуллан,jactarse
1354,übersetzen::V,таржума бан,traducir
1355,denken::V,пикри буллан,pensar
1356,glauben::V,вих хьун,creer
1357,bemerken::V,хӏисав хъун,notar
1358,erkennen::V,увчӏин,reconocer
1359,begreifen::V,бувчӏин,concebir
1360,lernen::V,лахьлан,aprender
1361,lernen::V,лахьхьин,aprender
1362,wissen::V,кӏулну бикӏан,saber
1363,wissen::V,хавар бикӏан,saber
1364,sich erinnern an::V,дакӏнин бутан,recordar
1365,sich erinnern an::V,дакӏнин бутан,acordarse de
1366,vergessen::V,хъама битан,olvidar
1367,messen::V,дуцин дуллан,medir
1368,messen::V,дуцин дан,medir
1369,zählen::V,дуккин,contar
1370,rechnen::V,хӏисав дан,contar
1371,rechnen::V,хӏисав дан,calcular
1372,lesen::V,ккалан,leer
1373,malen::V,сурат дуллан,pintar
1374,zeichnen::V,сурат дуллан,dibujar
1375,schreiben::V,чичин,escribir
1376,schreiben::V,чичлан,escribir
1377,besitzen::V,дуну икӏан,poseer
1378,besitzen::V,дуну дикӏан,poseer
1379,besitzen::V,заллуну икӏан,poseer
1380,kaufen::V,машан ласун,comprar
1381,verkaufen::V,баххан,vender
1382,bezahlen::V,арцу дулун,pagar
1383,bezahlen::V,багьа булун,pagar
1384,zahlen::V,арцу дулун,pagar
1385,zahlen::V,багьа булун,pagar
1386,beherrschen::V,дуну икӏан,dominar
1387,beherrschen::V,заллуну икӏан,dominar
1388,ertragen::V,бухӏан,soportar
1389,Leber::N,,hígado
1390,Moor::N,,turbera
1391,Anhöhe::N,,cerro
1392,Bucht::N,,cala
1393,Bucht::N,,bahía
1394,Barsch::N,,perca
1395,Hecht::N,,lucio
1396,Laus::N,,piojo
1397,Ruf::N,,llamada
1398,Platz::N,,espacio
1399,Kante::N,,borde
1400,Größe::N,,tamaño
1401,Menge::N,,cantidad
1402,Figur::N,,figura
1403,Tasche::N,,bolso
1404,Öl::N,,aceite
1405,Schuh::N,,zapato
1406,Leine::N,,correa
1407,König::N,,rey
1408,fein::A,,fino
1409,fein::A,,delicado
1410,auf einmal::ADV,,de una vez
1411,bald::ADV,,pronto
1412,bald::ADV,,en breve
1413,einst::ADV,,antaño
1414,schon::ADV,,ya
1415,sie::PRN,,ellos
1416,siebzig::NUM,,setenta
1417,klirren::V,,tintinear
1418,heulen::V,,ulular
1419,rühren::V,,conmover
1420,zu sehen sein::V,,poder verse
1421,wollen::V,,querer
1422,geraten::V,,salir
1423,geraten::V,,dar resultado
1424,kratzen::V,,rascar
1425,stecken::V,,meter
1426,schleifen::V,,afilar
1427,rütteln::V,,agitar
1428,ziehen::V,,tirar
1429,packen::V,,agarrar
1430,wünschen::V,,desear
1431,zudecken::V,,tapar
1432,zudecken::V,,cubrir
1433,antreiben::V,,impeler
1434,antreiben::V,,impulsar
1435,lassen::V,,hacer
1436,treten::V,,dar una patada a
1437,verstehen::V,,entender
1438,verstehen::V,,comprender
