,Concept_ID,ko,fr
699,schlecht::A,나쁜,mauvais
700,richtig::A,바른,juste
701,richtig::A,바른,correct
702,schlimm::A,못된,grave
703,schlimm::A,못된,mauvais
704,wahr::A,참된,vrai
705,wahr::A,참된,véritable
706,alt::A,늙은,vieux
707,neu::A,새,neuf
708,neu::A,새,nouveau
709,ehemalig::A,전의,ancien
710,alt[Lebewesen]::A,낡은,âgé
711,alt[Lebewesen]::A,낡은,vieux
712,jung::A,젊은,jeune
713,arm::A,가난한,pauvre
714,reich::A,풍부한,riche
715,bekannt::A,저명한,connu
716,berühmt::A,유명한,fameux
717,berühmt::A,유명한,célèbre
718,fremd::A,타처이,étranger
719,verschieden::A,따른,différent
720,nah::A,가까운,lié
721,nah::A,가까운,proche
722,fern::A,먼,éloigné
723,fern::A,먼,lointain
724,linker::A,왼쭉의,gauche
725,rechter::A,오른쪽의,droit
726,anderer::A,다른,autre
727,erster::A,첫째,premier
728,zweiter::A,둘째,second
729,zweiter::A,둘째,deuxième
730,dritter::A,셋째,troisième
731,letzter::A,의후자의,dernier
732,allein::ADV,훌로,seul
733,auf einmal::ADV,갑자기,à la fois
734,zusammen::ADV,모아서,ensemble
735,lange::ADV,오래,longtemps
736,plötzlich::ADV,둘연한,tout à coup
737,sofort::ADV,즉시,immédiatement
738,später::ADV,보다늦은,plus tard
739,jetzt::ADV,목하,maintenant
740,heute::ADV,오늘,aujourd'hui
741,morgen::ADV,내일,demain
742,bald::ADV,곱,bientôt
743,dann::ADV,그경우에,puis
744,dann::ADV,그경우에,ensuite
745,gestern::ADV,어제,hier
746,einst::ADV,옛날에,jadis
747,einst::ADV,옛날에,autrefois
748,damals::ADV,그때에,alors
749,damals::ADV,그때에,à l'époque
750,danach::ADV,그 뒤에,après
751,danach::ADV,그 뒤에,ensuite
752,vorher::ADV,미리,auparavant
753,zuerst::ADV,최초로,d'abord
754,zuerst::ADV,최초로,premièrement
755,einmal::ADV,한번,une fois
756,manchmal::ADV,땓대로,parfois
757,manchmal::ADV,땓대로,quelquefois
758,oft::ADV,땓대로,souvent
759,immer::ADV,늘,toujours
760,niemals::ADV,결코...(하지)않다,ne ... jamais
761,hier::ADV,여기,ici
762,hierhin::ADV,여기로,par ici
763,dort::ADV,거기,là
764,dort::ADV,거기,là-bas
765,dorthin::ADV,저기예,y
766,dorthin::ADV,저기예,par là
767,geradeaus::ADV,곧장,tout droit
768,vorwärts::ADV,앞으로,en avant
769,rückwärts::ADV,뒤로,en arrière
770,zurück::ADV,제자리로,de retour
771,unten::ADV,아래에,en bas
772,unten::ADV,아래에,au-dessous
773,hinab::ADV,아래쪽으로,en bas
774,hinab::ADV,아래쪽으로,vers le bas
775,oben::ADV,위에,dessus
776,oben::ADV,위에,en haut
777,hinauf::ADV,위쪽으로,en haut
778,hinauf::ADV,위쪽으로,vers le haut
779,überall::ADV,도처에,partout
780,nicht::ADV,안,ne ... pas
781,ein wenig::ADV,적음,un peu
782,kaum::ADV,가의,à peine
783,sehr::ADV,자주,très
784,so::ADV,그와같이,si
785,so::ADV,그와같이,ainsi
786,noch::ADV,아직,encore
787,nur::ADV,다만,seulement
788,nur::ADV,다만,ne ... que
789,schon::ADV,이미,déjà
790,wieder::ADV,다시,de nouveau
791,vergebens::ADV,헛되이,en vain
792,vor::PRP,앞에,devant
793,hinter::PRP,뒤에,derrière
794,unter::PRP,잍에,sous
795,unter::PRP,잍에,au-dessous de
796,durch::PRP,통고하여,par
797,durch::PRP,통고하여,à travers
798,neben::PRP,와나란히,à côté de
799,zwischen::PRP,의사이로,entre
800,wegen::PRP,때문에,à cause de
801,dies::PRN,이,ceci
802,das::PRN,저,ce
803,das::PRN,저,cela
804,alles::PRN,모든것,tout
805,ich::PRN,나,je
806,ich::PRN,나,moi
807,du::PRN,너,tu
808,du::PRN,너,toi
809,er::PRN,그,il
810,er::PRN,그,lui
811,wir::PRN,우리,nous
812,ihr::PRN,너희들,vous
813,sie::PRN,그들,ils
814,sie::PRN,그들,elles
815,was::FPRN,뭣,que
816,was::FPRN,뭣,quoi
817,wer::FPRN,누구,qui
818,wo::FADV,어디,où
819,wohin::FADV,어디로,où
820,wie::FADV,어떻게,comment
821,warum::FADV,왜,pourquoi
822,wieviel::FNUM,얼마만큰,combien
823,eins::NUM,하나,un
824,zwei::NUM,둘,deux
825,drei::NUM,셋,trois
826,vier::NUM,넷,quatre
827,fünf::NUM,다섯,cinq
828,sechs::NUM,여섯,six
829,sieben::NUM,일곱,sept
830,acht::NUM,여덟,huit
831,neun::NUM,아홉,neuf
832,zehn::NUM,열,dix
833,elf::NUM,열하나,onze
834,zwölf::NUM,열둘,douze
835,zwanzig::NUM,스물,vingt
836,dreißig::NUM,서름,trente
837,vierzig::NUM,마흔,quarante
838,fünfzig::NUM,숸,cinquante
839,sechzig::NUM,에순,soixante
840,siebzig::NUM,일흔,soixante-dix
841,achtzig::NUM,여든,quatre-vingt
842,neunzig::NUM,아흔,quatre-vingt-dix
843,hundert::NUM,백,cent
844,tausend::NUM,천,mille
845,und::CNJ,와,et
846,oder::CNJ,아니면,ou
847,stehen::V,서다,être debout
848,sitzen::V,앉다,être assis
849,liegen::V,눕다,être couché
850,hängen::V,달다,pendre
851,werden::V,되다,devenir
852,passieren::V,지장옶다,se passer
853,beginnen::V,시작되다,commencer
854,enden::V,큳내다,finir
855,enden::V,큳내다,se terminer
856,wechseln::V,병경하다,changer
857,wechseln::V,병경하다,alterner
858,aufgehen[Sonne]::V,뜨다,se lever
859,untergehen[Sonne]::V,지다,se coucher
