,Concept_ID,ko,fr
0,Auge::N,눈,œil
1,Ohr::N,귀,oreille
2,Nase::N,코,nez
3,Mund::N,입,bouche
4,Zahn::N,이,dent
5,Zunge::N,혀,langue
6,Lippe::N,입술,lèvre
7,Wange::N,뺨,joue
8,Gesicht::N,얼굴,face
9,Gesicht::N,얼굴,visage
10,Stirn::N,이마,front
11,Haar::N,털,cheveu
12,Schnurrbart::N,윗수몀,moustache
13,Schnurrbart::N,코밑수염,moustache
14,Bart::N,수엄,barbe
15,Kinn::N,아래턱,menton
16,Kiefer[Anatomie]::N,턱,mâchoire
17,Kehle::N,인후,gorge
18,Hals::N,목,cou
19,Genick::N,먹덜이,nuque
20,Kopf::N,머리,tête
21,Rücken::N,든,dos
22,Bauch::N,배,ventre
23,Nabel::N,배꼽,nombril
24,Busen::N,가슴속,sein
25,Brust::N,가슴,poitrine
26,Schulter::N,어깨,épaule
27,Arm::N,팔,bras
28,Ellenbogen::N,팔쿰치,coude
29,Hand::N,손,main
30,Handfläche::N,손바닥,paume
31,Finger::N,속가락,doigt
32,Fingernagel::N,손톱,ongle
33,Nagel[Anatomie]::N,손톱,ongle
34,Zeh::N,발가락,orteil
35,Zeh::N,발가락,doigt de pied
36,Fuß::N,발,pied
37,Ferse::N,발꿈치,talon
38,Knie::N,무릎,genou
39,Oberschenkel::N,허벅다리,cuisse
40,Bein::N,다리,jambe
41,Körper::N,구간,corps
42,Haut::N,살갗,peau
43,Blut::N,피,sang
44,Ader::N,정맥,veine
45,Sehne::N,현,tendon
46,Knochen::N,뼈,os
47,Gehirn::N,뇌,cerveau
48,Gehirn::N,뇌수,cerveau
49,Herz::N,염통,cœur
50,Magen::N,위,estomac
51,Leber::N,간,foie
52,Atem::N,기식,haleine
53,Hunger::N,공복,faim
54,Träne::N,눈물,larme
55,Geschmack::N,기호,goût
56,Geschmack::N,기호,saveur
57,Geruch::N,냄새,odeur
58,Schlaf::N,수면,sommeil
59,Traum::N,쿰,songe
60,Himmel::N,하늘,ciel
61,Sonne::N,해,soleil
62,Mond::N,달,lune
63,Stern::N,별,étoile
64,Luft::N,동준,air
65,Luft::N,가스채,air
66,Wind::N,바람,vent
67,Welle::N,물결,vague
68,Wasser::N,물,eau
69,Stein::N,돌,pierre
70,Boden::N,바닥,sol
71,Boden::N,바닥,terrain
72,Erde::N,흙,terre
73,Staub::N,먼지,poussière
74,Rauch::N,연기,fumée
75,Funke::N,불티,étincelle
76,Feuer::N,불,feu
77,Licht::N,불,lumière
78,Schatten::N,어스레함,ombre
79,Wetter::N,기상,temps
80,Nebel::N,안개,brume
81,Nebel::N,안개,brouillard
82,Wolke::N,구름,nuage
83,Regen::N,비,pluie
84,Schnee::N,눈,neige
85,Eis::N,얼음,glace
86,Frost::N,혹한,gel
87,Frost::N,혹한,gelée
88,Kälte::N,추위,froid
89,Kälte::N,차가움,froid
90,Hitze::N,고온,chaleur
91,Hitze::N,더위,chaleur
92,Regenbogen::N,무지개,arc-en-ciel
93,Donner::N,뇌명,tonnerre
94,Strömung::N,유동,courant
95,Tropfen::N,물방울,goutte
96,Schaum::N,포말,écume
97,Schaum::N,포말,mousse
98,Schmutz::N,때,boue
99,Schmutz::N,때,saleté
100,See::N,호수,lac
101,Sumpf::N,습지,marais
102,Sumpf::N,습지,marécage
103,Moor::N,저습지,tourbière
104,Wiese::N,목초지,pré
105,Wald::N,숲,bois
106,Wald::N,숲,forêt
107,Hügel::N,언덕,coteau
108,Hügel::N,언덕,colline
109,Anhöhe::N,언덕,éminence
110,Anhöhe::N,언덕,élévation
111,Berg::N,산,mont
112,Berg::N,산,montagne
113,Gipfel::N,졀졍,cime
114,Gipfel::N,졀졍,sommet
115,Höhle::N,공동,caverne
116,Abhang::N,몰매,pente
117,Abhang::N,몰매,versant
118,Quelle::N,근원,source
119,Quelle::N,근원,fontaine
120,Bach::N,내,ruisseau
121,Fluss::N,강,fleuve
122,Fluss::N,강,rivière
123,Ufer::N,강변,bord
124,Ufer::N,강변,rivage
125,Ufer::N,바닷가,bord
126,Ufer::N,바닷가,rivage
127,Küste::N,해변,côte
128,Küste::N,해변가,côte
129,Festland::N,본토,terre ferme
130,Meer::N,바다,mer
131,Bucht::N,협만,baie
132,Insel::N,섬,île
133,Blume::N,꽃,fleur
134,Gras::N,풀,herbe
135,Wurzel::N,뿌리,racine
136,Baum::N,나무,arbre
137,Stamm::N,대,tronc
138,Rinde::N,나무껍질,écorce
139,Ast::N,가지,branche
140,Zweig::N,가지,rameau
141,Blatt::N,잎,feuille
142,Birke::N,자작나무,bouleau
143,Kiefer[Baum]::N,소나무,pin
144,Weide[Baum]::N,쉬양버들,saule
145,Tanne::N,전나무,sapin
146,Horn::N,뿔,corne
147,Feder::N,깃털,plume
148,Fell::N,피혁모피,peau
149,Flügel::N,날개,aile
150,Klaue::N,갈고리 발톺,serre
151,Kralle::N,발툭,ongle
152,Kralle::N,발툭,griffe
153,Schwanz::N,꼬리,queue
154,Ei::N,알,œuf
155,Nest::N,보금자리,nid
156,Bau::N,굴,terrier
157,Tier::N,짐승,animal
158,Herde::N,가축의떼,troupeau
159,Kuh::N,암소,vache
160,Bulle::N,황소,taureau
161,Pferd::N,말,cheval
162,Schaf::N,양,mouton
163,Schwein::N,돼지,porc
164,Schwein::N,돼지,cochon
165,Hund::N,개,chien
166,Katze::N,고양이,chat
167,Bär::N,콤,ours
168,Eichhörnchen::N,다람쥐,écureuil
169,Elch::N,고라니,élan
170,Fuchs::N,여우,renard
171,Hase::N,토끼,lièvre
172,Maus::N,쥐,souris
173,Wolf::N,늑대,loup
174,Vogel::N,새,oiseau
175,Schwarm::N,뗴,nuée
176,Schwarm::N,뗴,volée
177,Huhn::N,암탉,poule
178,Hahn::N,수탉,coq
179,Gans::N,거위,oie
180,Adler::N,수리,aigle
181,Ente::N,오리,canard
182,Eule::N,부엉이,hibou
183,Kranich::N,두루미,grue
184,Krähe::N,까마귀,corneille
185,Kuckuck::N,뻐꾸기,coucou
186,Schwan::N,배조,cygne
187,Fisch::N,물고기,poisson
188,Barsch::N,농어,perche
189,Hecht::N,에속스,brochet
190,Schlange[Tier]::N,뱀,serpent
191,Wurm::N,벌레,ver
192,Spinne::N,거미,araignée
193,Ameise::N,개미,fourmi
194,Laus::N,이,pou
195,Mücke::N,모기,moucheron
196,Fliege::N,날기,mouche
197,Schmetterling::N,나비,papillon
198,Beere::N,장과,baie
199,Apfel::N,사과,pomme
200,Pilz::N,고방이,champignon
201,Zwiebel::N,양파,oignon
202,Saat::N,씨,semence
203,Korn::N,알맹이,grain
204,Heu::N,건초,foin
205,Schale::N,피상,pelure
206,Falle::N,함정,piège
207,Schlinge::N,올가미,lacs
208,Schlinge::N,멜빵붕대,lacs
209,Spur::N,발지국,trace
210,Asche::N,재,cendre
211,Dreck::N,똥,crotte
212,Dreck::N,오물,crotte
213,Eisen::N,쇠,fer
214,Eisen::N,철,fer
215,Gold::N,항금,or
216,Silber::N,은,argent
217,Kohle::N,슻,charbon
218,Glas::N,유리,verre
219,Lehm::N,찰흙,glaise
220,Sand::N,모래,sable
221,Mensch::N,사람,homme
222,Mann::N,남자,homme
223,Frau::N,여자,femme
224,Kind::N,아이,enfant
225,Junge::N,소녁,garçon
226,Mädchen::N,소녀,fille
227,Mädchen::N,소녀,jeune fille
228,Familie::N,가족,famille
229,Großvater::N,할아버지,grand-père
230,Großmutter::N,할머니,grand-mère
231,Eltern::N,어버오,parents
232,Vater::N,아버지,père
233,Mutter::N,어머니,mère
234,Sohn::N,아들,fils
235,Tochter::N,딸기,fille
236,Bruder::N,형제,frère
237,Schwester::N,누이,sœur
238,Onkel::N,백부,oncle
239,Tante::N,아주머니,tante
240,Ehemann::N,남편,mari
241,Ehemann::N,남편,époux
242,Ehefrau::N,아내,femme
243,Ehefrau::N,아내,épouse
244,Freude::N,기쁨,joie
245,Freude::N,기쁨,plaisir
246,Gelächter::N,웃음,rires
247,Glück::N,즐거움,bonheur
248,Kummer::N,슬픔,peine
249,Kummer::N,슬픔,chagrin
250,Wunsch::N,소망,désir
251,Geist::N,할기,esprit
252,Gedanke::N,상념,idée
253,Gedanke::N,상념,pensée
254,Gedächtnis::N,기억,mémoire
255,Verstand::N,분별,raison
256,Verstand::N,지능,raison
257,Sinn::N,센스,sens
258,Grund::N,까닭,cause
259,Grund::N,까닭,raison
260,Wahrheit::N,참,vérité
261,Wahrheit::N,진실,vérité
262,Gespräch::N,대화,conversation
263,Märchen::N,동화,conte
264,Märchen::N,동화,conte de fées
265,Erzählung::N,이야기,conte
266,Erzählung::N,이야기,narration
267,Neuigkeit::N,뉴스,nouvelle
268,Name::N,이름,nom
269,Rätsel::N,수수께끼,énigme
270,Rätsel::N,수수께끼,devinette
271,Rede::N,연설,parole
272,Rede::N,연설,discours
273,Sprache::N,말,langue
274,Sprache::N,말,langage
275,Stimme::N,목소리,voix
276,Wort::N,낱말,mot
277,Zeichen::N,신호,signe
278,Ruf::N,부름,cri
279,Ruf::N,부름,appel
280,Lärm::N,소동,bruit
281,Laut::N,음성,son
282,Ton::N,목소리,ton
283,Lied::N,노래,chant
284,Lied::N,노래,chanson
285,Ruhe::N,쉼,calme
286,Ruhe::N,쉼,tranquillité
287,Leute::N,사람들,gens
288,Volk::N,국중,peuple
289,Arbeit::N,근로,travail
290,Arbeit::N,너무,travail
291,Gast::N,손님,hôte
292,Gast::N,손님,invité
293,Geschenk::N,행하,cadeau
294,Geschenk::N,행하,présent
295,Spiel::N,무리,jeu
296,Gesellschaft::N,교제,compagnie
297,Hilfe::N,거들음,aide
298,Hilfe::N,거들음,secours
299,Hilfe::N,보좌,aide
300,Hilfe::N,보좌,secours
301,Freund::N,친구,ami
302,Kamerad::N,동실자,copain
303,Kamerad::N,동실자,camarade
304,Angelegenheit::N,용무,affaire
305,Anzahl::N,어떤,nombre
306,Anzahl::N,수,nombre
307,Art::N,정류,sorte
308,Art::N,정류,espèce
309,Stück::N,일부분,morceau
310,Teil::N,몱,part
311,Teil::N,몱,partie
312,Teil::N,구훠,part
313,Teil::N,구훠,partie
314,Hälfte::N,2분의,moitié
315,Kreis::N,고리,cercle
316,Kreuz::N,열십자,croix
317,Linie::N,선,ligne
318,Strich::N,스침,trait
319,Abstand::N,거리,écart
320,Entfernung::N,거리,distance
321,Gegend::N,곳,région
322,Gegend::N,곳,contrée
323,Gegend::N,부금,région
324,Gegend::N,부금,contrée
325,Platz::N,장소,place
326,Ort::N,장소,lieu
327,Ort::N,장소,endroit
328,Seite::N,옆면,côté
329,Mitte::N,궁간,milieu
330,Gegenstand::N,항목,objet
331,Sache::N,뭉에,chose
332,Rand::N,가,bord
333,Kante::N,귀퉁,arête
334,Ecke::N,구석,coin
335,Ecke::N,구석,tournant
336,Spitze::N,끝,cime
337,Spitze::N,끝,pointe
338,Spitze::N,참단,cime
339,Spitze::N,참단,pointe
340,Ende::N,말당,bout
341,Loch::N,빙옷,trou
342,Winkel::N,각도,coin
343,Winkel::N,각도,réduit
344,Muster::N,본,dessin
345,Muster::N,견복,dessin
346,Größe::N,신장,grandeur
347,Länge::N,길이긺,longueur
348,Höhe::N,높이,hauteur
349,Höhe::N,높이,altitude
350,Gewicht::N,추,poids
351,Menge::N,수양,quantité
352,Haufen::N,퇴적,tas
353,Reihe::N,열,file
354,Reihe::N,열,rangée
355,Boot::N,보트,canot
356,Boot::N,보트,bateau
357,Ruder::N,노,rame
358,Ruder::N,노,aviron
359,Schlitten::N,썰매,traîneau
360,Ski::N,스키,ski
361,Lagerfeuer::N,캠프의 모닥불,feu de camp
362,Last::N,무거운짐,charge
363,Last::N,무거운짐,fardeau
364,Gang::N,걸음,tour
365,Gang::N,걸음,marche
366,Schritt::N,보조,pas
367,Norden::N,북쪽 ,nord
368,Süden::N,남쪽,sud
369,Westen::N,서쪽,ouest
370,Westen::N,서쪽,occident
371,Osten::N,동쪽,est
372,Osten::N,동쪽,orient
373,Holz::N,목재,bois
374,Brett::N,마루널,planche
375,Platte::N,탤,plaque
376,Platte::N,금속판,plaque
377,Stütze::N,버팀목,appui
378,Stütze::N,버팀목,soutien
379,Stange::N,장대,barre
380,Stange::N,장대,perche
381,Stock::N,막대기,canne
382,Stab::N,작대기,bâton
383,Rohr::N,갈대,tube
384,Rohr::N,갈대,tuyau
385,Haus::N,집,maison
386,Heim::N,집,maison
387,Ofen::N,아궁이,poêle
388,Fußboden::N,마루,plancher
389,Tisch::N,탁자,table
390,Stuhl::N,의자,chaise
391,Wiege::N,발상지,berceau
392,Bett::N,침대,lit
393,Regal::N,서가,étagère
394,Kiste::N,짐궤,caisse
395,Fenster::N,눔,fenêtre
396,Tür::N,문,porte
397,Tor::N,대문,porte
398,Tor::N,대문,portail
399,Zaun::N,담장,clôture
400,Dach::N,지붕,toit
401,Leiter::N,사닥다리,échelle
402,Besen::N,비,balai
403,Spaten::N,가래,bêche
404,Schaufel::N,삽,pelle
405,Gabel::N,갈래,fourchette
406,Löffel::N,숟가락,cuiller
407,Messer::N,나이프,couteau
408,Nagel::N,발툽,clou
409,Netz::N,그물,filet
410,Haken::N,갈고리,croc
411,Haken::N,갈고리,crochet
412,Griff::N,움켜쥠,prise
413,Griff::N,움켜쥠,manche
414,Schloss::N,자물쇠,serrure
415,Bild::N,그림,image
416,Bild::N,그림,tableau
417,Figur::N,몸메,figure
418,Puppe::N,인형,poupée
419,Beutel::N,클,sac
420,Beutel::N,클,petit sac
421,Bündel::N,자근다발,paquet
422,Bündel::N,자근다발,faisceau
423,Tasche::N,가방,sac
424,Eimer::N,동이,seau
425,Deckel::N,뚜껑,couvercle
426,Geschirr::N,식시,vaisselle
427,Sack::N,조갑,sac
428,Tasse::N,차잔,tasse
429,Topf::N,단지,pot
430,Topf::N,단지,marmite
431,Kessel::N,주전자,chaudron
432,Essen::N,먹기,repas
433,Essen::N,먹기,manger
434,Nahrung::N,식료,nourriture
435,Speise::N,음식물,plat
436,Fleisch::N,고기,viande
437,Getreide::N,곡물,blé
438,Getreide::N,곡물,céréales
439,Brei::N,젤리,purée
440,Brei::N,젤리,bouillie
441,Brot::N,빵,pain
442,Scheibe::N,원반,tranche
443,Fett::N,기름,graisse
444,Butter::N,버터,beurre
445,Öl::N,올리브유,huile
446,Salz::N,소금,sel
447,Suppe::N,국,soupe
448,Suppe::N,국,potage
449,Suppe::N,수프,soupe
450,Suppe::N,수프,potage
451,Honig::N,감미,miel
452,Milch::N,유즙,lait
453,Tee::N,차,thé
454,Leder::N,가죽,cuir
455,Wolle::N,양털,laine
456,Stoff::N,패료,tissu
457,Stoff::N,패료,étoffe
458,Nadel::N,바늘,aiguille
459,Faden::N,콘실,fil
460,Knopf::N,단추,bouton
461,Knoten::N,곁절,nœud
462,Farbe::N,색,peinture
463,Kleidung::N,옷입기,vêtements
464,Kleidung::N,옷입기,habillement
465,Hemd::N,속옷,chemise
466,Kragen::N,깃,col
467,Ärmel::N,소매,manche
468,Hose::N,바지,pantalon
469,Gürtel::N,밴드,ceinture
470,Mütze::N,모자,bonnet
471,Mütze::N,모자,casquette
472,Schuh::N,구두,soulier
473,Schuh::N,구두,chaussure
474,Stiefel::N,장화,botte
475,Ring::N,고리,bague
476,Band::N,리본,ruban
477,Kamm::N,빗,peigne
478,Spiegel::N,거울,glace
479,Spiegel::N,거울,miroir
480,Riemen::N,가죽끈,lanière
481,Riemen::N,가죽끈,courroie
482,Schnur::N,밧줄,corde
483,Schnur::N,밧줄,ficelle
484,Leine::N,고삐줄,laisse
485,Decke::N,이부자리,couverture
486,Kissen::N,깔개,oreiller
487,Tuch::N,천,drap
488,Tuch::N,천,fichu
489,Handtuch::N,수건,serviette
490,Handtuch::N,수건,essuie-mains
491,Kraft::N,세력,force
492,Stärke::N,힘,vigueur
493,Gesundheit::N,위생,santé
494,Krankheit::N,병,maladie
495,Schmerz::N,아픔고통,douleur
496,Wunde::N,상처,plaie
497,Wunde::N,상처,blessure
498,Fieber::N,열별,fièvre
499,Arznei::N,약,remède
500,Arznei::N,약,médecine
501,Brücke::N,교량,pont
502,Brunnen::N,원천,puits
503,Weide::N,목장,pâturage
504,Pfad::N,좁은길,sentier
505,Weg::N,길,voie
506,Weg::N,길,chemin
507,Straße::N,길,route
508,Dorf::N,촌,village
509,Dorf::N,촌락,village
510,Stadt::N,도시,cité
511,Stadt::N,도시,ville
512,Brief::N,서한,lettre
513,Buch::N,책,livre
514,Buchstabe::N,문자,lettre
515,Buchstabe::N,문자,caractère
516,Zeitung::N,신문,journal
517,Leben::N,삶,vie
518,Tod::N,죽음,mort
519,Grab::N,무덤,tombe
520,Kirche::N,교회,église
521,Sünde::N,부정,péché
522,Gott::N,하느님,dieu
523,Arbeiter::N,일하는사람,ouvrier
524,Arbeiter::N,일하는사람,travailleur
525,Chef::N,사장,chef
526,Chef::N,사장,patron
527,Meister::N,명인,maître
528,Meister::N,대가,maître
529,Arzt::N,의사,médecin
530,Lehrer::N,교사,professeur
531,Lehrer::N,교사,instituteur
532,Geld::N,돈,argent
533,Geschäft::N,일,affaire
534,Geschäft::N,일,commerce
535,Laden::N,가게,magasin
536,Laden::N,가게,boutique
537,Preis::N,가격,prix
538,Ware::N,상품,marchandise
539,Nutzen::N,이익,profit
540,Reichtum::N,많음,richesse
541,Welt::N,세상,monde
542,Land::N,지방,pays
543,Staat::N,국가,État
544,König::N,국왕,roi
545,Macht::N,힘,pouvoir
546,Macht::N,힘,puissance
547,Grenze::N,국경,frontière
548,Krieg::N,전쟁,guerre
549,Feind::N,적,ennemi
550,Gewalt::N,권력,violence
551,Kampf::N,전투,lutte
552,Kampf::N,전투,combat
553,Bogen[Waffe]::N,활,arc
554,Pfeil::N,화살,flèche
555,Gewehr::N,무기,fusil
556,Fehler::N,오류,faute
557,Fehler::N,오류,erreur
558,Lüge::N,거짓말,mensonge
559,Schaden::N,손상,dégât
560,Schaden::N,손상,dommage
561,Unglück::N,불행,malheur
562,Schuld::N,부채,faute
563,Schuld::N,부채,culpabilité
564,Alter::N,연령,âge
565,Schluss::N,마감,fin
566,Zeit::N,때,temps
567,Zeit::N,시간,temps
568,Tag::N,하루,jour
569,Tag::N,하루,journée
570,Morgen::N,이침,matin
571,Morgen::N,이침,matinée
572,Mittag::N,대낮,midi
573,Abend::N,저녁,soir
574,Abend::N,저녁,soirée
575,Nacht::N,밤,nuit
576,Woche::N,근무일,semaine
577,Monat::N,달,mois
578,Jahr::N,해,an
579,Jahr::N,해,année
580,Frühling::N,봄,printemps
581,Sommer::N,여름,été
582,Herbst::N,가을,automne
583,Winter::N,겨울,hiver
584,Januar::N,일월,janvier
585,Februar::N,이월,février
586,März::N,삼월,mars
587,April::N,사월,avril
588,Mai::N,오월,mai
589,Juni::N,유월,juin
590,Juli::N,칠월,juillet
591,August::N,팔월,août
592,September::N,구월,septembre
593,Oktober::N,시월,octobre
594,November::N,십일월,novembre
595,Dezember::N,십이월,décembre
596,Montag::N,월요일,lundi
597,Dienstag::N,화요일,mardi
598,Mittwoch::N,수요일,mercredi
599,Donnerstag::N,모교일,jeudi
600,Freitag::N,그묘일,vendredi
601,Samstag::N,토요일,samedi
602,Sonntag::N,일요일,dimanche
603,groß::A,큰,grand
604,klein::A,자근,petit
605,lang::A,긴,long
606,kurz::A,짧은,court
607,breit::A,넓은,large
608,schmal::A,좁은,étroit
609,dicht::A,농밀한,dense
610,dick[Gegenstand]::A,두꺼운,épais
611,dünn::A,얇은,mince
612,fein::A,미세한,fin
613,fein::A,미세한,menu
614,fest::A,굳은,ferme
615,fest::A,굳은,solide
616,flach::A,얕은,plat
617,glatt::A,반들반들한,poli
618,glatt::A,반들반들한,lisse
619,hart::A,굳은,dur
620,weich::A,연한,mou
621,rund::A,둥근,rond
622,spitz::A,뾰족한,aigu
623,spitz::A,뾰족한,pointu
624,scharf::A,날카로운,tranchant
625,stumpf::A,무딘,mousse
626,stumpf::A,무딘,émoussé
627,schwer::A,무거운,lourd
628,schwer::A,무거운,pesant
629,schön::A,멋진,beau
630,heiß::A,뜨거운,chaud
631,heiß::A,뜨거운,très chaud
632,warm::A,따뜻한,chaud
633,kalt::A,찬,froid
634,kühl::A,서늘한,frais
635,frisch::A,신선한,frais
636,feucht::A,축축한,humide
637,nass::A,젖은,mouillé
638,trocken::A,마른,sec
639,voll::A,완전한,plein
640,voll::A,완전한,rempli
641,leer::A,빈,vide
642,offen::A,열린,ouvert
643,geschlossen::A,닫힌,clos
644,geschlossen::A,닫힌,fermé
645,sauber::A,깨끗한,net
646,sauber::A,깨끗한,propre
647,schmutzig::A,더러운,sale
648,schmutzig::A,더러운,crasseux
649,roh::A,날게잇의,cru
650,roh::A,날게잇의,brut
651,reif::A,이근,mûr
652,lecker::A,맛있는,délicieux
653,lecker::A,맛있는,appétissant
654,süß::A,단,doux
655,bitter::A,찌르는듯한,amer
656,sauer::A,산성의,aigre
657,hell::A,밝은,clair
658,dunkel::A,어두운,sombre
659,schwarz::A,검은,noir
660,weiß::A,하얀,blanc
661,rot::A,붉은,rouge
662,gelb::A,황색,jaune
663,blau::A,푸른,bleu
664,grün::A,녹색의,vert
665,grau::A,회색의,gris
666,bunt::A,알록달록한,multicolore
667,billig::A,싼,bon marché
668,teuer::A,값비산,cher
669,wertvoll::A,가치가많은,précieux
670,blind::A,눈먼,aveugle
671,taub::A,무감간한,sourd
672,kräftig::A,강장한,fort
673,kräftig::A,강장한,vigoureux
674,stark::A,강한,fort
675,stark::A,강한,puissant
676,schwach::A,약한,faible
677,fett::A,실찐,gras
678,schlank::A,호리호리한,svelte
679,hübsch::A,예쁜,joli
680,böse::A,나쁜,mauvais
681,dumm::A,어리석은,sot
682,dumm::A,어리석은,bête
683,faul::A,너덜너덜한,fainéant
684,faul::A,너덜너덜한,paresseux
685,fleißig::A,근면한,appliqué
686,geizig::A,인색한,avare
687,geschickt::A,교묘한,habile
688,lieb::A,친애하는,cher
689,lieb::A,친애하는,gentil
690,lustig::A,유쾌한,gai
691,lustig::A,유쾌한,joyeux
692,sanft::A,온화한,doux
693,hungrig::A,배고픈,affamé
694,krank::A,병든,malade
695,nackt::A,벌거벗은,nu
696,traurig::A,슬픈,triste
697,lebendig::A,살아있는,vivant
698,gut::A,좋은,bon
