,Concept_ID,pl,en
222,Großvater::N,dziadek,grandfather
223,Großmutter::N,babka,grandmother
224,Eltern::N,rodzice,parents
225,Vater::N,ojciec,father
226,Mutter::N,matka,mother
227,Sohn::N,syn,son
228,Tochter::N,córka,daughter
229,Bruder::N,brat,brother
230,Schwester::N,siostra,sister
231,Onkel::N,wuj,uncle
232,Onkel::N,stryj,uncle
233,Tante::N,ciotka,aunt
234,Ehemann::N,mąż,husband
235,Ehefrau::N,żona,wife
236,Freude::N,radość,joy
237,Gelächter::N,śmiech,laughter
238,Glück::N,szczęście,happiness
239,Kummer::N,zmartwienie,grief
240,Wunsch::N,życzenie,wish
241,Lust::N,chęć,desire
242,Lust::N,ochota,desire
243,Geist::N,duch,spirit
244,Gedanke::N,myśl,thought
245,Gedächtnis::N,pamięć,memory
246,Verstand::N,rozum,mind
247,Sinn::N,zmysł,meaning
248,Grund::N,powód,reason
249,Wahrheit::N,prawda,truth
250,Gespräch::N,rozmowa,talk
251,Märchen::N,bajka,fairy tale
252,Erzählung::N,opowiadanie,story
253,Nachricht::N,wiadomość,message
254,Neuigkeit::N,nowina,news
255,Name::N,imię,name
256,Rätsel::N,zagadka,puzzle
257,Rede::N,mowa,speech
258,Sprache::N,język,language
259,Stimme::N,głos,voice
260,Wort::N,słowo,word
261,Zeichen::N,znak,sign
262,Ruf::N,wołanie,call
263,Lärm::N,hałas,noise
264,Lärm::N,zgiełk,noise
265,Laut::N,dźwięk,sound
266,Ton::N,ton,tone
267,Ton::N,dźwięk,tone
268,Lied::N,pieśń,song
269,Lied::N,piosenka,song
270,Ruhe::N,spokój,calm
271,Leute::N,ludzie,people
272,Volk::N,naród,nation
273,Arbeit::N,praca,work
274,Arbeit::N,robota,work
275,Gast::N,gość,guest
276,Geschenk::N,prezent,gift
277,Geschenk::N,podarunek,gift
278,Spiel::N,gra,game
279,Spiel::N,zabawa,game
280,Gesellschaft::N,towarzystwo,company
281,Hilfe::N,pomoc,help
282,Freund::N,przyjaciel,friend
283,Kamerad::N,kolega,companion
284,Angelegenheit::N,sprawa,matter
285,Anzahl::N,ilość,count
286,Art::N,rodzaj,sort
287,Stück::N,kawałek,piece
288,Teil::N,część,part
289,Hälfte::N,połowa,half
290,Kreis::N,krąg,circle
291,Kreuz::N,krzyż,cross
292,Linie::N,linia,line
293,Strich::N,kreska,stroke
294,Abstand::N,odstęp,gap
295,Entfernung::N,odległość,distance
296,Gegend::N,okolica,area
297,Platz::N,miejsce,space
298,Ort::N,miejsce,place
299,Seite::N,bok,side
300,Seite::N,strona,side
301,Mitte::N,środek,middle
302,Gegenstand::N,przedmiot,item
303,Sache::N,rzecz,thing
304,Rand::N,skraj,fringe
305,Rand::N,krawędź,fringe
306,Kante::N,kant,edge
307,Kante::N,krawędź,edge
308,Ecke::N,róg,corner
309,Spitze::N,ostrze,tip
310,Ende::N,koniec,end
311,Loch::N,dziura,hole
312,Winkel::N,kąt,angle
313,Winkel::N,kącik,angle
314,Muster::N,wzór,pattern
315,Größe::N,rozmiar,size
316,Größe::N,wielkość,size
317,Länge::N,długość,length
318,Höhe::N,wysokość,height
319,Gewicht::N,ciężar,weight
320,Menge::N,ilość,amount
321,Haufen::N,kupa,heap
322,Reihe::N,rząd,row
323,Reihe::N,szereg,row
324,Boot::N,łódź,boat
325,Boot::N,łódka,boat
326,Ruder::N,wiosło,oar
327,Schlitten::N,sanki,sleigh
328,Ski::N,narta,ski
329,Lagerfeuer::N,ognisko,campfire
330,Last::N,ciężar,load
331,Last::N,brzemię,load
332,Gang::N,chód,walk
333,Schritt::N,krok,step
334,Norden::N,północ,north
335,Süden::N,południe,south
336,Westen::N,zachód,west
337,Osten::N,wschód,east
338,Holz::N,drzewo,wood
339,Brett::N,deska,board
340,Platte::N,płyta,slab
341,Stütze::N,podpora,bracket
342,Stange::N,drąg,pole
343,Stange::N,żerdź,pole
344,Stock::N,kij,stick
345,Stock::N,laska,stick
346,Stab::N,pręt,staff
347,Rohr::N,rura,pipe
348,Haus::N,dom,house
349,Heim::N,dom,home
350,Ofen::N,piec,stove
351,Fußboden::N,podłoga,floor
352,Tisch::N,stół,table
353,Stuhl::N,krzesło,chair
354,Wiege::N,kołyska,cradle
355,Bett::N,łóżko,bed
356,Bett::N,pościel,bed
357,Regal::N,regał,shelf
358,Kiste::N,skrzynia,box
359,Fenster::N,okno,window
360,Tür::N,drzwi,door
361,Tor::N,brama,gate
362,Zaun::N,płot,fence
363,Zaun::N,parkan,fence
364,Dach::N,dach,roof
365,Leiter::N,drabina,ladder
366,Besen::N,miotła,broom
367,Spaten::N,rydel,spade
368,Schaufel::N,łopata,shovel
369,Gabel::N,widelec,fork
370,Löffel::N,łyżka,spoon
371,Messer::N,nóż,knife
372,Nagel::N,gwóźdź,nail
373,Netz::N,sieć,net
374,Haken::N,hak,hook
375,Griff::N,chwyt,handle
376,Schloss::N,zamek,lock
377,Bild::N,obraz,picture
378,Figur::N,figura,figure
379,Puppe::N,lalka,doll
380,Beutel::N,torba,pouch
381,Bündel::N,wiązka,bundle
382,Tasche::N,torba,bag
383,Eimer::N,kubeł,bucket
384,Eimer::N,wiadro,bucket
385,Deckel::N,przykrywka,cover
386,Geschirr::N,statki,dishes
387,Geschirr::N,naczynia,dishes
388,Sack::N,worek,sack
389,Tasse::N,filiżanka,cup
390,Topf::N,garnek,pot
391,Kessel::N,kocioł,kettle
392,Essen::N,jedzenie,meal
393,Nahrung::N,pokarm,food
394,Nahrung::N,pożywienie,food
395,Speise::N,potrawa,dish
396,Speise::N,jedzenie,dish
397,Fleisch::N,mięso,meat
398,Getreide::N,zboże,corn
399,Brei::N,kasza,mush
400,Brot::N,chleb,bread
401,Scheibe::N,kromka,slice
402,Fett::N,tłuszcz,fat
403,Butter::N,masło,butter
404,Öl::N,olej,oil
405,Salz::N,sól,salt
406,Suppe::N,zupa,soup
407,Honig::N,miód,honey
408,Milch::N,mleko,milk
409,Tee::N,herbata,tea
410,Leder::N,skóra,leather
411,Wolle::N,wełna,wool
412,Stoff::N,tkanina,cloth
413,Stoff::N,materiał,cloth
414,Nadel::N,igła,needle
415,Faden::N,nić,thread
416,Faden::N,nitka,thread
417,Knopf::N,guzik,button
418,Knoten::N,węzeł,knot
419,Farbe::N,farba,paint
420,Kleidung::N,odzież,clothes
421,Hemd::N,koszula,shirt
422,Kragen::N,kołnierz,collar
423,Ärmel::N,rękaw,sleeve
424,Hose::N,spodnie,trousers
425,Gürtel::N,pasek,belt
426,Mütze::N,czapka,cap
427,Schuh::N,but,shoe
428,Schuh::N,bucik,shoe
429,Stiefel::N,but,boot
430,Stiefel::N,kozak,boot
431,Ring::N,pierścień,ring
432,Band::N,wstęga,ribbon
433,Kamm::N,grzebień,comb
434,Spiegel::N,lustro,mirror
435,Riemen::N,rzemień,strap
436,Schnur::N,sznur,string
437,Leine::N,smycz,leash
438,Decke::N,kołdra,blanket
439,Kissen::N,poduszka,pillow
440,Tuch::N,chustka,scarf
441,Handtuch::N,ręcznik,towel
442,Kraft::N,moc,force
443,Kraft::N,siła,force
444,Stärke::N,moc,strength
445,Stärke::N,siła,strength
446,Gesundheit::N,zdrowie,health
447,Krankheit::N,choroba,illness
448,Schmerz::N,ból,pain
449,Wunde::N,rana,wound
450,Fieber::N,gorączka,fever
451,Arznei::N,lekarstwo,medicine
452,Brücke::N,most,bridge
453,Brunnen::N,studnia,well
454,Weide::N,pastwisko,pasture
455,Pfad::N,ścieżka,path
456,Weg::N,droga,way
457,Straße::N,ulica,road
458,Dorf::N,wieś,village
459,Stadt::N,miasto,town
460,Brief::N,list,letter
461,Buch::N,książka,book
462,Buchstabe::N,litera,character
463,Zeitung::N,gazeta,newspaper
464,Zeitung::N,dziennik,newspaper
465,Leben::N,życie,life
466,Tod::N,śmierć,death
467,Grab::N,grób,grave
468,Kirche::N,kościół,church
469,Sünde::N,grzech,sin
470,Gott::N,bóg,god
471,Arbeiter::N,robotnik,worker
472,Chef::N,szef,boss
473,Meister::N,mistrz,master
474,Meister::N,majster,master
475,Arzt::N,lekarz,doctor
476,Lehrer::N,nauczyciel,teacher
477,Geld::N,pieniądze,money
478,Geschäft::N,sprawa,business
479,Geschäft::N,interes,business
480,Laden::N,sklep,shop
481,Preis::N,cena,price
482,Ware::N,towar,ware
483,Nutzen::N,pożytek,profit
484,Reichtum::N,bogactwo,wealth
485,Welt::N,świat,world
486,Land::N,kraj,country
487,Staat::N,państwo,state
488,König::N,król,king
489,Macht::N,władza,power
490,Grenze::N,granica,border
491,Krieg::N,wojna,war
492,Feind::N,wróg,enemy
493,Gewalt::N,władza,violence
494,Kampf::N,bój,fight
495,Kampf::N,walka,fight
496,Bogen[Waffe]::N,łuk,bow
497,Pfeil::N,strzała,arrow
498,Gewehr::N,karabin,gun
499,Fehler::N,błąd,mistake
500,Lüge::N,kłamstwo,lie
501,Schaden::N,szkoda,damage
502,Unglück::N,nieszczęście,misfortune
503,Schuld::N,wina,fault
504,Alter::N,wiek,age
505,Schluss::N,koniec,conclusion
506,Schluss::N,zakończenie,conclusion
507,Zeit::N,czas,time
508,Tag::N,dzień,day
509,Morgen::N,ranek,morning
510,Morgen::N,poranek,morning
511,Mittag::N,południe,noon
512,Abend::N,wieczór,evening
513,Nacht::N,noc,night
514,Woche::N,tydzień,week
515,Monat::N,miesiąc,month
516,Jahr::N,rok,year
517,Frühling::N,wiosna,spring
518,Sommer::N,lato,summer
519,Herbst::N,jesień,autumn
520,Winter::N,zima,winter
521,Januar::N,styczeń,January
522,Februar::N,luty,February
523,März::N,marzec,March
524,April::N,kwiecień,April
525,Mai::N,maj,May
526,Juni::N,czerwiec,June
527,Juli::N,lipiec,July
528,August::N,sierpień,August
529,September::N,wrzesień,September
530,Oktober::N,październik,October
531,November::N,listopad,November
532,Dezember::N,grudzień,December
533,Montag::N,poniedziałek,Monday
534,Dienstag::N,wtorek,Tuesday
535,Mittwoch::N,środa,Wednesday
536,Donnerstag::N,czwartek,Thursday
537,Freitag::N,piątek,Friday
538,Samstag::N,sobota,Saturday
539,Sonntag::N,niedziela,Sunday
540,groß::A,duży,big
541,groß::A,wielki,big
542,klein::A,mały,little
543,lang::A,długi,long
544,kurz::A,krótki,short
545,breit::A,szeroki,wide
546,schmal::A,wąski,narrow
547,dicht::A,gęsty,dense
548,dick[Gegenstand]::A,gruby,thick
549,dünn::A,cienki,thin
550,fein::A,drobny,delicate
551,fest::A,mocny,firm
552,fest::A,twardy,firm
553,flach::A,płaski,flat
554,glatt::A,gładki,smooth
555,hart::A,twardy,hard
556,weich::A,miękki,soft
557,rund::A,okrągły,round
558,spitz::A,spiczasty,pointed
559,scharf::A,ostry,sharp
560,stumpf::A,tępy,blunt
561,schwer::A,ciężki,heavy
562,schön::A,ładny,beautiful
563,schön::A,piękny,beautiful
564,heiß::A,gorący,hot
565,warm::A,ciepły,warm
566,kalt::A,zimny,cold
567,kühl::A,chłodny,cool
568,frisch::A,świeży,fresh
569,feucht::A,wilgotny,damp
570,nass::A,mokry,wet
571,trocken::A,suchy,dry
572,voll::A,pełny,full
573,leer::A,pusty,empty
574,leer::A,próżny,empty
575,offen::A,otwarty,open
576,geschlossen::A,zamknięty,closed
577,sauber::A,czysty,clean
578,schmutzig::A,brudny,dirty
579,roh::A,surowy,raw
580,reif::A,dojrzały,ripe
581,lecker::A,smaczny,delicious
582,süß::A,słodki,sweet
583,bitter::A,gorzki,bitter
584,sauer::A,kwaśny,sour
585,hell::A,jasny,bright
586,dunkel::A,ciemny,dark
587,schwarz::A,czarny,black
588,weiß::A,biały,white
589,rot::A,czerwony,red
590,gelb::A,żółty,yellow
591,blau::A,błękitny,blue
592,blau::A,niebieski,blue
593,grün::A,zielony,green
594,grau::A,szary,grey
595,bunt::A,barwny,colourful
596,bunt::A,barwny,colorful
597,billig::A,tani,cheap
598,teuer::A,drogi,dear
599,wertvoll::A,cenny,precious
600,blind::A,ślepy,blind
601,taub::A,głuchy,deaf
602,kräftig::A,mocny,powerful
603,stark::A,silny,strong
604,schwach::A,słaby,weak
605,fett::A,tłusty,fat
606,schlank::A,smukły,slim
607,hübsch::A,ładny,pretty
608,böse::A,zły,evil
609,dumm::A,głupi,stupid
610,faul::A,leniwy,lazy
611,fleißig::A,pilny,diligent
612,geizig::A,skąpy,stingy
613,klug::A,mądry,clever
614,geschickt::A,zręczny,skilful
615,geschickt::A,zręczny,skillful
616,lieb::A,miły,dear
617,lustig::A,wesoły,merry
618,sanft::A,łagodny,gentle
619,hungrig::A,głodny,hungry
620,krank::A,chory,sick
621,nackt::A,nagi,naked
622,traurig::A,smutny,sad
623,lebendig::A,żywy,living
624,gut::A,dobry,good
625,schlecht::A,zły,bad
626,richtig::A,słuszny,correct
627,richtig::A,właściwy,correct
628,schlimm::A,zły,nasty
629,wahr::A,prawdziwy,true
630,alt::A,stary,old
631,neu::A,nowy,new
632,ehemalig::A,były,former
633,alt[Lebewesen]::A,stary,aged
634,jung::A,młody,young
635,arm::A,ubogi,poor
636,arm::A,biedny,poor
637,reich::A,bogaty,rich
638,bekannt::A,znany,familiar
639,berühmt::A,słynny,famous
640,fremd::A,obcy,foreign
641,fremd::A,cudzy,foreign
642,verschieden::A,różny,different
643,nah::A,bliski,near
644,fern::A,daleki,far
645,linker::A,lewy,left
646,rechter::A,prawy,right
647,anderer::A,inny,other
648,erster::A,pierwszy,first
649,zweiter::A,drugi,second
650,dritter::A,trzeci,third
651,letzter::A,ostatni,last
652,allein::ADV,sam,alone
653,auf einmal::ADV,naraz,at once
654,zusammen::ADV,razem,together
655,lange::ADV,długo,long
656,plötzlich::ADV,nagle,suddenly
657,sofort::ADV,natychmiast,instantly
658,später::ADV,później,later
659,jetzt::ADV,teraz,now
660,jetzt::ADV,obecnie,now
661,heute::ADV,dziś,today
662,heute::ADV,dzisiaj,today
663,morgen::ADV,jutro,tomorrow
664,bald::ADV,wkrótce,soon
665,dann::ADV,potem,then
666,gestern::ADV,wczoraj,yesterday
667,einst::ADV,kiedyś,once
668,einst::ADV,niegdyś,once
669,damals::ADV,wtedy,at that time
670,damals::ADV,wówczas,at that time
671,danach::ADV,następnie,afterwards
672,vorher::ADV,przedtem,before
673,zuerst::ADV,naprzód,at first
674,zuerst::ADV,najpierw,at first
675,einmal::ADV,raz,once
676,manchmal::ADV,czasem,sometimes
677,oft::ADV,często,often
678,immer::ADV,zawsze,always
679,niemals::ADV,nigdy,never
680,hier::ADV,tu,here
681,hier::ADV,tutaj,here
682,hierhin::ADV,tu,hither
683,hierhin::ADV,tu,to here
684,hierhin::ADV,tu,here
685,von hier::ADV,stąd,hence
686,dort::ADV,tam,there
687,dorthin::ADV,tam,thither
688,dorthin::ADV,tam,there
689,dorthin::ADV,tam,to there
690,geradeaus::ADV,prosto,ahead
691,vorwärts::ADV,naprzód,forward
692,rückwärts::ADV,wstecz,backward
693,zurück::ADV,z powrotem,back
694,unten::ADV,u dołu,below
695,unten::ADV,na dole,below
696,hinab::ADV,na_dół,down
697,hinab::ADV,w_dół,down
698,oben::ADV,w górze,above
699,oben::ADV,na górze,above
700,hinauf::ADV,w górę,up
701,hinauf::ADV,na górę,up
702,überall::ADV,wszędzie,everywhere
703,nicht::ADV,nie,not
704,ein wenig::ADV,trochę,a little
705,kaum::ADV,ledwie,hardly
706,kaum::ADV,prawie nie,hardly
707,sehr::ADV,bardzo,very
708,so::ADV,tak,so
709,noch::ADV,jeszcze,still
710,nur::ADV,tylko,only
711,schon::ADV,już,already
712,wieder::ADV,znów,again
713,wieder::ADV,znowu,again
714,vergebens::ADV,na próżno,in vain
715,vor::PRP,przed,in front of
716,hinter::PRP,za,behind
717,unter::PRP,pod,under
718,durch::PRP,przez,through
719,neben::PRP,obok,next to
720,zwischen::PRP,między,between
721,wegen::PRP,z powodu,because of
722,dies::PRN,to,this
723,das::PRN,to,that
724,alles::PRN,wszystko,everything
725,ich::PRN,ja,I
726,du::PRN,ty,you
727,du::PRN,ty,thou
728,er::PRN,on,he
729,wir::PRN,my,we
730,ihr::PRN,wy,you
731,sie::PRN,oni,they
732,was::FPRN,co,what
733,wer::FPRN,kto,who
734,wo::FADV,gdzie,where
735,wohin::FADV,dokąd,where ... to
736,wohin::FADV,dokąd,where to
737,wohin::FADV,dokąd,where
738,wie::FADV,jak,how
739,warum::FADV,dlaczego,why
740,wieviel::FNUM,ile,how much
741,eins::NUM,jeden,one
742,zwei::NUM,dwa,two
743,drei::NUM,trzy,three
744,vier::NUM,cztery,four
745,fünf::NUM,pięć,five
746,sechs::NUM,sześć,six
747,sieben::NUM,siedem,seven
748,acht::NUM,osiem,eight
749,neun::NUM,dziewięć,nine
750,zehn::NUM,dziesięć,ten
751,elf::NUM,jedenaście,eleven
752,zwölf::NUM,dwanaście,twelve
753,zwanzig::NUM,dwadzieścia,twenty
754,dreißig::NUM,trzydzieści,thirty
755,vierzig::NUM,czterdzieści,forty
756,fünfzig::NUM,pięćdziesiąt,fifty
757,sechzig::NUM,sześćdziesiąt,sixty
758,siebzig::NUM,siedemdziesiąt,seventy
759,achtzig::NUM,osiemdziesiąt,eighty
760,neunzig::NUM,dziewięćdziesiąt,ninety
761,hundert::NUM,sto,a hundred
762,tausend::NUM,tysiąc,a thousand
763,und::CNJ,i,and
764,oder::CNJ,lub,or
765,oder::CNJ,albo,or
766,stehen::V,stać,stand
767,sitzen::V,siedzieć,sit
768,liegen::V,leżeć,lie
769,hängen::V,wisieć,hang
770,werden::V,zostać,become
771,werden::V,stać się,become
772,passieren::V,dziać się,happen
773,passieren::V,zdarzyć się,happen
774,beginnen::V,zacząć się,begin
775,enden::V,kończyć się,end
776,wechseln::V,zmienić się,change
777,aufgehen[Sonne]::V,wzejść,rise
778,untergehen[Sonne]::V,zajść,set
779,scheinen[Sonne]::V,świecić,shine
780,donnern::V,grzmieć,thunder
781,wehen::V,wiać,blow
782,strömen::V,płynąć,stream
783,strömen::V,lać się,stream
784,fließen::V,ciec,flow
785,fließen::V,płynąć,flow
786,sich drehen::V,obracać się,revolve
787,schwanken::V,chwiać się,sway
788,schwingen::V,wahać się,swing
789,fallen::V,padać,fall
790,brennen::V,palić się,burn
791,rauchen::V,dymić,smoke
792,rauchen::V,dymić się,smoke
793,regnen::V,padać,rain
794,gefrieren::V,zamarznąć,freeze
795,tauen::V,tajać,thaw
796,schmelzen::V,topnieć,melt
797,trocknen::V,schnąć,dry
798,sieden::V,wrzeć,boil
799,sieden::V,kipieć,boil
800,faulen::V,gnić,rot
801,verfaulen::V,zgnić,decay
802,reißen::V,urywać się,snap
803,versinken::V,tonąć,sink
804,vergehen::V,przechodzić,pass
805,erscheinen::V,zjawiać się,appear
806,verschwinden::V,zniknąć,disappear
807,sinken::V,spadać,drop
808,abnehmen::V,spadać,decrease
809,zunehmen::V,wzrosnąć,increase
810,steigen::V,wzrastać,rise
811,wachsen::V,rosnąć,grow
812,glänzen::V,błyszczeć,shine
813,funkeln::V,zabłyszczeć,sparkle
814,lärmen::V,hałasować,be noisy
815,läuten::V,dzwonić,chime
816,klingeln::V,dzwonić,ring
817,klirren::V,brzęczeć,tinkle
818,brausen::V,huczeć,roar
819,rauschen::V,szumieć,rustle
820,rauschen::V,szeleścić,rustle
821,klingen::V,brzmieć,sound
822,klingen::V,dźwięczeć,sound
823,bellen::V,szczekać,bark
824,heulen::V,wyć,howl
825,blasen::V,dmuchnąć,blow
826,pfeifen::V,gwizdać,whistle
827,schreien::V,krzyczeć,shout
828,stöhnen::V,stękać,groan
829,zittern::V,drżeć,tremble
830,leben::V,żyć,be alive
831,geboren werden::V,urodzić się,be born
832,atmen::V,oddychać,breathe
833,trinken::V,pić,drink
834,essen::V,jeść,eat
835,schlucken::V,połknąć,swallow
836,müde werden::V,zmęczyć się,get tired
837,einschlafen::V,zasnąć,fall asleep
838,schlafen::V,spać,sleep
839,aufwachen::V,obudzić się,wake up
840,aufstehen::V,wstać,get up
841,sich erholen::V,wypoczywać,relax
842,krank werden::V,zachorować,fall ill
843,krank sein::V,chorować,be ill
844,schmerzen::V,boleć,ache
845,husten::V,kaszlać,cough
846,genesen::V,wyzdrowieć,recover
847,sterben::V,umrzeć,die
848,umkommen::V,zginąć,perish
849,sich bewegen::V,poruszać się,move
850,sich rühren::V,ruszyć się,budge
851,sich erheben::V,podnieść się,stand up
852,sich setzen::V,usiąść,sit down
853,hinfallen::V,upaść,tumble
854,laufen::V,chodzić,walk
855,schreiten::V,kroczyć,pace
856,spazierengehen::V,iść na spacer,go for a walk
857,eilen::V,pospieszać,rush
858,sich beeilen::V,pospieszyć się,hurry
859,sausen::V,pędzić,dash
