,Concept_ID,ml,kn
481,November::N,നവംബർ,ಇಚ್ಚಳಿ
482,Dezember::N,ഡിസംബർ,ಮುಚ್ಚಳಿ
483,Montag::N,തിങ്കളാഴ്ച,ಸೋಮುವಾರ
484,Dienstag::N,ചൊവ്വ,ಮಂಗಳವಾರ
485,Mittwoch::N,ബുധനാഴ്ച,ಬುಧವಾರ
486,Donnerstag::N,വ്യാഴാഴ്ച,ಗುರುವಾರ
487,Freitag::N,വെള്ളിയാഴ്ച,ಶುಕ್ರವಾರ
488,Samstag::N,ശനിയാഴ്ച,ಶನಿವಾರ
489,Sonntag::N,ഞായറാഴ്ച,ಭಾನುವಾರ
490,groß::A,വലിയ,ದೊಡ್ಡ
491,klein::A,ചെറിയ,ಪುಟ್ಟ
492,lang::A,നീണ്ട,ದೀರ್ಘ
493,kurz::A,ഹ്രസ്വമായ,ಚಕ್ಕ
494,breit::A,വിശാലമായ,ಅಗಲವಾದ
495,schmal::A,ഇടുങ്ങിയ,ಇಕ್ಕಟ್ಟಾದ
496,dicht::A,നിബിഡമായ,ದಟ್ಟ
497,dick[Gegenstand]::A,തടിച്ച,ದಟ್ಟ
498,dünn::A,മെലിഞ്ഞ,ತೆಳು
499,fein::A,നേർത്ത,ಕೋಮಲ
500,fest::A,ഉറപ്പുള്ള,ಘನ
501,flach::A,പരന്ന,ಚಪ್ಪಟೆ
502,glatt::A,മിനുസമുള്ള,ನಯ
503,hart::A,കട്ടിയുള്ള,ಗಟ್ಟಿ
504,weich::A,മൃദുവായ,ಮೃದುವಾದ
505,rund::A,വട്ടത്തിലുള്ള,ವರ್ತುಳ
506,spitz::A,മുനയുള്ള,ಮೊನಚಾದ
507,scharf::A,മൂർച്ചയുള്ള,ತೀಕ್ಷ್ಣ
508,stumpf::A,തുറന്നടിക്കുന്ന,ಮೊಂಡು
509,schwer::A,ഭാരമുള്ള,ಭಾರಿ
510,schön::A,മനോഹരമായ,ಸುಂದರ
511,heiß::A,ചൂടുള്ള,ಬಿಸಿ
512,warm::A,ചൂടുള്ള,ಬಿಸಿ
513,kalt::A,തണുത്ത,ತಣ್ಣನೆಯ
514,kühl::A,തണുപ്പുള്ള,ತಂಪಾದ
515,frisch::A,ശുദ്ധമായ,ನಿರ್ಮಲ
516,feucht::A,ഈറനുള്ള,ಒದ್ದೆಯಾದ
517,nass::A,നനഞ്ഞ,ಒದ್ದೆಯಾದ
518,trocken::A,വരണ്ട,ಶುಷ್ಕ
519,voll::A,നിറയെ,ತುಂಬಿದ
520,leer::A,ഒഴിഞ്ഞ,ಖಾಲಿ
521,offen::A,തുറന്ന,ಮುಚ್ಚಲ್ಲದ
522,geschlossen::A,അടച്ച,ಮುಚ್ಚಿದ
523,sauber::A,വൃത്തിയുള്ള,ಶುದ್ಧ
524,schmutzig::A,അഴുക്കുനിറഞ്ഞ,ಅಶುದ್ಧ
525,roh::A,അസംസ്കൃതമായ,ಹಸಿ
526,reif::A,പഴുത്ത,ಹಣ್ಣಾದ
527,lecker::A,രുചികരമായ,ಗುಚಿಕರ
528,süß::A,മധുരമുള്ള,ಸಿಹಿ
529,bitter::A,കടുത്ത,ಕಹಿ
530,sauer::A,പുളിപ്പുള്ള,ಹುಳಿಯಾದ
531,hell::A,ജ്വലിക്കുന്ന,ಹೊಳೆಯುವ
532,dunkel::A,ഇരുണ്ട,ಮಬ್ಬಾದ
533,schwarz::A,കറുത്ത,ಕಪ್ಪು
534,weiß::A,വെളുത്ത,ಬಿಳಿಯ
535,rot::A,ചുവന്ന,ಕೆಂಪು
536,gelb::A,മഞ്ഞനിറമായ,ಹಳದಯ
537,blau::A,നീലനിറമുള്ള,ನೀಲ
538,grün::A,പച്ചനിറമുള്ള,ಕಾಯಾದ
539,grau::A,ചാരനിറത്തിലുള്ള,ಬೂದುಬಣ್ಣದ
540,bunt::A,വർണ്ണശബളമായ,ವರ್ಣರಂಜಿತ
541,billig::A,വിലകുറഞ്ഞ,ಅಗ್ಗ
542,teuer::A,ചെലവേറിയ,ದುಬಾರಿಯಾದ
543,wertvoll::A,വിലപിടിപ്പുള്ള,ಅಮೂಲ್ಯ
544,blind::A,അന്ധനായ,ಅಂಧ
545,taub::A,കേൾവിക്കുറവുള്ള,ಕಿವುಡಾದ
546,kräftig::A,ശക്തിയുള്ള,ಪ್ರಬಲ
547,stark::A,ബലമുള്ള,ಶಕ್ತಿವಂತ
548,schwach::A,ക്ഷീണിച്ച,ದುರ್ಬಲ
549,fett::A,കൊഴുപ്പുള്ള,ಕೊಬ್ಬಿದ
550,schlank::A,മെലിഞ്ഞ,ತೆಳ್ಳಗಿನ
551,hübsch::A,മനോഹരമായ,ಅಂದವಾದ
552,böse::A,പാപിയായ,ಕೆಟ್ಟ
553,dumm::A,വിവരംകെട്ട,ಮಂದ
554,faul::A,അലസനായ,ಆಲಸ
555,fleißig::A,അദ്ധ്വാനശീലമുള്ള,ಕಡಗುವ
556,geizig::A,പിശുക്കനായ,ಜುಗ್ಗ
557,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,ಚತುರ
558,geschickt::A,പ്രതിഭാശാലി,ದಕ್ಷ
559,lieb::A,പ്രിയപ്പെട്ട,ಪ್ರಿಯ
560,lustig::A,ആനന്ദകരമായ,ಖುಷಿಯಾದ
561,sanft::A,സൌമ്യമായ,ಸೌಮ್ಯ
562,hungrig::A,വിശപ്പുള്ള,ಹಸಿದ
563,krank::A,അസുഖമുള്ള,ಅಸ್ವಸ್ಥ
564,nackt::A,നഡമായ,ನಗ್ನ
565,traurig::A,വിഷമമുള്ള,ದುಃಖಿತ
566,lebendig::A,ഉപജീവനം,ಜೀವಂತ
567,gut::A,നല്ല,ಒಳ್ಳೆಯ
568,schlecht::A,മോശമായ,ದುಷ್ಟ
569,richtig::A,ശരിയായ,ಸರಿ
570,schlimm::A,വൃത്തികെട്ട,ಅಸಹ್ಯ
571,wahr::A,ശരിയായ,ನಿಜ
572,alt::A,പഴയ,ಮುದಿ
573,neu::A,പുതിയ,ಹೊಸ
574,ehemalig::A,മുൻ,ಮಾಜೀ
575,alt[Lebewesen]::A,വയസ്സുള്ള,ವೃದ್ಧ
576,jung::A,കൌമാരമായ,ಎಳ
577,arm::A,പാവപ്പെട്ട,ಬಡ
578,reich::A,സമ്പന്നമായ,ಶ್ರೀಮಂತ
579,bekannt::A,പരിചിതമായ,ಅಪ್ತ
580,berühmt::A,പ്രശസ്തനായ,ಪ್ರಸಿದ್ಧ
581,fremd::A,വൈദേശികമായ,ಪರಕೀಯ
582,verschieden::A,വ്യത്യസ്തമായ,ಬೇರೆ
583,nah::A,അരികത്തുള്ള,ಹತ್ತಿರವಾದ
584,fern::A,അകലെയുള്ള,ದೂರದ
585,linker::A,അവശേഷിച്ച,ಎಡ
586,rechter::A,വലത്തേ,ಬಲ
587,anderer::A,മറ്റുള്ള,ಇತರ
588,erster::A,ആദ്യത്തെ,ಪ್ರಥಮ
589,zweiter::A,രണ്ടാം,ದ್ವಿತೀಯ
590,dritter::A,മൂന്നാമത്,ಮೂರನೆಯಜಗತ್ತು
591,letzter::A,അവസാനത്തെ,ಅಂತ್ಯ
592,allein::ADV,തനിച്ചുള്ള,ಒಬ್ಬನೇ
593,auf einmal::ADV,ഉടന്,ಒಡನೆ
594,zusammen::ADV,ഒരുമിച്ച,ಒಟ್ಟಿಗೆ
595,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,ದೀರ್ಘ
596,plötzlich::ADV,പെട്ടെന്ന്,ಅನಾಮತ್ತು
597,sofort::ADV,തത്ക്ഷണം,ಜಾಗ್ರತೆ
598,später::ADV,പിന്നീട്,ತರುವಾಯ
599,jetzt::ADV,ഇപ്പോൾ,ಈಗ
600,heute::ADV,ഇന്ന്,ಇಂದು
601,morgen::ADV,നാളെ,ನಾಳೆ
602,bald::ADV,ഉടനെ,ಬೇಗ
603,dann::ADV,അപ്പോൾ,ಆಗ
604,gestern::ADV,ഇന്നലെ,ನಿನ್ನೆ
605,einst::ADV,പണ്ടൊരിക്കല്,ಪೂರ್ವದಲ್ಲಿ
606,damals::ADV,അപ്പോൾ,ಆಗ
607,danach::ADV,പിന്നീട്,ಆಮೇಲೆ
608,vorher::ADV,മുൻപ്,ಮುಂಚೆ
609,zuerst::ADV,ആദ്യം,ಮೊದಲಿಗೆ
610,einmal::ADV,ഒരിക്കൽ,ಒಮ್ಮೆ
611,manchmal::ADV,ചിലപ്പോൾ,ಆಗಾಗ
612,oft::ADV,പലപ്പോഴും,ಅನೇಕಸಲ
613,immer::ADV,എപ്പോഴും,ಯಾವಾಗಲೂ
614,niemals::ADV,ഒരിക്കലും,ಯಾವಾಗಲೂ ಇಲ್ಲ
615,hier::ADV,ഇവിടെ,ಇಲ್ಲಿ
616,hierhin::ADV,ഇവിടേക്ക്,ಇತ್ತ
617,von hier::ADV,ഇവിടെനിന്ന്,ಇಲ್ಲಿಂದ
618,dort::ADV,അവിടെ,ಅಲ್ಲಿ
619,dorthin::ADV,അവിടേക്ക്,ಅಲ್ಲಿಗೆ
620,geradeaus::ADV,മുമ്പിൽ,ಸೀದಾ
621,geradeaus::ADV,മുമന്നോട്ട്,ಸೀದಾ
622,vorwärts::ADV,മുന്നോട്ട്,ಮುನ್ನೆಡೆವ
623,rückwärts::ADV,തലതിരിച്ച്,ಹಿಂದುಗಡೆಗೆ
624,zurück::ADV,പുറകിലേക്ക്,ಹಿಂದಕ್ಕೆ
625,unten::ADV,താഴെ,ಕೆಳಗೆ
626,hinab::ADV,താഴേക്ക്,ಕೆಳಕ್ಕೆ
627,oben::ADV,മുകളിൽ,ಮೇಲೆ
628,hinauf::ADV,മുകളിൽ,ಮೇಲಕ್ಕೆ
629,überall::ADV,എല്ലായിടത്തും,ಎಲ್ಲಸ್ಥಳಗಳು
630,nicht::ADV,ഇല്ല,ಇಲ್ಲ
631,nicht::ADV,ഇല്ല,ಅಲ್ಲ
632,ein wenig::ADV,കുറച്ച്,ತುಸು
633,kaum::ADV,കഷ്ടിച്ച്,ಕಠಿನವಾಗಿ
634,sehr::ADV,വളരെ,ಬಹು
635,so::ADV,അങ്ങനെ,ಅಷ್ಟು
636,noch::ADV,ഇപ്പോഴും,ಇನ್ನು
637,nur::ADV,മാത്രം,ಕೇವಲ
638,schon::ADV,നേരത്തേ തന്നെ,ಆಗಲೇ
639,wieder::ADV,വീണ്ടും,ಪುನಃ
640,vergebens::ADV,വിഫല,ನಿಷ್ಫಲವಾಗಿ
641,vor::PRP,മുമ്പിൽ,ಮುಂದೆ
642,hinter::PRP,പുറകിൽ,ಹಿಂದ
643,unter::PRP,കീഴിൽ,ಕೆಳ
644,durch::PRP,ഉള്ളിലൂടെ,ನೇರವಾಗಿ
645,neben::PRP,അടുത്ത്,ಅಧರ ಬಲಿಕ
646,zwischen::PRP,ഇടയ്ക്ക്,ನಡುವೆ
647,wegen::PRP,നിമിത്തം,ಅಧಕ್ಕಗಿ
648,dies::PRN,ഇത്,ಈ
649,das::PRN,അത്,ಅದು
650,alles::PRN,എല്ലാം,ಎಲ್ಲ
651,ich::PRN,ഞാൻ,ನಾನು
652,du::PRN,നിങ്ങൾ,ನೀನು
653,er::PRN,അദ്ദേഹം,ಅವನು
654,er::PRN,അദ്ദേഹം,ಇವನು
655,er::PRN,അയാൾ,ಅವನು
656,er::PRN,അയാൾ,ಇವನು
657,er::PRN,അവൻ,ಅವನು
658,er::PRN,അവൻ,ಇವನು
659,er::PRN,അവർ,ಅವನು
660,er::PRN,അവർ,ಇವನು
661,er::PRN,അവൾ,ಅವನು
662,er::PRN,അവൾ,ಇವನು
663,wir::PRN,നമ്മൾ,ನಾವು
664,ihr::PRN,നിങ്ങൾ,ನೀವು
665,sie::PRN,അവർ,ಅವರು
666,was::FPRN,എന്ത്,ಏನು
667,wer::FPRN,ആര്,ಯಾರಿಗೆ
668,wo::FADV,എവിടെ,ಎಲ್ಲಿ
669,wohin::FADV,എവിടേക്ക്,ಎಲ್ಲಿಗೆ
670,wie::FADV,എങ്ങനെ,ಹೇಗೆ
671,warum::FADV,എന്തുകൊണ്ട്,ಏಕೆ
672,wieviel::FNUM,എത്ര,ಎಷ್ಟು
673,eins::NUM,ഒന്ന്,ಒಂದು
674,zwei::NUM,രണ്ട്,ಎರಡು
675,drei::NUM,മൂന്ന്,ಮೂರು
676,vier::NUM,നാല്,ನಾಲ್ಕು
677,fünf::NUM,അഞ്ച്,ಅಯ್ದು
678,sechs::NUM,ആറ്,ಆರು
679,sieben::NUM,ഏഴ്,ಏಳು
680,acht::NUM,എട്ട്,ಎಂಟು
681,neun::NUM,ഒമ്പത്,ಒಂಭಬತ್ತು
682,zehn::NUM,പത്ത്,ಹತ್ತು
683,elf::NUM,പതിനൊന്ന്,ಹನ್ನೊಂದು
684,zwölf::NUM,പന്ത്രണ്ട്,ಹನ್ನೆರಡು
685,zwanzig::NUM,ഇരുപത്,ಇಪ್ಪತ್ತು
686,dreißig::NUM,മുപ്പത്,ಮೂವತ್ತು
687,vierzig::NUM,നാൽപ്പത്,ನಲವತ್ತು
688,fünfzig::NUM,അൻപത്,ಐವತ್ತು
689,sechzig::NUM,അറുപത്,ಅರುವತ್ತು
690,siebzig::NUM,എഴുപത്,ಎಪ್ಪತ್ತು
691,achtzig::NUM,എൺപത്,ಎಂಬತ್ತು
692,neunzig::NUM,തൊണ്ണൂറ്,ತೊಂಬತ್ತು
693,hundert::NUM,നൂറ്,ನೂರು
694,tausend::NUM,ആയിരം,ಸಾವಿರ
695,und::CNJ,ഉം,ಮತ್ತು
696,oder::CNJ,അഥവാ,ಅಥವಾ
697,stehen::V,നിൽക്കുക,ನಿಲ್ಲು
698,sitzen::V,ഇരിക്കുക,ಕುಳ್ಳಿರು
699,liegen::V,കിടക്കുക,ಮಲಗಿಕೊ
700,hängen::V,തൂങ്ങുക,ಇಳಿಯಬಿಡು
701,werden::V,ആയിത്തീരുക,ಆಗು
702,passieren::V,സംഭവിക്കുക,ಆಗು
703,beginnen::V,ആരംഭിക്കുക,ಆರಂಭಿಸು
704,enden::V,അവസാനിപ്പിക്കുക,ಕೊನೆಗಾಣು
705,wechseln::V,മാറ്റുക,ಮಾರ್ಪಡಿಸು
706,aufgehen[Sonne]::V,ഉയരുക,ಮೂಡು
707,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,ಮುಳುಗು
708,scheinen[Sonne]::V,പ്രകാശിക്കുക,ಹೊಳೆ
709,donnern::V,ഇടിവെട്ടുക,ಗುಡುಗಾಗು
710,wehen::V,വീശുക,ತೀಡು
711,strömen::V,ഒഴുകുക,ಹರಿ
712,fließen::V,ഒഴുകുക,ಹರಿ
713,sich drehen::V,ചുറ്റുക,ಸುತ್ತು
714,sich drehen::V,കറക്കുക,ಸುತ್ತು
715,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,ಓಲಾಡು
716,schwingen::V,ആടുക,ತೂಗು
717,fallen::V,വീഴുക,ಉದುರು
718,brennen::V,കത്തുക,ಉರಿ
719,rauchen::V,പുകയുക,ಹೊಗೆಬಿಡು
720,regnen::V,മഴ_പെയ്യുക,ಸುರಿ
721,gefrieren::V,തണത്ത്_മരവിക്കുക,ಹೆಪ್ಪುಗಟ್ಟು
722,tauen::V,അലിയുക,ಬೆಚ್ಚಗಾಗು
723,schmelzen::V,ഉരുകുക,ಕರಗು
724,trocknen::V,വരളുക,ಒಣಗು
725,sieden::V,തിളപ്പിക്കുക,ಕುದಿ
726,faulen::V,ചീയുക,ಕೊಳೆ
727,verfaulen::V,അഴുകുക,ನಶಿಸು
728,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,ಒಡೆ
729,versinken::V,മുക്കുക,ಮುಳುಗು
730,vergehen::V,കടന്നുപോകുക,ಸಾಗು
731,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,ತೋರು
732,verschwinden::V,അദൃശ്യമാകുക,ಮಾಯವಾಗು
733,sinken::V,താഴുക,ಕುಸಿ
734,abnehmen::V,കുറിയുക,ತಗ್ಗು
735,zunehmen::V,വർദ്ധിക്കുക,ಬೆಳೆ
736,steigen::V,ഉയരുക,ಉಬ್ಬು
737,wachsen::V,വളരുക,ಬೆಳೆ
738,glänzen::V,മിന്നുക,ಮಿರುಗು
739,funkeln::V,തിളങ്ങുക,ಮಿನುಗು
740,lärmen::V,ശബ്ദമുണ്ടാക്കുക,ಶಬ್ದ ಮಾಡಲು
741,läuten::V,മണിമുഴങ്ങുക,ಬಾರಿಸು
742,klingeln::V,ചിലമ്പുക,ಅನುರಣಿಸು
743,klirren::V,കിലുക്കുക,ಕಿಣಿಕಿಣಿಸು
744,brausen::V,മുഴങ്ങുക,ಅಬ್ಬರಿಸು
745,rauschen::V,അനങ്ങുക,ಮರ್ಮರಗುಟ್ಟಿಸು
746,klingen::V,മുഴക്കുക,ಉಸಿರು
747,bellen::V,കുരയ്ക്കുക,ಬಗುಳು
748,heulen::V,ഓരിയിടുക,ಅರಚು
749,blasen::V,ഊതുക,ಗಾಳಿ ಊದು
750,pfeifen::V,വിസിലടിക്കുക,ಸಿಳ್ಳೆಯೂದು
751,schreien::V,ആക്രോശിക്കുക,ಕರೆ
752,stöhnen::V,അരക്കം,ನರಳು
753,stöhnen::V,ആർത്തനാദം,ನರಳು
754,zittern::V,വിറയ്ക്കുക,ನಡುಗು
755,leben::V,താമസിക്കുക,ಇರು
756,geboren werden::V,ജനിക്കുക,ಉಂಟಾಗು
757,atmen::V,ശ്വസിക്കുക,ಉಸಿರು
758,trinken::V,കുടിക്കുക,ಕುಡಿ
759,essen::V,കഴിക്കുക,ತಿನ್ನು
760,schlucken::V,വിഴുങ്ങുക,ನುಂಗು
761,müde werden::V,ക്ഷീണിക്കുക,ಬಳಲು
762,einschlafen::V,നിദ്രിക്കുക,ನಿದ್ಧೆಹೋಗು
763,schlafen::V,ഉറങ്ങുക,ನಿದ್ರಿಸು
764,aufwachen::V,ഉണരുക,ಏಳು
765,aufstehen::V,എഴുന്നേൽക്കുക,ಏಳು
766,sich erholen::V,വിശ്രമിക്കുക,ಸುಧಾರಿಸು
767,krank werden::V,ദീനംപിടിക്കുക,ಬೇನೆಬೀಳು
768,krank sein::V,രോഗികളാകുക,ಕೆಟ್ಟ ಎಂದು
769,schmerzen::V,വേദനിക്കുക,ಕಚ್ಚು
770,husten::V,ചുമയ്ക്കുക,ಕೆಮ್ಮು
771,genesen::V,സുഖപ്പെടുക,ಮತ್ತೆಹೊದಿಸು
772,sterben::V,മരിക്കുക,ಮೃತಪಡು
773,umkommen::V,മരിക്കുക,ಹಾಳಾಗು
774,sich bewegen::V,സ്ഥലം_മാറുക,ಚಲಿಸು
775,sich rühren::V,ചലിക്കുക,ಕದಲು
776,sich erheben::V,നിൽക്കുക,ಏಳು
777,sich setzen::V,ഇരിക്കുക,ಕೂರು
778,hinfallen::V,വീഴുക,ಬೀಳು
779,laufen::V,നടക്കുക,ನಡೆ
780,schreiten::V,നടക്കുക,ಮೆಲ್ಲಗೆ ನಡೆ
781,spazierengehen::V,ഉലാത്തുക,ವಿಹರಿಸು
782,eilen::V,പാഞ്ഞെത്തുക,ಮುನ್ನುಗ್ಗು
783,sich beeilen::V,തിരിക്കുകൂട്ടുക,ಆತುರಪಡು
784,sich beeilen::V,തിടുക്കം_കാട്ടുക,ಆತುರಪಡು
785,sausen::V,കുതിക്കുക,ಒಗೆ
786,rennen::V,ഓടുക,ಓಡು
787,springen::V,ചാടുക,ಜಿಗಿ
788,klettern::V,കയറുക,ಏರು
789,schaukeln::V,ഇളകുക,ತೂಗು
790,kriechen::V,പതുങ്ങികയറുക,ತೆವಳು
791,schwimmen::V,നീന്തുക,ಈಜು
792,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,ಕೆಳಗಿಳಿ
793,rudern::V,തുഴയുക,ಸಾಗಿಸು
794,fahren::V,വാഹനം ഓടിക്കുക,ನಡೆಸು
795,fliegen::V,പറക്കുക,ಹಾರು
796,gehen::V,പോകുക,ಹೋಗು
797,weggehen::V,വിടുക,ಹೊರಡು
798,abfahren::V,പുറപ്പെടുക,ತೆರಳು
799,anhalten::V,നിർത്തുക,ನಿಲ್ಲು
800,hineingehen::V,പ്രവേശിക്കുക,ಒಳಹೊಗು
801,eintreten::V,പ്രവേശിക്കുക,ಒಳಹೊಗು
802,kommen::V,വരുക,ಬರು
803,ankommen::V,എത്തിച്ചേരുക,ಬರು
804,zurückkommen::V,തിരിച്ചു വരുക,ಹಿಂದಿರುಗು
805,bleiben::V,തുടരുക,ಇರು
806,warten::V,കാത്തിരിക്കുക,ಇರು
807,erwarten::V,പ്രതീക്ഷിക്കുക,ನಿರೀಕ್ಷಿಸು
808,suchen::V,തിരയുക,ಹುಡುಕು
809,finden::V,കണ്ടെത്തുക,ಕಂಡುಕೊ
810,versuchen::V,ശ്രമിക്കുക,ಪ್ರಯತ್ನಿಸು
811,vorbereiten::V,തയ്യാറെടുക്കുക,ಸಿದ್ಧವಾಗು
812,lieben::V,സ്നേഹിക്കുക,ಪ್ರೀತಿಸು
813,mögen::V,ഇഷ്ടപ്പെടുക,ಇಷ್ಟಪಡು
814,lachen::V,ചിരിക്കുക,ನಗು
815,rühren::V,ഹൃദയം സ്പർശിക്കുക,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
816,weinen::V,തേങ്ങുക,ಅಳು
817,schimpfen::V,പിറുപിറുക്കുക,ಗೊಣಗು
818,sich ärgern::V,കോപിക്കുക,ಗಣಗಾಡು
819,sich fürchten::V,പേടിക്കുക,ನಡುಗು
820,fürchten::V,പേടിക്കുക,ಹೆದರು
821,fliehen::V,രക്ഷപ്പെടുക,ಓಡಿಹೋಗು
822,flüchten::V,രക്ഷപ്പെടുക,ಪಾರಾಗು
823,sehen::V,കാണുക,ಕಾಣು
824,anschauen::V,നോക്കുക,ನೋಡು
825,ansehen::V,നോക്കുക,ನಿರೀಕ್ಷಿಸು
826,hören::V,കേൾക്കുക,ಕೇಳು
827,zuhören::V,ശ്രദ്ധിക്കുക,ಆಲಿಸು
828,probieren::V,രുചിയുള്ളതായി_തോന്നുക,ರುಚಿ ನೋಡು
829,riechen::V,മണത്തു_നോക്കുക,ಮೂಸು
830,fühlen::V,സ്പർശിച്ചറിയുക,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
831,scheinen::V,കാണപ്പെടുക,ತೋರು
832,zu sehen sein::V,വെളിച്ചപ്പെടുക,ಕಾಣಿಸು
833,vernehmen::V,കേൾക്കുക,ಕೇಳು
834,frieren::V,വിറയ്ക്കുക,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
835,tun::V,ചെയ്യുക,ಮಾಡು
836,können::V,കഴിയുക,ಮಾಡಬಲ್ಲ
837,wollen::V,വേണുക,ಬಯಸು
838,anfangen::V,തുടങ്ങുക,ಪ್ರಾರಂಭಿಸು
839,beenden::V,പൂർത്തിയാക്കുക,ನಿಲ್ಲಿಸು
840,aufhören::V,നിർത്തുക,ಮುಗಿಸು
841,gelingen::V,വിജയിക്കുക,ಯಶಸ್ವಿಯಾಗು
842,geraten::V,പരിണമിക്കുക,ಉತ್ಪತ್ತಿಮಾಡು
843,öffnen::V,തുറക്കുക,ತೆರೆ
844,schließen::V,അടയ്ക്കുക,ಮುಚ್ಚು
845,stellen::V,വയ്ക്കുക,ಇಕ್ಕು
846,setzen::V,വയ്ക്കുക,ಇಡು
847,legen::V,ഇടുക,ಇಡು
848,berühren::V,തൊടുക,ತಾಕು
849,verbinden::V,ഘടിപ്പിക്കുക,ಕೂಡಿಸು
850,bedecken::V,മുടുക,ಮುಚ್ಚು
851,aufhängen::V,കെട്ടിതൂക്കുക,ತೂಗುಹಾಕು
852,anzünden::V,കത്തിക്കുക,ಹತ್ತಿಸು
853,aufheben::V,പെറുക്കിയെടുക്കുക,ಆಯಿ
854,zurücklassen::V,വച്ചുപോരുക,ಬಿಡು
855,verlieren::V,നഷ്ടപ്പെടുക,ಕಳೆ
856,fallen lassen::V,വീഴ്ത്തുക,ಬೀಳಿಸು
857,machen::V,ഉണ്ടാക്കുക,ಮಾಡು
858,herstellen::V,ഉൽപാദിപ്പിക്കുക,ತಯಾರಿಸು
859,bauen::V,നിർമ്മിക്കുക,ಕಟ್ಟು
860,reparieren::V,നന്നാക്കുക,ಸರಿಪಡಿಸು
861,verbessern::V,മെച്ചപ്പെടുക,ತಿದ್ದು
862,ändern::V,മാറ്റംവരുത്തുക,ಬದಲಾಯಿಸು
863,graben::V,കുഴിക്കുക,ಅಗೆ
864,beugen::V,വണങ്ങുക,ಬಗ್ಗಿಸು
865,biegen::V,കുനിയുക,ಬಗ್ಗಿಸು
866,drehen::V,തിരിക്കുക,ತಿರುಗು
867,wenden::V,തിരിയുക,ತಿರುಗು
868,umdrehen::V,തിരിയുക,ತಿರುಗಿಸು
869,heben::V,ഉയർത്തുക,ಎತ್ತು
870,hochheben::V,ഉയർത്തുക,ಎತ್ತು
871,ergreifen::V,ബലമായി_പിടിക്കുക,ಆಕ್ರಮಿಸು
872,halten::V,പിടിക്കുക,ಹಿಡಿ
873,drücken::V,അമർത്തുക,ಒತ್ತು
874,schieben::V,തള്ളുക,ನೂಕು
875,kratzen::V,ചുരണ്ടുക,ತರಚಿಕೊಳ್ಳು
876,lecken::V,നക്കുക,ನೆಕ್ಕು
877,beißen::V,കടിക്കുക,ಕಚ್ಚು
878,abreißen::V,കീറിക്കളയുക,ಹರಿ
879,abschneiden::V,മുറിച്ചുമാറ്റുക,ಕತ್ತರಿಸು
880,binden::V,കെട്ടുക,ಕಟ್ಟು
881,stecken::V,തുളയ്ക്കുക,ಸಿಕ್ಕಿಸು
882,brechen::V,ഉടയുക,ಮುರಿ
883,klopfen::V,തട്ടുക,ತಟ್ಟು
884,hauen::V,അടിക്കുക,ಹೊಡೆ
885,kleben::V,ഒട്ടിക്കുക,ಅಂಟಿಸು
886,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,ಉಜ್ಜು
887,streichen::V,പടർത്തുക,ಹರಡು
888,schleifen::V,പൊടിക്കുക,ಮಸೆ
889,schneiden::V,മുറിക്കുക,ಕತ್ತರಿಸು
890,rütteln::V,മുട്ടുക,ಕುಲುಕಿಸು
891,schütteln::V,കുലുക്കുക,ಅಲುಗಿಸು
892,schwenken::V,ആടുക,ತೂಗಾಡು
893,schütten::V,ഒഴിക്കുക,ಎರೆ
894,füllen::V,നിറയ്ക്കുക,ತುಂಬಿಸು
895,einwickeln::V,പൊതിയുക,ಹೊದಿಸು
896,tragen::V,വഹിക്കുക,ಹೊರು
897,schleppen::V,വലിച്ചിഴയ്ക്കുക,ಜಗ್ಗು
898,ziehen::V,വലിക്കുക,ಎಳೆ
899,aufbewahren::V,വയ്ക്കുക,ಇಟ್ಟುಕೊ
900,werfen::V,എറിയുക,ಎಸೆ
901,fangen::V,പിടിക്കുക,ಹಿಡಿ
902,packen::V,തട്ടിപ്പറിക്കുക,ಸೆಳೆ
903,verstecken::V,മറയ്ക്കുക,ಮುಚ್ಚಿಡು
904,teilen::V,വിഭജിക്കുക,ವಿಭಜಿಸು
905,schicken::V,അയയ്ക്കുക,ಕಳುಹಿಸು
906,bringen::V,കൊണ്ടുവരുക,ತರು
907,hinzufügen::V,കൂട്ടുക,ಕೂಡಿಸು
908,bekommen::V,കിട്ടുക,ಸಂಪಾದಿಸು
909,erhalten::V,സ്വീകരിക്കുക,ಪಡೆ
910,nehmen::V,എടുക്കുക,ಹಿಡಿ
911,wählen::V,തിരഞ്ഞെടുക്കുക,ಆರಿಸು
912,auswählen::V,തിരഞ്ഞെടുക്കുക,ಆಯಿ
913,bewahren::V,പുലർത്തുക,ರಕ್ಷಿಸಿಡು
