,Concept_ID,lt,fi
64,Geschmack::N,skonis,maku
65,Geruch::N,kvapas,haju
66,Schlaf::N,miegas,uni
67,Traum::N,sapnas,uni
68,Himmel::N,dangus,taivas
69,Sonne::N,saulė,aurinko
70,Mond::N,mėnulis,kuu
71,Stern::N,žvaigždė,tähti
72,Luft::N,oras,ilma
73,Wind::N,vėjas,tuuli
74,Welle::N,banga,aalto
75,Welle::N,vilnis,aalto
76,Wasser::N,vanduo,vesi
77,Stein::N,akmuo,kivi
78,Boden::N,žemė,maa
79,Boden::N,žemė,maaperä
80,Boden::N,dugnas,maa
81,Boden::N,dugnas,maaperä
82,Erde::N,žemė,maa
83,Staub::N,dulkės,pöly
84,Rauch::N,dūmai,savu
85,Funke::N,kibirkštis,kipinä
86,Feuer::N,ugnis,tuli
87,Licht::N,šviesa,valo
88,Schatten::N,paūksmė,varjo
89,Wetter::N,oras,sää
90,Nebel::N,migla,sumu
91,Nebel::N,rūkas,sumu
92,Wolke::N,debesis,pilvi
93,Regen::N,lietus,sade
94,Schnee::N,sniegas,lumi
95,Eis::N,ledas,jää
96,Frost::N,šalna,halla
97,Frost::N,šalna,pakkanen
98,Kälte::N,šaltis,vilu
99,Kälte::N,šaltis,kylmyys
100,Hitze::N,karštis,helle
101,Hitze::N,karštis,kuumuus
102,Raureif::N,šerkšnas,huurre
103,Regenbogen::N,vaivorykštė,sateenkaari
104,Donner::N,perkūnas,jyrinä
105,Donner::N,griaustinis,jyrinä
106,Strömung::N,tėkmė,virtaus
107,Tropfen::N,lašas,tippa
108,Tropfen::N,lašas,pisara
109,Schaum::N,putos,vaahto
110,Schmutz::N,purvas,loka
111,See::N,ežeras,järvi
112,Sumpf::N,klampynė,suo
113,Sumpf::N,liūnas,suo
114,Moor::N,pelkė,räme
115,Wiese::N,pieva,niitty
116,Wald::N,miškas,metsä
117,Hügel::N,kalva,mäki
118,Hügel::N,kalva,kumpu
119,Hügel::N,kalva,kukkula
120,Anhöhe::N,kauburys,mäki
121,Anhöhe::N,kauburys,kumpare
122,Berg::N,kalnas,mäki
123,Berg::N,kalnas,vuori
124,Gipfel::N,viršūnė,laki
125,Gipfel::N,viršūnė,huippu
126,Höhle::N,ola,luola
127,Abhang::N,šlaitas,rinne
128,Abhang::N,nuokalnė,rinne
129,Quelle::N,versmė,lähde
130,Quelle::N,šaltinis,lähde
131,Bach::N,upelis,puro
132,Fluss::N,upė,joki
133,Ufer::N,krantas,ranta
134,Küste::N,pajūris,rannikko
135,Festland::N,sausuma,manner
136,Meer::N,jūra,meri
137,Bucht::N,įlanka,lahti
138,Bucht::N,užutekis,lahti
139,Insel::N,sala,saari
140,Blume::N,gėlė,kukka
141,Gras::N,žolė,ruoho
142,Wurzel::N,šaknis,juuri
143,Baum::N,medis,puu
144,Stamm::N,kamienas,runko
145,Rinde::N,žievė,kuori
146,Rinde::N,žievė,parkki
147,Ast::N,šaka,oksa
148,Zweig::N,šakelė,haara
149,Blatt::N,lapas,lehti
150,Birke::N,beržas,koivu
151,Kiefer[Baum]::N,pušis,mänty
152,Kiefer[Baum]::N,pušis,petäjä
153,Weide[Baum]::N,karklas,paju
154,Tanne::N,eglė,kuusi
155,Tanne::N,kėnis,kuusi
156,Horn::N,ragas,sarvi
157,Feder::N,plunksna,sulka
158,Feder::N,plunksna,höyhen
159,Fell::N,kailis,talja
160,Flügel::N,sparnas,siipi
161,Klaue::N,kanopa,kynsi
162,Kralle::N,nagas,kynsi
163,Schwanz::N,uodega,häntä
164,Schwanz::N,uodega,pyrstö
165,Ei::N,kiaušinis,muna
166,Nest::N,gūžta,pesä
167,Nest::N,lizdas,pesä
168,Bau::N,ola,pesä
169,Tier::N,gyvūnas,eläin
170,Herde::N,banda,lauma
171,Herde::N,kaimenė,lauma
172,Kuh::N,karvė,lehmä
173,Bulle::N,bulius,sonni
174,Pferd::N,arklys,hevonen
175,Schaf::N,avis,lammas
176,Schwein::N,kiaulė,sika
177,Hund::N,šuo,koira
178,Katze::N,katė,kissa
179,Bär::N,lokys,karhu
180,Eichhörnchen::N,voveraitė,orava
181,Elch::N,briedis,hirvi
182,Fuchs::N,lapė,kettu
183,Hase::N,kiškas,jänis
184,Maus::N,pelė,hiiri
185,Wolf::N,vilkas,susi
186,Vogel::N,paukštis,lintu
187,Schwarm::N,spiečius,parvi
188,Huhn::N,višta,kana
189,Hahn::N,gaidys,kukko
190,Gans::N,žąsis,hanhi
191,Adler::N,erelis,kotka
192,Ente::N,antis,ankka
193,Eule::N,pelėda,pöllö
194,Kranich::N,gervė,kurki
195,Krähe::N,varna,varis
196,Kuckuck::N,gegužė,käki
197,Schwan::N,gulbė,joutsen
198,Fisch::N,žuvis,kala
199,Barsch::N,ešerys,ahven
200,Hecht::N,lydeka,hauki
201,Schlange[Tier]::N,gyvatė,käärme
202,Wurm::N,kirmėlė,mato
203,Spinne::N,voras,hämähäkki
204,Ameise::N,skruzdė,muurahainen
205,Laus::N,utėlė,täi
206,Mücke::N,uodas,sääski
207,Mücke::N,uodas,hyttynen
208,Fliege::N,musė,kärpänen
209,Schmetterling::N,drugys,perhonen
210,Schmetterling::N,peteliškė,perhonen
211,Beere::N,uoga,marja
212,Apfel::N,obuolys,omena
213,Pilz::N,grybas,sieni
214,Zwiebel::N,svogūnas,sipuli
215,Saat::N,sėkla,siemenet
216,Korn::N,grūdai,jyvä
217,Korn::N,grūdai,vilja
218,Heu::N,šienas,heinä
219,Schale::N,žievelė,kuori
220,Grube::N,duobė,kuoppa
221,Falle::N,pinklės,loukku
222,Falle::N,žabangai,loukku
223,Schlinge::N,kilpa,ansa
224,Spur::N,vėžė,jälki
225,Spur::N,pėdos,jälki
226,Spur::N,pėdsakas,jälki
227,Asche::N,pelenai,tuhka
228,Dreck::N,purvas,lika
229,Eisen::N,geležis,rauta
230,Gold::N,auksas,kulta
231,Silber::N,sidabras,hopea
232,Kohle::N,anglis,hiili
233,Glas::N,stiklas,lasi
234,Lehm::N,molis,savi
235,Sand::N,smėlis,hiekka
236,Mensch::N,žmogus,ihminen
237,Mann::N,vyras,mies
238,Mann::N,vyriškis,mies
239,Frau::N,moteris,nainen
240,Kind::N,vaikas,lapsi
241,Junge::N,vaikinas,poika
242,Junge::N,berniukas,poika
243,Mädchen::N,mergytė,tyttö
244,Mädchen::N,mergaitė,tyttö
245,Familie::N,šeima,perhe
246,Großvater::N,senelis,isoisä
247,Großmutter::N,senelė,isoäiti
248,Eltern::N,tėvai,vanhemmat
249,Vater::N,tėvas,isä
250,Mutter::N,motina,äiti
251,Sohn::N,sūnus,poika
252,Tochter::N,duktė,tytär
253,Bruder::N,brolis,veli
254,Schwester::N,sesuo,sisko
255,Onkel::N,dėdė,eno
256,Onkel::N,dėdė,setä
257,Tante::N,teta,täti
258,Ehemann::N,vyras,mies
259,Ehemann::N,vyras,aviomies
260,Ehefrau::N,žmona,vaimo
261,Ehefrau::N,žmona,aviovaimo
262,Freude::N,džiaugsmas,ilo
263,Freude::N,džiaugsmas,riemu
264,Gelächter::N,juokas,nauru
265,Glück::N,laimė,onni
266,Kummer::N,vargas,suru
267,Kummer::N,vargas,murhe
268,Kummer::N,rūpestis,suru
269,Kummer::N,rūpestis,murhe
270,Wunsch::N,troškimas,toive
271,Wunsch::N,troškimas,toivomus
272,Wunsch::N,pageidavimas,toive
273,Wunsch::N,pageidavimas,toivomus
274,Lust::N,noras,himo
275,Lust::N,geidulys,himo
276,Geist::N,dvasia,henki
277,Gedanke::N,mintis,aate
278,Gedanke::N,mintis,ajatus
279,Gedächtnis::N,atmintis,muisti
280,Verstand::N,protas,äly
281,Verstand::N,protas,järki
282,Verstand::N,protas,ymmärrys
283,Sinn::N,prasmė,merkitys
284,Grund::N,priežastis,syy
285,Grund::N,priežastis,peruste
286,Wahrheit::N,tiesa,tosi
287,Wahrheit::N,tiesa,totuus
288,Wahrheit::N,teisybė,tosi
289,Wahrheit::N,teisybė,totuus
290,Gespräch::N,pokalbis,puhelu
291,Gespräch::N,pokalbis,keskustelu
292,Märchen::N,pasaka,satu
293,Erzählung::N,apsakymas,tarina
294,Erzählung::N,apsakymas,kertomus
295,Erzählung::N,pasakojimas,tarina
296,Erzählung::N,pasakojimas,kertomus
297,Nachricht::N,žinia,tieto
298,Nachricht::N,žinia,ilmoitus
299,Neuigkeit::N,naujiena,uutinen
300,Name::N,vardas,nimi
301,Rätsel::N,mįslė,arvoitus
302,Rede::N,kalba,puhe
303,Sprache::N,kalba,kieli
304,Stimme::N,balsas,ääni
305,Wort::N,žodis,sana
306,Zeichen::N,žymė,merkki
307,Zeichen::N,ženklas,merkki
308,Ruf::N,šauksmas,kutsu
309,Lärm::N,triukšmas,melu
310,Lärm::N,triukšmas,hälinä
311,Laut::N,garsas,ääni
312,Ton::N,tonas,sävel
313,Ton::N,garsas,sävel
314,Lied::N,daina,laulu
315,Lied::N,giesmė,laulu
316,Ruhe::N,ramybė,lepo
317,Ruhe::N,ramybė,rauha
318,Ruhe::N,ramumas,lepo
319,Ruhe::N,ramumas,rauha
320,Leute::N,žmonės,väki
321,Leute::N,žmonės,ihmiset
322,Volk::N,tauta,kansa
323,Arbeit::N,darbas,työ
324,Arbeit::N,triūsas,työ
325,Gast::N,svečias,vieras
326,Geschenk::N,dovana,lahja
327,Spiel::N,žaismas,peli
328,Spiel::N,žaismas,leikki
329,Spiel::N,žaidimas,peli
330,Spiel::N,žaidimas,leikki
331,Gesellschaft::N,draugija,seura
332,Gesellschaft::N,kompanija,seura
333,Hilfe::N,pagalba,apu
334,Freund::N,draugas,ystävä
335,Freund::N,bičiulis,ystävä
336,Kamerad::N,draugas,toveri
337,Angelegenheit::N,dalykas,asia
338,Angelegenheit::N,reikalas,asia
339,Anzahl::N,kiekis,lukumäärä
340,Anzahl::N,skaičius,lukumäärä
341,Art::N,rūšis,laji
342,Stück::N,gabalas,pala
343,Stück::N,gabalas,kappale
344,Teil::N,dalis,osa
345,Hälfte::N,pusė,puoli
346,Kreis::N,ratas,ympyrä
347,Kreis::N,apskritis,ympyrä
348,Kreis::N,apskritimas,ympyrä
349,Kreuz::N,kryžius,risti
350,Linie::N,linija,viiva
351,Strich::N,brėžis,piirto
352,Strich::N,brūkšnys,piirto
353,Abstand::N,atstumas,väli
354,Abstand::N,atstumas,väljyys
355,Entfernung::N,atstumas,etäisyys
356,Gegend::N,vietovė,seutu
357,Platz::N,vieta,tila
358,Ort::N,vieta,kohta
359,Ort::N,vieta,paikka
360,Ort::N,vietovė,kohta
361,Ort::N,vietovė,paikka
362,Seite::N,pusė,sivu
363,Seite::N,pusė,kylki
364,Seite::N,šonas,sivu
365,Seite::N,šonas,kylki
366,Mitte::N,vidurys,keskus
367,Mitte::N,vidurys,puoliväli
368,Gegenstand::N,dalykas,kalu
369,Gegenstand::N,dalykas,esine
370,Sache::N,daiktas,asia
371,Rand::N,kraštas,ääri
372,Rand::N,kraštas,syrjä
373,Rand::N,pakraštys,ääri
374,Rand::N,pakraštys,syrjä
375,Kante::N,kraštas,särmä
376,Ecke::N,kertė,nurkka
377,Ecke::N,kampas,nurkka
378,Spitze::N,priekis,terä
379,Spitze::N,priekis,kärki
380,Spitze::N,priešakys,terä
381,Spitze::N,priešakys,kärki
382,Ende::N,galas,pää
383,Ende::N,galas,perä
384,Loch::N,skylė,kolo
385,Loch::N,skylė,reikä
386,Winkel::N,kampas,kulma
387,Winkel::N,kampelis,kulma
388,Muster::N,raštas,kuvio
389,Größe::N,dydis,koko
390,Größe::N,dydis,suuruus
391,Größe::N,didumas,koko
392,Größe::N,didumas,suuruus
393,Länge::N,ilgis,pituus
394,Länge::N,ilgumas,pituus
395,Höhe::N,aukštis,korkeus
396,Höhe::N,aukštuma,korkeus
397,Gewicht::N,svoris,paino
398,Gewicht::N,svarstis,paino
399,Menge::N,kiekis,määrä
400,Menge::N,daugybė,määrä
401,Haufen::N,krūva,kasa
402,Haufen::N,šūsnis,kasa
403,Reihe::N,greta,rivi
404,Boot::N,valtis,vene
405,Boot::N,laivelis,vene
406,Ruder::N,irklas,airo
407,Schlitten::N,rogės,reki
408,Schlitten::N,rogės,kelkka
409,Schlitten::N,rogutės,reki
410,Schlitten::N,rogutės,kelkka
411,Ski::N,slidė,suksi
412,Lagerfeuer::N,laužas,nuotio
413,Last::N,našta,kuorma
414,Last::N,nešulys,kuorma
415,Gang::N,eisena,kulku
416,Gang::N,eisena,käynti
417,Schritt::N,žingsnis,askel
418,Norden::N,šiaurė,pohjoinen
419,Norden::N,žiemiai,pohjoinen
420,Süden::N,pietūs,etelä
421,Westen::N,vakarai,länsi
422,Osten::N,rytai,itä
423,Holz::N,mediena,puu
424,Brett::N,lenta,lauta
425,Platte::N,plokštė,levy
426,Stütze::N,atrama,noja
427,Stütze::N,atspara,noja
428,Stange::N,lazda,tanko
429,Stange::N,kartis,tanko
430,Stock::N,lazda,keppi
431,Stab::N,kartis,sauva
432,Stab::N,kartis,seiväs
433,Rohr::N,vamzdis,putki
434,Haus::N,namas,talo
435,Heim::N,namai,koti
436,Ofen::N,krosnis,uuni
437,Fußboden::N,grindys,lattia
438,Tisch::N,stalas,pöytä
439,Stuhl::N,kėdė,tuoli
440,Wiege::N,lopšys,kehto
441,Bett::N,lova,sänky
442,Bett::N,patalai,sänky
443,Regal::N,lentyna,hylly
444,Kiste::N,dėžė,arkku
445,Kiste::N,dėžė,kirstu
446,Kiste::N,dėžė,laatikko
447,Fenster::N,langas,ikkuna
448,Tür::N,durys,ovi
449,Tor::N,vartai,portti
450,Zaun::N,tvora,aita
451,Dach::N,stogas,katto
452,Leiter::N,kopėčios,tikkaat
453,Leiter::N,kopėčios,tikapuut
454,Besen::N,šluota,luuta
455,Spaten::N,lopeta,lapio
456,Spaten::N,kastuvas,lapio
457,Schaufel::N,semtuvas,lapio
458,Gabel::N,šakutė,haarukka
459,Löffel::N,šaukštas,lusikka
460,Messer::N,peilis,veitsi
461,Nagel::N,vinis,naula
462,Netz::N,tinklas,verkko
463,Haken::N,vagis,haka
464,Haken::N,vagis,koukku
465,Haken::N,kablys,haka
466,Haken::N,kablys,koukku
467,Griff::N,kotas,ripa
468,Griff::N,kotas,kahva
469,Griff::N,rankena,ripa
470,Griff::N,rankena,kahva
471,Schloss::N,spyna,lukko
472,Schloss::N,užraktas,lukko
473,Bild::N,paveikslas,kuva
474,Figur::N,figūra,kuvio
475,Puppe::N,lėlė,nukke
476,Beutel::N,krepšys,pussi
477,Beutel::N,maišelis,pussi
478,Bündel::N,ryšulys,nippu
479,Bündel::N,ryšulys,kimppu
480,Tasche::N,krepšelis,laukku
481,Eimer::N,kibiras,sanko
482,Eimer::N,kibiras,ämpäri
483,Deckel::N,dangtis,kansi
484,Geschirr::N,indai,astia
485,Sack::N,maišas,säkki
486,Tasse::N,puodukas,kuppi
487,Topf::N,puodas,pata
488,Kessel::N,katilas,kattila
489,Essen::N,valgis,syönti
490,Nahrung::N,penas,ruoka
491,Nahrung::N,penas,ravinto
492,Nahrung::N,maistas,ruoka
493,Nahrung::N,maistas,ravinto
494,Speise::N,patiekalas,ruoka
495,Fleisch::N,mėsa,liha
496,Getreide::N,javai,vilja
497,Brei::N,košė,puuro
498,Brot::N,duona,leipä
499,Scheibe::N,riekė,viipale
500,Fett::N,taukai,rasva
501,Fett::N,riebalai,rasva
502,Butter::N,sviestas,voi
503,Öl::N,aliejus,öljy
504,Salz::N,druska,suola
505,Suppe::N,sriuba,keitto
506,Honig::N,medus,hunaja
507,Milch::N,pienas,maito
508,Tee::N,arbata,tee
509,Leder::N,oda,nahka
510,Wolle::N,vilna,villa
511,Stoff::N,audeklas,kangas
512,Nadel::N,adata,neula
513,Faden::N,gija,lanka
514,Faden::N,siūlas,lanka
515,Knopf::N,saga,nappi
516,Knoten::N,mazgas,solmu
517,Farbe::N,dažai,maali
518,Kleidung::N,rūbai,vaatteet
519,Kleidung::N,drabužiai,vaatteet
520,Hemd::N,marškiniai,paita
521,Kragen::N,apykaklė,kaulus
522,Ärmel::N,rankovė,hiha
523,Hose::N,kelnės,housut
524,Gürtel::N,juosta,vyö
525,Gürtel::N,diržas,vyö
526,Mütze::N,kepurė,lakki
527,Schuh::N,batas,kenkä
528,Stiefel::N,auliniai batai,saapas
529,Ring::N,žiedas,sormus
530,Band::N,kaspinas,nauha
531,Kamm::N,šukos,kampa
532,Spiegel::N,veidrodis,peili
533,Riemen::N,diržas,hihna
534,Schnur::N,virvė,naru
535,Schnur::N,virvė,nuora
536,Leine::N,pavadėlis,talutushihna
537,Decke::N,antklodė,peite
538,Kissen::N,pagalvė,tyyny
539,Kissen::N,pagalvė,pielus
540,Kissen::N,priegalvis,tyyny
541,Kissen::N,priegalvis,pielus
542,Tuch::N,skarelė,huivi
543,Handtuch::N,rankšluostis,pyyheliina
544,Kraft::N,jėga,väki
545,Kraft::N,jėga,voima
546,Stärke::N,stiprumas,vahvuus
547,Gesundheit::N,sveikata,terveys
548,Krankheit::N,liga,tauti
549,Krankheit::N,liga,sairaus
550,Schmerz::N,skausmas,kipu
551,Schmerz::N,skausmas,särky
552,Wunde::N,žaizda,haava
553,Fieber::N,karštis,kuume
554,Arznei::N,vaistas,lääke
555,Brücke::N,tiltas,silta
556,Brunnen::N,šulinys,kaivo
557,Weide::N,ganykla,laidun
558,Weide::N,gluosnis,laidun
559,Pfad::N,takas,polku
560,Weg::N,kelias,tie
561,Straße::N,gatvė,katu
562,Dorf::N,kaimas,kylä
563,Dorf::N,sodžius,kylä
564,Stadt::N,miestas,kaupunki
565,Brief::N,laiškas,kirje
566,Buch::N,knyga,kirja
567,Buchstabe::N,raidė,kirjain
568,Zeitung::N,laikraštis,lehti
569,Zeitung::N,laikraštis,sanomalehti
570,Leben::N,gyvybė,elo
571,Leben::N,gyvybė,elämä
572,Leben::N,gyvenimas,elo
573,Leben::N,gyvenimas,elämä
574,Tod::N,mirtis,kuolema
575,Grab::N,kapas,hauta
576,Kirche::N,bažnyčia,kirkko
577,Sünde::N,nuodėmė,synti
578,Sünde::N,nusidėjimas,synti
579,Gott::N,dievas,jumala
580,Arbeiter::N,darbininkas,työläinen
581,Chef::N,šefas,päällikkö
582,Chef::N,vadovas,päällikkö
583,Chef::N,viršininkas,päällikkö
584,Meister::N,meistras,mestari
585,Arzt::N,gydytojas,lääkäri
586,Lehrer::N,mokytojas,opettaja
587,Geld::N,pinigai,raha
588,Geschäft::N,biznis,liike
589,Laden::N,krautuvė,puoti
590,Laden::N,krautuvė,kauppa
591,Laden::N,parduotuvė,puoti
592,Laden::N,parduotuvė,kauppa
593,Preis::N,kaina,hinta
594,Ware::N,prekė,tavara
595,Nutzen::N,nauda,hyöty
596,Nutzen::N,pelnas,hyöty
597,Reichtum::N,turtas,rikkaus
598,Welt::N,pasaulis,maailma
599,Land::N,žemė,maa
600,Land::N,šalis,maa
601,Staat::N,valstija,valtio
602,König::N,karalius,kuningas
603,Macht::N,galia,mahti
604,Macht::N,valdžia,mahti
605,Grenze::N,riba,raja
606,Grenze::N,siena,raja
607,Krieg::N,karas,sota
608,Feind::N,priešas,vihollinen
609,Gewalt::N,jėga,väkivalta
610,Gewalt::N,smurtas,väkivalta
611,Gewalt::N,prievarta,väkivalta
612,Kampf::N,kova,taistelu
613,Bogen[Waffe]::N,lankas,jousi
614,Pfeil::N,strėlė,nuoli
615,Gewehr::N,šautuvas,kivääri
616,Fehler::N,klaida,vika
617,Fehler::N,klaida,virhe
618,Lüge::N,melas,valhe
619,Schaden::N,nuostolis,vaurio
620,Schaden::N,nuostolis,vahinko
621,Schaden::N,apgadinimas,vaurio
622,Schaden::N,apgadinimas,vahinko
623,Unglück::N,nelaimė,vahinko
624,Unglück::N,nelaimė,onnettomuus
625,Schuld::N,kaltė,syy
626,Alter::N,amžius,ikä
627,Schluss::N,pabaiga,loppu
628,Zeit::N,laikas,aika
629,Tag::N,diena,päivä
630,Morgen::N,rytas,aamu
631,Morgen::N,rytas,huomen
632,Mittag::N,vidurdienis,keskipäivä
633,Abend::N,vakaras,ilta
634,Nacht::N,naktis,yö
635,Woche::N,savaitė,viikko
636,Monat::N,mėnuo,kuukausi
637,Jahr::N,metai,vuosi
638,Frühling::N,pavasaris,kevät
639,Sommer::N,vasara,kesä
640,Herbst::N,ruduo,syksy
641,Winter::N,žiema,talvi
642,Januar::N,sausis,tammikuu
643,Februar::N,vasaris,helmikuu
644,März::N,kovas,maaliskuu
645,April::N,balandis,huhtikuu
646,Mai::N,gegužė,toukokuu
647,Juni::N,birželis,kesäkuu
648,Juli::N,liepa,heinäkuu
649,August::N,rugpjūtis,elokuu
650,September::N,rugsėjis,syyskuu
651,Oktober::N,spalis,lokakuu
652,November::N,lapkritis,marraskuu
653,Dezember::N,gruodis,joulukuu
654,Montag::N,pirmadienis,maanantai
655,Dienstag::N,antradienis,tiistai
656,Mittwoch::N,trečiadienis,keskiviikko
657,Donnerstag::N,ketvirtadienis,torstai
658,Freitag::N,penktadienis,perjantai
659,Samstag::N,šeštadienis,lauantai
660,Sonntag::N,sekmadienis,sunnuntai
661,groß::A,didis,iso
662,groß::A,didis,suuri
663,groß::A,didelis,iso
664,groß::A,didelis,suuri
665,klein::A,mažas,pieni
666,lang::A,ilgas,pitkä
667,kurz::A,trumpas,lyhyt
668,breit::A,platus,leveä
669,schmal::A,smulkus,kapea
670,dicht::A,tankus,taaja
671,dick[Gegenstand]::A,storas,paksu
672,dünn::A,plonas,ohut
673,fein::A,smulkus,hieno
674,fest::A,kietas,luja
675,fest::A,tvirtas,luja
676,flach::A,lėkštas,litteä
677,flach::A,lėkštas,tasainen
678,flach::A,plokščias,litteä
679,flach::A,plokščias,tasainen
680,glatt::A,slidus,sileä
681,glatt::A,slidus,siloinen
682,hart::A,kietas,kova
683,weich::A,minkštas,pehmeä
684,rund::A,apvalus,pyöreä
685,rund::A,apskritas,pyöreä
686,spitz::A,aštrus,terävä
687,spitz::A,smailus,terävä
688,scharf::A,aštrus,terävä
689,stumpf::A,bukas,tylsä
690,stumpf::A,atšipęs,tylsä
691,schwer::A,sunkus,raskas
692,schwer::A,sunkus,painava
693,schön::A,gražus,kaunis
694,heiß::A,karštas,kuuma
695,warm::A,šiltas,lämmin
696,kalt::A,šaltas,kylmä
697,kalt::A,šaltas,viluinen
698,kühl::A,vėsus,viileä
699,kühl::A,bejausmis,viileä
700,frisch::A,šviežias,tuore
701,feucht::A,drėgnas,kostea
702,nass::A,šlapias,märkä
703,trocken::A,sausas,kuiva
704,voll::A,pilnas,täysi
705,leer::A,tuščias,tyhjä
706,offen::A,atviras,avonainen
707,geschlossen::A,uždaras,suljettu
708,geschlossen::A,uždarytas,suljettu
709,sauber::A,švarus,puhdas
710,schmutzig::A,nešvarus,likainen
711,schmutzig::A,purvinas,likainen
712,roh::A,žalias,raaka
713,reif::A,prinokęs,kypsä
714,reif::A,pribrendęs,kypsä
715,lecker::A,gardus,herkullinen
716,süß::A,saldus,makea
717,bitter::A,kartus,karvas
718,bitter::A,kartus,kitkerä
719,sauer::A,gižus,hapan
720,sauer::A,rūgštus,hapan
721,hell::A,šviesus,kirkas
722,hell::A,šviesus,valoisa
723,hell::A,skaistus,kirkas
724,hell::A,skaistus,valoisa
725,dunkel::A,tamsus,pimeä
726,schwarz::A,juodas,musta
727,weiß::A,baltas,valkea
728,rot::A,raudonas,punainen
729,gelb::A,geltonas,keltainen
730,blau::A,mėlynas,sininen
731,grün::A,žalias,vihreä
732,grau::A,pilkas,harmaa
733,bunt::A,margas,kirjava
734,bunt::A,spalvotas,kirjava
735,billig::A,pigus,halpa
736,billig::A,pigus,huokea
737,teuer::A,brangus,kallis
738,wertvoll::A,vertingas,arvokas
739,blind::A,aklas,sokea
740,taub::A,kurčias,kuuro
741,kräftig::A,stiprus,väkevä
742,kräftig::A,stiprus,voimakas
743,stark::A,stiprus,vahva
744,schwach::A,silpnas,heikko
745,fett::A,riebus,lihava
746,schlank::A,laibas,hoikka
747,schlank::A,laibas,solakka
748,schlank::A,lieknas,hoikka
749,schlank::A,lieknas,solakka
750,hübsch::A,gražus,soma
751,hübsch::A,gražus,sievä
752,böse::A,blogas,paha
753,böse::A,blogas,häijy
754,dumm::A,paikas,tyhmä
755,dumm::A,paikas,typerä
756,dumm::A,kvailas,tyhmä
757,dumm::A,kvailas,typerä
758,faul::A,tingus,laiska
759,fleißig::A,stropus,ahkera
760,fleißig::A,kruopštus,ahkera
761,geizig::A,šykštus,saita
762,klug::A,sumanus,älykäs
763,klug::A,protingas,älykäs
764,geschickt::A,apsukrus,taitava
765,lieb::A,mielas,rakas
766,lustig::A,smagus,hauska
767,lustig::A,smagus,iloinen
768,lustig::A,linksmas,hauska
769,lustig::A,linksmas,iloinen
770,sanft::A,švelnus,lauha
771,sanft::A,švelnus,lempeä
772,sanft::A,minkštas,lauha
773,sanft::A,minkštas,lempeä
774,hungrig::A,alkanas,nälkäinen
775,krank::A,ligotas,sairas
776,krank::A,sergantis,sairas
777,nackt::A,nuogas,alaston
778,traurig::A,liūdnas,surullinen
779,traurig::A,liūdnas,murheellinen
780,lebendig::A,gyvas,elävä
781,gut::A,geras,hyvä
782,schlecht::A,blogas,paha
783,schlecht::A,blogas,huono
784,schlecht::A,prastas,paha
785,schlecht::A,prastas,huono
786,richtig::A,tikras,oikea
787,richtig::A,teisingas,oikea
788,schlimm::A,blogas,paha
789,schlimm::A,prastas,paha
790,wahr::A,tikras,tosi
791,alt::A,senas,vanha
792,neu::A,naujas,uusi
