,Concept_ID,eu,ab
41,Bein::N,zango,ашьапы
42,Körper::N,soin,ацəеижь
43,Haut::N,azal,ацəа
44,Blut::N,odol,ашьа
45,Ader::N,zain,ада
46,Sehne::N,gihar-zain,адаш
47,Knochen::N,hezur,абаҩ
48,Gehirn::N,garun,ахшлыбаҩ
49,Gehirn::N,garun,ахшыбаҩ
50,Gehirn::N,burmuin,ахшлыбаҩ
51,Gehirn::N,burmuin,ахшыбаҩ
52,Herz::N,bihotz,агəы
53,Magen::N,urdail,аца
54,Magen::N,urdail,ацар
55,Leber::N,gibel,агəаҵəа
56,Atem::N,hats,аҧсыҧлагаҩгара
57,Atem::N,arnasa,аҧсыҧлагаҩгара
58,Hunger::N,gose,амла
59,Träne::N,malko,алабжыш
60,Geschmack::N,dasta,агьама
61,Geruch::N,usain,афҩы
62,Schlaf::N,lo,ацəа
63,Traum::N,amets,аҧхыӡ
64,Himmel::N,zeru,ажəҩан
65,Sonne::N,eguzki,амра
66,Mond::N,ilargi,амза
67,Stern::N,izar,аеҵəа
68,Luft::N,aire,аҳаир
69,Wind::N,haize,аҧша
70,Welle::N,uhin,ацəқəырҧа
71,Welle::N,olatu,ацəқəырҧа
72,Wasser::N,ur,аӡы
73,Stein::N,harri,ахаҳə
74,Boden::N,lur,адгьыл
75,Boden::N,zoru,адгьыл
76,Erde::N,lur,адгьыл
77,Staub::N,hauts,асаба
78,Rauch::N,ke,алҩа
79,Funke::N,zirta,акəиц
80,Funke::N,zirta,ацҧхь
81,Funke::N,txinparta,акəиц
82,Funke::N,txinparta,ацҧхь
83,Feuer::N,su,амца
84,Licht::N,argi,алашара
85,Schatten::N,itzal,ашəшьыра
86,Schatten::N,geriza,ашəшьыра
87,Wetter::N,eguraldi,амш
88,Nebel::N,laino,анаҟəа
89,Wolke::N,hodei,аҧсҭҳəа
90,Regen::N,euri,ақəа
91,Schnee::N,elur,асы
92,Eis::N,horma,аҵаа
93,Frost::N,izotzaldi,аҵаа
94,Kälte::N,hotz,ахьҭа
95,Hitze::N,bero,ашоура
96,Raureif::N,antzigar,аҵааҧшқа
97,Regenbogen::N,ostadar,ацəаҟəа
98,Regenbogen::N,ortzadar,ацəаҟəа
99,Donner::N,ostots,адыд
100,Donner::N,ihurtzuri,адыд
101,Strömung::N,laster,аиасра
102,Strömung::N,laster,амҩасра
103,Tropfen::N,xorta,ацəыкəбар
104,Schaum::N,bits,ашəах
105,Schmutz::N,lohi,алымт
106,Schmutz::N,zikin,алымт
107,See::N,laku,аӡиа
108,See::N,aintzira,аӡиа
109,Sumpf::N,zingira,аӡмах
110,Moor::N,zohikaztegi,
111,Wiese::N,larre,адəы
112,Wiese::N,belardi,адəы
113,Wald::N,baso,абна
114,Wald::N,oihan,абна
115,Hügel::N,muino,ахəы
116,Hügel::N,pentoka,ахəы
117,Anhöhe::N,garai,аҳаракыра
118,Anhöhe::N,goragune,аҳаракыра
119,Berg::N,mendi,ашьха
120,Gipfel::N,gain,ацəқəа
121,Gipfel::N,tontor,ацəқəа
122,Höhle::N,kobazulo,аҳаҧы
123,Abhang::N,aldapa,анаара
124,Quelle::N,iturri,аҵҵырҭа
125,Quelle::N,iturbegi,аҵҵырҭа
126,Bach::N,lats,акəараҷҷа
127,Bach::N,erreka,акəараҷҷа
128,Fluss::N,ibai,аӡиас
129,Fluss::N,uhaitz,аӡиас
130,Ufer::N,bazter,ахықə
131,Küste::N,itsasalde,ахықə
132,Festland::N,lehor,абарра
133,Meer::N,itsaso,амшын
134,Bucht::N,golko,аӡбжьахала
135,Insel::N,irla,адгьылбжьаха
136,Insel::N,uharte,адгьылбжьаха
137,Blume::N,lili,ашəҭ
138,Gras::N,belar,аҳасакьын
139,Wurzel::N,zuztar,адац
140,Wurzel::N,sustrai,адац
141,Baum::N,zuhaitz,аҵла
142,Stamm::N,enbor,ашьапы
143,Rinde::N,azal,ацəа
144,Ast::N,adar,амахə
145,Ast::N,adar,амахəҭа
146,Zweig::N,abar,амахə
147,Zweig::N,abar,амахəҭа
148,Blatt::N,hosto,абҕьы
149,Birke::N,urki,аҵааҵла
150,Kiefer[Baum]::N,ler,амза
151,Weide[Baum]::N,zume,аҧслыш
152,Weide[Baum]::N,sahats,аҧслыш
153,Tanne::N,izei,аҧсаӡ
154,Horn::N,adar,атəыҩа
155,Feder::N,luma,ахӡы
156,Feder::N,hegaki,ахӡы
157,Fell::N,ile,ацəа
158,Fell::N,larru,ацəа
159,Flügel::N,hego,амҵəыжəа
160,Klaue::N,atzapar,ашьапхыц
161,Kralle::N,erpe,
162,Kralle::N,atzapar,
163,Schwanz::N,isats,аҵыхəа
164,Schwanz::N,buztan,аҵыхəа
165,Ei::N,arrautza,акəтаӷь
166,Nest::N,habia,аҭра
167,Nest::N,habia,аҵысҭра
168,Bau::N,ohantze,аҭыҩра
169,Tier::N,abere,аҧстəы
170,Tier::N,abere,агыгшəыг
171,Tier::N,piztia,аҧстəы
172,Tier::N,piztia,агыгшəыг
173,Herde::N,saldo,агəарҭа
174,Herde::N,abere talde,агəарҭа
175,Kuh::N,behi,ажə
176,Bulle::N,zezen,ацə
177,Pferd::N,zaldi,аҽы
178,Schaf::N,ardi,ауаса
179,Schwein::N,urde,аҳəа
180,Schwein::N,txerri,аҳəа
181,Hund::N,txakur,ала
182,Katze::N,katu,ацгəы
183,Bär::N,hartz,амшə
184,Eichhörnchen::N,urtxintxa,аеш
185,Elch::N,altze,аҽаҩа
186,Fuchs::N,azeri,абгахəыҷы
187,Hase::N,erbi,ажьа
188,Maus::N,sagu,аҳəынаҧ
189,Wolf::N,otso,абгаду
190,Vogel::N,txori,аҧсаатə
191,Vogel::N,hegazti,аҧсаатə
192,Schwarm::N,aldra,
193,Huhn::N,oilo,акəты
194,Hahn::N,oilar,арбаҕь
195,Gans::N,antzara,аҟыз
196,Adler::N,arrano,ауарба
197,Ente::N,ahate,акəата
198,Eule::N,hontza,аты
199,Kranich::N,kurrilo,апҟа
200,Krähe::N,bele,аҟəараан
201,Kuckuck::N,kuku,акəыкəу
202,Schwan::N,beltxarga,агьад
203,Fisch::N,arrain,аҧсыӡ
204,Barsch::N,perka,ацəыбла
205,Hecht::N,lutxo,ахиаала
206,Schlange[Tier]::N,suge,амаҭ
207,Wurm::N,har,ахəа
208,Wurm::N,har,ахəац
209,Spinne::N,armiarma,абызкаҭаҳа
210,Ameise::N,inurri,ашышкамс
211,Laus::N,zorri,аҵа
212,Mücke::N,eltxo,акəыбры
213,Fliege::N,euli,амҵ
214,Schmetterling::N,pinpirin,аҧарҧалыкь
215,Schmetterling::N,tximeleta,аҧарҧалыкь
216,Beere::N,baia,аргуц
217,Apfel::N,sagar,аҵəа
218,Pilz::N,onddo,акəкəбаа
219,Pilz::N,perretxiko,акəкəбаа
220,Zwiebel::N,tipula,аџьымшьы
221,Zwiebel::N,tipula,аџьымшьхы
222,Saat::N,haziak,ажəла
223,Korn::N,ale,арыц
224,Korn::N,pikor,арыц
225,Heu::N,belar ondu,аҭəа
226,Schale::N,azal,ацəа
227,Grube::N,hobi,ажра
228,Grube::N,hobi,атыша
229,Falle::N,harrapagailu,арыҧҟьа
230,Schlinge::N,bilur,аҟəараҟəантə
231,Schlinge::N,xedera,аҟəараҟəантə
232,Spur::N,lorratz,ашьҭа
233,Asche::N,errauts,ахəа
234,Dreck::N,satsukeria,аҳəынҵəа
235,Dreck::N,satsukeria,аҟьамсар
236,Eisen::N,burdina,аиха
237,Gold::N,urre,ахьы
238,Gold::N,urregorri,ахьы
239,Silber::N,zilar,аразны
240,Silber::N,urrezuri,аразны
241,Kohle::N,ikatz,арацəа
242,Glas::N,beira,асаркьа
243,Lehm::N,buztin,анышəаҧшь
244,Sand::N,harea,аҧслымӡ
245,Sand::N,hondar,аҧслымӡ
246,Mensch::N,gizaki,ауаҩы
247,Mann::N,gizon,ахаҵа
248,Frau::N,andere,аҧҳəыс
249,Frau::N,emakume,аҧҳəыс
250,Kind::N,haur,ахəыҷы
251,Junge::N,mutil,аҷкəын
252,Junge::N,mutil,ахаҵарҧыс
253,Mädchen::N,neska,аӡӷаб
254,Familie::N,sendi,аҭаацəа
255,Familie::N,familia,аҭаацəа
256,Großvater::N,aitona,абду
257,Großvater::N,aitatxi,абду
258,Großmutter::N,amona,анду
259,Großmutter::N,amatxi,анду
260,Eltern::N,gurasoak,ани аби
261,Vater::N,aita,аб
262,Mutter::N,ama,ан
263,Sohn::N,seme,аҧа
264,Tochter::N,alaba,аҧҳа
265,Bruder::N,neba,аиашьа
266,Bruder::N,anaia,аиашьа
267,Schwester::N,ahizpa,Аҳəшьа
268,Onkel::N,osaba,абиашьа
269,Onkel::N,osaba,аншьа
270,Tante::N,izeba,абиаҳəшьа
271,Ehemann::N,senar,ахаҵа
272,Ehemann::N,senar,аҧшəма
273,Ehefrau::N,emazte,аҧҳəыс
274,Freude::N,poz,агəырӷьара
275,Freude::N,pozkari,агəырӷьара
276,Gelächter::N,barre,ачча
277,Gelächter::N,barre,аччара
278,Gelächter::N,karkara,ачча
279,Gelächter::N,karkara,аччара
280,Glück::N,zori,аразҟы
281,Kummer::N,xangrin,агəырҩа
282,Kummer::N,atsekabe,агəырҩа
283,Wunsch::N,nahi,агəхəтəы
284,Wunsch::N,nahi,аҭахра
285,Wunsch::N,nahikunde,агəхəтəы
286,Wunsch::N,nahikunde,аҭахра
287,Lust::N,gogo,агəазыҳəара
288,Geist::N,gogo,аҧсы
289,Gedanke::N,gogoeta,ахəыцырҭа
290,Gedächtnis::N,oroimen,агəынкылара
291,Gedächtnis::N,gogoramen,агəынкылара
292,Verstand::N,adimen,ахшыҩ
293,Verstand::N,ulermen,ахшыҩ
294,Sinn::N,zentzu,аҵакы
295,Grund::N,zergati,амзыз
296,Wahrheit::N,egia,аиаша
297,Gespräch::N,hizketa,аиҿцәажәара
298,Gespräch::N,elkarrizketa,аиҿцәажәара
299,Märchen::N,ipuin,алакə
300,Erzählung::N,edesti,ажәабжь
301,Erzählung::N,kontakizun,ажәабжь
302,Nachricht::N,albiste,адырраҭара
303,Neuigkeit::N,berri,ажәабжь ҿыц
304,Name::N,izen,ахьӡ
305,Rätsel::N,asmakizun,ацуфара
306,Rede::N,hitzaldi,ажәа
307,Rede::N,mintzaldi,ажәа
308,Sprache::N,hizkuntza,абызшəа
309,Stimme::N,ahots,абжьы
310,Wort::N,hitz,ажәа
311,Zeichen::N,agerbide,адырга
312,Zeichen::N,agergarri,адырга
313,Ruf::N,dei,аҿҭы
314,Lärm::N,zarata,ашьҭыбжь
315,Lärm::N,harrabots,ашьҭыбжь
316,Laut::N,hots,ашьҭыбжь
317,Ton::N,tonu,атон
318,Ton::N,soinu,атон
319,Lied::N,abesti,ашəа
320,Ruhe::N,nasaitasun,аҭынчра
321,Leute::N,jende,ауаа
322,Volk::N,herri,ажəлар
323,Volk::N,populu,ажəлар
324,Arbeit::N,lan,аусура
325,Gast::N,arrotz,асас
326,Gast::N,apopilo,асас
327,Geschenk::N,opari,аҳамҭа
328,Geschenk::N,opari,аҿанҵа
329,Spiel::N,jolas,ахəмарра
330,Gesellschaft::N,gizarte,агəыҧ
331,Hilfe::N,helpide,ацхыраара
332,Hilfe::N,laguntza,ацхыраара
333,Freund::N,lagun,аҩыза
334,Kamerad::N,adiskide,Аҧхнагьла
335,Kamerad::N,lagunkide,Аҧхнагьла
336,Angelegenheit::N,afera,аус
337,Anzahl::N,kopuru,ахыҧхьаӡара
338,Art::N,mota,ахкы
339,Stück::N,puska,аҽыҭ
340,Teil::N,atal,ахəҭа
341,Hälfte::N,erdi,абжа
342,Kreis::N,biribilki,агьагьа
343,Kreuz::N,gurutze,аџьар
344,Linie::N,linea,аицтәар
345,Strich::N,marra,ацəаҳəа
346,Abstand::N,tarte,абжьара
347,Entfernung::N,urrunera,абжьара
348,Gegend::N,alderdi,аҭыҧ
349,Gegend::N,eskualde,аҭыҧ
350,Platz::N,leku,аҭыҧ
351,Ort::N,toki,аҭыҧ
352,Seite::N,albo,аган
353,Mitte::N,erdi,агəҭа
354,Gegenstand::N,gauzaki,амаҭəар
355,Sache::N,gauza,
356,Rand::N,ertz,аҵкар
357,Kante::N,ertz,авардым
358,Ecke::N,kantoi,акəакь
359,Spitze::N,punta,аҧынҵа
360,Ende::N,buru,анаӡара
361,Ende::N,mutur,анаӡара
362,Loch::N,zulo,акылҵəара
363,Winkel::N,zoko,агҿаҩра
364,Winkel::N,zoko,акəындхə
365,Winkel::N,zoko,акəакь
366,Winkel::N,bazter,агҿаҩра
367,Winkel::N,bazter,акəындхə
368,Winkel::N,bazter,акəакь
369,Muster::N,eredu,аҟҟа
370,Muster::N,marrazki,аҟҟа
371,Größe::N,kaizu,изаҟароу
372,Größe::N,tamaina,изаҟароу
373,Länge::N,luzera,аура
374,Höhe::N,goiera,агылара
375,Höhe::N,garaiera,агылара
376,Gewicht::N,hazta,акапан
377,Menge::N,kopuru,
378,Haufen::N,pila,ачаҟəа
379,Haufen::N,mendoi,ачаҟəа
380,Reihe::N,ilara,ацəаҳəа
381,Reihe::N,errenkada,ацəаҳəа
382,Boot::N,potin,анышь
383,Boot::N,txalupa,анышь
384,Ruder::N,arraun,ажəҩа
385,Schlitten::N,lera,ашəаҩауардын
386,Schlitten::N,narra,ашəаҩауардын
387,Ski::N,eski,ашəаҩа
388,Ski::N,eski,ашьахаха
389,Lagerfeuer::N,su,еиқуу амца
390,Last::N,zama,ахьанҭара
391,Last::N,karga,ахьанҭара
392,Gang::N,ibilera,аныҟəара
393,Schritt::N,pauso,ашьаҿа
394,Schritt::N,urrats,ашьаҿа
395,Norden::N,ipar,аҩада
396,Norden::N,iparralde,аҩада
397,Süden::N,hego,алада
398,Süden::N,hegoalde,алада
399,Westen::N,sartalde,амраҭашəара
400,Westen::N,mendebalde,амраҭашəара
401,Osten::N,ekialde,амрагылара
402,Osten::N,sortalde,амрагылара
403,Holz::N,zur,амҿымаҭəахə
404,Brett::N,ohol,аӷəы
405,Platte::N,lauza,ахаҳәцәы
406,Stütze::N,irozgarri,аҵаргəа
407,Stütze::N,irozgarri,агəышьаҟа
408,Stütze::N,bermagailu,аҵаргəа
409,Stütze::N,bermagailu,агəышьаҟа
410,Stange::N,haga,акьат
411,Stock::N,makila,алаба
412,Stab::N,makila,акьат
413,Rohr::N,hodi,абыкь
414,Haus::N,etxe,аҩны
415,Heim::N,etxe,аҭаацəа
416,Heim::N,etxaleku,аҭаацəа
417,Ofen::N,berogailu,аҳақə
418,Ofen::N,berogailu,ауаџьаҟ
419,Ofen::N,berogailu,афрына
420,Fußboden::N,zoru,адашьма
421,Tisch::N,mahai,аишәа
422,Stuhl::N,aulki,аҟəардə
423,Wiege::N,kuma,агара
424,Wiege::N,sehaska,агара
425,Bett::N,ohe,акаруаҭ
426,Bett::N,ohatze,акаруаҭ
427,Regal::N,apalategi,акыӷəра
428,Kiste::N,kutxa,аидчаҧала
429,Fenster::N,leiho,аҧенџьыр
430,Tür::N,ate,ашə
431,Tor::N,atari,агəашə
432,Zaun::N,hesi,аанда
433,Dach::N,teilatu,ахыб
434,Leiter::N,zurubi,амардуан
435,Besen::N,erratz,аҧссага
436,Spaten::N,burdinpala,ажыга
437,Schaufel::N,pala,аҭəарӷəы
438,Gabel::N,sardexka,ачқьыҧ
439,Löffel::N,koilara,амҳаҵə
440,Messer::N,aizto,аҳəызба
441,Nagel::N,iltze,аҵəымӷ
442,Netz::N,sare,акаҭа
443,Haken::N,mako,аҵəаҳə
444,Griff::N,eskutoki,амаа
445,Schloss::N,sarraila,асаҧаҭ
446,Bild::N,irudi,асахьа
447,Figur::N,figura,афигура
448,Puppe::N,panpina,акьанџьа
449,Puppe::N,andrakila,акьанџьа
450,Beutel::N,zorro,асакь
451,Bündel::N,azao,аҿаҳəара
452,Bündel::N,espal,аҿаҳəара
453,Tasche::N,poltsa,арҭмаҟ
454,Eimer::N,treska,аведра
455,Deckel::N,tapa,ахҩа
456,Deckel::N,estalki,ахҩа
457,Geschirr::N,baxera,ачысмаҭəа
458,Geschirr::N,ontziteria,ачысмаҭəа
459,Sack::N,zaku,асакь
460,Tasse::N,kikara,аҵəца
461,Topf::N,ontzi,акаструлиа
462,Topf::N,lapiko,акаструлиа
463,Kessel::N,pazia,ачуан
464,Essen::N,janaldi,
465,Nahrung::N,jan,афатə
466,Speise::N,jaki,афатə
467,Fleisch::N,okela,акəац
468,Fleisch::N,haragi,акəац
469,Getreide::N,labore,ачакуа
470,Brei::N,ahi,ақашь
471,Brei::N,pure,ақашь
472,Brot::N,ogi,ача
473,Scheibe::N,xerra,аҽыҭ
474,Scheibe::N,xerra,аҿаҵа
475,Scheibe::N,pirripita,аҽыҭ
476,Scheibe::N,pirripita,аҿаҵа
477,Fett::N,urin,ашша
478,Fett::N,koipe,ашша
479,Butter::N,gurin,ахəша
480,Öl::N,olio,азеҭ
481,Salz::N,gatz,аџьыка
482,Suppe::N,zopa,асуҧ
483,Suppe::N,salda,асуҧ
484,Honig::N,ezti,ацха
485,Milch::N,esne,ахш
486,Tee::N,te,ачаи
487,Leder::N,larru,ацəа
488,Wolle::N,artile,аласа
489,Stoff::N,ehun,Аба
490,Nadel::N,orratz,агəыр
491,Nadel::N,jostorratz,агəыр
492,Faden::N,hari,арахəыц
493,Knopf::N,botoi,аҳəынҵəра
494,Knoten::N,korapilo,аиқəҳəала
495,Farbe::N,pintura,ашəыга
496,Kleidung::N,arropa,амаҭəа
497,Kleidung::N,jantziak,амаҭəа
498,Hemd::N,atorra,акьаҿ
499,Hemd::N,alkandora,акьаҿ
500,Kragen::N,idun,ахəда
501,Ärmel::N,mahuka,амаӷра
502,Hose::N,prakak,аиқəа
503,Hose::N,galtzak,аиқəа
504,Gürtel::N,gerriko,амаҟа
505,Mütze::N,txano,ахылҧа
506,Mütze::N,txapel,ахылҧа
507,Schuh::N,oski,аимаа
508,Schuh::N,oinetako,аимаа
509,Stiefel::N,bota,амагə
510,Ring::N,uztai,амацəаз
511,Band::N,zinta,алента
512,Band::N,xingola,алента
513,Kamm::N,orrazi,ахҳəа
514,Spiegel::N,mirail,асаркьа
515,Riemen::N,uhal,аа
516,Schnur::N,lokailu,ашаха
517,Leine::N,lotura,аҕура
518,Decke::N,burusi,ахыза
519,Kissen::N,kuxin,ахчы
520,Tuch::N,zapi,акасы
521,Tuch::N,oihal,акасы
522,Handtuch::N,eskuzapi,ампахьшьы
523,Handtuch::N,eskuoihal,ампахьшьы
524,Kraft::N,indar,амч
525,Stärke::N,indar,амч
526,Gesundheit::N,osasun,агəабзиара
527,Krankheit::N,eritasun,ачымазара
528,Krankheit::N,gaixotasun,ачымазара
529,Schmerz::N,min,ахьаа
530,Wunde::N,zauri,ахəра
531,Fieber::N,sukar,ашоура
532,Arznei::N,osagai,ахəшə
533,Arznei::N,sendagai,ахəшə
534,Brücke::N,zubi,ацҳа
535,Brunnen::N,putzu,аҵыџь
536,Weide::N,alha,аҳəырҭа
537,Weide::N,bazkaleku,аҳəырҭа
538,Pfad::N,zidor,амхəасҭа
539,Pfad::N,bidexka,амхəасҭа
540,Weg::N,bide,амҩа
541,Straße::N,errepide,амҩа
542,Dorf::N,herri,ақыҭа
543,Stadt::N,hiri,ақалақь
544,Brief::N,gutun,ашəҟəы
545,Brief::N,eskutitz,ашəҟəы
546,Buch::N,liburu,ашəҟəы
547,Buchstabe::N,hizki,анбан
548,Zeitung::N,egunkari,агазеҭ
549,Leben::N,bizi,аҧсҭазаара
550,Leben::N,bizitza,аҧсҭазаара
551,Tod::N,herio,аҧсра
552,Tod::N,heriotza,аҧсра
553,Grab::N,hobi,анышəынҭра
554,Grab::N,hilobi,анышəынҭра
555,Kirche::N,eliza,ауахəама
556,Sünde::N,hoben,агəнаҳа
557,Sünde::N,bekatu,агəнаҳа
558,Gott::N,jainko,анцəа
559,Arbeiter::N,langile,аусуҩ
560,Arbeiter::N,behargin,аусуҩ
561,Chef::N,nagusi,Аиҳабы
562,Meister::N,maisu,аҟаза
563,Arzt::N,osagile,аҳақьым
564,Arzt::N,sendagile,аҳақьым
565,Lehrer::N,irakasle,арҵаҩы
566,Geld::N,diru,аҧара
567,Geschäft::N,negozio,
568,Laden::N,denda,амагазин
569,Laden::N,saltegi,амагазин
570,Preis::N,prezio,ахə
571,Preis::N,salneurri,ахə
572,Ware::N,salgai,атауар
573,Nutzen::N,onura,ақьар
574,Nutzen::N,probetxu,ақьар
575,Reichtum::N,aberastasun,абеиара
576,Welt::N,ludi,адунеи
577,Welt::N,mundu,адунеи
578,Land::N,herrialde,атəыла
579,Staat::N,estatu,аҳəынҭқарра
580,König::N,errege,акрал
581,Macht::N,botere,амчра
582,Grenze::N,muga,аҳəаа
583,Krieg::N,guda,аибашьра
584,Feind::N,etsai,Аҕа
585,Feind::N,arerio,Аҕа
586,Gewalt::N,bortxa,ақəымчра
587,Gewalt::N,bortizkeria,ақəымчра
588,Kampf::N,gudu,ақəҧара
589,Kampf::N,auska,ақəҧара
590,Bogen[Waffe]::N,arku,ахыц
591,Pfeil::N,gezi,ахəымпал
592,Gewehr::N,fusil,ашəақь
593,Fehler::N,huts,агха
594,Fehler::N,hutsegin,агха
595,Lüge::N,gezur,амц
596,Schaden::N,kalte,аҧырхага
597,Unglück::N,zoritxar,арыцҳара
598,Unglück::N,zorigaitz,арыцҳара
599,Schuld::N,erru,ахара
600,Alter::N,adin,ақəра
601,Schluss::N,bukaera,анҵəамҭа
602,Zeit::N,aldi,аамта
603,Zeit::N,denbora,аамта
604,Tag::N,egun,амш
605,Morgen::N,goiz,ашара
606,Morgen::N,goiz,ашьыбжь
607,Mittag::N,eguerdi,шьыбжьон
608,Abend::N,arrats,ахəылҧаз
609,Abend::N,arrats,ахəлбыҽха
610,Nacht::N,gau,аҵх
611,Woche::N,aste,амчыбжь
612,Monat::N,hil,
613,Jahr::N,urte,
614,Frühling::N,udalehen,ааҕын
615,Sommer::N,uda,аҧхын
616,Herbst::N,udazken,ҭагалан
617,Herbst::N,udazken,хкаарачан
618,Herbst::N,neguantz,ҭагалан
619,Herbst::N,neguantz,хкаарачан
620,Winter::N,negu,аӡын
621,Januar::N,urtarril,ианвар
622,Februar::N,otsail,февраль
623,März::N,martxo,март
624,April::N,apiril,апрель
625,Mai::N,maiatz,маи
626,Juni::N,ekain,иуун
627,Juli::N,uztail,иууль
628,August::N,abuztu,август
629,September::N,irail,сентиабр
630,Oktober::N,urri,октиабр
631,November::N,azaro,ноиабр
632,Dezember::N,abendu,декабр
633,Montag::N,astelehen,ашəахьа
634,Dienstag::N,astearte,аҩаша
635,Mittwoch::N,asteazken,ахаша
636,Donnerstag::N,ostegun,аҧшьаша
637,Freitag::N,ostiral,ахəаша
638,Samstag::N,larunbat,асабша
639,Sonntag::N,igande,амҽыша
640,groß::A,handi,аду
641,klein::A,txiki,амаҷ
642,lang::A,luze,ахəхəа
643,kurz::A,labur,акьаҿ
644,breit::A,zabal,аиужь
645,breit::A,zabal,аиҵых
646,schmal::A,mehar,аҭшəа
647,dicht::A,sarri,аилач
648,dicht::A,trinko,аилач
649,dick[Gegenstand]::A,lodi,ажəпа
650,dünn::A,mehe,
651,fein::A,fin,апа
652,fein::A,fin,аҵаӷа
653,fein::A,fin,аӡа
654,fest::A,tinko,аҟаца
655,fest::A,tinko,аӷəӷəаҟаца
656,flach::A,lau,ақəаҟьа
657,flach::A,lau,аҧаҟьа
658,flach::A,ordoki,ақəаҟьа
659,flach::A,ordoki,аҧаҟьа
660,glatt::A,leun,аимаҩзы
661,hart::A,gogor,акьакьа
662,weich::A,bigun,атата
663,weich::A,beratz,атата
664,rund::A,biribil,акəмпыл
665,spitz::A,puntadun,аҵар
666,scharf::A,zorrotz,аҵар
667,stumpf::A,kamuts,ацагə
668,schwer::A,astun,ахьанҭа
669,schwer::A,pisutsu,ахьанҭа
670,schön::A,eder,аҧшӡа
671,heiß::A,bero,ашы
672,heiß::A,oso bero,ашы
673,warm::A,bero,аҧха
674,kalt::A,hotz,ахьшəашəа
675,kühl::A,hotzil,ахьшəашəа
676,kühl::A,hotzil,ицәыхьшәашәоу
677,frisch::A,fresko,цқьа
678,frisch::A,hozkirri,цқьа
679,feucht::A,heze,ацəаак
680,nass::A,busti,абааӡа
681,trocken::A,siku,Аба
682,trocken::A,siku,аҩа
683,trocken::A,lehor,Аба
684,trocken::A,lehor,аҩа
685,voll::A,bete,азна
686,leer::A,huts,аҭацəы
687,offen::A,ireki,аарта
688,geschlossen::A,itxita,ихҩоу
689,geschlossen::A,itxita,иаркыу
690,sauber::A,xahu,ацқьа
691,sauber::A,garbi,ацқьа
692,schmutzig::A,lohi,аҟьашь
693,schmutzig::A,zikin,аҟьашь
694,roh::A,gordin,
695,reif::A,umo,Арҭ
696,reif::A,umo,аҟала
697,reif::A,umo,иҟалахьоу
698,reif::A,heldu,Арҭ
699,reif::A,heldu,аҟала
700,reif::A,heldu,иҟалахьоу
701,lecker::A,goxo,ахаа
702,süß::A,goxo,азла
703,bitter::A,karmin,аша
704,bitter::A,garratz,аша
705,sauer::A,mingots,аҵəҵəы
706,hell::A,argi,алаша
707,dunkel::A,ilun,алашьца
708,schwarz::A,beltz,аиқуаҵәа
709,weiß::A,zuri,ашкəакəа
710,rot::A,gorri,аҟаҧшь
711,gelb::A,hori,аҩеижь
712,blau::A,urdin,аҽҵәа
713,grün::A,berde,ашьацҧшҭəала
714,grün::A,berde,аеҵəа
715,grün::A,musker,ашьацҧшҭəала
716,grün::A,musker,аеҵəа
717,grau::A,urdin,ацəыш
718,grau::A,urdinabar,ацəыш
719,bunt::A,koloretsu,Аилыҕраа
720,bunt::A,koloretsu,аҕраҷкəын
721,billig::A,merke,амариа
722,teuer::A,garesti,амҩан
723,wertvoll::A,baliotsu,кыр иаҕсоу
724,wertvoll::A,baliotsu,акыр иаҕсоу
725,blind::A,itsu,алашə
726,taub::A,gor,адагəа
727,kräftig::A,kementsu,аӷəӷəа
728,stark::A,bizkor,абаҟа
729,stark::A,indartsu,абаҟа
730,schwach::A,ahul,акəада
731,schwach::A,indargabe,акəада
732,fett::A,gizen,аҧсыла
733,schlank::A,lerden,акала
734,schlank::A,lerden,акьалантар
735,schlank::A,lerden,аиҿартə
736,hübsch::A,polit,аҧшӡа
737,böse::A,tzar,абааҧсы
738,böse::A,gaizto,абааҧсы
739,dumm::A,lelo,агаӡа
740,dumm::A,pello,агаӡа
741,faul::A,nagi,аашьа
742,faul::A,alfer,аашьа
743,fleißig::A,maratz,иҟубҷоу
744,fleißig::A,lanzale,иҟубҷоу
745,geizig::A,zeken,акы
746,geizig::A,zeken,акаҷбеи
747,geizig::A,zeken,аҟəџьыр
748,geizig::A,zikoitz,акы
749,geizig::A,zikoitz,акаҷбеи
750,geizig::A,zikoitz,аҟəџьыр
751,klug::A,zuhur,аҟəыш
752,klug::A,zuhur,аҟəыӷа
753,geschickt::A,trebe,напҟазала
754,geschickt::A,antzetsu,напҟазала
755,lieb::A,maite,алашара
756,lieb::A,laztan,алашара
757,lustig::A,alaitsu,алах-ҿых
758,lustig::A,alaitsu,игурҕьаччо
759,lustig::A,alaitsu,агурҕьа
760,lustig::A,alaitsu,агурҿыхага
761,sanft::A,eme,атата
762,sanft::A,eme,аҟəымшəышə
763,sanft::A,eme,ақьыҧш
764,sanft::A,ezti,атата
765,sanft::A,ezti,аҟəымшəышə
766,sanft::A,ezti,ақьыҧш
767,hungrig::A,gose,амлашь
768,krank::A,eri,ачымазаҩ
769,krank::A,gaixo,ачымазаҩ
770,nackt::A,biluzi,аҟьантаз
771,traurig::A,itun,алахьеиқəҵага
772,traurig::A,betilun,алахьеиқəҵага
773,lebendig::A,bizirik,абза
774,gut::A,on,абзиа
775,schlecht::A,txar,-хəарҭам
