,Concept_ID,nl,ga
487,Nahrung::N,voedsel,bia
488,Speise::N,spijs,mias
489,Fleisch::N,vlees,feoil
490,Getreide::N,graan,grán
491,Getreide::N,graan,arbhar
492,Brei::N,pap,brúitín
493,Brei::N,brij,brúitín
494,Brot::N,brood,arán
495,Scheibe::N,plak,píosa
496,Scheibe::N,plak,slisne
497,Scheibe::N,snede,píosa
498,Scheibe::N,snede,slisne
499,Fett::N,vet,saill
500,Fett::N,vet,méathras
501,Butter::N,boter,im
502,Öl::N,olie,ola
503,Salz::N,zout,salann
504,Suppe::N,soep,sú
505,Suppe::N,soep,anraith
506,Honig::N,honing,mil
507,Milch::N,melk,bainne
508,Tee::N,thee,tae
509,Leder::N,leer,leathar
510,Leder::N,leder,leathar
511,Wolle::N,wol,olann
512,Stoff::N,stof,éadach
513,Nadel::N,naald,snáthaid
514,Faden::N,draad,snáth
515,Knopf::N,knoop,cnaipe
516,Knoten::N,knoop,snaidhm
517,Farbe::N,verf,péint
518,Kleidung::N,kledij,éadaí
519,Kleidung::N,kleding,éadaí
520,Hemd::N,hemd,léine
521,Kragen::N,kraag,bóna
522,Ärmel::N,mouw,muinchille
523,Hose::N,broek,bríste
524,Hose::N,broek,treabhsar
525,Hose::N,pantalon,bríste
526,Hose::N,pantalon,treabhsar
527,Gürtel::N,riem,crios
528,Gürtel::N,gordel,crios
529,Mütze::N,muts,caipín
530,Schuh::N,schoen,bróg
531,Stiefel::N,laars,buatais
532,Ring::N,ring,fáinne
533,Band::N,lint,ribín
534,Kamm::N,kam,cíor
535,Spiegel::N,spiegel,scáthán
536,Riemen::N,riem,iall
537,Riemen::N,riem,strapa
538,Schnur::N,koord,téad
539,Schnur::N,koord,sreangán
540,Leine::N,lijn,iall
541,Decke::N,deken,pluid
542,Decke::N,deken,blaincéad
543,Kissen::N,kussen,piliúr
544,Kissen::N,kussen,adhartán
545,Tuch::N,doek,scaif
546,Handtuch::N,handdoek,tuáille
547,Kraft::N,kracht,fórsa
548,Stärke::N,sterkte,neart
549,Gesundheit::N,gezondheid,sláinte
550,Krankheit::N,ziekte,tinneas
551,Krankheit::N,ziekte,breoiteacht
552,Schmerz::N,pijn,pian
553,Wunde::N,wond,goin
554,Fieber::N,koorts,fiabhras
555,Arznei::N,medicament,cógas
556,Arznei::N,geneesmiddel,cógas
557,Brücke::N,brug,droichead
558,Brunnen::N,put,tobar
559,Brunnen::N,bron,tobar
560,Weide::N,wei,féarach
561,Weide::N,weide,féarach
562,Pfad::N,pad,cosán
563,Pfad::N,pad,conair
564,Weg::N,weg,slí
565,Weg::N,weg,bealach
566,Straße::N,baan,bóthar
567,Straße::N,straat,bóthar
568,Dorf::N,dorp,sráidbhaile
569,Stadt::N,stad,baile
570,Stadt::N,stad,cathair
571,Brief::N,brief,litir
572,Buch::N,boek,cín
573,Buch::N,boek,leabhar
574,Buchstabe::N,letter,litir
575,Zeitung::N,krant,nuachtán
576,Zeitung::N,dagblad,nuachtán
577,Leben::N,leven,saol
578,Leben::N,leven,beatha
579,Tod::N,dood,bás
580,Grab::N,graf,uaigh
581,Kirche::N,kerk,eaglais
582,Sünde::N,zonde,peaca
583,Gott::N,god,dia
584,Arbeiter::N,arbeider,oibrí
585,Chef::N,chef,saoiste
586,Chef::N,chef,ceannasaí
587,Meister::N,meester,máistir
588,Arzt::N,arts,lia
589,Arzt::N,arts,dochtúir
590,Arzt::N,dokter,lia
591,Arzt::N,dokter,dochtúir
592,Lehrer::N,leraar,oide
593,Lehrer::N,leraar,múinteoir
594,Lehrer::N,onderwijzer,oide
595,Lehrer::N,onderwijzer,múinteoir
596,Geld::N,geld,airgead
597,Geschäft::N,zaak,gnó
598,Laden::N,winkel,siopa
599,Preis::N,prijs,praghas
600,Ware::N,waar,earra
601,Nutzen::N,nut,tairbhe
602,Nutzen::N,voordeel,tairbhe
603,Reichtum::N,rijkdom,rachmas
604,Reichtum::N,rijkdom,saibhreas
605,Welt::N,wereld,domhan
606,Land::N,land,tír
607,Staat::N,staat,stát
608,König::N,koning,rí
609,Macht::N,macht,cumhacht
610,Grenze::N,grens,críoch
611,Grenze::N,grens,teorainn
612,Krieg::N,oorlog,cogadh
613,Feind::N,vijand,namhaid
614,Gewalt::N,geweld,foréigean
615,Kampf::N,strijd,troid
616,Kampf::N,gevecht,troid
617,Bogen[Waffe]::N,boog,bogha
618,Pfeil::N,pijl,saighead
619,Gewehr::N,geweer,gunna
620,Fehler::N,fout,botún
621,Fehler::N,fout,meancóg
622,Lüge::N,leugen,bréag
623,Lüge::N,leugen,éitheach
624,Schaden::N,schade,dochar
625,Schaden::N,schade,damáiste
626,Unglück::N,tegenspoed,drochrath
627,Schuld::N,schuld,locht
628,Schuld::N,schuld,milleán
629,Alter::N,leeftijd,aois
630,Schluss::N,slot,deireadh
631,Zeit::N,tijd,am
632,Zeit::N,tijd,aimsir
633,Tag::N,dag,lá
634,Morgen::N,morgen,maidin
635,Morgen::N,ochtend,maidin
636,Mittag::N,middag,nóin
637,Abend::N,avond,tráthnóna
638,Nacht::N,nacht,oíche
639,Woche::N,week,seachtain
640,Monat::N,maand,mí
641,Jahr::N,jaar,bliain
642,Frühling::N,lente,earrach
643,Frühling::N,voorjaar,earrach
644,Sommer::N,zomer,samhradh
645,Herbst::N,herfst,fómhar
646,Winter::N,winter,geimhreadh
647,Januar::N,januari,Eanáir
648,Februar::N,februari,Feabhra
649,März::N,maart,Márta
650,April::N,april,Aibreán
651,Mai::N,mei,Bealtaine
652,Juni::N,juni,Meitheamh
653,Juli::N,juli,Iúil
654,August::N,augustus,Lúnasa
655,September::N,september,Meán Fómhair
656,Oktober::N,oktober,Deireadh Fómhair
657,November::N,november,Samhain
658,November::N,november,Mí na Samhna
659,Dezember::N,december,Mí na Nollag
660,Montag::N,maandag,Luan
661,Montag::N,maandag,Dé Luain
662,Dienstag::N,dinsdag,Máirt
663,Dienstag::N,dinsdag,Dé Máirt
664,Mittwoch::N,woensdag,Céadaoin
665,Mittwoch::N,woensdag,Dé Céadaoin
666,Donnerstag::N,donderdag,Déardaoin
667,Freitag::N,vrijdag,Aoine
668,Freitag::N,vrijdag,Dé hAoine
669,Samstag::N,zaterdag,Satharn
670,Samstag::N,zaterdag,Dé Sathairn
671,Sonntag::N,zondag,Domhnach
672,Sonntag::N,zondag,Dé Domhnaigh
673,groß::A,groot,mór
674,klein::A,klein,beag
675,lang::A,lang,fada
676,kurz::A,kort,gearr
677,kurz::A,kort,gairid
678,breit::A,breed,leathan
679,breit::A,breed,fairsing
680,schmal::A,smal,cúng
681,dicht::A,dicht,dlúth
682,dick[Gegenstand]::A,dik,tiubh
683,dünn::A,dun,caol
684,dünn::A,dun,tanaí
685,fein::A,fijn,scáinte
686,fein::A,fijn,fíneálta
687,fest::A,vast,daingean
688,flach::A,plat,cothrom
689,glatt::A,glad,mín
690,glatt::A,glad,sleamhain
691,hart::A,hard,crua
692,weich::A,week,bog
693,rund::A,rond,cruinn
694,spitz::A,spits,gobach
695,spitz::A,spits,biorach
696,spitz::A,puntig,gobach
697,spitz::A,puntig,biorach
698,scharf::A,scherp,géar
699,scharf::A,scherp,faobhrach
700,stumpf::A,stomp,maol
701,schwer::A,zwaar,trom
702,schön::A,mooi,álainn
703,schön::A,fraai,álainn
704,heiß::A,heet,te
705,warm::A,warm,te
706,kalt::A,koud,fuar
707,kühl::A,koel,fionnuar
708,frisch::A,fris,úr
709,frisch::A,fris,friseáilte
710,feucht::A,vochtig,tais
711,nass::A,nat,fliuch
712,trocken::A,droog,tirim
713,voll::A,vol,lán
714,leer::A,leeg,folamh
715,offen::A,open,oscailte
716,geschlossen::A,gesloten,dúnta
717,geschlossen::A,gesloten,druidte
718,sauber::A,net,glan
719,sauber::A,schoon,glan
720,schmutzig::A,vuil,salach
721,roh::A,rauw,amh
722,reif::A,rijp,aibí
723,lecker::A,lekker,blasta
724,süß::A,zoet,milis
725,bitter::A,bitter,searbh
726,sauer::A,zuur,géar
727,sauer::A,zuur,searbh
728,hell::A,licht,geal
729,hell::A,licht,soilseach
730,hell::A,helder,geal
731,hell::A,helder,soilseach
732,dunkel::A,donker,dorcha
733,schwarz::A,zwart,dubh
734,weiß::A,wit,bán
735,rot::A,rood,dearg
736,gelb::A,geel,buí
737,blau::A,blauw,gorm
738,grün::A,groen,glas
739,grün::A,groen,uaine
740,grau::A,grijs,liath
741,bunt::A,bont,ildathach
742,bunt::A,bont,dathannach
743,billig::A,goedkoop,saor
744,teuer::A,duur,daor
745,teuer::A,duur,costasach
746,wertvoll::A,kostbaar,luachmhar
747,wertvoll::A,waardevol,luachmhar
748,blind::A,blind,dall
749,blind::A,blind,caoch
750,taub::A,doof,bodhar
751,kräftig::A,krachtig,cumhachtach
752,stark::A,sterk,tréan
753,stark::A,sterk,láidir
754,schwach::A,zwak,lag
755,schwach::A,zwak,fann
756,fett::A,vet,ramhar
757,schlank::A,slank,caol
758,schlank::A,slank,seang
759,hübsch::A,leuk,álainn
760,hübsch::A,leuk,dathúil
761,böse::A,kwaad,olc
762,dumm::A,dom,dúr
763,dumm::A,dom,amaideach
764,faul::A,lui,falsa
765,faul::A,lui,leisciúil
766,fleißig::A,vlijtig,dícheallach
767,geizig::A,gierig,barainneach
768,geizig::A,gierig,sprionlaithe
769,klug::A,slim,cliste
770,klug::A,schrander,cliste
771,klug::A,verstandig,cliste
772,geschickt::A,handig,oilte
773,geschickt::A,handig,ealaíonta
774,geschickt::A,vaardig,oilte
775,geschickt::A,vaardig,ealaíonta
776,lieb::A,lief,dil
777,lieb::A,lief,dílis
778,lustig::A,vrolijk,aerach
779,lustig::A,vrolijk,meidhreach
780,sanft::A,zacht,bog
781,sanft::A,zacht,séimh
782,hungrig::A,hongerig,ocrach
783,krank::A,ziek,tinn
784,krank::A,ziek,breoite
785,nackt::A,naakt,nocht
786,traurig::A,treurig,brónach
787,traurig::A,bedroefd,brónach
788,lebendig::A,levend,beo
789,gut::A,goed,maith
790,schlecht::A,slecht,dona
791,schlecht::A,slecht,droch-
792,richtig::A,juist,ceart
793,schlimm::A,erg,gránna
794,schlimm::A,erg,tubaisteach
795,schlimm::A,kwaad,gránna
796,schlimm::A,kwaad,tubaisteach
797,wahr::A,waar,fíor
798,alt::A,oud,sean
799,neu::A,nieuw,úr
800,neu::A,nieuw,nua
801,ehemalig::A,voormalig,iar-
802,ehemalig::A,voormalig,sean-
803,alt[Lebewesen]::A,oud,sean
804,alt[Lebewesen]::A,oud,aosta
805,jung::A,jong,óg
806,arm::A,arm,bocht
807,reich::A,rijk,saibhir
808,reich::A,rijk,rachmasach
809,bekannt::A,bekend,atá eolas air
810,berühmt::A,beroemd,cailiúil
811,berühmt::A,beroemd,clúiteach
812,fremd::A,vreemd,coimhthíoch
813,verschieden::A,verscheiden,éagsúil
814,verschieden::A,verscheiden,difriúil
815,verschieden::A,verschillend,éagsúil
816,verschieden::A,verschillend,difriúil
817,nah::A,nabij,gar
818,nah::A,nabij,deas
819,nah::A,nabijgelegen,gar
820,nah::A,nabijgelegen,deas
821,fern::A,ver,i bhfad uainn
822,fern::A,ver,i bhfad i gcéin
823,linker::A,linker,clé
824,rechter::A,rechter,deas
825,anderer::A,andere,eile
826,erster::A,eerste,céad
827,zweiter::A,tweede,dóú
828,zweiter::A,tweede,dara
829,dritter::A,derde,tríú
830,dritter::A,derde,treas
831,letzter::A,laatste,déanach
832,letzter::A,laatste,deireanach
833,allein::ADV,alleen,i d'aonar
834,auf einmal::ADV,ineens,ag an am céanna
835,auf einmal::ADV,tegelijk,ag an am céanna
836,zusammen::ADV,samen,le chéile
