,Concept_ID,lt,xal
772,sofort::ADV,tuojau,дарунь
773,später::ADV,vėliau,сүүлд
774,später::ADV,paskiau,сүүлд
775,jetzt::ADV,dabãr,ода
776,heute::ADV,šiandien,эндр
777,morgen::ADV,rytoj,маңһдур
778,bald::ADV,greitai,дарунь
779,bald::ADV,netrukus,дарунь
780,dann::ADV,po to,дәкәд
781,gestern::ADV,vakar,өцклдүр
782,einst::ADV,kadaise,нег саамд
783,einst::ADV,kitą kartą,нег саамд
784,damals::ADV,anuomet,тиигхд
785,damals::ADV,anuokart,тиигхд
786,danach::ADV,po to,тегәд
787,danach::ADV,paskui,тегәд
788,vorher::ADV,anksčiau,урд
789,zuerst::ADV,pirma,түрүләд
790,zuerst::ADV,iš pradžių̃,түрүләд
791,einmal::ADV,kartą,нег дәкҗ
792,einmal::ADV,vieną kartą,нег дәкҗ
793,manchmal::ADV,kai kada,зәрмдән
794,oft::ADV,dažnai,хара биш
795,oft::ADV,dažnai,хатяр биш
796,oft::ADV,dažnai,дару-дарунь
797,immer::ADV,visada,оньдинд
798,immer::ADV,visuomet,оньдинд
799,niemals::ADV,niekada,кезә чмгн биш
800,niemals::ADV,niekuomet,кезә чмгн биш
801,hier::ADV,čia,энд
802,hier::ADV,čia,энүнд
803,hierhin::ADV,šen,нааран
804,hierhin::ADV,čionai,нааран
805,von hier::ADV,iš čia,эндәс
806,dort::ADV,ten,тенд
807,dort::ADV,tenai,тенд
808,dorthin::ADV,ten,тиигән
809,dorthin::ADV,ten link,тиигән
810,geradeaus::ADV,tiesiai,шуд
811,vorwärts::ADV,pirmyn,уралан
812,rückwärts::ADV,atbulai,гедргән
813,zurück::ADV,atgal,хәрү
814,unten::ADV,žemai,дор
815,unten::ADV,apačioje,дор
816,hinab::ADV,žemyn,дор
817,hinab::ADV,žemyn,доракшан
818,oben::ADV,viršuj,деер
819,hinauf::ADV,aukštyn,өөдән
820,hinauf::ADV,aukštyn,деер
821,hinauf::ADV,į viršų,өөдән
822,hinauf::ADV,į viršų,деер
823,überall::ADV,visur,альд болв чигн
824,nicht::ADV,ne,эс
825,nicht::ADV,ne,биш
826,nicht::ADV,ne,бичә
827,ein wenig::ADV,truputį,баахн
828,ein wenig::ADV,truputį,баахнар
829,kaum::ADV,vos,әрә
830,sehr::ADV,labai,йир
831,sehr::ADV,baisiai,йир
832,so::ADV,taip,иигҗ
833,noch::ADV,dar,ода чигн
834,nur::ADV,tik,һанцхн
835,nur::ADV,vien,һанцхн
836,schon::ADV,jau,одх
837,wieder::ADV,vėl,бас
838,wieder::ADV,iš naujo,бас
839,vergebens::ADV,veltui,киидән
840,vergebens::ADV,bergždžiai,киидән
841,vor::PRP,prieš,урд
842,hinter::PRP,už,ца
843,unter::PRP,po,дор
844,durch::PRP,pro,ивт
845,durch::PRP,pro,дундаһур
846,durch::PRP,per,ивт
847,durch::PRP,per,дундаһур
848,neben::PRP,prie,хаҗуд
849,neben::PRP,šalia,хаҗуд
850,zwischen::PRP,tarp,хоорнд
851,wegen::PRP,dėl,көлтә
852,wegen::PRP,dėl,деерәс
853,wegen::PRP,dėlei,көлтә
854,wegen::PRP,dėlei,деерәс
855,dies::PRN,šis,эн
856,dies::PRN,šitas,эн
857,das::PRN,tat,тер
858,alles::PRN,visas,цуһар
859,ich::PRN,aš,би
860,du::PRN,tu,чи
861,er::PRN,jis,тер
862,wir::PRN,mes,мадн
863,ihr::PRN,jūs,та
864,sie::PRN,ji,тедн
865,sie::PRN,jos,тедн
866,was::FPRN,kas,юн
867,wer::FPRN,kas,кен
868,wo::FADV,kur,хама
869,wohin::FADV,kur,хамаран
870,wohin::FADV,kur link,хамаран
871,wie::FADV,kaip,яһҗ
872,wie::FADV,kaip,яһад
873,warum::FADV,kod̃ėl,юңгад
874,warum::FADV,dėl ko,юңгад
875,wieviel::FNUM,kiek,кедү
876,eins::NUM,vienas,негн
877,zwei::NUM,du,хойр
878,drei::NUM,trys,һурвн
879,vier::NUM,keturi,дөрвн
880,fünf::NUM,penki,тавн
881,sechs::NUM,šeši,зурһан
882,sieben::NUM,septyni,долан
883,acht::NUM,aštuoni,нәәмн
884,neun::NUM,devyni,йисн
885,zehn::NUM,dešimt,арвн
886,elf::NUM,vienuolika,арвн негн
887,zwölf::NUM,dvylika,арвн хойр
888,zwanzig::NUM,dvidešimt,хөрн
889,dreißig::NUM,trisdešimt,һучн
890,vierzig::NUM,keturiasdešimt,дөчн
891,fünfzig::NUM,penkiasdešimt,тәвн
892,sechzig::NUM,šešiasdešimt,җирн
893,siebzig::NUM,septyniasdešimt,далн
894,achtzig::NUM,aštuoniasdešimt,найн
895,neunzig::NUM,devyniasdešimt,йирн
896,hundert::NUM,šimtas,зун
897,tausend::NUM,tūkstantis,миңһн
898,und::CNJ,ĩr,болн
899,oder::CNJ,ar,эс гиҗ
900,oder::CNJ,ar,эс гихлә
901,oder::CNJ,arba,эс гиҗ
902,oder::CNJ,arba,эс гихлә
903,stehen::V,stovėti,зогсх
904,sitzen::V,sėdėti,суух
905,liegen::V,gulėti,кевтх
906,hängen::V,kyboti,өлгәтә бәәх
907,hängen::V,kabėti,өлгәтә бәәх
908,werden::V,taptis,болх
909,werden::V,darytis,болх
910,passieren::V,atsitikti,болх
911,passieren::V,pasitaikyti,болх
912,beginnen::V,prasid́ėti,эклх
913,enden::V,baigtis,төгсх
914,wechseln::V,keistis,хүврх
915,wechseln::V,pasikeisti,хүврх
916,aufgehen[Sonne]::V,tekėti,һарх
917,aufgehen[Sonne]::V,patekėti,һарх
918,untergehen[Sonne]::V,leistis,орх
919,untergehen[Sonne]::V,leistis,сүүрлх
920,untergehen[Sonne]::V,nusileisti,орх
921,untergehen[Sonne]::V,nusileisti,сүүрлх
922,scheinen[Sonne]::V,šviesti,герлтх
923,donnern::V,griausti,күрҗңнх
924,donnern::V,griaudėti,күрҗңнх
925,wehen::V,pūsti,сальклх
926,strömen::V,lietis,һооҗх
927,strömen::V,plūsti,һооҗх
928,fließen::V,tekėti,урсх
929,sich drehen::V,suktis,эргх
930,sich drehen::V,pasisukti,эргх
931,schwanken::V,svyruoti,дәәвлх
932,schwingen::V,suptis,нәәхлх
933,fallen::V,pulti,унх
934,fallen::V,pulti,киисх
935,fallen::V,kristi,унх
936,fallen::V,kristi,киисх
937,brennen::V,degti,шатх
938,rauchen::V,rūkyti,ута һарһх
939,regnen::V,lyti,орх
940,gefrieren::V,užšalti,мөстх
941,tauen::V,tirpti,хәәлх
942,schmelzen::V,lydytis,хәәлх
943,schmelzen::V,lydytis,хәәлгдх
944,trocknen::V,džiūti,эврх
945,sieden::V,virti,буслх
946,faulen::V,pūti,үмкәрх
947,verfaulen::V,švinkti,илҗрх
948,reißen::V,plyšti,тасрх
949,reißen::V,trūkti,тасрх
950,versinken::V,skę̃sti,чивх
951,versinken::V,grimzti,чивх
952,vergehen::V,praeiti,болх
953,erscheinen::V,pasirodyti,һарх
954,verschwinden::V,dingti,уга болх
955,verschwinden::V,išnykti,уга болх
956,verschwinden::V,pranykti,уга болх
957,sinken::V,kristi,татгдх
958,abnehmen::V,mažėti,хасгдх
959,abnehmen::V,silpnėti,хасгдх
960,zunehmen::V,didėti,өсх
961,zunehmen::V,padaugėti,өсх
962,steigen::V,kilti,немх
963,wachsen::V,augti,өсх
964,wachsen::V,augti,урһх
965,glänzen::V,blizgėti,гилвкх
966,funkeln::V,žibėti,цәклх
967,lärmen::V,triukšmauti,шууглдх
968,läuten::V,skambinti,хоңх
969,klingeln::V,skambinti,җиңнулх
970,klirren::V,žvangėti,җиңнх
971,brausen::V,šniokšti,догшрхх
972,rauschen::V,ošti,сарҗңнх
973,rauschen::V,šlamėti,сарҗңнх
974,klingen::V,skardėti,ә һарх
975,bellen::V,loti,хуцх
976,heulen::V,kaukti,уульх
977,heulen::V,staugti,уульх
978,blasen::V,pūsti,үләх
979,pfeifen::V,švilpti,ишкрх
980,pfeifen::V,švilpauti,ишкрх
981,schreien::V,šaukti,хәәкрх
982,stöhnen::V,dejuoti,түңшх
983,stöhnen::V,aimanuoti,түңшх
984,zittern::V,virpėti,дагҗннх
985,leben::V,gyventi,бәәх
986,geboren werden::V,gimti,төрх
987,atmen::V,alsuoti,әмсхлх
988,atmen::V,kvėpuoti,әмсхлх
989,trinken::V,gerti,уух
990,essen::V,valgyti,идх
991,schlucken::V,praryti,зальгх
992,müde werden::V,nuvargti,көшх
993,müde werden::V,privargti,көшх
994,einschlafen::V,užmigti,унтх
995,schlafen::V,miegoti,нөөрсх
996,aufwachen::V,pabusti,серх
997,aufstehen::V,keltis,босх
998,aufstehen::V,atsikelti,босх
999,sich erholen::V,pailsėti,амрх
1000,sich erholen::V,poilsiauti,амрх
1001,krank werden::V,susirgti,гемтх
1002,krank sein::V,sirgti,шалтглх
1003,schmerzen::V,sopėti,өвдх
1004,schmerzen::V,skaudėti,өвдх
1005,husten::V,kosėti,ханях
1006,genesen::V,sveikti,эдгх
1007,genesen::V,taisytis,эдгх
1008,sterben::V,mirti,үкх
1009,sterben::V,mirti,өңгрх
1010,sterben::V,numirti,үкх
1011,sterben::V,numirti,өңгрх
1012,umkommen::V,žūti,үкх
1013,sich bewegen::V,judėti,көдлх
1014,sich bewegen::V,judėti,көндрх
1015,sich bewegen::V,pasijudinti,көдлх
1016,sich bewegen::V,pasijudinti,көндрх
1017,sich rühren::V,krutėti,көндрх
1018,sich erheben::V,pakilti,босх
1019,sich erheben::V,atsikelti,босх
1020,sich setzen::V,sėstis,суух
1021,sich setzen::V,atsisėsti,суух
1022,hinfallen::V,parkristi,унх
1023,hinfallen::V,parkristi,киисх
1024,hinfallen::V,pargriūti,унх
1025,hinfallen::V,pargriūti,киисх
1026,laufen::V,eiti,йовх
1027,schreiten::V,žengti,алхх
1028,schreiten::V,žingsniuoti,алхх
1029,spazierengehen::V,pasivaikščioti,сергҗ йовх
1030,eilen::V,skubėti,шулудх
1031,sich beeilen::V,paskub́ėti,адһх
1032,sich beeilen::V,paskub́ėti,шамдх
1033,sich beeilen::V,pasiskubinti,адһх
1034,sich beeilen::V,pasiskubinti,шамдх
1035,sausen::V,dumti,хурдлх
1036,sausen::V,dumti,йир_хурдар_гүүх
1037,sausen::V,dumti,йир_хурдар_йовх
1038,sausen::V,lėkti,хурдлх
1039,sausen::V,lėkti,йир_хурдар_гүүх
1040,sausen::V,lėkti,йир_хурдар_йовх
1041,rennen::V,bėgti,гүүх
1042,springen::V,šokti,һәрәдх
1043,klettern::V,kopti,давшх
1044,schaukeln::V,supti,дүүдңндх
1045,schaukeln::V,linguoti,дүүдңндх
1046,kriechen::V,ropoti,мөлкх
1047,kriechen::V,šliaužti,мөлкх
1048,schwimmen::V,plaukti,усчх
1049,tauchen::V,nerti,булхх
1050,rudern::V,irtis,хәәвдх
1051,rudern::V,irkluoti,хәәвдх
1052,fahren::V,važiuoti,йовх
1053,fahren::V,važinėti,йовх
1054,fliegen::V,lėkti,нисх
1055,fliegen::V,skristi,нисх
1056,gehen::V,eiti,йовх
1057,weggehen::V,išeiti,йовх
1058,weggehen::V,išeiti,одх
1059,weggehen::V,išeiti,һарх
1060,weggehen::V,išeiti,мөрлх
1061,abfahren::V,išvykti,мордх
1062,abfahren::V,išvažiuoti,мордх
1063,anhalten::V,sustoti,зогсх
1064,hineingehen::V,įeiti,орх
1065,eintreten::V,įžengti,орх
1066,kommen::V,ateiti,ирх
1067,ankommen::V,ateiti,ирх
1068,zurückkommen::V,grį̃žti,орх
1069,zurückkommen::V,sugrį̃žti,орх
1070,bleiben::V,likti,бәәх
1071,bleiben::V,pasilikti,бәәх
1072,warten::V,laukti,күләх
1073,erwarten::V,laukti,күләх
1074,suchen::V,ieškoti,хәәх
1075,finden::V,rasti,олх
1076,finden::V,surasti,олх
1077,versuchen::V,mėginti,седх
1078,vorbereiten::V,rengti,белдх
1079,lieben::V,myĺėti,дурлх
1080,mögen::V,ḿėgti,таассгдх
1081,mögen::V,patikti,таассгдх
1082,lachen::V,juoktis,инәх
1083,rühren::V,jaudinti,уйрах
1084,rühren::V,graudinti,уйрах
1085,weinen::V,verkti,уульх
1086,schimpfen::V,bartis,харах
1087,sich ärgern::V,pykti,уурлх
1088,sich ärgern::V,apmaudauti,уурлх
1089,sich fürchten::V,bijoti,әәх
1090,sich fürchten::V,baimintis,әәх
1091,fürchten::V,bijoti,әәх
1092,fürchten::V,bijoti,сүрдх
1093,fürchten::V,baimintis,әәх
1094,fürchten::V,baimintis,сүрдх
1095,fliehen::V,bėgti,зулх
1096,fliehen::V,sprukti,зулх
1097,flüchten::V,pabėgti,орһх
1098,flüchten::V,pabėgti,зулх
1099,sehen::V,žiūŕėti,үзх
1100,anschauen::V,žiūŕėti,харх
1101,ansehen::V,žiūrėti į,хәләх
1102,ansehen::V,žiūrėti į,үзх
1103,ansehen::V,pažiūrėti į,хәләх
1104,ansehen::V,pažiūrėti į,үзх
1105,hören::V,girdėti,соңсх
1106,zuhören::V,klausytis,соңсх
1107,probieren::V,ragauti,амсх
1108,probieren::V,paragauti,амсх
1109,riechen::V,uosti,үнрчлх
1110,riechen::V,užuosti,үнрчлх
1111,fühlen::V,justi,медх
1112,fühlen::V,jausti,медх
1113,fühlen::V,pajusti,медх
1114,scheinen::V,rodytis,болҗ медгдх
1115,scheinen::V,rodytis,миниһәр болхла
1116,scheinen::V,rodytis,болад бәәх
1117,scheinen::V,atrodyti,болҗ медгдх
1118,scheinen::V,atrodyti,миниһәр болхла
1119,scheinen::V,atrodyti,болад бәәх
1120,zu sehen sein::V,pasirodyti,үзгдх
1121,vernehmen::V,išgirsti,соңсх
1122,frieren::V,šalti,даарх
1123,tun::V,daryti,кех
1124,können::V,galėti,чадх
1125,können::V,pajėgti,чадх
1126,wollen::V,norėti,дурлх
1127,anfangen::V,pradėti,эклх
1128,anfangen::V,prasid́ėti,эклх
1129,beenden::V,baigti,дуусх
1130,beenden::V,užbaigti,дуусх
1131,aufhören::V,liautis,уурх
1132,gelingen::V,pavykti,бүтх
1133,gelingen::V,pavykti,күцәх
1134,gelingen::V,pasisekti,бүтх
1135,gelingen::V,pasisekti,күцәх
1136,geraten::V,nusisekti,болх
1137,öffnen::V,atverti,секх
1138,öffnen::V,atidaryti,секх
1139,schließen::V,uždaryti,хаах
1140,stellen::V,statyti,тәвх
1141,stellen::V,pastatyti,тәвх
1142,setzen::V,sodinti,суулһх
1143,setzen::V,pasodinti,суулһх
1144,legen::V,dėti,тәвх
1145,legen::V,pad́ėti,тәвх
1146,berühren::V,liesti,көндәх
1147,berühren::V,paliesti,көндәх
1148,verbinden::V,jungti,боох
1149,verbinden::V,surišti,боох
1150,bedecken::V,uždengti,хучх
1151,bedecken::V,uždengti,бүркх
1152,aufhängen::V,pakarti,өлгх
1153,aufhängen::V,pakabinti,өлгх
1154,anzünden::V,padegti,асах
1155,anzünden::V,padegti,шатах
1156,aufheben::V,pakelti,өөдән өргх
1157,zurücklassen::V,palikti,үлдәх
1158,verlieren::V,pamesti,геех
1159,fallen lassen::V,atsisakyti,алдх
1160,machen::V,dirbti,кех
1161,herstellen::V,gaminti,кех
1162,bauen::V,statyti,тосхх
1163,bauen::V,pastatyti,тосхх
1164,reparieren::V,taisyti,ясх
1165,reparieren::V,remontuoti,ясх
1166,verbessern::V,gerinti,сәәрүлх
1167,verbessern::V,ištaisyti,сәәрүлх
1168,ändern::V,keisti,хүврәх
1169,ändern::V,pakeisti,хүврәх
1170,graben::V,kasti,малтх
1171,beugen::V,lenkti,нуһлх
1172,beugen::V,palenkti,нуһлх
1173,biegen::V,lenkti,матилһх
1174,biegen::V,palenkti,матилһх
1175,drehen::V,sukti,эргүлх
1176,wenden::V,kreipti,көмрх
1177,wenden::V,kreipti,эргүлх
1178,wenden::V,pakreipti,көмрх
1179,wenden::V,pakreipti,эргүлх
1180,umdrehen::V,sukti,эргүлх
1181,umdrehen::V,apversti,эргүлх
1182,heben::V,kelti,өргх
1183,heben::V,kelti,деер өргх
1184,heben::V,pakelti,өргх
1185,heben::V,pakelti,деер өргх
1186,hochheben::V,pakelti,өргх
1187,ergreifen::V,čiupti,бәрх
1188,ergreifen::V,griebti,бәрх
1189,halten::V,laikyti,бәрх
1190,halten::V,palaikyti,бәрх
1191,drücken::V,spausti,шахх
1192,schieben::V,stumti,түлкх
1193,kratzen::V,kasyti,мааҗх
1194,kratzen::V,grandyti,мааҗх
1195,lecken::V,laižyti,долах
1196,beißen::V,kandžioti,хазх
1197,abreißen::V,nuplėšti,таслх
1198,abschneiden::V,atpjauti,тәәрх
1199,abschneiden::V,atkirpti,тәәрх
1200,binden::V,rišti,боох
1201,binden::V,surišti,боох
1202,stecken::V,kišti,шаах
1203,stecken::V,kišti,хатхх
1204,stecken::V,įkišti,шаах
1205,stecken::V,įkišti,хатхх
1206,brechen::V,lūžti,хамхлх
1207,brechen::V,laužyti,хамхлх
1208,klopfen::V,belsti,цокх
1209,klopfen::V,barbenti,цокх
1210,hauen::V,mušti,цокх
1211,kleben::V,lipdyti,наах
1212,kleben::V,klijuoti,наах
1213,reiben::V,trinti,зүлгх
1214,reiben::V,tarkuoti,зүлгх
1215,streichen::V,tepti,наах
1216,streichen::V,tepti,лашх
1217,streichen::V,tepti,түркх
1218,streichen::V,užtepti,наах
1219,streichen::V,užtepti,лашх
1220,streichen::V,užtepti,түркх
1221,schleifen::V,galą́sti,хурцлх
1222,schneiden::V,pjauti,хәәчлх
1223,schneiden::V,kirpti,хәәчлх
1224,rütteln::V,purtyti,дәәвлүлх
1225,schütteln::V,purtyti,сегсрх
1226,schwenken::V,mojuoti,дайлх
1227,schütten::V,pilti,кех
1228,schütten::V,berti,кех
1229,füllen::V,pildyti,дүүргх
1230,füllen::V,pripildyti,дүүргх
1231,einwickeln::V,įvynioti,орах
1232,einwickeln::V,suvynioti,орах
1233,tragen::V,nešti,зөөх
1234,tragen::V,nešioti,зөөх
1235,schleppen::V,vilkti,чирх
1236,ziehen::V,tempti,татх
1237,aufbewahren::V,laikyti,хадһлх
1238,werfen::V,mesti,хайх
1239,werfen::V,sviesti,хайх
1240,fangen::V,sugauti,бәрх
1241,fangen::V,sugauti,хавлх
1242,packen::V,čiupti,бәрх
1243,packen::V,griebti,бәрх
1244,verstecken::V,slėpti,дүрх
1245,verstecken::V,slėpti,бултулх
1246,verstecken::V,slapstyti,дүрх
1247,verstecken::V,slapstyti,бултулх
1248,teilen::V,dalyti,хувах
1249,teilen::V,padalyti,хувах
1250,schicken::V,sių̃sti,илгәх
1251,schicken::V,pasių̃sti,илгәх
1252,bringen::V,atnešti,авч ирх
1253,hinzufügen::V,pridėti,немх
1254,bekommen::V,gauti,авх
1255,erhalten::V,gauti,авх 
1256,nehmen::V,paimti,авх
1257,wählen::V,rinkti,шүүх
1258,wählen::V,išsirinkti,шүүх
1259,auswählen::V,išrinkti,шүүх
1260,bewahren::V,išsaugoti,хадһлх
1261,bewahren::V,išsaugoti,кевтнь үлдәх
1262,bewahren::V,išsaugoti,кевтнь бәәлһх
1263,behindern::V,trukdyti,харшлх
1264,verderben::V,sugadinti,үрәх
1265,beschädigen::V,žaloti,эвдх
1266,beschädigen::V,gadinti,эвдх
1267,zerbrechen::V,sukulti,күүлх
1268,zerbrechen::V,sukulti,хамхлх
1269,zerbrechen::V,sudaužyti,күүлх
1270,zerbrechen::V,sudaužyti,хамхлх
1271,zerreißen::V,perplėšti,шуучх
1272,zerreißen::V,suplėšyti,шуучх
1273,zerstören::V,suardyti,эвдх
1274,zerstören::V,sugriauti,эвдх
1275,verbrennen::V,deginti,шатах
1276,verbrennen::V,sudeginti,шатах
1277,geben::V,duoti,өгх
1278,geben::V,paduoti,өгх
1279,reichen::V,paduoti,өгх
1280,schenken::V,dovanoti,белглх
1281,versprechen::V,žadėti,амлх
1282,versprechen::V,pažadėti,амлх
1283,wünschen::V,norėti,сә хәәх
1284,wünschen::V,linḱėti,сә хәәх
1285,loben::V,girti,магтх
1286,loben::V,pagirti,магтх
1287,küssen::V,bučiuoti,үмсх
1288,wiegen::V,supti,саатулх
1289,zudecken::V,užkloti,бүркх
1290,zudecken::V,uždengti,бүркх
1291,wecken::V,žadinti,серүлх
1292,zeigen::V,rodyti,үзүлх
1293,führen::V,vesti,көтлх
1294,führen::V,vadovauti,көтлх
1295,lehren::V,mokyti,заах
1296,lehren::V,mokyti,сурһх
1297,lehren::V,išmokyti,заах
1298,lehren::V,išmokyti,сурһх
1299,unterrichten::V,dėstyti,сурһх
1300,unterrichten::V,dėstyti,багшлх
1301,aufziehen::V,išauginti,өскәх
1302,leiten::V,valdyti,һардх
1303,leiten::V,valdyti,толһалх
1304,leiten::V,vadovauti,һардх
1305,leiten::V,vadovauti,толһалх
1306,antreiben::V,uiti,шамдах
1307,antreiben::V,raginti,шамдах
1308,antreiben::V,skubinti,шамдах
1309,lassen::V,paliepti,күч үзүлх
1310,einladen::V,kviesti,үрх
1311,einladen::V,pakviesti,үрх
1312,vereinigen::V,sujungti,хамцулх
1313,vereinigen::V,suvienyti,хамцулх
1314,besuchen::V,lankyti,одх
1315,besuchen::V,aplankyti,одх
1316,treffen::V,sutikti,харһх
1317,treffen::V,pasitikti,харһх
1318,sich versammeln::V,susirinkti,цуглрх
1319,sich versammeln::V,susirinkti,хурх
1320,spielen::V,groti,наадх
1321,spielen::V,žaisti,наадх
1322,singen::V,dainuoti,дуулх
1323,tanzen::V,šokti,биилх
1324,sich trennen::V,skirtis,хаһцх
1325,sich trennen::V,išsiskirti,хаһцх
1326,verlassen::V,palikti,хайх
1327,retten::V,gelbėti,әм аврх
1328,retten::V,gelbėti,әәмшгәс харсх
1329,bewachen::V,sergėti,харх
1330,bewachen::V,sergėti,манх
1331,schützen::V,ginti,харсх
1332,schützen::V,apginti,харсх
1333,verteidigen::V,ginti,харсх
1334,verteidigen::V,apginti,харсх
1335,sich schlagen::V,muštis,гүвдлдх
1336,schießen::V,šauti,хах
1337,schießen::V,šaudyti,хах
1338,siegen::V,nugalėti,диилх
1339,ärgern::V,pykinti,уурлулх
1340,schlagen::V,mušti,цокх
1341,schlagen::V,mušti,гүвдх
1342,schlagen::V,smogti,цокх
1343,schlagen::V,smogti,гүвдх
1344,schlagen::V,trenkti,цокх
1345,schlagen::V,trenkti,гүвдх
1346,treten::V,mygti,
1347,stechen::V,gelti,хатхх
1348,stechen::V,smeigti,хатхх
1349,stoßen::V,stumti,түлкчкх
1350,stoßen::V,pastumti,түлкчкх
1351,stehlen::V,vogti,хулхалх
1352,stören::V,trikdyti,һә болх
1353,belästigen::V,apsunkinti,амр эс өгх
1354,verbergen::V,slėpti,нуух
1355,verbergen::V,slėpti,бултулх
1356,verbergen::V,paslėpti,нуух
1357,verbergen::V,paslėpti,бултулх
1358,täuschen::V,klaidinti,меклх
1359,betrügen::V,apgauti,меклх
1360,betrügen::V,apgauti,мек һарһх
1361,töten::V,žudyti,алх
1362,töten::V,nužudyti,алх
1363,wohnen::V,gyventi,бәәх
1364,arbeiten::V,dirbti,көдлх
1365,arbeiten::V,triūsti,көдлх
1366,sammeln::V,rinkti,түүх
1367,pflücken::V,skinti,түүх
1368,pflücken::V,skinti,хурах
1369,pflücken::V,raškyti,түүх
1370,pflücken::V,raškyti,хурах
1371,jagen::V,medžioti,аңнх
1372,jagen::V,medžioti,аңһучлх
1373,fischen::V,žvejoti,заһс аңнх
1374,fassen::V,sučiupti,бәрх
1375,hüten::V,ganyti,хәрүлх
1376,treiben::V,ginti,туух
1377,anbinden::V,pririšti,уйх
1378,füttern::V,šerti,теҗәх
1379,melken::V,melžti,саах
1380,hacken::V,kapoti,чавчх
1381,gießen::V,lieti,услх
1382,gießen::V,laistyti,услх
1383,reifen::V,nokti,болх
1384,reifen::V,nokti,болвсрх
1385,reifen::V,sirpti,болх
1386,reifen::V,sirpti,болвсрх
1387,zubereiten::V,ruošti,белдх
1388,zubereiten::V,gaminti,белдх
1389,kochen::V,virti,чанх
1390,kochen::V,virti,болһх
1391,kochen::V,virinti,чанх
1392,kochen::V,virinti,болһх
1393,backen::V,kepti,болһх
1394,braten::V,kepti,хуурх
1395,braten::V,kepinti,хуурх
1396,umrühren::V,maišyti,самрх
1397,umrühren::V,pamaišyti,самрх
1398,stricken::V,megzti,өлгх
1399,nähen::V,siūti,уйх
1400,färben::V,dažyti,будх
1401,färben::V,nudažyti,будх
1402,reinigen::V,valyti,цеврлх
1403,reinigen::V,švarinti,цеврлх
1404,waschen::V,plauti,уһах
1405,waschen::V,mazgoti,уһах
1406,waschen::V,skalbti,уһах
1407,abwischen::V,nušluostyti,арчх
1408,spülen::V,plauti,зәәлх
1409,spülen::V,skalauti,зәәлх
1410,fegen::V,šluoti,сәвүрдх
1411,kehren::V,šluoti,сәвүрдх
1412,baden::V,maudytis,өөмх
1413,sich waschen::V,praustis,уһах
1414,sich waschen::V,praustis,бийән уһаҗ
1415,ausziehen::V,numauti,тәәлх
1416,ausziehen::V,nuvilkti,тәәлх
1417,anziehen::V,mauti,өмсх
1418,anziehen::V,apsivilkti,өмсх
1419,sich anziehen::V,rengtis,хувцлх
1420,sich anziehen::V,apsirengti,хувцлх
1421,kämmen::V,šukuoti,самлх
1422,schmücken::V,puošti,чимх
1423,schmücken::V,puošti,кеерүлх
1424,schmücken::V,dabinti,чимх
1425,schmücken::V,dabinti,кеерүлх
1426,schmücken::V,gražinti,чимх
1427,schmücken::V,gražinti,кеерүлх
1428,sagen::V,tarti,келх
1429,sprechen::V,kalbėti,келх
1430,reden::V,šnekėti,күүндх
1431,reden::V,šnekėti,күр_кех
1432,sich unterhalten::V,kalbėtis,күүндх
1433,sich unterhalten::V,šnekučiuotis,күүндх
1434,fragen::V,klausti,сурх
1435,bitten::V,prašyti,эрх
1436,erzählen::V,pasakoti,келх
1437,erzählen::V,pasakoti,келҗ өгх
1438,mitteilen::V,skelbti,медүлх
1439,mitteilen::V,pranešti,медүлх
1440,nennen::V,vadinti,нерәдх
1441,nennen::V,vadinti,нер өгх
1442,nennen::V,vardyti,нерәдх
1443,nennen::V,vardyti,нер өгх
1444,rufen::V,šaukti,дуудх
1445,rufen::V,kviesti,дуудх
1446,prahlen::V,girtis,көөрх
1447,übersetzen::V,versti,орчулх
1448,übersetzen::V,išversti,орчулх
1449,denken::V,galvoti,санх
1450,glauben::V,manyti,шүтх
1451,glauben::V,manyti,нәәлх
1452,glauben::V,tikėti,шүтх
1453,glauben::V,tikėti,нәәлх
1454,bemerken::V,pamatyti,темдглх
1455,bemerken::V,pastebėti,темдглх
1456,erkennen::V,pažinti,таньх
1457,erkennen::V,pažinti,медх
1458,erkennen::V,atpažinti,таньх
1459,erkennen::V,atpažinti,медх
1460,begreifen::V,suvokti,медх
1461,verstehen::V,suprasti,соңсх
1462,lernen::V,mokytis,сурх
1463,wissen::V,žinoti,медх
1464,sich erinnern an::V,prisiminti,санх
1465,vergessen::V,užmiršti,мартх
1466,messen::V,matuoti,кемҗәлх
1467,zählen::V,skaičiuoti,тоолх
1468,rechnen::V,skaičiuoti,тоолх
1469,lesen::V,skaityti,умшх
1470,malen::V,tapyti,зурх
1471,zeichnen::V,piešti,зурх
1472,zeichnen::V,žymėti,зурх
1473,zeichnen::V,braižyti,зурх
1474,schreiben::V,rašyti,бичх
1475,besitzen::V,turėti,эзлх
1476,kaufen::V,pirkti,хулдҗ авх
1477,verkaufen::V,parduoti,хулдх
1478,verkaufen::V,parduoti,гүүлгх
1479,bezahlen::V,apmokėti,өгх
1480,zahlen::V,mokėti,өгх
1481,beherrschen::V,valdyti,эзлх
1482,ertragen::V,kę̃sti,даах
1483,ertragen::V,pakelti,даах
1484,ertragen::V,iškę̃sti,даах
