,Concept_ID,ru,is
347,Brett::N,доска,fjöl
348,Platte::N,плита,flötur
349,Stütze::N,подпорка,stoð
350,Stange::N,жердь,stöng
351,Stock::N,палка,prik
352,Stock::N,палка,stafur
353,Stab::N,шест,prik
354,Stab::N,шест,stafur
355,Rohr::N,труба,rör
356,Rohr::N,труба,pípa
357,Haus::N,дом,hús
358,Heim::N,дом,heimili
359,Ofen::N,печь,ofn
360,Fußboden::N,пол,gólf
361,Tisch::N,стол,borð
362,Stuhl::N,стул,stóll
363,Wiege::N,колыбель,vagga
364,Bett::N,постель,rúm
365,Bett::N,постель,hvíla
366,Regal::N,полка,hilla
367,Kiste::N,ящик,kassi
368,Fenster::N,окно,gluggi
369,Tür::N,дверь,dyr
370,Tür::N,дверь,hurð
371,Tor::N,ворота,hlið
372,Zaun::N,забор,girðing
373,Zaun::N,забор,limgarður
374,Dach::N,крыша,þak
375,Leiter::N,лестница,stigi
376,Besen::N,метла,sópur
377,Spaten::N,лопата,spaði
378,Schaufel::N,совок,skófla
379,Gabel::N,вилка,gaffall
380,Löffel::N,ложка,skeið
381,Messer::N,нож,hnífur
382,Nagel::N,гвоздь,nögl
383,Netz::N,сеть,net
384,Haken::N,крюк,krókur
385,Griff::N,ручка,tak
386,Schloss::N,замок,lás
387,Bild::N,картина,mynd
388,Figur::N,фигура,stytta
389,Puppe::N,кукла,brúða
390,Beutel::N,мешок,poki
391,Beutel::N,мешок,baggi
392,Bündel::N,связка,böggull
393,Tasche::N,сумка,veski
394,Eimer::N,ведро,fata
395,Deckel::N,крышка,lok
396,Geschirr::N,посуда,leirtau
397,Sack::N,мешок,sekkur
398,Tasse::N,чашка,bolli
399,Topf::N,кастрюля,pottur
400,Kessel::N,котел,ketill
401,Essen::N,еда,matur
402,Nahrung::N,пища,fæða
403,Speise::N,блюдо,réttur
404,Speise::N,блюдо,matarréttur
405,Speise::N,кушанье,réttur
406,Speise::N,кушанье,matarréttur
407,Fleisch::N,мясо,kjöt
408,Getreide::N,хлеб,korn
409,Brei::N,каша,grautur
410,Brot::N,хлеб,brauð
411,Scheibe::N,ломоть,sneið
412,Fett::N,жир,fita
413,Butter::N,масло,smjör
414,Öl::N,масло,olía
415,Salz::N,соль,salt
416,Suppe::N,суп,súpa
417,Honig::N,мед,hunang
418,Milch::N,молоко,mjólk
419,Tee::N,чай,te
420,Leder::N,кожа,skinn
421,Wolle::N,шерсть,ull
422,Stoff::N,ткань,dúkur
423,Nadel::N,игла,nál
424,Faden::N,нитка,þráður
425,Knopf::N,пуговица,tala
426,Knopf::N,пуговица,hnappur
427,Knoten::N,узел,hnútur
428,Farbe::N,краска,málning
429,Kleidung::N,одежда,búningur
430,Kleidung::N,одежда,klæðnaður
431,Hemd::N,рубашка,skyrta
432,Kragen::N,воротник,kragi
433,Kragen::N,воротник,flibbi
434,Ärmel::N,рукав,ermi
435,Hose::N,брюки,buxur
436,Gürtel::N,пояс,belti
437,Mütze::N,шапка,húfa
438,Schuh::N,ботинок,skór
439,Stiefel::N,сапог,stígvél
440,Ring::N,кольцо,hringur
441,Band::N,лента,band
442,Kamm::N,расческа,greiða
443,Spiegel::N,зеркало,spegill
444,Riemen::N,ремень,ól
445,Riemen::N,ремень,reim
446,Schnur::N,веревка,snúra
447,Leine::N,поводок,band
448,Decke::N,одеяло,teppi
449,Kissen::N,подушка,koddi
450,Tuch::N,платок,klútur
451,Handtuch::N,полотенце,þurrka
452,Handtuch::N,полотенце,handklæði
453,Kraft::N,сила,afl
454,Kraft::N,сила,kraftur
455,Stärke::N,крепость,styrkur
456,Gesundheit::N,здоровье,heilsa
457,Gesundheit::N,здоровье,heilbrigði
458,Krankheit::N,болезнь,sjúkdómur
459,Schmerz::N,боль,sársauki
460,Wunde::N,рана,sár
461,Fieber::N,лихорадка,hitasótt
462,Fieber::N,температура,hitasótt
463,Arznei::N,лекарство,lyf
464,Brücke::N,мост,brú
465,Brunnen::N,колодец,brunnur
466,Weide::N,пастбище,hagi
467,Pfad::N,тропа,stígur
468,Weg::N,путь,vegur
469,Weg::N,дорога,vegur
470,Straße::N,улица,gata
471,Straße::N,улица,stræti
472,Straße::N,дорога,gata
473,Straße::N,дорога,stræti
474,Dorf::N,деревня,þorp
475,Stadt::N,город,borg
476,Brief::N,письмо,bréf
477,Buch::N,книга,bók
478,Buchstabe::N,буква,bókstafur
479,Zeitung::N,газета,dagblað
480,Leben::N,жизнь,líf
481,Tod::N,смерть,dauði
482,Grab::N,могила,gröf
483,Kirche::N,церковь,kirkja
484,Sünde::N,грех,synd
485,Gott::N,бог,guð
486,Arbeiter::N,рабочий,verkamaður
487,Chef::N,начальник,yfirmaður
488,Meister::N,мастер,meistari
489,Arzt::N,врач,læknir
490,Lehrer::N,учитель,kennari
491,Geld::N,деньги,peningar
492,Geschäft::N,занятие,viðskipti
493,Laden::N,магазин,búð
494,Laden::N,магазин,verslun
495,Preis::N,цена,verð
496,Ware::N,товар,vara
497,Nutzen::N,выгода,gagn
498,Reichtum::N,богатство,auður
499,Welt::N,мир,veröld
500,Land::N,страна,land
501,Staat::N,государство,ríki
502,König::N,король,konungur
503,Macht::N,власть,vald
504,Grenze::N,граница,landamæri
505,Krieg::N,война,stríð
506,Feind::N,враг,fjandmaður
507,Gewalt::N,насилие,ofbeldi
508,Kampf::N,борьба,bardagi
509,Bogen[Waffe]::N,лук,bogi
510,Pfeil::N,стрела,ör
511,Gewehr::N,ружье,byssa
512,Fehler::N,ошибка,villa
513,Lüge::N,ложь,lygi
514,Schaden::N,вред,skemmd
515,Unglück::N,беда,óhamingja
516,Schuld::N,вина,sök
517,Alter::N,возраст,aldur
518,Schluss::N,окончание,lok
519,Schluss::N,окончание,endir
520,Zeit::N,время,tími
521,Tag::N,день,dagur
522,Morgen::N,утро,morgunn
523,Mittag::N,полдень,hádegi
524,Abend::N,вечер,kvöld
525,Nacht::N,ночь,nótt
526,Woche::N,неделя,vika
527,Monat::N,месяц,mánuður
528,Jahr::N,год,ár
529,Frühling::N,весна,vor
530,Sommer::N,лето,sumar
531,Herbst::N,осень,haust
532,Winter::N,зима,vetur
533,Januar::N,январь,janúar
534,Februar::N,февраль,február
535,März::N,март,mars
536,April::N,апрель,apríl
537,Mai::N,май,maí
538,Juni::N,июнь,júní
539,Juli::N,июль,júlí
540,August::N,август,ágúst
541,September::N,сентябрь,september
542,Oktober::N,октябрь,október
543,November::N,ноябрь,nóvember
544,Dezember::N,декабрь,desember
545,Montag::N,понедельник,mánudagur
546,Dienstag::N,вторник,þriðjudagur
547,Mittwoch::N,среда,miðvikudagur
548,Donnerstag::N,четверг,fimmtudagur
549,Freitag::N,пятница,föstudagur
550,Samstag::N,суббота,laugardagur
551,Sonntag::N,воскресенье,sunnudagur
552,groß::A,большой,stór
553,klein::A,маленький,lítill
554,lang::A,длинный,langur
555,kurz::A,короткий,stuttur
556,breit::A,широкий,breiður
557,schmal::A,узкий,mjór
558,dicht::A,густой,þéttur
559,dick[Gegenstand]::A,толстый,þykkur
560,dünn::A,тонкий,þunnur
561,fein::A,тонкий,fíngerður
562,fest::A,крепкий,fastur
563,flach::A,плоский,flatur
564,glatt::A,гладкий,háll
565,glatt::A,гладкий,sléttur
566,hart::A,твердый,harður
567,weich::A,мягкий,mjúkur
568,rund::A,круглый,kringlóttur
569,spitz::A,остроконечный,oddhvass
570,scharf::A,острый,beittur
571,stumpf::A,тупой,bitlaus
572,schwer::A,тяжелый,þungur
573,schön::A,красивый,fagur
574,schön::A,красивый,fallegur
575,heiß::A,жаркий,heitur
576,warm::A,теплый,hlýr
577,warm::A,теплый,heitur
578,kalt::A,холодный,kaldur
579,kühl::A,прохладный,svalur
580,frisch::A,свежий,frískur
581,feucht::A,влажный,rakur
582,feucht::A,влажный,þvalur
583,nass::A,мокрый,votur
584,nass::A,мокрый,blautur
585,trocken::A,сухой,þurr
586,voll::A,полный,fullur
587,voll::A,наполненный,fullur
588,leer::A,пустой,tómur
589,offen::A,открытый,opinn
590,geschlossen::A,закрытый,lokaður
591,sauber::A,чистый,þrifinn
592,schmutzig::A,грязный,óhreinn
593,schmutzig::A,грязный,sóðalegur
594,roh::A,сырой,hrár
595,reif::A,зрелый,þroskaður
596,lecker::A,вкусный,ljúffengur
597,süß::A,сладкий,sætur
598,bitter::A,горький,beiskur
599,sauer::A,кислый,súr
600,hell::A,светлый,bjartur
601,dunkel::A,темный,dimmur
602,schwarz::A,черный,svartur
603,weiß::A,белый,hvítur
604,rot::A,красный,rauður
605,gelb::A,желтый,gulur
606,blau::A,синий,blár
607,grün::A,зеленый,grænn
608,grau::A,серый,grár
609,bunt::A,пестрый,marglitur
610,billig::A,дешевый,ódýr
611,teuer::A,дорогой,dýr
612,wertvoll::A,ценный,verðmætur
613,blind::A,слепой,blindur
614,taub::A,глухой,heyrnarlaus
615,kräftig::A,могучий,öflugur
616,stark::A,сильный,sterkur
617,schwach::A,слабый,veill
618,fett::A,жирный,feitur
619,schlank::A,стройный,grannur
620,schlank::A,стройный,spengilegur
621,hübsch::A,прелестный,snotur
622,hübsch::A,прелестный,laglegur
623,böse::A,злой,illur
624,böse::A,злой,vondur
625,dumm::A,глупый,heimskur
626,faul::A,ленивый,latur
627,fleißig::A,прилежный,iðinn
628,geizig::A,жадный,nískur
629,klug::A,умный,hygginn
630,geschickt::A,искусный,fimur
631,geschickt::A,искусный,laginn
632,lieb::A,милый,kær
633,lieb::A,милый,ljúfur
634,lustig::A,веселый,kátur
635,sanft::A,нежный,blíður
636,hungrig::A,голодный,soltinn
637,hungrig::A,голодный,hungraður
638,krank::A,больной,sjúkur
639,nackt::A,голый,nakinn
640,traurig::A,грустный,dapur
641,traurig::A,грустный,hryggur
642,lebendig::A,живой,lifandi
643,gut::A,хороший,góður
644,schlecht::A,плохой,slæmur
645,schlecht::A,плохой,lélegur
646,richtig::A,правильный,réttur
647,schlimm::A,отвратительный,slæmur
648,schlimm::A,мерзкий,slæmur
649,wahr::A,настоящий,sannur
650,alt::A,старый,gamall
651,neu::A,новый,nýr
652,ehemalig::A,бывший,fyrrverandi
653,alt[Lebewesen]::A,пожилой,gamall
654,jung::A,молодой,ungur
655,arm::A,бедный,vesall
656,arm::A,бедный,fátækur
657,reich::A,богатый,ríkur
658,reich::A,богатый,auðugur
659,bekannt::A,знакомый,kunnugur
660,berühmt::A,знаменитый,frægur
661,fremd::A,чужой,framandi
662,fremd::A,чужой,ókunnugur
663,verschieden::A,разный,ýmis
664,nah::A,близкий,nálægur
665,fern::A,далекий,fjarri
666,fern::A,далекий,fjarlægur
667,linker::A,левый,vinstri
668,rechter::A,правый,hægri
669,anderer::A,другой,annar
670,erster::A,первый,fyrsti
671,zweiter::A,второй,annar
672,dritter::A,третий,þriðji
673,letzter::A,последний,síðasti
674,allein::ADV,один,einn
675,allein::ADV,один,aleinn
676,auf einmal::ADV,сразу,allt í einu
677,zusammen::ADV,вместе,saman
678,lange::ADV,долго,lengi
679,plötzlich::ADV,вдруг,skyndilega
680,sofort::ADV,тотчас,strax
681,sofort::ADV,тотчас,þegar í stað
682,später::ADV,позже,seinna
683,jetzt::ADV,сейчас,nú
684,jetzt::ADV,сейчас,núna
685,heute::ADV,сегодня,í dag
686,morgen::ADV,завтра,á morgun
687,bald::ADV,скоро,brátt
688,bald::ADV,скоро,bráðum
689,dann::ADV,потом,svo
690,dann::ADV,потом,síðan
691,gestern::ADV,вчера,í gær
692,einst::ADV,однажды,forðum
693,damals::ADV,тогда,þá
694,damals::ADV,тогда,á þeim tímum
695,danach::ADV,затем,á eftir því
696,vorher::ADV,раньше,áður
697,zuerst::ADV,сперва,fyrst
698,einmal::ADV,раз,einu sinni
699,manchmal::ADV,иногда,stundum
700,oft::ADV,часто,oft
701,immer::ADV,всегда,alltaf
702,immer::ADV,всегда,sífellt
703,niemals::ADV,никогда,aldrei
704,hier::ADV,здесь,hér
705,hierhin::ADV,сюда,hingað
706,von hier::ADV,отсюда,héðan
707,dort::ADV,там,þar
708,dort::ADV,там,þarna
709,dorthin::ADV,туда,þangað
710,geradeaus::ADV,прямо,beint áfram
711,vorwärts::ADV,вперед,áfram
712,rückwärts::ADV,назад,aftur á bak
713,zurück::ADV,обратно,aftur
714,zurück::ADV,обратно,til baka
715,unten::ADV,внизу,niðri
716,unten::ADV,внизу,fyrir neðan
717,hinab::ADV,вниз,niður
718,hinab::ADV,вниз,niður eftir
719,oben::ADV,наверху,uppi
720,hinauf::ADV,вверх,upp
721,hinauf::ADV,вверх,upp eftir
722,überall::ADV,везде,alls staðar
723,nicht::ADV,не,ekki
724,ein wenig::ADV,немного,dálítið
725,kaum::ADV,едва,varla
726,kaum::ADV,едва,tæplega
727,sehr::ADV,очень,mjög
728,so::ADV,так,svo
729,so::ADV,так,þannig
730,noch::ADV,еще,enn
731,noch::ADV,еще,ennþá
732,nur::ADV,только,bara
733,nur::ADV,только,aðeins
734,schon::ADV,уже,nú þegar
735,wieder::ADV,опять,aftur
736,wieder::ADV,опять,að nýju
737,vergebens::ADV,напрасно,árangurslaust
738,vor::PRP,перед,fyrir
739,hinter::PRP,за,bak við
740,hinter::PRP,за,aftur fyrir
741,hinter::PRP,позади,bak við
742,hinter::PRP,позади,aftur fyrir
743,unter::PRP,под,undir
744,durch::PRP,сквозь,gegnum
745,neben::PRP,возле,hjá
746,neben::PRP,возле,við hliðina á
747,zwischen::PRP,между,milli
748,zwischen::PRP,между,á milli
749,wegen::PRP,из-за,vegna
750,dies::PRN,это,þetta
751,das::PRN,то,það
752,alles::PRN,все,allt
753,ich::PRN,я,ég
754,du::PRN,ты,þú
755,er::PRN,он,hann
756,wir::PRN,мы,við
757,ihr::PRN,вы,þið
758,sie::PRN,они,þær
759,sie::PRN,они,þeir
760,was::FPRN,что,hvað
761,wer::FPRN,кто,hver
762,wo::FADV,где,hvar
763,wohin::FADV,куда,hvert
764,wie::FADV,как,hvernig
765,warum::FADV,почему,hvers vegna
766,wieviel::FNUM,сколько,hve mikill
767,eins::NUM,один,einn
768,zwei::NUM,два,tveir
769,drei::NUM,три,þrír
770,vier::NUM,четыре,fjórir
771,fünf::NUM,пять,fimm
772,sechs::NUM,шесть,sex
773,sieben::NUM,семь,sjö
774,acht::NUM,восемь,átta
775,neun::NUM,девять,níu
776,zehn::NUM,десять,tíu
777,elf::NUM,одиннадцать,ellefu
778,zwölf::NUM,двенадцать,tólf
779,zwanzig::NUM,двадцать,tuttugu
780,dreißig::NUM,тридцать,þrjátíu
781,vierzig::NUM,сорок,fjörutíu
782,fünfzig::NUM,пятьдесят,fimmtíu
783,sechzig::NUM,шестьдесят,sextíu
784,siebzig::NUM,семьдесят,sjötíu
785,achtzig::NUM,восемьдесят,áttatíu
786,neunzig::NUM,девяносто,níutíu
787,hundert::NUM,сто,hundrað
788,tausend::NUM,тысяча,þúsund
789,und::CNJ,и,og
790,oder::CNJ,или,eða
791,oder::CNJ,либо,eða
792,stehen::V,стоять,standa
793,sitzen::V,сидеть,sitja
794,liegen::V,лежать,liggja
795,hängen::V,висеть,hanga
796,werden::V,стать,verða
797,passieren::V,случиться,gerast
798,beginnen::V,начаться,byrja
799,enden::V,кончиться,enda
800,enden::V,кончиться,lykta
801,wechseln::V,меняться,skipta
802,aufgehen[Sonne]::V,взойти,koma upp
803,untergehen[Sonne]::V,зайти,ganga til viðar
804,scheinen[Sonne]::V,светить,skína
805,donnern::V,греметь,þruma
806,wehen::V,дуть,blása
807,strömen::V,литься,streyma
808,fließen::V,течь,fljóta
809,sich drehen::V,вращаться,snúast
810,schwanken::V,колебаться,riða
811,schwanken::V,колебаться,rugga
812,schwingen::V,качаться,sveiflast
813,fallen::V,падать,falla
814,brennen::V,гореть,brenna
815,rauchen::V,дымить,reykja
816,regnen::V,дождить,rigna
817,gefrieren::V,замерзнуть,frjósa
818,tauen::V,таять,þiðna
819,schmelzen::V,плавиться,bráðna
820,trocknen::V,сохнуть,þorna
821,sieden::V,кипеть,sjóða
822,faulen::V,гнить,rotna
823,verfaulen::V,сгнить,rotna
824,reißen::V,рваться,rifna
825,versinken::V,тонуть,sökkva
826,vergehen::V,проходить,líða
827,erscheinen::V,появиться,birtast
828,verschwinden::V,исчезнуть,hverfa
829,sinken::V,спадать,síga
830,abnehmen::V,уменьшиться,lækka
831,abnehmen::V,уменьшиться,minnka
832,zunehmen::V,увеличиваться,aukast
833,steigen::V,подниматься,stíga
834,wachsen::V,расти,vaxa
