,Concept_ID,ta,uz
210,Bruder::N,சகோதரன்,og'a
211,Bruder::N,சகோதரன்,uka
212,Schwester::N,அக்கா,opa
213,Schwester::N,அக்கா,singil
214,Onkel::N,தாய் மாமன்,amaki
215,Tante::N,அத்தை,amma
216,Tante::N,அத்தை,xola
217,Ehemann::N,கணவன்,är
218,Ehefrau::N,மனைவி,rafiqa
219,Freude::N,கொண்டாட்டம்,ayish
220,Gelächter::N,சிரிப்பு,kulgi
221,Glück::N,மகிழ்ச்சி,saodat
222,Kummer::N,துயரம்,g'am
223,Wunsch::N,விருப்பம்,orzu
224,Lust::N,விருப்பம்,rag'bat
225,Geist::N,ஆன்மா,ruh
226,Gedanke::N,எண்ணம்,fikr
227,Gedächtnis::N,ஞாபகம்,äs
228,Verstand::N,மனம்,aql
229,Sinn::N,அர்த்தம்,ma'ni
230,Grund::N,காரணம்,sabab
231,Wahrheit::N,உண்நை,haq
232,Gespräch::N,பெசு,gap
233,Märchen::N,நம்பத்தகாத கதை,ärtak
234,Erzählung::N,கதை,rivoyat
235,Nachricht::N,செய்தி,xabar
236,Neuigkeit::N,செய்தி,yangilik
237,Name::N,பெயர்,ot
238,Rätsel::N,புதிர்,topishmoq
239,Rede::N,பேச்சு,nutq
240,Sprache::N,மொழி,til
241,Stimme::N,குரல்,ovoz
242,Wort::N,வார்த்தை,so'z
243,Zeichen::N,குறி,alomat
244,Ruf::N,அழைப்பு,chaqiriq
245,Lärm::N,சத்தம்,taraq
246,Laut::N,ஒலி,tovush
247,Ton::N,குரல்,un
248,Lied::N,பாட்டு,ashula
249,Ruhe::N,அமைதி,tinchlik
250,Leute::N,மக்கள்,xaloyiq
251,Volk::N,மக்கள்,xalq
252,Arbeit::N,வேலை,ish
253,Gast::N,விருந்தாளி,mehmon
254,Geschenk::N,பரிசுப் பொருள்,hadya
255,Spiel::N,விளையாட்டு,o'yin
256,Gesellschaft::N,சமுதாயம்,jamiyat
257,Hilfe::N,உதவி,yordam
258,Freund::N,நண்பன்,do'st
259,Kamerad::N,உடனிருப்பவன்,yo'ldosh
260,Angelegenheit::N,செய்தி,daxl
261,Anzahl::N,எண்ணிக்கை,son
262,Art::N,வகை,tur
263,Stück::N,துண்டம்,parcha
264,Teil::N,பகுதி,bo'lak
265,Hälfte::N,பாதி,yarim
266,Kreis::N,வட்டம்,aylana
267,Kreuz::N,சிலுவை,xoch
268,Linie::N,கோடு,liniya
269,Strich::N,வாத நோய்,chiziq
270,Abstand::N,இடைவெளி,oralik
271,Entfernung::N,தூரம்,uzoqlik
272,Gegend::N,வட்டாரம்,yer
273,Platz::N,வெற்றிடம்,oralig
274,Ort::N,இடம்,joy
275,Seite::N,பக்கம்,yon
276,Mitte::N,இடைப்பகுதி,o'rta
277,Gegenstand::N,உருப்படி,ashyo
278,Sache::N,பொருள்,buyum
279,Rand::N,தொங்கு,chek
280,Kante::N,விளிம்பு,tig'
281,Ecke::N,மூலை,burchak
282,Spitze::N,முனை,uch
283,Ende::N,முடிவு,oxir
284,Loch::N,துளை,teshik
285,Winkel::N,கோணம்,go'sha
286,Muster::N,பாங்கு,nusha
287,Größe::N,அளவு,kattalik
288,Länge::N,நீளம்,uzunlik
289,Höhe::N,உயரம்,yuksaklik
290,Gewicht::N,எடை,solmoq
291,Menge::N,தொகை,miqdor
292,Haufen::N,குவியல்,uyum
293,Reihe::N,வரிசை,saf
294,Boot::N,படகு,qayiq
295,Ruder::N,துடுப்பு,äshkak
296,Schlitten::N,சகடையிலா வண்டி,chana
297,Ski::N,பனிச் சறுக்கல்,chang'i
298,Lagerfeuer::N,மூட்டம்,gulxan
299,Last::N,பாரம்,yuk
300,Gang::N,நடை,yurish
301,Schritt::N,காலடி,qadam
302,Norden::N,வடக்கு,shimol
303,Süden::N,தெற்கு,janub
304,Westen::N,மேற்கு திசை,g'arb
305,Osten::N,கிழக்கு,sharq
306,Holz::N,மரக்கட்டை,yog'och
307,Brett::N,பலகை,taxta
308,Platte::N,பலகம்,tabaqa
309,Stütze::N,அடைப்புகன்,tayanchi
310,Stange::N,கம்பம்,qo'noq
311,Stock::N,குச்சி,tayoq
312,Stab::N,கம்பு,gavron
313,Rohr::N,குழாய்,tarnov
314,Haus::N,வீடு,uy
315,Heim::N,வீடு,makon
316,Ofen::N,அடுப்பு,pechka
317,Fußboden::N,தரை,pol
318,Tisch::N,மேசை,mosa
319,Stuhl::N,நாற்காலி,o'rindiq
320,Wiege::N,தொட்டில்,beshik
321,Bett::N,படுக்கை,yotoq
322,Regal::N,அலமாரி,tokcha
323,Kiste::N,பெட்டி,sandiq
324,Fenster::N,சாளரம்,deraza
325,Tür::N,கதவு,äshik
326,Tor::N,வாசற்கதவு,darvoza
327,Zaun::N,வேலி,panjara
328,Dach::N,கூரை,tom
329,Leiter::N,ஏணி,narvon
330,Besen::N,விளக்குமாறு,supurgi
331,Spaten::N,மண்வெட்டி,bel
332,Schaufel::N,அடிதண்டா,kurak
333,Gabel::N,முட்கரண்டி,bilka
334,Löffel::N,கரண்டி,qoshiq
335,Messer::N,கத்தி,pichoq
336,Nagel::N,ஆணி,mix
337,Netz::N,வலை,to'r
338,Haken::N,கொக்கி,ilgak
339,Griff::N,கைப்பிடி,sop
340,Griff::N,கைப்பிடி,tutqich
341,Schloss::N,பூட்டு,qulf
342,Bild::N,படம்,rasm
343,Figur::N,எண்ணிக்கை,shakl
344,Puppe::N,பொம்மை,ko'g'irchoq
345,Beutel::N,பை,to'rva
346,Bündel::N,பொதி,bog'lam
347,Tasche::N,பை,kissa
348,Eimer::N,வாளி,chelak
349,Deckel::N,உறை,qopqoq
350,Geschirr::N,பாத்திரம்,idish
351,Sack::N,பை,qop
352,Tasse::N,கிண்ணம்,piyola
353,Topf::N,பானை,tuvak
354,Kessel::N,கெண்டி,qozon
355,Essen::N,உணவருந்துதல்,tomoq
356,Nahrung::N,உணவு,emak
357,Speise::N,உணவு வகை,taom
358,Fleisch::N,இறைச்சி,go'sht
359,Getreide::N,மக்காச்சோளம்,g'alla
360,Brei::N,கஞ்சி,bo'tqa
361,Brot::N,ரொட்டி,non
362,Scheibe::N,துண்டு,disk
363,Fett::N,கொழுப்பு,moy
364,Butter::N,வெண்ணெய்,yog'
365,Öl::N,எண்ணெய்,moy
366,Salz::N,உப்பு,tuz
367,Suppe::N,ரசம்,sho'rva
368,Honig::N,தேன்,asal
369,Milch::N,பால்,sut
370,Tee::N,தெனீர்,choy
371,Leder::N,பதம் செய்யப்பட்ட தோல்,charm
372,Wolle::N,கம்பளி,jun
373,Stoff::N,துணி,mato
374,Nadel::N,ஊசி,igna
375,Faden::N,நூல்,ip
376,Knopf::N,பொத்தான்,tugma
377,Knoten::N,முடிச்சு,tugun
378,Farbe::N,வண்ணக் குழம்பு,bo'yok
379,Kleidung::N,ஆடைகள்,kiyim
380,Hemd::N,சட்டை,ko'ylak
381,Kragen::N,கழுத்துப் பட்டை,yoqa
382,Ärmel::N,சட்டைக்கை,yeng
383,Hose::N,கால்சட்டை,shim
384,Gürtel::N,பெல்ட்,tasma
385,Mütze::N,தொப்பி,shapka
386,Schuh::N,காலணி,but
387,Stiefel::N,காலணி,botinka
388,Ring::N,மோதிரம்,yuzuk
389,Band::N,நாடா,rishta
390,Kamm::N,கீப்பு,taroq
391,Spiegel::N,ஆடி,ko'zgu
392,Spiegel::N,கண்ணாடி,ko'zgu
393,Riemen::N,வார்,qayish
394,Schnur::N,கயிறு,bog'ich
395,Leine::N,தோல்வார்,etak
396,Decke::N,போர்வை,odyol
397,Kissen::N,தலையணை,yostiq
398,Tuch::N,துணி,gazlama
399,Handtuch::N,தண்டு,sochiq
400,Kraft::N,நிர்பந்தம்,kuch
401,Stärke::N,பலம்,quvvat
402,Gesundheit::N,ஆரோக்கியம்,sog'lik
403,Krankheit::N,நோய்,kasallik
404,Schmerz::N,வலி,og'riq
405,Wunde::N,காயம்,yara
406,Fieber::N,காய்ச்சல்,bezgak
407,Arznei::N,மருந்து,dori
408,Brücke::N,பாலம்,ko'prik
409,Brunnen::N,கேணி,buloq
410,Weide::N,மேய்ச்சல் நிலம்,yaylov
411,Pfad::N,நடை வழி,dorojka
412,Weg::N,வழி,yo'l
413,Straße::N,சாலை,ko'cha
414,Dorf::N,கிராமம்,ovul
415,Stadt::N,நகரம்,shahar
416,Brief::N,கடிதம்,maktub
417,Buch::N,புத்தகம்,kitob
418,Buchstabe::N,எழத்து,harf
419,Zeitung::N,செய்தித்தாள்,gazet
420,Leben::N,வாழ்க்கை,hayot
421,Tod::N,மரணம்,o'lim
422,Grab::N,சமாதி,go'r
423,Kirche::N,தேவாலயம்,cherkov
424,Sünde::N,பாவம்,gunoh
425,Gott::N,கடவுள்,olloh
426,Arbeiter::N,தொழிலாளி,ishchi
427,Chef::N,மேலாளர்,rais
428,Meister::N,தலைவன்,usta
429,Arzt::N,மருத்துவர்,hakim
430,Lehrer::N,ஆசிரியர்,muallim
431,Geld::N,பணம்,pul
432,Geschäft::N,வாணிபம்,savdo
433,Laden::N,கடை,do'kon
434,Preis::N,விலை,baho
435,Ware::N,சாமன்கள்,mol
436,Nutzen::N,இலாபம்,foyda
437,Reichtum::N,சொத்து,boylik
438,Welt::N,உலகம்,olam
439,Land::N,நாடு,o'lka
440,Staat::N,நாடு,davlat
441,König::N,அரசன்,qirol
442,Macht::N,அதிகாரம்,iqtidor
443,Grenze::N,எல்லை,chegara
444,Krieg::N,போர்,harb
445,Feind::N,எதிரி,dushman
446,Gewalt::N,வன்முறை,zo'rlik
447,Kampf::N,போராட்டம்,kurash
448,Bogen[Waffe]::N,வில்,yoy
449,Pfeil::N,அம்பு,o'q
450,Gewehr::N,துப்பாக்கி,vintovka
451,Fehler::N,தவறு,xato
452,Lüge::N,பொய்,yolg'on
453,Schaden::N,சேதாரம்,ziyon
454,Unglück::N,இடையூறு,balo
455,Schuld::N,குற்றம்,ayb
456,Alter::N,வயது,yosh
457,Schluss::N,முடிவு,tamom
458,Zeit::N,காலம்,vaqt
459,Tag::N,நாள்,kun
460,Morgen::N,காலை நேரம்,saboh
461,Mittag::N,மதியம்,kun tushlik
462,Abend::N,மாலைப் பொழுது,oqshom
463,Nacht::N,இரவு,tun
464,Woche::N,வாரம்,hafta
465,Monat::N,மாதம்,oy
466,Jahr::N,வருடம்,yil
467,Frühling::N,வசந்தம்,bahor
468,Sommer::N,கோடை,yoz
469,Herbst::N,இலையுதிர் காலம்,kuz
470,Herbst::N,இலையுதிர் காலம்,xazon
471,Winter::N,குளிர்காலம்,qish
472,Januar::N,ஜனவரி,yanvar'
473,Februar::N,பிபரவரி மாதம்,fevral'
474,März::N,மார்ச் மாதம்,mart
475,April::N,ஏப்ரல் மாதம்,aprel'
476,Mai::N,மே மாதம்,may
477,Juni::N,ஜூன் மாதம்,iyun'
478,Juli::N,ஜூலை மாதம்,iyul'
479,August::N,ஆகஸ்ட் மாதம்,avgust
480,September::N,செப்டம்பர் மாதம்,sentyabr'
481,Oktober::N,அக்டோபர் மாதம்,oktyabr'
482,November::N,நவம்பர் மாதம்,noyabr'
483,Dezember::N,டிசம்பர்,dekabr'
484,Montag::N,திங்கட் கிழமை,dushanba
485,Dienstag::N,செவ்வாய்க்கிழமை,seshanba
486,Mittwoch::N,புதன் கிழமை,chorshanba
487,Donnerstag::N,வியாழக் கிழமை,payshanba
488,Freitag::N,வெள்ளிக்கிழமை,juma
489,Samstag::N,சனிக்கிழமை,shanba
490,Sonntag::N,ஞாயிறுக் கிழமை,yakshanba
491,groß::A,பெரிய,buyuk
492,klein::A,சிறிய,kichik
493,lang::A,நீண்ட,uzun
494,kurz::A,குட்டையான,qisqa
495,breit::A,அகலமான,keng
496,schmal::A,குறுகலான,änsiz
497,dicht::A,அடர்த்தியான,quyuq
498,dick[Gegenstand]::A,தடித்த,qalin
499,dünn::A,சன்னமான,ingichka
500,fein::A,மெல்லிய,mayin
501,fest::A,உறுதியாள,qattiq
502,flach::A,தட்டையான,yalpoq
503,glatt::A,வழுவழுப்பான,tekis
504,hart::A,கடினமான,qattiq
505,weich::A,மென்மையான,yumshoq
506,rund::A,உருண்டையான,yumaloq
507,spitz::A,திகந்தமாக,uchli
508,scharf::A,கூரான,keskir
509,stumpf::A,உளம் திறந்த,to'mtoq
510,schwer::A,கனமான,salmoqli
511,schön::A,அழகான,go'zal
512,heiß::A,சூடான,qiziq
513,warm::A,இதமான,issiq
514,kalt::A,குளிர்ச்சியான,sovuq
515,kühl::A,குளிர்ச்சியான,salqin
516,frisch::A,சுத்தமான,toza
517,feucht::A,ஈரமான,namli
518,nass::A,ஈரமான,nam
519,trocken::A,உலர்ந்த,quruq
520,voll::A,நிரம்பிய,to'la
521,leer::A,காலியான,puch
522,offen::A,திறந்த,ochiq
523,geschlossen::A,மூடப்பட்ட,berk
524,sauber::A,சுத்தமான,ozoda
525,schmutzig::A,அழக்கான,kir
526,roh::A,கச்சா,xom
527,reif::A,பழுத்த,pishiq
528,lecker::A,சுவைமிக்க,shirin
529,süß::A,இனிப்பான,shirin
530,bitter::A,கசப்பான,achchiq
531,sauer::A,புளிப்பாக,achchiq
532,hell::A,பளபளப்பான,yorug'
533,dunkel::A,கருமையான,qorong'i
534,schwarz::A,கருப்பு வண்ண,qora
535,weiß::A,வெண்மையன,oq
536,rot::A,சிவப்பு,qizil
537,gelb::A,மஞ்சள் வண்ணம்,sariq
538,blau::A,நீல வண்ண,zangori
539,grün::A,பச்சை வண்ண,yashil
540,grau::A,சாம்பல் நிற,bo'z
541,bunt::A,வண்ண மயமான,ola
542,billig::A,மலிவான,arzon
543,teuer::A,விலை அதிகமான,qimmat
544,wertvoll::A,மதிப்புள்ள,qimmat
545,blind::A,பார்வையற்ற,ko'r
546,taub::A,செவிடான,garang
547,kräftig::A,வலிமையான,kuchli
548,stark::A,பலமான,quvvatli
549,schwach::A,பலவீனமான,kuchsiz
550,fett::A,பருமனாக,semiz
551,schlank::A,ஒல்லியான,ingichka
552,hübsch::A,அழகிய,ko'rkam
553,böse::A,கேடு விளைவிக்கும்,yovuz
554,dumm::A,முட்டாள்தனமான,aqlsiz
555,faul::A,சோம்பலான,ärinchak
556,fleißig::A,ஊக்கந்தளராத,ishchan
557,geizig::A,கஞேசத்தனமான,qurumsoq
558,klug::A,சாதுரியமான,oqil
559,geschickt::A,திறமையள்ள,äpchil
560,lieb::A,அன்புக்குரிய,aziz
561,lustig::A,களிப்புமிக்க,chaqchaq
562,sanft::A,சாதுவான,asta
563,hungrig::A,பசியுடன்,och
564,krank::A,நோயுற்று,kasal
565,nackt::A,ஆடையற்ற,yalang
566,traurig::A,சோகமான,xafa
567,lebendig::A,பிழைப்பு,hayotiy
568,gut::A,நல்ல,soz
569,schlecht::A,கெட்ட,yomon
570,richtig::A,சரியான,rost
571,schlimm::A,அருவருப்பான,yovuz
572,wahr::A,உண்மையான,haqiqiy
573,alt::A,பழைய,äski
574,neu::A,புதிய,yangi
575,ehemalig::A,முன்நாள்,sobiq
576,alt[Lebewesen]::A,வயதான,qari
577,jung::A,இளமையான,navqiron
578,arm::A,ஏழ்மையான,abgor
579,reich::A,செல்வம் படைத்த,boy
580,bekannt::A,பழக்கப்பட்ட,ma'lum
581,berühmt::A,புகழ்பெற்ற,mashhur
582,fremd::A,அயல் நாட்டு,yot
583,verschieden::A,வித்தியாசமான,turli
584,nah::A,பக்கத்தில் உள்ள,yaqindagi
585,fern::A,தொலை தூரத்தில்,uzoq
586,linker::A,மீந்திருக்கும்,so'l
587,rechter::A,வலதுபக்கம்,o'ng
588,anderer::A,மற்ற,boshqa
589,erster::A,முதனமையான,birinchi
590,zweiter::A,இரண்டாவது,ikkinchi
591,dritter::A,மூன்றாவது,uchinchi
592,letzter::A,கடைசி,oxirgi
593,allein::ADV,தனியாக,o'zicha
594,auf einmal::ADV,தடீரென்று,varakay
595,zusammen::ADV,சேர்ந்து,barobar
596,lange::ADV,அதிக நோம்,uzoq
597,plötzlich::ADV,தடீரென்று,qo'qqisdan
598,sofort::ADV,உடனடியாக,darrov
599,später::ADV,பிறகு,so'ngra
600,jetzt::ADV,இப்பொழது,hozirgina
601,heute::ADV,இன்று,bugun
602,morgen::ADV,நாளைக்கு,ärta
603,bald::ADV,சீக்கிரம்,toz
604,dann::ADV,அப்பொழுது,keyin
605,gestern::ADV,நேற்று,kecha
606,einst::ADV,ஒரே முறை,avvallari
607,damals::ADV,அப்பொழுது,ugal
608,danach::ADV,பிற்பாடு,so'ngra
609,vorher::ADV,முன்பாக,avval
610,zuerst::ADV,முதலில்,avval
611,einmal::ADV,ஒரே முறை,bir marta
612,manchmal::ADV,சில நேரங்களில்,onda-sonda
613,oft::ADV,அடிக்கடி,tez-tez
614,immer::ADV,எப்பொழுதும்,har vaqt
615,niemals::ADV,ஒருபோதும் இல்லை,hargiz
616,hier::ADV,இங்கே,shu erda
617,hierhin::ADV,இவ்விடத்திற்கு,beri
618,von hier::ADV,இனி,shu erdan
619,dort::ADV,அங்கே,ana
620,dorthin::ADV,அவ்விடத்திற்கு,u yerga
621,geradeaus::ADV,முன்னாலிருக்கும்,to'g'ri
622,vorwärts::ADV,முன்புறமாக,ilgari
623,rückwärts::ADV,பின்னோக்கி,qoloq
624,zurück::ADV,பின்பக்கம்,orqada
625,unten::ADV,கீழாக,pastda
626,hinab::ADV,கீழ் நோக்கி,tubanga
627,oben::ADV,மேலே,ustida
628,hinauf::ADV,மேலே,yuqorida
629,überall::ADV,எல்லா இடத்திலும்,har erda
630,nicht::ADV,இல்லை,ämas
631,ein wenig::ADV,கொஞ்சம்,biroz
632,kaum::ADV,அரிதாக,arang
633,sehr::ADV,மிக்க,ancha
634,so::ADV,மிகவும்,shunday
635,noch::ADV,இப்பொழுதும்,hali
636,nur::ADV,மட்டும்,yolg'iz
637,schon::ADV,ஏற்கனவே,endi
638,wieder::ADV,மறுபடியும்,yana
639,vergebens::ADV,வீண்,bekorga
640,vor::PRP,முன்,burun
641,hinter::PRP,பின்பக்கம்,ketida
642,unter::PRP,கீழே,ostida
643,durch::PRP,ஊடே,bo'ylab
644,neben::PRP,அடுத்து,yonida
645,zwischen::PRP,இடையில்,orada
646,wegen::PRP,ஏனெனில்,sababli
647,dies::PRN,இது,o'sha
648,das::PRN,அது,narigi
649,alles::PRN,ஒவ்வொன்றும்,har nima
650,ich::PRN,நான்,men
651,du::PRN,நீ,sen
652,er::PRN,அவன்,u
653,wir::PRN,நாம்,biz
654,wir::PRN,நாங்கள்,biz
655,ihr::PRN,நீங்கள்,siz
656,sie::PRN,அவர்கள்,ular
657,was::FPRN,என்ன,nima
658,wer::FPRN,யார்,kim
659,wo::FADV,எங்கே,qaerda
660,wohin::FADV,எதற்கு,qayerga
661,wie::FADV,எப்படி,qanday
662,warum::FADV,ஏன்,nega
663,wieviel::FNUM,எவ்வளவு,qancha
664,eins::NUM,ஒன்று,bir
665,zwei::NUM,இரண்டு,ikki
666,drei::NUM,மூன்று,uch
667,vier::NUM,நான்கு,to'rt
668,fünf::NUM,ஐந்து,besh
669,sechs::NUM,ஆறு,olti
670,sieben::NUM,ஏழு,etti
671,acht::NUM,எட்டு,sakkiz
672,neun::NUM,ஒன்பது,to'qqiz
673,zehn::NUM,பத்து,o'n
674,elf::NUM,பதினொன்று,o'n bir
675,zwölf::NUM,பன்னிரண்டு,o'n ikki
676,zwanzig::NUM,இருபது,yigirma
