,Concept_ID,cs,cs
201,Ente::N,kachna,kachna
202,Eule::N,sova,sova
203,Kranich::N,jeřáb,jeřáb
204,Krähe::N,vrána,vrána
205,Kuckuck::N,kukačka,kukačka
206,Schwan::N,labuť,labuť
207,Fisch::N,ryba,ryba
208,Barsch::N,okoun,okoun
209,Hecht::N,štika,štika
210,Schlange[Tier]::N,had,had
211,Wurm::N,červ,červ
212,Spinne::N,pavouk,pavouk
213,Ameise::N,mravenec,mravenec
214,Laus::N,veš,veš
215,Mücke::N,komár,komár
216,Fliege::N,moucha,moucha
217,Schmetterling::N,motýl,motýl
218,Beere::N,bobule,bobule
219,Apfel::N,jablko,jablko
220,Pilz::N,houba,houba
221,Zwiebel::N,cibule,cibule
222,Saat::N,osivo,osivo
223,Korn::N,zrno,zrno
224,Heu::N,seno,seno
225,Schale::N,slupka,slupka
226,Schale::N,slupka,skořápka
227,Schale::N,skořápka,slupka
228,Schale::N,skořápka,skořápka
229,Grube::N,jáma,jáma
230,Falle::N,past,past
231,Falle::N,past,léčka
232,Falle::N,léčka,past
233,Falle::N,léčka,léčka
234,Schlinge::N,smyčka,smyčka
235,Spur::N,stopa,stopa
236,Asche::N,popel,popel
237,Dreck::N,špína,špína
238,Eisen::N,železo,železo
239,Gold::N,zlato,zlato
240,Silber::N,stříbro,stříbro
241,Kohle::N,uhlí,uhlí
242,Glas::N,sklo,sklo
243,Lehm::N,jíl,jíl
244,Lehm::N,jíl,hlína
245,Lehm::N,hlína,jíl
246,Lehm::N,hlína,hlína
247,Sand::N,písek,písek
248,Mensch::N,člověk,člověk
249,Mann::N,muž,muž
250,Frau::N,žena,žena
251,Kind::N,dítě,dítě
252,Junge::N,hoch,hoch
253,Junge::N,hoch,chlapec
254,Junge::N,chlapec,hoch
255,Junge::N,chlapec,chlapec
256,Mädchen::N,děvče,děvče
257,Familie::N,rodina,rodina
258,Großvater::N,děd,děd
259,Großvater::N,děd,dědeček
260,Großvater::N,dědeček,děd
261,Großvater::N,dědeček,dědeček
262,Großmutter::N,babička,babička
263,Eltern::N,rodiče,rodiče
264,Vater::N,otec,otec
265,Mutter::N,matka,matka
266,Sohn::N,syn,syn
267,Tochter::N,dcera,dcera
268,Bruder::N,bratr,bratr
269,Schwester::N,sestra,sestra
270,Onkel::N,strýc,strýc
271,Tante::N,teta,teta
272,Ehemann::N,choť,choť
273,Ehemann::N,choť,manžel
274,Ehemann::N,manžel,choť
275,Ehemann::N,manžel,manžel
276,Ehefrau::N,choť,choť
277,Ehefrau::N,choť,manželka
278,Ehefrau::N,manželka,choť
279,Ehefrau::N,manželka,manželka
280,Freude::N,radost,radost
281,Gelächter::N,smích,smích
282,Glück::N,štěstí,štěstí
283,Kummer::N,žal,žal
284,Kummer::N,žal,trápení
285,Kummer::N,trápení,žal
286,Kummer::N,trápení,trápení
287,Wunsch::N,přání,přání
288,Lust::N,chuť,chuť
289,Geist::N,duch,duch
290,Gedanke::N,myšlenka,myšlenka
291,Gedächtnis::N,paměť,paměť
292,Verstand::N,rozum,rozum
293,Sinn::N,smysl,smysl
294,Grund::N,důvod,důvod
295,Wahrheit::N,pravda,pravda
296,Gespräch::N,rozhovor,rozhovor
297,Märchen::N,pohádka,pohádka
298,Erzählung::N,povídka,povídka
299,Nachricht::N,zpráva,zpráva
300,Neuigkeit::N,novina,novina
301,Neuigkeit::N,novina,novinka
302,Neuigkeit::N,novinka,novina
303,Neuigkeit::N,novinka,novinka
304,Name::N,jméno,jméno
305,Rätsel::N,hádanka,hádanka
306,Rede::N,řeč,řeč
307,Rede::N,řeč,proslov
308,Rede::N,proslov,řeč
309,Rede::N,proslov,proslov
310,Sprache::N,řeč,řeč
311,Sprache::N,řeč,jazyk
312,Sprache::N,jazyk,řeč
313,Sprache::N,jazyk,jazyk
314,Stimme::N,hlas,hlas
315,Wort::N,slovo,slovo
316,Zeichen::N,znamení,znamení
317,Ruf::N,zavolání,zavolání
318,Lärm::N,hluk,hluk
319,Laut::N,zvuk,zvuk
320,Ton::N,tón,tón
321,Lied::N,píseň,píseň
322,Ruhe::N,klid,klid
323,Ruhe::N,klid,pokoj
324,Ruhe::N,pokoj,klid
325,Ruhe::N,pokoj,pokoj
326,Leute::N,lidé,lidé
327,Volk::N,národ,národ
328,Arbeit::N,práce,práce
329,Gast::N,host,host
330,Geschenk::N,dar,dar
331,Spiel::N,hra,hra
332,Gesellschaft::N,společnost,společnost
333,Hilfe::N,pomoc,pomoc
334,Freund::N,přítel,přítel
335,Kamerad::N,kamarád,kamarád
336,Angelegenheit::N,záležitost,záležitost
337,Anzahl::N,počet,počet
338,Art::N,druh,druh
339,Stück::N,kus,kus
340,Stück::N,kus,kousek
341,Stück::N,kousek,kus
342,Stück::N,kousek,kousek
343,Teil::N,díl,díl
344,Teil::N,díl,část
345,Teil::N,část,díl
346,Teil::N,část,část
347,Hälfte::N,půl,půl
348,Kreis::N,kruh,kruh
349,Kreuz::N,kříž,kříž
350,Linie::N,linka,linka
351,Strich::N,čára,čára
352,Strich::N,čára,čárka
353,Strich::N,čárka,čára
354,Strich::N,čárka,čárka
355,Abstand::N,vzdálenost,vzdálenost
356,Entfernung::N,vzdálenost,vzdálenost
357,Gegend::N,krajina,krajina
358,Platz::N,prostor,prostor
359,Ort::N,místo,místo
360,Seite::N,strana,strana
361,Mitte::N,střed,střed
362,Mitte::N,střed,prostředek
363,Mitte::N,prostředek,střed
364,Mitte::N,prostředek,prostředek
365,Gegenstand::N,předmět,předmět
366,Sache::N,věc,věc
367,Rand::N,kraj,kraj
368,Rand::N,kraj,okraj
369,Rand::N,okraj,kraj
370,Rand::N,okraj,okraj
371,Kante::N,hrana,hrana
372,Ecke::N,roh,roh
373,Spitze::N,hrot,hrot
374,Spitze::N,hrot,špička
375,Spitze::N,špička,hrot
376,Spitze::N,špička,špička
377,Ende::N,konec,konec
378,Loch::N,díra,díra
379,Winkel::N,kout,kout
380,Muster::N,vzor,vzor
381,Größe::N,velikost,velikost
382,Länge::N,délka,délka
383,Höhe::N,výška,výška
384,Gewicht::N,váha,váha
385,Menge::N,množství,množství
386,Haufen::N,kupa,kupa
387,Haufen::N,kupa,hromada
388,Haufen::N,hromada,kupa
389,Haufen::N,hromada,hromada
390,Reihe::N,řada,řada
391,Reihe::N,řada,řádek
392,Reihe::N,řádek,řada
393,Reihe::N,řádek,řádek
394,Boot::N,člun,člun
395,Ruder::N,veslo,veslo
396,Schlitten::N,sáně,sáně
397,Ski::N,lyže,lyže
398,Lagerfeuer::N,táborák,táborák
399,Last::N,náklad,náklad
400,Last::N,náklad,břemeno
401,Last::N,břemeno,náklad
402,Last::N,břemeno,břemeno
403,Gang::N,chůze,chůze
404,Gang::N,chůze,chodba
405,Gang::N,chodba,chůze
406,Gang::N,chodba,chodba
407,Schritt::N,krok,krok
408,Norden::N,sever,sever
409,Süden::N,jih,jih
410,Westen::N,západ,západ
411,Osten::N,východ,východ
412,Holz::N,dřevo,dřevo
413,Brett::N,prkno,prkno
414,Platte::N,deska,deska
415,Stütze::N,opěra,opěra
416,Stange::N,tyč,tyč
417,Stange::N,tyč,tyčka
418,Stange::N,tyčka,tyč
419,Stange::N,tyčka,tyčka
420,Stock::N,hůlka,hůlka
421,Stab::N,hůl,hůl
422,Rohr::N,trubka,trubka
423,Haus::N,dům,dům
424,Heim::N,domov,domov
425,Ofen::N,kamna,kamna
426,Fußboden::N,podlaha,podlaha
427,Tisch::N,stůl,stůl
428,Stuhl::N,židle,židle
429,Wiege::N,kolébka,kolébka
430,Bett::N,postel,postel
431,Regal::N,regál,regál
432,Regal::N,regál,police
433,Regal::N,police,regál
434,Regal::N,police,police
435,Kiste::N,bedna,bedna
436,Fenster::N,okno,okno
437,Tür::N,dveře,dveře
438,Tor::N,vrata,vrata
439,Zaun::N,plot,plot
440,Dach::N,střecha,střecha
441,Leiter::N,žebřík,žebřík
442,Besen::N,koště,koště
443,Besen::N,koště,smeták
444,Besen::N,smeták,koště
445,Besen::N,smeták,smeták
446,Spaten::N,rýč,rýč
447,Schaufel::N,lopata,lopata
448,Gabel::N,vidlička,vidlička
449,Löffel::N,lžíce,lžíce
450,Messer::N,nůž,nůž
451,Nagel::N,hřebík,hřebík
452,Netz::N,síť,síť
453,Haken::N,hák,hák
454,Griff::N,držadlo,držadlo
455,Schloss::N,zámek,zámek
456,Bild::N,obraz,obraz
457,Figur::N,figura,figura
458,Puppe::N,panenka,panenka
459,Beutel::N,pytlík,pytlík
460,Bündel::N,svazek,svazek
461,Tasche::N,taška,taška
462,Tasche::N,taška,brašna
463,Tasche::N,brašna,taška
464,Tasche::N,brašna,brašna
465,Eimer::N,kýbl,kýbl
466,Eimer::N,kýbl,vědro
467,Eimer::N,vědro,kýbl
468,Eimer::N,vědro,vědro
469,Deckel::N,víko,víko
470,Deckel::N,víko,příklop
471,Deckel::N,příklop,víko
472,Deckel::N,příklop,příklop
473,Geschirr::N,nádobí,nádobí
474,Sack::N,pytel,pytel
475,Tasse::N,šálek,šálek
476,Topf::N,hrnec,hrnec
477,Kessel::N,kotel,kotel
478,Essen::N,jídlo,jídlo
479,Nahrung::N,strava,strava
480,Nahrung::N,strava,potrava
481,Nahrung::N,potrava,strava
482,Nahrung::N,potrava,potrava
483,Speise::N,jídlo,jídlo
484,Fleisch::N,maso,maso
485,Getreide::N,obilí,obilí
486,Brei::N,kaše,kaše
487,Brot::N,chléb,chléb
488,Scheibe::N,krajíc,krajíc
489,Fett::N,tuk,tuk
490,Fett::N,tuk,omastek
491,Fett::N,omastek,tuk
492,Fett::N,omastek,omastek
493,Butter::N,máslo,máslo
494,Öl::N,olej,olej
495,Salz::N,sůl,sůl
496,Suppe::N,polévka,polévka
497,Honig::N,med,med
498,Milch::N,mléko,mléko
499,Tee::N,čaj,čaj
500,Leder::N,kůže,kůže
501,Wolle::N,vlna,vlna
502,Stoff::N,látka,látka
503,Nadel::N,jehla,jehla
504,Faden::N,nit,nit
505,Knopf::N,knoflík,knoflík
506,Knoten::N,uzel,uzel
507,Farbe::N,barva,barva
508,Kleidung::N,šaty,šaty
509,Kleidung::N,šaty,šatstvo
510,Kleidung::N,šatstvo,šaty
511,Kleidung::N,šatstvo,šatstvo
512,Hemd::N,košile,košile
513,Kragen::N,límec,límec
514,Ärmel::N,rukáv,rukáv
515,Hose::N,kalhoty,kalhoty
516,Gürtel::N,pás,pás
517,Gürtel::N,pás,opasek
518,Gürtel::N,opasek,pás
519,Gürtel::N,opasek,opasek
520,Mütze::N,čepice,čepice
521,Schuh::N,bota,bota
522,Stiefel::N,holínka,holínka
523,Ring::N,prsten,prsten
524,Band::N,pásek,pásek
525,Kamm::N,hřeben,hřeben
526,Spiegel::N,zrcadlo,zrcadlo
527,Riemen::N,řemen,řemen
528,Schnur::N,šňůra,šňůra
529,Leine::N,vodítko,vodítko
530,Decke::N,pokrývka,pokrývka
531,Decke::N,pokrývka,přikrývka
532,Decke::N,přikrývka,pokrývka
533,Decke::N,přikrývka,přikrývka
534,Kissen::N,polštář,polštář
535,Tuch::N,šátek,šátek
536,Handtuch::N,ručník,ručník
537,Kraft::N,síla,síla
538,Stärke::N,síla,síla
539,Gesundheit::N,zdraví,zdraví
540,Krankheit::N,nemoc,nemoc
541,Krankheit::N,nemoc,choroba
542,Krankheit::N,choroba,nemoc
543,Krankheit::N,choroba,choroba
544,Schmerz::N,bolest,bolest
545,Wunde::N,rána,rána
546,Fieber::N,horečka,horečka
547,Arznei::N,lék,lék
548,Brücke::N,most,most
549,Brunnen::N,studna,studna
550,Weide::N,pastva,pastva
551,Weide::N,pastva,pastvina
552,Weide::N,pastvina,pastva
553,Weide::N,pastvina,pastvina
554,Pfad::N,pěšina,pěšina
555,Weg::N,cesta,cesta
556,Straße::N,silnice,silnice
557,Dorf::N,vesnice,vesnice
558,Stadt::N,město,město
559,Brief::N,dopis,dopis
560,Buch::N,kniha,kniha
561,Buchstabe::N,písmeno,písmeno
562,Zeitung::N,noviny,noviny
563,Leben::N,život,život
564,Tod::N,smrt,smrt
565,Grab::N,hrob,hrob
566,Kirche::N,kostel,kostel
567,Sünde::N,hřích,hřích
568,Gott::N,bůh,bůh
569,Arbeiter::N,dělník,dělník
570,Arbeiter::N,dělník,pracovník
571,Arbeiter::N,pracovník,dělník
572,Arbeiter::N,pracovník,pracovník
573,Chef::N,šéf,šéf
574,Chef::N,šéf,vedoucí
575,Chef::N,vedoucí,šéf
576,Chef::N,vedoucí,vedoucí
577,Meister::N,mistr,mistr
578,Arzt::N,lékař,lékař
579,Lehrer::N,učitel,učitel
580,Geld::N,peníze,peníze
581,Geschäft::N,obchod,obchod
582,Laden::N,krám,krám
583,Preis::N,cena,cena
584,Ware::N,zboží,zboží
585,Nutzen::N,užitek,užitek
586,Reichtum::N,bohatství,bohatství
587,Welt::N,svět,svět
588,Land::N,země,země
589,Staat::N,stát,stát
590,König::N,král,král
591,Macht::N,moc,moc
592,Macht::N,moc,mocnost
593,Macht::N,mocnost,moc
594,Macht::N,mocnost,mocnost
595,Grenze::N,hranice,hranice
596,Krieg::N,válka,válka
597,Feind::N,nepřítel,nepřítel
598,Gewalt::N,násilí,násilí
599,Kampf::N,boj,boj
600,Bogen[Waffe]::N,luk,luk
601,Pfeil::N,šíp,šíp
602,Gewehr::N,puška,puška
603,Gewehr::N,puška,ručnice
604,Gewehr::N,ručnice,puška
605,Gewehr::N,ručnice,ručnice
606,Fehler::N,chyba,chyba
607,Lüge::N,lež,lež
608,Schaden::N,škoda,škoda
609,Unglück::N,neštěstí,neštěstí
610,Schuld::N,vina,vina
611,Alter::N,věk,věk
612,Schluss::N,konec,konec
613,Zeit::N,čas,čas
614,Tag::N,den,den
615,Morgen::N,ráno,ráno
616,Morgen::N,ráno,jitro
617,Morgen::N,jitro,ráno
618,Morgen::N,jitro,jitro
619,Mittag::N,poledne,poledne
620,Abend::N,večer,večer
621,Nacht::N,noc,noc
622,Woche::N,týden,týden
623,Monat::N,měsíc,měsíc
624,Jahr::N,rok,rok
625,Frühling::N,jaro,jaro
626,Sommer::N,léto,léto
627,Herbst::N,podzim,podzim
628,Winter::N,zima,zima
629,Januar::N,leden,leden
630,Februar::N,únor,únor
631,März::N,březen,březen
632,April::N,duben,duben
633,Mai::N,květen,květen
634,Juni::N,červen,červen
635,Juli::N,červenec,červenec
636,August::N,srpen,srpen
637,September::N,září,září
638,Oktober::N,říjen,říjen
639,November::N,listopad,listopad
640,Dezember::N,prosinec,prosinec
641,Montag::N,pondělí,pondělí
642,Montag::N,pondělí,pondělek
643,Montag::N,pondělek,pondělí
644,Montag::N,pondělek,pondělek
645,Dienstag::N,úterý,úterý
646,Mittwoch::N,středa,středa
647,Donnerstag::N,čtvrtek,čtvrtek
648,Freitag::N,pátek,pátek
649,Samstag::N,sobota,sobota
650,Sonntag::N,neděle,neděle
651,groß::A,velký,velký
652,klein::A,malý,malý
653,lang::A,dlouhý,dlouhý
654,kurz::A,krátký,krátký
655,breit::A,široký,široký
656,schmal::A,úzký,úzký
657,dicht::A,hustý,hustý
658,dick[Gegenstand]::A,tlustý,tlustý
659,dünn::A,tenký,tenký
660,fein::A,jemný,jemný
661,fest::A,pevný,pevný
662,flach::A,plochý,plochý
663,flach::A,plochý,placatý
664,flach::A,placatý,plochý
665,flach::A,placatý,placatý
666,glatt::A,hladký,hladký
667,hart::A,tvrdý,tvrdý
668,weich::A,měkký,měkký
669,rund::A,kulatý,kulatý
670,rund::A,kulatý,okrouhlý
671,rund::A,okrouhlý,kulatý
672,rund::A,okrouhlý,okrouhlý
673,spitz::A,špičatý,špičatý
674,scharf::A,ostrý,ostrý
675,stumpf::A,tupý,tupý
676,schwer::A,těžký,těžký
677,schön::A,pěkný,pěkný
678,schön::A,pěkný,krásný
679,schön::A,krásný,pěkný
680,schön::A,krásný,krásný
681,heiß::A,horký,horký
682,warm::A,teplý,teplý
683,kalt::A,studený,studený
684,kühl::A,chladný,chladný
685,frisch::A,svěží,svěží
686,feucht::A,vlhký,vlhký
687,nass::A,mokrý,mokrý
688,trocken::A,suchý,suchý
689,voll::A,plný,plný
690,leer::A,prázdný,prázdný
691,offen::A,otevřený,otevřený
692,geschlossen::A,zavřený,zavřený
693,sauber::A,čistý,čistý
694,schmutzig::A,špinavý,špinavý
695,roh::A,syrový,syrový
696,reif::A,zralý,zralý
697,lecker::A,chutný,chutný
698,süß::A,sladký,sladký
699,bitter::A,hořký,hořký
700,sauer::A,kyselý,kyselý
701,hell::A,světlý,světlý
702,dunkel::A,temný,temný
703,schwarz::A,černý,černý
704,weiß::A,bílý,bílý
705,rot::A,rudý,rudý
706,rot::A,rudý,červený
707,rot::A,červený,rudý
708,rot::A,červený,červený
709,gelb::A,žlutý,žlutý
710,blau::A,modrý,modrý
711,grün::A,zelený,zelený
712,grau::A,šedý,šedý
713,grau::A,šedý,šedivý
714,grau::A,šedivý,šedý
715,grau::A,šedivý,šedivý
716,bunt::A,pestrý,pestrý
717,billig::A,levný,levný
718,billig::A,levný,laciný
719,billig::A,laciný,levný
720,billig::A,laciný,laciný
721,teuer::A,drahý,drahý
722,wertvoll::A,cenný,cenný
723,blind::A,slepý,slepý
724,taub::A,hluchý,hluchý
725,kräftig::A,silný,silný
726,stark::A,silný,silný
727,schwach::A,slabý,slabý
728,fett::A,tučný,tučný
729,fett::A,tučný,tlustý
730,fett::A,tlustý,tučný
731,fett::A,tlustý,tlustý
732,schlank::A,štíhlý,štíhlý
733,hübsch::A,hezký,hezký
734,böse::A,zlý,zlý
735,dumm::A,hloupý,hloupý
736,faul::A,líný,líný
737,fleißig::A,pilný,pilný
738,geizig::A,lakomý,lakomý
739,klug::A,chytrý,chytrý
740,geschickt::A,šikovný,šikovný
741,lieb::A,milý,milý
742,lustig::A,veselý,veselý
743,sanft::A,mírný,mírný
744,hungrig::A,hladový,hladový
745,krank::A,nemocný,nemocný
746,nackt::A,nahý,nahý
747,traurig::A,smutný,smutný
748,traurig::A,smutný,truchlivý
749,traurig::A,truchlivý,smutný
750,traurig::A,truchlivý,truchlivý
751,lebendig::A,živý,živý
752,gut::A,dobrý,dobrý
753,schlecht::A,špatný,špatný
754,richtig::A,pravý,pravý
755,richtig::A,pravý,správný
756,richtig::A,správný,pravý
757,richtig::A,správný,správný
758,schlimm::A,zlý,zlý
759,wahr::A,pravdivý,pravdivý
760,alt::A,starý,starý
761,neu::A,nový,nový
762,ehemalig::A,bývalý,bývalý
763,alt[Lebewesen]::A,starý,starý
764,jung::A,mladý,mladý
765,arm::A,chudý,chudý
766,reich::A,bohatý,bohatý
767,bekannt::A,známý,známý
768,berühmt::A,slavný,slavný
769,fremd::A,cizí,cizí
770,verschieden::A,různý,různý
771,verschieden::A,různý,rozličný
772,verschieden::A,rozličný,různý
773,verschieden::A,rozličný,rozličný
774,nah::A,blízký,blízký
775,fern::A,daleký,daleký
776,linker::A,levý,levý
777,rechter::A,pravý,pravý
778,anderer::A,jiný,jiný
779,erster::A,první,první
780,zweiter::A,druhý,druhý
781,dritter::A,třetí,třetí
782,letzter::A,poslední,poslední
783,allein::ADV,sám,sám
784,auf einmal::ADV,najednou,najednou
785,zusammen::ADV,spolu,spolu
786,zusammen::ADV,spolu,dohromady
787,zusammen::ADV,dohromady,spolu
788,zusammen::ADV,dohromady,dohromady
789,lange::ADV,dlouho,dlouho
790,plötzlich::ADV,vtom,vtom
791,plötzlich::ADV,vtom,náhle
792,plötzlich::ADV,náhle,vtom
793,plötzlich::ADV,náhle,náhle
794,sofort::ADV,hned,hned
795,sofort::ADV,hned,ihned
796,sofort::ADV,ihned,hned
797,sofort::ADV,ihned,ihned
798,später::ADV,později,později
799,jetzt::ADV,teď,teď
800,jetzt::ADV,teď,nyní
801,jetzt::ADV,nyní,teď
802,jetzt::ADV,nyní,nyní
803,heute::ADV,dnes,dnes
804,heute::ADV,dnes,dneska
805,heute::ADV,dneska,dnes
806,heute::ADV,dneska,dneska
807,morgen::ADV,zítra,zítra
808,bald::ADV,brzo,brzo
809,dann::ADV,pak,pak
810,dann::ADV,pak,potom
811,dann::ADV,potom,pak
812,dann::ADV,potom,potom
813,gestern::ADV,včera,včera
814,einst::ADV,kdysi,kdysi
815,damals::ADV,tehdy,tehdy
816,damals::ADV,tehdy,tenkrát
817,damals::ADV,tenkrát,tehdy
818,damals::ADV,tenkrát,tenkrát
819,danach::ADV,podle toho,podle toho
820,vorher::ADV,dříve,dříve
821,vorher::ADV,dříve,napřed
822,vorher::ADV,napřed,dříve
823,vorher::ADV,napřed,napřed
824,zuerst::ADV,nejprve,nejprve
825,zuerst::ADV,nejprve,nejdříve
826,zuerst::ADV,nejdříve,nejprve
827,zuerst::ADV,nejdříve,nejdříve
828,einmal::ADV,jednou,jednou
829,manchmal::ADV,někdy,někdy
830,oft::ADV,často,často
831,immer::ADV,vždy,vždy
832,immer::ADV,vždy,stále
833,immer::ADV,stále,vždy
834,immer::ADV,stále,stále
835,niemals::ADV,nikdy,nikdy
836,hier::ADV,zde,zde
837,hier::ADV,zde,tady
838,hier::ADV,tady,zde
839,hier::ADV,tady,tady
