,Concept_ID,es,lbe
99,Sumpf::N,pantano,кунцӏа
100,Moor::N,turbera,
101,Wiese::N,prado,кьан
102,Wiese::N,pradera,кьан
103,Wald::N,bosque,вацӏа
104,Hügel::N,colina,бакӏу
105,Anhöhe::N,cerro,
106,Berg::N,monte,зунтту
107,Berg::N,montaña,зунтту
108,Gipfel::N,cima,мицӏ
109,Gipfel::N,cumbre,мицӏ
110,Höhle::N,cueva,нух
111,Höhle::N,caverna,нух
112,Abhang::N,cuesta,сун
113,Abhang::N,declive,сун
114,Quelle::N,fuente,дайдихьу
115,Quelle::N,fuente,бакӏ
116,Quelle::N,manantial,дайдихьу
117,Quelle::N,manantial,бакӏ
118,Bach::N,arroyo,чӏрир нех
119,Fluss::N,río,нех
120,Ufer::N,orilla,зума
121,Küste::N,costa,зумаинхалу
122,Küste::N,costa,зуманицӏалу
123,Festland::N,tierra firme,кьири
124,Meer::N,mar,хьхьири
125,Bucht::N,cala,
126,Bucht::N,bahía,
127,Insel::N,isla,жазира
128,Blume::N,flor,тӏутӏи
129,Gras::N,hierba,уртту
130,Wurzel::N,raíz,мархха
131,Baum::N,árbol,мурхь
132,Stamm::N,tronco,ттарцӏ
133,Rinde::N,corteza,ккамара
134,Ast::N,rama,матӏи
135,Zweig::N,ramo,къяртта
136,Blatt::N,hoja,чӏапӏи
137,Birke::N,abedul,кӏялахӏи
138,Birke::N,abedul,кӏялахӏилул мурхь
139,Kiefer[Baum]::N,pino,ттар
140,Kiefer[Baum]::N,pino,ттарлил мурхь
141,Weide[Baum]::N,sauce,щавщи
142,Tanne::N,abeto,ттарлил мурхь
143,Horn::N,asta,хъи
144,Horn::N,cuerno,хъи
145,Feder::N,pluma,лелуххул тӏиму
146,Fell::N,piel,бурчу
147,Flügel::N,ala,хъа
148,Flügel::N,ala,ххурупӏайрал тӏиму
149,Klaue::N,garra,михь
150,Kralle::N,uña,ххяппа
151,Kralle::N,garra,ххяппа
152,Schwanz::N,cola,магъ
153,Ei::N,huevo,ккунук
154,Nest::N,nido,кюру
155,Bau::N,madriguera,цукъуккутӏ
156,Tier::N,animal,хӏайван
157,Herde::N,rebaño,газу
158,Kuh::N,vaca,оьл
159,Bulle::N,toro,ниц
160,Pferd::N,caballo,чу
161,Schaf::N,oveja,тта
162,Schwein::N,cerdo,дунгъуз
163,Hund::N,perro,ккаччи
164,Katze::N,gato,ччиту
165,Bär::N,oso,цуша
166,Eichhörnchen::N,ardilla,бюрхттукку
167,Elch::N,alce,ниц-бюрин
168,Fuchs::N,zorro,цулчӏа
169,Fuchs::N,zorro,куча цулчӏа
170,Hase::N,liebre,бюрх
171,Maus::N,ratón,кӏулу
172,Wolf::N,lobo,барцӏ
173,Vogel::N,ave,лелуххи
174,Vogel::N,pájaro,лелуххи
175,Schwarm::N,bandada,гьухъала
176,Huhn::N,gallina,аьнакӏи
177,Hahn::N,gallo,ажари
178,Gans::N,oca,къаз
179,Gans::N,ganso,къаз
180,Adler::N,águila,барзу
181,Ente::N,pato,урдак
182,Eule::N,lechuza,ису
183,Eule::N,lechuza,ччиккумяв
184,Kranich::N,grulla,кьурукь
185,Krähe::N,corneja,хъатӏу
186,Kuckuck::N,cuco,ччикку
187,Schwan::N,cisne,урттил къаз
188,Fisch::N,pez,чавахъ
189,Barsch::N,perca,
190,Hecht::N,lucio,
191,Schlange[Tier]::N,serpiente,шатта
192,Wurm::N,gusano,кьюнукьай шатта
193,Spinne::N,araña,ххялцу
194,Ameise::N,hormiga,митӏикьукьу
195,Laus::N,piojo,
196,Mücke::N,mosquito,мичӏак
197,Fliege::N,mosca,зимиз
198,Schmetterling::N,mariposa,чӏимучӏали
199,Beere::N,baya,хӏаллил ахъулсса
200,Apfel::N,manzana,гьивч
201,Pilz::N,seta,ттуккул иис
202,Pilz::N,hongo,ттуккул иис
203,Zwiebel::N,cebolla,лаччул чсмусул бакӏ
204,Saat::N,siembra,гьанна
205,Korn::N,grano,къама
206,Heu::N,heno,ххулув
207,Schale::N,cáscara,ккиртту
208,Grube::N,foso,кӏаланг
209,Falle::N,trampa,къатӏа
210,Schlinge::N,lazo,хӏатӏ
211,Spur::N,huella,ша
212,Asche::N,ceniza,лах
213,Dreck::N,suciedad,кьяркьи
214,Dreck::N,suciedad,венп
215,Eisen::N,hierro,мах
216,Gold::N,oro,муси
217,Silber::N,plata,арцу
218,Kohle::N,carbón,кӏалаш
219,Kohle::N,carbón,хъуручӏ
220,Glas::N,vidrio,пюрун
221,Glas::N,cristal,пюрун
222,Lehm::N,barro,сина аьрщи
223,Sand::N,arena,къун
224,Mensch::N,hombre,инсан
225,Mensch::N,ser humano,инсан
226,Mann::N,hombre,чув
227,Mann::N,hombre,адимина
228,Frau::N,mujer,щарсса
229,Frau::N,mujer,хъамитайпа
230,Kind::N,niño,чӏиви оьрчӏ
231,Junge::N,chico,оьрчӏ
232,Junge::N,chico,бурхьин оьрчӏ
233,Junge::N,muchacho,оьрчӏ
234,Junge::N,muchacho,бурхьин оьрчӏ
235,Mädchen::N,chica,душ
236,Mädchen::N,muchacha,душ
237,Familie::N,familia,кулпат
238,Großvater::N,abuelo,ттатта
239,Großvater::N,abuelo,ниттил ппу
240,Großmutter::N,abuela,буттал нину
241,Eltern::N,padres,нину-ппу
242,Vater::N,padre,ппу
243,Mutter::N,madre,нину
244,Sohn::N,hijo,арс
245,Tochter::N,hija,душ
246,Bruder::N,hermano,уссу
247,Schwester::N,hermana,ссу
248,Onkel::N,tío,буттауссу
249,Tante::N,tía,буттал ссу
250,Ehemann::N,esposo,лас
251,Ehefrau::N,esposa,щар
252,Ehefrau::N,esposa,щарсса
253,Freude::N,placer,шадшиву
254,Freude::N,placer,ххаришиву
255,Freude::N,alegría,шадшиву
256,Freude::N,alegría,ххаришиву
257,Gelächter::N,risa,хъяхъаву
258,Gelächter::N,carcajada,хъяхъаву
259,Glück::N,felicidad,талихӏ
260,Kummer::N,pena,дард
261,Wunsch::N,deseo,мурад
262,Lust::N,ganas,гьавас
263,Lust::N,ganas,ччаву
264,Geist::N,mente,рухӏ
265,Geist::N,espíritu,рухӏ
266,Gedanke::N,idea,пикри
267,Gedanke::N,pensamiento,пикри
268,Gedächtnis::N,memoria,дакӏний личӏаву
269,Verstand::N,razón,аькьлу
270,Verstand::N,entendimiento,аькьлу
271,Sinn::N,sentido,мяъна
272,Sinn::N,significado,мяъна
273,Grund::N,causa,багьана
274,Wahrheit::N,verdad,тӏайламур
275,Wahrheit::N,verdad,хӏакьмур
276,Gespräch::N,conversación,ихтилат
277,Märchen::N,cuento,магьа
278,Erzählung::N,cuento,хавар
279,Erzählung::N,narración,хавар
280,Nachricht::N,mensaje,хавар
281,Neuigkeit::N,noticia,хавар
282,Name::N,nombre,цӏа
283,Rätsel::N,acertijo,ссигьа
284,Rätsel::N,adivinanza,ссигьа
285,Rede::N,discurso,гъалгъа
286,Sprache::N,lengua,маз
287,Stimme::N,voz,чӏу
288,Stimme::N,voz,чӏукӏа
289,Wort::N,palabra,махъ
290,Zeichen::N,señal,лишан
291,Ruf::N,llamada,
292,Lärm::N,ruido,чӏу
293,Lärm::N,barullo,чӏу
294,Laut::N,sonido,чӏу
295,Ton::N,tono,чӏу
296,Lied::N,canción,балай
297,Ruhe::N,calma,дигьалагру
298,Ruhe::N,silencio,дигьалагру
299,Leute::N,gente,инсантал
300,Volk::N,pueblo,ил
301,Volk::N,pueblo,халкь
302,Arbeit::N,trabajo,заву
303,Gast::N,huésped,хъамаличу
304,Gast::N,invitado,хъамаличу
305,Geschenk::N,regalo,бухчакарши
306,Geschenk::N,regalo,лажинккакку
307,Spiel::N,juego,тӏуркӏу
308,Gesellschaft::N,compañía,жямат
309,Gesellschaft::N,compañía,ккуран
310,Hilfe::N,ayuda,кумаг
311,Hilfe::N,socorro,кумаг
312,Freund::N,amigo,дус
313,Kamerad::N,camarada,хӏаласу
314,Kamerad::N,compañero,хӏаласу
315,Angelegenheit::N,asunto,иш
316,Anzahl::N,cantidad,аьдад
317,Art::N,tipo,жинс
318,Art::N,clase,жинс
319,Stück::N,pieza,касак
320,Teil::N,parte,бутӏа
321,Hälfte::N,mitad,дачӏи
322,Kreis::N,círculo,кюрщан
323,Kreuz::N,cruz,ххач
324,Linie::N,línea,щва
325,Strich::N,raya,щва
326,Strich::N,trazo,щва
327,Abstand::N,distancia,манзил
328,Entfernung::N,distancia,манзил
329,Gegend::N,región,кӏану
330,Gegend::N,comarca,кӏану
331,Platz::N,espacio,
332,Ort::N,sitio,кӏану
333,Seite::N,lado,чул
334,Seite::N,lado,чулухалу
335,Seite::N,costado,чул
336,Seite::N,costado,чулухалу
337,Mitte::N,medio,дя
338,Mitte::N,centro,дя
339,Gegenstand::N,objeto,зат
340,Sache::N,cosa,зат
341,Rand::N,borde,зума
342,Kante::N,borde,
343,Ecke::N,esquina,мурцӏу
344,Spitze::N,punta,мицӏ
345,Ende::N,cabo,зума
346,Ende::N,extremo,зума
347,Loch::N,agujero,ккутӏ
348,Loch::N,abertura,ккутӏ
349,Winkel::N,ángulo,мурцӏу
350,Muster::N,dibujo,накьич
351,Größe::N,tamaño,
352,Länge::N,longitud,лахъишиву
353,Höhe::N,altura,лахъшиву
354,Höhe::N,altitud,лахъшиву
355,Gewicht::N,peso,дуццин
356,Gewicht::N,peso,кӏушиву
357,Menge::N,cantidad,
358,Haufen::N,montón,бакӏу
359,Reihe::N,fila,кьюкьа
360,Boot::N,bote,луткка
361,Boot::N,barca,луткка
362,Ruder::N,remo,весло
363,Ruder::N,remo,чӏатӏа
364,Schlitten::N,trineo,чана
365,Schlitten::N,trineo,санкка
366,Ski::N,esquí,лижарду
367,Lagerfeuer::N,hoguera,къавтӏн
368,Last::N,carga,гьиву
369,Gang::N,marcha,нанаву
370,Schritt::N,paso,ша
371,Norden::N,norte,ухссав
372,Norden::N,norte,ухссавнил чулухалу
373,Süden::N,sur,кьилва
374,Westen::N,oeste,баргълагавал
375,Westen::N,oeste,баргълагавал чул
376,Osten::N,este,баргъбуккай чулухалу
377,Holz::N,madera,тӏама
378,Brett::N,tabla,тахта
379,Platte::N,placa,гъуни
380,Platte::N,plancha,гъуни
381,Stütze::N,sostén,гьалакӏу
382,Stütze::N,soporte,гьалакӏу
383,Stange::N,vara,къазихъ
384,Stange::N,percha,къазихъ
385,Stock::N,palo,ттархь
386,Stock::N,bastón,ттархь
387,Stab::N,vara,ччантӏакъу
388,Stab::N,bastón,ччантӏакъу
389,Rohr::N,tubo,бургъу
390,Haus::N,casa,къатта
391,Heim::N,hogar,къатта
392,Ofen::N,estufa,пач
393,Fußboden::N,suelo,чӏанкъатта
394,Tisch::N,mesa,усттул
395,Stuhl::N,silla,кӏану
396,Wiege::N,cuna,оьрчӏал кӏану
397,Bett::N,cama,тах
398,Regal::N,estantería,чӏаму
399,Kiste::N,caja,яшикӏ
400,Kiste::N,caja,къурши
401,Fenster::N,ventana,чӏавахьулу
402,Tür::N,puerta,нуз
403,Tür::N,puerta,нузкьун
404,Tor::N,puerta,къапу
405,Tor::N,puerta,дарваза
406,Zaun::N,valla,дайгьузанну
407,Zaun::N,cercado,дайгьузанну
408,Dach::N,techo,магъи
409,Dach::N,techo,цӏиялу
410,Dach::N,tejado,магъи
411,Dach::N,tejado,цӏиялу
412,Leiter::N,escalera,чуртту
413,Besen::N,escoba,чӏатлу
414,Spaten::N,pala,бил
415,Schaufel::N,pala,чӏатӏа
416,Schaufel::N,paleta,чӏатӏа
417,Gabel::N,tenedor,гьиссилу
418,Löffel::N,cuchara,къуса
419,Messer::N,cuchillo,чӏила
420,Nagel::N,clavo,мяр
421,Netz::N,red,къери
422,Haken::N,gancho,къича
423,Haken::N,corchete,къича
424,Griff::N,asa,куяму
425,Griff::N,mango,куяму
426,Schloss::N,cerradura,кьункьула
427,Bild::N,imagen,сурат
428,Figur::N,figura,
429,Puppe::N,muñeca,ссихьу
430,Beutel::N,bolsa,чантай
431,Bündel::N,haz,гьи
432,Bündel::N,haz,къар
433,Tasche::N,bolso,
434,Eimer::N,cubo,бадра
435,Deckel::N,tapa,къапаза
436,Deckel::N,tapadera,къапаза
437,Geschirr::N,vajilla,пюрунчӏул
438,Geschirr::N,vajilla,тӏахӏникӏичӏу
439,Sack::N,saco,къап
440,Sack::N,saco,дарваг
441,Tasse::N,taza,пижан
442,Tasse::N,taza,пинжан
443,Tasse::N,taza,инкираччатӏи
444,Tasse::N,taza,цинцилттал бушкъап
445,Topf::N,olla,кӏункӏур
446,Topf::N,marmita,кӏункӏур
447,Kessel::N,caldera,чаг
448,Kessel::N,caldera,кӏункӏур
449,Essen::N,comida,дукия
450,Essen::N,comida,дукин
451,Nahrung::N,alimento,дукра
452,Speise::N,plato,дукра
453,Fleisch::N,carne,дикӏ
454,Getreide::N,cereales,къама
455,Brei::N,puré,ккурч
456,Brei::N,papilla,ккурч
457,Brot::N,pan,ччатӏ
458,Scheibe::N,lonja,парча
459,Scheibe::N,rebanada,парча
460,Fett::N,grasa,аьгъушиву
461,Butter::N,mantequilla,нагь
462,Butter::N,mantequilla,лагаву
463,Öl::N,aceite,
464,Salz::N,sal,цӏву
465,Suppe::N,sopa,накь
466,Honig::N,miel,ницӏ
467,Milch::N,leche,накӏ
468,Tee::N,té,чяй
469,Leder::N,cuero,бурчу
470,Wolle::N,lana,ппал
471,Stoff::N,tela,янна
472,Stoff::N,tejido,янна
473,Nadel::N,aguja,ххалаххи
474,Faden::N,hilo,ххал
475,Knopf::N,botón,банд
476,Knoten::N,nudo,къурхъ
477,Farbe::N,pintura,сир
478,Kleidung::N,ropa,янна
479,Kleidung::N,ropa,лаххия
480,Kleidung::N,vestidos,янна
481,Kleidung::N,vestidos,лаххия
482,Hemd::N,camisa,гьухъа
483,Kragen::N,cuello,дарвач
484,Ärmel::N,manga,кахха
485,Hose::N,pantalón,хӏажак
486,Gürtel::N,cinturón,мухӏлу
487,Mütze::N,gorro,кьяпа
488,Schuh::N,zapato,
489,Stiefel::N,bota,чакма
490,Ring::N,anillo,кӏисса
491,Band::N,cinta,линт
492,Kamm::N,peine,ттарал
493,Spiegel::N,espejo,дагьани
494,Riemen::N,correa,эн
495,Schnur::N,cuerda,хьхьа
496,Leine::N,correa,
497,Decke::N,manta,виргъан
498,Kissen::N,almohada,кӏаралу
499,Tuch::N,pañuelo,карщи
500,Handtuch::N,toalla,калихьу
501,Handtuch::N,toalla,лажинлихьу
502,Kraft::N,fuerza,эллаж
503,Stärke::N,fuerza,гуж
504,Gesundheit::N,salud,цӏуллу-сагъшиву
505,Krankheit::N,enfermedad,къашайшиву
506,Schmerz::N,dolor,къюву
507,Wunde::N,llaga,щаву
508,Wunde::N,herida,щаву
509,Fieber::N,fiebre,кӏиришиву
510,Arznei::N,medicina,дару
511,Arznei::N,medicamento,дару
512,Brücke::N,puente,ламу
513,Brunnen::N,pozo,къуй
514,Weide::N,pasto,бизантту
515,Pfad::N,sendero,жегъир ххуллу
516,Weg::N,camino,ххуллу
517,Straße::N,vía,ххуллу
518,Straße::N,carretera,ххуллу
519,Dorf::N,aldea,щар
520,Dorf::N,aldea,шяравалу
521,Dorf::N,pueblo,щар
522,Dorf::N,pueblo,шяравалу
523,Stadt::N,ciudad,шагьру
524,Brief::N,carta,чагъар
525,Buch::N,libro,лу
526,Buchstabe::N,letra,хӏарп
527,Buchstabe::N,carácter,хӏарп
528,Zeitung::N,diario,кказит
529,Zeitung::N,periódico,кказит
530,Leben::N,vida,оьрму
531,Tod::N,muerte,ажал
532,Tod::N,muerte,бивкӏу
533,Tod::N,muerte,ивчӏаву
534,Grab::N,tumba,гьав
535,Grab::N,sepulcro,гьав
536,Kirche::N,iglesia,килиса
537,Sünde::N,pecado,бунагъ
538,Gott::N,dios,зал
539,Arbeiter::N,obrero,зузала
540,Arbeiter::N,trabajador,зузала
541,Chef::N,jefe,ялувма
542,Meister::N,maestro,усттар
543,Arzt::N,médico,хӏакин
544,Lehrer::N,profesor,учитель
545,Geld::N,dinero,арцу
546,Geschäft::N,negocio,даву
547,Laden::N,tienda,ттучан
548,Preis::N,precio,багъа
549,Ware::N,mercancía,хъус
550,Nutzen::N,provecho,хайр
551,Nutzen::N,provecho,мюнпат
552,Reichtum::N,riqueza,давлат
553,Reichtum::N,riqueza,аваданшиву
554,Welt::N,mundo,дуниял
555,Land::N,país,билаят
556,Staat::N,Estado,паччахӏлугъ
557,König::N,rey,
558,Macht::N,poder,власть
559,Macht::N,potencia,власть
560,Grenze::N,frontera,дазу
561,Krieg::N,guerra,дяъви
562,Feind::N,enemigo,душман
563,Gewalt::N,violencia,къия
564,Kampf::N,lucha,лачӏуи уккаву
565,Kampf::N,combate,лачӏуи уккаву
566,Bogen[Waffe]::N,arco,ккуртта
567,Pfeil::N,flecha,чӏатӏаракӏ
568,Gewehr::N,fusil,ттупанг
569,Gewehr::N,escopeta,ттупанг
570,Fehler::N,error,гъалатӏ
571,Lüge::N,mentira,щялмахъ
572,Schaden::N,daño,зарал
573,Unglück::N,desgracia,бала
574,Schuld::N,culpa,тахсир
575,Alter::N,edad,оьрму
576,Schluss::N,fin,ахир
577,Schluss::N,final,ахир
578,Zeit::N,tiempo,чӏун
579,Tag::N,día,кьини
580,Morgen::N,mañana,кӏюрх
581,Mittag::N,mediodía,ахттайн
582,Mittag::N,mediodía,дяахттайн
583,Mittag::N,mediodía,ахттайн чӏун
584,Abend::N,noche,маркӏачӏан
585,Nacht::N,noche,хьхьу
586,Woche::N,semana,нюжмар
587,Monat::N,mes,барз
588,Jahr::N,año,шин
589,Frühling::N,primavera,инт
590,Sommer::N,verano,гъи
591,Herbst::N,otoño,ссут
592,Winter::N,invierno,кӏи
593,Januar::N,enero,цалчинмур барз
594,Februar::N,febrero,кӏилчинмур барз
595,März::N,marzo,шамилчинмур барз
596,April::N,abril,апрель
597,April::N,abril,мукьилчинмур барз
598,Mai::N,mayo,май
599,Mai::N,mayo,ххюлчинмур барз
600,Juni::N,junio,июнь
601,Juni::N,junio,ряххилчинмур барз
602,Juli::N,julio,июль
603,Juli::N,julio,Арулчинмур барз
604,August::N,agosto,мяйлчинмур барз
605,September::N,septiembre,урчӏилчинмур барз
606,Oktober::N,octubre,ацӏилчинмур барз
607,November::N,noviembre,ацӏния цалчинмур барз
608,Dezember::N,diciembre,ацӏния кӏилчинмур барз
609,Montag::N,lunes,итин
610,Montag::N,lunes,итин кьини
611,Dienstag::N,martes,тталат
612,Dienstag::N,martes,тталат кьини
613,Mittwoch::N,miércoles,арвахӏ
614,Donnerstag::N,jueves,хамис
615,Freitag::N,viernes,нюжмар
616,Freitag::N,viernes,нюжмар кьини
617,Samstag::N,sábado,ххуллун
618,Samstag::N,sábado,ххуллун кьини
619,Sonntag::N,domingo,алхӏат
620,Sonntag::N,domingo,алхӏат кьини
621,groß::A,grande,бугъарасса
622,klein::A,pequeño,чӏивисса
623,lang::A,largo,лахъисса
624,kurz::A,corto,кутӏасса
625,breit::A,ancho,уттасса
626,schmal::A,estrecho,уттакӏюласса
627,dicht::A,denso,ццунсса
628,dick[Gegenstand]::A,grueso,ганзсса
629,dünn::A,fino,кӏюласса
630,dünn::A,delgado,кӏюласса
631,fein::A,fino,
632,fein::A,delicado,
633,fest::A,firme,цӏакьсса
634,fest::A,firme,кьянкьасса
635,fest::A,sólido,цӏакьсса
636,fest::A,sólido,кьянкьасса
637,flach::A,plano,баягъисса
638,flach::A,plano,цӏубакъасса
639,flach::A,plano,куртӏ дакъасса
640,glatt::A,liso,дюрчӏусса
641,hart::A,duro,кьянкьасса
642,weich::A,muelle,кӏукӏлусса
643,rund::A,redondo,ккурккисса
644,spitz::A,agudo,ярксса
645,spitz::A,agudo,дайлсса
646,spitz::A,agudo,мицӏ бусса
647,spitz::A,apuntado,ярксса
648,spitz::A,apuntado,дайлсса
649,spitz::A,apuntado,мицӏ бусса
650,scharf::A,agudo,ярксса
651,scharf::A,agudo,дайлсса
652,scharf::A,agudo,мицӏ бусса
653,scharf::A,afilado,ярксса
654,scharf::A,afilado,дайлсса
655,scharf::A,afilado,мицӏ бусса
656,stumpf::A,sin filo,къуркъасса
657,schwer::A,pesado,кӏусса
658,schön::A,bello,аьнтӏикӏасса
659,schön::A,hermoso,аьнтӏикӏасса
660,heiß::A,caluroso,кӏирисса
661,warm::A,cálido,гъелисса
662,warm::A,caliente,гъелисса
663,kalt::A,frío,дяркъусса
664,kühl::A,fresco,дюхлулсса
665,frisch::A,fresco,цӏусса
666,feucht::A,húmedo,атилсса
667,feucht::A,húmedo,хъавтусса
668,nass::A,mojado,атилсса
669,nass::A,mojado,хъавтусса
670,trocken::A,seco,кьавкьсса
671,trocken::A,seco,кьакьан бувсса
672,voll::A,lleno,бувцӏусса
673,leer::A,vacío,бачӏвасса
674,offen::A,abierto,тӏивтӏусса
675,geschlossen::A,cerrado,лавкьусса
676,sauber::A,limpio,марцӏсса
677,schmutzig::A,sucio,чапалсса
678,roh::A,crudo,шакъавхьсса
679,reif::A,maduro,дирсса
680,lecker::A,rico,нахӏусса
681,lecker::A,rico,тӏааьнсса
682,lecker::A,sabroso,нахӏусса
683,lecker::A,sabroso,тӏааьнсса
684,süß::A,dulce,нацӏусса
685,bitter::A,amargo,кьурчӏисса
686,sauer::A,agrio,туршсса
687,hell::A,claro,чаннасса
688,dunkel::A,oscuro,цӏансса
689,schwarz::A,negro,лухӏисса
690,weiß::A,blanco,кӏяласса
691,rot::A,rojo,ятӏулсса
692,gelb::A,amarillo,хъахъисса
693,blau::A,azul,някӏсса
694,grün::A,verde,щюлисса
695,grau::A,gris,оьрусса
696,bunt::A,multicolor,оьрчӏикӏурисса
697,billig::A,barato,кьювкьусса
698,teuer::A,caro,ххирасса
699,wertvoll::A,valioso,багьасса
700,wertvoll::A,precioso,багьасса
701,blind::A,ciego,мурчӏисса
702,taub::A,sordo,къюкӏсса
703,kräftig::A,fuerte,гужсса
704,stark::A,fuerte,кьянкьасса
705,stark::A,vigoroso,кьянкьасса
706,schwach::A,débil,заэвсса
707,fett::A,obeso,бучсса
708,schlank::A,esbelto,бювхъусса
709,hübsch::A,mono,янусса
710,hübsch::A,guapo,янусса
711,böse::A,malo,оьсса
712,dumm::A,tonto,ахӏмакьсса
713,dumm::A,estúpido,ахӏмакьсса
714,faul::A,vago,танмалсса
715,faul::A,vago,курчӏилсса
716,faul::A,perezoso,танмалсса
717,faul::A,perezoso,курчӏилсса
718,fleißig::A,aplicado,хӏарачат бусса
719,fleißig::A,diligente,хӏарачат бусса
720,geizig::A,avaro,янттарцӏансса
721,klug::A,sensato,аькьлу бусса
722,klug::A,inteligente,аькьлу бусса
723,geschickt::A,hábil,паргалсса
724,lieb::A,querido,аьзизсса
725,lustig::A,alegre,тяхъасса
726,sanft::A,suave,иминсса
727,hungrig::A,hambriento,ккашилсса
728,krank::A,enfermo,къашавайсса
729,nackt::A,desnudo,кӏачӏасса
730,traurig::A,triste,пашмансса
731,lebendig::A,vivo,уттавасса
732,lebendig::A,viviente,уттавасса
733,gut::A,bueno,ххуйсса
734,schlecht::A,malo,оьккисса
735,richtig::A,justo,саргъунсса
736,richtig::A,correcto,саргъунсса
737,schlimm::A,malo,оьккисса
738,schlimm::A,grave,оьккисса
739,wahr::A,verídico,хӏакьсса
740,wahr::A,verdadero,хӏакьсса
741,alt::A,viejo,кугьнасса
742,neu::A,nuevo,цӏусса
743,ehemalig::A,antiguo,хъхъичӏвасса
744,alt[Lebewesen]::A,viejo,агьилсса
745,jung::A,joven,чӏавасса
746,jung::A,joven,жагьилсса
747,arm::A,pobre,мискинсса
748,reich::A,rico,авадансса
749,bekannt::A,conocido,дусъсса
750,berühmt::A,famoso,машгьурсса
751,berühmt::A,célebre,машгьурсса
752,fremd::A,extraño,чил
753,verschieden::A,diverso,личӏи-личӏисса
754,verschieden::A,distinto,личӏи-личӏисса
755,verschieden::A,diferente,личӏи-личӏисса
756,nah::A,cercano,гъансса
757,fern::A,lejano,архсса
758,linker::A,izquierdo,кияхсса
759,linker::A,izquierdo,кюччахсса
760,rechter::A,derecho,урчӏахсса
761,anderer::A,otro,цамур
762,erster::A,primero,цалчинмур
763,erster::A,primero,цалчиннсса
