,Concept_ID,mhr,mn
110,Tropfen::N,чӱча́лтыш,дусал
111,Schaum::N,шоҥ,хөөс
112,Schmutz::N,лавыра́,хир
113,Schmutz::N,лавыра́,шавхай
114,See::N,ер,нуур
115,Sumpf::N,лӱ́кӧ,намаг
116,Sumpf::N,лӱ́кӧ,балчиг
117,Moor::N,куп,хүлрийн намаг
118,Wiese::N,о́лык,нуга
119,Wald::N,чодыра́,ой
120,Hügel::N,арка́,болдог
121,Anhöhe::N,тӧва́,гүвээ
122,Anhöhe::N,кӱкшака́,гүвээ
123,Berg::N,ку́рык,уул
124,Gipfel::N,чаҥга́,орой
125,Gipfel::N,чаҥга́,оргил
126,Gipfel::N,курыкву́й,орой
127,Gipfel::N,курыкву́й,оргил
128,Höhle::N,пеще́р,агуй
129,Höhle::N,курыкпо́мыш,агуй
130,Abhang::N,та́йыл,хүр
131,Quelle::N,важ,булаг
132,Quelle::N,вӱдшинча́,булаг
133,Bach::N,изэҥе́р,горхи
134,Fluss::N,эҥе́р,гол
135,Fluss::N,эҥе́р,мөрөн
136,Ufer::N,сер,эрэг
137,Küste::N,вӱдтӱ́р,эрэг
138,Festland::N,мла́нде,хуурай газар
139,Meer::N,те́ҥыз,далай
140,Meer::N,те́ҥыз,тэнгис
141,Bucht::N,икса́,булан
142,Bucht::N,икса́,далайн тохой
143,Insel::N,отро́,арал
144,Blume::N,пеле́дыш,цэцэг
145,Gras::N,шу́до,өвс
146,Gras::N,шу́до,ногоо
147,Wurzel::N,вож,үндэс
148,Baum::N,пуше́ҥге,мод
149,Stamm::N,йы́тыр,иш
150,Stamm::N,йы́тыр,гуалин
151,Rinde::N,шӱм,холтос
152,Ast::N,укш,гишүү
153,Zweig::N,торма́к,салаа
154,Blatt::N,лышта́ш,навч
155,Birke::N,куэ́,хус
156,Kiefer[Baum]::N,пӱ́нчӧ,нарс
157,Weide[Baum]::N,уа́,уд
158,Weide[Baum]::N,уа́,бургас
159,Tanne::N,кож,гачуур
160,Horn::N,шур,эвэр
161,Feder::N,пы́стыл,өд
162,Fell::N,кова́ште,арьс
163,Flügel::N,шу́лдыр,жигүүр
164,Flügel::N,шу́лдыр,далавч
165,Klaue::N,кӱч,савар
166,Klaue::N,кӱч,хумс
167,Kralle::N,ла́па,савар
168,Kralle::N,копа́,савар
169,Schwanz::N,поч,сүүл
170,Ei::N,му́но,өндөг
171,Nest::N,пыжа́ш,үүр
172,Bau::N,пыжа́ш,нүх
173,Bau::N,пыжа́ш,элүү
174,Tier::N,я́нлык,амьтан
175,Tier::N,я́нлык,адгуус
176,Tier::N,живо́тный,амьтан
177,Tier::N,живо́тный,адгуус
178,Herde::N,кӱ́тӱ,сүрэг
179,Herde::N,тӱшка́,сүрэг
180,Kuh::N,ушка́л,үнээ
181,Bulle::N,ӱ́шкыж,бух
182,Pferd::N,и́мне,морь
183,Pferd::N,и́мне,адуу
184,Schaf::N,шо́рык,хонь
185,Schwein::N,сӧсна́,гахай
186,Hund::N,пий,нохой
187,Katze::N,пы́рыс,муур
188,Katze::N,пы́рыс,мигуй
189,Bär::N,маска́,баавгай
190,Eichhörnchen::N,ур,хэрэм
191,Elch::N,шо́рдо,хандгай
192,Fuchs::N,ры́выж,үнэг
193,Hase::N,мера́ҥ,туулай
194,Maus::N,коля́,хулгана
195,Wolf::N,пи́ре,чоно
196,Vogel::N,ка́йык,шувуу
197,Schwarm::N,каша́к,сүрэг
198,Huhn::N,чы́ве,тахиа
199,Hahn::N,агыта́н,эр тахиа
200,Gans::N,ко́мбо,галуу
201,Adler::N,карагу́ш,бүргэд
202,Ente::N,лу́до,нугас
203,Eule::N,тумна́,ууль
204,Kranich::N,турня́,тогоруу
205,Krähe::N,кора́к,хэрээ
206,Kuckuck::N,куку́,хөхөө
207,Schwan::N,йӱ́ксӧ,хун
208,Fisch::N,кол,загас
209,Barsch::N,ола́ҥге,алгана
210,Hecht::N,нуж,цурхай
211,Hecht::N,чорта́н,цурхай
212,Schlange[Tier]::N,ки́шке,могой
213,Wurm::N,шукш,өт
214,Wurm::N,шукш,хорхой
215,Spinne::N,эҥыре́мыш,аалз
216,Ameise::N,ку́тко,шоргоолж
217,Laus::N,тий,бөөс
218,Mücke::N,шыҥа́,шумуул
219,Fliege::N,ка́рме,ялаа
220,Schmetterling::N,лы́ве,эрвээхэй
221,Beere::N,мӧр,жимсгэнэ
222,Apfel::N,олма́,алим
223,Pilz::N,по́ҥго,мөөг
224,Zwiebel::N,шога́н,сонгино
225,Saat::N,нӧ́шмӧ,тариа
226,Saat::N,туш,тариа
227,Korn::N,шу́рно,үр
228,Korn::N,шу́рно,мөхлөг
229,Heu::N,шу́до,өвс
230,Schale::N,шӱм,хальс
231,Grube::N,выне́м,алам
232,Grube::N,выне́м,нүх
233,Falle::N,лӧ́дӧ,хавх
234,Falle::N,лӧ́дӧ,занга
235,Schlinge::N,о́птыш,урхи
236,Schlinge::N,шӧрга́лтыш,урхи
237,Spur::N,кыша́,мөр
238,Asche::N,ло́мыж,үнс
239,Dreck::N,лавыра́,хир
240,Eisen::N,кӱ́ртньӧ,төмөр
241,Gold::N,шӧ́ртньӧ,алт
242,Silber::N,ший,мөнгө
243,Kohle::N,мландышӱ́й,нүүрс
244,Glas::N,янда́,шил
245,Lehm::N,шун,шавар
246,Sand::N,ошма́,элс
247,Mensch::N,еҥ,хүн
248,Mensch::N,айде́ме,хүн
249,Mann::N,пӧръе́ҥ,эр
250,Mann::N,пӧръе́ҥ,эрэгтэй
251,Frau::N,ӱдырама́ш,эмэгтэй
252,Frau::N,ӱдырама́ш,хатагтай
253,Kind::N,аза́,хүүхэд
254,Junge::N,рве́зе,хүү
255,Mädchen::N,ӱдыра́ш,охин
256,Mädchen::N,ӱдыра́ш,бүсгүй
257,Familie::N,еш,айл
258,Großvater::N,коча́,өвгөн аав
259,Großmutter::N,кова́,эмэг эх
260,Großmutter::N,кова́,эмгээ
261,Eltern::N,ача́-ава́,эцэг эх
262,Vater::N,ача́,аав
263,Vater::N,ача́,эцэг
264,Mutter::N,ава́,эх
265,Mutter::N,ава́,ээж
266,Sohn::N,э́рге,хүү
267,Tochter::N,ӱ́дыр,охин
268,Bruder::N,иза́,ах
269,Bruder::N,иза́,дүү
270,Bruder::N,шо́льо,ах
271,Bruder::N,шо́льо,дүү
272,Schwester::N,ака́,эгч
273,Schwester::N,ака́,охин дүү
274,Onkel::N,иза́,авга ах
275,Onkel::N,иза́,нагац ах
276,Tante::N,кока́,авга эгч
277,Tante::N,кока́,нагац эгч
278,Ehemann::N,мари́й,нөхөр
279,Ehefrau::N,ва́те,эхнэр
280,Ehefrau::N,ва́те,гэргий
281,Freude::N,куа́н,баяр
282,Freude::N,куа́н,баясгалан
283,Freude::N,куаныма́ш,баяр
284,Freude::N,куаныма́ш,баясгалан
285,Gelächter::N,во́штылтыш,инээдэм
286,Glück::N,пиа́л,жаргалан
287,Kummer::N,о́йго,гаслан
288,Wunsch::N,ку́мыл,ерөөл
289,Lust::N,ку́мыл,дур
290,Lust::N,ку́мыл,хүсэл
291,Geist::N,ӧрт,оюун
292,Geist::N,чон,оюун
293,Gedanke::N,ой,сэтгэл
294,Gedanke::N,шоныма́ш,сэтгэл
295,Gedächtnis::N,шарныма́ш,ой
296,Gedächtnis::N,шарныма́ш,цээж
297,Verstand::N,уш,ухаан
298,Sinn::N,смысл,утга
299,Grund::N,ама́л,учир
300,Wahrheit::N,чын,үнэн
301,Gespräch::N,мутланыма́ш,яриа
302,Märchen::N,йома́к,явган үлгэр
303,Erzählung::N,ойлыма́ш,тууж
304,Nachricht::N,увертарыма́ш,мэдээ
305,Neuigkeit::N,уве́р,сонин
306,Name::N,лӱм,нэр
307,Rätsel::N,ту́што,оньсого
308,Rede::N,ойлыма́ш,хэлсэн үг
309,Sprache::N,йы́лме,хэл
310,Stimme::N,йӱк,дуу
311,Wort::N,ой,үг
312,Wort::N,мут,үг
313,Zeichen::N,ти́ште,тамга
314,Zeichen::N,ти́ште,тэмдэг
315,Zeichen::N,знак,тамга
316,Zeichen::N,знак,тэмдэг
317,Ruf::N,ӱжма́ш,дуудлага
318,Lärm::N,лӱшкыма́ш,шуугиан
319,Lärm::N,лӱшкыма́ш,чимээ
320,Lärm::N,йӱк-йӱа́н,шуугиан
321,Lärm::N,йӱк-йӱа́н,чимээ
322,Laut::N,йӱк,анир
323,Laut::N,йӱк,дуу
324,Ton::N,йӱксе́м,авиа
325,Ton::N,йӱксе́м,аялгуу
326,Lied::N,му́ро,дуу
327,Ruhe::N,ты́мык,энх
328,Ruhe::N,ты́мык,тайван
329,Leute::N,еҥ-влак,хүмүүс
330,Volk::N,ка́лык,улс
331,Arbeit::N,паша́,ажил
332,Arbeit::N,паша́,хөдөлмөр
333,Gast::N,уна́,зочин
334,Gast::N,уна́,айлчин
335,Geschenk::N,пӧле́к,бэлэг
336,Spiel::N,мо́дыш,наадам
337,Spiel::N,мо́дыш,тоглоом
338,Spiel::N,модма́ш,наадам
339,Spiel::N,модма́ш,тоглоом
340,Gesellschaft::N,тӱшка́,хамт байх
341,Hilfe::N,по́лыш,тусламж
342,Freund::N,таҥ,найз
343,Freund::N,таҥ,нөхөр
344,Freund::N,йолта́ш,найз
345,Freund::N,йолта́ш,нөхөр
346,Kamerad::N,таҥ,хань
347,Kamerad::N,таҥ,нөхөр
348,Angelegenheit::N,паша́,хэрэг
349,Anzahl::N,чот,тоо
350,Art::N,вид,төрөл
351,Art::N,вид,янз
352,Stück::N,ка́тыш,хэсэг
353,Stück::N,ла́стык,хэсэг
354,Teil::N,ужа́ш,хувь
355,Teil::N,ужа́ш,хэсэг
356,Hälfte::N,пел,хагас
357,Hälfte::N,пе́ле,хагас
358,Kreis::N,ты́ртыш,тойрог
359,Kreis::N,ты́ртыш,хүрээ
360,Kreuz::N,ыре́с,загалмай
361,Linie::N,ли́ний,шугам
362,Strich::N,коре́ш,зураас
363,Abstand::N,кокла́,зай
364,Entfernung::N,тора́,зай
365,Entfernung::N,тора́,хол ойр
366,Entfernung::N,ку́жыт,зай
367,Entfernung::N,ку́жыт,хол ойр
368,Gegend::N,кунде́м,хавь
369,Gegend::N,кунде́м,газар
370,Platz::N,ку́мдык,зай
371,Platz::N,ку́мдык,завсар
372,Ort::N,вер,газар
373,Ort::N,вер,байр
374,Ort::N,о́лмо,газар
375,Ort::N,о́лмо,байр
376,Seite::N,ӧ́рдыж,тал
377,Seite::N,ӧ́рдыж,этгээд
378,Mitte::N,покше́л,төв
379,Mitte::N,покше́л,дунд
380,Gegenstand::N,наста́,юм
381,Sache::N,наста́,үйл
382,Sache::N,наста́,хэрэг
383,Rand::N,тӱр,зах
384,Rand::N,тӱр,хөвөө
385,Kante::N,тӱр,ирмэг
386,Ecke::N,лук,өнцөг
387,Spitze::N,вуй,үзүүр
388,Ende::N,муча́ш,зах
389,Ende::N,муча́ш,үзүүр
390,Loch::N,рож,цоорхой
391,Loch::N,рож,онгорхой
392,Winkel::N,лук,өнцөг
393,Muster::N,пеза́к,хээ
394,Muster::N,пеза́к,угалз
395,Muster::N,узо́р,хээ
396,Muster::N,узо́р,угалз
397,Muster::N,ӱ́лгӧ,хээ
398,Muster::N,ӱ́лгӧ,угалз
399,Größe::N,кӱ́кшыт,хэмжээ
400,Länge::N,ку́тыш,урт
401,Höhe::N,кӱ́кшыт,өндөр
402,Gewicht::N,не́лыт,жин
403,Menge::N,чот,тоо
404,Haufen::N,кы́шыл,бөөн
405,Reihe::N,рада́м,эгнээ
406,Boot::N,пуш,завь
407,Ruder::N,эшка́к,сэлүүр
408,Schlitten::N,тер,чарга
409,Schlitten::N,изде́р,чарга
410,Ski::N,е́че,цана
411,Lagerfeuer::N,туло́то,түүдэг
412,Last::N,нӧ́лтыш,ачаа
413,Gang::N,ошкылма́ш,явдал
414,Schritt::N,о́шкыл,алхам
415,Norden::N,йӱдйыма́л,умар
416,Süden::N,кечывалве́л,урд
417,Süden::N,кечывалве́л,өмнө
418,Westen::N,касве́л,өрнө
419,Westen::N,касве́л,баруун
420,Osten::N,эрве́л,зүүн
421,Osten::N,эрве́л,дорно
422,Holz::N,пу,мод
423,Brett::N,оҥа́,банз
424,Platte::N,аста́р,хавтан
425,Stütze::N,чара́к,тулгуур
426,Stütze::N,чара́к,тулга
427,Stange::N,лома́ш,сургааг
428,Stock::N,тоя́,саваа
429,Stab::N,вара́,таяг
430,Stab::N,кашта́,таяг
431,Rohr::N,пуч,хоолой
432,Haus::N,пӧрт,гэр
433,Haus::N,пӧрт,байшин
434,Heim::N,мӧ́ҥгӧ,гэр
435,Ofen::N,комака́,зуух
436,Ofen::N,комака́,пийшин
437,Fußboden::N,кӱва́р,шал
438,Tisch::N,ӱсте́л,ширээ
439,Stuhl::N,пӱке́н,сандал
440,Wiege::N,шепка́,өлгий
441,Bett::N,ва́кшыш,ор
442,Regal::N,шӧ́рлык,тавиур
443,Kiste::N,шо́ндык,авдар
444,Kiste::N,шо́ндык,хайрцаг
445,Kiste::N,я́шлык,авдар
446,Kiste::N,я́шлык,хайрцаг
447,Fenster::N,окна́,гэгээвч
448,Tür::N,омса́,үүд
449,Tür::N,омса́,хаалга
450,Tor::N,капка́,хаалга
451,Zaun::N,сава́р,хашаа
452,Dach::N,леве́дыш,дээвэр
453,Leiter::N,тошка́лтыш,шат
454,Besen::N,ӱштерво́штыр,хамуур
455,Besen::N,ӱштерво́штыр,туужуу
456,Spaten::N,ко́льмо,хүрз
457,Schaufel::N,сово́к,хүрз
458,Schaufel::N,су́ско,хүрз
459,Gabel::N,ви́лке,сэрээ
460,Löffel::N,па́не,халбага
461,Löffel::N,совла́,халбага
462,Messer::N,кӱ́зӧ,хутга
463,Nagel::N,пуда́,хадаас
464,Netz::N,вапш,өөш
465,Netz::N,вапш,тор
466,Haken::N,са́гыле,гох
467,Griff::N,кыл,иш
468,Griff::N,кыл,сэнж
469,Schloss::N,кӧгӧ́н,цуурга
470,Schloss::N,кӧгӧ́н,цоож
471,Bild::N,сӱре́т,зураг
472,Figur::N,фигу́р,баримал
473,Puppe::N,курча́к,хүүхэлдэй
474,Beutel::N,меша́к,агсаа
475,Beutel::N,меша́к,уут
476,Bündel::N,арша́ш,боодол
477,Tasche::N,сумка́,цүнх
478,Eimer::N,ведра́,хөнөг
479,Eimer::N,ведра́,хувин
480,Deckel::N,ко́мдыш,таг
481,Deckel::N,ко́мдыш,хавхаг
482,Geschirr::N,а́те,сав суулга
483,Sack::N,куль,шуудай
484,Sack::N,меша́к,шуудай
485,Tasse::N,чу́кыр,аяга
486,Tasse::N,чашка́,аяга
487,Topf::N,ми́ске,тогоо
488,Kessel::N,под,тогоо
489,Essen::N,ко́чкыш,идээ
490,Nahrung::N,ку́рго,хүнс
491,Speise::N,ко́чкыш,идээ
492,Fleisch::N,шыл,мах
493,Getreide::N,шу́рно,будаа
494,Brei::N,пу́чымыш,богшмол
495,Brei::N,пу́чымыш,будаа
496,Brot::N,ки́нде,талх
497,Scheibe::N,ка́тыш,зүсэм
498,Scheibe::N,ка́тыш,хэрчим
499,Fett::N,коя́,өөх
500,Butter::N,ӱй,тос
501,Öl::N,ӱй,тос
502,Salz::N,шинча́л,давс
503,Suppe::N,шӱр,шөл
504,Honig::N,мӱй,бал
505,Milch::N,шӧр,сүү
506,Tee::N,чай,цай
507,Leder::N,сура́н,арьс
508,Leder::N,сура́н,савхи
509,Leder::N,шӱ́штӧ,арьс
510,Leder::N,шӱ́штӧ,савхи
511,Wolle::N,пун,ноос
512,Wolle::N,пун,унгас
513,Stoff::N,куэ́м,бөс
514,Stoff::N,посто́,бөс
515,Nadel::N,и́ме,зүү
516,Faden::N,шӱ́ртӧ,боолт
517,Faden::N,шӱ́ртӧ,утас
518,Knopf::N,по́лдыш,товч
519,Knoten::N,пышке́м,зангилаа
520,Farbe::N,чия́,будаг
521,Kleidung::N,чие́м,хувцас
522,Kleidung::N,вурге́м,хувцас
523,Hemd::N,ту́выр,цамц
524,Kragen::N,сога́,зах заам
525,Ärmel::N,шокш,ханцуй
526,Hose::N,йола́ш,өмд
527,Gürtel::N,ӱ́штӧ,бүс
528,Mütze::N,упш,малгай
529,Mütze::N,упш,бүрх
530,Schuh::N,боти́нке,туфли
531,Stiefel::N,кем,гутал
532,Ring::N,шерга́ш,бөгж
533,Band::N,тасма́,тууз
534,Band::N,ле́нте,тууз
535,Kamm::N,шерге́,сам
536,Spiegel::N,вошто́нчыш,толь
537,Riemen::N,кӱзанӱ́штӧ,тасам
538,Riemen::N,кӱзанӱ́штӧ,сур
539,Schnur::N,кере́м,татлага
540,Schnur::N,кандыра́,татлага
541,Leine::N,вӱра́ҥ,оосор
542,Decke::N,леве́дыш,хөнжил
543,Decke::N,леве́дыш,хучлага
544,Decke::N,одея́л,хөнжил
545,Decke::N,одея́л,хучлага
546,Kissen::N,кӱ́пчык,дэр
547,Tuch::N,шо́выч,алчуур
548,Tuch::N,шо́выч,даавуу
549,Handtuch::N,со́лык,алчуур
550,Kraft::N,вий,чадал
551,Kraft::N,вий,хүч
552,Kraft::N,куа́т,чадал
553,Kraft::N,куа́т,хүч
554,Stärke::N,куа́т,эрч
555,Stärke::N,куа́т,тэнхээ
556,Stärke::N,карма́н,эрч
557,Stärke::N,карма́н,тэнхээ
558,Gesundheit::N,таза́лык,бие
559,Gesundheit::N,таза́лык,эрүүл мэнд
560,Krankheit::N,чер,эмгэг
561,Schmerz::N,ко́рштыш,өвчин
562,Wunde::N,су́сыр,шарх
563,Fieber::N,йӱштыму́ж,халуун
564,Fieber::N,лихора́дке,халуун
565,Arznei::N,эм,эм
566,Brücke::N,кӱва́р,гүүр
567,Brunnen::N,вӱдвыне́м,худаг
568,Weide::N,нурше́р,бэлчээр
569,Pfad::N,йолго́рно,жим
570,Pfad::N,йолго́рно,зөрөг
571,Pfad::N,сокма́к,жим
572,Pfad::N,сокма́к,зөрөг
573,Weg::N,ко́рно,зам
574,Weg::N,ко́рно,харгуй
575,Straße::N,ко́рно,зам
576,Straße::N,ко́рно,харгуй
577,Dorf::N,ял,тосгон
578,Dorf::N,ял,гацаа
579,Stadt::N,ола́,хот
580,Brief::N,се́рыш,захидал
581,Brief::N,се́рыш,захиа
582,Buch::N,книга́,ном
583,Buch::N,книга́,бичиг
584,Buchstabe::N,буква́,үсэг
585,Zeitung::N,газе́т,сонин
586,Leben::N,и́лыш,амь
587,Leben::N,и́лыш,амьдрал
588,Tod::N,колыма́ш,үхэл
589,Grab::N,шӱга́р,булш
590,Kirche::N,че́рке,сүм
591,Sünde::N,су́лык,нүгэл
592,Sünde::N,су́лык,хилэнц
593,Gott::N,ю́мо,бурхан
594,Arbeiter::N,паша́зе,ажилчин
595,Arbeiter::N,паша́зе,хөдөлмөрчин
596,Chef::N,тӧра́,дарга
597,Meister::N,маста́р,дархан
598,Arzt::N,врач,эмч
599,Lehrer::N,ту́ныктышо,багш
600,Geld::N,окса́,цаас
601,Geld::N,окса́,мөнгө
602,Geschäft::N,сатулыма́ш,наймаа
603,Laden::N,ке́выт,дэлгүүр
604,Preis::N,ак,үнэ
605,Ware::N,сату́,таваар
606,Ware::N,сату́,бараа
607,Nutzen::N,пайда́,ашиг
608,Reichtum::N,поя́нлык,баялаг
609,Welt::N,тӱня́,дэлхий
610,Welt::N,тӱня́,орчлон
611,Land::N,эл,улс
612,Land::N,эл,орон
613,Staat::N,кугыжа́ныш,төр
614,Staat::N,кугыжа́ныш,гүрэн
615,König::N,кугыжа́,ван
616,Macht::N,власть,засаг
617,Grenze::N,грани́ца,хил
618,Krieg::N,сар,дайн
619,Feind::N,тушма́н,дайсан
620,Gewalt::N,виешлыма́ш,хүчирхэх
621,Kampf::N,кредалма́ш,тэмцэл
622,Kampf::N,кредалма́ш,байлдаан
623,Bogen[Waffe]::N,юҥе́ж,нум
624,Pfeil::N,пикш,годил
625,Pfeil::N,пикш,сум
626,Gewehr::N,пыча́л,буу
627,Fehler::N,йо́ҥылыш,эндэл
628,Fehler::N,йо́ҥылыш,алдаа
629,Lüge::N,шоя́к,худал
630,Schaden::N,зия́н,хор
631,Schaden::N,зия́н,хөнөөл
632,Unglück::N,эҥге́к,гай
633,Unglück::N,эҥге́к,гамшиг
634,Schuld::N,тита́к,гэм
635,Schuld::N,тита́к,буруу
636,Schuld::N,йола́,гэм
637,Schuld::N,йола́,буруу
638,Alter::N,ийго́т,нас
639,Schluss::N,муча́ш,эцэс
640,Schluss::N,муча́ш,төгсгөл
641,Zeit::N,жап,цаг
642,Zeit::N,па́гыт,цаг
643,Tag::N,ке́че,өдөр
644,Morgen::N,эр,өглөө
645,Mittag::N,кечыва́л,үд
646,Abend::N,кас,үдэш
647,Nacht::N,йӱд,шөнө
648,Woche::N,арня́,долоо хоног
649,Monat::N,ты́лзе,сар
650,Jahr::N,ий,жил
651,Frühling::N,шо́шо,хавар
652,Sommer::N,кеҥе́ж,зун
653,Herbst::N,шы́же,намар
654,Winter::N,те́ле,өвөл
655,Januar::N,шоркыйол,нэгдүгээр сар
656,Januar::N,идалыкву́й,нэгдүгээр сар
657,Januar::N,янва́рь,нэгдүгээр сар
658,Februar::N,пургыж,хоёрдугаар сар
659,Februar::N,февра́ль,хоёрдугаар сар
660,März::N,ӱярня,гуравдугаар сар
661,März::N,март,гуравдугаар сар
662,April::N,апре́ль,дөрөвдүгээр сар
663,Mai::N,ага,тавдугаар сар
664,Mai::N,май,тавдугаар сар
665,Juni::N,пеледыш,зургаадугаар сар
666,Juni::N,ию́нь,зургаадугаар сар
667,Juli::N,сӱрем,долдугаар сар
668,Juli::N,ию́ль,долдугаар сар
669,August::N,сорла,наймдугаар сар
670,August::N,агарма́н,наймдугаар сар
671,August::N,а́вгуст,наймдугаар сар
672,September::N,идым,есдүгээр сар
673,September::N,сентя́брь,есдүгээр сар
674,Oktober::N,шыжа,аравдугаар сар
675,Oktober::N,октя́брь,аравдугаар сар
676,November::N,кылме тылзе,арван нэгдүгээр сар
677,November::N,ноя́брь,арван нэгдүгээр сар
678,Dezember::N,дека́брь,арван хоёрдугаар сар
679,Montag::N,шо́чмо,даваа
680,Dienstag::N,ку́шкыжмо,мягмар
681,Mittwoch::N,вӱрге́че,лхагва
682,Donnerstag::N,изарня́,пүрэв
683,Freitag::N,кугарня́,баасан
684,Samstag::N,шуматке́че,бямба
685,Sonntag::N,рушарня́,ням
686,groß::A,кугу́,их
687,groß::A,кугу́,том
688,klein::A,изи́,бага
689,klein::A,изи́,жаахан
690,lang::A,кужу́,урт
691,kurz::A,кӱ́чык,охор
692,kurz::A,кӱ́чык,богино
693,breit::A,кумда́,өргөн
694,schmal::A,а́ҥысыр,уйтан
695,schmal::A,а́ҥысыр,нарийн
696,dicht::A,ну́гыдо,нягт
697,dicht::A,ну́гыдо,чигжүү
698,dick[Gegenstand]::A,кӱ́жгӧ,зузаан
699,dünn::A,ви́чкыж,нимгэн
700,fein::A,ты́гыде,нарийн
701,fest::A,чо́ткыдо,бөх
702,fest::A,чо́ткыдо,хатуу
703,flach::A,лапка́,хавтгай
704,glatt::A,яклака́,цагаан
705,hart::A,пе́ҥгыде,хатуу
706,weich::A,пу́шкыдо,зөөлөн
707,rund::A,йырге́шке,дугуй
708,rund::A,йырге́шке,дугариг
709,spitz::A,коша́р,шовх
710,spitz::A,коша́р,шовгор
711,scharf::A,пӱ́сӧ,хурц
712,scharf::A,пӱ́сӧ,иртэй
713,stumpf::A,токма́к,мохоо
714,schwer::A,не́ле,хүнд
715,schön::A,сы́лне,гуа
