,Concept_ID,sl,fa
134,Küste::N,obála,ساحل
135,Küste::N,obréžje,ساحل
136,Festland::N,celína,خشکی
137,Festland::N,kopnína,خشکی
138,Meer::N,mórje,دریا
139,Bucht::N,zalív,خلیج
140,Insel::N,ôtok,جزیره
141,Blume::N,cvetlíca,گل
142,Gras::N,tráva,علف
143,Wurzel::N,korenína,ریشه
144,Baum::N,drevó,درخت
145,Stamm::N,dêblo,تنه
146,Rinde::N,lúbje,توژ
147,Rinde::N,lúbje,پوست
148,Rinde::N,skórja,توژ
149,Rinde::N,skórja,پوست
150,Ast::N,véja,شاخه
151,Zweig::N,véja,شاخه
152,Blatt::N,líst,برگ
153,Birke::N,bréza,غان
154,Kiefer[Baum]::N,bòr,کاج
155,Weide[Baum]::N,vŕba,بید
156,Tanne::N,hója,صنوبر
157,Horn::N,róg,شاخ
158,Feder::N,peró,پر
159,Fell::N,kŕzno,خز
160,Flügel::N,krílo,پر
161,Flügel::N,krílo,بال
162,Klaue::N,párkelj,چنگ
163,Klaue::N,párkelj,پنجه
164,Kralle::N,krémpelj,پنجه
165,Schwanz::N,rèp,دم
166,Ei::N,jájce,تخم
167,Nest::N,gnézdo,لانه
168,Bau::N,brlòg,بنا
169,Bau::N,brlòg,ساختمان
170,Tier::N,živál,هیوان
171,Herde::N,čréda,رمه
172,Kuh::N,kráva,گاو
173,Bulle::N,bìk,گاو نر
174,Pferd::N,kònj,اسب
175,Schaf::N,ôvca,گوسفند
176,Schwein::N,svínja,خوک
177,Hund::N,pès,سگ
178,Katze::N,máčka,گربه
179,Bär::N,mêdved,خرس
180,Eichhörnchen::N,véverica,سنجاب
181,Elch::N,lós,گوزن شمالی
182,Fuchs::N,lisíca,روباه
183,Hase::N,zájec,خرگوش
184,Maus::N,mìš,موش
185,Wolf::N,vólk,گرگ
186,Vogel::N,ptìč,پرنده
187,Vogel::N,ptíca,پرنده
188,Schwarm::N,játa,دسته
189,Huhn::N,kokóš,مرغ
190,Hahn::N,petêlin,خروس
191,Gans::N,gós,غاز
192,Adler::N,ôrel,عقاب
193,Ente::N,ráca,اردک
194,Ente::N,ráca,مرغابی
195,Eule::N,sôva,جغد
196,Kranich::N,žerjàv,درنا
197,Krähe::N,vrána,زاغ
198,Krähe::N,vrána,کلاغ
199,Kuckuck::N,kúkavica,فاخته
200,Schwan::N,labód,قو
201,Fisch::N,ríba,ماهی
202,Barsch::N,ostríž,ماهی خاردار
203,Hecht::N,ščúka,اردک ماهی
204,Schlange[Tier]::N,káča,مار
205,Wurm::N,čr̀v,کرم
206,Wurm::N,glísta,کرم
207,Spinne::N,pájek,عنکبوت
208,Ameise::N,mrávlja,مورچه
209,Laus::N,úš,شپش
210,Mücke::N,komár,پشه
211,Fliege::N,múha,مگس
212,Schmetterling::N,metúlj,پروانه
213,Beere::N,jágoda,گیله
214,Apfel::N,jábolko,سیب
215,Pilz::N,góba,قارچ
216,Zwiebel::N,čebúla,پیاز
217,Saat::N,séme,بذر
218,Korn::N,zŕno,تخم
219,Korn::N,zŕno,دانه
220,Heu::N,senó,علف خشک
221,Schale::N,lupína,پوست
222,Grube::N,jáma,گودال
223,Falle::N,pást,دام
224,Schlinge::N,zánka,حلقه
225,Schlinge::N,pêtlja,حلقه
226,Spur::N,sléd,رد
227,Asche::N,pepél,خاکستر
228,Dreck::N,bláto,کثافت
229,Eisen::N,želézo,آهن
230,Gold::N,zlató,زر
231,Gold::N,zlató,طلا
232,Silber::N,srebró,نقره
233,Kohle::N,ógel,زغال
234,Glas::N,stêklo,شیشه
235,Lehm::N,ílo,گل
236,Sand::N,pések,شن
237,Sand::N,pések,ماسه
238,Mensch::N,člôvek,آدم
239,Mensch::N,člôvek,انسان
240,Mann::N,móž,مرد
241,Mann::N,môški,مرد
242,Frau::N,gospá,زن
243,Frau::N,žénska,زن
244,Kind::N,déte,بچه
245,Kind::N,déte,کودک
246,Kind::N,otròk,بچه
247,Kind::N,otròk,کودک
248,Junge::N,fànt,پسر
249,Junge::N,déček,پسر
250,Mädchen::N,deklè,دختر
251,Mädchen::N,déklica,دختر
252,Familie::N,družína,فامیل
253,Familie::N,družína,خانواده
254,Großvater::N,dèd,پدربزرگ
255,Großvater::N,dédek,پدربزرگ
256,Großmutter::N,bábica,مادر‌بزرگ
257,Eltern::N,stárši,والدین
258,Eltern::N,stárši,پدر‌و‌مادر
259,Vater::N,ôče,پدر
260,Mutter::N,máma,مادر
261,Sohn::N,sín,پسر
262,Tochter::N,hčí,دختر
263,Tochter::N,hčérka,دختر
264,Bruder::N,bràt,برادر
265,Schwester::N,sêstra,خواهر
266,Onkel::N,újec,عمو
267,Onkel::N,újec,دایی
268,Onkel::N,stríc,عمو
269,Onkel::N,stríc,دایی
270,Tante::N,têta,عمه
271,Tante::N,têta,خاله
272,Tante::N,strína,عمه
273,Tante::N,strína,خاله
274,Ehemann::N,móž,همسر
275,Ehemann::N,sopróg,همسر
276,Ehefrau::N,žêna,همسر
277,Ehefrau::N,sopróga,همسر
278,Freude::N,rádost,شادی
279,Freude::N,vesêlje,شادی
280,Gelächter::N,sméh,خنده
281,Gelächter::N,sméh,قاه‌قاه
282,Gelächter::N,grohòt,خنده
283,Gelächter::N,grohòt,قاه‌قاه
284,Glück::N,sréča,اقبال
285,Kummer::N,gorjé,غم
286,Kummer::N,gorjé,غصه
287,Wunsch::N,žêlja,آرزو
288,Lust::N,poželênje,هوس
289,Geist::N,dúša,روح
290,Gedanke::N,mísel,فکر
291,Gedächtnis::N,pámet,حافظه
292,Sinn::N,pomèn,معنا
293,Sinn::N,pomèn,مفهوم
294,Sinn::N,smísel,معنا
295,Sinn::N,smísel,مفهوم
296,Grund::N,vzròk,سبب
297,Grund::N,vzròk,دلیل
298,Wahrheit::N,resníca,حقیقت
299,Gespräch::N,pogóvor,صحبت
300,Gespräch::N,pogóvor,گفتگو
301,Märchen::N,právljica,قصه
302,Märchen::N,právljica,افسانه
303,Erzählung::N,povést,داستان
304,Nachricht::N,sporočílo,خبر
305,Neuigkeit::N,novóst,خبر تازه
306,Name::N,imé,اسم
307,Rätsel::N,ugánka,معما
308,Rede::N,góvor,سخن
309,Sprache::N,jêzik,زبان
310,Stimme::N,glás,صدا
311,Wort::N,beséda,کلمه
312,Zeichen::N,znák,نشان
313,Zeichen::N,znák,علامت
314,Ruf::N,klíc,صدا
315,Lärm::N,hrúp,هیاهو
316,Lärm::N,trúšč,هیاهو
317,Laut::N,glás,صدا
318,Ton::N,tón,آهنگ
319,Lied::N,pésem,آواز
320,Lied::N,pésem,ترانه
321,Ruhe::N,pokòj,آرامش
322,Leute::N,ljudjé,مردم
323,Volk::N,národ,خلق
324,Arbeit::N,délo,کار
325,Gast::N,gòst,مهمان
326,Geschenk::N,darílo,هدیه
327,Spiel::N,ígra,بازی
328,Gesellschaft::N,drúžba,جمعیت
329,Hilfe::N,pomóč,کمک
330,Freund::N,prijátelj,دوست
331,Kamerad::N,továriš,رفیق
332,Angelegenheit::N,zadéva,امر
333,Angelegenheit::N,zadéva,قضیه
334,Anzahl::N,števílo,عده
335,Anzahl::N,števílo,شمار
336,Art::N,vŕsta,نوع
337,Stück::N,kós,تکه
338,Stück::N,kós,قطعه
339,Teil::N,dél,بخش
340,Teil::N,dél,قسمت
341,Hälfte::N,polovíca,نیم
342,Kreis::N,króg,حلقه
343,Kreis::N,króg,دایره
344,Kreis::N,kolobár,حلقه
345,Kreis::N,kolobár,دایره
346,Kreuz::N,kríž,صلیب
347,Linie::N,próga,خط
348,Linie::N,próga,سطر
349,Strich::N,čŕta,خط
350,Abstand::N,preslédek,فاصله
351,Entfernung::N,oddáljenost,مسافت
352,Gegend::N,kràj,منطقه
353,Gegend::N,dežêla,منطقه
354,Platz::N,prôstor,گنجایش
355,Ort::N,mésto,جا
356,Ort::N,mésto,محل
357,Ort::N,mésto,مکان
358,Seite::N,bòk,طرف
359,Seite::N,strán,طرف
360,Mitte::N,sredína,وسط
361,Mitte::N,sredína,میان
362,Gegenstand::N,prédmet,چیز
363,Sache::N,réč,چیز
364,Sache::N,stvár,چیز
365,Rand::N,kràj,کنار
366,Rand::N,kràj,حاشیه
367,Kante::N,rób,لبه
368,Ecke::N,vogál,گوشه
369,Spitze::N,óst,سر
370,Spitze::N,óst,نوک
371,Ende::N,kônec,ته
372,Ende::N,kônec,آخر
373,Loch::N,lúknja,سوراخ
374,Winkel::N,kót,کنج
375,Muster::N,vzórec,نقش
376,Größe::N,veličína,قد
377,Größe::N,veličína,بزرگی
378,Länge::N,dolžína,طول
379,Höhe::N,vršína,بلندی
380,Gewicht::N,téža,وزن
381,Menge::N,količína,مقدار
382,Menge::N,količína,اندازه
383,Haufen::N,kùp,توده
384,Haufen::N,kopíca,توده
385,Reihe::N,níz,ردیف
386,Reihe::N,vŕsta,ردیف
387,Boot::N,čóln,قایق
388,Ruder::N,vêslo,پارو
389,Schlitten::N,saní,سورتمه
390,Ski::N,smučí,اسکی
391,Lagerfeuer::N,táborni ôgenj,آتش
392,Last::N,tôvor,بار
393,Last::N,tôvor,سنگینی
394,Gang::N,hòd,راه رفتن
395,Schritt::N,korák,قدم
396,Norden::N,séver,شمال
397,Süden::N,júg,جنوب
398,Westen::N,zapàd,غرب
399,Osten::N,vzhòd,شرق
400,Holz::N,lés,چوب
401,Brett::N,deskà,تخته
402,Platte::N,plôča,صفحه
403,Stütze::N,opóra,تکیه
404,Stütze::N,zaslómba,تکیه
405,Stange::N,gréd,میله
406,Stock::N,pálica,چوب
407,Stab::N,pálica,عصا
408,Rohr::N,cév,لوله
409,Haus::N,híša,منزل
410,Heim::N,dóm,خانه
411,Heim::N,dóm,کاشانه
412,Ofen::N,péč,بخاری
413,Fußboden::N,pòd,کف اتاق
414,Tisch::N,míza,میز
415,Stuhl::N,stòl,صندلی
416,Wiege::N,zíbel,گهواره
417,Bett::N,póstelja,تختخواب
418,Regal::N,políca,قفسه
419,Kiste::N,zabòj,صندوق
420,Fenster::N,ôkno,پنجره
421,Tür::N,vráta,در
422,Tür::N,vráta,درب
423,Tor::N,velíka vráta,دروازه
424,Zaun::N,ográja,حصار
425,Dach::N,stréha,بام
426,Leiter::N,léstev,نردبان
427,Besen::N,mêtla,جارو
428,Spaten::N,lopáta,بیل
429,Schaufel::N,lopáta,بیل
430,Schaufel::N,lopáta,پارو
431,Gabel::N,vílice,چنگال
432,Löffel::N,žlíca,قاشق
433,Messer::N,nòž,کارد
434,Nagel::N,žebèlj,میخ
435,Netz::N,mréža,تور
436,Netz::N,mréža,شبکه
437,Haken::N,kljúka,قلاب
438,Griff::N,ročáj,دسته
439,Griff::N,oprijèm,دسته
440,Schloss::N,ključávnica,قفل
441,Bild::N,slíka,عکس
442,Bild::N,slíka,تصویر
443,Figur::N,figúra,تندیس
444,Figur::N,postáva,تندیس
445,Puppe::N,lútka,عروسک
446,Beutel::N,môšnja,کیسه
447,Bündel::N,cúla,بسته
448,Bündel::N,svéženj,بسته
449,Tasche::N,tórba,کیف
450,Tasche::N,tobôlec,کیف
451,Eimer::N,vêdro,سطل
452,Deckel::N,pokròv,در
453,Deckel::N,poklópec,در
454,Geschirr::N,posóda,ظرف
455,Sack::N,vréča,گونی
456,Tasse::N,skodélica,فنجان
457,Topf::N,lônec,دیگ
458,Topf::N,lônec,قابلمه
459,Kessel::N,kôtel,دیگ
460,Essen::N,hrána,خوراک
461,Nahrung::N,živílo,غذا
462,Speise::N,jéd,خوراک
463,Fleisch::N,mesó,گوشت
464,Getreide::N,žíto,غله
465,Brei::N,káša,فرنی
466,Brei::N,káša,حریره
467,Brot::N,krùh,نان
468,Scheibe::N,réženj,قاچ
469,Scheibe::N,réženj,لزگه
470,Fett::N,mást,چربی
471,Fett::N,maščôba,چربی
472,Butter::N,máslo,کره
473,Öl::N,ólje,روغن
474,Salz::N,sól,نمک
475,Suppe::N,júha,آش
476,Suppe::N,júha,سوپ
477,Honig::N,méd,عسل
478,Milch::N,mléko,شیر
479,Tee::N,čáj,چای
480,Leder::N,úsnje,چرم
481,Wolle::N,vólna,پشم
482,Stoff::N,blagó,پارچه
483,Nadel::N,ígla,سوزن
484,Faden::N,nít,نخ
485,Knopf::N,gúmb,دکمه
486,Knoten::N,vôzel,گره
487,Farbe::N,bárva,رنگ
488,Kleidung::N,obléka,لباس
489,Kleidung::N,obléka,پوشاک
490,Hemd::N,srájca,پیراهن
491,Kragen::N,ovrátnik,یقه
492,Ärmel::N,rokáv,آستین
493,Hose::N,hláče,شلوار
494,Gürtel::N,pás,کمر‌بند
495,Mütze::N,kápa,کلاه
496,Mütze::N,čépica,کلاه
497,Schuh::N,čévelj,کفش
498,Stiefel::N,škórenj,چکمه
499,Ring::N,pŕstan,حلقه
500,Ring::N,pŕstan,انگشتر
501,Band::N,trák,نوار
502,Band::N,trák,روبان
503,Kamm::N,glavník,شانه
504,Spiegel::N,zrcálo,آینه
505,Spiegel::N,ogledálo,آینه
506,Riemen::N,jêrmen,تسمه
507,Schnur::N,vŕvca,ریسمان
508,Leine::N,konôpec,قلاده
509,Decke::N,odéja,پتو
510,Kissen::N,blazína,بالش
511,Tuch::N,pŕt,شال
512,Tuch::N,rúta,شال
513,Handtuch::N,brisáča,حوله
514,Kraft::N,síla,نیرو
515,Stärke::N,jákost,زور
516,Gesundheit::N,zdrávje,سلامتی
517,Gesundheit::N,zdrávje,تندرستی
518,Krankheit::N,bolézen,بیماری
519,Schmerz::N,ból,درد
520,Schmerz::N,bolečína,درد
521,Wunde::N,rána,زخم
522,Fieber::N,vročína,تب
523,Arznei::N,lék,دارو
524,Arznei::N,zdravílo,دارو
525,Brücke::N,móst,پل
526,Brunnen::N,vodnják,چاه
527,Weide::N,páša,چراگاه
528,Pfad::N,stezà,راه
529,Weg::N,pót,راه
530,Weg::N,pót,طریق
531,Straße::N,césta,راه
532,Straße::N,césta,جاده
533,Dorf::N,vás,ده
534,Dorf::N,vás,روستا
535,Stadt::N,mésto,شهر
536,Brief::N,písmo,نامه
537,Buch::N,knjíga,کتاب
538,Buchstabe::N,čŕka,حرف
539,Zeitung::N,čásnik,روزنامه
540,Leben::N,življênje,عمر
541,Leben::N,življênje,زندگی
542,Tod::N,smŕt,مرگ
543,Grab::N,gròb,گور
544,Grab::N,gròb,مزار
545,Kirche::N,cérkev,کلیسا
546,Sünde::N,gréh,بزه
547,Sünde::N,gréh,گناه
548,Gott::N,bóg,خدا
549,Arbeiter::N,délavec,کارگر
550,Chef::N,šéf,رئیس
551,Meister::N,mójster,استاد
552,Arzt::N,zdravník,پزشک
553,Lehrer::N,učítelj,معلم
554,Lehrer::N,učítelj,آموزگار
555,Geld::N,denár,پول
556,Geschäft::N,kupčíja,کار
557,Geschäft::N,kupčíja,بیزنس
558,Laden::N,trgovína,دکان
559,Laden::N,trgovína,مغازه
560,Preis::N,céna,بها
561,Preis::N,céna,قیمت
562,Ware::N,róba,جنس
563,Ware::N,róba,کالا
564,Nutzen::N,príd,مزیت
565,Nutzen::N,príd,امتیاز
566,Reichtum::N,bogástvo,مال
567,Reichtum::N,bogástvo,ثروت
568,Welt::N,svét,دنیا
569,Land::N,dežêla,کشور
570,Land::N,dežêla,مملکت
571,Staat::N,držáva,دولت
572,König::N,králj,شاه
573,König::N,králj,پادشاه
574,Macht::N,oblást,قدرت
575,Macht::N,oblást,اختیار
576,Grenze::N,mêja,مرز
577,Krieg::N,vôjna,جنگ
578,Feind::N,sovrážnik,دشمن
579,Gewalt::N,nasílje,زور
580,Gewalt::N,nasílje,خشونت
581,Kampf::N,bòj,نبرد
582,Kampf::N,bòj,مبارزه
583,Kampf::N,bórba,نبرد
584,Kampf::N,bórba,مبارزه
585,Bogen[Waffe]::N,lók,کمان
586,Pfeil::N,puščíca,تیر
587,Gewehr::N,púška,تفنگ
588,Fehler::N,zmóta,غلط
589,Fehler::N,zmóta,اشتباه
590,Lüge::N,láž,دروغ
591,Schaden::N,okvára,آسیب
592,Schaden::N,okvára,خسارت
593,Unglück::N,nesréča,بلا
594,Schuld::N,krívda,گناه
595,Schuld::N,krívda,تقصیر
596,Alter::N,dôba,سن
597,Alter::N,dôba,عمر
598,Schluss::N,kônec,انتها
599,Zeit::N,čàs,وقت
600,Zeit::N,čàs,زمان
601,Tag::N,dán,روز
602,Morgen::N,jútro,صبح
603,Mittag::N,póldan,ظهر
604,Abend::N,večér,شب
605,Abend::N,večér,عصر
606,Nacht::N,nóč,شب
607,Woche::N,téden,هفته
608,Monat::N,mésec,ماه
609,Jahr::N,léto,سال
610,Frühling::N,pomlád,بهار
611,Sommer::N,polétje,تابستان
612,Herbst::N,jesén,پاییز
613,Winter::N,zíma,زمستان
614,Januar::N,jánuar,ژانویه
615,Februar::N,fébruar,فوریه
616,März::N,márec,مارس
617,April::N,apríl,آوریل
618,Mai::N,máj,مه
619,Juni::N,júnij,ژوئن
620,Juli::N,júlij,ژویه
621,August::N,avgúst,اوت
622,September::N,septêmber,سپتامبر
623,Oktober::N,október,اکتبر
624,November::N,novêmber,نوامبر
625,Dezember::N,decémber,دسامبر
626,Montag::N,ponedéljek,دو‌شنبه
627,Dienstag::N,tôrek,سه‌شنبه
628,Mittwoch::N,sréda,چهار‌شنبه
629,Donnerstag::N,četŕtek,پنج شنبه
630,Freitag::N,pétek,جمعه
631,Samstag::N,sobóta,شنبه
632,Sonntag::N,nedélja,یکشنبه
633,groß::A,vêlik,بزرگ
634,klein::A,májhen,کوچک
635,lang::A,dólg,بلند
636,kurz::A,krátek,کوتاه
637,breit::A,širòk,پهن
638,schmal::A,ózek,تنگ
639,schmal::A,ózek,نازک
640,dicht::A,góst,چگال
641,dicht::A,góst,انبوه
642,dick[Gegenstand]::A,dêbel,ضخیم
643,dünn::A,tánek,نازک
644,fein::A,drôben,ریز
645,fein::A,drôben,باریک
646,fest::A,tŕden,محکم
647,flach::A,plán,صاف
648,flach::A,plán,مسطح
649,flach::A,plòsk,صاف
650,flach::A,plòsk,مسطح
651,glatt::A,gládek,لیز
652,hart::A,tŕd,سفت
653,weich::A,mehák,نرم
654,weich::A,mehák,ملایم
655,rund::A,okrógel,گرد
656,spitz::A,šílast,تیز
657,spitz::A,šílast,نوک‌تیز
658,scharf::A,óster,تیز
659,scharf::A,óster,برنده
660,stumpf::A,tóp,کند
661,stumpf::A,skŕhan,کند
662,schwer::A,têžek,سنگین
663,schön::A,lép,زیبا
664,schön::A,krásen,زیبا
665,heiß::A,vròč,داغ
666,warm::A,tôpel,گرم
667,kalt::A,mŕzel,سرد
668,kalt::A,hláden,سرد
669,kühl::A,hláden,خنک
670,frisch::A,svéž,تازه
671,feucht::A,vlážen,مرطوب
672,nass::A,móker,تر
673,nass::A,móker,خیش
674,trocken::A,súh,خشک
675,voll::A,póln,پر
676,leer::A,prázen,خالی
677,offen::A,odpŕt,باز
678,geschlossen::A,zapŕt,بسته
679,sauber::A,číst,پاک
680,sauber::A,číst,تمیز
681,sauber::A,líčen,پاک
682,sauber::A,líčen,تمیز
683,schmutzig::A,umázan,کثیف
684,schmutzig::A,umázan,آلوده
685,roh::A,suròv,خام
686,reif::A,zrèl,رسیده
687,lecker::A,okúsen,لذیذ
688,lecker::A,okúsen,خوشمزه
689,süß::A,sládek,شیرین
690,bitter::A,grenák,تلخ
691,sauer::A,kísel,ترش
692,hell::A,svetèl,روشن
693,dunkel::A,temèn,تاریک
694,schwarz::A,čŕn,سیاه
695,weiß::A,bél,سفید
696,rot::A,rdèč,سرخ
697,rot::A,rdèč,قرمز
698,gelb::A,žólt,زرد
699,gelb::A,rumèn,زرد
700,blau::A,móder,آبی
701,grün::A,zelèn,سبز
702,grau::A,sív,طوسی
703,grau::A,sív,خاکستری
704,bunt::A,písan,رنگارنگ
705,billig::A,pocéni,ارزان
706,teuer::A,drág,گران
707,wertvoll::A,dragocén,قیمتی
708,wertvoll::A,dragocén,گرانبها
709,blind::A,slép,کور
710,blind::A,slép,نابینا
711,taub::A,glúh,کر
712,taub::A,glúh,ناشنوا
713,kräftig::A,močán,قوی
714,stark::A,ják,قوی
715,stark::A,ják,نیرومند
716,schwach::A,šíbek,ضعیف
717,fett::A,dêbel,چرب
718,schlank::A,vítek,باریک‌اندام
719,hübsch::A,lép,قشنگ
720,hübsch::A,lép,خوشگل
721,böse::A,zèl,بد
722,böse::A,hudôben,بد
723,dumm::A,glúp,احمق
724,dumm::A,bédast,احمق
725,faul::A,lén,لش
726,faul::A,lén,تنبل
727,fleißig::A,marljív,زرنگ
728,geizig::A,škŕt,خسیس
729,klug::A,pámeten,عاقل
730,klug::A,pámeten,باهوش
731,geschickt::A,spréten,ماهر
732,lieb::A,míl,عزیز
733,lieb::A,ljúb,عزیز
734,lustig::A,vesél,شاد
735,lustig::A,vesél,خوشحال
736,sanft::A,láhek,لطیف
737,hungrig::A,láčen,گرسنه
738,krank::A,bolán,مریض
739,krank::A,bolán,بیمار
740,nackt::A,nág,لخت
741,nackt::A,nág,برهنه
742,traurig::A,túžen,غمگین
743,lebendig::A,žív,زنده
744,gut::A,dóber,خوب
745,schlecht::A,malopríden,بد
746,richtig::A,pravílen,درست
747,schlimm::A,húd,وخيم
748,wahr::A,resníčen,درست
749,wahr::A,resníčen,حقیقی
750,alt::A,stàr,کهنه
751,neu::A,nòv,نو
752,ehemalig::A,nekdánji,قبلی
753,alt[Lebewesen]::A,stàr,پیر
754,jung::A,mlád,جوان
755,arm::A,ubóg,فقیر
756,arm::A,réven,فقیر
757,reich::A,bogàt,پولدار
758,reich::A,bogàt,ثروتمند
759,bekannt::A,znán,آشنا
760,bekannt::A,znán,معلوم
761,berühmt::A,sláven,مشهور
762,berühmt::A,znamenít,مشهور
763,fremd::A,túj,خارجی
764,fremd::A,túj,بیگانه
765,verschieden::A,razlíčen,مختلف
766,verschieden::A,razlíčen,متفاوت
767,nah::A,blížnji,نزدیک
768,fern::A,dáleč,دور
769,linker::A,lévi,چپ
770,rechter::A,désni,راست
771,anderer::A,drúgi,دیگر
772,erster::A,pŕvi,اول
773,zweiter::A,drúgi,دوم
774,dritter::A,trétji,سوم
775,letzter::A,poslédnji,آخر
776,allein::ADV,sám,تنها
777,auf einmal::ADV,obênem,همزمان
778,zusammen::ADV,skúpaj,باهم
779,lange::ADV,dólgo,مدت‌ها
780,lange::ADV,dólgo,مدت زیادی
781,plötzlich::ADV,náglo,ناگهان
782,plötzlich::ADV,nenádoma,ناگهان
783,sofort::ADV,prècej,فوراً
784,später::ADV,poznêje,بعدها
785,jetzt::ADV,zdàj,حالا
786,jetzt::ADV,zdàj,اکنون
787,heute::ADV,dánes,امروز
788,morgen::ADV,jútri,فردا
789,bald::ADV,kmálu,زود
790,bald::ADV,kmálu,بزودی
791,dann::ADV,nató,سپس
792,dann::ADV,nató,آنوقت
793,gestern::ADV,včéraj,دیروز
794,einst::ADV,nékdaj,وقتی
795,einst::ADV,nékdaj,زمانی
796,damals::ADV,tedàj,آنوقت
797,damals::ADV,tedàj,آنزمان
798,damals::ADV,takràt,آنوقت
799,damals::ADV,takràt,آنزمان
800,danach::ADV,potèm,بعد
801,vorher::ADV,poprèj,قبلاً
