,Concept_ID,kl,en
246,Wunsch::N,kissaat,wish
247,Lust::N,illigussuseq,desire
248,Lust::N,piummaseq,desire
249,Geist::N,anerneq,spirit
250,Geist::N,toornaq,spirit
251,Gedanke::N,isumassaq,thought
252,Gedächtnis::N,eqqaamannissuseq,memory
253,Verstand::N,isuma,mind
254,Verstand::N,sianissut,mind
255,Verstand::N,misigissut,mind
256,Verstand::N,sianissuseq,mind
257,Verstand::N,silaqassuseq,mind
258,Sinn::N,isuma,meaning
259,Grund::N,patsit,reason
260,Wahrheit::N,sallusuissut,truth
261,Märchen::N,oqalualaarut,fairy tale
262,Märchen::N,oqaluasaaq,fairy tale
263,Erzählung::N,oqaluttuaq,story
264,Nachricht::N,oqaassut,message
265,Nachricht::N,oqqersuut,message
266,Neuigkeit::N,tusarnartaq,news
267,Name::N,ateq,name
268,Rätsel::N,nalorsitsaarut,puzzle
269,Rede::N,oqaluuseq,speech
270,Sprache::N,oqaatsit,language
271,Stimme::N,erinaq,voice
272,Stimme::N,qarluuseq,voice
273,Wort::N,oqaasii,word
274,Zeichen::N,nalunaaqqut,sign
275,Ruf::N,qaaqqussut,call
276,Lärm::N,perpaluk,noise
277,Laut::N,torsukattak,sound
278,Ton::N,erinaq,tone
279,Lied::N,taalliaq,song
280,Lied::N,erinarsuut,song
281,Ruhe::N,qatsunganeq,calm
282,Leute::N,inuiak,people
283,Leute::N,inuiaqatigiit,people
284,Volk::N,inuiaat,nation
285,Arbeit::N,suliaq,work
286,Gast::N,qaaqqusaq,guest
287,Geschenk::N,pajugut,gift
288,Hilfe::N,annertoqqut,help
289,Freund::N,tiliaq,friend
290,Freund::N,ikinngut,friend
291,Kamerad::N,tiliaq,companion
292,Kamerad::N,ikinngut,companion
293,Art::N,ileqquuseq,sort
294,Stück::N,nakkaalaniku,piece
295,Teil::N,tassiaasat,part
296,Hälfte::N,affaq,half
297,Kreis::N,kaajaluinneq or kaajaluitsoq,circle
298,Kreuz::N,sanningasulik,cross
299,Linie::N,tittaq,line
300,Linie::N,titarneq,line
301,Abstand::N,aku,gap
302,Abstand::N,ikiaq,gap
303,Entfernung::N,asi,distance
304,Gegend::N,nuna,area
305,Platz::N,ini,space
306,Platz::N,inissaq,space
307,Ort::N,sumiiffik,place
308,Seite::N,saneraq,side
309,Mitte::N,qiteq,middle
310,Sache::N,pigisaq,thing
311,Rand::N,sini,fringe
312,Rand::N,akerfineq,fringe
313,Kante::N,akerfineq,edge
314,Ecke::N,teqeqqoq,corner
315,Ecke::N,tikeqqoq,corner
316,Spitze::N,inngik,tip
317,Ende::N,isu,end
318,Loch::N,putu,hole
319,Winkel::N,teqeqqorissaat,angle
320,Muster::N,ilisserut,pattern
321,Größe::N,angissuseq,size
322,Länge::N,takissuseq,length
323,Gewicht::N,oqimaalutaq,weight
324,Menge::N,amerlassuseq,amount
325,Haufen::N,eqimattat,heap
326,Reihe::N,allunaasaq,row
327,Boot::N,qajaq,boat
328,Boot::N,angallat,boat
329,Boot::N,umiatsiaq,boat
330,Ruder::N,iput,oar
331,Schlitten::N,qamutit,sleigh
332,Schlitten::N,qimusseq,sleigh
333,Ski::N,ataarut,ski
334,Last::N,nammagaq,load
335,Schritt::N,allorneq,step
336,Norden::N,avannaq,north
337,Süden::N,qava,south
338,Süden::N,kujat,south
339,Süden::N,kujataa,south
340,Westen::N,kitaa,west
341,Osten::N,kangi,east
342,Holz::N,qisuk,wood
343,Brett::N,salliligaq,board
344,Platte::N,qaateq,slab
345,Stütze::N,ajagutaq,bracket
346,Stütze::N,ajaagutaq,bracket
347,Stange::N,kaaviffik,pole
348,Stock::N,ajaappissat,stick
349,Stab::N,ajaappissat,staff
350,Rohr::N,sullulik,pipe
351,Haus::N,illu,house
352,Ofen::N,kissarsuut,stove
353,Fußboden::N,nateq,floor
354,Tisch::N,allattarfik,table
355,Stuhl::N,issiavik,chair
356,Stuhl::N,issiaffik,chair
357,Wiege::N,uaasoq,cradle
358,Bett::N,nallavik,bed
359,Regal::N,ilisivik,shelf
360,Kiste::N,sakissat,box
361,Kiste::N,illerfiusaq,box
362,Fenster::N,aki,window
363,Fenster::N,igalaaq,window
364,Tür::N,matu,door
365,Tor::N,isaaffik,gate
366,Zaun::N,saputit,fence
367,Dach::N,qaliaq,roof
368,Leiter::N,tummeqqat,ladder
369,Leiter::N,majuartarfiit,ladder
370,Besen::N,saligutit,broom
371,Spaten::N,nivaataq,spade
372,Schaufel::N,nivaataq,shovel
373,Gabel::N,qilluaq,fork
374,Gabel::N,ajassaatit,fork
375,Löffel::N,alussaat,spoon
376,Messer::N,savik,knife
377,Nagel::N,kukik,nail
378,Netz::N,anguffaseq,net
379,Haken::N,nissik,hook
380,Haken::N,qarsorsaq,hook
381,Haken::N,qarsorsartoq,hook
382,Griff::N,ipi,handle
383,Schloss::N,illussaarsuaq,lock
384,Bild::N,assiliaq,picture
385,Figur::N,kisitsit,figure
386,Puppe::N,inuusaq,doll
387,Bündel::N,qilertaq,bundle
388,Tasche::N,pooqattaq,bag
389,Deckel::N,matu,cover
390,Geschirr::N,anut,dishes
391,Tasse::N,tiitorfik,cup
392,Tasse::N,tiitorfiup ilorlia,cup
393,Topf::N,qoqqoq,pot
394,Kessel::N,uunnaavik,kettle
395,Essen::N,igaaq,meal
396,Nahrung::N,neqissaq,food
397,Speise::N,nerisassat,dish
398,Fleisch::N,neqi,meat
399,Getreide::N,maannineq,corn
400,Brot::N,iffit,bread
401,Brot::N,iffiaq,bread
402,Scheibe::N,igalaassiaq,slice
403,Fett::N,tarnutissaq,fat
404,Fett::N,tarnutissiaq,fat
405,Butter::N,punneq,butter
406,Öl::N,uulia,oil
407,Salz::N,taratsut,salt
408,Suppe::N,qajoq,soup
409,Honig::N,tungusunnitsuut,honey
410,Milch::N,immuk,milk
411,Tee::N,tii,tea
412,Tee::N,teeq,tea
413,Wolle::N,nuersagassiaq,wool
414,Stoff::N,milliaq,cloth
415,Stoff::N,qarlissiaq,cloth
416,Nadel::N,meqqut,needle
417,Faden::N,ujalussiaq,thread
418,Knopf::N,attat,button
419,Knoten::N,akeroq,knot
420,Knoten::N,qilerneq,knot
421,Farbe::N,qalipaat,paint
422,Kleidung::N,atisat,clothes
423,Kleidung::N,annoraaq,clothes
424,Hemd::N,ilupaaq,shirt
425,Kragen::N,qungasiinnaq,collar
426,Ärmel::N,aaq,sleeve
427,Hose::N,qarliit,trousers
428,Gürtel::N,qiterut,belt
429,Gürtel::N,unngersaq,belt
430,Mütze::N,nasaq,cap
431,Schuh::N,skuu,shoe
432,Schuh::N,ikernuk,shoe
433,Schuh::N,ateraasaq,shoe
434,Stiefel::N,kamik,boot
435,Ring::N,assammiu,ring
436,Band::N,qilerutissiaq,ribbon
437,Kamm::N,illaagutit,comb
438,Kamm::N,illaajaatit pl.,comb
439,Spiegel::N,tarrarsuut,mirror
440,Riemen::N,allunaaq,strap
441,Schnur::N,kujaaq,string
442,Schnur::N,allunaasaq,string
443,Leine::N,aleq,leash
444,Decke::N,qipik,blanket
445,Kissen::N,akit,pillow
446,Tuch::N,qarlissiaq,scarf
447,Handtuch::N,allarut,towel
448,Handtuch::N,allarterut,towel
449,Kraft::N,pissak,force
450,Stärke::N,qerattarsaat,strength
451,Gesundheit::N,peqqisusseq,health
452,Krankheit::N,nappaat,illness
453,Schmerz::N,anniaat,pain
454,Wunde::N,iki,wound
455,Fieber::N,nappaat qanimanartoq,fever
456,Arznei::N,imigassaq,medicine
457,Brücke::N,ikaartarfik,bridge
458,Brunnen::N,tissaluttuliaq,well
459,Weide::N,masarsuk,pasture
460,Pfad::N,aqqut,path
461,Weg::N,aggerfik,way
462,Straße::N,aqqusineq,road
463,Dorf::N,nunaqarfik,village
464,Stadt::N,illorpaat,town
465,Stadt::N,illorpalik,town
466,Brief::N,allagarsiaq,letter
467,Buch::N,atuakkat,book
468,Buch::N,mappersagaq,book
469,Buchstabe::N,naqinneq,character
470,Zeitung::N,aviisi,newspaper
471,Leben::N,inuussuseq,life
472,Tod::N,toqu,death
473,Tod::N,toquneq,death
474,Grab::N,iliveq,grave
475,Grab::N,illissat,grave
476,Kirche::N,oqaluffik,church
477,Sünde::N,ajorti,sin
478,Arbeiter::N,sulisoq,worker
479,Chef::N,ittoqut,boss
480,Meister::N,naalagaq,master
481,Arzt::N,katsorsaasoq,doctor
482,Lehrer::N,ilinniartitsisoq,teacher
483,Geld::N,aningaasat,money
484,Geschäft::N,niuertarfik,business
485,Laden::N,niuertarfik,shop
486,Preis::N,aki,price
487,Ware::N,qaliata pii,ware
488,Ware::N,nioqqutissaq,ware
489,Nutzen::N,iluaqut,profit
490,Welt::N,nunarsuaq,world
491,Land::N,nuna,country
492,König::N,kunngi,king
493,Macht::N,pissaassuseq,power
494,Grenze::N,killik,border
495,Krieg::N,sorsunneq,war
496,Feind::N,akeraq,enemy
497,Feind::N,akerartorti,enemy
498,Feind::N,qinngarsuisoq,enemy
499,Kampf::N,sorsunneq,fight
500,Pfeil::N,qalugiusaq,arrow
501,Gewehr::N,aallaat,gun
502,Fehler::N,kukkuneq,mistake
503,Fehler::N,paarlaappaa,mistake
504,Unglück::N,perluut,misfortune
505,Schuld::N,akiitsugaq,fault
506,Schuld::N,akiligassaq,fault
507,Alter::N,utoqqaq,age
508,Schluss::N,isu,conclusion
509,Zeit::N,ulloq,time
510,Zeit::N,akuttoqatigiinneq,time
511,Tag::N,ulloq,day
512,Morgen::N,ullaaq,morning
513,Mittag::N,ulloqeqqa,noon
514,Abend::N,unnuk,evening
515,Nacht::N,unnuaq,night
516,Woche::N,sapaatip akunnera,week
517,Monat::N,qaammat,month
518,Jahr::N,ukioq,year
519,Frühling::N,upernaaq,spring
520,Sommer::N,aasaq,summer
521,Herbst::N,ukiaq,autumn
522,Winter::N,ukioq,winter
523,Januar::N,siulleeq,January
524,Januar::N,qaammaliaq,January
525,Februar::N,aarlaat,February
526,März::N,marsi,March
527,März::N,martsi,March
528,Mai::N,maaji,May
529,Juni::N,juuni,June
530,Juli::N,juuli,July
531,August::N,aggusti,August
532,September::N,septembari,September
533,Oktober::N,oktobari,October
534,November::N,novembari,November
535,Dezember::N,detsembari,December
536,Montag::N,ataasinngortoq,Monday
537,Dienstag::N,marlunngorneq,Tuesday
538,Mittwoch::N,pingasunngorneq,Wednesday
539,Donnerstag::N,sisamanngorneq,Thursday
540,Freitag::N,tallimanngorneq,Friday
541,Samstag::N,arfininngorneq,Saturday
542,Sonntag::N,sapaat,Sunday
543,Sonntag::N,sapaati,Sunday
544,groß::A,angivoq,big
545,klein::A,mikivoq,little
546,lang::A,takisooq,long
547,kurz::A,naatsoq,short
548,breit::A,silippoq,wide
549,schmal::A,amitsoq,narrow
550,dicht::A,torsusooq,dense
551,dick[Gegenstand]::A,issuvoq,thick
552,dick[Gegenstand]::A,issusooq,thick
553,dünn::A,amitsoq,thin
554,fein::A,mamarpoq,delicate
555,fest::A,tangeqarpoq,firm
556,flach::A,nalimmappoq,flat
557,glatt::A,quasak,smooth
558,hart::A,mattusooq,hard
559,hart::A,manngerpoq,hard
560,hart::A,titeqquluppoq,hard
561,weich::A,nerumaarpoq,soft
562,rund::A,ammallorippoq,round
563,spitz::A,qummukujooq,pointed
564,scharf::A,ipippoq,sharp
565,stumpf::A,anngerpoq,blunt
566,schwer::A,oqimaappoq,heavy
567,schön::A,kusanarpoq,beautiful
568,heiß::A,kiappoq,hot
569,warm::A,oqorpoq,warm
570,kalt::A,issippoq,cold
571,kühl::A,pueqqortippoq,cool
572,feucht::A,isugutavoq,damp
573,feucht::A,qaasernarpoq,damp
574,nass::A,imerorpoq,wet
575,trocken::A,panerpoq,dry
576,voll::A,ulikkaarpoq,full
577,leer::A,imaattuarpoq,empty
578,offen::A,ammavoq,open
579,geschlossen::A,matuvoq,closed
580,sauber::A,eqqippoq,clean
581,sauber::A,sukuluippoq,clean
582,sauber::A,ipeqanngilaq,clean
583,schmutzig::A,tapappoq,dirty
584,schmutzig::A,minguppoq,dirty
585,roh::A,aapavoq,raw
586,reif::A,qaarulerpoq,ripe
587,süß::A,tungusunnippoq,sweet
588,bitter::A,qasilippoq,bitter
589,hell::A,qaamavoq,bright
590,dunkel::A,qernerpoq,dark
591,schwarz::A,qernerpoq,black
592,weiß::A,qaqorpoq,white
593,rot::A,aappaluppoq,red
594,gelb::A,sungaarpoq,yellow
595,blau::A,tungujorpoq,blue
596,grün::A,qorsooqqippoq,green
597,grau::A,qaserpoq,grey
598,billig::A,akikippoq,cheap
599,wertvoll::A,erlinnarpoq,precious
600,blind::A,tappiippoq,blind
601,blind::A,isigisaqanngilaq,blind
602,taub::A,tusilarpoq,deaf
603,kräftig::A,pissaq,powerful
604,kräftig::A,pissarsuaq,powerful
605,stark::A,sanngivoq,strong
606,schwach::A,nakuippoq,weak
607,fett::A,pualavoq,fat
608,schlank::A,tuappoq,slim
609,hübsch::A,aatsialaq,pretty
610,böse::A,ajorpoq,evil
611,dumm::A,taqajak,stupid
612,dumm::A,sikkilluppoq,stupid
613,dumm::A,qaatusimasaqanngilaq,stupid
614,faul::A,eqiasuppoq,lazy
615,faul::A,eqiattortuvoq,lazy
616,fleißig::A,eqiasuippoq,diligent
617,geizig::A,iasilaarpoq,stingy
618,geizig::A,tukkuippoq,stingy
619,klug::A,mallak,clever
620,klug::A,ittanneq,clever
621,klug::A,kutaappoq,clever
622,klug::A,kuttaappoq,clever
623,klug::A,qarasagippoq,clever
624,lieb::A,akisooq,dear
625,lustig::A,piikulavoq,merry
626,sanft::A,isumagippoq,gentle
627,hungrig::A,kaappoq,hungry
628,hungrig::A,perlilerpoq,hungry
629,krank::A,napparsimavoq,sick
630,traurig::A,aliasuppoq,sad
631,lebendig::A,uumavoq,living
632,gut::A,ajunngilaq,good
633,schlecht::A,sualuppoq,bad
634,richtig::A,iluarpoq,correct
635,schlimm::A,amiilaarnarpoq,nasty
636,wahr::A,ilumoorpoq,true
637,alt::A,pisoqaq,old
638,neu::A,nutaavoq,new
639,alt[Lebewesen]::A,utoqqaq,aged
640,jung::A,inuusuppoq,young
641,jung::A,kingulliarsuk,young
642,arm::A,piillasoq,poor
643,arm::A,piitsuuvoq,poor
644,reich::A,pisuuvoq,rich
645,berühmt::A,tusaamasaq,famous
646,fremd::A,ajasoornarpoq,foreign
647,verschieden::A,allatut,different
648,verschieden::A,tamalaat,different
649,nah::A,qanippoq,near
650,fern::A,ungasippoq,far
651,linker::A,saamerleq,left
652,rechter::A,innarluissut,right
653,erster::A,siulleq,first
654,zweiter::A,qataatsup tullia,second
655,dritter::A,pingajorarterut,third
656,letzter::A,kingulleq,last
657,allein::ADV,kisimiippoq,alone
658,auf einmal::ADV,tassanngaannaq,at once
659,zusammen::ADV,attaasa,together
660,zusammen::ADV,attarmik,together
661,lange::ADV,akuni,long
662,plötzlich::ADV,tassanngaannaq,suddenly
663,sofort::ADV,erniinnaq,instantly
664,später::ADV,kingorna,later
665,jetzt::ADV,maanna,now
666,jetzt::ADV,massakkut,now
667,heute::ADV,ullumi,today
668,morgen::ADV,aqagu,tomorrow
669,bald::ADV,erniinnaq,soon
670,dann::ADV,taava,then
671,gestern::ADV,ippassaq,yesterday
672,einst::ADV,ataatsimik,once
673,einst::ADV,ilaanni,once
674,damals::ADV,taamani,at that time
675,damals::ADV,taamanikkut,at that time
676,damals::ADV,taassumuunakkut,at that time
677,danach::ADV,taava,afterwards
678,vorher::ADV,siornagut,before
679,einmal::ADV,ilaanni,once
680,einmal::ADV,ataatsimik,once
681,manchmal::ADV,qaqutigu,sometimes
682,manchmal::ADV,qaqutigut,sometimes
683,oft::ADV,akulikitsumik,often
684,immer::ADV,tamatigut,always
685,hier::ADV,maani,here
686,hierhin::ADV,maani,hither
687,hierhin::ADV,maani,to here
688,hierhin::ADV,maani,here
689,dorthin::ADV,ikuuna,thither
690,dorthin::ADV,ikuuna,there
691,dorthin::ADV,ikuuna,to there
692,geradeaus::ADV,narlumut,ahead
693,vorwärts::ADV,pilangavoc,forward
694,rückwärts::ADV,kingumut,backward
695,rückwärts::ADV,tunumut or tunummut,backward
696,zurück::ADV,kingumut,back
697,zurück::ADV,tunumut or tunummut,back
698,unten::ADV,kana,below
699,hinab::ADV,qiviu,down
700,überall::ADV,tamaginni,everywhere
701,überall::ADV,tamani tamaani,everywhere
702,kaum::ADV,qaqutigorsuaq,hardly
703,sehr::ADV,assut,very
704,noch::ADV,qeratavoq,still
705,schon::ADV,taava-una,already
706,wieder::ADV,kingumut,again
707,vergebens::ADV,angiluk,in vain
708,dies::PRN,manna,this
709,dies::PRN,matuma,this
710,das::PRN,ua,that
711,ich::PRN,uanga,I
712,du::PRN,illit,you
713,du::PRN,illit,thou
714,er::PRN,una,he
715,wir::PRN,uagut,we
716,ihr::PRN,ilissi,you
717,sie::PRN,uku,they
718,was::FPRN,aat?,what
719,wer::FPRN,kikkut,who
720,wo::FADV,sumi,where
721,wohin::FADV,sumut,where ... to
722,wohin::FADV,sumut,where to
723,wohin::FADV,sumut,where
724,wie::FADV,qanoq,how
725,warum::FADV,sooq,why
726,wieviel::FNUM,qassit,how much
727,wieviel::FNUM,qanoq atsigisumik?,how much
728,eins::NUM,ataaseq,one
729,zwei::NUM,marluk,two
730,drei::NUM,pingasut,three
731,vier::NUM,sisamat,four
732,vier::NUM,qajuusat,four
733,fünf::NUM,tallimat,five
734,sechs::NUM,arfineq,six
735,sechs::NUM,arfinillit,six
736,sieben::NUM,arfineq-marluk,seven
737,acht::NUM,arfineq pingasut,eight
738,neun::NUM,qulingiluat,nine
739,neun::NUM,arfineq sisamat,nine
740,zehn::NUM,qulit,ten
741,elf::NUM,aqqaneq,eleven
742,zwölf::NUM,aqqaneq-marluk,twelve
743,zwanzig::NUM,tyve,twenty
744,dreißig::NUM,tredive,thirty
745,dreißig::NUM,pingasunik qulillit,thirty
746,vierzig::NUM,fyrre,forty
747,fünfzig::NUM,halvtreds,fifty
748,fünfzig::NUM,tallimanik qulillit,fifty
749,sechzig::NUM,tres,sixty
750,siebzig::NUM,halvfjerds,seventy
751,achtzig::NUM,firs,eighty
752,neunzig::NUM,halvfems,ninety
753,hundert::NUM,et hundrede,a hundred
754,tausend::NUM,et tusinde,a thousand
755,und::CNJ,aamma,and
756,oder::CNJ,imalluunnit,or
757,stehen::V,sikingavoq,stand
758,sitzen::V,ingippoq,sit
759,liegen::V,nalavoq,lie
760,liegen::V,aqupivoq,lie
761,hängen::V,nivinngarpaa,hang
762,werden::V,pinngorpoq,become
763,passieren::V,pivoq,happen
764,beginnen::V,aallarnerpaa,begin
765,enden::V,naggaserpaa,end
766,wechseln::V,immikkut ilivoq,change
767,untergehen[Sonne]::V,ilioqqaasoq,set
768,scheinen[Sonne]::V,qinnorpoq,shine
769,scheinen[Sonne]::V,qinngorpoq,shine
770,donnern::V,kalleq,thunder
771,wehen::V,timmivoq,blow
772,sich drehen::V,ipippaa,revolve
773,schwanken::V,aalavoq,sway
774,schwingen::V,issakajaat or issakatsiaarut,swing
775,fallen::V,quasivaa,fall
776,brennen::V,seerpoq,burn
777,brennen::V,uuppaa,burn
778,rauchen::V,pujoorpoq,smoke
