,Concept_ID,is,br
806,und::CNJ,og,ha
807,oder::CNJ,eða,pe
808,stehen::V,standa,bezañ a-sav
809,sitzen::V,sitja,azezañ
810,sitzen::V,sitja,bezañ en e goazez
811,liegen::V,liggja,bezañ en e c'hourvez
812,hängen::V,hanga,krougañ
813,werden::V,verða,dazonet
814,passieren::V,gerast,c'hoarvezout
815,beginnen::V,byrja,stagañ
816,enden::V,enda,achuiñ
817,enden::V,lykta,achuiñ
818,wechseln::V,skipta,cheñch
819,aufgehen[Sonne]::V,koma upp,dirouzañ
820,untergehen[Sonne]::V,ganga til viðar,
821,scheinen[Sonne]::V,skína,lugernañ
822,donnern::V,þruma,taranal
823,wehen::V,blása,c'hwezhañ
824,strömen::V,streyma,deredek
825,fließen::V,fljóta,redek
826,sich drehen::V,snúast,troiñ
827,schwanken::V,riða,trantellat
828,schwanken::V,rugga,trantellat
829,schwingen::V,sveiflast,froumal
830,fallen::V,falla,kouezhañ
831,brennen::V,brenna,deviñ
832,rauchen::V,reykja,divogedañ
833,regnen::V,rigna,glavañ
834,gefrieren::V,frjósa,reviñ
835,tauen::V,þiðna,diskornañ
836,schmelzen::V,bráðna,teuziñ
837,trocknen::V,þorna,sec'hañ
838,sieden::V,sjóða,berviñ
839,faulen::V,rotna,breinañ
840,verfaulen::V,rotna,breinañ
841,reißen::V,rifna,darnaouiñ
842,versinken::V,sökkva,sodellañ
843,vergehen::V,líða,tremen
844,erscheinen::V,birtast,donet war-wel
845,verschwinden::V,hverfa,monet diwar wel
846,sinken::V,síga,en em izelat
847,abnehmen::V,lækka,nebeutaat
848,abnehmen::V,minnka,nebeutaat
849,zunehmen::V,aukast,kreskiñ
850,steigen::V,stíga,sevel
851,wachsen::V,vaxa,kreskiñ
852,glänzen::V,glóa,lugernañ
853,glänzen::V,glampa,lugernañ
854,funkeln::V,leiftra,elieniñ
855,lärmen::V,hafa hátt,rabotat
856,läuten::V,hringja,
857,klingeln::V,hringja,
858,klirren::V,glamra,diridignat
859,klirren::V,glamra,sterlinkañ
860,klirren::V,skrölta,diridignat
861,klirren::V,skrölta,sterlinkañ
862,brausen::V,ólga,gwegal
863,rauschen::V,suða,trouzal
864,klingen::V,hljóma,seniñ
865,bellen::V,gelta,harzhal
866,heulen::V,væla,yudal
867,heulen::V,ýlfra,yudal
868,blasen::V,blása,c'hwezhañ
869,pfeifen::V,blístra,c'hwitellat
870,schreien::V,æpa,huchal
871,stöhnen::V,stynja,hirvoudiñ
872,zittern::V,titra,krenañ
873,zittern::V,skjálfa,krenañ
874,leben::V,lifa,bevañ
875,geboren werden::V,fæðast,genel
876,atmen::V,anda,tennañ e anal
877,atmen::V,draga andann,tennañ e anal
878,trinken::V,drekka,evañ
879,essen::V,borða,debriñ
880,schlucken::V,kingja,lonkañ
881,müde werden::V,þreytast,skuizhañ
882,einschlafen::V,sofna,menel kousket
883,schlafen::V,sofa,kousket
884,aufwachen::V,vakna,dihuniñ
885,aufstehen::V,fara á fætur,sevel
886,sich erholen::V,hvíla sig,diskuizhañ
887,krank werden::V,veikjast,klañviñ
888,krank werden::V,verða veikur,klañviñ
889,krank sein::V,vera veikur,bezañ klañv
890,schmerzen::V,kenna til,skourjezañ
891,husten::V,hósta,pasaat
892,husten::V,hósta,peudal
893,genesen::V,batna,pareañ
894,genesen::V,frískast,pareañ
895,sterben::V,deyja,mervel
896,umkommen::V,farast,perisañ
897,sich bewegen::V,bifast,bouljal
898,sich rühren::V,hreyfast,fiñval
899,sich erheben::V,standa upp,sevel
900,sich setzen::V,setjast,azezañ
901,sich setzen::V,setjast,mont en e goazez
902,hinfallen::V,detta,kouezhañ
903,laufen::V,labba,redek
904,schreiten::V,ganga,kerzhet
905,spazierengehen::V,ganga sér til skemmtunar,pourmen
906,eilen::V,fara hratt,hastañ
907,sich beeilen::V,flýta sér,hastañ
908,sausen::V,þjóta,karzhañ
909,rennen::V,hlaupa,redek
910,springen::V,stökkva,lammat
911,klettern::V,klifra,krimpat
912,schaukeln::V,róla,brañsellat
913,schaukeln::V,rugga,brañsellat
914,kriechen::V,skríða,skrampañ
915,schwimmen::V,synda,neuial
916,tauchen::V,kafa,splujañ
917,rudern::V,róa,roeñvat
918,fahren::V,aka,kas
919,fahren::V,aka,bleniañ
920,fahren::V,fara,kas
921,fahren::V,fara,bleniañ
922,fliegen::V,fljúga,nijal
923,gehen::V,fara,mont
924,gehen::V,ganga,mont
925,weggehen::V,fara burt,mont kuit
926,weggehen::V,ganga burt,mont kuit
927,abfahren::V,aka burt,mont kuit
928,anhalten::V,stöðva,chom a-sav
929,hineingehen::V,ganga inn,monet e-barzh
930,eintreten::V,koma inn,monet e-barzh
931,eintreten::V,ganga inn,monet e-barzh
932,kommen::V,koma,dont
933,ankommen::V,koma til,erruout
934,zurückkommen::V,koma til baka,addonet
935,bleiben::V,haldast,chom
936,bleiben::V,vera kyrr,chom
937,warten::V,bíða,gortoz
938,erwarten::V,búast við,gortoz
939,erwarten::V,eiga von á,gortoz
940,suchen::V,leita,klask
941,finden::V,finna,kavout
942,versuchen::V,reyna,klask
943,vorbereiten::V,undirbúa,aozañ
944,lieben::V,elska,karout
945,mögen::V,þykja gott,karout
946,mögen::V,falla í geð,karout
947,lachen::V,hlæja,c'hoarzin
948,rühren::V,snerta,tenerañ
949,weinen::V,gráta,gouelañ
950,schimpfen::V,skammast,krozal
951,sich ärgern::V,sárna,fachañ
952,sich ärgern::V,sárna,en em fachañ
953,sich ärgern::V,gremjast,fachañ
954,sich ärgern::V,gremjast,en em fachañ
955,sich fürchten::V,óttast,
956,fürchten::V,óttast,
957,fliehen::V,flýja,tec'het
958,flüchten::V,strjúka,tuzañ
959,sehen::V,sjá,gwelet
960,anschauen::V,horfa á,sellout ouzh
961,ansehen::V,líta á,sellout ouzh
962,hören::V,heyra,klevet
963,zuhören::V,hlusta,selaou
964,probieren::V,smakka,blasa
965,riechen::V,þefa,klevet
966,fühlen::V,finna til,santout
967,scheinen::V,virðast,diskouez bezañ
968,zu sehen sein::V,vera að sjá,bezañ gwelus
969,vernehmen::V,heyra,merzhañ
970,vernehmen::V,greina,merzhañ
971,frieren::V,frjósa,anoued
972,tun::V,gera,ober
973,können::V,geta,gouzout
974,wollen::V,ætla,fellout da
975,wollen::V,ætla,kaout c'hoant da
976,wollen::V,vilja,fellout da
977,wollen::V,vilja,kaout c'hoant da
978,anfangen::V,hefja,kregiñ
979,beenden::V,enda,achuiñ
980,beenden::V,ljúka,achuiñ
981,aufhören::V,lykta,paouez
982,gelingen::V,heppnast,
983,geraten::V,lukkast,
984,öffnen::V,opna,digeriñ
985,schließen::V,loka,serriñ
986,stellen::V,láta,lakaat
987,stellen::V,setja,lakaat
988,setzen::V,láta,lakaat
989,setzen::V,setja,lakaat
990,legen::V,láta,lakaat
991,legen::V,leggja,lakaat
992,berühren::V,koma við,touch
993,verbinden::V,sameina,eren
994,bedecken::V,hylja,goloiñ
995,aufhängen::V,hengja,istribilhañ
996,aufhängen::V,hengja upp,istribilhañ
997,anzünden::V,kveikja í,alumiñ
998,anzünden::V,kveikja í,c'hwezzañ
999,aufheben::V,taka upp,dastum
1000,aufheben::V,lyfta upp,dastum
1001,zurücklassen::V,skilja eftir,lezel
1002,verlieren::V,týna,koll
1003,verlieren::V,glata,koll
1004,fallen lassen::V,missa,laoskel
1005,fallen lassen::V,missa,lezel da gouezhel
1006,machen::V,búa til,ober
1007,herstellen::V,framleiða,fardañ
1008,bauen::V,smíða,sevel
1009,bauen::V,byggja,sevel
1010,reparieren::V,gera við,adaozañ
1011,verbessern::V,bæta,gwellaat
1012,ändern::V,breyta,cheñch
1013,graben::V,grafa,kleuzañ
1014,beugen::V,beygja,plegañ
1015,biegen::V,sveigja,krommañ
1016,drehen::V,snúa,treiñ
1017,wenden::V,snúa,treiñ
1018,wenden::V,venda,treiñ
1019,umdrehen::V,venda,treiñ
1020,umdrehen::V,snúa við,treiñ
1021,heben::V,hefja,sevel
1022,hochheben::V,lyfta upp,sevel
1023,ergreifen::V,grípa,kemer
1024,halten::V,rúma,dalc'hen
1025,halten::V,halda,dalc'hen
1026,drücken::V,þjá,bountañ
1027,drücken::V,þrýsta,bountañ
1028,schieben::V,ýta,poulzañ
1029,kratzen::V,klóra,skrabat
1030,lecken::V,sleikja,lipat
1031,beißen::V,bíta,kregiñ
1032,abreißen::V,rífa af,diframmañ
1033,abreißen::V,rífa frá,diframmañ
1034,abschneiden::V,skera af,troc'hañ
1035,abschneiden::V,klippa af,troc'hañ
1036,binden::V,binda,stagañ
1037,stecken::V,stinga,sankañ
1038,brechen::V,brjóta,darnaouiñ
1039,klopfen::V,berja,skoiñ
1040,klopfen::V,klappa,skoiñ
1041,hauen::V,berja,dornañ
1042,hauen::V,höggva,dornañ
1043,kleben::V,líma,pegañ
1044,reiben::V,núa,taravat
1045,reiben::V,núa,trekiñ
1046,streichen::V,smyrja,toazañ
1047,schleifen::V,slípa,lemmañ
1048,schneiden::V,skera,troc'hañ
1049,schneiden::V,klippa,troc'hañ
1050,rütteln::V,skaka,tordorosañ
1051,schütteln::V,hrista,hejañ
1052,schwenken::V,sveifla,
1053,schütten::V,hella,diskargañ
1054,füllen::V,fylla,kargañ
1055,einwickeln::V,vefja inn í,gronnañ
1056,tragen::V,bera,dougen
1057,schleppen::V,draga,stlejal
1058,ziehen::V,toga,sachañ
1059,ziehen::V,draga,sachañ
1060,aufbewahren::V,geyma,miret
1061,werfen::V,kasta,teuler
1062,fangen::V,grípa,tapañ
1063,packen::V,þrífa í,krapat
1064,verstecken::V,fela,kuzhat
1065,teilen::V,deila,rannañ
1066,schicken::V,senda,kas
1067,bringen::V,færa,degas
1068,bringen::V,flytja,degas
1069,hinzufügen::V,bæta við,lakat ouzhpenn
1070,bekommen::V,hljóta,kaout
1071,bekommen::V,ná,kaout
1072,erhalten::V,fá,kaout
1073,nehmen::V,taka,kemer
1074,wählen::V,velja,choaz
1075,auswählen::V,velja úr,dibab
1076,bewahren::V,gæta,mirout
1077,bewahren::V,vernda,mirout
1078,behindern::V,varna,diaezañ
1079,verderben::V,spilla,lovrañ
1080,beschädigen::V,skemma,gwallegañ
1081,zerbrechen::V,brjóta,torriñ
1082,zerreißen::V,rífa,diroegiñ
1083,zerreißen::V,rífa sundur,diroegiñ
1084,zerstören::V,rífa niður,distrujañ
1085,verbrennen::V,brenna,deviñ
1086,geben::V,gefa,reiñ
1087,reichen::V,rétta,
1088,schenken::V,gefa,donezonañ
1089,versprechen::V,lofa,prometiñ
1090,versprechen::V,heita,prometiñ
1091,wünschen::V,óska,hetiñ
1092,loben::V,lofa,feurmiñ
1093,loben::V,hrósa,feurmiñ
1094,küssen::V,kyssa,pokat
1095,wiegen::V,rugga,pouezañ
1096,zudecken::V,þekja,goloiñ
1097,zudecken::V,breiða yfir,goloiñ
1098,wecken::V,vekja,dihuniñ
1099,zeigen::V,sýna,diskouez
1100,führen::V,leiða,kas
1101,lehren::V,kenna,deskiñ
1102,unterrichten::V,fræða,kelenn
1103,aufziehen::V,ala upp,
1104,leiten::V,stjórna,bleinañ
1105,antreiben::V,hvetja,poulzañ
1106,lassen::V,láta,leuskel
1107,einladen::V,bjóða heim,pediñ
1108,vereinigen::V,sameina,unisañ
1109,besuchen::V,heimsækja,gweladenniñ
1110,treffen::V,hitta,kejal
1111,treffen::V,hitta,ankontrañ
1112,sich versammeln::V,safnast saman,bodennañ
1113,spielen::V,leika sér,c'hoari
1114,singen::V,syngja,kanañ
1115,tanzen::V,dansa,dañsal
1116,sich trennen::V,skiljast,dispartiañ
1117,verlassen::V,yfirgefa,lezel
1118,retten::V,bjarga,saveteiñ
1119,bewachen::V,gæta,mesa
1120,bewachen::V,hafa vörð á,mesa
1121,schützen::V,vernda,diwall
1122,verteidigen::V,verja,difenn
1123,sich schlagen::V,slást,lopañ
1124,sich schlagen::V,berjast,lopañ
1125,schießen::V,skjóta,
1126,siegen::V,sigra,trec'hiñ
1127,ärgern::V,ergja,hegasiñ
1128,ärgern::V,skaprauna,hegasiñ
1129,schlagen::V,slá,skeiñ
1130,schlagen::V,lemja,skeiñ
1131,treten::V,sparka,botaouiñ
1132,stechen::V,stinga,pikat
1133,stoßen::V,hrinda,stokañ
1134,stehlen::V,stela,laerezh
1135,stören::V,trufla,direnkañ
1136,belästigen::V,ónáða,dregasiñ
1137,verbergen::V,leyna,skoachañ
1138,täuschen::V,gabba,tromplañ
1139,täuschen::V,blekkja,tromplañ
1140,betrügen::V,svíkja,lorbañ
1141,betrügen::V,blekkja,lorbañ
1142,töten::V,drepa,lazhañ
1143,wohnen::V,búa,bezañ o chom
1144,arbeiten::V,vinna,labourat
1145,sammeln::V,safna,dastum
1146,pflücken::V,tína,kuntuilhañ
1147,pflücken::V,reyta,kuntuilhañ
1148,jagen::V,veiða,chaseal
1149,fischen::V,fiska,pesketa
1150,fassen::V,veiða,pakañ
1151,hüten::V,gæta,geota
1152,hüten::V,vakta,geota
1153,treiben::V,reka,
1154,anbinden::V,binda við,stagañ
1155,anbinden::V,binda fast,stagañ
1156,füttern::V,fóðra,boueta
1157,melken::V,mjólka,goro
1158,hacken::V,höggva,difrakal
1159,gießen::V,hella,dourañ
1160,reifen::V,þroskast,azviñ
1161,zubereiten::V,elda,keginañ
1162,zubereiten::V,tilbúa,keginañ
1163,kochen::V,sjóða,poazhañ
1164,backen::V,baka,fritañ
1165,braten::V,steikja,rostañ
1166,umrühren::V,hræra í,
1167,stricken::V,prjóna,stammañ
1168,nähen::V,sauma,gwriat
1169,färben::V,lita,livañ
1170,reinigen::V,hreinsa,naetañ
1171,waschen::V,þvo,gwalc'hiñ
1172,abwischen::V,þerra,torchañ
1173,spülen::V,skola,disgwalc'hiñ
1174,spülen::V,þvo upp,disgwalc'hiñ
1175,fegen::V,sópa,skubañ
1176,fegen::V,hreinsa,skubañ
1177,kehren::V,sópa,skubañ
1178,baden::V,baða sig,kouronkañ
1179,sich waschen::V,þvo sér,en em walc'hiñ
1180,ausziehen::V,fara úr,
1181,anziehen::V,fara í,
1182,sich anziehen::V,klæðast,gwiskañ
1183,kämmen::V,greiða,kribat
1184,schmücken::V,prýða,kinklañ
1185,schmücken::V,skreyta,kinklañ
1186,sagen::V,segja,larêt
1187,sagen::V,segja,lavaret
1188,sprechen::V,tala,komz
1189,reden::V,ræða,kaozeal
1190,sich unterhalten::V,spjalla,balbotal
1191,sich unterhalten::V,ræðast við,balbotal
1192,fragen::V,spyrja,goulenn
1193,bitten::V,biðja,goulenn
1194,erzählen::V,segja frá,kontañ
1195,mitteilen::V,tilkynna,kemenn
1196,nennen::V,nefna,anviñ
1197,rufen::V,kalla,gelver
1198,prahlen::V,gorta,fougeal
1199,übersetzen::V,þýða,treiñ
1200,denken::V,hugsa,soñjal
1201,glauben::V,trúa,krediñ
1202,bemerken::V,taka eftir,apresevañ
1203,erkennen::V,þekkja,anavout
1204,begreifen::V,skilja,meizañ
1205,verstehen::V,skilja,kompren
1206,lernen::V,læra,deskiñ
1207,wissen::V,vita,gouzout
1208,sich erinnern an::V,minnast,kaout soñj e
1209,vergessen::V,gleyma,ankouaat
1210,messen::V,mæla,muzuliañ
1211,zählen::V,telja,kontañ
1212,rechnen::V,reikna,jedañ
1213,lesen::V,lesa,lenn
1214,malen::V,mála,livañ
1215,zeichnen::V,teikna,tresañ
1216,schreiben::V,skrifa,skrivañ
1217,besitzen::V,hafa,kaout
1218,kaufen::V,kaupa,prenañ
1219,verkaufen::V,selja,gwerzhañ
1220,bezahlen::V,borga,paeañ
1221,zahlen::V,borga,paeañ
1222,beherrschen::V,hafa á valdi sínu,mestroniañ
1223,ertragen::V,þola,anduriñ
