,Concept_ID,ka,av
104,Tropfen::N,წვეთი,къатӏра
105,Tropfen::N,წვეთი,тӏенкӏел
106,Schaum::N,ქაფი,полоп
107,Schaum::N,დორბლი,полоп
108,Schmutz::N,ჭუჭყი,чороклъи
109,Schmutz::N,ტალახი,чороклъи
110,See::N,ტბა,хӏор
111,Sumpf::N,ჭაობი,хьуцӏ
112,Moor::N,ტორფნარი,
113,Wiese::N,ველი,мегъ
114,Wiese::N,ველი,гӏурдаллъи
115,Wiese::N,მდელო,мегъ
116,Wiese::N,მდელო,гӏурдаллъи
117,Wald::N,ტყე,рохь
118,Hügel::N,ბორცვი,гохӏ
119,Anhöhe::N,მაღლობი,сийитма
120,Berg::N,მთა,мегӏер
121,Gipfel::N,მწვერვალი,тӏогь
122,Höhle::N,მღვიმე,нохъо
123,Höhle::N,გამოქვებული,нохъо
124,Abhang::N,ფერდობი,лабаллъи
125,Quelle::N,წყარო,ицц
126,Quelle::N,სათავე,ицц
127,Bach::N,რუ,лъар
128,Bach::N,ნაკადული,лъар
129,Fluss::N,მდინარე,гӏор
130,Ufer::N,კიდე,рагӏал
131,Ufer::N,ნაპირი,рагӏал
132,Küste::N,ნაპირი,рагӏал
133,Festland::N,ხმელეთი,ракь
134,Festland::N,ხმელეთი,ракъдаллъи
135,Meer::N,ზღვა,ралъад
136,Bucht::N,ყურე,кӏветӏ
137,Insel::N,კუნძული,чӏинкӏиллъи
138,Blume::N,ყვავილი,тӏегь
139,Gras::N,ბალახი,хер
140,Wurzel::N,ძირი,кьибил
141,Wurzel::N,ფესვი,кьибил
142,Baum::N,ხე,гъветӏ
143,Stamm::N,ტანი,рохти
144,Rinde::N,ქერქი,макъар
145,Ast::N,ტოტი,ноцӏ
146,Zweig::N,შტო,гӏаркьел
147,Blatt::N,ფოთოლი,тӏамах
148,Birke::N,არყი,мах
149,Birke::N,არყი,махигъветӏ
150,Kiefer[Baum]::N,ფიჭვი,накӏкӏигъветӏ
151,Weide[Baum]::N,ტირიფი,рицӏцӏ
152,Weide[Baum]::N,ტირიფი,рицӏцӏигъветӏ
153,Tanne::N,ნაძვი,ёлка
154,Horn::N,რქა,лълъар
155,Feder::N,ფრთა,хӏули
156,Fell::N,ტყავი,тӏом
157,Fell::N,ტყავი,цӏоко
158,Flügel::N,ფრთა,кваркьи
159,Klaue::N,კლანჭი,галъ
160,Kralle::N,ტორი,квачӏ
161,Kralle::N,ტორი,катиквачӏ
162,Schwanz::N,კუდი,рачӏ
163,Ei::N,კვერცხი,хоно
164,Nest::N,ბუდე,бусен
165,Bau::N,სორო,каратӏ
166,Tier::N,ნადირი,хӏайван
167,Tier::N,ცხოველი,хӏайван
168,Herde::N,ფარა,рехъен
169,Herde::N,ფარა,рехъед
170,Kuh::N,ფური,гӏака
171,Kuh::N,ძროხა,гӏака
172,Bulle::N,ხარი,оц
173,Pferd::N,რაში,чу
174,Pferd::N,ცხენი,чу
175,Schaf::N,ცხვარი,чахъу
176,Schwein::N,ღორი,болъон
177,Hund::N,ძაღლი,гьой
178,Katze::N,კატა,кету
179,Bär::N,დათვი,ци
180,Eichhörnchen::N,ციყვი,гвангва
181,Elch::N,ცხენ-ირემი,
182,Fuchs::N,მელა,цер
183,Hase::N,კურდღელი,гӏанкӏ
184,Maus::N,თაგვი,гӏункӏкӏ
185,Wolf::N,მგელი,бацӏ
186,Vogel::N,ჩიტი,хӏинчӏ
187,Vogel::N,ფრინველი,хӏинчӏ
188,Schwarm::N,გუნდი,тӏел
189,Huhn::N,დედალი,гӏанкӏу
190,Hahn::N,მამალი,хӏелеко
191,Gans::N,ბატი,хъаз
192,Adler::N,არწივი,цӏум
193,Ente::N,იხვი,ордек
194,Eule::N,ბუ,беццаруз
195,Kranich::N,წერო,къункъра
196,Krähe::N,ყვავი,гъеду
197,Kuckuck::N,გუგული,гагу
198,Schwan::N,გედი,хӏанкъва
199,Fisch::N,თევზი,ччугӏа
200,Barsch::N,ქორჭილა,окунь
201,Hecht::N,ქარიყლაპია,щука
202,Schlange[Tier]::N,გველი,борохь
203,Wurm::N,ჭია,хӏапара
204,Spinne::N,ობობა,хъанхъра
205,Ameise::N,ჭიანჭველა,цӏунцӏра
206,Laus::N,ტილი,нацӏ
207,Laus::N,მკბენარი,нацӏ
208,Mücke::N,კოღო,кӏкӏара
209,Fliege::N,ბუზი,тӏутӏ
210,Schmetterling::N,პეპელა,кӏалкӏучӏ
211,Beere::N,კენკრა,
212,Apfel::N,ვაშლი,гӏеч
213,Pilz::N,სოკო,гӏурдахӏан
214,Zwiebel::N,ხახვი,кӏочӏопер
215,Saat::N,თესლი,хьон
216,Korn::N,მარცვალი,мугь
217,Heu::N,თივა,хер
218,Schale::N,ჩენჩო,хъал
219,Grube::N,ორმო,гвенд
220,Falle::N,ხაფანგი,къор
221,Falle::N,ხაფანგი,къотен
222,Schlinge::N,მახე,кӏичӏ
223,Spur::N,კვალი,лъалкӏ
224,Asche::N,ფერფლი,рахъу
225,Dreck::N,ტალახი,гъиз
226,Dreck::N,ტალახი,хӏарщ
227,Dreck::N,სიბინძურე,гъиз
228,Dreck::N,სიბინძურე,хӏарщ
229,Eisen::N,რკინა,махх
230,Gold::N,ოქრო,месед
231,Silber::N,ვერცხლი,гӏарац
232,Kohle::N,ნახშირი,тӏурччи
233,Glas::N,მინა,цӏер
234,Lehm::N,თიხა,хӏатӏ
235,Sand::N,ქვიშა,сали
236,Mensch::N,ადამიანი,чи
237,Mann::N,კაცი,бихьинчи
238,Frau::N,ქალი,гӏадан
239,Kind::N,ბავშვი,лъимер
240,Junge::N,ვაჟი,вас
241,Mädchen::N,გოგო,яс
242,Familie::N,ოჯახი,хъизан
243,Großvater::N,პაპა,кӏудада
244,Großvater::N,ბაბუა,кӏудада
245,Großmutter::N,ბებია,кӏодо
246,Großmutter::N,დიდედა,кӏодо
247,Eltern::N,მშობლები,эбел-эмен
248,Vater::N,მამა,эмен
249,Mutter::N,დედა,эбел
250,Sohn::N,ვაჟიშვილი,вас
251,Tochter::N,ქალიშვილი,яс
252,Bruder::N,ძმა,вац
253,Schwester::N,და,яц
254,Onkel::N,ბიძა,даци
255,Tante::N,დეიდა,ада
256,Tante::N,მამიდა,ада
257,Ehemann::N,ქმარი,рос
258,Ehefrau::N,ცოლი,чӏужу
259,Freude::N,სიხარული,ракӏбохи
260,Gelächter::N,სიცილი,релъи
261,Glück::N,ბედნიერება,талихӏ
262,Glück::N,ბედნიერება,талихӏ-рохел
263,Kummer::N,მწუხარება,хӏалкъай
264,Wunsch::N,წადილი,къасд
265,Wunsch::N,სურვილი,къасд
266,Lust::N,წადილი,гъира
267,Geist::N,სული,чӏанкӏ
268,Geist::N,სული,рухӏ-жан
269,Gedanke::N,ფიქრი,пикру
270,Gedächtnis::N,მეხსიერება,
271,Verstand::N,ჭკუა,лумалъи
272,Verstand::N,ჭკუა,цӏодорлъи
273,Verstand::N,გონება,лумалъи
274,Verstand::N,გონება,цӏодорлъи
275,Sinn::N,მნიშვნელობა,магӏна
276,Grund::N,მიზეზი,багьана
277,Wahrheit::N,სიმართლე,ритӏухълъи
278,Wahrheit::N,ჭეშმარიტება,ритӏухълъи
279,Gespräch::N,ბაასი,накъит
280,Gespräch::N,საუბარი,накъит
281,Märchen::N,არაკი,маргьа
282,Märchen::N,ზღაპარი,маргьа
283,Erzählung::N,თქმულება,къиса
284,Nachricht::N,ცნობა,хабар
285,Nachricht::N,ამბავი,хабар
286,Neuigkeit::N,სიახლე,хабар-гӏазаб
287,Name::N,სახელი,цӏар
288,Rätsel::N,გამოცანა,бицанкӏо
289,Rede::N,სიტყვა,речь
290,Rede::N,სიტყვა,калам
291,Sprache::N,ენა,мацӏ
292,Stimme::N,ხმა,гьаракь
293,Wort::N,სიტყვა,рагӏи
294,Zeichen::N,ნიშანი,ишара
295,Zeichen::N,ნიშანი,гӏаламат
296,Ruf::N,ძახილი,ахӏи
297,Lärm::N,ხმაური,хъуй
298,Lärm::N,ხმაური,хъуди
299,Laut::N,ხმა,гьаракь
300,Laut::N,ხმა,сас
301,Laut::N,ბგერა,гьаракь
302,Laut::N,ბგერა,сас
303,Ton::N,ტონი,
304,Lied::N,სიმღერა,кечӏ
305,Ruhe::N,სიწყნარე,рахӏат
306,Leute::N,ადამიანები,гӏадамал
307,Volk::N,ერი,халкъ
308,Volk::N,ხალხი,халкъ
309,Arbeit::N,მუშაობა,хӏалтӏи
310,Gast::N,სტუმარი,гьобол
311,Geschenk::N,საჩუქარი,сайигъат
312,Spiel::N,თამაში,хӏай
313,Spiel::N,თამაში,расанди
314,Gesellschaft::N,საზოგადოება,жамагӏат
315,Hilfe::N,შველა,кумек
316,Hilfe::N,დახმარება,кумек
317,Freund::N,მეგობარი,гьудул
318,Kamerad::N,ამხანაგი,гьалмагъ
319,Angelegenheit::N,საქმე,къваригӏел
320,Anzahl::N,ოდენობა,рикӏкӏен
321,Art::N,სახეობა,жинс
322,Stück::N,ნატეხი,кесек
323,Teil::N,წილი,пай
324,Hälfte::N,ნახევარი,бащдаб
325,Kreis::N,წრე,гор
326,Kreuz::N,ჯვარი,хъанч
327,Linie::N,ხაზი,мухъ
328,Strich::N,შტრიხი,хӏучч
329,Abstand::N,მანძილი,манзил
330,Entfernung::N,სიშორე,манзил
331,Gegend::N,არე,рахъ
332,Gegend::N,მხარე,рахъ
333,Platz::N,ფართობი,бакӏ
334,Ort::N,ადგილი,бакӏ
335,Seite::N,მხარე,рахъ
336,Mitte::N,შუა,бакьулъбакӏ
337,Gegenstand::N,საგანი,жо
338,Sache::N,ნივთი,жо
339,Rand::N,კიდე,мицӏир
340,Kante::N,ნაწიბული,рагӏал
341,Kante::N,ნაწიბული,рагӏа-ракьан
342,Ecke::N,კუთხე,цили
343,Spitze::N,წვეტი,тӏогь
344,Ende::N,ბოლო,кӏал
345,Loch::N,ხვრელი,каратӏ
346,Winkel::N,კუთხე,
347,Muster::N,მოხატულობა,накъиш
348,Größe::N,ზომა,кӏодо́лъи
349,Größe::N,სიდიდე,кӏодо́лъи
350,Länge::N,სიგრძე,халалъи
351,Höhe::N,სიმაღლე,борхалъи
352,Gewicht::N,წონა,бакӏлъи
353,Menge::N,რაოდენობა,
354,Haufen::N,გროვა,гъуни
355,Reihe::N,რიგი,ирга́
356,Reihe::N,წყება,ирга́
357,Boot::N,გემი,раса
358,Ruder::N,ხოფი,раххан
359,Ruder::N,ნიჩაბი,раххан
360,Schlitten::N,მარხილი,чанагъ
361,Ski::N,თხილამური,лыжаби
362,Lagerfeuer::N,კოცონი,цӏа
363,Last::N,ტვირთი,бакӏлъи
364,Gang::N,სვლა,хьвади
365,Gang::N,სვლა,хьвада-чӏвади
366,Schritt::N,ბიჯი,гали
367,Norden::N,ჩრდილოეთი,шимал
368,Süden::N,სამხრეთი,юг
369,Süden::N,სამხრეთი,къибла
370,Westen::N,დასავლეთი,гъарб
371,Westen::N,დასავლეთი,магъриб
372,Osten::N,აღმოსავლეთი,шаркъ
373,Osten::N,აღმოსავლეთი,машрикъ
374,Holz::N,ხე,цӏул
375,Brett::N,დაფა,хъарщи
376,Brett::N,ფიცარი,хъарщи
377,Platte::N,თლილი ქვა,къоно
378,Stütze::N,საყრდენი,
379,Stange::N,ჭოკი,гӏер
380,Stock::N,კეტი,тӏил
381,Stab::N,ლატანი,гӏер
382,Rohr::N,მილაკი,турба
383,Haus::N,სახლი,ригь
384,Haus::N,სახლი,рукъзал
385,Heim::N,ოჯახის კერა,рукъ
386,Ofen::N,ღუმელი,печь
387,Fußboden::N,იატაკი,чӏабар
388,Tisch::N,სუფრა,стол
389,Tisch::N,მაგიდა,стол
390,Stuhl::N,სკამი,бакӏу
391,Wiege::N,აკვანი,кини
392,Bett::N,საწოლი,кровать
393,Bett::N,სარეცელი,кровать
394,Regal::N,თაროები,хъарщи
395,Kiste::N,ყუთი,ящик
396,Kiste::N,ყუთი,тӏалагъуд
397,Kiste::N,სკივრი,ящик
398,Kiste::N,სკივრი,тӏалагъуд
399,Fenster::N,ფანჯარა,гордо
400,Fenster::N,სარკმელი,гордо
401,Tür::N,ბჭე,нуцӏа
402,Tür::N,კარი,нуцӏа
403,Tor::N,ჭიშკარი,каву
404,Zaun::N,ღობე,раци
405,Zaun::N,გალავანი,раци
406,Dach::N,სახურავი,тӏох
407,Leiter::N,კიბე,мали
408,Besen::N,ცოცხი,жул
409,Spaten::N,ნიჩაბი,бел
410,Schaufel::N,ბარი,раххан
411,Gabel::N,ჩანგალი,гӏучӏ
412,Löffel::N,კოვზი,гъуд
413,Messer::N,დანა,нус
414,Nagel::N,ლურსმანი,магӏ
415,Netz::N,ბადე,гьин
416,Haken::N,კავი,гъанцӏа
417,Haken::N,კაუჭი,гъанцӏа
418,Griff::N,ტარი,гӏоркь
419,Schloss::N,კლიტე,кӏулал
420,Schloss::N,საკეტი,кӏулал
421,Bild::N,სურათი,сурат
422,Figur::N,ფიგურა,
423,Puppe::N,თოჯინა,нани
424,Beutel::N,პარკი,таргьа
425,Bündel::N,გალა,къай
426,Bündel::N,ასხმა,къай
427,Tasche::N,ჩანთა,сумка
428,Tasche::N,ჩანთა,къвачӏа
429,Eimer::N,ჩამჩა,ведро
430,Deckel::N,ხუფი,тӏалъел
431,Deckel::N,ხუფი,дадитӏалъел
432,Deckel::N,სარქველი,тӏалъел
433,Deckel::N,სარქველი,дадитӏалъел
434,Geschirr::N,ჭურჭელი,цӏарагӏ
435,Sack::N,ტომარა,хъап
436,Sack::N,ტომარა,къандалъо
437,Tasse::N,ფინჯანი,чашка
438,Topf::N,ქოთანი,хьаг
439,Kessel::N,ქვაბი,хьаг
440,Kessel::N,ქვაბი,гереги
441,Essen::N,ჭამა,тӏагӏам
442,Nahrung::N,საზრდო,квен
443,Nahrung::N,საკვები,квен
444,Speise::N,საჭმელი,квен
445,Fleisch::N,ხორცი,гьан
446,Getreide::N,მარცვლოვანი,бугӏа-ролъ
447,Getreide::N,მარცვლოვანი,могьолабл_культураби
448,Brei::N,ფაფა,карщ
449,Brot::N,პური,чед
450,Scheibe::N,ნაჭერი,мочӏу
451,Fett::N,ქონი,беэнлъи
452,Fett::N,ცხიმი,беэнлъи
453,Butter::N,კარაქი,нах
454,Öl::N,ზეთი,нах
455,Salz::N,მარილი,цӏам
456,Suppe::N,სუფი,чурпа
457,Honig::N,თაფლი,гьоцӏо
458,Milch::N,რძე,рахь
459,Tee::N,ჩაი,чай
460,Leder::N,ტყავი,тӏом
461,Wolle::N,მატყლი,квас
462,Stoff::N,ქსოვილი,ххам
463,Nadel::N,ნემსი,рокӏкӏен
464,Faden::N,ძაფი,кун
465,Faden::N,მკედი,кун
466,Knopf::N,ღილი,маргъал
467,Knoten::N,ნასკვი,гарацӏ
468,Farbe::N,საღებავი,релъен
469,Kleidung::N,ტანსაცმელი,ретӏел
470,Hemd::N,ხალათი,гурде
471,Hemd::N,პერანგი,гурде
472,Kragen::N,საყელო,габур
473,Ärmel::N,სახელო,къвал
474,Hose::N,შარვალი,тӏажу
475,Gürtel::N,ქამარი,рачел
476,Mütze::N,ქუდი,тӏагъур
477,Schuh::N,ფეხსაცმელი,
478,Stiefel::N,ჩექმა,этек
479,Stiefel::N,ჩექმა,чакма
480,Ring::N,ბეჭედი,баргъич
481,Band::N,ბაფთი,лента
482,Kamm::N,სავარცხელი,гьоркьо
483,Spiegel::N,სარკე,матӏу
484,Riemen::N,ღვედი,рижу
485,Schnur::N,ლარი,
486,Leine::N,ჯაჭვი,
487,Decke::N,საბანი,одея́ло
488,Kissen::N,ბალიში,къандалъо
489,Tuch::N,მაუდი,квархьи
490,Tuch::N,თავშალი,квархьи
491,Handtuch::N,ხელსახოცი,беркӏалрацӏцӏ
492,Kraft::N,ძალა,гуч
493,Kraft::N,ძალა,къуват
494,Stärke::N,ღონე,хӏалкӏвей
495,Gesundheit::N,ჯანმრთელობა,сахлъи́
496,Krankheit::N,სენი,унти
497,Krankheit::N,სენი,щокълъи
498,Krankheit::N,ავადმყოფობა,унти
499,Krankheit::N,ავადმყოფობა,щокълъи
500,Schmerz::N,ტკივილი,унти
501,Wunde::N,იარი,ругъун
502,Wunde::N,ჭრილობა,ругъун
503,Fieber::N,ციება,цӏа-кан
504,Arznei::N,წამალი,дару
505,Brücke::N,ხიდი,кьо
506,Brunnen::N,ჭა,гъуй
507,Weide::N,საძოვარი,рицӏцӏ
508,Weide::N,საძოვარი,лъичӏирма
509,Weide::N,საძოვარი,гӏурдаллъи
510,Weide::N,საძოვარი,ри́цӏигъветӏ
511,Weide::N,საძოვარი,рицӏцӏигъветӏ
512,Pfad::N,ბილიკი,сухъмахъ
513,Weg::N,გზა,нух
514,Straße::N,შარაგზა,нух
515,Dorf::N,დაბა,росу
516,Dorf::N,სოფელი,росу
517,Stadt::N,ქალაქი,шагьар
518,Brief::N,წერილი,кагъат
519,Brief::N,წერილი,рисалат
520,Buch::N,წიგნი,тӏехь
521,Buchstabe::N,ასო,хӏарп
522,Zeitung::N,გაზეთი,газет
523,Leben::N,სიცოცხლე,яшав
524,Tod::N,სიკვდილი,хвел
525,Grab::N,სამარე,хоб
526,Grab::N,საფლავი,хоб
527,Kirche::N,ეკლესია,килиса
528,Sünde::N,ცოდვა,хӏакъ
529,Sünde::N,ცოდვა,мунагь
530,Gott::N,ღმერთი,бичас
531,Gott::N,ღმერთი,аллагь
532,Arbeiter::N,მუშა,хӏалтӏухъан
533,Chef::N,გამგე,хӏаким
534,Chef::N,გამგე,начальник
535,Meister::N,ოსტატი,устар
536,Meister::N,ოსტატი,мастер
537,Meister::N,ოსტატი,махщалилав
538,Arzt::N,ექიმი,жайрахӏ
539,Arzt::N,მკურნალი,жайрахӏ
540,Lehrer::N,მასწავლებელი,мугӏалим
541,Geld::N,ფული,гӏарац
542,Geschäft::N,საქმე,
543,Geschäft::N,ბიზნესი,
544,Laden::N,დუქანი,тукен
545,Laden::N,მაღაზია,тукен
546,Preis::N,ფასი,багьа
547,Ware::N,საქონელი,къайи
548,Nutzen::N,ხეირი,мунпагӏат
549,Reichtum::N,სიმდიდრე,бечелъи
550,Welt::N,მსოფლიო,дуниял
551,Land::N,მხარე,улка
552,Land::N,მხარე,икълим
553,Land::N,ქვეყანა,улка
554,Land::N,ქვეყანა,икълим
555,Staat::N,სახელმწიფო,пачалихъ
556,König::N,მეფე,пача
557,König::N,მეფე,малик
558,König::N,მეფე,къирал
559,König::N,მეფე,падишагь
560,Macht::N,ძლიერება,кверщел
561,Grenze::N,ზღვარი,гӏорхъи
562,Krieg::N,ომი,рагъ
563,Feind::N,მტერი,тушман
564,Gewalt::N,სისასტიკე,зулму
565,Kampf::N,ბრძოლა,къеркьей
566,Bogen[Waffe]::N,მშვილდი,газаргъо
567,Pfeil::N,ისარი,чӏор
568,Pfeil::N,მახვილი,чӏор
569,Gewehr::N,თოფი,туманкӏ
570,Gewehr::N,შაშხანა,туманкӏ
571,Fehler::N,შეცდომა,гъалатӏ
572,Lüge::N,სიცრუე,гьереси
573,Schaden::N,ვნება,зиян
574,Schaden::N,ვნება,зарал
575,Unglück::N,ხიფათი,балагь
576,Unglück::N,უბედურება,балагь
577,Schuld::N,ბრალი,гӏайиб
578,Alter::N,ასაკი,гӏумру
579,Schluss::N,ბოლო,ахир
580,Schluss::N,დასასრული,ахир
581,Zeit::N,დრო,заман
582,Tag::N,დღე,къо
583,Morgen::N,დილა,радалмех
584,Mittag::N,შუადღე,къадемех
585,Abend::N,საღამო,релъедамех
586,Nacht::N,ღამე,сордо
587,Woche::N,კვირა,анкь
588,Monat::N,თვე,моцӏ
589,Jahr::N,წელი,сон
590,Jahr::N,წელი,лъагӏел
591,Frühling::N,გაზაფხული,их
592,Sommer::N,ზაფხული,рии
593,Herbst::N,შემოდგომა,хасалихълъи
594,Winter::N,ზამთარი,кьин
595,Januar::N,იანვარი,январь
596,Februar::N,თებერვალი,февра́ль
597,März::N,მარტი,март
598,April::N,აპრილი,апрель
599,Mai::N,მაისი,май
600,Juni::N,ივნისი,июнь
601,Juli::N,ივლისი,июль
602,August::N,აგვისტო,август
603,September::N,სექტემბერი,сентябрь
604,Oktober::N,ოქტომბერი,октябрь
605,November::N,ნოემბერი,ноябрь
606,Dezember::N,დეკემბერი,декабрь
607,Montag::N,ორშაბათი,итни
608,Dienstag::N,სამშაბათი,талат
609,Mittwoch::N,ოთხშაბათი,арбагӏ
610,Donnerstag::N,ხუთშაბათი,хамиз
611,Freitag::N,პარასკევი,рузман
612,Samstag::N,შაბათი,щамат
613,Sonntag::N,კვირა,гьатӏан
614,groß::A,დიდი,кӏудияб
615,klein::A,მცირე,гьитӏинаб
616,klein::A,პატარა,гьитӏинаб
617,lang::A,გრძელი,халатаб
618,kurz::A,მოკლე,къокъаб
619,breit::A,ფართო,гӏебаб
620,breit::A,განიერი,гӏебаб
621,schmal::A,ვიწრო,къваридаб
622,schmal::A,წვრილი,къваридаб
623,dicht::A,მჭიდრო,ризаб
624,dick[Gegenstand]::A,სქელი,бицатаб
625,dünn::A,წვრილი,тӏеренаб
626,fein::A,თხელი,тӏеренаб
627,fest::A,მყარი,къвакӏараб
628,flach::A,ბრტყელი,чӏепараб
629,glatt::A,გლუ,цӏвакараб
630,hart::A,მაგარი,кьварараб
631,weich::A,რბილი,тамахаб
632,rund::A,მრგვალი,гургинаб
633,spitz::A,წვეტიანი,бегӏераб
634,scharf::A,მჭრელი,рекӏараб
635,stumpf::A,ბლაგვი,тӏехӏараб
636,stumpf::A,ბლაგვი,рекӏинчӏеб
637,schwer::A,მძიმე,бакӏаб
638,schön::A,ლამაზი,берцинаб
639,heiß::A,ცხელი,лагьараб
640,warm::A,თბილი,хинаб
641,kalt::A,ცივი,квачараб
642,kühl::A,გრილი,квачараб
643,frisch::A,სუფთა,цӏияб
644,feucht::A,ნოტიო,рагьараб
645,nass::A,სველი,би́ччараб
646,trocken::A,მშრალი,бакъвараб
647,voll::A,სავსე,
648,leer::A,ცარიელი,чӏобогояб
649,offen::A,ღია,рагьараб
650,offen::A,გაშლილი,рагьараб
651,geschlossen::A,დახურული,рахараб-къараб
652,sauber::A,სუფთა,бацӏцӏадаб
653,sauber::A,წმინდა,бацӏцӏадаб
654,schmutzig::A,ტალახიანი,гъизараб
655,roh::A,უმი,хамаб
656,roh::A,უმი,гӏатӏгояб
657,reif::A,მწიფე,барщараб
658,lecker::A,გემრიელი,тӏагӏамаб
659,süß::A,ტკბილი,гьуинаб
660,bitter::A,მწარე,кьогӏаб
661,sauer::A,მჟავე,цӏекӏаб
662,hell::A,ნათელი,канаб
663,dunkel::A,ბნელი,бецӏаб
664,schwarz::A,შავი,чӏегӏераб
665,weiß::A,თეთრი,хъахӏаб
666,rot::A,წითელი,багӏараб
667,gelb::A,ყვითელი,гӏобилаб
668,gelb::A,ყვითელი,тӏогьилаб
669,blau::A,ლურჯი,хъахӏилаб
670,blau::A,ცისფერი,хъахӏилаб
671,grün::A,მწვანე,гӏурччинаб
672,grau::A,რუხი,накӏкӏуяб
673,grau::A,ნაცრისფერი,накӏкӏуяб
674,bunt::A,ჭრელი,къвекӏаб
675,bunt::A,ჭრელი,чара-гъараб
676,bunt::A,ფერადი,къвекӏаб
677,bunt::A,ფერადი,чара-гъараб
678,billig::A,იაფი,учузаб
679,teuer::A,ძვირი,хири́яб
680,wertvoll::A,ღირსიანი,къиматаб
681,blind::A,ბრმა,беццаб
682,taub::A,ყრუ,гъугъаб
683,kräftig::A,ძალავანი,гучаб
684,stark::A,ძლიერი,къуватаб
685,stark::A,ღონიერი,къуватаб
