,Concept_ID,te,lez
124,Birke::N,తరహా చెట్టు,верх
125,Kiefer[Baum]::N,దేవదారు చెట్టు,шамагъаж
126,Weide[Baum]::N,జాతిచెట్టు,цӏвелин ттар
127,Tanne::N,దేవదారుచెట్టు,ель
128,Horn::N,కొమ్ము,карч
129,Feder::N,ఈక,цӏакул
130,Fell::N,తోలు,хам
131,Flügel::N,ఱెక్క,лув
132,Klaue::N,వంకరగోరు,къармах
133,Kralle::N,వంకరగోరు,пац
134,Kralle::N,వంకరగోరు,тапас
135,Schwanz::N,తోక,ттум
136,Ei::N,గ్రుడ్డు,кака
137,Nest::N,పక్షిగూడు,муг
138,Bau::N,గుహ,тӏеквен
139,Tier::N,జంతువు,гьайван
140,Herde::N,మంద,суьруь
141,Kuh::N,ఆవు,ккал
142,Bulle::N,గిత్త,яц
143,Bulle::N,గిత్త,бугъа
144,Pferd::N,గుఱ్ఱము,балкӏан
145,Schaf::N,గొఱ్ఱె,хеб
146,Schwein::N,పంది,вак
147,Hund::N,కుక్క,кицӏ
148,Katze::N,పిల్లి,кац
149,Bär::N,ఎలుగుబంటి,сев
150,Eichhörnchen::N,ఉడుత,белка
151,Elch::N,కణంజు,лось
152,Fuchs::N,గుంటనక్క,сикӏ
153,Hase::N,కుందేలు,къуьр
154,Maus::N,చిట్టెలుక,кьиф
155,Wolf::N,తోడేలు,жанавур
156,Vogel::N,పక్షి,луван ничхир
157,Schwarm::N,గుంపు,луж
158,Huhn::N,కోడిపిల్ల,верч
159,Hahn::N,కోడివుంజు,кӏек
160,Gans::N,ఆడుబాతు,къаз
161,Adler::N,గ్రద్ద,лекь
162,Ente::N,పాట్టిబాతు,пӏатӏ
163,Eule::N,గ్రుడ్లగూబ,тӏиб
164,Kranich::N,కొంగ,дурна
165,Krähe::N,కాకి,къаргъа
166,Kuckuck::N,కోయల,кукупӏ
167,Schwan::N,హంస,къугь
168,Fisch::N,చేప,гъед
169,Barsch::N,ఒకచేఁప,окунь
170,Hecht::N,గండుమీను,щука
171,Schlange[Tier]::N,పాము,илан
172,Schlange[Tier]::N,పాము,гъуьлягъ
173,Wurm::N,పురుగు,квак
174,Spinne::N,సాలె పురుగు,хуьшрекан
175,Ameise::N,చీమ,цегв
176,Laus::N,పేను,нет
177,Mücke::N,చీకటీగ,ветӏ
178,Fliege::N,ఈగ,тӏветӏ
179,Schmetterling::N,సీతాకోకచిలుక,чепелукь
180,Beere::N,కాయ,куьлуь емиш
181,Apfel::N,ఆపిల్ పండు,ич
182,Pilz::N,కుక్కగొడుగు,къарникъуз
183,Zwiebel::N,నీరుల్లి,чичӏек
184,Saat::N,విత్తనము,тумар
185,Korn::N,గింజ,твар
186,Heu::N,ఎండుగడ్డి,векь
187,Heu::N,ఎండుగడ్డి,векьер
188,Schale::N,పొట్టు,пириш
189,Schale::N,పొట్టు,хъуьруьш
190,Grube::N,గొయ్యి,фур
191,Falle::N,బోను,ракьар
192,Schlinge::N,ఉరి,гьалкъа
193,Spur::N,జాడ,гел
194,Asche::N,బూడిద,руьхъ
195,Dreck::N,ముఱికి,чирк
196,Dreck::N,ముఱికి,кьуруш
197,Eisen::N,ఇనుము,ракь
198,Gold::N,బంగారము,алтун
199,Silber::N,వెండి,гимиш
200,Kohle::N,నేలబొగ్గు,цӏивин
201,Glas::N,గాజు,шуьше
202,Lehm::N,బంకమన్ను,ччеб
203,Sand::N,ఇసుక,къум
204,Mensch::N,నరుడు,инсан
205,Mann::N,పురుమడు,итим
206,Frau::N,ఆడుది,паб
207,Frau::N,ఆడుది,дишегьли
208,Kind::N,బిడ్డ,аял
209,Junge::N,బాలుడు,гада
210,Mädchen::N,బాలిక,руш
211,Familie::N,కుటుంబము,хзан
212,Familie::N,కుటుంబము,килфет
213,Großvater::N,తాత,чӏехи буба
214,Großmutter::N,అయ్యమ్మ,чӏехи диде
215,Eltern::N,తల్లితండ్రులు,диде-буба
216,Vater::N,తండ్రి,буба
217,Mutter::N,తల్లి,диде
218,Sohn::N,కొడుకు,хва
219,Tochter::N,కూతురు,руш
220,Bruder::N,పోదరుడు,стха
221,Schwester::N,సోదరి,вах
222,Onkel::N,మేనమామ,ими
223,Onkel::N,మేనమామ,халу
224,Tante::N,మేనత్త,эме
225,Tante::N,మేనత్త,хала
226,Tante::N,పినతల్లి,эме
227,Tante::N,పినతల్లి,хала
228,Ehemann::N,భర్త,гъуьл
229,Ehefrau::N,భార్య,паб
230,Freude::N,సంతోషము,шадвал
231,Gelächter::N,నవ్వు,хъвер
232,Glück::N,సంతోషము,бахт
233,Kummer::N,దుఃఖము,дерт
234,Kummer::N,దుఃఖము,хажалат
235,Wunsch::N,కోరిక,мурад
236,Lust::N,కోరిక,гьевес
237,Geist::N,ఆత్మ,руьгь
238,Gedanke::N,ఆలోచన,фикир
239,Gedächtnis::N,జ్ఞాపకము,
240,Verstand::N,మనస్సు,акьул
241,Sinn::N,అర్థము,мана
242,Grund::N,కారణము,себеб
243,Wahrheit::N,సత్యము,керчек
244,Wahrheit::N,సత్యము,гьакъикъат
245,Gespräch::N,పంభాషణ,ихтилат
246,Märchen::N,అద్భుతకథ,мах
247,Erzählung::N,కథ,кьиса
248,Nachricht::N,వార్త,хабар
249,Neuigkeit::N,వార్త,цӏийи хабар
250,Name::N,పేరు,тӏвар
251,Rätsel::N,చిక్కు,мискӏал
252,Rede::N,ఉపన్యాసము,рахун
253,Sprache::N,భాష,чӏал
254,Stimme::N,కంరథ్సని,ван
255,Wort::N,మాట,гаф
256,Zeichen::N,గుర్తు,ишара
257,Ruf::N,పిలువు,эвер
258,Lärm::N,సందడి,ван-сес
259,Laut::N,ధ్వని,ван
260,Laut::N,ధ్వని,сес
261,Ton::N,స్వరము,ван-сес
262,Lied::N,పాట,мани
263,Ruhe::N,గాలిలేమి,ласвал
264,Ruhe::N,గాలిలేమి,фаракъат
265,Ruhe::N,గాలిలేమి,асайиш
266,Leute::N,జనులు,инсанар
267,Volk::N,జాతి,халкь
268,Arbeit::N,పని,кӏвалах
269,Gast::N,అతిధి,мугьман
270,Geschenk::N,దానము,савкьат
271,Spiel::N,ఆట,къугъун
272,Gesellschaft::N,జట్టు,жемят
273,Gesellschaft::N,జట్టు,общество
274,Hilfe::N,సాహాయ్యము,куьмек
275,Freund::N,స్నేహితుడు,дуст
276,Kamerad::N,చెలికాడు,яр-дуст
277,Angelegenheit::N,విషయము,кар
278,Anzahl::N,లెక్క,сан
279,Anzahl::N,లెక్క,кьадар
280,Art::N,జాతి,жуьре
281,Stück::N,తునుక,кӏус
282,Teil::N,భాగము,пай
283,Hälfte::N,సగము,зур
284,Hälfte::N,సగము,зур пай
285,Kreis::N,వృత్తము,круг
286,Kreis::N,వృత్తము,чкаяр
287,Kreis::N,వృత్తము,элкъвей цӏар
288,Kreuz::N,సిలువ,хаш
289,Linie::N,గీత,цӏар
290,Strich::N,గీత,цӏар
291,Abstand::N,సందు,ара
292,Entfernung::N,దూరము,мензил
293,Gegend::N,విస్తీర్ణము,чка
294,Platz::N,ఎడము,ара
295,Ort::N,స్థలము,чка
296,Seite::N,ప్రక్క,пад
297,Mitte::N,నడిమి,юкь
298,Gegenstand::N,పద్దు,затӏ
299,Sache::N,వస్తువు,шей
300,Sache::N,వస్తువు,затӏ
301,Rand::N,అంచు,къерех
302,Kante::N,అంచు,син
303,Ecke::N,మూల,пӏипӏ
304,Spitze::N,మొన,кӏвенкӏв
305,Ende::N,కొన,кьил
306,Loch::N,రంధ్రము,тӏеквен
307,Winkel::N,కోణము,пӏипӏ
308,Muster::N,మాదిరి,гишир
309,Größe::N,పరిమాణము,кьадар
310,Länge::N,పొడుగు,яргъивал
311,Höhe::N,పొడుగు,кьакьанвал
312,Gewicht::N,భారము,заланвал
313,Menge::N,మొత్తము,кьадар
314,Haufen::N,రాశి,хара
315,Reihe::N,వరుస,жерге
316,Boot::N,పడవ,луьткве
317,Ruder::N,అడక,кьусу
318,Schlitten::N,సరవండ్లు,гъелерар
319,Ski::N,స్కీ,
320,Lagerfeuer::N,నెగడు,цӏай
321,Last::N,బరువు,заланвал
322,Gang::N,నడక,ериш
323,Schritt::N,అడుగు,къадам
324,Norden::N,ఉత్తరదిక్కు,кефер
325,Norden::N,ఉత్తరదిక్కు,кефер пад
326,Süden::N,దక్షిణము,кьибле
327,Westen::N,పడమర,рагъакӏидай пад
328,Osten::N,తూర్పు,рагъэкъечӏдай пад
329,Holz::N,కొయ్య,кӏарас
330,Brett::N,పలక,кьул
331,Brett::N,పలక,тахта
332,Platte::N,పలక,
333,Stütze::N,వాల్సేడ్లు,даях
334,Stange::N,స్తంభము,юрк
335,Stock::N,కఱ్ఱ,лаш
336,Stab::N,కఱ్ఱ,юрк
337,Rohr::N,గొట్టము,турба
338,Haus::N,ఇల్లు,ужагъ
339,Heim::N,స్వగృహము,кӏвал
340,Ofen::N,పొయ్యి,пич
341,Fußboden::N,నేల,кӏвалин ччил
342,Tisch::N,మేజా,стол
343,Stuhl::N,కుర్చీ,стул
344,Wiege::N,ఉయ్యాల,кьеб
345,Bett::N,పడక,тахт
346,Bett::N,మంచం,тахт
347,Regal::N,అటక,кьацӏ
348,Kiste::N,వెట్టె,ящик
349,Fenster::N,కిటికి,дакӏар
350,Tür::N,ద్వారము,рак
351,Tor::N,ద్వారము,варар
352,Zaun::N,కంచె,пару
353,Dach::N,ఇంటివైకప్పు,къав
354,Leiter::N,నిచ్చెన,гурар
355,Besen::N,చీపురుకట్ట,таран кул
356,Spaten::N,పాఱ,ппер
357,Schaufel::N,పాఱ,хекендаз
358,Gabel::N,ముండ్లగరిటె,шиш
359,Löffel::N,గరిటె,тӏур
360,Messer::N,కత్తి,чукӏул
361,Nagel::N,మేకు,мих
362,Netz::N,వల,чил
363,Haken::N,కొక్కెము,къармах
364,Griff::N,పిడి,ттум
365,Schloss::N,తాళము,куьлег
366,Bild::N,చిత్రము,шикил
367,Bild::N,చిత్రము,суьрет
368,Figur::N,రూపము,фигура
369,Puppe::N,బొమ్మ,нини
370,Beutel::N,సంచి,тагъар
371,Bündel::N,మూట,галгам
372,Tasche::N,సంచి,чанта
373,Eimer::N,చేద,ведре
374,Deckel::N,మూత,кьил
375,Deckel::N,మూత,къалпагъ
376,Geschirr::N,వంటకాలు,къаб-къажах
377,Sack::N,గోనెసంచి,чувал
378,Tasse::N,గిన్నె,сукӏра
379,Topf::N,కుండ,къажгъан
380,Kessel::N,నీరుకాచుపాత్ర,къажгъан
381,Essen::N,ఆహారము,тӏуьн
382,Nahrung::N,ఆహారము,тӏуьн
383,Speise::N,ఆహారము,хуьрек
384,Fleisch::N,మాంసము,як
385,Getreide::N,ధాన్యము,техил
386,Brei::N,గుజ్జు,хапӏа
387,Brei::N,గుజ్జు,хешил
388,Brot::N,రొట్టె,фу
389,Scheibe::N,బద్ద,чӏук
390,Fett::N,క్రొవ్వు,ягълу
391,Butter::N,వెన్న,гъери
392,Öl::N,నూనె,ягълу
393,Salz::N,ఉప్పు,кьел
394,Suppe::N,చారు,суп
395,Suppe::N,చారు,шурпа
396,Honig::N,తెనె,вирт
397,Milch::N,పాలు,нек
398,Tee::N,తేనీరు,чай
399,Leder::N,బాగుచేసివతోలు,тумаж
400,Wolle::N,ఉన్ని,йис
401,Stoff::N,బట్ట,парча
402,Nadel::N,సూది,раб
403,Faden::N,దారము,гъал
404,Knopf::N,బొత్తాము,дуьгме
405,Knoten::N,ముడి,тӏвал
406,Farbe::N,రంగు,ранг
407,Kleidung::N,బట్టలు,партал
408,Hemd::N,చొక్కాయ,перем
409,Kragen::N,మాల,хев
410,Ärmel::N,చొక్కాయచెయ్యి,хел
411,Hose::N,ఇజారు,шалвар
412,Gürtel::N,పటకా,чӏул
413,Mütze::N,టోపి,бармак
414,Mütze::N,టోపి,бапӏах
415,Schuh::N,పాదరక్ష,ботинка
416,Stiefel::N,బూటు,чекме
417,Ring::N,ఉంగరము,тупӏал
418,Band::N,నాడా,тасма
419,Kamm::N,దువ్వెన,регъ
420,Spiegel::N,అద్దము,гуьзгуь
421,Riemen::N,వాడా,къайиш
422,Schnur::N,దారము,еб
423,Leine::N,వారు,
424,Decke::N,కంబళి,яргъан
425,Kissen::N,తలగడ,хъуьцуьган
426,Tuch::N,బట్ట,шал
427,Handtuch::N,తువాలు,дасмал
428,Kraft::N,బలము,гуж
429,Stärke::N,శక్తి,къуват
430,Gesundheit::N,ఆరోగ్యము,сагъвал
431,Krankheit::N,రోగము,тӏал
432,Schmerz::N,నొప్పి,тӏал
433,Schmerz::N,నొప్పి,тӏарвал
434,Wunde::N,గాయము,хер
435,Fieber::N,జ్వరము,ифин
436,Arznei::N,మందు,дарман
437,Brücke::N,వంతెన,муьгъ
438,Brunnen::N,బావి,къуй
439,Brunnen::N,కూపము,къуй
440,Brunnen::N,నుయ్యి,къуй
441,Weide::N,పచ్చికబయలు,уьруьш
442,Pfad::N,కాలిత్రోవ,рехъ
443,Weg::N,మార్గము,рехъ
444,Straße::N,బాట,рехъ
445,Dorf::N,గ్రామము,хуьр
446,Stadt::N,పట్టణము,шегьер
447,Brief::N,జాబు,кагъаз
448,Buch::N,పుస్తకము,улуб
449,Buchstabe::N,అక్షరము,гьарф
450,Zeitung::N,వార్తాపత్రిక,газета
451,Leben::N,ప్రాణము,уьмуьр
452,Tod::N,మరణము,кьиникь
453,Grab::N,సమాధి,сур
454,Kirche::N,క్రెస్తవులగుడి,килиса
455,Sünde::N,పాపము,гунагь
456,Gott::N,దేవుడు,аллагь
457,Arbeiter::N,పనిపాటుచేశేవాడు,фяле
458,Chef::N,యజమానుడు,гьаким
459,Meister::N,కళాకారుడు,устӏар
460,Arzt::N,వైద్యుడు,доктор
461,Lehrer::N,ఉపాధ్యాయుడు,муаллим
462,Geld::N,ద్రవ్యము,пул
463,Geschäft::N,వ్యాపారము,
464,Laden::N,అంగడి,магазин
465,Preis::N,వెల,къимет
466,Ware::N,సరకులు,мал
467,Ware::N,సరకులు,товар
468,Nutzen::N,ప్రయోజనము,хийир
469,Nutzen::N,ప్రయోజనము,менфят
470,Reichtum::N,ధనము,девлет
471,Welt::N,ప్రపంచము,дуьнья
472,Land::N,దేశము,уьлкве
473,Staat::N,రాజ్యము,пачагьлугъ
474,Staat::N,రాజ్యము,государство
475,König::N,రాజు,пачагь
476,Macht::N,అధికారము,власть
477,Grenze::N,సరిహద్దు,сергьят
478,Krieg::N,యుద్ధము,дяве
479,Feind::N,శత్రువు,душман
480,Gewalt::N,దౌర్జన్యము,гуж
481,Kampf::N,పోట్లాట,женг
482,Bogen[Waffe]::N,విల్లు,чӏемерук
483,Pfeil::N,బాణము,хьел
484,Gewehr::N,తుపాకి,тфенг
485,Fehler::N,తప్ప,гъалатӏ
486,Lüge::N,అసత్యము,ттаб
487,Schaden::N,నష్టము,зиян
488,Schaden::N,నష్టము,зарар
489,Unglück::N,దురదృష్టము,бала
490,Unglück::N,దురదృష్టము,бедбахтвал
491,Schuld::N,తప్పు,тахсир
492,Alter::N,వయస్సు,яш
493,Schluss::N,ముగింపు,эхир
494,Zeit::N,కాలము,вяде
495,Tag::N,దినము,югъ
496,Morgen::N,ఉదయము,пакама
497,Mittag::N,మధ్యాహ్నము,нисин
498,Abend::N,సాయంకాలము,няни
499,Nacht::N,రత్రి,йиф
500,Woche::N,వారము,гьафте
501,Monat::N,నెల,варз
502,Jahr::N,సంవత్సరము,йис
503,Frühling::N,వసంతకాలము,гатфар
504,Sommer::N,వేసవికాము,гад
505,Herbst::N,ఆకురాలుకాలము,зул
506,Winter::N,శీతకాలము,кьуьд
507,Januar::N,జనవరి,январь
508,Februar::N,ఫిబ్రవరి,февраль
509,März::N,మార్చి,март
510,April::N,ఏప్రిలు,апрель
511,Mai::N,మే,май
512,Juni::N,జూన్,июнь
513,Juli::N,జూలై,июль
514,August::N,ఆగస్టు,август
515,September::N,సెప్ఠెంబరు,сентябрь
516,Oktober::N,అక్టోబరు,октябрь
517,November::N,నవంబరు,ноябрь
518,Dezember::N,డిసెంబర్,декабрь
519,Montag::N,సోమవారము,ислен
520,Dienstag::N,మంగళవారము,саласа
521,Mittwoch::N,బుధవారము,арбе
522,Donnerstag::N,గురువారము,хемис югъ
523,Freitag::N,శుక్రవారము,жуьмя
524,Freitag::N,శుక్రవారము,жуьмя югъ
525,Samstag::N,శనివారము,киш
526,Sonntag::N,ఆదివారము,гьяд
527,groß::A,గొప్పైన,еке
528,groß::A,గొప్పైన,чӏехи
529,klein::A,చిన్న,гъвечӏи
530,lang::A,పొడుగాటి,яргъи
531,kurz::A,పొట్టి,куьруь
532,breit::A,వెడల్పైన,гьяркьуь
533,schmal::A,ఇఱుకైన,гуьтӏуь
534,dicht::A,దట్టమైన,къалин
535,dick[Gegenstand]::A,దట్టమైన,
536,dünn::A,పలుచని,кьелечӏ
537,fein::A,నాజాకైన,шуькӏуь
538,fest::A,దృడమైవ,кӏеви
539,flach::A,చదువైన,кьулу
540,glatt::A,నున్నని,цӏалцӏам
541,hart::A,కఠినమైన,кӏеви
542,weich::A,మృదువైన,хъуьтуьл
543,rund::A,గుండ్రని,элкъвей
544,spitz::A,మొనగల,хци
545,scharf::A,పదనైన,хци
546,stumpf::A,వాడిలేని,къуьруь
547,schwer::A,బరువ్తెన,залан
548,schön::A,సుందరమైన,иер
549,heiß::A,వేడియైన,кудай
550,warm::A,వెచ్చని,чими
551,kalt::A,చల్లని,мекьи
552,kühl::A,చల్లని,къайи
553,frisch::A,తాజాయైన,таза
554,frisch::A,తాజాయైన,михьи
555,feucht::A,చెమ్మగానున్న,ламу
556,nass::A,తడిగామన్న,кьежей
557,trocken::A,ఎండిన,кьуру
558,voll::A,నిండు,ацӏай
559,leer::A,శూన్యమైన,буш
560,leer::A,శూన్యమైన,ичӏи
561,offen::A,తెఱచియున్న,ахъа
562,geschlossen::A,మూసిన,кӏеви
563,sauber::A,పరిశుద్ధమైన,михьи
564,schmutzig::A,ముఱికియైన,чиркин
565,schmutzig::A,ముఱికియైన,кьацӏай
566,roh::A,పచ్చి,чиг
567,roh::A,పచ్చి,ицӏи
568,reif::A,పండివ,дигмиш хьайи
569,lecker::A,రుచి గల,дадлу
570,süß::A,తియ్యని,ширин
571,bitter::A,చేదైన,туькьуьл
572,sauer::A,పుల్లని,цуру
573,hell::A,కాంతిగల,экуь
574,dunkel::A,చీకటియైన,мичӏи
575,schwarz::A,నల్లని,чӏулав
576,weiß::A,తెలుపు,лацу
577,rot::A,ఎఱ్ఱని,яру
578,gelb::A,పసుపు పచ్చ,хъипи
579,blau::A,నీలవర్ణము,вили
580,grün::A,ఆకుపచ్చని,къацу
581,grau::A,నెరిసిన,рехи
582,bunt::A,రంగేలీ,цӏару
583,bunt::A,రంగేలీ,яру-цӏару
584,billig::A,చౌకయైన,ужуз
585,teuer::A,వెలపొడుగైన,багьа
586,wertvoll::A,విలుప్తెన,масан
587,blind::A,గ్రుడ్డి,буьркьуь
588,taub::A,చెవిటి,биши
589,kräftig::A,శక్తి గల,гужлу
590,stark::A,బలమైన,къуватлу
591,schwach::A,బలహీనమైన,такьатсуз
592,fett::A,క్రొవ్విన,куьк
593,schlank::A,సన్నని,шумал
594,hübsch::A,సాగప్తెన,гуьрчег
595,böse::A,చెడ్డ,пис
596,dumm::A,తెలివిలేని,ахмакь
597,faul::A,సోమరియైన,тенпел
598,fleißig::A,శ్రద్దగల,сяй ийидай
599,fleißig::A,శ్రద్దగల,сяйи ийидай
600,geizig::A,పిసినారియైన,мискьи
601,klug::A,తెలివిగల,акьуллу
602,geschickt::A,నిపుణతగల,магьир
603,lieb::A,ప్రియమైన,играми
604,lustig::A,ఉల్లాసము గల,шад
605,sanft::A,సాధువైన,назик
606,sanft::A,సాధువైన,милайим
607,hungrig::A,ఆకలిగొనిన,гишин
608,krank::A,వ్యాధిగల,кефсуз
609,nackt::A,దిగంబరమైన,кьецӏил
610,traurig::A,విచారముగల,пашман
611,lebendig::A,ప్రాణముతో నున్న,ччан алай
612,gut::A,మంచి,хъсан
613,gut::A,మంచి,вижевай
614,schlecht::A,చెడ్డ,пис
615,richtig::A,సరియైన,дуьз
616,schlimm::A,అసహ్యమైన,нифретлу
617,wahr::A,నిజమైన,гьакъикъи
618,alt::A,ముసలి,эски
619,alt::A,ముసలి,куьгьне
620,neu::A,క్రొత్త,цӏийи
621,ehemalig::A,పూర్వపు,виликан
622,alt[Lebewesen]::A,ముసలి,кьуьзуь
623,jung::A,పసి,жегьил
624,arm::A,బీద,кесиб
625,reich::A,ధనవంతుడైన,девлетлу
626,bekannt::A,తెలిసిన,чидай
627,berühmt::A,ప్రపిద్దికెక్కివ,машгьур
628,fremd::A,అన్యమైన,ччара
629,verschieden::A,భేదమైన,жуьреба-жуьре
630,nah::A,దగ్గఱనున్న,мукьвал
631,fern::A,దూరమందున్న,яргъал
632,linker::A,ఎడమప్రక్కగ,чапла
633,rechter::A,కుడి,эрчӏи
634,anderer::A,వేఱ్తెన,маса
635,anderer::A,వేఱ్తెన,муькуь
636,erster::A,మొదటి,сад лагьай
637,zweiter::A,రెండన,кьвед лагьай
638,dritter::A,మూడో,пуд лагьай
639,letzter::A,కడపటి,эхиримжи
640,allein::ADV,ఒంటిగా,кьилди
641,auf einmal::ADV,హరాత్తుగ,
642,zusammen::ADV,కలిసి,санал
643,lange::ADV,బహుకాలము,яргъалди
644,plötzlich::ADV,హరాత్తుగ,садлагьана
645,sofort::ADV,తక్షణము,гьасятда
646,später::ADV,ఇటీవలి,гуьгъуьнлай
647,jetzt::ADV,ఇప్పుడు,гила
648,heute::ADV,నేడు,къе
649,morgen::ADV,ఱేపు,пака
650,bald::ADV,శీఘ్రముగ,мукьва
651,bald::ADV,శీఘ్రముగ,мукьвара
652,dann::ADV,అప్పుడు,ахпа
653,gestern::ADV,నిన్నటి దినము,накь
654,einst::ADV,పూర్వమొకప్పుడు,садра
655,damals::ADV,అప్పుడు,а чӏавуз
656,danach::ADV,అప్పుడు,ахпа
657,vorher::ADV,ఎదుట,вилик
658,zuerst::ADV,మొదటిలో,сифте
659,einmal::ADV,ఒకసారి,садра
660,manchmal::ADV,అప్పటప్పటికి,гагь-гагь
661,oft::ADV,తఱచుగా,гзаф вахтара
662,immer::ADV,ఎల్లప్పుడు,гьамиша
663,niemals::ADV,ఎప్పుడునులేదు,са чӏавузни
664,niemals::ADV,ఎప్పుడునులేదు,са вахтундани
665,hier::ADV,ఇక్కడ,ина
666,hierhin::ADV,ఇక్కడకు,иниз
667,von hier::ADV,ఇక్కడనుండి,инай
668,dort::ADV,అక్కడ,ана
669,dorthin::ADV,అక్కడికి,аниз
670,geradeaus::ADV,సూటిగా,дуьз
671,vorwärts::ADV,ముందుకు,вилик
672,vorwärts::ADV,ముందుకు,виликди
673,rückwärts::ADV,వెనుకకు,кьулухъ
674,zurück::ADV,వెనుకభాగము,
