,Concept_ID,lez,lv
152,Stein::N,къван,akmens
153,Boden::N,накьв,му
154,Boden::N,накьв,augsne
155,Erde::N,ччил,му
156,Erde::N,ччил,му-ва
157,Erde::N,ччил,zeme
158,Staub::N,руг,бус
159,Staub::N,руг,putekļi
160,Rauch::N,гум,тшын
161,Rauch::N,гум,dūmi
162,Funke::N,цӏелхем,кинь
163,Funke::N,цӏелхем,би кинь
164,Funke::N,цӏелхем,dzirkstele
165,Feuer::N,цӏай,би
166,Feuer::N,цӏай,uguns
167,Licht::N,экв,югӧр
168,Licht::N,экв,gaisma
169,Schatten::N,серин,вуджӧр
170,Schatten::N,серин,ēna
171,Wetter::N,гьава,поводдя
172,Wetter::N,гьава,laiks
173,Nebel::N,ччилин циф,ру
174,Nebel::N,ччилин циф,онь
175,Nebel::N,ччилин циф,migla
176,Wolke::N,циф,кымӧр
177,Wolke::N,циф,mākonis
178,Regen::N,марф,зэр
179,Regen::N,марф,lietus
180,Schnee::N,жив,лым
181,Schnee::N,жив,sniegs
182,Eis::N,мурк,йи
183,Eis::N,мурк,ledus
184,Frost::N,аяз,кӧдзыд
185,Frost::N,аяз,sals
186,Kälte::N,мекь,кӧдзыд
187,Kälte::N,мекь,saltums
188,Kälte::N,мекь,aukstums
189,Kälte::N,мекьивал,кӧдзыд
190,Kälte::N,мекьивал,saltums
191,Kälte::N,мекьивал,aukstums
192,Hitze::N,зегьем,пӧсь
193,Hitze::N,зегьем,гожӧд
194,Hitze::N,зегьем,karstums
195,Raureif::N,къирав,пуж
196,Raureif::N,къирав,гыӧр
197,Raureif::N,къирав,sarma
198,Regenbogen::N,яргъируш,ӧшкамӧшка
199,Regenbogen::N,яргъируш,varavīksne
200,Donner::N,цавун ван,гым
201,Donner::N,цавун ван,pērkons
202,Tropfen::N,стӏал,войт
203,Tropfen::N,стӏал,lāse
204,Schaum::N,каф,быг
205,Schaum::N,каф,быгзьӧм
206,Schaum::N,каф,putas
207,Schmutz::N,чирк,няйт
208,Schmutz::N,чирк,dubļi
209,Schmutz::N,кьуруш,няйт
210,Schmutz::N,кьуруш,dubļi
211,See::N,вир,ты
212,See::N,вир,ezers
213,Sumpf::N,уьлен,гыбад
214,Sumpf::N,уьлен,кад
215,Sumpf::N,уьлен,dumbrājs
216,Sumpf::N,уьлен,staignājs
217,Wiese::N,векь,видз
218,Wiese::N,векь,pļava
219,Wald::N,там,вӧр
220,Wald::N,там,mežs
221,Hügel::N,кӏунтӏ,дзиб
222,Hügel::N,кӏунтӏ,мыльк
223,Hügel::N,кӏунтӏ,нӧрыс
224,Hügel::N,кӏунтӏ,paugurs
225,Anhöhe::N,тепе,мыльк
226,Anhöhe::N,тепе,нӧрыс
227,Anhöhe::N,тепе,paugurs
228,Anhöhe::N,гьуьндуьрвал,мыльк
229,Anhöhe::N,гьуьндуьрвал,нӧрыс
230,Anhöhe::N,гьуьндуьрвал,paugurs
231,Berg::N,дагъ,чой
232,Berg::N,дагъ,керӧс
233,Berg::N,дагъ,kalns
234,Gipfel::N,кӏукӏ,чук
235,Gipfel::N,кӏукӏ,virsotne
236,Höhle::N,кьветӏ,рудӧг
237,Höhle::N,кьветӏ,ala
238,Abhang::N,гуьне,ньывк
239,Abhang::N,гуьне,бокша
240,Abhang::N,гуьне,nogāze
241,Quelle::N,чешме,ӧшмӧс
242,Quelle::N,чешме,avots
243,Bach::N,булах,шор
244,Bach::N,булах,urga
245,Bach::N,булах,strauts
246,Fluss::N,вацӏ,ю
247,Fluss::N,вацӏ,upe
248,Ufer::N,къерех,вадор
249,Ufer::N,къерех,krasts
250,Küste::N,къерех,вадор
251,Küste::N,къерех,piekraste
252,Festland::N,кьурамат,му
253,Festland::N,кьурамат,sauszeme
254,Meer::N,гьуьл,саридз
255,Meer::N,гьуьл,jūra
256,Bucht::N,бухта,куръя
257,Bucht::N,бухта,līcis
258,Insel::N,остров,ді
259,Insel::N,остров,sala
260,Blume::N,цуьк,дзоридз
261,Blume::N,цуьк,puķe
262,Blume::N,цуьк,zieds
263,Gras::N,хъач,турун
264,Gras::N,хъач,zāle
265,Wurzel::N,дувул,вуж
266,Wurzel::N,дувул,sakne
267,Baum::N,ттар,пу
268,Baum::N,ттар,koks
269,Stamm::N,тан,пучер
270,Stamm::N,тан,stumbrs
271,Rinde::N,чкал,кырсь
272,Rinde::N,чкал,miza
273,Ast::N,тӏур,ув
274,Ast::N,тӏур,zars
275,Zweig::N,хел,вож
276,Zweig::N,хел,nozare
277,Blatt::N,пеш,кор
278,Blatt::N,пеш,lapa
279,Birke::N,верх,кыдз
280,Birke::N,верх,bērzs
281,Kiefer[Baum]::N,шамагъаж,пожӧм
282,Kiefer[Baum]::N,шамагъаж,priede
283,Weide[Baum]::N,цӏвелин ттар,бадь
284,Weide[Baum]::N,цӏвелин ттар,kārkls
285,Tanne::N,ель,коз
286,Tanne::N,ель,egle
287,Horn::N,карч,сюр
288,Horn::N,карч,rags
289,Feder::N,цӏакул,гӧн
290,Feder::N,цӏакул,тывборд
291,Feder::N,цӏакул,spalva
292,Fell::N,хам,ку
293,Fell::N,хам,āda
294,Flügel::N,лув,борд
295,Flügel::N,лув,spārns
296,Klaue::N,къармах,гыж
297,Klaue::N,къармах,nags
298,Kralle::N,пац,гыж
299,Kralle::N,пац,nags
300,Kralle::N,тапас,гыж
301,Kralle::N,тапас,nags
302,Schwanz::N,ттум,бӧж
303,Schwanz::N,ттум,ļipa
304,Ei::N,кака,кольк
305,Ei::N,кака,ola
306,Nest::N,муг,поз
307,Nest::N,муг,ligzda
308,Bau::N,тӏеквен,горс
309,Bau::N,тӏеквен,пырмӧс
310,Bau::N,тӏеквен,гу
311,Bau::N,тӏеквен,ala
312,Tier::N,гьайван,пемӧс
313,Tier::N,гьайван,dzīvnieks
314,Herde::N,суьруь,стада
315,Herde::N,суьруь,кельӧб
316,Herde::N,суьруь,ganāmpulks
317,Kuh::N,ккал,мӧс
318,Kuh::N,ккал,govs
319,Bulle::N,яц,ӧш
320,Bulle::N,яц,bullis
321,Bulle::N,бугъа,ӧш
322,Bulle::N,бугъа,bullis
323,Pferd::N,балкӏан,вӧв
324,Pferd::N,балкӏан,zirgs
325,Schaf::N,хеб,ыж
326,Schaf::N,хеб,aita
327,Schwein::N,вак,порсь
328,Schwein::N,вак,cūka
329,Hund::N,кицӏ,пон
330,Hund::N,кицӏ,suns
331,Katze::N,кац,кань
332,Katze::N,кац,kaķis
333,Bär::N,сев,ош
334,Bär::N,сев,lācis
335,Eichhörnchen::N,белка,ур
336,Eichhörnchen::N,белка,vāvere
337,Elch::N,лось,йӧра
338,Elch::N,лось,alnis
339,Fuchs::N,сикӏ,руч
340,Fuchs::N,сикӏ,lapsa
341,Hase::N,къуьр,кӧч
342,Hase::N,къуьр,zaķis
343,Maus::N,кьиф,шыр
344,Maus::N,кьиф,pele
345,Wolf::N,жанавур,кӧин
346,Wolf::N,жанавур,vilks
347,Vogel::N,луван ничхир,кай
348,Vogel::N,луван ничхир,лэбач
349,Vogel::N,луван ничхир,putns
350,Schwarm::N,луж,чукӧр
351,Schwarm::N,луж,spiets
352,Huhn::N,верч,курӧг
353,Huhn::N,верч,vista
354,Hahn::N,кӏек,петук
355,Hahn::N,кӏек,gailis
356,Gans::N,къаз,дзодзӧг
357,Gans::N,къаз,zoss
358,Adler::N,лекь,кутш
359,Adler::N,лекь,ērglis
360,Ente::N,пӏатӏ,утка
361,Ente::N,пӏатӏ,pīle
362,Eule::N,тӏиб,сюзь
363,Eule::N,тӏиб,pūce
364,Kranich::N,дурна,тури
365,Kranich::N,дурна,dzērve
366,Krähe::N,къаргъа,рака
367,Krähe::N,къаргъа,vārna
368,Kuckuck::N,кукупӏ,кӧк
369,Kuckuck::N,кукупӏ,dzeguze
370,Schwan::N,къугь,юсь
371,Schwan::N,къугь,gulbis
372,Fisch::N,гъед,чери
373,Fisch::N,гъед,zivs
374,Barsch::N,окунь,ёкыш
375,Barsch::N,окунь,asaris
376,Hecht::N,щука,сир
377,Hecht::N,щука,līdaka
378,Schlange[Tier]::N,илан,кый
379,Schlange[Tier]::N,илан,čūska
380,Schlange[Tier]::N,гъуьлягъ,кый
381,Schlange[Tier]::N,гъуьлягъ,čūska
382,Wurm::N,квак,номыр
383,Wurm::N,квак,tārps
384,Spinne::N,хуьшрекан,черань
385,Spinne::N,хуьшрекан,zirneklis
386,Ameise::N,цегв,кодзувкот
387,Ameise::N,цегв,skudra
388,Laus::N,нет,той
389,Laus::N,нет,uts
390,Mücke::N,ветӏ,ном
391,Mücke::N,ветӏ,ods
392,Fliege::N,тӏветӏ,гут
393,Fliege::N,тӏветӏ,muša
394,Schmetterling::N,чепелукь,бобув
395,Schmetterling::N,чепелукь,tauriņš
396,Beere::N,куьлуь емиш,тусь
397,Beere::N,куьлуь емиш,вотӧс
398,Beere::N,куьлуь емиш,oga
399,Apfel::N,ич,яблӧг
400,Apfel::N,ич,ābols
401,Pilz::N,къарникъуз,тшак
402,Pilz::N,къарникъуз,sēne
403,Zwiebel::N,чичӏек,луккок
404,Zwiebel::N,чичӏек,йӧнгыль
405,Zwiebel::N,чичӏек,sīpols
406,Saat::N,тумар,тусь
407,Saat::N,тумар,кӧйдыс
408,Saat::N,тумар,sēkla
409,Korn::N,твар,тусь
410,Korn::N,твар,grauds
411,Heu::N,векь,турун
412,Heu::N,векь,siens
413,Heu::N,векьер,турун
414,Heu::N,векьер,siens
415,Schale::N,пириш,кор
416,Schale::N,пириш,čaula
417,Schale::N,пириш,čaumala
418,Schale::N,хъуьруьш,кор
419,Schale::N,хъуьруьш,čaula
420,Schale::N,хъуьруьш,čaumala
421,Grube::N,фур,гу
422,Grube::N,фур,bedre
423,Falle::N,ракьар,лэч
424,Falle::N,ракьар,slazds
425,Falle::N,ракьар,lamatas
426,Schlinge::N,гьалкъа,лэч
427,Schlinge::N,гьалкъа,cilpa
428,Spur::N,гел,туй
429,Spur::N,гел,pēda
430,Asche::N,руьхъ,пӧм
431,Asche::N,руьхъ,pelni
432,Dreck::N,чирк,няйт
433,Dreck::N,чирк,dubļi
434,Dreck::N,кьуруш,няйт
435,Dreck::N,кьуруш,dubļi
436,Eisen::N,ракь,кӧрт
437,Eisen::N,ракь,dzelzs
438,Gold::N,алтун,зарни
439,Gold::N,алтун,zelts
440,Silber::N,гимиш,эзысь
441,Silber::N,гимиш,sudrabs
442,Kohle::N,цӏивин,шом
443,Kohle::N,цӏивин,ogle
444,Glas::N,шуьше,стеклӧ
445,Glas::N,шуьше,stikls
446,Lehm::N,ччеб,сёй
447,Lehm::N,ччеб,māls
448,Sand::N,къум,лыа
449,Sand::N,къум,smiltis
450,Mensch::N,инсан,морт
451,Mensch::N,инсан,cilvēks
452,Mann::N,итим,аймӧрт
453,Mann::N,итим,мужичӧй
454,Mann::N,итим,vīrietis
455,Frau::N,паб,ань
456,Frau::N,паб,нывбаба
457,Frau::N,паб,sieviete
458,Frau::N,дишегьли,ань
459,Frau::N,дишегьли,нывбаба
460,Frau::N,дишегьли,sieviete
461,Kind::N,аял,кага
462,Kind::N,аял,bērns
463,Junge::N,гада,пи
464,Junge::N,гада,zēns
465,Junge::N,гада,puika
466,Junge::N,гада,puisis
467,Mädchen::N,руш,ныв
468,Mädchen::N,руш,meiča
469,Mädchen::N,руш,skuķis
470,Mädchen::N,руш,meitene
471,Familie::N,хзан,семья
472,Familie::N,хзан,ģimene
473,Familie::N,килфет,семья
474,Familie::N,килфет,ģimene
475,Großvater::N,чӏехи буба,пӧль
476,Großvater::N,чӏехи буба,vecaistēvs
477,Großmutter::N,чӏехи диде,баб
478,Großmutter::N,чӏехи диде,vecāmāte
479,Eltern::N,диде-буба,ай-мам
480,Eltern::N,диде-буба,бать-мам
481,Eltern::N,диде-буба,vecāki
482,Vater::N,буба,бать
483,Vater::N,буба,ай
484,Vater::N,буба,tēvs
485,Mutter::N,диде,мам
486,Mutter::N,диде,māte
487,Sohn::N,хва,пи
488,Sohn::N,хва,dēls
489,Tochter::N,руш,ныв
490,Tochter::N,руш,meita
491,Bruder::N,стха,вок
492,Bruder::N,стха,brālis
493,Schwester::N,вах,чой
494,Schwester::N,вах,māsa
495,Onkel::N,ими,дядь
496,Onkel::N,ими,tēvocis
497,Onkel::N,халу,дядь
498,Onkel::N,халу,tēvocis
499,Tante::N,эме,тьӧт
500,Tante::N,эме,tante
501,Tante::N,хала,тьӧт
502,Tante::N,хала,tante
503,Ehemann::N,гъуьл,верӧс
504,Ehemann::N,гъуьл,vīrs
505,Ehefrau::N,паб,гӧтыр
506,Ehefrau::N,паб,sieva
507,Freude::N,шадвал,радлун
508,Freude::N,шадвал,prieks
509,Gelächter::N,хъвер,серам
510,Gelächter::N,хъвер,smiekli
511,Glück::N,бахт,шуд
512,Glück::N,бахт,laime
513,Kummer::N,дерт,шог
514,Kummer::N,дерт,bēdas
515,Kummer::N,дерт,raizes
516,Kummer::N,хажалат,шог
517,Kummer::N,хажалат,bēdas
518,Kummer::N,хажалат,raizes
519,Wunsch::N,мурад,кӧсйӧм
520,Wunsch::N,мурад,vēlme
521,Wunsch::N,мурад,vēlējums
522,Lust::N,гьевес,кыскӧм
523,Lust::N,гьевес,радейтӧм
524,Lust::N,гьевес,kāre
525,Geist::N,руьгь,лов
526,Geist::N,руьгь,gars
527,Gedanke::N,фикир,мӧвп
528,Gedanke::N,фикир,doma
529,Verstand::N,акьул,вежӧр
530,Verstand::N,акьул,prāts
531,Sinn::N,мана,мог
532,Sinn::N,мана,вежӧртас
533,Sinn::N,мана,nozīme
534,Grund::N,себеб,помка
535,Grund::N,себеб,pamats
536,Grund::N,себеб,iemesls
537,Wahrheit::N,керчек,збыль
538,Wahrheit::N,керчек,збыльтор
539,Wahrheit::N,керчек,taisnība
540,Wahrheit::N,керчек,patiesība
541,Wahrheit::N,гьакъикъат,збыль
542,Wahrheit::N,гьакъикъат,збыльтор
543,Wahrheit::N,гьакъикъат,taisnība
544,Wahrheit::N,гьакъикъат,patiesība
545,Gespräch::N,ихтилат,сёрни
546,Gespräch::N,ихтилат,saruna
547,Märchen::N,мах,мойд
548,Märchen::N,мах,pasaka
549,Erzählung::N,кьиса,висьт
550,Erzählung::N,кьиса,stāsts
551,Erzählung::N,кьиса,nostāsts
552,Nachricht::N,хабар,юӧртӧм
553,Nachricht::N,хабар,ziņa
554,Neuigkeit::N,цӏийи хабар,выльтор
555,Neuigkeit::N,цӏийи хабар,jaunums
556,Name::N,тӏвар,ним
557,Name::N,тӏвар,vārds
558,Rätsel::N,мискӏал,нӧдкыв
559,Rätsel::N,мискӏал,mīkla
560,Rede::N,рахун,сёрни
561,Rede::N,рахун,runa
562,Sprache::N,чӏал,кыв
563,Sprache::N,чӏал,valoda
564,Stimme::N,ван,гӧлӧс
565,Stimme::N,ван,вом шы
566,Stimme::N,ван,balss
567,Wort::N,гаф,кыв
568,Wort::N,гаф,vārds
569,Zeichen::N,ишара,пас
570,Zeichen::N,ишара,zīme
571,Ruf::N,эвер,чукӧстчӧм
572,Ruf::N,эвер,корӧм
573,Ruf::N,эвер,sauciens
574,Lärm::N,ван-сес,шы
575,Lärm::N,ван-сес,зык
576,Lärm::N,ван-сес,зычитӧм
577,Lärm::N,ван-сес,troksnis
578,Laut::N,ван,шы
579,Laut::N,ван,skaņa
580,Laut::N,сес,шы
581,Laut::N,сес,skaņa
582,Ton::N,ван-сес,шы
583,Ton::N,ван-сес,tonis
584,Lied::N,мани,сьылан
585,Lied::N,мани,сьыланкыв
586,Lied::N,мани,dziesma
587,Ruhe::N,ласвал,чӧв
588,Ruhe::N,ласвал,miers
589,Ruhe::N,фаракъат,чӧв
590,Ruhe::N,фаракъат,miers
591,Ruhe::N,асайиш,чӧв
592,Ruhe::N,асайиш,miers
593,Leute::N,инсанар,йӧз
594,Leute::N,инсанар,войтыр
595,Leute::N,инсанар,ļaudis
596,Leute::N,инсанар,cilvēki
597,Volk::N,халкь,йӧз
598,Volk::N,халкь,войтыр
599,Volk::N,халкь,tauta
600,Arbeit::N,кӏвалах,удж
601,Arbeit::N,кӏвалах,darbs
602,Gast::N,мугьман,гӧсть
603,Gast::N,мугьман,viešņa
604,Gast::N,мугьман,ciemiņš
605,Geschenk::N,савкьат,козин
606,Geschenk::N,савкьат,dāvana
607,Spiel::N,къугъун,ворсан
608,Spiel::N,къугъун,rotaļa
609,Gesellschaft::N,жемят,котыр
610,Gesellschaft::N,жемят,biedrība
611,Gesellschaft::N,жемят,kompānija
612,Gesellschaft::N,общество,котыр
613,Gesellschaft::N,общество,biedrība
614,Gesellschaft::N,общество,kompānija
615,Hilfe::N,куьмек,отсӧг
616,Hilfe::N,куьмек,palīdzība
617,Freund::N,дуст,ёрт
618,Freund::N,дуст,draugs
619,Kamerad::N,яр-дуст,ёрт
620,Kamerad::N,яр-дуст,biedrs
621,Angelegenheit::N,кар,мог
622,Angelegenheit::N,кар,делӧ
623,Angelegenheit::N,кар,darīšana
624,Anzahl::N,сан,лыд
625,Anzahl::N,сан,тшӧт
626,Anzahl::N,сан,skaits
627,Anzahl::N,сан,daudzums
628,Anzahl::N,кьадар,лыд
629,Anzahl::N,кьадар,тшӧт
630,Anzahl::N,кьадар,skaits
631,Anzahl::N,кьадар,daudzums
632,Art::N,жуьре,сикас
633,Art::N,жуьре,suga
634,Art::N,жуьре,šķira
635,Stück::N,кӏус,тор
636,Stück::N,кӏус,gabals
637,Teil::N,пай,юкӧн
638,Teil::N,пай,daļa
639,Hälfte::N,зур,пӧв
640,Hälfte::N,зур,джын
641,Hälfte::N,зур,puse
642,Hälfte::N,зур пай,пӧв
643,Hälfte::N,зур пай,джын
644,Hälfte::N,зур пай,puse
645,Kreis::N,круг,кытш
646,Kreis::N,круг,aplis
647,Kreis::N,круг,riņķis
648,Kreis::N,чкаяр,кытш
649,Kreis::N,чкаяр,aplis
650,Kreis::N,чкаяр,riņķis
651,Kreis::N,элкъвей цӏар,кытш
652,Kreis::N,элкъвей цӏар,aplis
653,Kreis::N,элкъвей цӏар,riņķis
654,Kreuz::N,хаш,перна
655,Kreuz::N,хаш,крест
656,Kreuz::N,хаш,krusts
657,Linie::N,цӏар,визь
658,Linie::N,цӏар,līnija
659,Strich::N,цӏар,визь
660,Strich::N,цӏар,svītra
661,Abstand::N,ара,кост
662,Abstand::N,ара,коласт
663,Abstand::N,ара,atstarpe
664,Entfernung::N,мензил,ылна
665,Entfernung::N,мензил,attālums
666,Entfernung::N,мензил,atstatums
667,Gegend::N,чка,му-ва
668,Gegend::N,чка,apvidus
669,Gegend::N,чка,apgabals
670,Platz::N,ара,ылдӧс
671,Platz::N,ара,йир
672,Platz::N,ара,гӧгӧртас
673,Platz::N,ара,vieta
674,Ort::N,чка,ин
675,Ort::N,чка,места
676,Ort::N,чка,vieta
677,Seite::N,пад,бок
678,Seite::N,пад,ӧтарладор
679,Seite::N,пад,sāns
680,Mitte::N,юкь,шӧр
681,Mitte::N,юкь,vidus
682,Gegenstand::N,затӏ,кӧлуй
683,Gegenstand::N,затӏ,priekšmets
684,Sache::N,шей,добра
685,Sache::N,шей,lieta
686,Sache::N,затӏ,добра
687,Sache::N,затӏ,lieta
688,Rand::N,къерех,дор
689,Rand::N,къерех,mala
690,Rand::N,къерех,apmale
691,Kante::N,син,дор
692,Kante::N,син,šķautne
693,Ecke::N,пӏипӏ,пельӧс
694,Ecke::N,пӏипӏ,kakts
695,Ecke::N,пӏипӏ,stūris
696,Spitze::N,кӏвенкӏв,йыв
697,Spitze::N,кӏвенкӏв,smaile
698,Spitze::N,кӏвенкӏв,galotne
699,Ende::N,кьил,пом
700,Ende::N,кьил,gals
701,Ende::N,кьил,uzgalis
702,Loch::N,тӏеквен,розь
703,Loch::N,тӏеквен,caurums
704,Winkel::N,пӏипӏ,пельӧс
705,Winkel::N,пӏипӏ,leņķis
706,Muster::N,гишир,сер
707,Muster::N,гишир,piemērs
708,Größe::N,кьадар,ыджда
709,Größe::N,кьадар,lielums
710,Länge::N,яргъивал,кузьта
711,Länge::N,яргъивал,garums
712,Höhe::N,кьакьанвал,джуджда
713,Höhe::N,кьакьанвал,augstums
714,Gewicht::N,заланвал,сьӧкта
715,Gewicht::N,заланвал,сьӧкталун
716,Gewicht::N,заланвал,svars
717,Gewicht::N,заланвал,smagums
718,Menge::N,кьадар,лун
719,Menge::N,кьадар,числӧ
720,Menge::N,кьадар,masa
721,Menge::N,кьадар,daudzums
722,Haufen::N,хара,чукӧр
723,Haufen::N,хара,čupa
724,Haufen::N,хара,grēda
725,Haufen::N,хара,kaudze
726,Reihe::N,жерге,рад
727,Reihe::N,жерге,rinda
728,Reihe::N,жерге,virkne
729,Boot::N,луьткве,пыж
730,Boot::N,луьткве,laiva
731,Ruder::N,кьусу,пелыс
732,Ruder::N,кьусу,ӧпаснӧй
733,Ruder::N,кьусу,airis
734,Ruder::N,кьусу,irklis
735,Schlitten::N,гъелерар,дадь
736,Schlitten::N,гъелерар,ragavas
737,Lagerfeuer::N,цӏай,бипур
738,Lagerfeuer::N,цӏай,ugunskurs
739,Last::N,заланвал,сьӧкыдтор
740,Last::N,заланвал,krava
741,Gang::N,ериш,мунӧм
742,Gang::N,ериш,ветлӧм
743,Gang::N,ериш,eja
744,Gang::N,ериш,gājums
745,Schritt::N,къадам,воськов
746,Schritt::N,къадам,воськовтӧм
747,Schritt::N,къадам,solis
748,Norden::N,кефер,войвыв
749,Norden::N,кефер,ziemeļi
750,Norden::N,кефер пад,войвыв
751,Norden::N,кефер пад,ziemeļi
752,Süden::N,кьибле,лунвыв
753,Süden::N,кьибле,dienvidi
754,Westen::N,рагъакӏидай пад,рытыв
755,Westen::N,рагъакӏидай пад,rietumi
756,Osten::N,рагъэкъечӏдай пад,асыв
757,Osten::N,рагъэкъечӏдай пад,austrumi
758,Holz::N,кӏарас,пу
759,Holz::N,кӏарас,koks
760,Holz::N,кӏарас,koksne
761,Brett::N,кьул,пӧв
762,Brett::N,кьул,dēlis
763,Brett::N,тахта,пӧв
764,Brett::N,тахта,dēlis
765,Stütze::N,даях,пыкӧд
766,Stütze::N,даях,мыджӧд
767,Stütze::N,даях,balsts
768,Stütze::N,даях,atspaids
769,Stange::N,юрк,потш
770,Stange::N,юрк,maikste
771,Stock::N,лаш,бедь
772,Stock::N,лаш,boze
773,Stock::N,лаш,spieķis
774,Stab::N,юрк,зир
775,Stab::N,юрк,zizlis
776,Rohr::N,турба,труба
