,Concept_ID,hy,kl
295,Verstand::N,խելք,misigissut
296,Verstand::N,խելք,sianissuseq
297,Verstand::N,խելք,silaqassuseq
298,Sinn::N,իմաստ,isuma
299,Grund::N,պատճառ,patsit
300,Wahrheit::N,ճշմարտություն,sallusuissut
301,Gespräch::N,զրույց,
302,Märchen::N,պայիկի պատմություն,oqalualaarut
303,Märchen::N,պայիկի պատմություն,oqaluasaaq
304,Erzählung::N,պատմվածք,oqaluttuaq
305,Erzählung::N,պատմություն,oqaluttuaq
306,Nachricht::N,հաղորդագրություն,oqaassut
307,Nachricht::N,հաղորդագրություն,oqqersuut
308,Neuigkeit::N,լուր,tusarnartaq
309,Neuigkeit::N,նորություն,tusarnartaq
310,Name::N,անուն,ateq
311,Rätsel::N,բարդ խնդիր,nalorsitsaarut
312,Rede::N,ճառ,oqaluuseq
313,Rede::N,ելույթ,oqaluuseq
314,Sprache::N,լեզու,oqaatsit
315,Stimme::N,ձայն,erinaq
316,Stimme::N,ձայն,qarluuseq
317,Wort::N,բառ,oqaasii
318,Zeichen::N,նշան,nalunaaqqut
319,Ruf::N,կոչ,qaaqqussut
320,Ruf::N,կանչ,qaaqqussut
321,Lärm::N,աղմուկ,perpaluk
322,Laut::N,հնչյուն,torsukattak
323,Laut::N,ձայն,torsukattak
324,Ton::N,տոն,erinaq
325,Lied::N,երգ,taalliaq
326,Lied::N,երգ,erinarsuut
327,Ruhe::N,անդորրություն,qatsunganeq
328,Leute::N,մարդիկ,inuiak
329,Leute::N,մարդիկ,inuiaqatigiit
330,Volk::N,ազգ,inuiaat
331,Arbeit::N,գործ,suliaq
332,Arbeit::N,աշխատանք,suliaq
333,Gast::N,հյուր,qaaqqusaq
334,Geschenk::N,նվեր,pajugut
335,Spiel::N,խաղ,
336,Gesellschaft::N,ընկերություն,
337,Hilfe::N,օգնությթուն,annertoqqut
338,Freund::N,ընկեր,tiliaq
339,Freund::N,ընկեր,ikinngut
340,Freund::N,բարեկամ,tiliaq
341,Freund::N,բարեկամ,ikinngut
342,Kamerad::N,ուղեկից,tiliaq
343,Kamerad::N,ուղեկից,ikinngut
344,Angelegenheit::N,բան,
345,Angelegenheit::N,գործ,
346,Anzahl::N,քանակ,
347,Anzahl::N,գումար,
348,Art::N,տեսակ,ileqquuseq
349,Stück::N,կտոր,nakkaalaniku
350,Teil::N,մաս,tassiaasat
351,Hälfte::N,կես,affaq
352,Kreis::N,շիջանակ,kaajaluinneq or kaajaluitsoq
353,Kreuz::N,խաչ,sanningasulik
354,Linie::N,գիծ,tittaq
355,Linie::N,գիծ,titarneq
356,Strich::N,գիծ,
357,Abstand::N,անջրպետ,aku
358,Abstand::N,անջրպետ,ikiaq
359,Entfernung::N,հեռավորություն,asi
360,Gegend::N,շրջան,nuna
361,Platz::N,տարածություն,ini
362,Platz::N,տարածություն,inissaq
363,Ort::N,տեղ,sumiiffik
364,Ort::N,վայր,sumiiffik
365,Seite::N,կողմ,saneraq
366,Mitte::N,մեջտեղ,qiteq
367,Gegenstand::N,առարկա,
368,Sache::N,բան,pigisaq
369,Rand::N,վերջք,sini
370,Rand::N,վերջք,akerfineq
371,Kante::N,եզր,akerfineq
372,Ecke::N,անկյուն,teqeqqoq
373,Ecke::N,անկյուն,tikeqqoq
374,Spitze::N,ծայր,inngik
375,Ende::N,ծայր,isu
376,Loch::N,անցք,putu
377,Winkel::N,անկյուն,teqeqqorissaat
378,Muster::N,օրինակ,ilisserut
379,Größe::N,մեծություն,angissuseq
380,Länge::N,երկարություն,takissuseq
381,Höhe::N,բարձրություն,
382,Gewicht::N,կշիռ,oqimaalutaq
383,Menge::N,քանակ,amerlassuseq
384,Haufen::N,դեզ,eqimattat
385,Haufen::N,կույտ,eqimattat
386,Reihe::N,շարք,allunaasaq
387,Reihe::N,կարգ,allunaasaq
388,Boot::N,նավակ,qajaq
389,Boot::N,նավակ,angallat
390,Boot::N,նավակ,umiatsiaq
391,Ruder::N,թի,iput
392,Ruder::N,թիակ,iput
393,Schlitten::N,բալխիր,qamutit
394,Schlitten::N,բալխիր,qimusseq
395,Ski::N,դահուկ,ataarut
396,Lagerfeuer::N,բացօդեայ կրակ,
397,Last::N,բեռ,nammagaq
398,Gang::N,զբոսանք,
399,Schritt::N,քայլ,allorneq
400,Norden::N,հյուսիս,avannaq
401,Süden::N,հարավ,qava
402,Süden::N,հարավ,kujat
403,Süden::N,հարավ,kujataa
404,Westen::N,արեւմուտք,kitaa
405,Osten::N,արեւելք,kangi
406,Holz::N,փայտ,qisuk
407,Brett::N,տախտակ,salliligaq
408,Platte::N,թիթեղ,qaateq
409,Stütze::N,նեցուկ,ajagutaq
410,Stütze::N,նեցուկ,ajaagutaq
411,Stange::N,ձող,kaaviffik
412,Stock::N,փայտ,ajaappissat
413,Stab::N,ցուպ,ajaappissat
414,Stab::N,գավազան,ajaappissat
415,Rohr::N,խողովակ,sullulik
416,Haus::N,տուն,illu
417,Heim::N,տուն,
418,Ofen::N,վառարան,kissarsuut
419,Fußboden::N,հատակ,nateq
420,Tisch::N,սեղան,allattarfik
421,Stuhl::N,աթոռ,issiavik
422,Stuhl::N,աթոռ,issiaffik
423,Wiege::N,օրորոց,uaasoq
424,Bett::N,անկողին,nallavik
425,Regal::N,դարակ,ilisivik
426,Kiste::N,տուփ,sakissat
427,Kiste::N,տուփ,illerfiusaq
428,Fenster::N,պատուհան,aki
429,Fenster::N,պատուհան,igalaaq
430,Tür::N,դուռ,matu
431,Tor::N,դարպաս,isaaffik
432,Zaun::N,ցանկապատ,saputit
433,Dach::N,տանիք,qaliaq
434,Dach::N,կտուր,qaliaq
435,Leiter::N,սանդուղք,tummeqqat
436,Leiter::N,սանդուղք,majuartarfiit
437,Besen::N,ավել,saligutit
438,Spaten::N,բահ,nivaataq
439,Schaufel::N,թի,nivaataq
440,Gabel::N,պատառաքաղ,qilluaq
441,Gabel::N,պատառաքաղ,ajassaatit
442,Löffel::N,գդալ,alussaat
443,Messer::N,դանակ,savik
444,Nagel::N,մեխ,kukik
445,Netz::N,ցանց,anguffaseq
446,Haken::N,կարթ,nissik
447,Haken::N,կարթ,qarsorsaq
448,Haken::N,կարթ,qarsorsartoq
449,Griff::N,կոթ,ipi
450,Griff::N,բռնակ,ipi
451,Schloss::N,կողպեք,illussaarsuaq
452,Bild::N,նկար,assiliaq
453,Bild::N,պատկեր,assiliaq
454,Figur::N,քանդակ,kisitsit
455,Figur::N,պատկեր,kisitsit
456,Puppe::N,տիկնիկ,inuusaq
457,Beutel::N,տոպրակ,
458,Bündel::N,կապոց,qilertaq
459,Tasche::N,պայուսակ,pooqattaq
460,Eimer::N,դույլ,
461,Deckel::N,կափարիչ,matu
462,Geschirr::N,ամանեղեն,anut
463,Sack::N,պարկ,
464,Sack::N,տոպրակ,
465,Tasse::N,թաս,tiitorfik
466,Tasse::N,թաս,tiitorfiup ilorlia
467,Tasse::N,գավաթ,tiitorfik
468,Tasse::N,գավաթ,tiitorfiup ilorlia
469,Topf::N,անոթ,qoqqoq
470,Kessel::N,կաթսա,uunnaavik
471,Essen::N,կերակուր,igaaq
472,Nahrung::N,ուտելիք,neqissaq
473,Speise::N,խորտիկ,nerisassat
474,Speise::N,կերակուր,nerisassat
475,Fleisch::N,միս,neqi
476,Getreide::N,հացահատիկ,maannineq
477,Brei::N,լանդակ,
478,Brot::N,հաց,iffit
479,Brot::N,հաց,iffiaq
480,Scheibe::N,կտոր,igalaassiaq
481,Scheibe::N,պատառ,igalaassiaq
482,Fett::N,ճարպ,tarnutissaq
483,Fett::N,ճարպ,tarnutissiaq
484,Butter::N,կարագ,punneq
485,Öl::N,ձեթ,uulia
486,Salz::N,աղ,taratsut
487,Suppe::N,սուպ,qajoq
488,Suppe::N,ապուր,qajoq
489,Honig::N,մեղր,tungusunnitsuut
490,Milch::N,կաթ,immuk
491,Tee::N,թեյ,tii
492,Tee::N,թեյ,teeq
493,Leder::N,կաշի,
494,Wolle::N,բուրդ,nuersagassiaq
495,Stoff::N,գործվածք,milliaq
496,Stoff::N,գործվածք,qarlissiaq
497,Nadel::N,ասեղ,meqqut
498,Faden::N,թել,ujalussiaq
499,Knopf::N,կոճակ,attat
500,Knoten::N,հանգույց,akeroq
501,Knoten::N,հանգույց,qilerneq
502,Farbe::N,ներկ,qalipaat
503,Kleidung::N,հագուստ,atisat
504,Kleidung::N,հագուստ,annoraaq
505,Hemd::N,վերնաշապիկ,ilupaaq
506,Kragen::N,օձիք,qungasiinnaq
507,Ärmel::N,թեւք,aaq
508,Hose::N,շալվար,qarliit
509,Gürtel::N,գոտի,qiterut
510,Gürtel::N,գոտի,unngersaq
511,Mütze::N,կեպի,nasaq
512,Schuh::N,կոշիկ,skuu
513,Schuh::N,կոշիկ,ikernuk
514,Schuh::N,կոշիկ,ateraasaq
515,Stiefel::N,երկարաճիթ կոշիկ,kamik
516,Ring::N,զնգալ,assammiu
517,Band::N,ժապավեն,qilerutissiaq
518,Kamm::N,սանր,illaagutit
519,Kamm::N,սանր,illaajaatit pl.
520,Spiegel::N,հայելի,tarrarsuut
521,Riemen::N,փոկ,allunaaq
522,Schnur::N,լար,kujaaq
523,Schnur::N,լար,allunaasaq
524,Leine::N,փոկ,aleq
525,Decke::N,վերմակ,qipik
526,Kissen::N,բարձ,akit
527,Tuch::N,թաշկինակ,qarlissiaq
528,Handtuch::N,սրբիչ,allarut
529,Handtuch::N,սրբիչ,allarterut
530,Kraft::N,ուժ,pissak
531,Stärke::N,պնդություն,qerattarsaat
532,Stärke::N,ամրություն,qerattarsaat
533,Gesundheit::N,առողջություն,peqqisusseq
534,Krankheit::N,ախտ,nappaat
535,Krankheit::N,հիվանդություն,nappaat
536,Schmerz::N,ցավ,anniaat
537,Schmerz::N,տանջանք,anniaat
538,Wunde::N,վերք,iki
539,Fieber::N,տենդ,nappaat qanimanartoq
540,Arznei::N,դեղ,imigassaq
541,Brücke::N,կամուրջ,ikaartarfik
542,Brunnen::N,հոր,tissaluttuliaq
543,Brunnen::N,ջրհոր,tissaluttuliaq
544,Weide::N,արոտավայր,masarsuk
545,Pfad::N,արահետ,aqqut
546,Weg::N,ուղի,aggerfik
547,Straße::N,ճանապարհ,aqqusineq
548,Dorf::N,գյուղ,nunaqarfik
549,Stadt::N,քաղաք,illorpaat
550,Stadt::N,քաղաք,illorpalik
551,Brief::N,նամակ,allagarsiaq
552,Buch::N,գիրք,atuakkat
553,Buch::N,գիրք,mappersagaq
554,Buchstabe::N,տառ,naqinneq
555,Buchstabe::N,գիր,naqinneq
556,Zeitung::N,լրագիր,aviisi
557,Leben::N,կյանք,inuussuseq
558,Tod::N,մահ,toqu
559,Tod::N,մահ,toquneq
560,Grab::N,գերեզման,iliveq
561,Grab::N,գերեզման,illissat
562,Kirche::N,եկեղեցի,oqaluffik
563,Sünde::N,մեղք,ajorti
564,Gott::N,աստված,
565,Arbeiter::N,բանվոր,sulisoq
566,Arbeiter::N,աշխատող,sulisoq
567,Chef::N,տեր,ittoqut
568,Meister::N,վարպետ,naalagaq
569,Arzt::N,բժիշկ,katsorsaasoq
570,Lehrer::N,ուսուցիչ,ilinniartitsisoq
571,Geld::N,փող,aningaasat
572,Geschäft::N,գործ,niuertarfik
573,Geschäft::N,աշխատանք,niuertarfik
574,Laden::N,կրպակ,niuertarfik
575,Laden::N,խանութ,niuertarfik
576,Preis::N,գին,aki
577,Ware::N,ապրանք,qaliata pii
578,Ware::N,ապրանք,nioqqutissaq
579,Nutzen::N,օգուտ,iluaqut
580,Reichtum::N,հարստություն,
581,Welt::N,աշխարհ,nunarsuaq
582,Land::N,երկիր,nuna
583,Staat::N,պետություն,
584,König::N,արքա,kunngi
585,König::N,թագավոր,kunngi
586,Macht::N,իշխանություն,pissaassuseq
587,Grenze::N,սահման,killik
588,Krieg::N,պատերազմ,sorsunneq
589,Feind::N,թշնամի,akeraq
590,Feind::N,թշնամի,akerartorti
591,Feind::N,թշնամի,qinngarsuisoq
592,Gewalt::N,բռնություն,
593,Gewalt::N,սաստկություն,
594,Kampf::N,մարտ,sorsunneq
595,Bogen[Waffe]::N,աղեղ,
596,Pfeil::N,նետ,qalugiusaq
597,Gewehr::N,հրացան,aallaat
598,Fehler::N,սխալ,kukkuneq
599,Fehler::N,սխալ,paarlaappaa
600,Lüge::N,սուտ,
601,Schaden::N,վնաս,
602,Unglück::N,դժբախտություն,perluut
603,Schuld::N,պակասություն,akiitsugaq
604,Schuld::N,պակասություն,akiligassaq
605,Alter::N,հասակ,utoqqaq
606,Schluss::N,վերջ,isu
607,Schluss::N,վախճան,isu
608,Zeit::N,ժամանակ,ulloq
609,Zeit::N,ժամանակ,akuttoqatigiinneq
610,Tag::N,օր,ulloq
611,Morgen::N,առավոտ,ullaaq
612,Mittag::N,կեսօր,ulloqeqqa
613,Abend::N,երեկո,unnuk
614,Nacht::N,գիշեր,unnuaq
615,Woche::N,շաբաթ,sapaatip akunnera
616,Monat::N,ամիս,qaammat
617,Jahr::N,տարի,ukioq
618,Frühling::N,գարուն,upernaaq
619,Sommer::N,ամառ,aasaq
620,Herbst::N,աշուն,ukiaq
621,Winter::N,ձմեռ,ukioq
622,Januar::N,հունվար,siulleeq
623,Januar::N,հունվար,qaammaliaq
624,Februar::N,փետրվար,aarlaat
625,März::N,մարտ,marsi
626,März::N,մարտ,martsi
627,April::N,ապրիլ,
628,Mai::N,մայիս,maaji
629,Juni::N,հունիս,juuni
630,Juli::N,հուլիս,juuli
631,August::N,օգոստոս,aggusti
632,September::N,սեպտեմբեր,septembari
633,Oktober::N,հոկտեմբեր,oktobari
634,November::N,նոյեմբեր,novembari
635,Dezember::N,դեկտեմբեր,detsembari
636,Montag::N,երկուշաբթի,ataasinngortoq
637,Dienstag::N,երեքշաբթի,marlunngorneq
638,Mittwoch::N,չորեքշաբթի,pingasunngorneq
639,Donnerstag::N,հինգշաբթի,sisamanngorneq
640,Freitag::N,ուրբաթ,tallimanngorneq
641,Samstag::N,շաբաթ,arfininngorneq
642,Sonntag::N,կիրակի,sapaat
643,Sonntag::N,կիրակի,sapaati
644,groß::A,մեծ,angivoq
645,groß::A,խոշոր,angivoq
646,klein::A,պստիկ,mikivoq
647,klein::A,փոքրիկ,mikivoq
648,lang::A,երկար,takisooq
649,kurz::A,կարճ,naatsoq
650,breit::A,լայն,silippoq
651,schmal::A,նեղ,amitsoq
652,dicht::A,խիտ,torsusooq
653,dick[Gegenstand]::A,հաստ,issuvoq
654,dick[Gegenstand]::A,հաստ,issusooq
655,dünn::A,բարակ,amitsoq
656,fein::A,նուրբ,mamarpoq
657,fest::A,ամուր,tangeqarpoq
658,fest::A,պինդ,tangeqarpoq
659,flach::A,տափակ,nalimmappoq
660,glatt::A,հարթ,quasak
661,hart::A,կարծր,mattusooq
662,hart::A,կարծր,manngerpoq
663,hart::A,կարծր,titeqquluppoq
664,weich::A,մեղմ,nerumaarpoq
665,weich::A,փափուկ,nerumaarpoq
666,rund::A,կլոր,ammallorippoq
667,spitz::A,սրածայր,qummukujooq
668,scharf::A,սուր,ipippoq
669,stumpf::A,գուլ,anngerpoq
670,schwer::A,ծանր,oqimaappoq
671,schön::A,սիրուն,kusanarpoq
672,schön::A,գեղեցիկ,kusanarpoq
673,heiß::A,թեժ,kiappoq
674,warm::A,տաք,oqorpoq
675,warm::A,ջերմ,oqorpoq
676,kalt::A,ցուրտ,issippoq
677,kühl::A,զով,pueqqortippoq
678,frisch::A,թարմ,
679,feucht::A,ղոնավ,isugutavoq
680,feucht::A,ղոնավ,qaasernarpoq
681,nass::A,թաց,imerorpoq
682,trocken::A,ցամաք,panerpoq
683,voll::A,լի,ulikkaarpoq
684,voll::A,լիքը,ulikkaarpoq
685,leer::A,դատարկ,imaattuarpoq
686,offen::A,բաց,ammavoq
687,geschlossen::A,գոց,matuvoq
688,sauber::A,մաքուր,eqqippoq
689,sauber::A,մաքուր,sukuluippoq
690,sauber::A,մաքուր,ipeqanngilaq
691,schmutzig::A,կեղտոտ,tapappoq
692,schmutzig::A,կեղտոտ,minguppoq
693,roh::A,հում,aapavoq
694,reif::A,հասած,qaarulerpoq
695,reif::A,հասուն,qaarulerpoq
696,lecker::A,համեղ,
697,süß::A,անուշ,tungusunnippoq
698,bitter::A,կծու,qasilippoq
699,sauer::A,թթու,
