,Concept_ID,be,fa
303,Gesellschaft::N,таварыства,جمعیت
304,Hilfe::N,дапамога,کمک
305,Freund::N,друг,دوست
306,Freund::N,сябар,دوست
307,Kamerad::N,прыяцель,رفیق
308,Angelegenheit::N,справа,امر
309,Angelegenheit::N,справа,قضیه
310,Anzahl::N,колькасць,عده
311,Anzahl::N,колькасць,شمار
312,Art::N,від,نوع
313,Stück::N,кусок,تکه
314,Stück::N,кусок,قطعه
315,Stück::N,кавалак,تکه
316,Stück::N,кавалак,قطعه
317,Teil::N,частка,بخش
318,Teil::N,частка,قسمت
319,Hälfte::N,палова,نیم
320,Hälfte::N,палавіна,نیم
321,Kreis::N,круг,حلقه
322,Kreis::N,круг,دایره
323,Kreuz::N,крыж,صلیب
324,Linie::N,лінія,خط
325,Linie::N,лінія,سطر
326,Strich::N,рыса,خط
327,Abstand::N,прамежак,فاصله
328,Entfernung::N,адлегласць,مسافت
329,Gegend::N,мясцовасць,منطقه
330,Platz::N,месца,گنجایش
331,Ort::N,месца,جا
332,Ort::N,месца,محل
333,Ort::N,месца,مکان
334,Seite::N,бок,طرف
335,Mitte::N,сярэдзіна,وسط
336,Mitte::N,сярэдзіна,میان
337,Gegenstand::N,прадмет,چیز
338,Sache::N,рэч,چیز
339,Rand::N,край,کنار
340,Rand::N,край,حاشیه
341,Kante::N,руб,لبه
342,Kante::N,кант,لبه
343,Ecke::N,вугал,گوشه
344,Spitze::N,кончык,سر
345,Spitze::N,кончык,نوک
346,Ende::N,канец,ته
347,Ende::N,канец,آخر
348,Loch::N,дзірка,سوراخ
349,Winkel::N,вугал,کنج
350,Muster::N,узор,نقش
351,Größe::N,памер,قد
352,Größe::N,памер,بزرگی
353,Länge::N,даўжыня,طول
354,Höhe::N,вышыня,بلندی
355,Gewicht::N,вага,وزن
356,Menge::N,колькасць,مقدار
357,Menge::N,колькасць,اندازه
358,Haufen::N,куча,توده
359,Reihe::N,рад,ردیف
360,Boot::N,лодка,قایق
361,Ruder::N,вясло,پارو
362,Schlitten::N,сані,سورتمه
363,Ski::N,лыжа,اسکی
364,Lagerfeuer::N,вогнішча,آتش
365,Last::N,цяжар,بار
366,Last::N,цяжар,سنگینی
367,Gang::N,ход,راه رفتن
368,Schritt::N,шаг,قدم
369,Schritt::N,крок,قدم
370,Norden::N,поўнач,شمال
371,Süden::N,поўдзень,جنوب
372,Westen::N,захад,غرب
373,Osten::N,усход,شرق
374,Holz::N,дрэва,چوب
375,Holz::N,драўніна,چوب
376,Brett::N,дошка,تخته
377,Platte::N,пліта,صفحه
378,Stütze::N,падпорка,تکیه
379,Stange::N,жэрдка,میله
380,Stock::N,палка,چوب
381,Stab::N,шост,عصا
382,Rohr::N,труба,لوله
383,Haus::N,дом,منزل
384,Heim::N,дом,خانه
385,Heim::N,дом,کاشانه
386,Heim::N,хата,خانه
387,Heim::N,хата,کاشانه
388,Ofen::N,печ,بخاری
389,Fußboden::N,падлога,کف اتاق
390,Tisch::N,стол,میز
391,Stuhl::N,стул,صندلی
392,Stuhl::N,крэсла,صندلی
393,Wiege::N,калыска,گهواره
394,Bett::N,ложак,تختخواب
395,Bett::N,пасцель,تختخواب
396,Regal::N,паліца,قفسه
397,Kiste::N,скрынка,صندوق
398,Fenster::N,акно,پنجره
399,Tür::N,дзверы,در
400,Tür::N,дзверы,درب
401,Tor::N,вароты,دروازه
402,Zaun::N,агароджа,حصار
403,Dach::N,дах,بام
404,Leiter::N,лесвіца,نردبان
405,Besen::N,мятла,جارو
406,Spaten::N,лапата,بیل
407,Spaten::N,жалязняк,بیل
408,Schaufel::N,шуфлік,بیل
409,Schaufel::N,шуфлік,پارو
410,Schaufel::N,лапатка,بیل
411,Schaufel::N,лапатка,پارو
412,Gabel::N,відэлец,چنگال
413,Löffel::N,лыжка,قاشق
414,Messer::N,нож,کارد
415,Nagel::N,цвік,میخ
416,Netz::N,сетка,تور
417,Netz::N,сетка,شبکه
418,Haken::N,крук,قلاب
419,Griff::N,ручка,دسته
420,Schloss::N,замок,قفل
421,Bild::N,карціна,عکس
422,Bild::N,карціна,تصویر
423,Figur::N,фігура,تندیس
424,Puppe::N,лялька,عروسک
425,Beutel::N,мяшок,کیسه
426,Bündel::N,вязка,بسته
427,Tasche::N,торба,کیف
428,Eimer::N,вядро,سطل
429,Deckel::N,накрыўка,در
430,Geschirr::N,пасуда,ظرف
431,Sack::N,мех,گونی
432,Tasse::N,кубак,فنجان
433,Topf::N,каструля,دیگ
434,Topf::N,каструля,قابلمه
435,Kessel::N,кацёл,دیگ
436,Essen::N,ежа,خوراک
437,Nahrung::N,харч,غذا
438,Speise::N,страва,خوراک
439,Fleisch::N,мяса,گوشت
440,Getreide::N,збожжа,غله
441,Brei::N,каша,فرنی
442,Brei::N,каша,حریره
443,Brot::N,хлеб,نان
444,Scheibe::N,луста,قاچ
445,Scheibe::N,луста,لزگه
446,Scheibe::N,скібка,قاچ
447,Scheibe::N,скібка,لزگه
448,Fett::N,тлушч,چربی
449,Butter::N,масла,کره
450,Öl::N,алей,روغن
451,Salz::N,соль,نمک
452,Suppe::N,суп,آش
453,Suppe::N,суп,سوپ
454,Honig::N,мёд,عسل
455,Milch::N,малако,شیر
456,Tee::N,чай,چای
457,Tee::N,гарбата,چای
458,Leder::N,скура,چرم
459,Wolle::N,воўна,پشم
460,Stoff::N,тканіна,پارچه
461,Nadel::N,іголка,سوزن
462,Faden::N,нітка,نخ
463,Knopf::N,гузік,دکمه
464,Knoten::N,вузел,گره
465,Farbe::N,фарба,رنگ
466,Kleidung::N,адзенне,لباس
467,Kleidung::N,адзенне,پوشاک
468,Hemd::N,кашуля,پیراهن
469,Kragen::N,каўнер,یقه
470,Ärmel::N,рукаў,آستین
471,Hose::N,штаны,شلوار
472,Gürtel::N,пояс,کمر‌بند
473,Mütze::N,шапка,کلاه
474,Schuh::N,чаравік,کفش
475,Stiefel::N,бот,چکمه
476,Ring::N,кольца,حلقه
477,Ring::N,кольца,انگشتر
478,Band::N,стужка,نوار
479,Band::N,стужка,روبان
480,Kamm::N,расчоска,شانه
481,Spiegel::N,люстра,آینه
482,Riemen::N,рэмень,تسمه
483,Schnur::N,вяроўка,ریسمان
484,Leine::N,павадок,قلاده
485,Decke::N,коўдра,پتو
486,Kissen::N,падушка,بالش
487,Tuch::N,хустка,شال
488,Handtuch::N,ручнік,حوله
489,Kraft::N,сіла,نیرو
490,Stärke::N,моц,زور
491,Gesundheit::N,здароўе,سلامتی
492,Gesundheit::N,здароўе,تندرستی
493,Krankheit::N,хвароба,بیماری
494,Schmerz::N,боль,درد
495,Wunde::N,рана,زخم
496,Fieber::N,гарачка,تب
497,Fieber::N,ліхаманка,تب
498,Arznei::N,лекі,دارو
499,Brücke::N,мост,پل
500,Brunnen::N,калодзеж,چاه
501,Weide::N,паша,چراگاه
502,Pfad::N,сцежка,راه
503,Weg::N,шлях,راه
504,Weg::N,шлях,طریق
505,Weg::N,дарога,راه
506,Weg::N,дарога,طریق
507,Straße::N,вуліца,راه
508,Straße::N,вуліца,جاده
509,Dorf::N,вёска,ده
510,Dorf::N,вёска,روستا
511,Stadt::N,горад,شهر
512,Brief::N,ліст,نامه
513,Brief::N,пісьмо,نامه
514,Buch::N,кніга,کتاب
515,Buchstabe::N,літара,حرف
516,Zeitung::N,газета,روزنامه
517,Leben::N,жыццё,عمر
518,Leben::N,жыццё,زندگی
519,Tod::N,смерць,مرگ
520,Grab::N,магіла,گور
521,Grab::N,магіла,مزار
522,Kirche::N,касцёл,کلیسا
523,Kirche::N,царква,کلیسا
524,Sünde::N,грэх,بزه
525,Sünde::N,грэх,گناه
526,Gott::N,бог,خدا
527,Arbeiter::N,рабочы,کارگر
528,Chef::N,начальнік,رئیس
529,Meister::N,майстар,استاد
530,Arzt::N,урач,پزشک
531,Lehrer::N,настаўнік,معلم
532,Lehrer::N,настаўнік,آموزگار
533,Geld::N,грошы,پول
534,Geschäft::N,заняцце,کار
535,Geschäft::N,заняцце,بیزنس
536,Laden::N,крама,دکان
537,Laden::N,крама,مغازه
538,Laden::N,магазін,دکان
539,Laden::N,магазін,مغازه
540,Preis::N,цана,بها
541,Preis::N,цана,قیمت
542,Ware::N,тавар,جنس
543,Ware::N,тавар,کالا
544,Nutzen::N,выгада,مزیت
545,Nutzen::N,выгада,امتیاز
546,Reichtum::N,багацце,مال
547,Reichtum::N,багацце,ثروت
548,Welt::N,свет,دنیا
549,Land::N,краіна,کشور
550,Land::N,краіна,مملکت
551,Staat::N,дзяржава,دولت
552,König::N,кароль,شاه
553,König::N,кароль,پادشاه
554,Macht::N,улада,قدرت
555,Macht::N,улада,اختیار
556,Grenze::N,граніца,مرز
557,Krieg::N,вайна,جنگ
558,Feind::N,вораг,دشمن
559,Gewalt::N,насілле,زور
560,Gewalt::N,насілле,خشونت
561,Kampf::N,барацьба,نبرد
562,Kampf::N,барацьба,مبارزه
563,Bogen[Waffe]::N,лук,کمان
564,Pfeil::N,страла,تیر
565,Gewehr::N,ружжо,تفنگ
566,Fehler::N,памылка,غلط
567,Fehler::N,памылка,اشتباه
568,Lüge::N,хлусня,دروغ
569,Schaden::N,шкода,آسیب
570,Schaden::N,шкода,خسارت
571,Unglück::N,ліха,بلا
572,Unglück::N,бядота,بلا
573,Schuld::N,віна,گناه
574,Schuld::N,віна,تقصیر
575,Alter::N,узрост,سن
576,Alter::N,узрост,عمر
577,Schluss::N,канец,انتها
578,Zeit::N,час,وقت
579,Zeit::N,час,زمان
580,Tag::N,дзень,روز
581,Morgen::N,ранак,صبح
582,Morgen::N,раніца,صبح
583,Mittag::N,паўдня,ظهر
584,Mittag::N,поўдзень,ظهر
585,Abend::N,вечар,شب
586,Abend::N,вечар,عصر
587,Nacht::N,ноч,شب
588,Woche::N,тыдзень,هفته
589,Monat::N,месяц,ماه
590,Jahr::N,год,سال
591,Frühling::N,вясна,بهار
592,Sommer::N,лета,تابستان
593,Herbst::N,восень,پاییز
594,Winter::N,зіма,زمستان
595,Januar::N,студзень,ژانویه
596,Februar::N,люты,فوریه
597,März::N,сакавік,مارس
598,April::N,красавік,آوریل
599,Mai::N,май,مه
600,Mai::N,травень,مه
601,Juni::N,чэрвень,ژوئن
602,Juli::N,ліпень,ژویه
603,August::N,жнівень,اوت
604,September::N,верасень,سپتامبر
605,Oktober::N,кастрычнік,اکتبر
606,November::N,лістапад,نوامبر
607,Dezember::N,снежань,دسامبر
608,Montag::N,панядзелак,دو‌شنبه
609,Dienstag::N,аўторак,سه‌شنبه
610,Mittwoch::N,серада,چهار‌شنبه
611,Donnerstag::N,чацвер,پنج شنبه
612,Freitag::N,пятніца,جمعه
613,Samstag::N,субота,شنبه
614,Sonntag::N,нядзеля,یکشنبه
615,groß::A,вялікі,بزرگ
616,klein::A,маленькі,کوچک
617,lang::A,доўгі,بلند
618,kurz::A,кароткі,کوتاه
619,breit::A,шырокі,پهن
620,schmal::A,вузкі,تنگ
621,schmal::A,вузкі,نازک
622,dicht::A,густы,چگال
623,dicht::A,густы,انبوه
624,dick[Gegenstand]::A,тоўсты,ضخیم
625,dünn::A,тонкі,نازک
626,fein::A,тонкі,ریز
627,fein::A,тонкі,باریک
628,fest::A,моцны,محکم
629,flach::A,плоскі,صاف
630,flach::A,плоскі,مسطح
631,glatt::A,гладкі,لیز
632,hart::A,цвёрды,سفت
633,weich::A,мяккі,نرم
634,weich::A,мяккі,ملایم
635,rund::A,круглы,گرد
636,spitz::A,спічасты,تیز
637,spitz::A,спічасты,نوک‌تیز
638,spitz::A,востраканцовы,تیز
639,spitz::A,востраканцовы,نوک‌تیز
640,scharf::A,востры,تیز
641,scharf::A,востры,برنده
642,stumpf::A,тупы,کند
643,schwer::A,цяжкі,سنگین
644,schön::A,прыгожы,زیبا
645,heiß::A,гарачы,داغ
646,warm::A,цёплы,گرم
647,kalt::A,холадны,سرد
648,kühl::A,халаднаваты,خنک
649,frisch::A,свежы,تازه
650,feucht::A,вільготны,مرطوب
651,nass::A,мокры,تر
652,nass::A,мокры,خیش
653,trocken::A,сухі,خشک
654,voll::A,поўны,پر
655,leer::A,пусты,خالی
656,offen::A,адкрыты,باز
657,offen::A,адчынены,باز
658,geschlossen::A,закрыты,بسته
659,geschlossen::A,зачынены,بسته
660,sauber::A,чысты,پاک
661,sauber::A,чысты,تمیز
662,schmutzig::A,брудны,کثیف
663,schmutzig::A,брудны,آلوده
664,roh::A,сыры,خام
665,reif::A,спелы,رسیده
666,lecker::A,смачны,لذیذ
667,lecker::A,смачны,خوشمزه
668,süß::A,салодкі,شیرین
669,bitter::A,горкі,تلخ
670,sauer::A,кіслы,ترش
671,hell::A,светлы,روشن
672,dunkel::A,цёмны,تاریک
673,schwarz::A,чорны,سیاه
674,weiß::A,белы,سفید
675,rot::A,чырвоны,سرخ
676,rot::A,чырвоны,قرمز
677,gelb::A,жоўты,زرد
678,blau::A,сіні,آبی
679,grün::A,зялёны,سبز
680,grau::A,шэры,طوسی
681,grau::A,шэры,خاکستری
682,bunt::A,пяресты,رنگارنگ
683,billig::A,танны,ارزان
684,teuer::A,дарагі,گران
685,wertvoll::A,цэнны,قیمتی
686,wertvoll::A,цэнны,گرانبها
687,wertvoll::A,каштоўны,قیمتی
688,wertvoll::A,каштоўны,گرانبها
689,blind::A,сляпы,کور
690,blind::A,сляпы,نابینا
691,taub::A,глухі,کر
692,taub::A,глухі,ناشنوا
693,kräftig::A,магутны,قوی
694,stark::A,сільны,قوی
695,stark::A,сільны,نیرومند
696,schwach::A,слабы,ضعیف
697,fett::A,тлусты,چرب
698,schlank::A,стройны,باریک‌اندام
699,hübsch::A,чароўны,قشنگ
700,hübsch::A,чароўны,خوشگل
701,böse::A,злы,بد
702,dumm::A,дурны,احمق
703,faul::A,лянівы,لش
704,faul::A,лянівы,تنبل
705,fleißig::A,руплівы,زرنگ
706,geizig::A,прагны,خسیس
707,klug::A,разумны,عاقل
708,klug::A,разумны,باهوش
709,geschickt::A,умелы,ماهر
710,lieb::A,мілы,عزیز
711,lustig::A,вясёлы,شاد
712,lustig::A,вясёлы,خوشحال
713,sanft::A,ласкавы,لطیف
714,hungrig::A,галодны,گرسنه
715,krank::A,хворы,مریض
716,krank::A,хворы,بیمار
717,nackt::A,голы,لخت
718,nackt::A,голы,برهنه
719,traurig::A,сумны,غمگین
720,lebendig::A,жывы,زنده
721,gut::A,добры,خوب
722,schlecht::A,кепскі,بد
723,richtig::A,правільны,درست
724,schlimm::A,агідны,وخيم
725,wahr::A,сапраўдны,درست
726,wahr::A,сапраўдны,حقیقی
727,alt::A,стары,کهنه
728,neu::A,новы,نو
729,ehemalig::A,былы,قبلی
730,alt[Lebewesen]::A,стары,پیر
731,jung::A,малады,جوان
732,arm::A,бедны,فقیر
733,reich::A,багаты,پولدار
734,reich::A,багаты,ثروتمند
735,bekannt::A,знаёмы,آشنا
736,bekannt::A,знаёмы,معلوم
737,berühmt::A,славуты,مشهور
738,fremd::A,чужы,خارجی
739,fremd::A,чужы,بیگانه
740,verschieden::A,розны,مختلف
741,verschieden::A,розны,متفاوت
742,nah::A,блізкі,نزدیک
743,fern::A,далёкі,دور
744,linker::A,левы,چپ
745,rechter::A,правы,راست
746,anderer::A,іншы,دیگر
747,anderer::A,другі,دیگر
748,erster::A,першы,اول
749,zweiter::A,другі,دوم
750,dritter::A,трэці,سوم
751,letzter::A,апошні,آخر
752,allein::ADV,сам,تنها
753,allein::ADV,адзін,تنها
754,auf einmal::ADV,адразу,همزمان
755,zusammen::ADV,разам,باهم
756,lange::ADV,доўга,مدت‌ها
757,lange::ADV,доўга,مدت زیادی
758,plötzlich::ADV,раптам,ناگهان
759,sofort::ADV,зараз,فوراً
760,später::ADV,пазней,بعدها
761,jetzt::ADV,цяпер,حالا
762,jetzt::ADV,цяпер,اکنون
763,heute::ADV,сёння,امروز
764,morgen::ADV,заўтра,فردا
765,bald::ADV,хутка,زود
766,bald::ADV,хутка,بزودی
767,bald::ADV,неўзабаве,زود
768,bald::ADV,неўзабаве,بزودی
769,dann::ADV,потым,سپس
770,dann::ADV,потым,آنوقت
771,gestern::ADV,учора,دیروز
772,einst::ADV,аднойчы,وقتی
773,einst::ADV,аднойчы,زمانی
774,damals::ADV,тады,آنوقت
775,damals::ADV,тады,آنزمان
776,danach::ADV,затым,بعد
777,vorher::ADV,раней,قبلاً
778,zuerst::ADV,спярша,اول
779,zuerst::ADV,спярша,ابتداء
780,zuerst::ADV,спачатку,اول
781,zuerst::ADV,спачатку,ابتداء
782,einmal::ADV,адзін раз,یکدفعه
783,manchmal::ADV,часам,گاهی
784,manchmal::ADV,часам,بعضی اوقات
785,oft::ADV,часта,اغلب
786,immer::ADV,заўсёды,همیشه
787,niemals::ADV,ніколі,هرگز
788,hier::ADV,тут,اینجا
789,hierhin::ADV,сюды,به اینجا
790,von hier::ADV,адсюль,از اینجا
791,von hier::ADV,адгэтуль,از اینجا
792,dort::ADV,там,آنجا
793,dorthin::ADV,туды,به آنجا
794,geradeaus::ADV,прама,راست
795,vorwärts::ADV,наперад,جلو
796,vorwärts::ADV,наперад,به پیش
797,rückwärts::ADV,назад,عقب
798,zurück::ADV,назад,پس
799,zurück::ADV,назад,عقب
800,zurück::ADV,назад,بالعکس
801,unten::ADV,унізе,زیر
802,unten::ADV,унізе,پایین
