,Concept_ID,it,ru
295,Volk::N,pòpolo,народ
296,Arbeit::N,lavoro,работа
297,Gast::N,òspite,гость
298,Gast::N,invitato,гость
299,Geschenk::N,regalo,подарок
300,Spiel::N,gioco,игра
301,Gesellschaft::N,compagnìa,общество
302,Hilfe::N,aiuto,помощь
303,Hilfe::N,soccorso,помощь
304,Freund::N,amico,друг
305,Kamerad::N,camerata,приятель
306,Angelegenheit::N,affare,дело
307,Angelegenheit::N,faccenda,дело
308,Anzahl::N,nùmero,количество
309,Anzahl::N,quantità,количество
310,Art::N,tipo,вид
311,Art::N,specie,вид
312,Stück::N,pezzo,кусок
313,Teil::N,parte,часть
314,Hälfte::N,metà,половина
315,Kreis::N,cìrcolo,круг
316,Kreuz::N,croce,крест
317,Linie::N,lìnea,линия
318,Strich::N,tratto,черта
319,Abstand::N,distanza,промежуток
320,Entfernung::N,distanza,расстояние
321,Entfernung::N,lontananza,расстояние
322,Gegend::N,regione,местность
323,Platz::N,posto,пространство
324,Platz::N,spazio,пространство
325,Ort::N,luogo,место
326,Ort::N,località,место
327,Seite::N,lato,сторона
328,Seite::N,parte,сторона
329,Mitte::N,mezzo,середина
330,Mitte::N,centro,середина
331,Gegenstand::N,oggetto,предмет
332,Sache::N,cosa,вещь
333,Rand::N,orlo,край
334,Rand::N,bordo,край
335,Kante::N,spìgolo,ребро
336,Ecke::N,canto,угол
337,Spitze::N,punta,кончик
338,Ende::N,capo,конец
339,Ende::N,estremità,конец
340,Loch::N,buco,дыра
341,Winkel::N,àngolo,угол
342,Muster::N,disegno,узор
343,Größe::N,taglia,размер
344,Größe::N,grandezza,размер
345,Länge::N,lunghezza,длина
346,Höhe::N,altezza,высота
347,Gewicht::N,peso,вес
348,Menge::N,quantità,количество
349,Haufen::N,cùmulo,куча
350,Haufen::N,mucchio,куча
351,Reihe::N,fila,ряд
352,Boot::N,barca,лодка
353,Boot::N,battello,лодка
354,Ruder::N,remo,весло
355,Schlitten::N,slitta,сани
356,Ski::N,sci,лыжа
357,Lagerfeuer::N,falò,костер
358,Lagerfeuer::N,fuoco di bivacco,костер
359,Last::N,càrico,тяжесть
360,Gang::N,andata,ход
361,Schritt::N,passo,шаг
362,Norden::N,nord,север
363,Norden::N,settentrione,север
364,Süden::N,sud,юг
365,Süden::N,meridione,юг
366,Westen::N,òvest,запад
367,Westen::N,occidente,запад
368,Osten::N,est,восток
369,Osten::N,oriente,восток
370,Holz::N,legno,древесина
371,Brett::N,asse,доска
372,Brett::N,tàvola,доска
373,Platte::N,lastra,плита
374,Platte::N,piastra,плита
375,Stütze::N,supporto,подпорка
376,Stange::N,sbarra,жердь
377,Stange::N,pèrtica,жердь
378,Stock::N,verga,палка
379,Stock::N,bastone,палка
380,Stock::N,bacchetta,палка
381,Stab::N,asta,шест
382,Rohr::N,tubo,труба
383,Haus::N,casa,дом
384,Heim::N,casa,дом
385,Ofen::N,stufa,печь
386,Fußboden::N,pavimento,пол
387,Tisch::N,tàvolo,стол
388,Stuhl::N,sedia,стул
389,Wiege::N,culla,колыбель
390,Bett::N,letto,постель
391,Regal::N,scaffale,полка
392,Kiste::N,cassa,ящик
393,Fenster::N,finestra,окно
394,Tür::N,porta,дверь
395,Tor::N,portone,ворота
396,Zaun::N,recinto,забор
397,Dach::N,tetto,крыша
398,Leiter::N,scala,лестница
399,Leiter::N,scala a pioli,лестница
400,Besen::N,scopa,метла
401,Spaten::N,vanga,лопата
402,Schaufel::N,pala,совок
403,Gabel::N,forchetta,вилка
404,Löffel::N,cucchiaio,ложка
405,Messer::N,coltello,нож
406,Nagel::N,chiodo,гвоздь
407,Netz::N,rete,сеть
408,Haken::N,uncino,крюк
409,Griff::N,mànico,ручка
410,Griff::N,maniglia,ручка
411,Schloss::N,serratura,замок
412,Bild::N,quadro,картина
413,Bild::N,immàgine,картина
414,Figur::N,figura,фигура
415,Puppe::N,bàmbola,кукла
416,Beutel::N,borsa,мешок
417,Beutel::N,sacchetto,мешок
418,Bündel::N,fascio,связка
419,Bündel::N,fagotto,связка
420,Tasche::N,borsa,сумка
421,Eimer::N,secchio,ведро
422,Deckel::N,coperchio,крышка
423,Geschirr::N,stoviglie,посуда
424,Sack::N,sacco,мешок
425,Tasse::N,tazza,чашка
426,Topf::N,pèntola,кастрюля
427,Kessel::N,paiolo,котел
428,Kessel::N,calderone,котел
429,Essen::N,pasto,еда
430,Essen::N,mangiare,еда
431,Nahrung::N,cibo,пища
432,Nahrung::N,alimento,пища
433,Speise::N,piatto,блюдо
434,Speise::N,piatto,кушанье
435,Fleisch::N,carne,мясо
436,Getreide::N,cereali,хлеб
437,Brei::N,purè,каша
438,Brei::N,pappa,каша
439,Brot::N,pane,хлеб
440,Scheibe::N,fetta,ломоть
441,Scheibe::N,trancia,ломоть
442,Fett::N,grasso,жир
443,Butter::N,burro,масло
444,Öl::N,olio,масло
445,Salz::N,sale,соль
446,Suppe::N,zuppa,суп
447,Suppe::N,minestra,суп
448,Honig::N,miele,мед
449,Milch::N,latte,молоко
450,Tee::N,tè,чай
451,Leder::N,pelle,кожа
452,Wolle::N,lana,шерсть
453,Stoff::N,panno,ткань
454,Stoff::N,tessuto,ткань
455,Nadel::N,ago,игла
456,Faden::N,filo,нитка
457,Knopf::N,bottone,пуговица
458,Knoten::N,nodo,узел
459,Farbe::N,pittura,краска
460,Kleidung::N,vestiti,одежда
461,Kleidung::N,vestiario,одежда
462,Hemd::N,camicia,рубашка
463,Kragen::N,bàvero,воротник
464,Kragen::N,colletto,воротник
465,Ärmel::N,mànica,рукав
466,Hose::N,calzoni,брюки
467,Gürtel::N,cintura,пояс
468,Mütze::N,berretto,шапка
469,Schuh::N,scarpa,ботинок
470,Stiefel::N,stivale,сапог
471,Ring::N,anello,кольцо
472,Band::N,nastro,лента
473,Band::N,fettuccia,лента
474,Kamm::N,pèttine,расческа
475,Spiegel::N,specchio,зеркало
476,Riemen::N,cinghia,ремень
477,Schnur::N,corda,веревка
478,Leine::N,guinzaglio,поводок
479,Decke::N,coperta,одеяло
480,Kissen::N,cuscino,подушка
481,Kissen::N,guanciale,подушка
482,Tuch::N,fazzoletto,платок
483,Handtuch::N,asciugamano,полотенце
484,Kraft::N,forza,сила
485,Stärke::N,forza,крепость
486,Stärke::N,vigore,крепость
487,Stärke::N,fortezza,крепость
488,Gesundheit::N,salute,здоровье
489,Krankheit::N,malattìa,болезнь
490,Schmerz::N,dolore,боль
491,Wunde::N,piaga,рана
492,Wunde::N,ferita,рана
493,Fieber::N,febbre,лихорадка
494,Fieber::N,febbre,температура
495,Arznei::N,fàrmaco,лекарство
496,Arznei::N,medicina,лекарство
497,Brücke::N,ponte,мост
498,Brunnen::N,pozzo,колодец
499,Weide::N,pàscolo,пастбище
500,Pfad::N,sentiero,тропа
501,Weg::N,via,путь
502,Weg::N,via,дорога
503,Weg::N,cammino,путь
504,Weg::N,cammino,дорога
505,Straße::N,strada,улица
506,Straße::N,strada,дорога
507,Dorf::N,paese,деревня
508,Dorf::N,villaggio,деревня
509,Stadt::N,città,город
510,Brief::N,lèttera,письмо
511,Buch::N,libro,книга
512,Buchstabe::N,lèttera,буква
513,Zeitung::N,giornale,газета
514,Leben::N,vita,жизнь
515,Tod::N,morte,смерть
516,Grab::N,tomba,могила
517,Grab::N,sepolcro,могила
518,Kirche::N,chiesa,церковь
519,Sünde::N,peccato,грех
520,Gott::N,dio,бог
521,Arbeiter::N,operaio,рабочий
522,Arbeiter::N,lavoratore,рабочий
523,Chef::N,capo,начальник
524,Chef::N,padrone,начальник
525,Meister::N,mastro,мастер
526,Meister::N,maestro,мастер
527,Arzt::N,mèdico,врач
528,Arzt::N,dottore,врач
529,Lehrer::N,professore,учитель
530,Geld::N,soldi,деньги
531,Geld::N,denaro,деньги
532,Geschäft::N,affare,занятие
533,Geschäft::N,negozio,занятие
534,Laden::N,negozio,магазин
535,Preis::N,prezzo,цена
536,Ware::N,merce,товар
537,Nutzen::N,ùtile,выгода
538,Nutzen::N,profitto,выгода
539,Reichtum::N,ricchezza,богатство
540,Welt::N,mondo,мир
541,Land::N,paese,страна
542,Staat::N,Stato,государство
543,König::N,re,король
544,Macht::N,potere,власть
545,Grenze::N,confine,граница
546,Grenze::N,frontiera,граница
547,Krieg::N,guerra,война
548,Feind::N,nemico,враг
549,Gewalt::N,violenza,насилие
550,Kampf::N,lotta,борьба
551,Bogen[Waffe]::N,arco,лук
552,Pfeil::N,freccia,стрела
553,Gewehr::N,fucile,ружье
554,Fehler::N,errore,ошибка
555,Fehler::N,sbaglio,ошибка
556,Lüge::N,bugìa,ложь
557,Lüge::N,menzogna,ложь
558,Schaden::N,danno,вред
559,Unglück::N,sfortuna,беда
560,Schuld::N,colpa,вина
561,Alter::N,età,возраст
562,Schluss::N,fine,окончание
563,Zeit::N,tempo,время
564,Tag::N,giorno,день
565,Tag::N,giornata,день
566,Morgen::N,mattina,утро
567,Mittag::N,mezzogiorno,полдень
568,Abend::N,sera,вечер
569,Abend::N,serata,вечер
570,Nacht::N,notte,ночь
571,Woche::N,settimana,неделя
572,Monat::N,mese,месяц
573,Jahr::N,anno,год
574,Frühling::N,primavera,весна
575,Sommer::N,estate,лето
576,Herbst::N,autunno,осень
577,Winter::N,inverno,зима
578,Januar::N,gennaio,январь
579,Februar::N,febbraio,февраль
580,März::N,marzo,март
581,April::N,aprile,апрель
582,Mai::N,maggio,май
583,Juni::N,giugno,июнь
584,Juli::N,luglio,июль
585,August::N,agosto,август
586,September::N,settembre,сентябрь
587,Oktober::N,ottobre,октябрь
588,November::N,novembre,ноябрь
589,Dezember::N,dicembre,декабрь
590,Montag::N,lunedì,понедельник
591,Dienstag::N,martedì,вторник
592,Mittwoch::N,mercoledì,среда
593,Donnerstag::N,giovedì,четверг
594,Freitag::N,venerdì,пятница
595,Samstag::N,sàbato,суббота
596,Sonntag::N,domenica,воскресенье
597,groß::A,grande,большой
598,klein::A,pìccolo,маленький
599,lang::A,lungo,длинный
600,kurz::A,corto,короткий
601,breit::A,largo,широкий
602,schmal::A,stretto,узкий
603,dicht::A,denso,густой
604,dick[Gegenstand]::A,spesso,толстый
605,dünn::A,sottile,тонкий
606,fein::A,fine,тонкий
607,fein::A,delicato,тонкий
608,fest::A,sodo,крепкий
609,fest::A,fisso,крепкий
610,flach::A,piano,плоский
611,flach::A,piatto,плоский
612,glatt::A,liscio,гладкий
613,hart::A,duro,твердый
614,weich::A,molle,мягкий
615,rund::A,rotondo,круглый
616,spitz::A,aguzzo,остроконечный
617,spitz::A,appuntito,остроконечный
618,scharf::A,affilato,острый
619,scharf::A,tagliente,острый
620,stumpf::A,smussato,тупой
621,schwer::A,pesante,тяжелый
622,schön::A,bello,красивый
623,heiß::A,caldo,жаркий
624,heiß::A,bollente,жаркий
625,warm::A,caldo,теплый
626,kalt::A,freddo,холодный
627,kühl::A,fresco,прохладный
628,frisch::A,fresco,свежий
629,feucht::A,ùmido,влажный
630,nass::A,bagnato,мокрый
631,trocken::A,secco,сухой
632,voll::A,pieno,полный
633,voll::A,pieno,наполненный
634,leer::A,vuoto,пустой
635,offen::A,aperto,открытый
636,geschlossen::A,chiuso,закрытый
637,sauber::A,netto,чистый
638,sauber::A,pulito,чистый
639,schmutzig::A,sporco,грязный
640,schmutzig::A,sùdicio,грязный
641,roh::A,crudo,сырой
642,reif::A,maturo,зрелый
643,lecker::A,ghiotto,вкусный
644,lecker::A,squisito,вкусный
645,süß::A,dolce,сладкий
646,bitter::A,amaro,горький
647,sauer::A,aspro,кислый
648,sauer::A,acerbo,кислый
649,hell::A,chiaro,светлый
650,dunkel::A,buio,темный
651,dunkel::A,oscuro,темный
652,schwarz::A,nero,черный
653,weiß::A,bianco,белый
654,rot::A,rosso,красный
655,gelb::A,giallo,желтый
656,blau::A,blu,синий
657,blau::A,azzurro,синий
658,grün::A,verde,зеленый
659,grau::A,grigio,серый
660,bunt::A,variopinto,пестрый
661,billig::A,a buon prezzo,дешевый
662,billig::A,a buon mercato,дешевый
663,teuer::A,caro,дорогой
664,wertvoll::A,prezioso,ценный
665,blind::A,cieco,слепой
666,taub::A,sordo,глухой
667,kräftig::A,forte,могучий
668,kräftig::A,robusto,могучий
669,stark::A,forte,сильный
670,stark::A,vigoroso,сильный
671,schwach::A,dèbole,слабый
672,fett::A,grasso,жирный
673,schlank::A,snello,стройный
674,schlank::A,slanciato,стройный
675,hübsch::A,bello,прелестный
676,hübsch::A,carino,прелестный
677,böse::A,cattivo,злой
678,dumm::A,stùpido,глупый
679,faul::A,pigro,ленивый
680,fleißig::A,diligente,прилежный
681,geizig::A,avaro,жадный
682,klug::A,intelligente,умный
683,geschickt::A,àbile,искусный
684,lieb::A,caro,милый
685,lustig::A,gaio,веселый
686,lustig::A,allegro,веселый
687,sanft::A,dolce,нежный
688,hungrig::A,affamato,голодный
689,krank::A,malato,больной
690,krank::A,infermo,больной
691,nackt::A,nudo,голый
692,traurig::A,triste,грустный
693,lebendig::A,vivo,живой
694,gut::A,buono,хороший
695,schlecht::A,cattivo,плохой
696,richtig::A,giusto,правильный
697,schlimm::A,grave,отвратительный
698,schlimm::A,grave,мерзкий
699,wahr::A,vero,настоящий
700,alt::A,vecchio,старый
701,neu::A,nuovo,новый
702,ehemalig::A,vecchio,бывший
703,ehemalig::A,d'una_volta,бывший
704,alt[Lebewesen]::A,anziano,пожилой
705,jung::A,giovane,молодой
706,arm::A,pòvero,бедный
707,reich::A,ricco,богатый
708,bekannt::A,noto,знакомый
709,bekannt::A,conosciuto,знакомый
710,berühmt::A,famoso,знаменитый
711,berühmt::A,cèlebre,знаменитый
712,fremd::A,estràneo,чужой
713,fremd::A,straniero,чужой
714,verschieden::A,diverso,разный
715,verschieden::A,differente,разный
716,nah::A,vicino,близкий
717,nah::A,propinquo,близкий
718,fern::A,lontano,далекий
719,linker::A,sinistro,левый
720,rechter::A,destro,правый
721,anderer::A,altro,другой
722,erster::A,primo,первый
723,zweiter::A,secondo,второй
724,dritter::A,terzo,третий
725,letzter::A,ùltimo,последний
726,allein::ADV,solo,один
727,allein::ADV,da solo,один
728,auf einmal::ADV,insieme,сразу
729,zusammen::ADV,insieme,вместе
730,lange::ADV,a lungo,долго
731,plötzlich::ADV,all'improvviso,вдруг
732,sofort::ADV,sùbito,тотчас
733,sofort::ADV,all'istante,тотчас
734,später::ADV,più tardi,позже
735,jetzt::ADV,ora,сейчас
736,jetzt::ADV,adesso,сейчас
737,heute::ADV,oggi,сегодня
738,morgen::ADV,domani,завтра
739,bald::ADV,presto,скоро
740,bald::ADV,tra poco,скоро
741,dann::ADV,allora,потом
742,gestern::ADV,ieri,вчера
743,einst::ADV,prima,однажды
744,einst::ADV,un tempo,однажды
745,damals::ADV,allora,тогда
746,danach::ADV,poi,затем
747,danach::ADV,dopo,затем
748,vorher::ADV,prima,раньше
749,zuerst::ADV,prima,сперва
750,zuerst::ADV,dapprima,сперва
751,einmal::ADV,una volta,раз
752,manchmal::ADV,talvolta,иногда
753,manchmal::ADV,qualche volta,иногда
754,oft::ADV,spesso,часто
755,immer::ADV,sempre,всегда
756,niemals::ADV,non mai,никогда
757,hier::ADV,qua,здесь
758,hierhin::ADV,qua,сюда
759,von hier::ADV,ne,отсюда
760,von hier::ADV,da qui,отсюда
761,dort::ADV,lì,там
762,dorthin::ADV,là,туда
763,geradeaus::ADV,diritto,прямо
764,vorwärts::ADV,avanti,вперед
765,rückwärts::ADV,all'indietro,назад
766,zurück::ADV,di indietro,обратно
767,unten::ADV,giù,внизу
768,unten::ADV,sotto,внизу
769,hinab::ADV,giù,вниз
770,hinab::ADV,in giù,вниз
771,oben::ADV,su,наверху
772,oben::ADV,sopra,наверху
773,hinauf::ADV,in sù,вверх
774,hinauf::ADV,in alto,вверх
775,überall::ADV,dappertutto,везде
776,nicht::ADV,non,не
777,ein wenig::ADV,un po',немного
778,ein wenig::ADV,un poco,немного
779,kaum::ADV,a appena,едва
780,sehr::ADV,molto,очень
781,so::ADV,così,так
782,so::ADV,tanto,так
783,noch::ADV,ancora,еще
784,nur::ADV,solo,только
785,nur::ADV,soltanto,только
786,schon::ADV,già,уже
787,wieder::ADV,di nuovo,опять
788,vergebens::ADV,invano,напрасно
789,vor::PRP,davanti a,перед
790,hinter::PRP,dietro,за
791,hinter::PRP,dietro,позади
792,unter::PRP,sotto,под
793,durch::PRP,per,сквозь
794,durch::PRP,attraverso,сквозь
795,neben::PRP,a accanto a,возле
796,zwischen::PRP,fra,между
797,wegen::PRP,a causa di,из-за
798,dies::PRN,ciò,это
799,dies::PRN,questo,это
800,das::PRN,ciò,то
801,das::PRN,quello,то
802,alles::PRN,tutto,все
803,ich::PRN,ìo,я
804,du::PRN,tu,ты
805,er::PRN,lui,он
806,er::PRN,egli,он
807,wir::PRN,noi,мы
808,ihr::PRN,voi,вы
809,sie::PRN,loro,они
810,was::FPRN,che,что
811,was::FPRN,che cosa,что
812,wer::FPRN,chi,кто
813,wo::FADV,dove,где
814,wohin::FADV,dove,куда
815,wie::FADV,come,как
816,warum::FADV,perche,почему
817,wieviel::FNUM,quanto,сколько
818,eins::NUM,uno,один
819,zwei::NUM,due,два
820,drei::NUM,tre,три
821,vier::NUM,quattro,четыре
822,fünf::NUM,cinque,пять
823,sechs::NUM,sei,шесть
824,sieben::NUM,sette,семь
825,acht::NUM,otto,восемь
826,neun::NUM,nove,девять
827,zehn::NUM,dieci,десять
828,elf::NUM,ùndici,одиннадцать
829,zwölf::NUM,dodici,двенадцать
830,zwanzig::NUM,venti,двадцать
831,dreißig::NUM,trenta,тридцать
832,vierzig::NUM,quaranta,сорок
833,fünfzig::NUM,cinquanta,пятьдесят
834,sechzig::NUM,sessanta,шестьдесят
835,siebzig::NUM,settanta,семьдесят
836,achtzig::NUM,ottanta,восемьдесят
837,neunzig::NUM,novanta,девяносто
838,hundert::NUM,cento,сто
839,tausend::NUM,mille,тысяча
840,und::CNJ,e,и
841,oder::CNJ,o,или
842,oder::CNJ,o,либо
843,stehen::V,stare in piedi,стоять
844,sitzen::V,sedere,сидеть
845,sitzen::V,stare seduto,сидеть
846,liegen::V,giacere,лежать
