,Concept_ID,nl,bg
866,kaum::ADV,nauwelijks,едвам
867,sehr::ADV,erg,много
868,sehr::ADV,erg,твърде
869,sehr::ADV,zeer,много
870,sehr::ADV,zeer,твърде
871,so::ADV,zo,тъй
872,so::ADV,zo,така
873,noch::ADV,nog,още
874,nur::ADV,maar,само
875,nur::ADV,alleen,само
876,schon::ADV,al,вече
877,schon::ADV,reeds,вече
878,wieder::ADV,weer,пак
879,wieder::ADV,weer,отново
880,wieder::ADV,terug,пак
881,wieder::ADV,terug,отново
882,vergebens::ADV,vergeefs,напразно
883,vergebens::ADV,tevergeefs,напразно
884,vor::PRP,voor,пред
885,hinter::PRP,achter,зад
886,unter::PRP,onder,под
887,unter::PRP,beneden,под
888,durch::PRP,door,през
889,neben::PRP,naast,до
890,neben::PRP,naast,при
891,zwischen::PRP,tussen,между
892,zwischen::PRP,tussen,помежду
893,wegen::PRP,wegens,заради
894,wegen::PRP,vanwege,заради
895,dies::PRN,dit,този
896,das::PRN,dat,туй
897,das::PRN,dat,това
898,alles::PRN,alles,всичко
899,ich::PRN,ik,аз
900,du::PRN,je,ти
901,du::PRN,jij,ти
902,er::PRN,hij,той
903,wir::PRN,we,ние
904,wir::PRN,wij,ние
905,ihr::PRN,jullie,вие
906,sie::PRN,ze,те
907,sie::PRN,zij,те
908,was::FPRN,wat,що
909,was::FPRN,wat,какво
910,wer::FPRN,wie,кой
911,wo::FADV,waar,къде
912,wohin::FADV,waarheen,накъде
913,wohin::FADV,waarheen,накъдето
914,wie::FADV,hoe,как
915,warum::FADV,waarom,защо
916,wieviel::FNUM,hoeveel,колко
917,eins::NUM,één,един
918,zwei::NUM,twee,два
919,drei::NUM,drie,три
920,vier::NUM,vier,четири
921,fünf::NUM,vijf,пет
922,sechs::NUM,zes,шест
923,sieben::NUM,zeven,седем
924,acht::NUM,acht,осем
925,neun::NUM,negen,девет
926,zehn::NUM,tien,десет
927,elf::NUM,elf,единайсет
928,elf::NUM,elf,единадесет
929,zwölf::NUM,twaalf,дванайсет
930,zwölf::NUM,twaalf,дванадесет
931,zwanzig::NUM,twintig,двайсет
932,zwanzig::NUM,twintig,двадесет
933,dreißig::NUM,dertig,тридесет
934,vierzig::NUM,veertig,четиридесет
935,fünfzig::NUM,vijftig,петдесет
936,sechzig::NUM,zestig,шестдесет
937,siebzig::NUM,zeventig,седемдесет
938,achtzig::NUM,tachtig,осемдесет
939,neunzig::NUM,negentig,деветдесет
940,hundert::NUM,honderd,сто
941,tausend::NUM,duizend,хиляда
942,und::CNJ,en,а
943,und::CNJ,en,та
944,oder::CNJ,of,или
945,stehen::V,staan,стоя
946,sitzen::V,zitten,седя
947,liegen::V,liggen,лежа
948,hängen::V,hangen,вися
949,werden::V,worden,бъда
950,werden::V,worden,стана
951,passieren::V,gebeuren,случа се
952,beginnen::V,beginnen,започна
953,enden::V,eindigen,свърша
954,wechseln::V,wijzigen,променям
955,wechseln::V,veranderen,променям
956,aufgehen[Sonne]::V,opgaan,изгрея
957,untergehen[Sonne]::V,ondergaan,заляза
958,scheinen[Sonne]::V,schijnen,грея
959,scheinen[Sonne]::V,schijnen,светя
960,donnern::V,donderen,гърмя
961,wehen::V,waaien,вея
962,wehen::V,waaien,духам
963,strömen::V,stromen,тека
964,strömen::V,stromen,лея се
965,fließen::V,vloeien,тека
966,sich drehen::V,draaien,въртя се
967,sich drehen::V,zich draaien,въртя се
968,schwanken::V,wankelen,клатя се
969,schwingen::V,zwieren,трептя
970,fallen::V,vallen,падам
971,brennen::V,branden,горя
972,rauchen::V,roken,димя
973,regnen::V,regenen,вали дъжд
974,gefrieren::V,bevriezen,замръзна
975,tauen::V,dooien,топя се
976,schmelzen::V,smelten,разтопя се
977,trocknen::V,drogen,съхна
978,sieden::V,koken,вря
979,sieden::V,koken,кипя
980,sieden::V,zieden,вря
981,sieden::V,zieden,кипя
982,faulen::V,rotten,гния
983,verfaulen::V,verrotten,изгния
984,reißen::V,scheuren,напукам се
985,versinken::V,verzinken,потъна
986,vergehen::V,vergaan,минавам
987,erscheinen::V,opdagen,явя се
988,erscheinen::V,verschijnen,явя се
989,verschwinden::V,verdwijnen,изчезна
990,sinken::V,zinken,падна
991,abnehmen::V,afnemen,отслабна
992,abnehmen::V,verminderen,отслабна
993,zunehmen::V,toenemen,нарасна
994,steigen::V,stijgen,увелича се
995,steigen::V,stijgen,покачвам се
996,steigen::V,omhooggaan,увелича се
997,steigen::V,omhooggaan,покачвам се
998,wachsen::V,groeien,раста
999,glänzen::V,glanzen,лъщя
1000,glänzen::V,glanzen,блестя
1001,glänzen::V,schitteren,лъщя
1002,glänzen::V,schitteren,блестя
1003,funkeln::V,fonkelen,искря
1004,lärmen::V,lawaai maken,шумя
1005,läuten::V,luiden,звъня
1006,klingeln::V,bellen,звъня
1007,klirren::V,rinkelen,звънтя
1008,klirren::V,rinkelen,дрънкам
1009,brausen::V,bruisen,буча
1010,rauschen::V,ruisen,шумя
1011,klingen::V,klinken,звуча
1012,bellen::V,blaffen,лая
1013,heulen::V,huilen,вия
1014,heulen::V,huilen,рева
1015,blasen::V,blazen,духна
1016,pfeifen::V,fluiten,свиря
1017,schreien::V,gillen,крещя
1018,schreien::V,schreeuwen,крещя
1019,stöhnen::V,steunen,стена
1020,stöhnen::V,steunen,пъшкам
1021,zittern::V,beven,треперя
1022,zittern::V,sidderen,треперя
1023,leben::V,leven,живея
1024,geboren werden::V,geboren worden,родя се
1025,atmen::V,ademen,дишам
1026,trinken::V,drinken,пия
1027,essen::V,eten,ям
1028,schlucken::V,slikken,гълтам
1029,müde werden::V,moe worden,уморя се
1030,einschlafen::V,inslapen,заспя
1031,schlafen::V,slapen,спя
1032,aufwachen::V,ontwaken,събудя се
1033,aufwachen::V,wakker worden,събудя се
1034,aufstehen::V,opstaan,стана
1035,sich erholen::V,zich ontspannen,отдъхвам си
1036,krank werden::V,ziek worden,заболея
1037,krank sein::V,ziek zijn,боледувам
1038,schmerzen::V,pijn doen,боля
1039,husten::V,hoesten,кашлям
1040,genesen::V,genezen,оздравея
1041,sterben::V,sterven,умра
1042,sterben::V,overlijden,умра
1043,umkommen::V,omkomen,загина
1044,sich bewegen::V,zich bewegen,движа се
1045,sich bewegen::V,zich bewegen,мърдам се
1046,sich rühren::V,zich verroeren,движа се
1047,sich erheben::V,oprijzen,стана
1048,sich erheben::V,verrijzen,стана
1049,sich setzen::V,gaan zitten,седна
1050,hinfallen::V,vallen,падна
1051,hinfallen::V,neervallen,падна
1052,laufen::V,lopen,ходя
1053,schreiten::V,stappen,крача
1054,schreiten::V,schrijden,крача
1055,spazierengehen::V,gaan wandelen,разхождам се
1056,eilen::V,ijlen,бързам
1057,eilen::V,haasten,бързам
1058,sich beeilen::V,zich haasten,побързам
1059,sausen::V,stuiven,тичам
1060,rennen::V,rennen,бягам
1061,springen::V,springen,скачам
1062,klettern::V,klimmen,катеря се
1063,klettern::V,klauteren,катеря се
1064,schaukeln::V,schommelen,люлея се
1065,kriechen::V,kruipen,лазя
1066,kriechen::V,kruipen,пълзя
1067,schwimmen::V,zwemmen,плувам
1068,tauchen::V,duiken,гмуркам се
1069,rudern::V,roeien,греба
1070,fahren::V,rijden,пътувам
1071,fliegen::V,vliegen,летя
1072,fliegen::V,vliegen,хвърча
1073,gehen::V,gaan,ида
1074,gehen::V,gaan,вървя
1075,weggehen::V,weggaan,отида си
1076,abfahren::V,vertrekken,отпътувам
1077,anhalten::V,stoppen,спра се
1078,anhalten::V,stilhouden,спра се
1079,hineingehen::V,ingaan,влизам
1080,hineingehen::V,binnengaan,влизам
1081,eintreten::V,binnenkomen,вляза
1082,kommen::V,komen,ида
1083,kommen::V,komen,дойда
1084,ankommen::V,aankomen,пристигна
1085,zurückkommen::V,terugkomen,върна се
1086,bleiben::V,blijven,остана
1087,warten::V,wachten,чакам
1088,erwarten::V,verwachten,очаквам
1089,suchen::V,zoeken,търся
1090,finden::V,vinden,намеря
1091,versuchen::V,proberen,опитам
1092,versuchen::V,beproeven,опитам
1093,vorbereiten::V,voorbereiden,подготвя
1094,lieben::V,houden van,любя
1095,mögen::V,lusten,обичам
1096,mögen::V,houden van,обичам
1097,lachen::V,lachen,смея се
1098,rühren::V,roeren,трогна
1099,weinen::V,huilen,плача
1100,weinen::V,schreien,плача
1101,schimpfen::V,kijven,ругая
1102,schimpfen::V,kijven,псувам
1103,schimpfen::V,schelden,ругая
1104,schimpfen::V,schelden,псувам
1105,sich ärgern::V,zich ergeren,ядосам се
1106,sich fürchten::V,bang zijn,боя се
1107,sich fürchten::V,bang zijn,страхувам се
1108,fürchten::V,vrezen,боя се от
1109,fürchten::V,vrezen,страхувам се от
1110,fliehen::V,vluchten,бягам
1111,flüchten::V,ontsnappen,бягам
1112,flüchten::V,ontsnappen,избягам
1113,flüchten::V,ontkomen,бягам
1114,flüchten::V,ontkomen,избягам
1115,sehen::V,zien,видя
1116,anschauen::V,aankijken,гледам
1117,ansehen::V,aanzien,поглеждам
1118,ansehen::V,bekijken,поглеждам
1119,hören::V,horen,чувам
1120,zuhören::V,luisteren,слушам
1121,probieren::V,proeven,опитам
1122,riechen::V,ruiken,подуша
1123,fühlen::V,voelen,усещам
1124,fühlen::V,voelen,чувствувам
1125,scheinen::V,lijken,изглеждам
1126,zu sehen sein::V,te zien zijn,виждам се
1127,vernehmen::V,vernemen,доловя
1128,frieren::V,het koud hebben,мръзна
1129,tun::V,doen,правя
1130,können::V,kunnen,мога
1131,wollen::V,willen,ща
1132,wollen::V,willen,искам
1133,anfangen::V,beginnen,започна
1134,anfangen::V,aanvangen,започна
1135,beenden::V,beëindigen,свърша
1136,beenden::V,beëindigen,завърша
1137,aufhören::V,ophouden,престана
1138,gelingen::V,lukken,успея
1139,gelingen::V,lukken,сполуча
1140,gelingen::V,gelukken,успея
1141,gelingen::V,gelukken,сполуча
1142,geraten::V,uitvallen,удам се
1143,öffnen::V,openen,отворя
1144,öffnen::V,opendoen,отворя
1145,schließen::V,sluiten,затворя
1146,schließen::V,dichtdoen,затворя
1147,stellen::V,stellen,поставя
1148,stellen::V,plaatsen,поставя
1149,setzen::V,zetten,туря
1150,setzen::V,plaatsen,туря
1151,legen::V,leggen,сложа
1152,legen::V,leggen,слагам
1153,berühren::V,aanraken,докосна
1154,verbinden::V,verbinden,свържа
1155,bedecken::V,bedekken,покрия
1156,aufhängen::V,ophangen,закача
1157,anzünden::V,aansteken,запаля
1158,aufheben::V,oprapen,вдигна
1159,aufheben::V,oprapen,повдигна
1160,zurücklassen::V,achterlaten,оставя
1161,verlieren::V,verliezen,загубя
1162,fallen lassen::V,laten vallen,изпусна
1163,machen::V,maken,направя
1164,herstellen::V,produceren,произведа
1165,herstellen::V,voortbrengen,произведа
1166,bauen::V,bouwen,строя
1167,reparieren::V,repareren,поправя
1168,reparieren::V,herstellen,поправя
1169,verbessern::V,verbeteren,подобря
1170,ändern::V,wijzigen,променя
1171,ändern::V,veranderen,променя
1172,graben::V,graven,копая
1173,beugen::V,buigen,прегъна
1174,biegen::V,buigen,прегъна
1175,drehen::V,draaien,въртя
1176,wenden::V,keren,обърна
1177,wenden::V,wenden,обърна
1178,umdrehen::V,omdraaien,обърна
1179,heben::V,heffen,вдигам
1180,heben::V,optillen,вдигам
1181,hochheben::V,tillen,издигна
1182,ergreifen::V,pakken,хвана
1183,ergreifen::V,pakken,обхвана
1184,ergreifen::V,grijpen,хвана
1185,ergreifen::V,grijpen,обхвана
1186,halten::V,houden,държа
1187,drücken::V,drukken,натискам
1188,drücken::V,drukken,притискам
1189,schieben::V,duwen,тикам
1190,schieben::V,schuiven,тикам
1191,kratzen::V,krassen,одраскам
1192,lecken::V,likken,лижа
1193,lecken::V,likken,ближа
1194,beißen::V,bijten,хапя
1195,beißen::V,bijten,ухапя
1196,abreißen::V,afrukken,откъсна
1197,abreißen::V,afscheuren,откъсна
1198,abschneiden::V,afsnijden,отрежа
1199,binden::V,binden,вържа
1200,stecken::V,steken,пъхна
1201,brechen::V,breken,троша
1202,klopfen::V,kloppen,чукам
1203,hauen::V,houwen,бия
1204,kleben::V,plakken,лепя
1205,kleben::V,plakken,залепя
1206,reiben::V,wrijven,трия
1207,reiben::V,wrijven,търкам
1208,streichen::V,smeren,намажа
1209,schleifen::V,slijpen,остря
1210,schneiden::V,snijden,режа
1211,rütteln::V,schudden,разтърсвам
1212,schütteln::V,schudden,клатя
1213,schütteln::V,schudden,друсам
1214,schwenken::V,wuiven,размахам
1215,schwenken::V,zwaaien,размахам
1216,schütten::V,gieten,сипя
1217,schütten::V,storten,сипя
1218,füllen::V,vullen,напълня
1219,einwickeln::V,inwikkelen,увия
1220,einwickeln::V,inwikkelen,завия
1221,tragen::V,dragen,нося
1222,schleppen::V,slepen,влача
1223,ziehen::V,trekken,тегля
1224,ziehen::V,trekken,дръпна
1225,aufbewahren::V,bewaren,съхраня
1226,werfen::V,gooien,хвърля
1227,fangen::V,vangen,ловя
1228,fangen::V,vangen,уловя
1229,packen::V,pakken,хвана
1230,packen::V,vastpakken,хвана
1231,verstecken::V,verstoppen,крия
1232,verstecken::V,verstoppen,скрия
1233,teilen::V,delen,разделя
1234,schicken::V,sturen,изпращам
1235,bringen::V,brengen,донеса
1236,hinzufügen::V,toevoegen,прибавя
1237,bekommen::V,verkrijgen,сдобия се
1238,erhalten::V,krijgen,получа
1239,nehmen::V,nemen,взема
1240,wählen::V,kiezen,избирам
1241,wählen::V,verkiezen,избирам
1242,auswählen::V,uitkiezen,избера
1243,bewahren::V,bewaren,пазя
1244,behindern::V,hinderen,преча
1245,behindern::V,hinderen,спъвам
1246,verderben::V,bederven,разваля
1247,beschädigen::V,beschadigen,повредя
1248,zerbrechen::V,breken,счупя
1249,zerbrechen::V,stukbreken,счупя
1250,zerreißen::V,scheuren,скъсам
1251,zerreißen::V,verscheuren,скъсам
1252,zerstören::V,vernielen,разруша
1253,verbrennen::V,branden,изгоря
1254,verbrennen::V,verbranden,изгоря
1255,geben::V,geven,дам
1256,reichen::V,reiken,подам
1257,reichen::V,aanreiken,подам
1258,schenken::V,schenken,подаря
1259,versprechen::V,beloven,обещая
1260,wünschen::V,wensen,желая
1261,loben::V,loven,хваля
1262,loben::V,prijzen,хваля
1263,küssen::V,kussen,целувам
1264,wiegen::V,wiegen,люлея
1265,zudecken::V,toedekken,покрия
1266,wecken::V,wekken,събудя
1267,zeigen::V,tonen,покажа
1268,zeigen::V,wijzen,покажа
1269,führen::V,voeren,водя
1270,führen::V,voeren,заведа
1271,lehren::V,leren,уча
1272,unterrichten::V,onderwijzen,преподавам
1273,aufziehen::V,grootbrengen,отгледам
1274,leiten::V,leiden,ръководя
1275,leiten::V,leiden,управлявам
1276,antreiben::V,aandrijven,подкарвам
1277,lassen::V,laten,накарам
1278,einladen::V,uitnodigen,поканя
1279,vereinigen::V,verenigen,съединя
1280,besuchen::V,bezoeken,посетя
1281,treffen::V,treffen,срещна
1282,treffen::V,ontmoeten,срещна
1283,sich versammeln::V,zich verzamelen,събера се
1284,spielen::V,spelen,играя
1285,singen::V,zingen,пея
1286,tanzen::V,dansen,танцувам
1287,sich trennen::V,van elkaar gaan,разделя се
1288,verlassen::V,verlaten,напусна
1289,retten::V,redden,спася
1290,bewachen::V,bewaken,охранявам
1291,schützen::V,beschermen,запазя
1292,verteidigen::V,verdedigen,защитя
1293,sich schlagen::V,knokken,бия се
1294,schießen::V,schieten,стрелям
1295,siegen::V,overwinnen,победя
1296,ärgern::V,ergeren,ядосам
1297,schlagen::V,slaan,бия
1298,schlagen::V,slaan,ударя
1299,treten::V,trappen,ритам
1300,treten::V,schoppen,ритам
1301,stechen::V,steken,бодна
1302,stechen::V,prikken,бодна
1303,stoßen::V,stoten,бутна
1304,stoßen::V,stoten,блъсна
1305,stehlen::V,stelen,
1306,stören::V,storen,смутя
1307,stören::V,verstoren,смутя
1308,belästigen::V,lastig vallen,отегча
1309,belästigen::V,lastig vallen,безпокоя
1310,verbergen::V,verbergen,скрия
1311,täuschen::V,misleiden,измамя
1312,betrügen::V,bedriegen,измамя
1313,töten::V,doden,убия
1314,töten::V,doden,умъртвя
1315,wohnen::V,wonen,живея
1316,arbeiten::V,werken,работя
1317,sammeln::V,inzamelen,събера
1318,sammeln::V,verzamelen,събера
1319,pflücken::V,plukken,бера
1320,pflücken::V,plukken,откъсна
1321,jagen::V,jagen,ловувам
1322,fischen::V,vissen,ловя риба
1323,fassen::V,vangen,хвана
1324,hüten::V,hoeden,пазя
1325,treiben::V,drijven,карам
1326,anbinden::V,vastbinden,завържа
1327,füttern::V,voeren,храня
1328,melken::V,melken,доя
1329,hacken::V,hakken,сека
1330,gießen::V,gieten,полея
1331,reifen::V,rijpen,узрея
1332,zubereiten::V,klaarmaken,приготвя
1333,zubereiten::V,toebereiden,приготвя
1334,kochen::V,koken,варя
1335,backen::V,bakken,пека
1336,braten::V,braden,пържа
1337,umrühren::V,omroeren,разбъркам
1338,stricken::V,breien,плета
1339,nähen::V,naaien,шия
1340,färben::V,verven,боядисам
1341,färben::V,kleuren,боядисам
1342,reinigen::V,reinigen,почистя
1343,waschen::V,wassen,мия
1344,waschen::V,wassen,пера
1345,abwischen::V,afvegen,избърша
1346,spülen::V,spoelen,плакна
1347,spülen::V,afwassen,плакна
1348,fegen::V,vegen,измета
1349,kehren::V,vegen,мета
1350,baden::V,baden,къпя се
1351,sich waschen::V,zich wassen,мия се
1352,ausziehen::V,uittrekken,съблека
1353,anziehen::V,aantrekken,облека
1354,sich anziehen::V,zich aankleden,облека се
1355,kämmen::V,kammen,реша
1356,kämmen::V,kammen,вчеша
1357,schmücken::V,tooien,накича
1358,sagen::V,zeggen,кажа
1359,sprechen::V,spreken,говоря
1360,reden::V,praten,говоря
1361,sich unterhalten::V,zich onderhouden,разговарям
1362,fragen::V,vragen,запитам
1363,bitten::V,vragen,моля
1364,bitten::V,verzoeken,моля
1365,erzählen::V,vertellen,разкажа
1366,mitteilen::V,meedelen,съобщя
1367,nennen::V,noemen,нарека
1368,rufen::V,roepen,викам
1369,rufen::V,roepen,повикам
1370,prahlen::V,pralen,хваля се
1371,übersetzen::V,vertalen,преведа
1372,denken::V,denken,мисля
1373,glauben::V,geloven,вярвам
1374,bemerken::V,bemerken,забележа
1375,erkennen::V,herkennen,позная
1376,begreifen::V,begrijpen,схвана
1377,verstehen::V,verstaan,разбера
1378,lernen::V,leren,уча се
1379,wissen::V,weten,зная
1380,sich erinnern an::V,zich herinneren aan,спомня си за
1381,vergessen::V,vergeten,забравя
1382,messen::V,meten,меря
1383,zählen::V,tellen,броя
1384,rechnen::V,rekenen,сметна
1385,lesen::V,lezen,чета
1386,malen::V,schilderen,рисувам
1387,zeichnen::V,tekenen,рисувам
1388,schreiben::V,schrijven,пиша
1389,besitzen::V,bezitten,имам
1390,besitzen::V,bezitten,притежавам
1391,kaufen::V,kopen,купя
1392,kaufen::V,kopen,купувам
1393,verkaufen::V,verkopen,продам
1394,bezahlen::V,betalen,заплатя
1395,zahlen::V,betalen,платя
1396,beherrschen::V,beheersen,владея
1397,ertragen::V,verdragen,понеса
