,Concept_ID,sah,en
108,Gipfel::N,чыпчаал,summit
109,Höhle::N,хайа_хаспаҕа,cave
110,Höhle::N,көҥүс,cave
111,Abhang::N,эниэ,slope
112,Quelle::N,дьүүктэ,source
113,Bach::N,үрүйэ,brook
114,Fluss::N,өрүс,river
115,Ufer::N,биэрэк,shore
116,Küste::N,кытыл,coast
117,Festland::N,кураанах сир,land
118,Meer::N,муора,sea
119,Bucht::N,хомо,cove
120,Bucht::N,бухта,cove
121,Insel::N,арыы,island
122,Blume::N,сибэкки,flower
123,Gras::N,от,grass
124,Wurzel::N,силис,root
125,Baum::N,мас,tree
126,Stamm::N,умнас,trunk
127,Rinde::N,хатырык,bark
128,Ast::N,мутук,limb
129,Zweig::N,лабаа,branch
130,Blatt::N,сэбирдэх,leaf
131,Birke::N,хатыҥ,birch
132,Kiefer[Baum]::N,бэс,pine
133,Weide[Baum]::N,үөт,willow
134,Weide[Baum]::N,талах,willow
135,Tanne::N,харыйа,fir
136,Horn::N,муос,horn
137,Feder::N,куорсун,feather
138,Fell::N,тирии,fur
139,Flügel::N,кынат,wing
140,Klaue::N,тыҥырах,claw
141,Kralle::N,баппаҕай,claw
142,Schwanz::N,кутурук,tail
143,Ei::N,сымыыт,egg
144,Nest::N,уйа,nest
145,Bau::N,хороон,lair
146,Tier::N,кыыл,animal
147,Tier::N,харамай,animal
148,Herde::N,үөр,flock
149,Kuh::N,ынах,cow
150,Bulle::N,оҕус,bull
151,Pferd::N,сылгы,horse
152,Schaf::N,овца,sheep
153,Schwein::N,сибиинньэ,pig
154,Hund::N,ыт,dog
155,Katze::N,куоска,cat
156,Bär::N,эһэ,bear
157,Eichhörnchen::N,тииҥ,squirrel
158,Elch::N,тайах,elk
159,Fuchs::N,саһыл,fox
160,Hase::N,куобах,hare
161,Maus::N,кутуйах,mouse
162,Wolf::N,бөрө,wolf
163,Vogel::N,көтөр,bird
164,Schwarm::N,бөлөх,swarm
165,Huhn::N,куурусса,chicken
166,Hahn::N,бөтүүк,cock
167,Gans::N,хаас,goose
168,Adler::N,хотой,eagle
169,Ente::N,кус,duck
170,Eule::N,мэкчиргэ,owl
171,Kranich::N,туруйа,crane
172,Krähe::N,тураах,crow
173,Kuckuck::N,кэҕэ,cuckoo
174,Schwan::N,куба,swan
175,Fisch::N,балык,fish
176,Barsch::N,алыһар,perch
177,Hecht::N,сордон,pike
178,Schlange[Tier]::N,моҕой,snake
179,Schlange[Tier]::N,эриэн үөн,snake
180,Wurm::N,үөн,worm
181,Spinne::N,ооҕуй,spider
182,Ameise::N,кымырдаҕас,ant
183,Laus::N,быт,louse
184,Mücke::N,кумаар,midge
185,Fliege::N,сахсырҕа,fly
186,Schmetterling::N,лыах,butterfly
187,Schmetterling::N,үрүмэччи,butterfly
188,Beere::N,отон,berry
189,Apfel::N,яблоко,apple
190,Pilz::N,тэллэй,mushroom
191,Zwiebel::N,луук,onion
192,Saat::N,сиэмэ,seed
193,Korn::N,сиэмэ,grain
194,Heu::N,от,hay
195,Schale::N,хах,husk
196,Grube::N,дьаама,pit
197,Falle::N,сохсо,trap
198,Schlinge::N,уктаа,noose
199,Spur::N,суол,track
200,Asche::N,күл,ashes
201,Dreck::N,бадараан,filth
202,Eisen::N,тимир,iron
203,Gold::N,көмүс,gold
204,Gold::N,кыһыл көмүс,gold
205,Silber::N,көмүс,silver
206,Silber::N,үрүҥ көмүс,silver
207,Kohle::N,чох,coal
208,Glas::N,өстүөкүлэ,glass
209,Lehm::N,туой,clay
210,Sand::N,кумах,sand
211,Mensch::N,киһи,human
212,Mann::N,эр,man
213,Frau::N,дьахтар,woman
214,Kind::N,оҕо,child
215,Junge::N,уол,boy
216,Mädchen::N,кыыс оҕо,girl
217,Familie::N,кэргэн,family
218,Großvater::N,эһэ,grandfather
219,Großmutter::N,эбэ,grandmother
220,Eltern::N,аҕа-ийэ,parents
221,Vater::N,аҕа,father
222,Mutter::N,ийэ,mother
223,Sohn::N,уол,son
224,Tochter::N,кыыс,daughter
225,Bruder::N,убай,brother
226,Bruder::N,быраат,brother
227,Schwester::N,аҕас,sister
228,Schwester::N,балыс,sister
229,Onkel::N,таай,uncle
230,Onkel::N,абаҕа,uncle
231,Tante::N,эдьиий,aunt
232,Ehemann::N,эр,husband
233,Ehefrau::N,ойох,wife
234,Freude::N,үөрүү,joy
235,Gelächter::N,күлүү,laughter
236,Glück::N,дьол,happiness
237,Glück::N,соргу,happiness
238,Kummer::N,кутурҕан,grief
239,Wunsch::N,баҕарыы,wish
240,Lust::N,баҕа,desire
241,Geist::N,тыын,spirit
242,Gedanke::N,санаа,thought
243,Gedächtnis::N,өй,memory
244,Verstand::N,өй,mind
245,Sinn::N,суолта,meaning
246,Grund::N,төрүөт,reason
247,Wahrheit::N,кырдьык,truth
248,Gespräch::N,бэсиэдэ,talk
249,Gespräch::N,кэпсэтии,talk
250,Märchen::N,остуоруйа,fairy tale
251,Erzählung::N,кэпсээн,story
252,Nachricht::N,биллэриллии,message
253,Neuigkeit::N,сонун,news
254,Name::N,аат,name
255,Rätsel::N,таабырын,puzzle
256,Rede::N,этии,speech
257,Sprache::N,тыл,language
258,Stimme::N,куолас,voice
259,Wort::N,тыл,word
260,Zeichen::N,бэлиэ,sign
261,Ruf::N,ыҥырыы,call
262,Lärm::N,айдаан,noise
263,Laut::N,тыас,sound
264,Ton::N,дорҕоон,tone
265,Lied::N,ырыа,song
266,Ruhe::N,уу чуумпу,calm
267,Leute::N,дьон,people
268,Volk::N,дьон,nation
269,Volk::N,норуот,nation
270,Arbeit::N,үлэ,work
271,Gast::N,ыалдьыт,guest
272,Geschenk::N,бэлэх,gift
273,Spiel::N,оонньуу,game
274,Gesellschaft::N,общество,company
275,Hilfe::N,көмө,help
276,Freund::N,доҕор,friend
277,Kamerad::N,атас,companion
278,Angelegenheit::N,дьыала,matter
279,Anzahl::N,ахсаан,count
280,Art::N,биис,sort
281,Stück::N,кырбас,piece
282,Teil::N,ирээт,part
283,Hälfte::N,аҥар,half
284,Kreis::N,төгүрүк,circle
285,Kreis::N,төгүрүмтэ,circle
286,Kreuz::N,кириэс,cross
287,Linie::N,сурааһын,line
288,Strich::N,сурааһын,stroke
289,Abstand::N,арыт,gap
290,Entfernung::N,ыраах,distance
291,Gegend::N,сир,area
292,Platz::N,арыт,space
293,Ort::N,сир,place
294,Seite::N,өрүт,side
295,Seite::N,сирэй,side
296,Mitte::N,орто,middle
297,Gegenstand::N,предмет,item
298,Sache::N,мал,thing
299,Rand::N,кытыы,fringe
300,Rand::N,ойоҕос,fringe
301,Kante::N,кырыы,edge
302,Ecke::N,муннук,corner
303,Spitze::N,чыпчаал,tip
304,Ende::N,төбө,end
305,Loch::N,тэһэҕэс,hole
306,Loch::N,дьөлөҕөс,hole
307,Winkel::N,муннук,angle
308,Muster::N,оһуор,pattern
309,Größe::N,кээмэй,size
310,Länge::N,уста,length
311,Höhe::N,үрдүк,height
312,Gewicht::N,ыйааһын,weight
313,Menge::N,ахсаан,amount
314,Haufen::N,чөмчөх,heap
315,Reihe::N,кэккэ,row
316,Boot::N,оҥочо,boat
317,Ruder::N,эрдии,oar
318,Schlitten::N,сыарҕа,sleigh
319,Ski::N,хайыһар,ski
320,Lagerfeuer::N,кутаа,campfire
321,Last::N,ыарахан,load
322,Gang::N,хаамыы,walk
323,Schritt::N,хардыы,step
324,Norden::N,хоту,north
325,Süden::N,соҕуруу,south
326,Westen::N,арҕаа,west
327,Osten::N,илин,east
328,Holz::N,мас,wood
329,Brett::N,дуоска,board
330,Brett::N,хаптаһын,board
331,Platte::N,билиитэ,slab
332,Stütze::N,тулааһын,bracket
333,Stange::N,ураҕас,pole
334,Stock::N,мас,stick
335,Stock::N,баалкы,stick
336,Stab::N,ураҕас,staff
337,Rohr::N,турба,pipe
338,Haus::N,дьиэ,house
339,Heim::N,дьиэ,home
340,Ofen::N,оһох,stove
341,Fußboden::N,муоста,floor
342,Tisch::N,остуол,table
343,Stuhl::N,устуул,chair
344,Wiege::N,биһик,cradle
345,Bett::N,кырабаат,bed
346,Regal::N,долбуур,shelf
347,Kiste::N,дьааһык,box
348,Fenster::N,түннүк,window
349,Tür::N,аан,door
350,Tor::N,аан,gate
351,Zaun::N,соппулуот,fence
352,Dach::N,кырыыса,roof
353,Leiter::N,кирилиэс,ladder
354,Besen::N,миинньик,broom
355,Spaten::N,күрдьэх,spade
356,Schaufel::N,күрдьэх,shovel
357,Gabel::N,биилкэ,fork
358,Löffel::N,луоска,spoon
359,Messer::N,быһах,knife
360,Nagel::N,тоһоҕо,nail
361,Netz::N,илим,net
362,Haken::N,көхө,hook
363,Griff::N,ук,handle
364,Griff::N,тутаах,handle
365,Schloss::N,күлүүс,lock
366,Bild::N,хартыына,picture
367,Figur::N,фигура,figure
368,Puppe::N,куукула,doll
369,Beutel::N,мөһөөччук,pouch
370,Bündel::N,баайыы,bundle
371,Tasche::N,суумка,bag
372,Eimer::N,биэдэрэ,bucket
373,Deckel::N,хаппах,cover
374,Geschirr::N,иһит,dishes
375,Sack::N,куул,sack
376,Tasse::N,сэлиэнэй,cup
377,Topf::N,көстүрүүҥкэ,pot
378,Kessel::N,хочуол,kettle
379,Essen::N,аһылык,meal
380,Nahrung::N,ас,food
381,Speise::N,аһылык,dish
382,Fleisch::N,эт,meat
383,Getreide::N,злактар,corn
384,Brei::N,хааһы,mush
385,Brot::N,килиэп,bread
386,Scheibe::N,куһуок,slice
387,Fett::N,сыа,fat
388,Butter::N,арыы,butter
389,Öl::N,арыы,oil
390,Salz::N,туус,salt
391,Suppe::N,мин,soup
392,Honig::N,мүөт,honey
393,Milch::N,үүт,milk
394,Tee::N,чэй,tea
395,Leder::N,тирии,leather
396,Wolle::N,түү,wool
397,Stoff::N,таҥас,cloth
398,Nadel::N,иннэ,needle
399,Faden::N,сап,thread
400,Knopf::N,тимэх,button
401,Knoten::N,түмүк,knot
402,Farbe::N,кырааска,paint
403,Kleidung::N,таҥас,clothes
404,Hemd::N,ырбаахы,shirt
405,Kragen::N,саҕа,collar
406,Ärmel::N,сиэх,sleeve
407,Hose::N,ыстаан,trousers
408,Hose::N,бүрүүкэ,trousers
409,Gürtel::N,кур,belt
410,Mütze::N,бэргэһэ,cap
411,Schuh::N,бачыыҥка,shoe
412,Stiefel::N,саппыкы,boot
413,Ring::N,биһилэх,ring
414,Band::N,лиэнтэ,ribbon
415,Kamm::N,тараах,comb
416,Spiegel::N,сиэркилэ,mirror
417,Riemen::N,кур,strap
418,Schnur::N,быа,string
419,Leine::N,тэһиин,leash
420,Decke::N,суорҕан,blanket
421,Kissen::N,сыттык,pillow
422,Tuch::N,былаат,scarf
423,Handtuch::N,соттор,towel
424,Kraft::N,сыра,force
425,Stärke::N,күүс,strength
426,Gesundheit::N,доруобуйа,health
427,Krankheit::N,ыарыы,illness
428,Schmerz::N,ыарыы,pain
429,Wunde::N,баас,wound
430,Fieber::N,түрүлгэн,fever
431,Fieber::N,лихорадка,fever
432,Fieber::N,температура,fever
433,Arznei::N,эмп,medicine
434,Brücke::N,күргэ,bridge
435,Brunnen::N,холуодьас,well
436,Weide::N,мэччирэҥ,pasture
437,Pfad::N,ыллык,path
438,Weg::N,суол,way
439,Straße::N,суол,road
440,Dorf::N,дэриэбинэ,village
441,Stadt::N,куорат,town
442,Brief::N,сурук,letter
443,Buch::N,кинигэ,book
444,Buchstabe::N,буква,character
445,Zeitung::N,хаһыат,newspaper
446,Leben::N,тыын,life
447,Tod::N,өлүү,death
448,Grab::N,иин,grave
449,Kirche::N,таҥара дьиэтэ,church
450,Sünde::N,айыы,sin
451,Gott::N,тангара,god
452,Arbeiter::N,үлэһит,worker
453,Chef::N,баһылык,boss
454,Chef::N,начальник,boss
455,Meister::N,уус,master
456,Meister::N,маастар,master
457,Arzt::N,врач,doctor
458,Lehrer::N,учуутал,teacher
459,Geld::N,харчы,money
460,Geschäft::N,идэ,business
461,Laden::N,маҕаһыын,shop
462,Preis::N,сыана,price
463,Ware::N,табаар,ware
464,Nutzen::N,туһа,profit
465,Reichtum::N,баай,wealth
466,Welt::N,аан дойду,world
467,Land::N,дойду,country
468,Staat::N,государство,state
469,König::N,король,king
470,Macht::N,былаас,power
471,Grenze::N,кыраныысса,border
472,Krieg::N,сэрии,war
473,Feind::N,өстөөх,enemy
474,Gewalt::N,күүһүлээһин,violence
475,Kampf::N,охсуһуу,fight
476,Bogen[Waffe]::N,ох,bow
477,Pfeil::N,ох,arrow
478,Gewehr::N,саа,gun
479,Fehler::N,сыыһа,mistake
480,Lüge::N,сымыйа,lie
481,Schaden::N,хоромньу,damage
482,Unglück::N,алдьархай,misfortune
483,Schuld::N,буруй,fault
484,Alter::N,саас,age
485,Schluss::N,тиһэх,conclusion
486,Zeit::N,бириэмэ,time
487,Tag::N,күн,day
488,Morgen::N,сарсыарда,morning
489,Mittag::N,күн ортото,noon
490,Abend::N,киэһэ,evening
491,Nacht::N,түүн,night
492,Woche::N,нэдиэлэ,week
493,Monat::N,ый,month
494,Jahr::N,сыл,year
495,Jahr::N,дьыл,year
496,Frühling::N,саас,spring
497,Sommer::N,сайын,summer
498,Herbst::N,күһүн,autumn
499,Winter::N,кыһын,winter
500,Januar::N,тохсунньу,January
501,Februar::N,олунньу,February
502,März::N,кулун тутар,March
503,April::N,муус устар ый,April
504,Mai::N,ыам ыйа,May
505,Juni::N,бэс ыйа,June
506,Juli::N,от ыйа,July
507,August::N,атырдьах ыйа,August
508,September::N,балаҕан ыйа,September
509,Oktober::N,алтынньы,October
510,November::N,сэтинньи,November
511,Dezember::N,ахсынньы,December
512,Montag::N,бэнидиэнньик,Monday
513,Dienstag::N,оптуорунньук,Tuesday
514,Mittwoch::N,сэрэдэ,Wednesday
515,Donnerstag::N,чэппиэр,Thursday
516,Freitag::N,бээтинсэ,Friday
517,Samstag::N,субуота,Saturday
518,Sonntag::N,баскыһыанньа,Sunday
519,groß::A,бөдөҥ,big
520,groß::A,улахан,big
521,klein::A,кыр,little
522,lang::A,уһун,long
523,kurz::A,кылгас,short
524,breit::A,кэтит,wide
525,schmal::A,кыараҕас,narrow
526,dicht::A,хойуу,dense
527,dick[Gegenstand]::A,суон,thick
528,dick[Gegenstand]::A,хойуу,thick
529,dünn::A,чараас,thin
530,fein::A,бытархай,delicate
531,fein::A,синньигес,delicate
532,fest::A,бөҕө,firm
533,fest::A,кытаанах,firm
534,flach::A,хаптаҕай,flat
535,glatt::A,кылааккай,smooth
536,hart::A,хатан,hard
537,hart::A,кытаанах,hard
538,weich::A,сымнаҕас,soft
539,rund::A,төгүрүк,round
540,spitz::A,сытыы,pointed
541,spitz::A,уһуктаах,pointed
542,scharf::A,сытыы,sharp
543,stumpf::A,сыппах,blunt
544,schwer::A,ыарахан,heavy
545,schön::A,кыраһыабай,beautiful
546,heiß::A,итии,hot
547,warm::A,ичигэс,warm
548,kalt::A,тымныы,cold
549,kühl::A,сөрүүн,cool
550,frisch::A,ыраас,fresh
551,frisch::A,сөрүүн,fresh
552,frisch::A,тымныы,fresh
553,feucht::A,сииктээх,damp
554,nass::A,инчэҕэй,wet
555,trocken::A,кураан,dry
556,voll::A,толору,full
557,leer::A,иччитэх,empty
558,offen::A,аһаҕас,open
559,geschlossen::A,бүтэй,closed
560,sauber::A,сэбэр,clean
561,schmutzig::A,кирдээх,dirty
562,roh::A,сиикэй,raw
563,reif::A,буспут,ripe
564,reif::A,сиппит-хоппут,ripe
565,lecker::A,минньигэс,delicious
566,süß::A,минньигэс,sweet
567,bitter::A,аһыы,bitter
568,sauer::A,аһыы,sour
569,hell::A,сырдык,bright
570,dunkel::A,хараҥа,dark
571,schwarz::A,хара,black
572,weiß::A,үрүҥ,white
573,weiß::A,маҥан,white
574,rot::A,кыһыл,red
575,gelb::A,саһархай,yellow
576,blau::A,күөх,blue
577,grün::A,күөх,green
578,grün::A,от күөҕэ,green
579,grau::A,сиэрэй,grey
580,bunt::A,эриэн,colourful
581,bunt::A,эриэн,colorful
582,billig::A,чэпчэки,cheap
583,teuer::A,сыаналаах,dear
584,wertvoll::A,сыаналаах,precious
585,blind::A,хараҕа суох,blind
586,taub::A,дьүлэй,deaf
587,kräftig::A,модун,powerful
588,stark::A,күүстээх,strong
589,schwach::A,мөлтөх,weak
590,fett::A,эмис,fat
591,schlank::A,дьылҕан,slim
592,schlank::A,дьыпсаҕай,slim
593,hübsch::A,олус кэрэ,pretty
594,hübsch::A,көрүөхтэн үчүгэй,pretty
595,böse::A,өһүөннээх,evil
596,dumm::A,акаары,stupid
597,faul::A,нэс,lazy
598,fleißig::A,кыһамньылаах,diligent
599,geizig::A,иҥсэлээх,stingy
600,klug::A,өйдөөх,clever
601,geschickt::A,наһаа дьоҕурдаах,skilful
602,geschickt::A,наһаа дьоҕурдаах,skillful
603,lieb::A,тапталлаах,dear
604,lustig::A,көрдөөх,merry
605,sanft::A,намчы,gentle
606,sanft::A,сымнаҕас,gentle
607,hungrig::A,аччык,hungry
608,krank::A,ыалдьар,sick
609,nackt::A,сыгынньах,naked
610,traurig::A,санаарҕабыллаах,sad
611,lebendig::A,тыыннаах,living
612,gut::A,үтүө,good
613,gut::A,үчүгэй,good
614,schlecht::A,куһаҕан,bad
615,richtig::A,сөп,correct
616,schlimm::A,сидьиҥ,nasty
617,schlimm::A,быдьар,nasty
618,wahr::A,кырдьык,true
619,alt::A,былыргы,old
620,neu::A,саҥа,new
621,ehemalig::A,урукку,former
622,alt[Lebewesen]::A,кырдьаҕас,aged
623,jung::A,эдэр,young
624,arm::A,дьадаҥы,poor
625,reich::A,баай,rich
626,bekannt::A,билэр,familiar
627,berühmt::A,аатырбыт,famous
628,fremd::A,атын,foreign
629,verschieden::A,араас,different
630,nah::A,чугас,near
631,fern::A,ыраах,far
632,linker::A,хаҥас,left
633,rechter::A,уҥа,right
634,anderer::A,атын,other
635,erster::A,маҥнайгы,first
636,zweiter::A,иккис,second
637,dritter::A,үһүс,third
638,letzter::A,тиһэх,last
639,allein::ADV,соҕотох,alone
640,auf einmal::ADV,биирдэ,at once
641,zusammen::ADV,холбуу,together
642,lange::ADV,уһуннук,long
643,plötzlich::ADV,эмискэ,suddenly
644,sofort::ADV,тута,instantly
645,später::ADV,хойут,later
646,jetzt::ADV,билигин,now
647,heute::ADV,бүгүн,today
648,morgen::ADV,сарсын,tomorrow
649,bald::ADV,өтөр,soon
650,dann::ADV,кэнна,then
651,gestern::ADV,бэҕэһээ,yesterday
652,einst::ADV,биир төгүл,once
653,einst::ADV,арай биирдэ,once
654,damals::ADV,оччоҕо,at that time
655,danach::ADV,аары,afterwards
656,danach::ADV,ол кэнниттэн,afterwards
657,vorher::ADV,урут,before
658,zuerst::ADV,маҥнай,at first
659,einmal::ADV,биирдэ,once
660,manchmal::ADV,арыт,sometimes
661,oft::ADV,чаастатык,often
662,immer::ADV,мэлдьи,always
663,niemals::ADV,хаһан да,never
664,hier::ADV,маныаха,here
665,hierhin::ADV,бэттэх,hither
666,hierhin::ADV,бэттэх,to here
667,hierhin::ADV,бэттэх,here
668,von hier::ADV,мантан,hence
669,dort::ADV,онно,there
670,dorthin::ADV,онно,thither
671,dorthin::ADV,онно,there
672,dorthin::ADV,онно,to there
673,geradeaus::ADV,быһа,ahead
674,geradeaus::ADV,быһаччы,ahead
675,vorwärts::ADV,инники,forward
676,rückwärts::ADV,төттөру,backward
677,zurück::ADV,төттөрү,back
678,unten::ADV,аллара,below
679,hinab::ADV,аллара,down
680,oben::ADV,үөһэ,above
681,hinauf::ADV,өрө,up
682,hinauf::ADV,үөһэ,up
683,überall::ADV,бэйдиэ,everywhere
684,nicht::ADV,буолбатах,not
685,ein wenig::ADV,кыратык,a little
686,kaum::ADV,нэһиилэ,hardly
687,sehr::ADV,бэрт,very
688,sehr::ADV,наһаа,very
689,so::ADV,оччо,so
690,so::ADV,оннук,so
691,noch::ADV,өссө,still
692,nur::ADV,эрэ,only
693,nur::ADV,сыччах,only
694,schon::ADV,бэлиэр,already
695,wieder::ADV,эмиэ,again
696,vergebens::ADV,таак,in vain
697,vor::PRP,иннигэр,in front of
698,hinter::PRP,кэлин,behind
699,unter::PRP,-ҕа,under
700,unter::PRP,оһох түгэҕэ,under
701,durch::PRP,курдары,through
702,neben::PRP,аттыгар,next to
703,zwischen::PRP,ыккардынан,between
704,wegen::PRP,уҥуортан,because of
705,dies::PRN,ити,this
706,dies::PRN,бу,this
707,das::PRN,били,that
708,alles::PRN,барыта,everything
709,ich::PRN,мин,I
710,du::PRN,эн,you
711,du::PRN,эн,thou
712,er::PRN,кнни,he
713,wir::PRN,биһиги,we
714,ihr::PRN,эһиги,you
715,sie::PRN,кинилэр,they
716,was::FPRN,туох,what
717,wer::FPRN,ким,who
718,wo::FADV,ханна,where
719,wohin::FADV,ханна,where ... to
720,wohin::FADV,ханна,where to
721,wohin::FADV,ханна,where
722,wie::FADV,хайдах,how
723,warum::FADV,тоҕо,why
724,wieviel::FNUM,төһө,how much
725,eins::NUM,биир,one
726,zwei::NUM,икки,two
727,drei::NUM,үс,three
728,vier::NUM,түөрт,four
729,fünf::NUM,биэс,five
730,sechs::NUM,алта,six
731,sieben::NUM,сэттэ,seven
732,acht::NUM,аҕыс,eight
733,neun::NUM,тоҕус,nine
734,zehn::NUM,уон,ten
735,elf::NUM,уон биир,eleven
736,zwölf::NUM,уон икки,twelve
737,zwanzig::NUM,сүүрбэ,twenty
738,dreißig::NUM,отут,thirty
739,vierzig::NUM,түөрт уон,forty
740,fünfzig::NUM,биэс уон,fifty
741,sechzig::NUM,алта уон,sixty
742,siebzig::NUM,сэттэ уон,seventy
743,achtzig::NUM,аҕыс уон,eighty
744,neunzig::NUM,тоҕус уонус,ninety
745,hundert::NUM,сүүс,a hundred
746,tausend::NUM,тыһыынча,a thousand
747,und::CNJ,да,and
748,und::CNJ,уонна,and
749,und::CNJ,итиэннэ,and
750,oder::CNJ,эбэтэр,or
751,stehen::V,тур,stand
752,sitzen::V,олор,sit
753,liegen::V,сыт,lie
754,hängen::V,санньылый,hang
755,werden::V,буол,become
756,passieren::V,буол,happen
757,beginnen::V,саҕалан,begin
758,enden::V,бүт,end
759,wechseln::V,уларый,change
760,aufgehen[Sonne]::V,ой,rise
761,untergehen[Sonne]::V,киир,set
762,scheinen[Sonne]::V,сырдат,shine
763,donnern::V,эт,thunder
764,wehen::V,үр,blow
765,strömen::V,кутулун,stream
766,fließen::V,сүүр,flow
767,sich drehen::V,эргий,revolve
768,schwanken::V,биэтэҥнээ,sway
769,schwingen::V,эйэҥнээ,swing
770,fallen::V,оҕут,fall
771,brennen::V,умай,burn
772,rauchen::V,буруолаа,smoke
773,regnen::V,самыырдаа,rain
774,gefrieren::V,тоҥ,freeze
775,tauen::V,ир,thaw
776,schmelzen::V,уулун,melt
777,trocknen::V,куур,dry
778,sieden::V,оргуй,boil
779,faulen::V,сытый,rot
780,verfaulen::V,сытыйан_хаал,decay
781,reißen::V,хайыт,snap
782,reißen::V,быһытталан,snap
783,versinken::V,тимир,sink
784,versinken::V,батылын,sink
785,vergehen::V,дьай,pass
786,erscheinen::V,көһүн,appear
787,verschwinden::V,сүт,disappear
788,sinken::V,намтаа,drop
789,abnehmen::V,аччаа,decrease
790,zunehmen::V,элбээ,increase
791,steigen::V,үрдээ,rise
792,wachsen::V,үүн,grow
793,glänzen::V,кылбай,shine
794,funkeln::V,күлүмнээ,sparkle
795,funkeln::V,күлүмүрдээ,sparkle
796,lärmen::V,тыаһаа,be noisy
797,läuten::V,собуоннаа,chime
798,klingeln::V,линкинээ,ring
799,klirren::V,айгырат,tinkle
800,brausen::V,сирилээ,roar
801,rauschen::V,суугунаа,rustle
802,klingen::V,доргуй,sound
803,bellen::V,үр,bark
804,heulen::V,улуй,howl
805,blasen::V,үр,blow
806,pfeifen::V,иһиир,whistle
807,schreien::V,кылан,shout
808,schreien::V,хаһыытаа,shout
809,stöhnen::V,ынчыктаа,groan
810,zittern::V,титирээ,tremble
811,zittern::V,дьигиһий,tremble
812,leben::V,олор,be alive
813,geboren werden::V,төрөө,be born
814,atmen::V,тыын,breathe
