,Concept_ID,mn,ab
713,grün::A,ногоон,ашьацҧшҭəала
714,grün::A,ногоон,аеҵəа
715,grau::A,орог,ацəыш
716,grau::A,саарал,ацəыш
717,bunt::A,эрээн,Аилыҕраа
718,bunt::A,эрээн,аҕраҷкəын
719,billig::A,хямд,амариа
720,teuer::A,үнэтэй,амҩан
721,wertvoll::A,үнэт,кыр иаҕсоу
722,wertvoll::A,үнэт,акыр иаҕсоу
723,blind::A,сохор,алашə
724,taub::A,чих хатуу,адагəа
725,kräftig::A,чийрэг,аӷəӷəа
726,stark::A,хүчтэй,абаҟа
727,stark::A,чадалтай,абаҟа
728,schwach::A,сул,акəада
729,fett::A,тарган,аҧсыла
730,fett::A,голигор,аҧсыла
731,schlank::A,голшиг,акала
732,schlank::A,голшиг,акьалантар
733,schlank::A,голшиг,аиҿартə
734,hübsch::A,сайхан,аҧшӡа
735,hübsch::A,хөөрхөн,аҧшӡа
736,böse::A,муу,абааҧсы
737,böse::A,хортой,абааҧсы
738,dumm::A,тэнэг,агаӡа
739,faul::A,залхуу,аашьа
740,fleißig::A,чармайлтгай,иҟубҷоу
741,geizig::A,харамч,акы
742,geizig::A,харамч,акаҷбеи
743,geizig::A,харамч,аҟəџьыр
744,klug::A,цэцэн,аҟəыш
745,klug::A,цэцэн,аҟəыӷа
746,geschickt::A,дүйтэй,напҟазала
747,lieb::A,хайрт,алашара
748,lustig::A,цэнгэлтэй,алах-ҿых
749,lustig::A,цэнгэлтэй,игурҕьаччо
750,lustig::A,цэнгэлтэй,агурҕьа
751,lustig::A,цэнгэлтэй,агурҿыхага
752,sanft::A,наалинхай,атата
753,sanft::A,наалинхай,аҟəымшəышə
754,sanft::A,наалинхай,ақьыҧш
755,hungrig::A,өлөн,амлашь
756,hungrig::A,өлссөн,амлашь
757,krank::A,өвчтэй,ачымазаҩ
758,nackt::A,нүцгэн,аҟьантаз
759,traurig::A,гунигт,алахьеиқəҵага
760,lebendig::A,амьд,абза
761,lebendig::A,амьтай,абза
762,gut::A,сайн,абзиа
763,schlecht::A,муу,-хəарҭам
764,schlecht::A,өөдгүй,-хəарҭам
765,richtig::A,зөв,иашоу
766,richtig::A,зүйтэй,иашоу
767,schlimm::A,муухай,абааҧсы
768,wahr::A,үнэн,агəҭылса
769,wahr::A,үнэн,абзиаҵəҟьа
770,wahr::A,жинхэнэ,агəҭылса
771,wahr::A,жинхэнэ,абзиаҵəҟьа
772,alt::A,хуучин,Ажə
773,neu::A,шинэ,аҿыц
774,ehemalig::A,агсан,анкьатәи
775,ehemalig::A,байсан,анкьатәи
776,alt[Lebewesen]::A,өвгөн,абырг
777,alt[Lebewesen]::A,өвгөн,ақабада
778,alt[Lebewesen]::A,өвгөн,Ажə
779,alt[Lebewesen]::A,хижээл,абырг
780,alt[Lebewesen]::A,хижээл,ақабада
781,alt[Lebewesen]::A,хижээл,Ажə
782,jung::A,залуу,аҟата
783,arm::A,ядуу,ананамга
784,reich::A,баян,абеиа
785,reich::A,баялаг,абеиа
786,bekannt::A,танил,адыр
787,berühmt::A,цуутай,адыр
788,berühmt::A,алдартай,адыр
789,fremd::A,харь,атəым
790,fremd::A,гадаад,атəым
791,verschieden::A,ондоо,Еиуа-еиҧшым
792,verschieden::A,янз янзын,Еиуа-еиҧшым
793,nah::A,ойрын,ааигəа
794,nah::A,дөтийн,ааигəа
795,fern::A,холын,ахара
796,linker::A,буруу,арма
797,rechter::A,баруун,арҕьа
798,anderer::A,өөр,даҽа
799,anderer::A,өөр,даҽакы
800,anderer::A,нөгөө,даҽа
801,anderer::A,нөгөө,даҽакы
802,erster::A,нэгдэх,актәи
803,erster::A,нэгдүгээр,актәи
804,zweiter::A,хоёрдугаар,аҩбатəи
805,dritter::A,гуравдугаар,ахҕатәи
806,letzter::A,сүүлийн,аҵыхəтəантəи
807,allein::ADV,ганцаараа,мацара
808,auf einmal::ADV,нэгмөсөн,зныкала
809,auf einmal::ADV,нэгмөсөн,зныкҟьара
810,zusammen::ADV,цуг,аиц...
811,zusammen::ADV,хамт,аиц...
812,lange::ADV,удаан,акыраамҭа
813,plötzlich::ADV,гэнэт,иаалырҟьаны
814,sofort::ADV,дороо,иаразнакҵәҟьа
815,später::ADV,дараа,уажəшьҭаншəа
816,jetzt::ADV,өнөө,уажәы
817,heute::ADV,өнөө,иахьа
818,heute::ADV,өнөөдөр,иахьа
819,morgen::ADV,маргааш,уаҵәы
820,morgen::ADV,маргаадар,уаҵәы
821,bald::ADV,түргэн,иласны
822,bald::ADV,удахгүй,иласны
823,dann::ADV,хожим,нас
824,dann::ADV,тэгээд,нас
825,gestern::ADV,өчигдөр,иацы
826,einst::ADV,нэг,зны
827,damals::ADV,тэгэхэд,усҟан
828,danach::ADV,тэгээд,нас
829,danach::ADV,дараа нь,нас
830,vorher::ADV,урьд,уаанӡа
831,zuerst::ADV,анх,азнаказы
832,zuerst::ADV,анх,аҧхьа
833,zuerst::ADV,эхлээд,азнаказы
834,zuerst::ADV,эхлээд,аҧхьа
835,einmal::ADV,нэг удаа,зны
836,manchmal::ADV,хааяа,зны-зынла
837,manchmal::ADV,заримдаа,зны-зынла
838,oft::ADV,олонтоо,лассы-лассы
839,immer::ADV,байнга,енагь
840,immer::ADV,байнга,еснагь
841,niemals::ADV,хэзээ ч,ианакəызаалак
842,niemals::ADV,хэдийд ч,ианакəызаалак
843,hier::ADV,энд,ара
844,hier::ADV,энд,абра
845,hier::ADV,энд,араҟа
846,hierhin::ADV,нааш,ара
847,hierhin::ADV,нааш,араҟа
848,von hier::ADV,эндээс,арантә
849,dort::ADV,тэнд,уа
850,dorthin::ADV,тийш,уахь
851,dorthin::ADV,тийш,анахь
852,geradeaus::ADV,шулуун,ишиашоу
853,vorwärts::ADV,урагшаа,ҕхьаҟа
854,rückwärts::ADV,буцаан,шьҭахьла
855,rückwärts::ADV,сөөргөө,шьҭахьла
856,zurück::ADV,буцаж,шьҭахьҟа
857,zurück::ADV,гэдрэг,шьҭахьҟа
858,unten::ADV,дор,лбаа
859,hinab::ADV,уруу,алада
860,oben::ADV,дээр,хыхь
861,hinauf::ADV,өөд,аҩада
862,hinauf::ADV,дээш,аҩада
863,überall::ADV,хааяагүй,зегьынцьара
864,überall::ADV,энд тэндгүй,зегьынцьара
865,nicht::ADV,эс,-м
866,nicht::ADV,-гүй,-м
867,ein wenig::ADV,жаахан,ҕыҭк
868,kaum::ADV,арай,аарлаҳәа
869,kaum::ADV,арай,афергьҳәа
870,kaum::ADV,арай гэж,аарлаҳәа
871,kaum::ADV,арай гэж,афергьҳәа
872,sehr::ADV,тун,даара
873,so::ADV,тэгж,ас
874,so::ADV,тэгж,абас
875,so::ADV,ингээд,ас
876,so::ADV,ингээд,абас
877,noch::ADV,дахин,макьана
878,noch::ADV,дахиад,макьана
879,nur::ADV,зөвхөн,заҵәык
880,nur::ADV,гагцхүү,заҵәык
881,schon::ADV,нэгэнт,уажәшьҭа
882,schon::ADV,нэгэнт,аиҳа ипоу
883,wieder::ADV,дахин,ҿыц
884,wieder::ADV,дахин,дырҩегь
885,wieder::ADV,дахин,дырҩегьых
886,wieder::ADV,дахиад,ҿыц
887,wieder::ADV,дахиад,дырҩегь
888,wieder::ADV,дахиад,дырҩегьых
889,vergebens::ADV,хий,баша
890,vor::PRP,өмнө,аҕхьа
891,hinter::PRP,ард,нхыҵ
892,unter::PRP,доор,амҵа
893,unter::PRP,доор,амҵан
894,durch::PRP,дундуур,
895,neben::PRP,хажууд,ааигуара
896,zwischen::PRP,завсар,абжьара
897,zwischen::PRP,хооронд,абжьара
898,wegen::PRP,төлөө,-иззы
899,wegen::PRP,төлөө,-ҟнытә
900,wegen::PRP,дээрээс,-иззы
901,wegen::PRP,дээрээс,-ҟнытә
902,dies::PRN,энэ,ари
903,dies::PRN,энэ,абри
904,das::PRN,тэр,Абни
905,das::PRN,тэр,убри
906,alles::PRN,цөм,зегьы
907,alles::PRN,бүгд,зегьы
908,ich::PRN,би,са
909,ich::PRN,би,сара
910,du::PRN,чи,бара
911,er::PRN,тэр,иара
912,er::PRN,тэр хүн,иара
913,wir::PRN,бид,ҳара
914,ihr::PRN,та нар,шәара
915,sie::PRN,тэд,дара
916,was::FPRN,юу,
917,wer::FPRN,хэн,дарбан
918,wo::FADV,хаа,иабыкуу
919,wo::FADV,хаа,аба-
920,wo::FADV,хаа,ахь-
921,wo::FADV,хаана,иабыкуу
922,wo::FADV,хаана,аба-
923,wo::FADV,хаана,ахь-
924,wohin::FADV,хааш,иабыкуу
925,wohin::FADV,хааш,аба-
926,wohin::FADV,хааш,ахь-
927,wohin::FADV,хаана,иабыкуу
928,wohin::FADV,хаана,аба-
929,wohin::FADV,хаана,ахь-
930,wie::FADV,яаж,-шҕа
931,wie::FADV,хэрхэн,-шҕа
932,warum::FADV,юунд,избан
933,warum::FADV,яагаад,избан
934,wieviel::FNUM,хэдий,заҟа
935,wieviel::FNUM,хэд,заҟа
936,eins::NUM,нэг,акы
937,eins::NUM,нэг,аӡәы
938,zwei::NUM,хоёр,ҩба
939,drei::NUM,гурав,хҕа
940,vier::NUM,дөрөв,ҕшьба
941,fünf::NUM,тав,хəба
942,sechs::NUM,зургаа,фба
943,sieben::NUM,долоо,Бжьба
944,acht::NUM,найм,ааба
945,neun::NUM,ес,жәба
946,zehn::NUM,арав,жәаба
947,elf::NUM,арван нэг,жәеизатәи
948,zwölf::NUM,арван хоёр,жәаҩа
949,zwanzig::NUM,хорь,ҩажәа
950,dreißig::NUM,гуч,ҩажәижәабатәи
951,vierzig::NUM,дөч,ҩынҩажәа
952,fünfzig::NUM,тавь,ҩынҩажәеижәаба
953,sechzig::NUM,жар,хынҩажәа
954,siebzig::NUM,дал,хынҩажәижәаба
955,achtzig::NUM,ная,ҕшьынҩажәа
956,neunzig::NUM,ер,ҕшьынҩажәижәаба
957,hundert::NUM,зуу,шәкы
958,tausend::NUM,мянга,зқьы
959,und::CNJ,ч,-и
960,und::CNJ,болон,-и
961,oder::CNJ,буюу,ма
962,stehen::V,зогсох,агылазаара
963,sitzen::V,суух,атəара
964,sitzen::V,суух,атəа(заа)ра
965,liegen::V,хэвтэх,аиара
966,hängen::V,өлгөөтэй байх,акнаҳара
967,hängen::V,дүүжлээтэй байх,акнаҳара
968,werden::V,болох,аҟалара
969,passieren::V,тохиох,аҟалара
970,beginnen::V,эхлэх,алагара
971,enden::V,дүүрэх,алгара
972,wechseln::V,хувирах,аҽыҧсахра
973,aufgehen[Sonne]::V,мандах,агылара
974,aufgehen[Sonne]::V,мандах,ахашлара
975,aufgehen[Sonne]::V,мандах,аҩаҵхахара
976,untergehen[Sonne]::V,жаргах,аҭашəара
977,scheinen[Sonne]::V,гэрэлтэх,акаҧхара
978,donnern::V,дуугарах,адыдра
979,wehen::V,салхилах,асра
980,wehen::V,хөөрөгдөх,асра
981,strömen::V,гүйх,акаҭəара
982,strömen::V,урсах,акаҭəара
983,fließen::V,урсах,ацара
984,sich drehen::V,эргэлдэх,ахагьежьра
985,schwanken::V,хэлбэлзэх,аҵысра
986,schwingen::V,ганхах,ахызазара
987,schwingen::V,ганхах,акьаандара
988,schwingen::V,хэлбэлзэх,ахызазара
989,schwingen::V,хэлбэлзэх,акьаандара
990,fallen::V,унах,акаҳара
991,brennen::V,шатах,абылра
992,rauchen::V,баагих,ахылҵра
993,regnen::V,бороо орно,аура
994,gefrieren::V,хөлдөх,аҵаара
995,tauen::V,хайлах,аӡҭра
996,schmelzen::V,уярах,ақəӡыҭра
997,schmelzen::V,уярах,аҭəара
998,trocknen::V,хатах,абара
999,sieden::V,буцлах,ашра
1000,sieden::V,даргилах,ашра
1001,faulen::V,үжрэх,абаара
1002,faulen::V,өмхийрөх,абаара
1003,verfaulen::V,бээх,абаара
1004,verfaulen::V,бээх,аилашра
1005,verfaulen::V,өгрөх,абаара
1006,verfaulen::V,өгрөх,аилашра
1007,reißen::V,цуурах,аҧжəара
1008,versinken::V,живэх,аӡааҟəрылара
1009,vergehen::V,нөгчих,ацара
1010,vergehen::V,өнгөрөх,ацара
1011,erscheinen::V,гарах,ацəырҵра
1012,erscheinen::V,бултайх,ацəырҵра
1013,verschwinden::V,далд орох,аҵашəкəара
1014,verschwinden::V,алга болох,аҵашəкəара
1015,sinken::V,татрах,атəара
1016,sinken::V,татрах,алаҟəра
1017,sinken::V,доошлох,атəара
1018,sinken::V,доошлох,алаҟəра
1019,abnehmen::V,багасах,ацӡаара
1020,abnehmen::V,багасах,аиҵалара
1021,abnehmen::V,хорогдох,ацӡаара
1022,abnehmen::V,хорогдох,аиҵалара
1023,zunehmen::V,ихсэх,аҽырҭбаара
1024,zunehmen::V,ихсэх,аиҵыҵра
1025,zunehmen::V,ихсэх,арацəахара
1026,steigen::V,нэмэгдэх,азҳара
1027,steigen::V,нэмэгдэх,ашьҭыҵра
1028,steigen::V,нэмэгдэх,адухара
1029,steigen::V,нэмэгдэх,ацлара
1030,wachsen::V,өсөх,азҳара
1031,wachsen::V,ургах,азҳара
1032,glänzen::V,гилгэнэх,ацыр-цырра
1033,glänzen::V,гилгэнэх,ацыҩ-цыҩра
1034,glänzen::V,гилгэнэх,аказказра
1035,glänzen::V,гилбэгнэх,ацыр-цырра
1036,glänzen::V,гилбэгнэх,ацыҩ-цыҩра
1037,glänzen::V,гилбэгнэх,аказказра
1038,funkeln::V,гялжах,ашап-шапра
1039,funkeln::V,гялжах,ацым-цымра
1040,funkeln::V,гялалзах,ашап-шапра
1041,funkeln::V,гялалзах,ацым-цымра
1042,lärmen::V,шуугих,ашьҭыбжьгара
1043,lärmen::V,шуугих,аҕьҕьаҳәа аилалара
1044,läuten::V,цохих,аҵəҵəасра
1045,klingeln::V,хонхдох,аҵəҵəасра
1046,klingeln::V,дуугарах,аҵəҵəасра
1047,klirren::V,хангир жингэр хийх,ахьархьарра
1048,klirren::V,хангир жингэр хийх,архьархьарра
1049,brausen::V,бургилах,аилаҽҽара
1050,brausen::V,бургилах,еилашуера
1051,rauschen::V,сэржигнэх,
1052,klingen::V,хангинах,агара
1053,klingen::V,хангинах,ашьҭыбжь гара
1054,bellen::V,хуцах,ашра
1055,heulen::V,улих,ауура
1056,blasen::V,үлзэх,аҭəҳəара
1057,pfeifen::V,исгэрэх,ашəшəра
1058,schreien::V,хашгирах,аҳəҳəара
1059,schreien::V,хашгирах,ахəаара
1060,schreien::V,хашгирах,аҟаара
1061,stöhnen::V,ёолох,ақьра
1062,stöhnen::V,гэнгэнэх,ақьра
1063,zittern::V,дагжих,аҵыс-ҵысра
1064,leben::V,амьдрах,аҟазаара
1065,geboren werden::V,төрөх,Аира
1066,atmen::V,амьсгалах,аҕсыҕ лагаҩагара
1067,trinken::V,уух,ажəра
1068,essen::V,идэх,акрыфара
1069,schlucken::V,залгих,албаадара
1070,müde werden::V,ядрах,ааҕсара
1071,einschlafen::V,унтчих,ацəара
1072,schlafen::V,унтах,ацəазаара
1073,aufwachen::V,сэрэх,аҿыхара
1074,aufstehen::V,босох,Агəылҵра
1075,sich erholen::V,амрах,аҧсшьара
1076,krank werden::V,өвдөж эхлэх,ачмазаҩхара
1077,krank sein::V,өвдөх,аҳəарҧсарра
1078,schmerzen::V,өвдөх,ахьра
1079,schmerzen::V,шархирах,ахьра
1080,husten::V,ханиах,аимҳәара
1081,genesen::V,засрах,абзиахара
1082,genesen::V,засрах,аӷəӷəахара
1083,sterben::V,үхэх,аҧсра
1084,sterben::V,нас барах,аҧсра
1085,umkommen::V,үхэх,аҭахара
1086,sich bewegen::V,хөдлөх,аиҭаҵра
1087,sich rühren::V,хөдлөх,ақəацара
1088,sich erheben::V,босох,аҩагылара
1089,sich setzen::V,суух,атəара
1090,hinfallen::V,ойчих,акаҳара
1091,laufen::V,явган явах,аныҟəара
1092,schreiten::V,алхах,ашьаҿа еихгара
1093,spazierengehen::V,зугаалах,анеи-ааира
1094,eilen::V,хурдлах,аццакра
1095,sich beeilen::V,яарах,аццакра
1096,sich beeilen::V,шамдах,аццакра
1097,sausen::V,давхих,аҧырра
1098,sausen::V,давхих,иҭрысны
1099,sausen::V,давхих,ишьҭҟьаны ацара
1100,rennen::V,гүйх,аҩра
1101,springen::V,харайх,аҧара
1102,springen::V,дэвхрэх,аҧара
1103,klettern::V,авирах,ақəлара
1104,schaukeln::V,ганхалзах,аҟəараҟəанҽара
1105,kriechen::V,мөлхөх,аҳəазара
1106,schwimmen::V,сэлэх,аӡсара
1107,tauchen::V,шунгах,ахəӡааҵəира
1108,rudern::V,сэлүүрдэх,аҵшьра
1109,fahren::V,явах,акала
1110,fliegen::V,нисэх,аҧырра
1111,gehen::V,явах,аиҭаҵра
1112,weggehen::V,явах,ацара
1113,abfahren::V,одох,адəықəлара
1114,abfahren::V,одох,ацара
1115,abfahren::V,хөдлөх,адəықəлара
1116,abfahren::V,хөдлөх,ацара
1117,anhalten::V,зогсох,ааныргылара
1118,hineingehen::V,орох,аҭалара
1119,eintreten::V,орох,аҩналара
1120,kommen::V,ирэх,аара
1121,kommen::V,ирэх,ааира
1122,ankommen::V,хүрэх,ааира
1123,ankommen::V,хүрэх,аара
1124,ankommen::V,хүрэх,анеира
1125,zurückkommen::V,харих,азыхынҳəра
1126,zurückkommen::V,буцаж ирэх,азыхынҳəра
1127,bleiben::V,үлдэх,аанхара
1128,bleiben::V,үлдэх,анхара
1129,bleiben::V,үлдэх,аангылара
1130,warten::V,хүлээх,азҧшзаара
1131,erwarten::V,хүлээх,азҧшра
1132,suchen::V,эрэх,ашьҭазаара
1133,suchen::V,бэдрэх,ашьҭазаара
1134,finden::V,олох,аҧшаара
1135,versuchen::V,оролдох,аҽазкра
1136,vorbereiten::V,бэлтгэх,армазеира
1137,lieben::V,янаглах,абзиабара
1138,mögen::V,таалах,агəаҧхара
1139,lachen::V,инээх,аччара
1140,rühren::V,сэтгэл уяруулах,арҵəуара
1141,weinen::V,уйлах,аҵəуара
1142,schimpfen::V,хараах,ацəҳара
1143,sich ärgern::V,уурлах,агəаара
1144,sich fürchten::V,айх,аӡыӡара
1145,fürchten::V,айх,ацəшəара
1146,fliehen::V,зугтах,абналара
1147,fliehen::V,зугтах,ацəцара
1148,fliehen::V,гүйж очих,абналара
1149,fliehen::V,гүйж очих,ацəцара
1150,flüchten::V,оргох,абналара
1151,flüchten::V,оргох,ацəцара
1152,sehen::V,үзэх,абара
1153,anschauen::V,харах,ахəаҧшра
1154,ansehen::V,харах,ахəаҧшра
1155,hören::V,дуулах,аҳара
1156,zuhören::V,чагнах,азыӡырҩра
1157,probieren::V,амсаж үзэх,аҧышəара
1158,riechen::V,үнэрлэх,афыҩра
1159,fühlen::V,мэдрэх,анырра
1160,fühlen::V,мэдрэх,ацәакырра
1161,scheinen::V,шиг үзэгдэх,шәа
1162,scheinen::V,шиг үзэгдэх,аацәырҵа
1163,zu sehen sein::V,үзэгдэх,
1164,zu sehen sein::V,харагдах,
1165,vernehmen::V,дуулах,аҳара
1166,frieren::V,даарах,ашəра
1167,frieren::V,даарах,аҵаара
1168,tun::V,хийх,аҟаҵара
1169,tun::V,үйлдэх,аҟаҵара
1170,können::V,болох,алшара
1171,wollen::V,хүсэх,аҭахра
1172,anfangen::V,эхлэх,алагара
1173,beenden::V,дуусгах,алгара
1174,aufhören::V,болих,аҟəыҵра
1175,aufhören::V,зогсох,аҟəыҵра
1176,gelingen::V,бүтэх,аура
1177,gelingen::V,бүтэх,аманшəалахара
1178,gelingen::V,бүтэх,алҵра
1179,geraten::V,илрэх,нзаарын
1180,öffnen::V,нээх,аартра
1181,öffnen::V,тайлах,аартра
1182,schließen::V,хаах,аркра
1183,stellen::V,тавих,аргылара
1184,stellen::V,босгох,аргылара
1185,setzen::V,суулгах,артəара
1186,legen::V,хийх,ақəҵара
1187,legen::V,тавих,ақəҵара
1188,berühren::V,шүргэх,акьысра
1189,berühren::V,шүргэх,алакьысра
1190,verbinden::V,залгах,аҿаҳəара
1191,bedecken::V,бүрэх,ақəршəра
1192,aufhängen::V,өлгөх,акнаҳара
1193,aufhängen::V,дүүжлэх,акнаҳара
1194,anzünden::V,асаах,аркра
1195,anzünden::V,ноцоох,аркра
1196,aufheben::V,өргөх,ашьҭыхра
1197,zurücklassen::V,орхих,аныжьра
1198,zurücklassen::V,үлдээх,аныжьра
1199,verlieren::V,гээх,ацəыӡра
1200,fallen lassen::V,унагах,ацəкаҳара
1201,machen::V,хийх,ачаҧара
1202,machen::V,гаргах,ачаҧара
1203,herstellen::V,бүтээх,аиҵдара
1204,bauen::V,барих,аргылара
1205,reparieren::V,засах,арҽеира
1206,reparieren::V,сэлбэх,арҽеира
1207,verbessern::V,засах,аиҕьтəра
1208,verbessern::V,сайжруулах,аиҕьтəра
1209,ändern::V,өөрчлөх,аҧсахра
1210,graben::V,малтах,ажра
1211,beugen::V,бөгтийлгөх,арҟəра
1212,beugen::V,бөгтийлгөх,архəара
1213,biegen::V,матах,арҟəра
1214,biegen::V,матах,архəара
1215,biegen::V,муруйлгах,арҟəра
1216,biegen::V,муруйлгах,архəара
1217,drehen::V,эргүүлэх,аргьежьра
1218,wenden::V,эргүүлэх,
1219,umdrehen::V,хөрвүүлэх,аарҳәра
1220,heben::V,өргөх,аҩахара
1221,heben::V,өргөх,араҳара
1222,hochheben::V,өргөх,ахагалара
1223,hochheben::V,өргөх,ашьҭҳəара
1224,ergreifen::V,атгах,
1225,halten::V,барих,акра
1226,drücken::V,дарах,ақəрӷəӷəара
1227,schieben::V,түлхэх,аҵгəара
1228,schieben::V,түлхэх,агəара
1229,kratzen::V,хусах,ацəҟьара
1230,kratzen::V,маажих,ацəҟьара
1231,lecken::V,долоох,арбзара
1232,beißen::V,зуух,ацҳара
1233,beißen::V,хазах,ацҳара
1234,abreißen::V,таслах,амжəара
1235,abschneiden::V,тайрах,ахҵəара
1236,abschneiden::V,тайрах,аҿахҵəара
1237,binden::V,боох,аҿаҳəара
1238,binden::V,хүлэх,аҿаҳəара
1239,stecken::V,шаах,алаҵара
1240,stecken::V,шигтгэх,алаҵара
1241,brechen::V,хугалах,аҧҵəара
1242,klopfen::V,цохих,асра
1243,klopfen::V,тогших,асра
1244,hauen::V,дэлдэх,ақəкшара
1245,kleben::V,наах,аҷабра
1246,reiben::V,нухах,арҟəыҷра
1247,reiben::V,нидчих,арҟəыҷра
1248,streichen::V,нялах,ахьшьра
1249,streichen::V,түрхэх,ахьшьра
1250,schleifen::V,билүүдэх,ахра
1251,schleifen::V,гуранздах,ахра
1252,schneiden::V,огтлох,аҧҟара
1253,rütteln::V,холхнулах,арҵысра
1254,schütteln::V,сэгсрэх,аршəшəара
1255,schwenken::V,дэвэх,аҟьара
1256,schwenken::V,даллах,аҟьара
1257,schütten::V,цутгах,аҭаҭəара
1258,schütten::V,аягалах,аҭаҭəара
1259,füllen::V,дүүргэх,арҭəра
1260,einwickeln::V,боох,алаҳəара
1261,einwickeln::V,ороох,алаҳəара
1262,tragen::V,авчрах,аҩагара
1263,schleppen::V,чирэх,арҳəазара
1264,ziehen::V,татах,ахара
1265,aufbewahren::V,хадгалах,аҵəахра
1266,werfen::V,хаях,аршəра
1267,werfen::V,шидэх,аршəра
1268,fangen::V,барих,акра
1269,packen::V,шүүрэх,анкра
1270,packen::V,шүүрэх,аҵкаара
1271,verstecken::V,нуух,аҵəахра
1272,teilen::V,хуваах,ашара
1273,schicken::V,илгээх,ашьҭра
1274,schicken::V,явуулах,ашьҭра
1275,bringen::V,авчрах,аагара
1276,bringen::V,аваачих,аагара
1277,hinzufügen::V,нэмэх,ацҵара
1278,bekommen::V,хүлээн авах,аҧшаара
1279,bekommen::V,хүлээн авах,архиара
1280,bekommen::V,хүлээн авах,аура
1281,erhalten::V,хүлээн авах,аиура
1282,nehmen::V,авах,агара
1283,wählen::V,сонгох,алҧшаара
1284,auswählen::V,шилэх,алхра
1285,bewahren::V,гамнах,
1286,behindern::V,саад хийх,аҧырхагахара
1287,behindern::V,тотгор болох,аҧырхагахара
1288,verderben::V,эвдэх,алгара
1289,verderben::V,эвдэх,абжьыхра
1290,verderben::V,эвдэх,аҧхасҭатəра
1291,beschädigen::V,гэмтээх,аҧхасҭатəра
1292,zerbrechen::V,хагалах,аҧҽра
1293,zerbrechen::V,хага цохих,аҧҽра
1294,zerreißen::V,урах,аҧжəара
1295,zerstören::V,эвдэх,аилаҧыххаара
1296,zerstören::V,сүйтгэх,аилаҧыххаара
1297,verbrennen::V,шатаах,абылра
1298,geben::V,өгөх,аҭара
1299,reichen::V,өгөх,аҭара
1300,reichen::V,дамжуулах,аҭара
1301,schenken::V,бэлэглэх,аҩгара
1302,versprechen::V,амлах,ақəргəыӷра
1303,wünschen::V,ерөөх,
1304,loben::V,магтах,арҽхəара
1305,loben::V,сайшаах,арҽхəара
1306,küssen::V,озох,агəӡра
1307,küssen::V,үнсэх,агəӡра
1308,wiegen::V,бүүвэйлэх,
1309,zudecken::V,хучих,аҵахҩара
1310,zudecken::V,хучих,ақəршəра
1311,zudecken::V,бүтээх,аҵахҩара
1312,zudecken::V,бүтээх,ақəршəра
1313,wecken::V,сэрээх,арҿыхара
1314,zeigen::V,үзүүлэх,арбара
1315,führen::V,хөтлөх,аныҟəгара
1316,lehren::V,заах,арҵара
1317,unterrichten::V,сургах,арҧхьара
1318,aufziehen::V,өсгөх,ааӡара
1319,aufziehen::V,хүмүүжүүлэх,ааӡара
1320,leiten::V,удирдах,ахагылазаара
1321,antreiben::V,шамдуулах,арццакра
1322,lassen::V,-уулах,арҟаҵара
1323,einladen::V,залах,ааҕхьара
1324,einladen::V,залах,анаҧхьара
1325,vereinigen::V,нэгтгэх,аилаҵара
1326,vereinigen::V,хамтруулах,аилаҵара
1327,besuchen::V,зочлох,абара
1328,treffen::V,учрах,аҧылара
1329,treffen::V,дайралдах,аҧылара
1330,sich versammeln::V,хуралдах,аизара
1331,spielen::V,наадах,ахəмарра
1332,singen::V,дуулах,ашəаҳəара
1333,tanzen::V,бүжиглэх,акəашара
1334,sich trennen::V,салах,аилыҵра
1335,verlassen::V,хаях,акажьра
1336,retten::V,гэтэлгэх,Аиқəрхара
1337,bewachen::V,сахих,ахьчара
1338,schützen::V,хамгаалах,ацəыхьчара
1339,verteidigen::V,хамгаалах,ахьчара
1340,sich schlagen::V,зодолдох,аисра
1341,schießen::V,харвах,ахысра
1342,schießen::V,буу буудах,ахысра
1343,siegen::V,ялах,аиааира
1344,ärgern::V,уурлуулах,аргəаара
1345,ärgern::V,уур хүргэх,аргəаара
1346,schlagen::V,цохих,асра
1347,schlagen::V,цохих,аҭасра
1348,treten::V,өшиглөх,
1349,stechen::V,хатгах,алакшара
1350,stoßen::V,ёврох,агəҭасра
1351,stoßen::V,нудрах,агəҭасра
1352,stehlen::V,хулгайлах,аӡара
1353,stören::V,саад болох,аҧырхагахара
1354,belästigen::V,зовоох,аргəамҵра
1355,belästigen::V,амраахгүй байх,аргəамҵра
1356,verbergen::V,нуух,аӡара
1357,verbergen::V,далдлах,аӡара
1358,täuschen::V,мэхлэх,ажьара
1359,betrügen::V,хуурах,ажьара
1360,töten::V,алах,ашьра
1361,wohnen::V,суух,анхара
1362,wohnen::V,амьдрах,анхара
1363,arbeiten::V,ажиллах,аусура
1364,arbeiten::V,хөдөлмөрлөх,аусура
1365,sammeln::V,түүх,аҟəшəара
1366,sammeln::V,хураах,аҟəшəара
1367,pflücken::V,түүх,аҿыршəара
1368,pflücken::V,түүх,аҿыхра
1369,jagen::V,агнах,ашəарыцара
1370,jagen::V,гөрөөлөх,ашəарыцара
1371,fischen::V,загасчлах,аҧсыӡ икуеит
1372,fischen::V,загас барих,аҧсыӡ икуеит
1373,fassen::V,барих,акра
1374,hüten::V,маллах,арҳəра
1375,hüten::V,маллах,ахьчара
