,Concept_ID,is,ca
142,Wurzel::N,rót,arrel
143,Baum::N,tré,arbre
144,Stamm::N,stofn,tronc
145,Rinde::N,börkur,escorça
146,Ast::N,grein,branca
147,Zweig::N,angi,ram
148,Zweig::N,kvistur,ram
149,Blatt::N,blað,fulla
150,Birke::N,birki,bedoll
151,Kiefer[Baum]::N,fura,pi
152,Weide[Baum]::N,víðir,salze
153,Tanne::N,greni,avet
154,Horn::N,horn,corn
155,Horn::N,horn,banya
156,Feder::N,fjöður,ploma
157,Fell::N,skinn,pell
158,Flügel::N,vængur,ala
159,Klaue::N,kló,urpa
160,Kralle::N,kló,grapa
161,Schwanz::N,rófa,cua
162,Schwanz::N,skott,cua
163,Ei::N,egg,ou
164,Nest::N,hreiður,niu
165,Bau::N,greni,cau
166,Bau::N,bæli,cau
167,Tier::N,dýr,animāl
168,Herde::N,hjörð,ramat
169,Kuh::N,kýr,vaca
170,Bulle::N,boli,toro
171,Pferd::N,hestur,cavāll
172,Schaf::N,kind,be
173,Schaf::N,kind,ovella
174,Schwein::N,svín,bacó
175,Hund::N,hundur,ca
176,Hund::N,hundur,gos
177,Katze::N,köttur,gat
178,Bär::N,björn,ós
179,Eichhörnchen::N,íkorni,esquirol
180,Elch::N,elgur,ant
181,Fuchs::N,refur,guilla
182,Hase::N,héri,llebre
183,Maus::N,mús,ratolí
184,Wolf::N,úlfur,llop
185,Vogel::N,fugl,au
186,Vogel::N,fugl,ocēll
187,Schwarm::N,sægur,bandada
188,Huhn::N,hæna,gallina
189,Hahn::N,hani,gall
190,Gans::N,gæs,oca
191,Adler::N,örn,àguila
192,Ente::N,önd,ànec
193,Eule::N,uggla,òliba
194,Eule::N,uggla,mussol
195,Kranich::N,trana,grua
196,Krähe::N,kráka,cornella
197,Kuckuck::N,gaukur,cucut
198,Schwan::N,svanur,cigne
199,Fisch::N,fiskur,peix
200,Barsch::N,aborri,perca
201,Hecht::N,gedda,lluç
202,Schlange[Tier]::N,naðra,serp
203,Wurm::N,ormur,cuc
204,Spinne::N,kónguló,aranya
205,Ameise::N,maur,formiga
206,Laus::N,lús,poll
207,Mücke::N,mý,mosquit
208,Mücke::N,mýfluga,mosquit
209,Fliege::N,fluga,mosca
210,Schmetterling::N,fiðrildi,papallona
211,Beere::N,ber,baia
212,Apfel::N,epli,poma
213,Pilz::N,sveppur,bolet
214,Zwiebel::N,laukur,ceba
215,Saat::N,fræ,sembra
216,Saat::N,útsæði,sembra
217,Korn::N,korn,gra
218,Heu::N,hey,fenc
219,Schale::N,hýði,closca
220,Grube::N,gryfja,sot
221,Grube::N,gryfja,clot
222,Falle::N,gildra,trampa
223,Schlinge::N,snara,baga
224,Spur::N,spor,traça
225,Asche::N,aska,cendra
226,Dreck::N,óþverri,llot
227,Eisen::N,járn,ferro
228,Gold::N,gull,or
229,Silber::N,silfur,plata
230,Kohle::N,kol,carbó
231,Glas::N,gler,vidre
232,Lehm::N,leir,fang
233,Lehm::N,leir,argila
234,Sand::N,sandur,arena
235,Mensch::N,maður,humà
236,Mensch::N,maður,persona
237,Mensch::N,manneskja,humà
238,Mensch::N,manneskja,persona
239,Mann::N,maður,home
240,Mann::N,karlmaður,home
241,Frau::N,kona,dona
242,Kind::N,barn,nen
243,Kind::N,krakki,nen
244,Junge::N,drengur,noi
245,Mädchen::N,stelpa,noia
246,Familie::N,fjölskylda,família
247,Großvater::N,afi,avi
248,Großmutter::N,amma,àvia
249,Eltern::N,foreldrar,pares
250,Vater::N,faðir,pare
251,Mutter::N,móðir,mare
252,Sohn::N,sonur,fill
253,Tochter::N,dóttir,filla
254,Bruder::N,bróðir,germà
255,Schwester::N,systir,germana
256,Onkel::N,föðurbróðir,oncle
257,Tante::N,frænka,tia
258,Tante::N,móðursystir,tia
259,Ehemann::N,eiginmaður,espòs
260,Ehefrau::N,eiginkona,muller
261,Freude::N,gleði,goig
262,Freude::N,gleði,alegria
263,Gelächter::N,hlátur,riallada
264,Glück::N,gæfa,felicitat
265,Kummer::N,sorg,pena
266,Wunsch::N,ósk,desig
267,Lust::N,fýsn,ganes
268,Lust::N,löngun,ganes
269,Geist::N,andi,ment
270,Geist::N,andi,esperit
271,Gedanke::N,hugsun,pensament
272,Gedächtnis::N,minni,memòria
273,Verstand::N,vit,raó
274,Verstand::N,vit,seny
275,Sinn::N,merking,solta
276,Sinn::N,merking,sentit
277,Grund::N,ástæða,raó
278,Grund::N,ástæða,causa
279,Wahrheit::N,sannleikur,veritāt
280,Gespräch::N,samtal,conversa
281,Märchen::N,ævintýri,conte
282,Erzählung::N,saga,narració
283,Nachricht::N,frétt,missatge
284,Neuigkeit::N,frétt,novetat
285,Name::N,nafn,nom
286,Rätsel::N,gáta,endevinalla
287,Rede::N,ræða,discurs
288,Sprache::N,mál,llēngua
289,Sprache::N,tungumál,llēngua
290,Stimme::N,rödd,veu
291,Wort::N,orð,mot
292,Wort::N,orð,paraula
293,Zeichen::N,tákn,signe
294,Zeichen::N,tákn,senyal
295,Zeichen::N,merki,signe
296,Zeichen::N,merki,senyal
297,Ruf::N,kall,crida
298,Lärm::N,hávaði,sorōll
299,Laut::N,hljóð,so
300,Ton::N,tónn,to
301,Lied::N,ljóð,cançó
302,Lied::N,söngur,cançó
303,Ruhe::N,ró,calma
304,Ruhe::N,ró,silenci
305,Ruhe::N,kyrrð,calma
306,Ruhe::N,kyrrð,silenci
307,Leute::N,fólk,gent
308,Volk::N,þjóð,poble
309,Arbeit::N,vinna,labor
310,Arbeit::N,vinna,treball
311,Gast::N,gestur,hoste
312,Geschenk::N,gjöf,regal
313,Geschenk::N,gjöf,obsequi
314,Spiel::N,leikur,joc
315,Gesellschaft::N,selskapur,companyia
316,Hilfe::N,hjálp,ajut
317,Freund::N,vinur,amīc
318,Kamerad::N,félagi,company
319,Kamerad::N,félagi,camarada
320,Angelegenheit::N,mál,afer
321,Angelegenheit::N,mál,assumpte
322,Angelegenheit::N,málefni,afer
323,Angelegenheit::N,málefni,assumpte
324,Anzahl::N,tala,nombre
325,Anzahl::N,tala,quantitat
326,Anzahl::N,fjöldi,nombre
327,Anzahl::N,fjöldi,quantitat
328,Art::N,tegund,tipus
329,Art::N,tegund,classe
330,Stück::N,biti,peça
331,Stück::N,stykki,peça
332,Teil::N,hluti,part
333,Teil::N,partur,part
334,Hälfte::N,helmingur,meitat
335,Kreis::N,hringur,cercle
336,Kreuz::N,kross,creu
337,Kreuz::N,krossmark,creu
338,Linie::N,lína,línia
339,Strich::N,strik,traç
340,Strich::N,strik,ratlla
341,Abstand::N,millibil,distància
342,Entfernung::N,fjarlægð,distància
343,Gegend::N,hérað,regió
344,Gegend::N,hérað,contrada
345,Platz::N,pláss,cabuda
346,Ort::N,staður,lloc
347,Seite::N,hlið,banda
348,Seite::N,hlið,costāt
349,Mitte::N,miðja,mig
350,Mitte::N,miðja,centre
351,Gegenstand::N,hlutur,objecte
352,Sache::N,mál,cosa
353,Rand::N,brún,vora
354,Rand::N,brún,marge
355,Kante::N,rönd,caire
356,Kante::N,rönd,cantell
357,Ecke::N,horn,cantonada
358,Spitze::N,oddur,punta
359,Ende::N,endi,cap
360,Loch::N,gat,forāt
361,Loch::N,hola,forāt
362,Winkel::N,skot,racó
363,Winkel::N,krókur,racó
364,Muster::N,munstur,dibuix
365,Muster::N,munstur,disseny
366,Größe::N,stærð,grandària
367,Länge::N,lengd,longitud
368,Höhe::N,hæð,altura
369,Höhe::N,hæð,altitud
370,Gewicht::N,vigt,pes
371,Gewicht::N,þyngd,pes
372,Menge::N,magn,quantitat
373,Haufen::N,hrúga,pila
374,Haufen::N,haugur,pila
375,Reihe::N,röð,fila
376,Boot::N,bátur,bot
377,Boot::N,bátur,barca
378,Ruder::N,ár,rem
379,Schlitten::N,sleði,trineu
380,Ski::N,skíði,esquí
381,Lagerfeuer::N,varðeldur,foc de campament
382,Last::N,byrði,càrrega
383,Last::N,farmur,càrrega
384,Gang::N,ganga,marxa
385,Schritt::N,skref,pas
386,Norden::N,norður,nord
387,Süden::N,suður,sud
388,Westen::N,vestur,oest
389,Westen::N,vestur,occident
390,Osten::N,austur,est
391,Osten::N,austur,orient
392,Holz::N,viður,fusta
393,Brett::N,fjöl,taula
394,Platte::N,flötur,placa
395,Stütze::N,stoð,suport
396,Stange::N,stöng,vara
397,Stock::N,prik,pal
398,Stock::N,stafur,pal
399,Stab::N,prik,bastó
400,Stab::N,stafur,bastó
401,Rohr::N,rör,tub
402,Rohr::N,pípa,tub
403,Haus::N,hús,casa
404,Heim::N,heimili,llar
405,Ofen::N,ofn,estufa
406,Fußboden::N,gólf,terra
407,Tisch::N,borð,taula
408,Stuhl::N,stóll,cadira
409,Wiege::N,vagga,bressol
410,Bett::N,rúm,llit
411,Bett::N,hvíla,llit
412,Regal::N,hilla,prestatgeria
413,Kiste::N,kassi,caixa
414,Fenster::N,gluggi,finestra
415,Tür::N,dyr,porta
416,Tür::N,hurð,porta
417,Tor::N,hlið,portal
418,Zaun::N,girðing,tanca
419,Zaun::N,limgarður,tanca
420,Dach::N,þak,teulada
421,Leiter::N,stigi,escala
422,Leiter::N,stigi,escala de mà
423,Besen::N,sópur,escombra
424,Spaten::N,spaði,pala
425,Schaufel::N,skófla,pala
426,Gabel::N,gaffall,forquilla
427,Löffel::N,skeið,cullera
428,Messer::N,hnífur,coltell
429,Nagel::N,nögl,clau
430,Netz::N,net,filat
431,Haken::N,krókur,ganxo
432,Griff::N,tak,puny
433,Griff::N,tak,mànec
434,Schloss::N,lás,pany
435,Bild::N,mynd,imatge
436,Figur::N,stytta,figura
437,Puppe::N,brúða,nina
438,Beutel::N,poki,bossa
439,Beutel::N,baggi,bossa
440,Bündel::N,böggull,feix
441,Bündel::N,böggull,paquet
442,Tasche::N,veski,bossa
443,Eimer::N,fata,galleda
444,Deckel::N,lok,tapa
445,Deckel::N,lok,tapadora
446,Geschirr::N,leirtau,vaixella
447,Sack::N,sekkur,sac
448,Sack::N,sekkur,saca
449,Tasse::N,bolli,tassa
450,Topf::N,pottur,pot
451,Topf::N,pottur,olla
452,Kessel::N,ketill,caldera
453,Essen::N,matur,àpat
454,Essen::N,matur,menjada
455,Nahrung::N,fæða,aliment
456,Speise::N,réttur,plat
457,Speise::N,matarréttur,plat
458,Fleisch::N,kjöt,carn
459,Getreide::N,korn,cereals
460,Brei::N,grautur,puré
461,Brot::N,brauð,pa
462,Scheibe::N,sneið,tall
463,Scheibe::N,sneið,llesca
464,Fett::N,fita,greix
465,Butter::N,smjör,mantega
466,Öl::N,olía,oli
467,Salz::N,salt,sal
468,Suppe::N,súpa,sopa
469,Honig::N,hunang,mel
470,Milch::N,mjólk,llet
471,Tee::N,te,te
472,Leder::N,skinn,cuir
473,Wolle::N,ull,llana
474,Stoff::N,dúkur,tela
475,Nadel::N,nál,agulla
476,Faden::N,þráður,fil
477,Knopf::N,tala,botó
478,Knopf::N,hnappur,botó
479,Knoten::N,hnútur,nus
480,Farbe::N,málning,pintura
481,Kleidung::N,búningur,roba
482,Kleidung::N,búningur,vestits
483,Kleidung::N,klæðnaður,roba
484,Kleidung::N,klæðnaður,vestits
485,Hemd::N,skyrta,camisa
486,Kragen::N,kragi,coll
487,Kragen::N,flibbi,coll
488,Ärmel::N,ermi,màniga
489,Hose::N,buxur,pantalōns
490,Gürtel::N,belti,cinturó
491,Mütze::N,húfa,gorra
492,Schuh::N,skór,sabata
493,Stiefel::N,stígvél,bota
494,Ring::N,hringur,anell
495,Band::N,band,veta
496,Band::N,band,cinta
497,Kamm::N,greiða,pinta
498,Spiegel::N,spegill,mirāll
499,Riemen::N,ól,corretja
500,Riemen::N,reim,corretja
501,Schnur::N,snúra,corda
502,Leine::N,band,corretja
503,Decke::N,teppi,manta
504,Decke::N,teppi,flassada
505,Kissen::N,koddi,coixí
506,Tuch::N,klútur,mocador
507,Handtuch::N,þurrka,tovallola
508,Handtuch::N,handklæði,tovallola
509,Kraft::N,afl,força
510,Kraft::N,kraftur,força
511,Stärke::N,styrkur,vigor
512,Gesundheit::N,heilsa,salut
513,Gesundheit::N,heilbrigði,salut
514,Krankheit::N,sjúkdómur,malaltia
515,Schmerz::N,sársauki,dolor
516,Wunde::N,sár,ferida
517,Fieber::N,hitasótt,febre
518,Arznei::N,lyf,medicament
519,Brücke::N,brú,pont
520,Brunnen::N,brunnur,pou
521,Weide::N,hagi,pastura
522,Pfad::N,stígur,senda
523,Pfad::N,stígur,sender
524,Weg::N,vegur,camí
525,Straße::N,gata,carretera
526,Straße::N,stræti,carretera
527,Dorf::N,þorp,poble
528,Stadt::N,borg,ciutāt
529,Brief::N,bréf,carta
530,Buch::N,bók,llibre
531,Buchstabe::N,bókstafur,lletra
532,Zeitung::N,dagblað,diāri
533,Leben::N,líf,vida
534,Tod::N,dauði,mort
535,Grab::N,gröf,tomba
536,Kirche::N,kirkja,església
537,Sünde::N,synd,pecat
538,Gott::N,guð,déu
539,Arbeiter::N,verkamaður,obrer
540,Chef::N,yfirmaður,cap
541,Meister::N,meistari,mestre
542,Arzt::N,læknir,metge
543,Lehrer::N,kennari,mestre
544,Geld::N,peningar,dinērs
545,Geschäft::N,viðskipti,negoci
546,Laden::N,búð,tenda
547,Laden::N,búð,botiga
548,Laden::N,verslun,tenda
549,Laden::N,verslun,botiga
550,Preis::N,verð,preu
551,Ware::N,vara,mercaderia
552,Nutzen::N,gagn,profit
553,Reichtum::N,auður,riquesa
554,Welt::N,veröld,món
555,Land::N,land,país
556,Staat::N,ríki,estat
557,König::N,konungur,rei
558,Macht::N,vald,poder
559,Macht::N,vald,potència
560,Grenze::N,landamæri,frontera
561,Krieg::N,stríð,guerra
562,Feind::N,fjandmaður,enemic
563,Gewalt::N,ofbeldi,violència
564,Kampf::N,bardagi,lluita
565,Bogen[Waffe]::N,bogi,arc
566,Pfeil::N,ör,fletxa
567,Gewehr::N,byssa,fusell
568,Gewehr::N,byssa,escopeta
569,Fehler::N,villa,falta
570,Lüge::N,lygi,mentida
571,Schaden::N,skemmd,dany
572,Unglück::N,óhamingja,desgràcia
573,Schuld::N,sök,culpa
574,Alter::N,aldur,edat
575,Schluss::N,lok,fi
576,Schluss::N,lok,final
577,Schluss::N,endir,fi
578,Schluss::N,endir,final
579,Zeit::N,tími,temps
580,Tag::N,dagur,dia
581,Morgen::N,morgunn,matí
582,Mittag::N,hádegi,migdia
583,Abend::N,kvöld,vespre
584,Nacht::N,nótt,nit
585,Woche::N,vika,setmana
586,Monat::N,mánuður,mes
587,Jahr::N,ár,any
588,Frühling::N,vor,primavera
589,Sommer::N,sumar,estīu
590,Herbst::N,haust,tardor
591,Winter::N,vetur,hivērn
592,Januar::N,janúar,gener
593,Februar::N,február,febrer
594,März::N,mars,març
595,April::N,apríl,abril
596,Mai::N,maí,maig
597,Juni::N,júní,juny
598,Juli::N,júlí,juliol
599,August::N,ágúst,agost
600,September::N,september,setembre
601,Oktober::N,október,octubre
602,November::N,nóvember,novembre
603,Dezember::N,desember,desembre
604,Montag::N,mánudagur,dilluns
605,Dienstag::N,þriðjudagur,dimarts
606,Mittwoch::N,miðvikudagur,dimecres
607,Donnerstag::N,fimmtudagur,dijous
608,Freitag::N,föstudagur,divendres
609,Samstag::N,laugardagur,dissabte
610,Sonntag::N,sunnudagur,diumenge
611,groß::A,stór,gros
612,klein::A,lítill,petīt
613,lang::A,langur,llarg
614,kurz::A,stuttur,curt
615,breit::A,breiður,ample
616,schmal::A,mjór,estret
617,dicht::A,þéttur,dens
618,dick[Gegenstand]::A,þykkur,gruixūt
619,dünn::A,þunnur,prim
620,fein::A,fíngerður,fi
621,fest::A,fastur,ferm
622,fest::A,fastur,sòlid
623,flach::A,flatur,pla
624,glatt::A,háll,llis
625,glatt::A,sléttur,llis
626,hart::A,harður,dur
627,weich::A,mjúkur,tou
628,rund::A,kringlóttur,rodó
629,spitz::A,oddhvass,punxegut
630,scharf::A,beittur,agut
631,stumpf::A,bitlaus,rom
632,stumpf::A,bitlaus,esmussat
633,schwer::A,þungur,pesāt
634,schön::A,fagur,bonīc
635,schön::A,fallegur,bonīc
636,heiß::A,heitur,calēnt
637,warm::A,hlýr,càlid
638,warm::A,heitur,càlid
639,kalt::A,kaldur,fred
640,kühl::A,svalur,fresc
641,frisch::A,frískur,fresc
642,feucht::A,rakur,humit
643,feucht::A,þvalur,humit
644,nass::A,votur,mullat
645,nass::A,blautur,mullat
646,trocken::A,þurr,sec
647,voll::A,fullur,ple
648,leer::A,tómur,buit
649,offen::A,opinn,obert
650,geschlossen::A,lokaður,tancat
651,sauber::A,þrifinn,net
652,schmutzig::A,óhreinn,brut
653,schmutzig::A,sóðalegur,brut
654,roh::A,hrár,cru
655,reif::A,þroskaður,madur
656,lecker::A,ljúffengur,deliciós
657,süß::A,sætur,dolç
658,bitter::A,beiskur,amarg
659,sauer::A,súr,agre
660,hell::A,bjartur,clar
661,dunkel::A,dimmur,fosc
662,schwarz::A,svartur,negre
663,weiß::A,hvítur,blanc
664,rot::A,rauður,vermēll
665,gelb::A,gulur,groc
666,blau::A,blár,blau
667,grün::A,grænn,verd
668,grau::A,grár,gris
669,bunt::A,marglitur,multicolor
670,billig::A,ódýr,barat
671,teuer::A,dýr,car
672,wertvoll::A,verðmætur,preciós
673,blind::A,blindur,cec
674,taub::A,heyrnarlaus,sord
675,kräftig::A,öflugur,fort
676,kräftig::A,öflugur,vigorós
677,stark::A,sterkur,fort
678,schwach::A,veill,feble
679,fett::A,feitur,gras
680,schlank::A,grannur,esvelt
681,schlank::A,spengilegur,esvelt
682,hübsch::A,snotur,maco
683,hübsch::A,laglegur,maco
684,böse::A,illur,dolent
685,böse::A,vondur,dolent
686,dumm::A,heimskur,ximple
687,dumm::A,heimskur,estúpid
688,faul::A,latur,gandūl
689,faul::A,latur,mandrós
690,fleißig::A,iðinn,diligēnt
691,geizig::A,nískur,avar
692,klug::A,hygginn,intel·ligent
693,geschickt::A,fimur,hàbil
694,geschickt::A,laginn,hàbil
695,lieb::A,kær,amat
696,lieb::A,kær,estimat
697,lieb::A,ljúfur,amat
698,lieb::A,ljúfur,estimat
699,lustig::A,kátur,alegre
700,sanft::A,blíður,suau
701,hungrig::A,soltinn,afamat
702,hungrig::A,hungraður,afamat
703,krank::A,sjúkur,malālt
704,nackt::A,nakinn,nu
705,traurig::A,dapur,trist
706,traurig::A,hryggur,trist
707,lebendig::A,lifandi,viu
708,gut::A,góður,bo
709,schlecht::A,slæmur,dolēnt
710,schlecht::A,lélegur,dolēnt
711,richtig::A,réttur,just
712,richtig::A,réttur,correcte
713,schlimm::A,slæmur,greu
714,wahr::A,sannur,vertader
715,wahr::A,sannur,veritable
716,alt::A,gamall,vell
717,neu::A,nýr,nou
718,ehemalig::A,fyrrverandi,antic
719,alt[Lebewesen]::A,gamall,vell
720,jung::A,ungur,jove
721,arm::A,vesall,pobre
722,arm::A,fátækur,pobre
723,reich::A,ríkur,ric
724,reich::A,auðugur,ric
725,bekannt::A,kunnugur,conegut
726,berühmt::A,frægur,famós
727,fremd::A,framandi,estrany
728,fremd::A,ókunnugur,estrany
729,verschieden::A,ýmis,diferent
730,nah::A,nálægur,pròxim
731,fern::A,fjarri,llunyà
732,fern::A,fjarri,distant
733,fern::A,fjarlægur,llunyà
734,fern::A,fjarlægur,distant
735,linker::A,vinstri,esquerre
736,rechter::A,hægri,dret
737,anderer::A,annar,altre
738,erster::A,fyrsti,primer
739,zweiter::A,annar,segon
740,dritter::A,þriðji,tercer
741,letzter::A,síðasti,últim
742,allein::ADV,einn,sol
743,allein::ADV,aleinn,sol
744,auf einmal::ADV,allt í einu,d'una vegada
745,zusammen::ADV,saman,junt
746,lange::ADV,lengi,molt de temps
747,plötzlich::ADV,skyndilega,de cop
748,plötzlich::ADV,skyndilega,de sobte
749,sofort::ADV,strax,de seguida
750,sofort::ADV,þegar í stað,de seguida
751,später::ADV,seinna,més tard
752,jetzt::ADV,nú,ara
753,jetzt::ADV,núna,ara
754,heute::ADV,í dag,avūi
755,morgen::ADV,á morgun,demà
756,bald::ADV,brátt,aviāt
757,bald::ADV,bráðum,aviāt
758,dann::ADV,svo,després
759,dann::ADV,síðan,després
760,gestern::ADV,í gær,ahir
761,einst::ADV,forðum,anteriorment
762,damals::ADV,þá,llavōrs
763,damals::ADV,þá,aleshores
764,damals::ADV,á þeim tímum,llavōrs
765,damals::ADV,á þeim tímum,aleshores
766,danach::ADV,á eftir því,després
767,vorher::ADV,áður,abāns
768,zuerst::ADV,fyrst,primer
769,einmal::ADV,einu sinni,una vegada
770,manchmal::ADV,stundum,de vegades
771,oft::ADV,oft,sovint
772,immer::ADV,alltaf,sempre
773,immer::ADV,sífellt,sempre
774,niemals::ADV,aldrei,no ... mai
775,hier::ADV,hér,aquí
776,hierhin::ADV,hingað,per aquí
777,von hier::ADV,héðan,des d'aquí
778,dort::ADV,þar,allí
779,dort::ADV,þarna,allí
780,dorthin::ADV,þangað,hi
781,geradeaus::ADV,beint áfram,tot dret
782,vorwärts::ADV,áfram,endavānt
783,rückwärts::ADV,aftur á bak,endarrera
784,zurück::ADV,aftur,darrere
785,zurück::ADV,til baka,darrere
786,unten::ADV,niðri,a baix
787,unten::ADV,fyrir neðan,a baix
788,hinab::ADV,niður,cap avall
789,hinab::ADV,niður eftir,cap avall
790,oben::ADV,uppi,dalt
791,hinauf::ADV,upp,cap amunt
792,hinauf::ADV,upp eftir,cap amunt
793,überall::ADV,alls staðar,pertot
794,überall::ADV,alls staðar,per tot arreu
795,nicht::ADV,ekki,no
796,ein wenig::ADV,dálítið,una mica
797,kaum::ADV,varla,a penes
798,kaum::ADV,tæplega,a penes
799,sehr::ADV,mjög,molt
800,so::ADV,svo,així
801,so::ADV,þannig,així
802,noch::ADV,enn,encara
803,noch::ADV,ennþá,encara
804,nur::ADV,bara,només
805,nur::ADV,aðeins,només
806,schon::ADV,nú þegar,ja
807,wieder::ADV,aftur,de nou
808,wieder::ADV,að nýju,de nou
809,vergebens::ADV,árangurslaust,en va
810,vor::PRP,fyrir,davānt
811,vor::PRP,fyrir,enfront de
812,hinter::PRP,bak við,darrera
813,hinter::PRP,aftur fyrir,darrera
814,unter::PRP,undir,sota
815,durch::PRP,gegnum,per
816,neben::PRP,hjá,al costāt de
817,neben::PRP,við hliðina á,al costāt de
818,zwischen::PRP,milli,entre
819,zwischen::PRP,á milli,entre
820,wegen::PRP,vegna,a causa de
821,dies::PRN,þetta,aquest
822,das::PRN,það,això
823,alles::PRN,allt,tot
824,ich::PRN,ég,jo
825,du::PRN,þú,tu
826,er::PRN,hann,ell
827,wir::PRN,við,nosaltres
828,ihr::PRN,þið,vosaltres
829,sie::PRN,þær,ells
830,sie::PRN,þær,elles
831,sie::PRN,þeir,ells
832,sie::PRN,þeir,elles
833,was::FPRN,hvað,què
834,wer::FPRN,hver,qui
835,wo::FADV,hvar,on
836,wohin::FADV,hvert,cap a on
837,wie::FADV,hvernig,com
838,warum::FADV,hvers vegna,per què
839,wieviel::FNUM,hve mikill,quant
840,eins::NUM,einn,u
841,zwei::NUM,tveir,dos
