,Concept_ID,sah,ga
213,Fisch::N,балык,iasc
214,Barsch::N,алыһар,péirse
215,Hecht::N,сордон,liús
216,Schlange[Tier]::N,моҕой,nathair
217,Schlange[Tier]::N,эриэн үөн,nathair
218,Wurm::N,үөн,péist
219,Spinne::N,ооҕуй,damhán alla
220,Ameise::N,кымырдаҕас,seangán
221,Laus::N,быт,míol
222,Mücke::N,кумаар,muiscít
223,Mücke::N,кумаар,corrmhíol
224,Fliege::N,сахсырҕа,cuil
225,Fliege::N,сахсырҕа,cuileog
226,Schmetterling::N,лыах,féileacán
227,Schmetterling::N,үрүмэччи,féileacán
228,Beere::N,отон,caor
229,Apfel::N,яблоко,úll
230,Pilz::N,тэллэй,beacán
231,Pilz::N,тэллэй,muisiriún
232,Zwiebel::N,луук,oinniún
233,Saat::N,сиэмэ,síol
234,Korn::N,сиэмэ,gráinne
235,Heu::N,от,féar
236,Schale::N,хах,scaimh
237,Grube::N,дьаама,poll
238,Falle::N,сохсо,gaiste
239,Schlinge::N,уктаа,sealán
240,Spur::N,суол,rian
241,Asche::N,күл,luaith
242,Dreck::N,бадараан,salachar
243,Eisen::N,тимир,iarann
244,Gold::N,көмүс,ór
245,Gold::N,кыһыл көмүс,ór
246,Silber::N,көмүс,airgead
247,Silber::N,үрүҥ көмүс,airgead
248,Kohle::N,чох,gual
249,Glas::N,өстүөкүлэ,gloine
250,Lehm::N,туой,cré
251,Sand::N,кумах,gaineamh
252,Mensch::N,киһи,duine
253,Mann::N,эр,fear
254,Frau::N,дьахтар,bean
255,Kind::N,оҕо,gasúr
256,Kind::N,оҕо,páiste
257,Junge::N,уол,buachaill
258,Mädchen::N,кыыс оҕо,cailín
259,Familie::N,кэргэн,teaghlach
260,Familie::N,кэргэн,comhluadar
261,Großvater::N,эһэ,seanathair
262,Großmutter::N,эбэ,seanmháthair
263,Eltern::N,аҕа-ийэ,tuismitheoirí
264,Vater::N,аҕа,athair
265,Mutter::N,ийэ,máthair
266,Sohn::N,уол,mac
267,Tochter::N,кыыс,iníon
268,Bruder::N,убай,deartháir
269,Bruder::N,быраат,deartháir
270,Schwester::N,аҕас,deirfiúr
271,Schwester::N,балыс,deirfiúr
272,Onkel::N,таай,uncail
273,Onkel::N,абаҕа,uncail
274,Tante::N,эдьиий,aintín
275,Ehemann::N,эр,fear céile
276,Ehefrau::N,ойох,bean chéile
277,Freude::N,үөрүү,áthas
278,Gelächter::N,күлүү,gáire
279,Glück::N,дьол,séan
280,Glück::N,дьол,sonas
281,Glück::N,соргу,séan
282,Glück::N,соргу,sonas
283,Kummer::N,кутурҕан,brón
284,Kummer::N,кутурҕан,buairt
285,Wunsch::N,баҕарыы,guí
286,Wunsch::N,баҕарыы,achainí
287,Lust::N,баҕа,fonn
288,Geist::N,тыын,meon
289,Geist::N,тыын,spiorad
290,Gedanke::N,санаа,smaoineamh
291,Gedächtnis::N,өй,cuimhne
292,Verstand::N,өй,ciall
293,Verstand::N,өй,intinn
294,Sinn::N,суолта,brí
295,Sinn::N,суолта,ciall
296,Grund::N,төрүөт,fáth
297,Wahrheit::N,кырдьык,fírinne
298,Gespräch::N,бэсиэдэ,comhrá
299,Gespräch::N,кэпсэтии,comhrá
300,Märchen::N,остуоруйа,scéal
301,Erzählung::N,кэпсээн,scéal
302,Nachricht::N,биллэриллии,teachtaireacht
303,Neuigkeit::N,сонун,scéala
304,Name::N,аат,ainm
305,Rätsel::N,таабырын,tomhas
306,Rede::N,этии,óráid
307,Rede::N,этии,aitheasc
308,Sprache::N,тыл,teanga
309,Stimme::N,куолас,guth
310,Wort::N,тыл,focal
311,Zeichen::N,бэлиэ,comhartha
312,Ruf::N,ыҥырыы,glaoch
313,Lärm::N,айдаан,torann
314,Laut::N,тыас,fuaim
315,Ton::N,дорҕоон,ton
316,Lied::N,ырыа,amhrán
317,Ruhe::N,уу чуумпу,suaimhneas
318,Leute::N,дьон,muintir
319,Volk::N,дьон,pobal
320,Volk::N,норуот,pobal
321,Arbeit::N,үлэ,obair
322,Gast::N,ыалдьыт,aoi
323,Geschenk::N,бэлэх,féirín
324,Geschenk::N,бэлэх,bronntanas
325,Spiel::N,оонньуу,cluiche
326,Gesellschaft::N,общество,comhluadar
327,Hilfe::N,көмө,cúnamh
328,Hilfe::N,көмө,cabhair
329,Freund::N,доҕор,cara
330,Kamerad::N,атас,comrádaí
331,Angelegenheit::N,дьыала,ábhar
332,Anzahl::N,ахсаан,líon
333,Art::N,биис,sórt
334,Art::N,биис,saghas
335,Stück::N,кырбас,píosa
336,Teil::N,ирээт,cuid
337,Teil::N,ирээт,páirt
338,Hälfte::N,аҥар,leath
339,Kreis::N,төгүрүк,ciorcal
340,Kreis::N,төгүрүмтэ,ciorcal
341,Kreuz::N,кириэс,cros
342,Linie::N,сурааһын,líne
343,Strich::N,сурааһын,stríoc
344,Abstand::N,арыт,achar
345,Entfernung::N,ыраах,fad
346,Gegend::N,сир,ceantar
347,Platz::N,арыт,áit
348,Platz::N,арыт,spás
349,Ort::N,сир,áit
350,Seite::N,өрүт,taobh
351,Seite::N,сирэй,taobh
352,Mitte::N,орто,lár
353,Gegenstand::N,предмет,ball
354,Gegenstand::N,предмет,ábhar
355,Sache::N,мал,ní
356,Sache::N,мал,rud
357,Rand::N,кытыы,imeall
358,Rand::N,кытыы,ciumhais
359,Rand::N,ойоҕос,imeall
360,Rand::N,ойоҕос,ciumhais
361,Kante::N,кырыы,corr
362,Kante::N,кырыы,colbha
363,Ecke::N,муннук,coirnéal
364,Spitze::N,чыпчаал,gob
365,Spitze::N,чыпчаал,barr
366,Ende::N,төбө,ceann
367,Ende::N,төбө,foirceann
368,Loch::N,тэһэҕэс,poll
369,Loch::N,дьөлөҕөс,poll
370,Winkel::N,муннук,cúinne
371,Winkel::N,муннук,uillinn
372,Muster::N,оһуор,patrún
373,Größe::N,кээмэй,méid
374,Größe::N,кээмэй,toise
375,Länge::N,уста,fad
376,Höhe::N,үрдүк,airde
377,Gewicht::N,ыйааһын,meáchan
378,Menge::N,ахсаан,méid
379,Haufen::N,чөмчөх,cnap
380,Reihe::N,кэккэ,líne
381,Reihe::N,кэккэ,sraith
382,Boot::N,оҥочо,bád
383,Ruder::N,эрдии,rámh
384,Ruder::N,эрдии,maide rámha
385,Schlitten::N,сыарҕа,carr sleamhnáin
386,Ski::N,хайыһар,scí
387,Lagerfeuer::N,кутаа,tine champa
388,Last::N,ыарахан,ualach
389,Gang::N,хаамыы,siúlóid
390,Schritt::N,хардыы,céim
391,Schritt::N,хардыы,coiscéim
392,Norden::N,хоту,tuaisceart
393,Süden::N,соҕуруу,deisceart
394,Westen::N,арҕаа,iarthar
395,Osten::N,илин,oirthear
396,Holz::N,мас,adhmad
397,Brett::N,дуоска,clár
398,Brett::N,хаптаһын,clár
399,Platte::N,билиитэ,leac
400,Stütze::N,тулааһын,taca
401,Stange::N,ураҕас,polla
402,Stange::N,ураҕас,cuaille
403,Stock::N,мас,bata
404,Stock::N,мас,maide
405,Stock::N,баалкы,bata
406,Stock::N,баалкы,maide
407,Stab::N,ураҕас,maide
408,Stab::N,ураҕас,bachall
409,Rohr::N,турба,píopa
410,Haus::N,дьиэ,teach
411,Heim::N,дьиэ,baile
412,Ofen::N,оһох,sornóg
413,Fußboden::N,муоста,urlár
414,Tisch::N,остуол,bord
415,Tisch::N,остуол,tábla
416,Stuhl::N,устуул,cathaoir
417,Wiege::N,биһик,cliabhán
418,Bett::N,кырабаат,leaba
419,Regal::N,долбуур,seilf
420,Kiste::N,дьааһык,bosca
421,Fenster::N,түннүк,fuinneoig
422,Tür::N,аан,doras
423,Tor::N,аан,geata
424,Zaun::N,соппулуот,fál
425,Zaun::N,соппулуот,claí
426,Dach::N,кырыыса,díon
427,Leiter::N,кирилиэс,dréimire
428,Besen::N,миинньик,scuab
429,Spaten::N,күрдьэх,spád
430,Spaten::N,күрдьэх,rámhainn
431,Schaufel::N,күрдьэх,sluasaid
432,Gabel::N,биилкэ,forc
433,Gabel::N,биилкэ,gabhlóg
434,Löffel::N,луоска,spúnóg
435,Messer::N,быһах,scian
436,Nagel::N,тоһоҕо,tairne
437,Netz::N,илим,líon
438,Netz::N,илим,eangach
439,Haken::N,көхө,croch
440,Griff::N,ук,cos
441,Griff::N,ук,hanla
442,Griff::N,тутаах,cos
443,Griff::N,тутаах,hanla
444,Schloss::N,күлүүс,glas
445,Bild::N,хартыына,pictiúr
446,Figur::N,фигура,fíor
447,Puppe::N,куукула,bábóg
448,Beutel::N,мөһөөччук,mála
449,Beutel::N,мөһөөччук,mealbhóg
450,Bündel::N,баайыы,beart
451,Tasche::N,суумка,mála
452,Eimer::N,биэдэрэ,buicéad
453,Deckel::N,хаппах,clár
454,Deckel::N,хаппах,claibín
455,Geschirr::N,иһит,soithí
456,Geschirr::N,иһит,gréithe
457,Sack::N,куул,sac
458,Sack::N,куул,mála
459,Tasse::N,сэлиэнэй,cupán
460,Topf::N,көстүрүүҥкэ,pota
461,Kessel::N,хочуол,citeal
462,Essen::N,аһылык,béile
463,Nahrung::N,ас,bia
464,Speise::N,аһылык,mias
465,Fleisch::N,эт,feoil
466,Getreide::N,злактар,grán
467,Getreide::N,злактар,arbhar
468,Brei::N,хааһы,brúitín
469,Brot::N,килиэп,arán
470,Scheibe::N,куһуок,píosa
471,Scheibe::N,куһуок,slisne
472,Fett::N,сыа,saill
473,Fett::N,сыа,méathras
474,Butter::N,арыы,im
475,Öl::N,арыы,ola
476,Salz::N,туус,salann
477,Suppe::N,мин,sú
478,Suppe::N,мин,anraith
479,Honig::N,мүөт,mil
480,Milch::N,үүт,bainne
481,Tee::N,чэй,tae
482,Leder::N,тирии,leathar
483,Wolle::N,түү,olann
484,Stoff::N,таҥас,éadach
485,Nadel::N,иннэ,snáthaid
486,Faden::N,сап,snáth
487,Knopf::N,тимэх,cnaipe
488,Knoten::N,түмүк,snaidhm
489,Farbe::N,кырааска,péint
490,Kleidung::N,таҥас,éadaí
491,Hemd::N,ырбаахы,léine
492,Kragen::N,саҕа,bóna
493,Ärmel::N,сиэх,muinchille
494,Hose::N,ыстаан,bríste
495,Hose::N,ыстаан,treabhsar
496,Hose::N,бүрүүкэ,bríste
497,Hose::N,бүрүүкэ,treabhsar
498,Gürtel::N,кур,crios
499,Mütze::N,бэргэһэ,caipín
500,Schuh::N,бачыыҥка,bróg
501,Stiefel::N,саппыкы,buatais
502,Ring::N,биһилэх,fáinne
503,Band::N,лиэнтэ,ribín
504,Kamm::N,тараах,cíor
505,Spiegel::N,сиэркилэ,scáthán
506,Riemen::N,кур,iall
507,Riemen::N,кур,strapa
508,Schnur::N,быа,téad
509,Schnur::N,быа,sreangán
510,Leine::N,тэһиин,iall
511,Decke::N,суорҕан,pluid
512,Decke::N,суорҕан,blaincéad
513,Kissen::N,сыттык,piliúr
514,Kissen::N,сыттык,adhartán
515,Tuch::N,былаат,scaif
516,Handtuch::N,соттор,tuáille
517,Kraft::N,сыра,fórsa
518,Stärke::N,күүс,neart
519,Gesundheit::N,доруобуйа,sláinte
520,Krankheit::N,ыарыы,tinneas
521,Krankheit::N,ыарыы,breoiteacht
522,Schmerz::N,ыарыы,pian
523,Wunde::N,баас,goin
524,Fieber::N,түрүлгэн,fiabhras
525,Fieber::N,лихорадка,fiabhras
526,Fieber::N,температура,fiabhras
527,Arznei::N,эмп,cógas
528,Brücke::N,күргэ,droichead
529,Brunnen::N,холуодьас,tobar
530,Weide::N,мэччирэҥ,féarach
531,Pfad::N,ыллык,cosán
532,Pfad::N,ыллык,conair
533,Weg::N,суол,slí
534,Weg::N,суол,bealach
535,Straße::N,суол,bóthar
536,Dorf::N,дэриэбинэ,sráidbhaile
537,Stadt::N,куорат,baile
538,Stadt::N,куорат,cathair
539,Brief::N,сурук,litir
540,Buch::N,кинигэ,cín
541,Buch::N,кинигэ,leabhar
542,Buchstabe::N,буква,litir
543,Zeitung::N,хаһыат,nuachtán
544,Leben::N,тыын,saol
545,Leben::N,тыын,beatha
546,Tod::N,өлүү,bás
547,Grab::N,иин,uaigh
548,Kirche::N,таҥара дьиэтэ,eaglais
549,Sünde::N,айыы,peaca
550,Gott::N,тангара,dia
551,Arbeiter::N,үлэһит,oibrí
552,Chef::N,баһылык,saoiste
553,Chef::N,баһылык,ceannasaí
554,Chef::N,начальник,saoiste
555,Chef::N,начальник,ceannasaí
556,Meister::N,уус,máistir
557,Meister::N,маастар,máistir
558,Arzt::N,врач,lia
559,Arzt::N,врач,dochtúir
560,Lehrer::N,учуутал,oide
561,Lehrer::N,учуутал,múinteoir
562,Geld::N,харчы,airgead
563,Geschäft::N,идэ,gnó
564,Laden::N,маҕаһыын,siopa
565,Preis::N,сыана,praghas
566,Ware::N,табаар,earra
567,Nutzen::N,туһа,tairbhe
568,Reichtum::N,баай,rachmas
569,Reichtum::N,баай,saibhreas
570,Welt::N,аан дойду,domhan
571,Land::N,дойду,tír
572,Staat::N,государство,stát
573,König::N,король,rí
574,Macht::N,былаас,cumhacht
575,Grenze::N,кыраныысса,críoch
576,Grenze::N,кыраныысса,teorainn
577,Krieg::N,сэрии,cogadh
578,Feind::N,өстөөх,namhaid
579,Gewalt::N,күүһүлээһин,foréigean
580,Kampf::N,охсуһуу,troid
581,Bogen[Waffe]::N,ох,bogha
582,Pfeil::N,ох,saighead
583,Gewehr::N,саа,gunna
584,Fehler::N,сыыһа,botún
585,Fehler::N,сыыһа,meancóg
586,Lüge::N,сымыйа,bréag
587,Lüge::N,сымыйа,éitheach
588,Schaden::N,хоромньу,dochar
589,Schaden::N,хоромньу,damáiste
590,Unglück::N,алдьархай,drochrath
591,Schuld::N,буруй,locht
592,Schuld::N,буруй,milleán
593,Alter::N,саас,aois
594,Schluss::N,тиһэх,deireadh
595,Zeit::N,бириэмэ,am
596,Zeit::N,бириэмэ,aimsir
597,Tag::N,күн,lá
598,Morgen::N,сарсыарда,maidin
599,Mittag::N,күн ортото,nóin
600,Abend::N,киэһэ,tráthnóna
601,Nacht::N,түүн,oíche
602,Woche::N,нэдиэлэ,seachtain
603,Monat::N,ый,mí
604,Jahr::N,сыл,bliain
605,Jahr::N,дьыл,bliain
606,Frühling::N,саас,earrach
607,Sommer::N,сайын,samhradh
608,Herbst::N,күһүн,fómhar
609,Winter::N,кыһын,geimhreadh
610,Januar::N,тохсунньу,Eanáir
611,Februar::N,олунньу,Feabhra
612,März::N,кулун тутар,Márta
613,April::N,муус устар ый,Aibreán
614,Mai::N,ыам ыйа,Bealtaine
615,Juni::N,бэс ыйа,Meitheamh
616,Juli::N,от ыйа,Iúil
617,August::N,атырдьах ыйа,Lúnasa
618,September::N,балаҕан ыйа,Meán Fómhair
619,Oktober::N,алтынньы,Deireadh Fómhair
620,November::N,сэтинньи,Samhain
621,November::N,сэтинньи,Mí na Samhna
622,Dezember::N,ахсынньы,Mí na Nollag
623,Montag::N,бэнидиэнньик,Luan
624,Montag::N,бэнидиэнньик,Dé Luain
625,Dienstag::N,оптуорунньук,Máirt
626,Dienstag::N,оптуорунньук,Dé Máirt
627,Mittwoch::N,сэрэдэ,Céadaoin
628,Mittwoch::N,сэрэдэ,Dé Céadaoin
629,Donnerstag::N,чэппиэр,Déardaoin
630,Freitag::N,бээтинсэ,Aoine
631,Freitag::N,бээтинсэ,Dé hAoine
632,Samstag::N,субуота,Satharn
633,Samstag::N,субуота,Dé Sathairn
634,Sonntag::N,баскыһыанньа,Domhnach
635,Sonntag::N,баскыһыанньа,Dé Domhnaigh
636,groß::A,бөдөҥ,mór
637,groß::A,улахан,mór
638,klein::A,кыр,beag
639,lang::A,уһун,fada
640,kurz::A,кылгас,gearr
641,kurz::A,кылгас,gairid
642,breit::A,кэтит,leathan
643,breit::A,кэтит,fairsing
644,schmal::A,кыараҕас,cúng
645,dicht::A,хойуу,dlúth
646,dick[Gegenstand]::A,суон,tiubh
647,dick[Gegenstand]::A,хойуу,tiubh
648,dünn::A,чараас,caol
649,dünn::A,чараас,tanaí
650,fein::A,бытархай,scáinte
651,fein::A,бытархай,fíneálta
652,fein::A,синньигес,scáinte
653,fein::A,синньигес,fíneálta
654,fest::A,бөҕө,daingean
655,fest::A,кытаанах,daingean
656,flach::A,хаптаҕай,cothrom
657,glatt::A,кылааккай,mín
658,glatt::A,кылааккай,sleamhain
659,hart::A,хатан,crua
660,hart::A,кытаанах,crua
661,weich::A,сымнаҕас,bog
662,rund::A,төгүрүк,cruinn
663,spitz::A,сытыы,gobach
664,spitz::A,сытыы,biorach
665,spitz::A,уһуктаах,gobach
666,spitz::A,уһуктаах,biorach
667,scharf::A,сытыы,géar
668,scharf::A,сытыы,faobhrach
669,stumpf::A,сыппах,maol
670,schwer::A,ыарахан,trom
671,schön::A,кыраһыабай,álainn
672,heiß::A,итии,te
673,warm::A,ичигэс,te
674,kalt::A,тымныы,fuar
675,kühl::A,сөрүүн,fionnuar
676,frisch::A,ыраас,úr
677,frisch::A,ыраас,friseáilte
678,frisch::A,сөрүүн,úr
679,frisch::A,сөрүүн,friseáilte
680,frisch::A,тымныы,úr
681,frisch::A,тымныы,friseáilte
682,feucht::A,сииктээх,tais
683,nass::A,инчэҕэй,fliuch
684,trocken::A,кураан,tirim
685,voll::A,толору,lán
686,leer::A,иччитэх,folamh
687,offen::A,аһаҕас,oscailte
688,geschlossen::A,бүтэй,dúnta
689,geschlossen::A,бүтэй,druidte
690,sauber::A,сэбэр,glan
691,schmutzig::A,кирдээх,salach
692,roh::A,сиикэй,amh
693,reif::A,буспут,aibí
694,reif::A,сиппит-хоппут,aibí
695,lecker::A,минньигэс,blasta
696,süß::A,минньигэс,milis
697,bitter::A,аһыы,searbh
698,sauer::A,аһыы,géar
699,sauer::A,аһыы,searbh
700,hell::A,сырдык,geal
701,hell::A,сырдык,soilseach
702,dunkel::A,хараҥа,dorcha
703,schwarz::A,хара,dubh
704,weiß::A,үрүҥ,bán
705,weiß::A,маҥан,bán
706,rot::A,кыһыл,dearg
707,gelb::A,саһархай,buí
708,blau::A,күөх,gorm
709,grün::A,күөх,glas
710,grün::A,күөх,uaine
711,grün::A,от күөҕэ,glas
712,grün::A,от күөҕэ,uaine
713,grau::A,сиэрэй,liath
714,bunt::A,эриэн,ildathach
715,bunt::A,эриэн,dathannach
716,billig::A,чэпчэки,saor
717,teuer::A,сыаналаах,daor
718,teuer::A,сыаналаах,costasach
719,wertvoll::A,сыаналаах,luachmhar
720,blind::A,хараҕа суох,dall
721,blind::A,хараҕа суох,caoch
722,taub::A,дьүлэй,bodhar
723,kräftig::A,модун,cumhachtach
724,stark::A,күүстээх,tréan
725,stark::A,күүстээх,láidir
726,schwach::A,мөлтөх,lag
727,schwach::A,мөлтөх,fann
728,fett::A,эмис,ramhar
729,schlank::A,дьылҕан,caol
730,schlank::A,дьылҕан,seang
731,schlank::A,дьыпсаҕай,caol
732,schlank::A,дьыпсаҕай,seang
733,hübsch::A,олус кэрэ,álainn
734,hübsch::A,олус кэрэ,dathúil
735,hübsch::A,көрүөхтэн үчүгэй,álainn
736,hübsch::A,көрүөхтэн үчүгэй,dathúil
737,böse::A,өһүөннээх,olc
738,dumm::A,акаары,dúr
739,dumm::A,акаары,amaideach
740,faul::A,нэс,falsa
741,faul::A,нэс,leisciúil
742,fleißig::A,кыһамньылаах,dícheallach
743,geizig::A,иҥсэлээх,barainneach
744,geizig::A,иҥсэлээх,sprionlaithe
745,klug::A,өйдөөх,cliste
746,geschickt::A,наһаа дьоҕурдаах,oilte
747,geschickt::A,наһаа дьоҕурдаах,ealaíonta
748,lieb::A,тапталлаах,dil
749,lieb::A,тапталлаах,dílis
750,lustig::A,көрдөөх,aerach
751,lustig::A,көрдөөх,meidhreach
752,sanft::A,намчы,bog
753,sanft::A,намчы,séimh
754,sanft::A,сымнаҕас,bog
755,sanft::A,сымнаҕас,séimh
756,hungrig::A,аччык,ocrach
757,krank::A,ыалдьар,tinn
758,krank::A,ыалдьар,breoite
759,nackt::A,сыгынньах,nocht
760,traurig::A,санаарҕабыллаах,brónach
761,lebendig::A,тыыннаах,beo
762,gut::A,үтүө,maith
763,gut::A,үчүгэй,maith
764,schlecht::A,куһаҕан,dona
765,schlecht::A,куһаҕан,droch-
