,Concept_ID,ja,te
713,acht::NUM,八,ఎనిమదు
714,acht::NUM,八つ,ఎనిమదు
715,neun::NUM,九,తొమ్మిది
716,neun::NUM,九つ,తొమ్మిది
717,zehn::NUM,十,పది
718,elf::NUM,十一,పదునొకొండు
719,zwölf::NUM,十二,పండ్రండు
720,zwanzig::NUM,二十,ఇరుపది
721,dreißig::NUM,三十,ముప్పది
722,vierzig::NUM,四十,నలువది
723,fünfzig::NUM,五十,ఏబది
724,sechzig::NUM,六十,అరుపది
725,siebzig::NUM,七十,డెబ్బది
726,achtzig::NUM,八十,ఎనుబది
727,neunzig::NUM,九十,తొంబది
728,hundert::NUM,百,నూఱు
729,tausend::NUM,千,వేయి
730,und::CNJ,-と,మఱియు
731,und::CNJ,そして,మఱియు
732,oder::CNJ,或いは,లేక
733,stehen::V,立っている,నిలుచు
734,sitzen::V,座っている,కూర్చుండు
735,liegen::V,横になっている,పండుకొనుట
736,hängen::V,掛かっている,వ్రేలాడదీయు
737,werden::V,なる,అగు
738,passieren::V,起こる,సంభవించు
739,beginnen::V,始まる,ఆరంభించు
740,enden::V,終わる,తీరుట
741,wechseln::V,変わる,మార్చు
742,aufgehen[Sonne]::V,出る,ఉదయించు
743,untergehen[Sonne]::V,沈む,అస్తమించు
744,scheinen[Sonne]::V,輝く,ప్రకాశించు
745,donnern::V,雷が鳴る,ఉరుముట
746,wehen::V,吹く,దురద్పప్టము
747,strömen::V,流れる,పారుట
748,fließen::V,流れる,ప్రవహించు
749,sich drehen::V,回転する,తిరుగు
750,schwanken::V,揺れる,ఆడించుట
751,schwingen::V,振動する,ఊగుట
752,fallen::V,落ちる,పడు
753,brennen::V,燃える,కాలుట
754,rauchen::V,煙を出す,పొగసుట
755,regnen::V,雨が降る,కురిపించుట
756,gefrieren::V,凍る,గడ్డకట్టు
757,tauen::V,溶ける,కరగు
758,schmelzen::V,溶ける,కరగు
759,trocknen::V,乾く,యెండుట
760,sieden::V,沸く,ఉడుకు
761,faulen::V,腐る,క్రుళ్లు
762,verfaulen::V,朽ちる,క్షిణించు
763,reißen::V,切れる,చించు
764,versinken::V,沈む,మునుగు
765,vergehen::V,経つ,సంభవించు
766,erscheinen::V,現れる,కనబడు
767,verschwinden::V,消える,అదృశ్యమగు
768,sinken::V,下がる,ముణుగుట
769,abnehmen::V,減る,తగ్గు
770,zunehmen::V,増える,పెరుగుట
771,steigen::V,上がる,లేచు
772,wachsen::V,伸びる,పెరుగు
773,glänzen::V,輝く,ప్రకాశించు
774,funkeln::V,ぴかぴか光る,ప్రకాశించు
775,lärmen::V,騒ぐ,అరుచుట
776,läuten::V,鳴る,మేళవించుట
777,klingeln::V,鳴る,వాయించుట
778,klirren::V,がらんがらんと鳴る,ఘంటానాదము
779,brausen::V,逆巻く,గర్జించు
780,rauschen::V,戦ぐ,చటచటమనుట
781,klingen::V,鳴る,ధ్వనించుట
782,bellen::V,吠える,అఱచు
783,heulen::V,きゃんきゃん鳴く,కూయు
784,blasen::V,吹く,దురద్పప్టము
785,pfeifen::V,口笛を吹く,ఈలవేయు
786,schreien::V,叫ぶ,అఱచు
787,stöhnen::V,うめく,మూలుగు
788,zittern::V,震える,వణకు
789,leben::V,生きている,జీవించుట
790,geboren werden::V,生まれる,పుట్టుట
791,atmen::V,呼吸する,ఉపిరి తీయు
792,trinken::V,飲む,త్రాగు
793,essen::V,食べる,తిను
794,schlucken::V,飲み込む,మ్రింగు
795,müde werden::V,眠くなる,అలయు
796,einschlafen::V,寝付く,నిద్రించు
797,schlafen::V,眠る,నిద్రురించు
798,aufwachen::V,目が覚める,మేలుకొను
799,aufstehen::V,起きる,లేచు
800,sich erholen::V,休養する,నడ్డి వాల్చు
801,krank werden::V,病気になる,జబ్బుపడు
802,krank sein::V,病気である,జబ్బు చేయు
803,schmerzen::V,痛む,నొచ్చుట
804,husten::V,咳をする,దగ్గుట
805,genesen::V,元気になる,కుదురుట
806,sterben::V,死ぬ,మరణించు
807,sterben::V,亡くなる,మరణించు
808,umkommen::V,死亡する,నశించు
809,sich bewegen::V,移動する,కదలు
810,sich rühren::V,動く,కదలు
811,sich erheben::V,立ち上がる,లేచు
812,sich setzen::V,座る,కూర్చుణ్డు
813,hinfallen::V,転ぶ,దొర్లు
814,laufen::V,歩く,నడచు
815,schreiten::V,跨ぐ,అడుగుపెట్టుట
816,spazierengehen::V,散歩する,పచారు చేయు
817,eilen::V,急ぐ,తొందరపడు
818,sich beeilen::V,焦る,త్వరపెట్టు
819,sausen::V,疾駆する,విసరికొట్టు
820,rennen::V,走る,పరుగెత్తు
821,springen::V,跳ぶ,దుముకు
822,klettern::V,よじ登る,ఎక్కు
823,schaukeln::V,ぶらんこに乗る,ఉయ్యాల ఊగు 
824,kriechen::V,這う,ప్రాకు
825,schwimmen::V,泳ぐ,ఈదు
826,tauchen::V,潜る,మునుగు
827,rudern::V,漕ぐ,తెడ్లతోఁగడపు
828,fahren::V,行く,నడపు
829,fahren::V,乗車する,నడపు
830,fliegen::V,飛ぶ,ఎగురు
831,gehen::V,行く,పోవు
832,weggehen::V,立ち去る,బయలుదేరు
833,abfahren::V,出発する,విడిచిపోవు
834,anhalten::V,止まる,నిలుపు
835,hineingehen::V,入る,ప్రవేశించు
836,eintreten::V,中に入る,ప్రవేశించు
837,kommen::V,来る,వచ్చు
838,ankommen::V,着く,వచ్చి చేరు
839,ankommen::V,到着する,వచ్చి చేరు
840,zurückkommen::V,帰る,తిరిగీవచ్చుట
841,bleiben::V,留まる,ఉండు
842,warten::V,待つ,కనిపెట్టు
843,erwarten::V,期待する,నిరిక్షించు
844,suchen::V,探る,వెదకు
845,finden::V,見つける,కనుగొను
846,versuchen::V,試す,ప్రయత్నించు
847,vorbereiten::V,準備する,తయారుచేయు
848,lieben::V,愛する,ప్రేమించు
849,mögen::V,好きである,ఇష్టపడు
850,lachen::V,笑う,నవ్వు
851,rühren::V,感情を動かす,గుండె తాకు
852,weinen::V,泣く,వీడ్చు
853,schimpfen::V,叱る,గొణుగు
854,sich ärgern::V,怒る,అలుగు
855,sich ärgern::V,腹を立てる,అలుగు
856,sich fürchten::V,怖がる,భయపడు
857,fürchten::V,恐れる,భయపడు
858,fliehen::V,逃げる,పాఱిపోపు
859,flüchten::V,逃亡する,తప్పించుకొను
860,sehen::V,見る,చూచు
861,anschauen::V,眺める,చూచు
862,ansehen::V,見る,కాచియుండు
863,hören::V,聞く,విను
864,zuhören::V,聴く,విను
865,probieren::V,食べてみる,చవిచూచుట
866,riechen::V,気取る,వాసనచూచు
867,fühlen::V,感じる,స్పర్శించుట
868,scheinen::V,ように見える,కనబడు
869,zu sehen sein::V,見える,చూవు
870,vernehmen::V,承る,విను
871,frieren::V,寒気がする,చలికి వడకు
872,tun::V,する,చేయు
873,können::V,出来る,గల
874,wollen::V,-たい,కోరు
875,anfangen::V,始める,ఆరంభించు
876,beenden::V,終える,ముగించు
877,aufhören::V,止める,నిలుపు
878,gelingen::V,成功する,గెలుపాందు
879,geraten::V,当たる,వెలువడు
880,öffnen::V,開く,తెఱచు
881,öffnen::V,開ける,తెఱచు
882,schließen::V,閉める,మూయు
883,stellen::V,置く,ఉంచు
884,stellen::V,据える,ఉంచు
885,setzen::V,座らせる,ఉంచు
886,legen::V,置く,పెట్టు
887,berühren::V,触る,తాకు
888,berühren::V,触れる,తాకు
889,verbinden::V,結びつける,చేర్చుట
890,bedecken::V,覆う,మూయు
891,aufhängen::V,掛ける,వ్రేలాడదీయు
892,anzünden::V,燃やす,వెలిగించు
893,anzünden::V,火をつける,వెలిగించు
894,aufheben::V,拾う,సేకరించు
895,zurücklassen::V,残す,విడుచు
896,verlieren::V,無くす,పోగొట్టుకొను
897,fallen lassen::V,落とす,జాఱవిడుచు
898,machen::V,作る,చేయు
899,herstellen::V,製造する,ఉత్పత్తిచేయు
900,bauen::V,建設する,నిర్మించు
901,reparieren::V,直す,సరిచేయు
902,reparieren::V,修理する,సరిచేయు
903,verbessern::V,改良する,వృద్ధి చేయు
904,ändern::V,変える,మార్చు
905,graben::V,掘る,త్రవ్వు
906,beugen::V,折る,వంచు
907,biegen::V,曲げる,వంచు
908,drehen::V,回す,నూలువడుకు
909,wenden::V,裏返す,త్రిప్పు
910,umdrehen::V,裏返す,త్రిప్పు
911,heben::V,挙げる,ఎత్తు
912,hochheben::V,持ち上げる,ఎత్తు
913,ergreifen::V,取り上げる,వశపఱచుకొను
914,halten::V,持つ,ఉంచు
915,drücken::V,押す,అణచు
916,schieben::V,ずらす,నొక్కు
917,kratzen::V,引っ掻く,గోకు
918,lecken::V,なめる,నాకు
919,beißen::V,噛む,కఱచు
920,abreißen::V,剝ぎ取る,తెగతెంచు
921,abschneiden::V,切り取る,తెగకొట్టు
922,binden::V,縛る,కట్టు
923,stecken::V,差し込む,తగులుకొనివుండుట
924,brechen::V,破る,పగులగొట్టు
925,klopfen::V,とんとん叩く,కొట్టు
926,hauen::V,叩く,కొట్టు
927,kleben::V,貼る,అంటుకొను
928,kleben::V,くっ付ける,అంటుకొను
929,reiben::V,擦る,రాచు
930,streichen::V,塗る,వ్యాపింపజేయు
931,schleifen::V,研ぐ,రాచు
932,schneiden::V,切る,కోయు
933,rütteln::V,揺さぶる,కుదిలించుట
934,schütteln::V,振る,కదల్చు
935,schütteln::V,揺さぶる,కదల్చు
936,schwenken::V,振る,ఊచుట
937,schütten::V,注ぐ,పోయు
938,füllen::V,いっぱいにする,నింపు
939,einwickeln::V,包む,చుట్టు
940,tragen::V,運ぶ,మోయు
941,schleppen::V,引きずる,ఈడ్చు
942,ziehen::V,引く,ఈడ్చు
943,aufbewahren::V,預かる,కాపాడు
944,werfen::V,投げる,విసరు
945,fangen::V,受ける,పట్టుకొను
946,packen::V,掴む,పట్టుకొను
947,verstecken::V,隠す,దాచు
948,teilen::V,分ける,భాగించు
949,schicken::V,送る,పంపు
950,bringen::V,持って行く,తెచ్చు
951,hinzufügen::V,加える,చేర్చు
952,bekommen::V,得る,సంపాదించు
953,erhalten::V,受ける,పుచ్చుకొను
954,nehmen::V,取る,తీసికొను
955,wählen::V,選ぶ,ఇష్టపడు
956,auswählen::V,選ぶ,ఏరుకొను
957,bewahren::V,保存する,భద్రపఱుచు
958,behindern::V,妨害する,అడ్డగించుట
959,verderben::V,台無しにする,చెఱచు
960,beschädigen::V,損傷する,చెరుపుట
961,zerbrechen::V,割る,పగులగొట్టు
962,zerreißen::V,引き裂く,చించు
963,zerstören::V,破壊する,వాశనము చేయు
964,verbrennen::V,焼く,కాల్చు
965,geben::V,上げる,ఇచ్చు
966,reichen::V,渡す,అందుకొనుట
967,schenken::V,贈る,అర్పించు
968,versprechen::V,約束する,వాగ్దత్తము చేయు
969,wünschen::V,望む,కోరు
970,loben::V,褒める,స్తుతించు
971,küssen::V,キスする,ముద్దుపెట్టుకొను
972,wiegen::V,揺する,ఊచుట
973,zudecken::V,覆う,మూయు
974,wecken::V,起こす,నిద్రపలేపుట
975,zeigen::V,見せる,చూవు
976,führen::V,案内する,దారిచూపు
977,lehren::V,教える,బోధించు
978,unterrichten::V,通知する,నేర్పు
979,aufziehen::V,育てる,పెంచు
980,leiten::V,導く,తీసుకపోవుట
981,antreiben::V,励ます,ప్రేరేపించు
982,lassen::V,～させる,అనుమతించు
983,einladen::V,誘う,ఆహ్వానించు
984,einladen::V,招待する,ఆహ్వానించు
985,vereinigen::V,一つにする,కూడుట
986,besuchen::V,訪ねる,పోయి చూచు
987,treffen::V,出会う,కలియు
988,sich versammeln::V,集まる,కూర్చు
989,spielen::V,遊ぶ,ఆట లాడు
990,singen::V,歌う,పాడు
991,tanzen::V,踊る,నృత్యముచేయు
992,sich trennen::V,別れる,ఎడబాయుట
993,verlassen::V,別れる,విడుచు
994,retten::V,救う,తప్పించుట
995,retten::V,助ける,తప్పించుట
996,bewachen::V,見張る,కాపాడు
997,bewachen::V,軽微する,కాపాడు
998,schützen::V,保護する,రక్షించు
999,verteidigen::V,守る,రక్షించు
1000,sich schlagen::V,殴る,జగడమాడు
1001,schießen::V,撃つ,కాల్చు
1002,siegen::V,勝つ,గెలుచు
1003,ärgern::V,怒らせる,పీడించుట
1004,schlagen::V,殴る,కొట్టు
1005,treten::V,蹴る,తన్ను
1006,stechen::V,突く,కుట్టు
1007,stoßen::V,突く,గెంటు
1008,stehlen::V,盗る,దొంగిలించు
1009,stören::V,構う,కలతపఱచు
1010,belästigen::V,邪魔する,పీడించు
1011,verbergen::V,隠す,దాచు
1012,täuschen::V,だます,మోసము చేయు
1013,betrügen::V,だます,మోసపుచ్చు
1014,töten::V,殺す,చంపు
1015,wohnen::V,住む,నివసించు
1016,arbeiten::V,働く,పనిచేయు
1017,sammeln::V,集める,ప్రోగుచేయు
1018,sammeln::V,収集する,ప్రోగుచేయు
1019,pflücken::V,摘む,యేరుట
1020,jagen::V,狩りをする,వేటాడు
1021,fischen::V,釣る,వెదకు
1022,fassen::V,捕る,పట్టుకొమ
1023,hüten::V,放牧する,మందచేరుట
1024,treiben::V,追う,నడపు
1025,anbinden::V,繋ぐ,కట్టు
1026,füttern::V,餌をやる,భోజనము పెట్టు
1027,melken::V,搾乳する,పాలు పితుకు
1028,hacken::V,刻む,నఱకు
1029,gießen::V,水をやる,నీళ్ళుకట్టుట
1030,reifen::V,熟す,పండుట
1031,zubereiten::V,調理する,వండు
1032,kochen::V,煮る,వండు
1033,backen::V,焼く,రొట్టెకాల్చు
1034,braten::V,焼く,వేపు
1035,braten::V,炒める,వేపు
1036,umrühren::V,混ぜる,కదులుట
1037,stricken::V,編む,అల్లు
1038,nähen::V,縫う,కుట్టు
1039,färben::V,染める,రంగు వేయు
1040,reinigen::V,掃除する,శుభ్రము చేయు
1041,waschen::V,洗う,కడుగు
1042,waschen::V,洗濯する,కడుగు
1043,abwischen::V,拭く,తుడుచు
1044,spülen::V,洗う,నీటిలో జడించు
1045,spülen::V,すすぐ,నీటిలో జడించు
1046,fegen::V,掃除する,ఊడ్చు
1047,kehren::V,掃く,ఊడ్చు
1048,baden::V,入浴する,స్నానము చేయు
1049,sich waschen::V,洗う,కడుగు
1050,ausziehen::V,脱ぐ,విప్పు
1051,anziehen::V,着る,ధరించు
1052,sich anziehen::V,着る,బట్టలు వేసుకొను
1053,sich anziehen::V,着る,తొడుగుకొను
1054,kämmen::V,梳く,దువ్వుట
1055,schmücken::V,飾る,అలంకరించు
1056,sagen::V,言う,చెప్పు
1057,sprechen::V,話す,చెప్పు
1058,reden::V,話す,మాటలాడు
1059,sich unterhalten::V,話をする,ముచ్చటలాడు
1060,fragen::V,聞く,ప్రశ్నించు
1061,bitten::V,頼む,కోరు
1062,bitten::V,お願いする,కోరు
1063,erzählen::V,物語る,చెప్పు
1064,mitteilen::V,伝える,తెలియజేయు
1065,nennen::V,名づける,పేరు వెట్టు
1066,rufen::V,呼ぶ,పిలుచు
1067,prahlen::V,自慢する,జల్లి
1068,übersetzen::V,訳す,తర్జుమాచేయు
1069,denken::V,考える,ఆలోచించు
1070,glauben::V,信じる,నమ్ము
1071,bemerken::V,気が付く,గుర్తించు
1072,erkennen::V,認識する,గుర్తించు
1073,begreifen::V,分かる,గ్రహించు
1074,verstehen::V,聞き取る,గ్రహించు
1075,lernen::V,学ぶ,నేర్చు కొను
1076,lernen::V,勉強する,నేర్చు కొను
1077,wissen::V,知っている,తెలిసికొను
1078,sich erinnern an::V,思い出す,జ్ఞాపకముంచుకొను
1079,vergessen::V,忘れる,మఱచిపోవు
1080,messen::V,計る,కొలుచుట
1081,messen::V,測定する,కొలుచుట
1082,zählen::V,数える,లెక్కపెట్టు
1083,rechnen::V,計算する,లెక్కపెట్టు
1084,lesen::V,読む,చదువు
1085,malen::V,描く,పూనుట
1086,zeichnen::V,写生する,వ్రాసుట
1087,schreiben::V,書く,వ్రాయు
1088,besitzen::V,所持する,కలిగియుండు
1089,kaufen::V,買う,కొను
1090,verkaufen::V,売る,అమ్ము
1091,bezahlen::V,払う,చెల్లించు
1092,zahlen::V,支払う,చెల్లించు
1093,beherrschen::V,支配する,ఏలు
1094,ertragen::V,耐える,భరించు
