,Concept_ID,sl,ku
813,passieren::V,zgodíti se,hatin serê kesî
814,beginnen::V,začéti se,li dest pêkirin
815,enden::V,končáti se,xalas bû
816,wechseln::V,ménjati se,guherandin
817,wechseln::V,ménjati se,dêgiş kirin
818,aufgehen[Sonne]::V,vzíti,hilatin
819,untergehen[Sonne]::V,zaíti,çun ava
820,scheinen[Sonne]::V,sijáti,şewk de
821,donnern::V,grméti,gire-gir
822,wehen::V,píhati,ba le de
823,strömen::V,líti,xwe girtin
824,fließen::V,têči,herikîn
825,sich drehen::V,vrtéti se,xwe zivirandin
826,schwanken::V,kolébati,hejandin
827,schwingen::V,níhati,libakirin
828,fallen::V,pádati,ketin
829,brennen::V,goréti,şewitîn
830,rauchen::V,kadíti se,kişandin
831,regnen::V,deževáti,bahran tê
832,gefrieren::V,zmŕzniti,qefilandin
833,tauen::V,tájati,helandin
834,schmelzen::V,kopnéti,helandin
835,trocknen::V,sušíti se,zuwabûn
836,sieden::V,kipéti,kelîn
837,faulen::V,gníti,xerabûn
838,verfaulen::V,zgníti,xerabûn
839,reißen::V,tŕgati se,jêkirin
840,versinken::V,pogrézniti se,xerq bûn
841,vergehen::V,miníti,derbas bûn
842,erscheinen::V,pojáviti se,peyda bûn
843,verschwinden::V,izgíniti,wendabûn
844,sinken::V,péšati,noq bûn
845,abnehmen::V,pojémati,kêm bûn
846,zunehmen::V,véčati se,qelew bûn
847,zunehmen::V,množíti se,qelew bûn
848,steigen::V,dvígati se,hildan
849,wachsen::V,rásti,mezin bûn
850,glänzen::V,sijáti,biriqîn
851,funkeln::V,ískriti se,çikisîn
852,lärmen::V,ropotáti,guşîn
853,lärmen::V,razgrájati,guşîn
854,läuten::V,zvoníti,lê de
855,klingeln::V,zvončkljáti,sîl dan
856,klingeln::V,zvončkljáti,ringerin
857,klirren::V,žvenketáti,zingzing hat
858,brausen::V,šuméti,guşîn
859,rauschen::V,šuštéti,guşîn
860,rauschen::V,šelestéti,guşîn
861,klingen::V,zvenéti,deng pe ketin
862,bellen::V,lájati,kewtîn
863,heulen::V,zavíjati,ûrîn
864,blasen::V,píhniti,puf kirin
865,pfeifen::V,pískati,fîkandin
866,pfeifen::V,žvížgati,fîkandin
867,schreien::V,kričáti,qîrîn
868,stöhnen::V,stókati,nalîn
869,zittern::V,drgetáti,hejîn
870,leben::V,živéti,jihîn
871,geboren werden::V,rodíti se,hatin dinyê
872,geboren werden::V,rodíti se,bûn
873,atmen::V,díhati,hilmijîn
874,trinken::V,píti,vexwarin
875,essen::V,jésti,xwarin
876,schlucken::V,požírati,daqulbandin
877,müde werden::V,péšati,betilîln
878,müde werden::V,péšati,qerimîn
879,müde werden::V,utrúditi se,betilîln
880,müde werden::V,utrúditi se,qerimîn
881,einschlafen::V,zaspáti,razan
882,schlafen::V,spáti,razan
883,schlafen::V,spáti,razandin
884,aufwachen::V,zbudíti se,şiyarbûn
885,aufstehen::V,vstáti,rabûn
886,sich erholen::V,oddahníti se,baş bûn
887,krank werden::V,oboléti,nexweş kêt
888,krank sein::V,bíti bolán,nexweş bû
889,schmerzen::V,boléti,êşandin
890,husten::V,kášljati,kuxin
891,genesen::V,okrévati,baş bûn
892,sterben::V,umréti,mirin
893,umkommen::V,pogíniti,mirin
894,sich bewegen::V,zganíti se,leqîn
895,sich rühren::V,premakníti se,leqîn
896,sich erheben::V,vstájati,rabûn
897,sich erheben::V,vzdígniti se,rabûn
898,sich setzen::V,sésti,runiştin
899,hinfallen::V,pásti dôl,kêtin
900,laufen::V,hodíti,meşîn
901,schreiten::V,stópati,meşkirin
902,spazierengehen::V,na sprehòd íti,gerandin
903,eilen::V,drvéti,lezandin
904,sich beeilen::V,hitéti,zûkirin
905,sausen::V,dírkati,fîzîn
906,rennen::V,dírjati,baz dan
907,springen::V,skákati,hilpekîn
908,klettern::V,plézati,hilperikîn
909,schaukeln::V,kolébati,lorandin
910,kriechen::V,pláziti se,xuşandin
911,schwimmen::V,plávati,avjenîn
912,tauchen::V,potápljati se,qutxuyardin
913,tauchen::V,potápljati se,noqîn
914,rudern::V,vesláti,qaîq ajotin
915,fahren::V,vozíti se,ajotin
916,fahren::V,peljáti se,ajotin
917,fliegen::V,létati,firîn
918,gehen::V,íti,çûn
919,weggehen::V,odíti,çûn
920,abfahren::V,odpeljáti se,çûyin
921,anhalten::V,ustáviti se,rawestîn
922,hineingehen::V,íti nóter,ketin hundir
923,eintreten::V,vstopíti,têketin
924,kommen::V,príti,hatin
925,ankommen::V,prispéti,gihan
926,ankommen::V,prispéti,gihîştin
927,ankommen::V,prihájati,gihan
928,ankommen::V,prihájati,gihîştin
929,zurückkommen::V,vrníti se,vegerandin
930,bleiben::V,ostáti,sekinîn
931,warten::V,čákati,payîn
932,erwarten::V,pričakováti,payîn
933,suchen::V,iskáti,lêgerîn
934,finden::V,nájti,peyda kirin
935,versuchen::V,poskúšati,çeribandin
936,vorbereiten::V,pripráviti,amade kirin
937,lieben::V,ljubíti,hez kirin
938,mögen::V,márati,dil kirin
939,lachen::V,smejáti se,kenîn
940,rühren::V,ganíti,hêjan
941,weinen::V,jókati,girîn
942,weinen::V,plákati,girîn
943,schimpfen::V,psováti,pevçûn
944,schimpfen::V,zmérjati,pevçûn
945,sich ärgern::V,jezíti se,enirîn
946,sich fürchten::V,báti se,tirsîn
947,fürchten::V,báti se,tirsin
948,fliehen::V,bežáti,bazdan
949,flüchten::V,pobégniti,revîn
950,sehen::V,vídeti,dîtin
951,anschauen::V,oglédati,sêr kirin
952,ansehen::V,glédati,hesibandin
953,hören::V,slíšati,guhdar jirin
954,zuhören::V,poslúšati,guhdarî kirin
955,probieren::V,poskúšati,tehm kirin
956,riechen::V,dúhati,bihn kirin
957,fühlen::V,čutíti,hîs kirin
958,scheinen::V,zdéti se,xoyer kir
959,zu sehen sein::V,vídeti se,diyar bûn
960,vernehmen::V,čúti,bihîstin
961,frieren::V,zébsti,qerişîn
962,tun::V,délati,kirin
963,können::V,môči,karin
964,wollen::V,hotéti,xwestîn
965,anfangen::V,začéti,dest pêkirin
966,beenden::V,dokončáti,xelas kirin
967,aufhören::V,prenéhati,xelas kirin
968,gelingen::V,uspéti,çe bûn
969,gelingen::V,posréčiti se,çe bûn
970,geraten::V,obnêsti se,qewîmîn
971,öffnen::V,odpréti,vekirin
972,schließen::V,zapréti,girtin
973,stellen::V,postáviti,danîn
974,setzen::V,posadíti,rûniştin
975,legen::V,položíti,danîn
976,legen::V,položíti,razandin
977,berühren::V,dotíkati se,lêketin
978,verbinden::V,obvézati,anîn pê
979,bedecken::V,pokríti,sergirtin
980,aufhängen::V,obésiti,aliqandin
981,anzünden::V,zažgáti,pêxistin
982,aufheben::V,vzdígniti,hildan
983,zurücklassen::V,zapustíti,hiştin
984,zurücklassen::V,zapustíti,vehiştin
985,verlieren::V,izgubíti,wendakirin
986,fallen lassen::V,navréči,xistin bixe
987,fallen lassen::V,navréči,xistin
988,machen::V,naredíti,kirin
989,machen::V,naredíti,çêkirin
990,machen::V,napráviti,kirin
991,machen::V,napráviti,çêkirin
992,herstellen::V,izdélati,çê kirin
993,herstellen::V,izdélati,peyda kirin
994,bauen::V,gradíti,lêkirin
995,reparieren::V,popráviti,veherînerîn
996,verbessern::V,izbóljšati,sererastkirin
997,ändern::V,spremeníti,degiş kirin
998,graben::V,kopáti,kolandin
999,graben::V,grêbsti,kolandin
1000,beugen::V,upogníti,tewîn
1001,beugen::V,upogníti,xwar kirin
1002,biegen::V,zavíjati,tewandin
1003,biegen::V,zavíjati,xwarkirin
1004,drehen::V,vrtéti,fitilandin
1005,wenden::V,obrníti,zivîrin
1006,umdrehen::V,zasúkati,vegerandin
1007,heben::V,dvígati,hildan
1008,hochheben::V,privzdígniti,hildan
1009,ergreifen::V,zgrábiti,dest avêtin
1010,halten::V,držáti,hîştin
1011,halten::V,držáti,sekinîn
1012,drücken::V,tiščáti,pêl kirin
1013,schieben::V,ríniti,damdan
1014,kratzen::V,práskati,xurandin
1015,lecken::V,lízati,alastin
1016,beißen::V,grísti,gez kirin
1017,abreißen::V,odtŕgati,hilşandin
1018,abschneiden::V,odrézati,jêkirin
1019,binden::V,vézati,girêdan
1020,stecken::V,vtakníti,têxistin
1021,brechen::V,lomíti,şikandin
1022,klopfen::V,tólči,kutandin
1023,hauen::V,séči,li dan
1024,kleben::V,lépiti,zeliqîn
1025,kleben::V,lépiti,şirêz kirin
1026,reiben::V,tréti,firikandin
1027,reiben::V,dŕgniti,firikandin
1028,streichen::V,namázati,bax dan
1029,schleifen::V,brúsiti,çarkirin
1030,schneiden::V,rézati,jêkirin
1031,rütteln::V,strésti,hejandin
1032,schütteln::V,majáti,daweşîn
1033,schwenken::V,obrníti,têwdan
1034,schütten::V,sípati,rijandin
1035,füllen::V,napolníti,dagirtin
1036,einwickeln::V,zavíti,pêçandin
1037,tragen::V,nêsti,kişandin
1038,tragen::V,nêsti,rajtin
1039,schleppen::V,vláčiti,kişandin
1040,ziehen::V,vléči,kişandin
1041,aufbewahren::V,shranjeváti,hilandin
1042,werfen::V,lúčati,avêtin
1043,fangen::V,ujéti,sem kirin
1044,fangen::V,ujéti,girtin
1045,packen::V,prijéti,pê girtin
1046,verstecken::V,skríti,hîlanin
1047,teilen::V,razdelíti,parvekirin
1048,schicken::V,pošíljati,şandin
1049,bringen::V,prinêsti,anîn
1050,bringen::V,prinêsti,birin
1051,hinzufügen::V,pristáviti,dan ser
1052,hinzufügen::V,pristáviti,li tiştekî zêde kirin
1053,bekommen::V,dobíti,standin
1054,erhalten::V,prejéti,standin
1055,nehmen::V,vzéti,girtin
1056,wählen::V,izbírati,ray dan
1057,auswählen::V,izbráti,bijartin
1058,bewahren::V,ohraníti,rê li ber girtin
1059,bewahren::V,ohraníti,lê xwedî derketin
1060,behindern::V,ovírati,bara wi
1061,verderben::V,pokváriti,heram bûn
1062,beschädigen::V,poškodováti,xerab kirin
1063,zerbrechen::V,razlomíti,şikênandin
1064,zerbrechen::V,razlomíti,perçe kirin
1065,zerreißen::V,raztŕgati,qelişandin
1066,zerstören::V,razrúšiti,hilşandin
1067,verbrennen::V,sežgáti,şewitandin
1068,geben::V,dáti,dan
1069,geben::V,dáti,dayin
1070,reichen::V,séči,besbûn
1071,reichen::V,séči,têrkirin
1072,reichen::V,molíti,besbûn
1073,reichen::V,molíti,têrkirin
1074,schenken::V,podáriti,diyarî kirin
1075,versprechen::V,obljubíti,soz dan
1076,wünschen::V,vóščiti,dil kirin
1077,loben::V,hváliti,pesinandin
1078,küssen::V,poljubováti,maçkirin
1079,wiegen::V,zíbati,lorandin
1080,wiegen::V,zíbati,wezinandin
1081,zudecken::V,pokríti,nixumandin
1082,wecken::V,zbudíti,bixwe hesandin
1083,zeigen::V,pokázati,şanîdan
1084,führen::V,vêsti,raber kirin
1085,lehren::V,učíti,hîn kirin
1086,unterrichten::V,poučeváti,ders dan
1087,aufziehen::V,vzgojíti,mesinkirin
1088,leiten::V,uprávljati,rêberî kirin
1089,antreiben::V,goníti,bezandin
1090,lassen::V,povzročíti,berdan
1091,lassen::V,povzročíti,hiştin
1092,einladen::V,povábiti,dawet kirin
1093,vereinigen::V,zdrúžiti,bi yek kirin
1094,besuchen::V,obiskáti,mêvan bûn
1095,treffen::V,pogodíti,rast hatin
1096,sich versammeln::V,zbráti se,li hev çivîn
1097,spielen::V,igráti se,listin
1098,singen::V,péti,stran
1099,tanzen::V,plésati,reqisîn
1100,sich trennen::V,ločíti se,hew berdan
1101,verlassen::V,zapustíti,tanê hişt
1102,verlassen::V,zapustíti,bêkes
1103,retten::V,réšiti,rihakirin
1104,bewachen::V,strážiti,raçavkirin
1105,schützen::V,sčítiti,hemet kirin
1106,verteidigen::V,braníti,paraztin
1107,sich schlagen::V,têpsti se,li hev bezîn
1108,schießen::V,stréljati,agir kirin
1109,siegen::V,zmágati,biser ketin
1110,ärgern::V,jezíti,xeyirandin
1111,ärgern::V,razbúriti,xeyirandin
1112,schlagen::V,têpsti,lêdan
1113,schlagen::V,têpsti,lêxistin
1114,schlagen::V,udáriti,lêdan
1115,schlagen::V,udáriti,lêxistin
1116,treten::V,teptáti,têlekirin
1117,stechen::V,ubôsti,têrekirin
1118,stoßen::V,peháti,lêketin
1119,stoßen::V,drégniti,lêketin
1120,stehlen::V,ukrásti,dizîn
1121,stehlen::V,ukrásti,dizî birin
1122,stehlen::V,pokrásti,dizîn
1123,stehlen::V,pokrásti,dizî birin
1124,stören::V,motíti,aciz kirin
1125,belästigen::V,nadlegováti,li tela yeki ketin
1126,verbergen::V,skríti,veşartin
1127,verbergen::V,skríti,kemîndanîn
1128,täuschen::V,slepíti,xapandin
1129,täuschen::V,slepíti,lê zexeli kirin
1130,betrügen::V,várati,xapandin
1131,betrügen::V,ogoljufáti,xapandin
1132,töten::V,ubíti,kûştin
1133,wohnen::V,prebívati,rûniştin
1134,arbeiten::V,délati,kar kirin
1135,arbeiten::V,délati,şêxulin
1136,sammeln::V,zbráti,komkirin
1137,pflücken::V,obráti,çinîn
1138,jagen::V,lovíti,nêçîr kirin
1139,fischen::V,ribáriti,masî girtin
1140,fassen::V,zajéti,pê girtin
1141,fassen::V,zajéti,sêm kirin
1142,hüten::V,pásti,hei jê man
1143,treiben::V,pogánjati,bêherandin
1144,anbinden::V,privézati,tewilandin
1145,füttern::V,kŕmiti,xwarine dan lê
1146,melken::V,mólsti,dotin
1147,hacken::V,sékati,kolandin
1148,gießen::V,ulíti,av dan
1149,reifen::V,zoréti,kemilîn
1150,zubereiten::V,pripráviti,çe kirin
1151,kochen::V,kúhati,xwarin çe kirin
1152,kochen::V,kúhati,kelandin
1153,backen::V,cvréti,pijandin
1154,braten::V,pêči,qelandin
1155,braten::V,pêči,sor kirin
1156,umrühren::V,preméšati,têvdan
1157,stricken::V,plêsti,hûnan
1158,nähen::V,šívati,kêl kirin
1159,färben::V,bárvati,boyax kirin
1160,reinigen::V,očístiti,paqijkirin
1161,waschen::V,opráti,şuştin
1162,abwischen::V,obrísati,pakîj kirin
1163,spülen::V,splakováti,şuştin
1164,fegen::V,pométati,maliştin
1165,kehren::V,mésti,maliştin
1166,baden::V,kópati se,serîşûştin
1167,sich waschen::V,umíti se,serîşûştin
1168,ausziehen::V,izvléči,jê kirin
1169,anziehen::V,obléči,pê kirin
1170,sich anziehen::V,obléči se,xwe kirin
1171,kämmen::V,česáti,şeh kirin
1172,schmücken::V,okrasíti,xemilandin
1173,sagen::V,dejáti,gotin
1174,sagen::V,dejáti,peyivîn
1175,sprechen::V,govoríti,peyivîn
1176,reden::V,rêči,axaftin
1177,sich unterhalten::V,razgovárjati se,hev biştaxilin
1178,fragen::V,vprášati,pirsîn
1179,fragen::V,vprášati,pirs kirin
1180,bitten::V,prosíti,tika kirin
1181,erzählen::V,práviti,behs kirin
1182,mitteilen::V,naznániti,vegotin
1183,nennen::V,imenováti,bi nav kirin
1184,rufen::V,klícati,bakirin
1185,prahlen::V,baháti se,pesnê xwe dan
1186,übersetzen::V,prevêsti,qulibandin
1187,übersetzen::V,prevêsti,derbas kirin
1188,denken::V,mísliti,fikirîn
1189,glauben::V,verjéti,bawer bûn
1190,bemerken::V,opáziti,bala xwe dan
1191,bemerken::V,opáziti,çac lê ketin
1192,erkennen::V,spoznáti,pêhesîn
1193,begreifen::V,pôjmiti,fêmkirin
1194,verstehen::V,razuméti,fêmkirin
1195,lernen::V,učíti se,halmandin
1196,lernen::V,učíti se,fêrbun
1197,wissen::V,znáti,zanîn
1198,wissen::V,védeti,zanîn
1199,sich erinnern an::V,spómniti se,bir bûn
1200,vergessen::V,pozábiti,ji bir kirin
1201,messen::V,mériti,pê kanîn
1202,zählen::V,štéti,hejmardin
1203,rechnen::V,račúnati,hesibandin
1204,lesen::V,bráti,xwendin
1205,lesen::V,čítati,xwendin
1206,malen::V,slíkati,rengandin
1207,malen::V,slíkati,boyax kirin
1208,zeichnen::V,rísati,işaret kirin
1209,schreiben::V,písati,nivîsandin
1210,besitzen::V,iméti,hebûn
1211,kaufen::V,kupíti,kirîn
1212,verkaufen::V,prodáti,firotin
1213,bezahlen::V,pláčati,pere dan
1214,zahlen::V,plačeváti,pere dan
1215,zahlen::V,plačeváti,dayin
1216,beherrschen::V,obvládati,zebt kirin
1217,beherrschen::V,obvládati,hukim kirin
1218,ertragen::V,prenêsti,bihêzkirin
1219,Verstand::N,,fêm
