,Concept_ID,ja,lv
702,Gewicht::N,重さ,svars
703,Gewicht::N,重さ,smagums
704,Menge::N,量,лун
705,Menge::N,量,числӧ
706,Menge::N,量,masa
707,Menge::N,量,daudzums
708,Haufen::N,堆積,чукӧр
709,Haufen::N,堆積,čupa
710,Haufen::N,堆積,grēda
711,Haufen::N,堆積,kaudze
712,Reihe::N,並び,рад
713,Reihe::N,並び,rinda
714,Reihe::N,並び,virkne
715,Boot::N,ボート,пыж
716,Boot::N,ボート,laiva
717,Ruder::N,オール,пелыс
718,Ruder::N,オール,ӧпаснӧй
719,Ruder::N,オール,airis
720,Ruder::N,オール,irklis
721,Schlitten::N,そり,дадь
722,Schlitten::N,そり,ragavas
723,Ski::N,スキー,лызь
724,Ski::N,スキー,slēpe
725,Lagerfeuer::N,篝火,бипур
726,Lagerfeuer::N,篝火,ugunskurs
727,Last::N,荷物,сьӧкыдтор
728,Last::N,荷物,krava
729,Gang::N,歩み,мунӧм
730,Gang::N,歩み,ветлӧм
731,Gang::N,歩み,eja
732,Gang::N,歩み,gājums
733,Schritt::N,歩,воськов
734,Schritt::N,歩,воськовтӧм
735,Schritt::N,歩,solis
736,Norden::N,北,войвыв
737,Norden::N,北,ziemeļi
738,Süden::N,南,лунвыв
739,Süden::N,南,dienvidi
740,Westen::N,西,рытыв
741,Westen::N,西,rietumi
742,Osten::N,東,асыв
743,Osten::N,東,austrumi
744,Holz::N,木,пу
745,Holz::N,木,koks
746,Holz::N,木,koksne
747,Holz::N,木材,пу
748,Holz::N,木材,koks
749,Holz::N,木材,koksne
750,Brett::N,板,пӧв
751,Brett::N,板,dēlis
752,Platte::N,盤,плита
753,Platte::N,盤,plate
754,Platte::N,盤,plāksne
755,Stütze::N,支柱,пыкӧд
756,Stütze::N,支柱,мыджӧд
757,Stütze::N,支柱,balsts
758,Stütze::N,支柱,atspaids
759,Stange::N,棒,потш
760,Stange::N,棒,maikste
761,Stock::N,杖,бедь
762,Stock::N,杖,boze
763,Stock::N,杖,spieķis
764,Stab::N,棒,зир
765,Stab::N,棒,zizlis
766,Rohr::N,管,труба
767,Rohr::N,管,caurule
768,Haus::N,家,керка
769,Haus::N,家,māja
770,Heim::N,家,горт
771,Heim::N,家,mājas
772,Ofen::N,ストーブ,пач
773,Ofen::N,ストーブ,krāsns
774,Fußboden::N,床,джодж
775,Fußboden::N,床,grīda
776,Tisch::N,机,пызан
777,Tisch::N,机,galds
778,Stuhl::N,椅子,улӧс
779,Stuhl::N,椅子,krēsls
780,Wiege::N,揺籃,зыбка
781,Wiege::N,揺籃,šūpulis
782,Bett::N,ベッド,вольпась
783,Bett::N,ベッド,gulta
784,Regal::N,棚,джадж
785,Regal::N,棚,plaukts
786,Kiste::N,箱,куд
787,Kiste::N,箱,ящик
788,Kiste::N,箱,kaste
789,Kiste::N,箱,šķirsts
790,Fenster::N,窓,ӧшинь
791,Fenster::N,窓,logs
792,Tür::N,戸,ӧдзӧс
793,Tür::N,戸,durvis
794,Tür::N,ドア,ӧдзӧс
795,Tür::N,ドア,durvis
796,Tor::N,門,дзиръя
797,Tor::N,門,vārti
798,Zaun::N,垣根,потшӧс
799,Zaun::N,垣根,žogs
800,Dach::N,屋根,вевт
801,Dach::N,屋根,jumts
802,Leiter::N,梯子,пос
803,Leiter::N,梯子,kāpnes
804,Leiter::N,梯子,redeles
805,Besen::N,ほうき,рос
806,Besen::N,ほうき,slota
807,Spaten::N,スコップ,зыр
808,Spaten::N,スコップ,lāpsta
809,Schaufel::N,シャベル,тэльӧб
810,Schaufel::N,シャベル,liekšķere
811,Gabel::N,フォーク,вилки
812,Gabel::N,フォーク,dakšiņa
813,Löffel::N,スプーン,пань
814,Löffel::N,スプーン,karote
815,Messer::N,ナイフ,пурт
816,Messer::N,ナイフ,nazis
817,Nagel::N,釘,тув
818,Nagel::N,釘,кӧрт тув
819,Nagel::N,釘,nagla
820,Netz::N,網,тыв
821,Netz::N,網,tīkls
822,Haken::N,鉤,крук
823,Haken::N,鉤,āķis
824,Haken::N,鉤,kāsis
825,Haken::N,鉤,krampis
826,Haken::N,フック,крук
827,Haken::N,フック,āķis
828,Haken::N,フック,kāsis
829,Haken::N,フック,krampis
830,Griff::N,取っ手,нуд
831,Griff::N,取っ手,kāts
832,Griff::N,取っ手,rokturis
833,Schloss::N,錠,томан
834,Schloss::N,錠,aizslēgs
835,Bild::N,絵,серпас
836,Bild::N,絵,glezna
837,Figur::N,像,пертас
838,Figur::N,像,вежньӧг
