,Concept_ID,ja,lv
0,Auge::N,目,син
1,Auge::N,目,acs
2,Ohr::N,耳,пель
3,Ohr::N,耳,auss
4,Nase::N,鼻,ныр
5,Nase::N,鼻,deguns
6,Mund::N,口,вом
7,Mund::N,口,mute
8,Zahn::N,歯,пинь
9,Zahn::N,歯,zobs
10,Zunge::N,舌,кыв
11,Zunge::N,舌,mēle
12,Lippe::N,唇,вом дор
13,Lippe::N,唇,lūpa
14,Wange::N,頬,бан
15,Wange::N,頬,vaigs
16,Gesicht::N,顔,чужӧм
17,Gesicht::N,顔,seja
18,Gesicht::N,顔,ģīmis
19,Stirn::N,額,плеш
20,Stirn::N,額,кымӧс
21,Stirn::N,額,piere
22,Haar::N,髪,си
23,Haar::N,髪,юрси
24,Haar::N,髪,mats
25,Schnurrbart::N,口髭,ус
26,Schnurrbart::N,口髭,пыртсим
27,Schnurrbart::N,口髭,ūsas
28,Bart::N,髭,тош
29,Bart::N,髭,bārda
30,Kinn::N,顎,тшӧка
31,Kinn::N,顎,zods
32,Kinn::N,顎,smakrs
33,Kiefer[Anatomie]::N,顎,черлы
34,Kiefer[Anatomie]::N,顎,алака лы
35,Kiefer[Anatomie]::N,顎,вомкӧтш лы
36,Kiefer[Anatomie]::N,顎,žoklis
37,Kehle::N,喉,голя
38,Kehle::N,喉,rīkle
39,Hals::N,首,сьылі
40,Hals::N,首,kakls
41,Genick::N,首,юрбӧр
42,Genick::N,首,балябӧж
43,Genick::N,首,sprands
44,Kopf::N,頭,юр
45,Kopf::N,頭,galva
46,Rücken::N,背中,мыш
47,Rücken::N,背中,mugura
48,Bauch::N,腹,рушку
49,Bauch::N,腹,vēders
50,Bauch::N,お腹,рушку
51,Bauch::N,お腹,vēders
52,Nabel::N,へそ,гӧг
53,Nabel::N,へそ,naba
54,Busen::N,乳房,морӧс
55,Busen::N,乳房,krūts
56,Brust::N,胸,морӧс
57,Brust::N,胸,krūts
58,Schulter::N,肩,пельпом
59,Schulter::N,肩,plecs
60,Arm::N,腕,ки
61,Arm::N,腕,roka
62,Arm::N,腕,delms
63,Ellenbogen::N,肘,гырддза
64,Ellenbogen::N,肘,elkonis
65,Hand::N,手,ки
66,Hand::N,手,roka
67,Hand::N,手,plauksta
68,Handfläche::N,手のひら,ки пыдӧс
69,Handfläche::N,手のひら,delna
70,Handfläche::N,手のひら,plauksta
71,Finger::N,指,чунь
72,Finger::N,指,pirksts
73,Fingernagel::N,爪,гыж
74,Fingernagel::N,爪,nags
75,Nagel[Anatomie]::N,爪,гыж
76,Nagel[Anatomie]::N,爪,nags
77,Zeh::N,足の指,кок чунь
78,Zeh::N,足の指,pirksts
79,Fuß::N,足,кок
80,Fuß::N,足,kāja
81,Ferse::N,かかと,кокбӧр
82,Ferse::N,かかと,papēdis
83,Knie::N,膝,пидзӧс
84,Knie::N,膝,celis
85,Oberschenkel::N,上腿,лядьвей
86,Oberschenkel::N,上腿,бек
87,Oberschenkel::N,上腿,ciska
88,Oberschenkel::N,上腿,augšstilbs
89,Bein::N,足,кок
90,Bein::N,足,kāja
91,Körper::N,体,туша
92,Körper::N,体,вывтыр
93,Körper::N,体,miesa
94,Körper::N,体,ķermenis
95,Haut::N,皮膚,ку
96,Haut::N,皮膚,āda
97,Blut::N,血,вир
98,Blut::N,血,asins
99,Ader::N,血管,сӧн
100,Ader::N,血管,asinsvads
101,Sehne::N,腱,вез
102,Sehne::N,腱,dzīsla
103,Knochen::N,骨,лы
104,Knochen::N,骨,kauls
105,Gehirn::N,脳,вем
106,Gehirn::N,脳,smadzenes
107,Herz::N,心,сьӧлӧм
108,Herz::N,心,sirds
109,Herz::N,心臓,сьӧлӧм
110,Herz::N,心臓,sirds
111,Magen::N,胃,кынӧм
112,Magen::N,胃,kuņģis
113,Leber::N,肝臓,мус
114,Leber::N,肝臓,aknas
115,Atem::N,息,лов
116,Atem::N,息,elpa
117,Atem::N,呼吸,лов
118,Atem::N,呼吸,elpa
119,Hunger::N,空腹,тшыг
120,Hunger::N,空腹,bads
121,Hunger::N,空腹,izsalkums
122,Träne::N,涙,синва
123,Träne::N,涙,asara
124,Geschmack::N,味,кӧр
125,Geschmack::N,味,чӧсмӧс
126,Geschmack::N,味,garša
127,Geruch::N,匂い,зын
128,Geruch::N,匂い,дук
129,Geruch::N,匂い,smaka
130,Schlaf::N,睡眠,узьӧм
131,Schlaf::N,睡眠,miegs
132,Traum::N,夢,вӧт
133,Traum::N,夢,вӧтасьӧм
134,Traum::N,夢,sapnis
135,Himmel::N,空,енэж
136,Himmel::N,空,debess
137,Sonne::N,太陽,шонді
138,Sonne::N,太陽,saule
139,Mond::N,月,тӧлысь
140,Mond::N,月,mēness
141,Stern::N,星,кодзув
142,Stern::N,星,zvaigzne
143,Luft::N,空気,сынӧд
144,Luft::N,空気,gaiss
145,Wind::N,風,тӧв
146,Wind::N,風,vējš
147,Welle::N,波,гы
148,Welle::N,波,vilnis
149,Wasser::N,水,ва
150,Wasser::N,水,ūdens
151,Stein::N,石,из
152,Stein::N,石,akmens
153,Boden::N,土地,му
154,Boden::N,土地,augsne
155,Erde::N,土,му
156,Erde::N,土,му-ва
157,Erde::N,土,zeme
158,Staub::N,埃,бус
159,Staub::N,埃,putekļi
160,Rauch::N,煙,тшын
161,Rauch::N,煙,dūmi
162,Funke::N,火花,кинь
163,Funke::N,火花,би кинь
164,Funke::N,火花,dzirkstele
165,Feuer::N,火,би
166,Feuer::N,火,uguns
167,Licht::N,光,югӧр
168,Licht::N,光,gaisma
169,Schatten::N,陰,вуджӧр
170,Schatten::N,陰,ēna
171,Wetter::N,天気,поводдя
172,Wetter::N,天気,laiks
173,Nebel::N,霧,ру
174,Nebel::N,霧,онь
175,Nebel::N,霧,migla
176,Wolke::N,雲,кымӧр
177,Wolke::N,雲,mākonis
178,Regen::N,雨,зэр
179,Regen::N,雨,lietus
180,Schnee::N,雪,лым
181,Schnee::N,雪,sniegs
182,Eis::N,氷,йи
183,Eis::N,氷,ledus
184,Frost::N,霜,кӧдзыд
185,Frost::N,霜,sals
186,Kälte::N,寒さ,кӧдзыд
187,Kälte::N,寒さ,saltums
188,Kälte::N,寒さ,aukstums
189,Hitze::N,暑さ,пӧсь
190,Hitze::N,暑さ,гожӧд
191,Hitze::N,暑さ,karstums
192,Raureif::N,霧氷,пуж
193,Raureif::N,霧氷,гыӧр
194,Raureif::N,霧氷,sarma
195,Regenbogen::N,虹,ӧшкамӧшка
196,Regenbogen::N,虹,varavīksne
197,Donner::N,雷,гым
198,Donner::N,雷,pērkons
199,Strömung::N,流れ,ва ныр
200,Strömung::N,流れ,визувтӧм
201,Strömung::N,流れ,straume
202,Strömung::N,流れ,strāvojums
203,Tropfen::N,滴,войт
204,Tropfen::N,滴,lāse
205,Schaum::N,泡,быг
206,Schaum::N,泡,быгзьӧм
207,Schaum::N,泡,putas
208,Schmutz::N,汚れ,няйт
209,Schmutz::N,汚れ,dubļi
210,See::N,湖,ты
211,See::N,湖,ezers
212,Sumpf::N,沼,гыбад
213,Sumpf::N,沼,кад
214,Sumpf::N,沼,dumbrājs
215,Sumpf::N,沼,staignājs
216,Moor::N,湿原,нюр
217,Moor::N,湿原,purvs
218,Moor::N,湿原,muklājs
219,Wiese::N,草原,видз
220,Wiese::N,草原,pļava
221,Wald::N,森,вӧр
222,Wald::N,森,mežs
223,Hügel::N,丘,дзиб
224,Hügel::N,丘,мыльк
225,Hügel::N,丘,нӧрыс
226,Hügel::N,丘,paugurs
227,Anhöhe::N,高み,мыльк
228,Anhöhe::N,高み,нӧрыс
229,Anhöhe::N,高み,paugurs
230,Berg::N,山,чой
231,Berg::N,山,керӧс
232,Berg::N,山,kalns
233,Gipfel::N,頂上,чук
234,Gipfel::N,頂上,virsotne
235,Höhle::N,洞窟,рудӧг
236,Höhle::N,洞窟,ala
237,Abhang::N,斜面,ньывк
238,Abhang::N,斜面,бокша
239,Abhang::N,斜面,nogāze
240,Quelle::N,泉,ӧшмӧс
241,Quelle::N,泉,avots
242,Bach::N,小川,шор
243,Bach::N,小川,urga
244,Bach::N,小川,strauts
245,Fluss::N,川,ю
246,Fluss::N,川,upe
247,Ufer::N,岸,вадор
248,Ufer::N,岸,krasts
249,Küste::N,海岸,вадор
250,Küste::N,海岸,piekraste
251,Festland::N,陸,му
252,Festland::N,陸,sauszeme
253,Meer::N,海,саридз
254,Meer::N,海,jūra
255,Bucht::N,湾,куръя
256,Bucht::N,湾,līcis
257,Insel::N,島,ді
258,Insel::N,島,sala
259,Blume::N,花,дзоридз
260,Blume::N,花,puķe
261,Blume::N,花,zieds
262,Gras::N,草,турун
263,Gras::N,草,zāle
264,Wurzel::N,根,вуж
265,Wurzel::N,根,sakne
266,Baum::N,木,пу
267,Baum::N,木,koks
268,Stamm::N,幹,пучер
269,Stamm::N,幹,stumbrs
270,Rinde::N,皮層,кырсь
271,Rinde::N,皮層,miza
272,Ast::N,枝,ув
273,Ast::N,枝,zars
274,Zweig::N,小枝,вож
275,Zweig::N,小枝,nozare
276,Blatt::N,葉,кор
277,Blatt::N,葉,lapa
278,Birke::N,樺,кыдз
279,Birke::N,樺,bērzs
280,Kiefer[Baum]::N,松,пожӧм
281,Kiefer[Baum]::N,松,priede
282,Weide[Baum]::N,柳,бадь
283,Weide[Baum]::N,柳,kārkls
284,Tanne::N,樅,коз
285,Tanne::N,樅,egle
286,Horn::N,角,сюр
287,Horn::N,角,rags
288,Feder::N,羽根,гӧн
289,Feder::N,羽根,тывборд
290,Feder::N,羽根,spalva
291,Fell::N,毛皮,ку
292,Fell::N,毛皮,āda
293,Flügel::N,羽,борд
294,Flügel::N,羽,spārns
295,Klaue::N,鉤爪,гыж
296,Klaue::N,鉤爪,nags
297,Kralle::N,爪,гыж
298,Kralle::N,爪,nags
299,Schwanz::N,尻尾,бӧж
300,Schwanz::N,尻尾,ļipa
301,Ei::N,卵,кольк
302,Ei::N,卵,ola
303,Nest::N,巣,поз
304,Nest::N,巣,ligzda
305,Bau::N,穴,горс
306,Bau::N,穴,пырмӧс
307,Bau::N,穴,гу
308,Bau::N,穴,ala
309,Tier::N,動物,пемӧс
310,Tier::N,動物,dzīvnieks
311,Herde::N,群れ,стада
312,Herde::N,群れ,кельӧб
313,Herde::N,群れ,ganāmpulks
314,Kuh::N,牛,мӧс
315,Kuh::N,牛,govs
316,Bulle::N,雄牛,ӧш
317,Bulle::N,雄牛,bullis
318,Pferd::N,馬,вӧв
319,Pferd::N,馬,zirgs
320,Schaf::N,羊,ыж
321,Schaf::N,羊,aita
322,Schwein::N,豚,порсь
323,Schwein::N,豚,cūka
324,Hund::N,犬,пон
325,Hund::N,犬,suns
326,Katze::N,猫,кань
327,Katze::N,猫,kaķis
328,Bär::N,熊,ош
329,Bär::N,熊,lācis
330,Eichhörnchen::N,栗鼠,ур
331,Eichhörnchen::N,栗鼠,vāvere
332,Elch::N,ヘラジカ,йӧра
333,Elch::N,ヘラジカ,alnis
334,Fuchs::N,狐,руч
335,Fuchs::N,狐,lapsa
336,Hase::N,兎,кӧч
337,Hase::N,兎,zaķis
338,Maus::N,鼠,шыр
339,Maus::N,鼠,pele
340,Wolf::N,狼,кӧин
341,Wolf::N,狼,vilks
342,Vogel::N,鳥,кай
343,Vogel::N,鳥,лэбач
344,Vogel::N,鳥,putns
345,Schwarm::N,群れ,чукӧр
346,Schwarm::N,群れ,spiets
347,Huhn::N,鶏,курӧг
348,Huhn::N,鶏,vista
349,Hahn::N,雄鶏,петук
350,Hahn::N,雄鶏,gailis
351,Gans::N,ガチョウ,дзодзӧг
352,Gans::N,ガチョウ,zoss
353,Adler::N,鷲,кутш
354,Adler::N,鷲,ērglis
355,Ente::N,鴨,утка
356,Ente::N,鴨,pīle
357,Eule::N,フクロウ,сюзь
358,Eule::N,フクロウ,pūce
359,Kranich::N,鶴,тури
360,Kranich::N,鶴,dzērve
361,Krähe::N,烏,рака
362,Krähe::N,烏,vārna
363,Kuckuck::N,郭公,кӧк
364,Kuckuck::N,郭公,dzeguze
365,Schwan::N,白鳥,юсь
366,Schwan::N,白鳥,gulbis
367,Fisch::N,魚,чери
368,Fisch::N,魚,zivs
369,Barsch::N,鱸,ёкыш
370,Barsch::N,鱸,asaris
371,Hecht::N,川魳,сир
372,Hecht::N,川魳,līdaka
373,Schlange[Tier]::N,蛇,кый
374,Schlange[Tier]::N,蛇,čūska
375,Wurm::N,虫,номыр
376,Wurm::N,虫,tārps
377,Spinne::N,蜘蛛,черань
378,Spinne::N,蜘蛛,zirneklis
379,Ameise::N,蟻,кодзувкот
380,Ameise::N,蟻,skudra
381,Laus::N,虱,той
382,Laus::N,虱,uts
383,Mücke::N,蚊,ном
384,Mücke::N,蚊,ods
385,Fliege::N,蝿,гут
386,Fliege::N,蝿,muša
387,Schmetterling::N,蝶,бобув
388,Schmetterling::N,蝶,tauriņš
389,Beere::N,漿果,тусь
390,Beere::N,漿果,вотӧс
391,Beere::N,漿果,oga
392,Apfel::N,林檎,яблӧг
393,Apfel::N,林檎,ābols
394,Pilz::N,茸,тшак
395,Pilz::N,茸,sēne
396,Zwiebel::N,玉葱,луккок
397,Zwiebel::N,玉葱,йӧнгыль
398,Zwiebel::N,玉葱,sīpols
399,Saat::N,種,тусь
400,Saat::N,種,кӧйдыс
401,Saat::N,種,sēkla
402,Korn::N,粒,тусь
403,Korn::N,粒,grauds
404,Heu::N,干し草,турун
405,Heu::N,干し草,siens
406,Schale::N,皮,кор
407,Schale::N,皮,čaula
408,Schale::N,皮,čaumala
409,Grube::N,穴,гу
410,Grube::N,穴,bedre
411,Falle::N,わな,лэч
412,Falle::N,わな,slazds
413,Falle::N,わな,lamatas
414,Schlinge::N,輪,лэч
415,Schlinge::N,輪,cilpa
416,Spur::N,跡,туй
417,Spur::N,跡,pēda
418,Asche::N,灰,пӧм
419,Asche::N,灰,pelni
420,Dreck::N,泥,няйт
421,Dreck::N,泥,dubļi
422,Eisen::N,鉄,кӧрт
423,Eisen::N,鉄,dzelzs
424,Gold::N,金,зарни
425,Gold::N,金,zelts
426,Silber::N,銀,эзысь
427,Silber::N,銀,sudrabs
428,Kohle::N,炭,шом
429,Kohle::N,炭,ogle
430,Glas::N,ガラス,стеклӧ
431,Glas::N,ガラス,stikls
432,Lehm::N,ローム,сёй
433,Lehm::N,ローム,māls
434,Sand::N,砂,лыа
435,Sand::N,砂,smiltis
436,Mensch::N,人,морт
437,Mensch::N,人,cilvēks
438,Mann::N,男,аймӧрт
439,Mann::N,男,мужичӧй
440,Mann::N,男,vīrietis
441,Mann::N,男性,аймӧрт
442,Mann::N,男性,мужичӧй
443,Mann::N,男性,vīrietis
444,Frau::N,女,ань
445,Frau::N,女,нывбаба
446,Frau::N,女,sieviete
447,Frau::N,女性,ань
448,Frau::N,女性,нывбаба
449,Frau::N,女性,sieviete
450,Kind::N,子,кага
451,Kind::N,子,bērns
452,Kind::N,子供,кага
453,Kind::N,子供,bērns
454,Junge::N,男の子,пи
455,Junge::N,男の子,zēns
456,Junge::N,男の子,puika
457,Junge::N,男の子,puisis
458,Mädchen::N,女の子,ныв
459,Mädchen::N,女の子,meiča
460,Mädchen::N,女の子,skuķis
461,Mädchen::N,女の子,meitene
462,Familie::N,家族,семья
463,Familie::N,家族,ģimene
464,Großvater::N,祖父,пӧль
465,Großvater::N,祖父,vecaistēvs
466,Großvater::N,おじいさん,пӧль
467,Großvater::N,おじいさん,vecaistēvs
468,Großmutter::N,祖母,баб
469,Großmutter::N,祖母,vecāmāte
470,Großmutter::N,おばあさん,баб
471,Großmutter::N,おばあさん,vecāmāte
472,Eltern::N,親,ай-мам
473,Eltern::N,親,бать-мам
474,Eltern::N,親,vecāki
475,Eltern::N,両親,ай-мам
476,Eltern::N,両親,бать-мам
477,Eltern::N,両親,vecāki
478,Vater::N,父,бать
479,Vater::N,父,ай
480,Vater::N,父,tēvs
481,Vater::N,お父さん,бать
482,Vater::N,お父さん,ай
483,Vater::N,お父さん,tēvs
484,Mutter::N,母,мам
485,Mutter::N,母,māte
486,Mutter::N,お母さん,мам
487,Mutter::N,お母さん,māte
488,Sohn::N,息子,пи
489,Sohn::N,息子,dēls
490,Sohn::N,息子さん,пи
491,Sohn::N,息子さん,dēls
492,Tochter::N,娘,ныв
493,Tochter::N,娘,meita
494,Tochter::N,お嬢さん,ныв
495,Tochter::N,お嬢さん,meita
496,Bruder::N,弟,вок
497,Bruder::N,弟,brālis
498,Schwester::N,妹,чой
499,Schwester::N,妹,māsa
500,Onkel::N,伯父,дядь
501,Onkel::N,伯父,tēvocis
502,Onkel::N,伯父さん,дядь
503,Onkel::N,伯父さん,tēvocis
504,Tante::N,叔母,тьӧт
505,Tante::N,叔母,tante
506,Tante::N,叔母さん,тьӧт
507,Tante::N,叔母さん,tante
508,Ehemann::N,夫,верӧс
509,Ehemann::N,夫,vīrs
510,Ehemann::N,主人,верӧс
511,Ehemann::N,主人,vīrs
512,Ehefrau::N,妻,гӧтыр
513,Ehefrau::N,妻,sieva
514,Ehefrau::N,奥さん,гӧтыр
515,Ehefrau::N,奥さん,sieva
516,Freude::N,喜び,радлун
517,Freude::N,喜び,prieks
518,Gelächter::N,笑い,серам
519,Gelächter::N,笑い,smiekli
520,Glück::N,幸せ,шуд
521,Glück::N,幸せ,laime
522,Kummer::N,悩み,шог
523,Kummer::N,悩み,bēdas
524,Kummer::N,悩み,raizes
525,Wunsch::N,希望,кӧсйӧм
526,Wunsch::N,希望,vēlme
527,Wunsch::N,希望,vēlējums
528,Lust::N,気,кыскӧм
529,Lust::N,気,радейтӧм
530,Lust::N,気,kāre
531,Geist::N,精神,лов
532,Geist::N,精神,gars
533,Gedanke::N,考え,мӧвп
534,Gedanke::N,考え,doma
535,Gedächtnis::N,記憶,паметь
536,Gedächtnis::N,記憶,atmiņa
537,Verstand::N,理解力,вежӧр
538,Verstand::N,理解力,prāts
539,Sinn::N,意味,мог
540,Sinn::N,意味,вежӧртас
541,Sinn::N,意味,nozīme
542,Grund::N,理由,помка
543,Grund::N,理由,pamats
544,Grund::N,理由,iemesls
545,Wahrheit::N,真実,збыль
546,Wahrheit::N,真実,збыльтор
547,Wahrheit::N,真実,taisnība
548,Wahrheit::N,真実,patiesība
549,Gespräch::N,会話,сёрни
550,Gespräch::N,会話,saruna
551,Märchen::N,童話,мойд
552,Märchen::N,童話,pasaka
553,Erzählung::N,物語,висьт
554,Erzählung::N,物語,stāsts
555,Erzählung::N,物語,nostāsts
556,Nachricht::N,報告,юӧртӧм
557,Nachricht::N,報告,ziņa
558,Neuigkeit::N,ニュース,выльтор
559,Neuigkeit::N,ニュース,jaunums
560,Name::N,名前,ним
561,Name::N,名前,vārds
562,Rätsel::N,謎,нӧдкыв
563,Rätsel::N,謎,mīkla
564,Rede::N,演説,сёрни
565,Rede::N,演説,runa
566,Sprache::N,言語,кыв
567,Sprache::N,言語,valoda
568,Stimme::N,声,гӧлӧс
569,Stimme::N,声,вом шы
570,Stimme::N,声,balss
571,Wort::N,言葉,кыв
572,Wort::N,言葉,vārds
573,Zeichen::N,記号,пас
574,Zeichen::N,記号,zīme
575,Ruf::N,呼び声,чукӧстчӧм
576,Ruf::N,呼び声,корӧм
577,Ruf::N,呼び声,sauciens
578,Lärm::N,騒音,шы
579,Lärm::N,騒音,зык
580,Lärm::N,騒音,зычитӧм
581,Lärm::N,騒音,troksnis
582,Laut::N,音,шы
583,Laut::N,音,skaņa
584,Ton::N,音,шы
585,Ton::N,音,tonis
586,Lied::N,歌,сьылан
587,Lied::N,歌,сьыланкыв
588,Lied::N,歌,dziesma
589,Ruhe::N,静けさ,чӧв
590,Ruhe::N,静けさ,miers
591,Leute::N,人々,йӧз
592,Leute::N,人々,войтыр
593,Leute::N,人々,ļaudis
594,Leute::N,人々,cilvēki
595,Volk::N,民族,йӧз
596,Volk::N,民族,войтыр
597,Volk::N,民族,tauta
598,Arbeit::N,仕事,удж
599,Arbeit::N,仕事,darbs
600,Gast::N,客,гӧсть
601,Gast::N,客,viešņa
602,Gast::N,客,ciemiņš
603,Geschenk::N,贈り物,козин
604,Geschenk::N,贈り物,dāvana
605,Spiel::N,遊び,ворсан
606,Spiel::N,遊び,rotaļa
607,Gesellschaft::N,社会,котыр
608,Gesellschaft::N,社会,biedrība
609,Gesellschaft::N,社会,kompānija
610,Hilfe::N,援助,отсӧг
611,Hilfe::N,援助,palīdzība
612,Freund::N,友達,ёрт
613,Freund::N,友達,draugs
614,Kamerad::N,同志,ёрт
615,Kamerad::N,同志,biedrs
616,Angelegenheit::N,件,мог
617,Angelegenheit::N,件,делӧ
618,Angelegenheit::N,件,darīšana
619,Anzahl::N,数,лыд
620,Anzahl::N,数,тшӧт
621,Anzahl::N,数,skaits
622,Anzahl::N,数,daudzums
623,Art::N,種類,сикас
624,Art::N,種類,suga
625,Art::N,種類,šķira
626,Stück::N,部分,тор
627,Stück::N,部分,gabals
628,Teil::N,部分,юкӧн
629,Teil::N,部分,daļa
630,Hälfte::N,半分,пӧв
631,Hälfte::N,半分,джын
632,Hälfte::N,半分,puse
633,Kreis::N,円,кытш
634,Kreis::N,円,aplis
635,Kreis::N,円,riņķis
636,Kreuz::N,十字,перна
637,Kreuz::N,十字,крест
638,Kreuz::N,十字,krusts
639,Linie::N,線,визь
640,Linie::N,線,līnija
641,Strich::N,線,визь
642,Strich::N,線,svītra
643,Abstand::N,距離,кост
644,Abstand::N,距離,коласт
645,Abstand::N,距離,atstarpe
646,Entfernung::N,距離,ылна
647,Entfernung::N,距離,attālums
648,Entfernung::N,距離,atstatums
649,Gegend::N,辺,му-ва
650,Gegend::N,辺,apvidus
651,Gegend::N,辺,apgabals
652,Gegend::N,地域,му-ва
653,Gegend::N,地域,apvidus
654,Gegend::N,地域,apgabals
655,Platz::N,ゆとり,ылдӧс
656,Platz::N,ゆとり,йир
657,Platz::N,ゆとり,гӧгӧртас
658,Platz::N,ゆとり,vieta
659,Ort::N,所,ин
660,Ort::N,所,места
661,Ort::N,所,vieta
662,Ort::N,場所,ин
663,Ort::N,場所,места
664,Ort::N,場所,vieta
665,Seite::N,横,бок
666,Seite::N,横,ӧтарладор
667,Seite::N,横,sāns
668,Mitte::N,真ん中,шӧр
669,Mitte::N,真ん中,vidus
670,Gegenstand::N,物件,кӧлуй
671,Gegenstand::N,物件,priekšmets
672,Sache::N,物,добра
673,Sache::N,物,lieta
674,Rand::N,端,дор
675,Rand::N,端,mala
676,Rand::N,端,apmale
677,Kante::N,縁,дор
678,Kante::N,縁,šķautne
679,Ecke::N,角,пельӧс
680,Ecke::N,角,kakts
681,Ecke::N,角,stūris
682,Spitze::N,先頭,йыв
683,Spitze::N,先頭,smaile
684,Spitze::N,先頭,galotne
685,Ende::N,端,пом
686,Ende::N,端,gals
687,Ende::N,端,uzgalis
688,Loch::N,穴,розь
689,Loch::N,穴,caurums
690,Winkel::N,片隅,пельӧс
691,Winkel::N,片隅,leņķis
692,Muster::N,模様,сер
693,Muster::N,模様,piemērs
694,Größe::N,大きさ,ыджда
695,Größe::N,大きさ,lielums
696,Länge::N,長さ,кузьта
697,Länge::N,長さ,garums
698,Höhe::N,高さ,джуджда
699,Höhe::N,高さ,augstums
700,Gewicht::N,重さ,сьӧкта
701,Gewicht::N,重さ,сьӧкталун
