,Concept_ID,ja,br
825,einschlafen::V,寝付く,menel kousket
826,schlafen::V,眠る,kousket
827,aufwachen::V,目が覚める,dihuniñ
828,aufstehen::V,起きる,sevel
829,sich erholen::V,休養する,diskuizhañ
830,krank werden::V,病気になる,klañviñ
831,krank sein::V,病気である,bezañ klañv
832,schmerzen::V,痛む,skourjezañ
833,husten::V,咳をする,pasaat
834,husten::V,咳をする,peudal
835,genesen::V,元気になる,pareañ
836,sterben::V,死ぬ,mervel
837,sterben::V,亡くなる,mervel
838,umkommen::V,死亡する,perisañ
839,sich bewegen::V,移動する,bouljal
840,sich rühren::V,動く,fiñval
841,sich erheben::V,立ち上がる,sevel
842,sich setzen::V,座る,azezañ
843,sich setzen::V,座る,mont en e goazez
844,hinfallen::V,転ぶ,kouezhañ
845,laufen::V,歩く,redek
846,schreiten::V,跨ぐ,kerzhet
847,spazierengehen::V,散歩する,pourmen
848,eilen::V,急ぐ,hastañ
849,sich beeilen::V,焦る,hastañ
850,sausen::V,疾駆する,karzhañ
851,rennen::V,走る,redek
852,springen::V,跳ぶ,lammat
853,klettern::V,よじ登る,krimpat
854,schaukeln::V,ぶらんこに乗る,brañsellat
855,kriechen::V,這う,skrampañ
856,schwimmen::V,泳ぐ,neuial
857,tauchen::V,潜る,splujañ
858,rudern::V,漕ぐ,roeñvat
859,fahren::V,行く,kas
860,fahren::V,行く,bleniañ
861,fahren::V,乗車する,kas
862,fahren::V,乗車する,bleniañ
863,fliegen::V,飛ぶ,nijal
864,gehen::V,行く,mont
865,weggehen::V,立ち去る,mont kuit
866,abfahren::V,出発する,mont kuit
867,anhalten::V,止まる,chom a-sav
868,hineingehen::V,入る,monet e-barzh
869,eintreten::V,中に入る,monet e-barzh
870,kommen::V,来る,dont
871,ankommen::V,着く,erruout
872,ankommen::V,到着する,erruout
873,zurückkommen::V,帰る,addonet
874,bleiben::V,留まる,chom
875,warten::V,待つ,gortoz
876,erwarten::V,期待する,gortoz
877,suchen::V,探る,klask
878,finden::V,見つける,kavout
879,versuchen::V,試す,klask
880,vorbereiten::V,準備する,aozañ
881,lieben::V,愛する,karout
882,mögen::V,好きである,karout
883,lachen::V,笑う,c'hoarzin
884,rühren::V,感情を動かす,tenerañ
885,weinen::V,泣く,gouelañ
886,schimpfen::V,叱る,krozal
887,sich ärgern::V,怒る,fachañ
888,sich ärgern::V,怒る,en em fachañ
889,sich ärgern::V,腹を立てる,fachañ
890,sich ärgern::V,腹を立てる,en em fachañ
891,sich fürchten::V,怖がる,
892,fürchten::V,恐れる,
893,fliehen::V,逃げる,tec'het
894,flüchten::V,逃亡する,tuzañ
895,sehen::V,見る,gwelet
896,anschauen::V,眺める,sellout ouzh
897,ansehen::V,見る,sellout ouzh
898,hören::V,聞く,klevet
899,zuhören::V,聴く,selaou
900,probieren::V,食べてみる,blasa
901,riechen::V,気取る,klevet
902,fühlen::V,感じる,santout
903,scheinen::V,ように見える,diskouez bezañ
904,zu sehen sein::V,見える,bezañ gwelus
905,vernehmen::V,承る,merzhañ
906,frieren::V,寒気がする,anoued
907,tun::V,する,ober
908,können::V,出来る,gouzout
909,wollen::V,-たい,fellout da
910,wollen::V,-たい,kaout c'hoant da
911,anfangen::V,始める,kregiñ
912,beenden::V,終える,achuiñ
913,aufhören::V,止める,paouez
914,gelingen::V,成功する,
915,geraten::V,当たる,
916,öffnen::V,開く,digeriñ
917,öffnen::V,開ける,digeriñ
918,schließen::V,閉める,serriñ
919,stellen::V,置く,lakaat
920,stellen::V,据える,lakaat
921,setzen::V,座らせる,lakaat
922,legen::V,置く,lakaat
923,berühren::V,触る,touch
924,berühren::V,触れる,touch
925,verbinden::V,結びつける,eren
926,bedecken::V,覆う,goloiñ
927,aufhängen::V,掛ける,istribilhañ
928,anzünden::V,燃やす,alumiñ
929,anzünden::V,燃やす,c'hwezzañ
930,anzünden::V,火をつける,alumiñ
931,anzünden::V,火をつける,c'hwezzañ
932,aufheben::V,拾う,dastum
933,zurücklassen::V,残す,lezel
934,verlieren::V,無くす,koll
935,fallen lassen::V,落とす,laoskel
936,fallen lassen::V,落とす,lezel da gouezhel
937,machen::V,作る,ober
938,herstellen::V,製造する,fardañ
939,bauen::V,建設する,sevel
940,reparieren::V,直す,adaozañ
941,reparieren::V,修理する,adaozañ
942,verbessern::V,改良する,gwellaat
943,ändern::V,変える,cheñch
944,graben::V,掘る,kleuzañ
945,beugen::V,折る,plegañ
946,biegen::V,曲げる,krommañ
947,drehen::V,回す,treiñ
948,wenden::V,裏返す,treiñ
949,umdrehen::V,裏返す,treiñ
950,heben::V,挙げる,sevel
951,hochheben::V,持ち上げる,sevel
952,ergreifen::V,取り上げる,kemer
953,halten::V,持つ,dalc'hen
954,drücken::V,押す,bountañ
955,schieben::V,ずらす,poulzañ
956,kratzen::V,引っ掻く,skrabat
957,lecken::V,なめる,lipat
958,beißen::V,噛む,kregiñ
959,abreißen::V,剝ぎ取る,diframmañ
960,abschneiden::V,切り取る,troc'hañ
961,binden::V,縛る,stagañ
962,stecken::V,差し込む,sankañ
963,brechen::V,破る,darnaouiñ
964,klopfen::V,とんとん叩く,skoiñ
965,hauen::V,叩く,dornañ
966,kleben::V,貼る,pegañ
967,kleben::V,くっ付ける,pegañ
968,reiben::V,擦る,taravat
969,reiben::V,擦る,trekiñ
970,streichen::V,塗る,toazañ
971,schleifen::V,研ぐ,lemmañ
972,schneiden::V,切る,troc'hañ
973,rütteln::V,揺さぶる,tordorosañ
974,schütteln::V,振る,hejañ
975,schütteln::V,揺さぶる,hejañ
976,schwenken::V,振る,
977,schütten::V,注ぐ,diskargañ
978,füllen::V,いっぱいにする,kargañ
979,einwickeln::V,包む,gronnañ
980,tragen::V,運ぶ,dougen
981,schleppen::V,引きずる,stlejal
982,ziehen::V,引く,sachañ
983,aufbewahren::V,預かる,miret
984,werfen::V,投げる,teuler
985,fangen::V,受ける,tapañ
986,packen::V,掴む,krapat
987,verstecken::V,隠す,kuzhat
988,teilen::V,分ける,rannañ
989,schicken::V,送る,kas
990,bringen::V,持って行く,degas
991,hinzufügen::V,加える,lakat ouzhpenn
992,bekommen::V,得る,kaout
993,erhalten::V,受ける,kaout
994,nehmen::V,取る,kemer
995,wählen::V,選ぶ,choaz
996,auswählen::V,選ぶ,dibab
997,bewahren::V,保存する,mirout
998,behindern::V,妨害する,diaezañ
999,verderben::V,台無しにする,lovrañ
1000,beschädigen::V,損傷する,gwallegañ
1001,zerbrechen::V,割る,torriñ
1002,zerreißen::V,引き裂く,diroegiñ
1003,zerstören::V,破壊する,distrujañ
1004,verbrennen::V,焼く,deviñ
1005,geben::V,上げる,reiñ
1006,reichen::V,渡す,
1007,schenken::V,贈る,donezonañ
1008,versprechen::V,約束する,prometiñ
1009,wünschen::V,望む,hetiñ
1010,loben::V,褒める,feurmiñ
1011,küssen::V,キスする,pokat
1012,wiegen::V,揺する,pouezañ
1013,zudecken::V,覆う,goloiñ
1014,wecken::V,起こす,dihuniñ
1015,zeigen::V,見せる,diskouez
1016,führen::V,案内する,kas
1017,lehren::V,教える,deskiñ
1018,unterrichten::V,通知する,kelenn
1019,aufziehen::V,育てる,
1020,leiten::V,導く,bleinañ
1021,antreiben::V,励ます,poulzañ
1022,lassen::V,～させる,leuskel
1023,einladen::V,誘う,pediñ
1024,einladen::V,招待する,pediñ
1025,vereinigen::V,一つにする,unisañ
1026,besuchen::V,訪ねる,gweladenniñ
1027,treffen::V,出会う,kejal
1028,treffen::V,出会う,ankontrañ
1029,sich versammeln::V,集まる,bodennañ
1030,spielen::V,遊ぶ,c'hoari
1031,singen::V,歌う,kanañ
1032,tanzen::V,踊る,dañsal
1033,sich trennen::V,別れる,dispartiañ
1034,verlassen::V,別れる,lezel
1035,retten::V,救う,saveteiñ
1036,retten::V,助ける,saveteiñ
1037,bewachen::V,見張る,mesa
1038,bewachen::V,軽微する,mesa
1039,schützen::V,保護する,diwall
1040,verteidigen::V,守る,difenn
1041,sich schlagen::V,殴る,lopañ
1042,schießen::V,撃つ,
1043,siegen::V,勝つ,trec'hiñ
1044,ärgern::V,怒らせる,hegasiñ
1045,schlagen::V,殴る,skeiñ
1046,treten::V,蹴る,botaouiñ
1047,stechen::V,突く,pikat
1048,stoßen::V,突く,stokañ
1049,stehlen::V,盗る,laerezh
1050,stören::V,構う,direnkañ
1051,belästigen::V,邪魔する,dregasiñ
1052,verbergen::V,隠す,skoachañ
1053,täuschen::V,だます,tromplañ
1054,betrügen::V,だます,lorbañ
1055,töten::V,殺す,lazhañ
1056,wohnen::V,住む,bezañ o chom
1057,arbeiten::V,働く,labourat
1058,sammeln::V,集める,dastum
1059,sammeln::V,収集する,dastum
1060,pflücken::V,摘む,kuntuilhañ
1061,jagen::V,狩りをする,chaseal
1062,fischen::V,釣る,pesketa
1063,fassen::V,捕る,pakañ
1064,hüten::V,放牧する,geota
1065,treiben::V,追う,
1066,anbinden::V,繋ぐ,stagañ
1067,füttern::V,餌をやる,boueta
1068,melken::V,搾乳する,goro
1069,hacken::V,刻む,difrakal
1070,gießen::V,水をやる,dourañ
1071,reifen::V,熟す,azviñ
1072,zubereiten::V,調理する,keginañ
1073,kochen::V,煮る,poazhañ
1074,backen::V,焼く,fritañ
1075,braten::V,焼く,rostañ
1076,braten::V,炒める,rostañ
1077,umrühren::V,混ぜる,
1078,stricken::V,編む,stammañ
1079,nähen::V,縫う,gwriat
1080,färben::V,染める,livañ
1081,reinigen::V,掃除する,naetañ
1082,waschen::V,洗う,gwalc'hiñ
1083,waschen::V,洗濯する,gwalc'hiñ
1084,abwischen::V,拭く,torchañ
1085,spülen::V,洗う,disgwalc'hiñ
1086,spülen::V,すすぐ,disgwalc'hiñ
1087,fegen::V,掃除する,skubañ
1088,kehren::V,掃く,skubañ
1089,baden::V,入浴する,kouronkañ
1090,sich waschen::V,洗う,en em walc'hiñ
1091,ausziehen::V,脱ぐ,
1092,anziehen::V,着る,
1093,sich anziehen::V,着る,gwiskañ
1094,kämmen::V,梳く,kribat
1095,schmücken::V,飾る,kinklañ
1096,sagen::V,言う,larêt
1097,sagen::V,言う,lavaret
1098,sprechen::V,話す,komz
1099,reden::V,話す,kaozeal
1100,sich unterhalten::V,話をする,balbotal
1101,fragen::V,聞く,goulenn
1102,bitten::V,頼む,goulenn
1103,bitten::V,お願いする,goulenn
1104,erzählen::V,物語る,kontañ
1105,mitteilen::V,伝える,kemenn
1106,nennen::V,名づける,anviñ
1107,rufen::V,呼ぶ,gelver
1108,prahlen::V,自慢する,fougeal
1109,übersetzen::V,訳す,treiñ
1110,denken::V,考える,soñjal
1111,glauben::V,信じる,krediñ
1112,bemerken::V,気が付く,apresevañ
1113,erkennen::V,認識する,anavout
1114,begreifen::V,分かる,meizañ
1115,verstehen::V,聞き取る,kompren
1116,lernen::V,学ぶ,deskiñ
1117,lernen::V,勉強する,deskiñ
1118,wissen::V,知っている,gouzout
1119,sich erinnern an::V,思い出す,kaout soñj e
1120,vergessen::V,忘れる,ankouaat
1121,messen::V,計る,muzuliañ
1122,messen::V,測定する,muzuliañ
1123,zählen::V,数える,kontañ
1124,rechnen::V,計算する,jedañ
1125,lesen::V,読む,lenn
1126,malen::V,描く,livañ
1127,zeichnen::V,写生する,tresañ
1128,schreiben::V,書く,skrivañ
1129,besitzen::V,所持する,kaout
1130,kaufen::V,買う,prenañ
1131,verkaufen::V,売る,gwerzhañ
1132,bezahlen::V,払う,paeañ
1133,zahlen::V,支払う,paeañ
1134,beherrschen::V,支配する,mestroniañ
1135,ertragen::V,耐える,anduriñ
