,Concept_ID,pt,en
553,Schluss::N,fim,conclusion
554,Zeit::N,tempo,time
555,Tag::N,dia,day
556,Morgen::N,manhã,morning
557,Mittag::N,meio-dia,noon
558,Abend::N,noite,evening
559,Abend::N,tardinha,evening
560,Nacht::N,noite,night
561,Woche::N,semana,week
562,Monat::N,mês,month
563,Jahr::N,ano,year
564,Frühling::N,primavera,spring
565,Sommer::N,verão,summer
566,Herbst::N,outono,autumn
567,Winter::N,inverno,winter
568,Januar::N,Janeiro,January
569,Februar::N,Fevereiro,February
570,März::N,Março,March
571,April::N,Abril,April
572,Mai::N,Maio,May
573,Juni::N,Junho,June
574,Juli::N,Julho,July
575,August::N,Agosto,August
576,September::N,Setembro,September
577,Oktober::N,Outubro,October
578,November::N,Novembro,November
579,Dezember::N,Dezembro,December
580,Montag::N,segunda-feira,Monday
581,Dienstag::N,terça-feira,Tuesday
582,Mittwoch::N,quarta-feira,Wednesday
583,Donnerstag::N,quinta-feira,Thursday
584,Freitag::N,sexta-feira,Friday
585,Samstag::N,sábado,Saturday
586,Sonntag::N,domingo,Sunday
587,groß::A,grande,big
588,klein::A,pequeno,little
589,lang::A,comprido,long
590,kurz::A,curto,short
591,breit::A,largo,wide
592,schmal::A,estreito,narrow
593,dicht::A,denso,dense
594,dick[Gegenstand]::A,grosso,thick
595,dünn::A,delgado,thin
596,fein::A,fino,delicate
597,fein::A,subtil,delicate
598,fest::A,firme,firm
599,fest::A,sólido,firm
600,flach::A,plano,flat
601,glatt::A,liso,smooth
602,hart::A,duro,hard
603,weich::A,mole,soft
604,rund::A,redondo,round
605,spitz::A,agudo,pointed
606,scharf::A,afiado,sharp
607,stumpf::A,rombo,blunt
608,schwer::A,pesado,heavy
609,schön::A,belo,beautiful
610,schön::A,bonito,beautiful
611,heiß::A,quente,hot
612,warm::A,quente,warm
613,kalt::A,frio,cold
614,kühl::A,fresco,cool
615,frisch::A,fresco,fresh
616,feucht::A,húmido,damp
617,nass::A,molhado,wet
618,trocken::A,seco,dry
619,voll::A,cheio,full
620,leer::A,vazio,empty
621,offen::A,aberto,open
622,geschlossen::A,fechado,closed
623,sauber::A,limpo,clean
624,schmutzig::A,sujo,dirty
625,roh::A,cru,raw
626,reif::A,maduro,ripe
627,lecker::A,delicioso,delicious
628,süß::A,doce,sweet
629,bitter::A,amargo,bitter
630,sauer::A,azedo,sour
631,hell::A,claro,bright
632,dunkel::A,escuro,dark
633,dunkel::A,sombrio,dark
634,schwarz::A,preto,black
635,weiß::A,branco,white
636,rot::A,vermelho,red
637,gelb::A,amarelo,yellow
638,blau::A,azul,blue
639,grün::A,verde,green
640,grau::A,cinzento,grey
641,bunt::A,colorido,colourful
642,bunt::A,colorido,colorful
643,billig::A,barato,cheap
644,teuer::A,caro,dear
645,wertvoll::A,valioso,precious
646,wertvoll::A,precioso,precious
647,blind::A,cego,blind
648,taub::A,surdo,deaf
649,kräftig::A,forte,powerful
650,kräftig::A,poderoso,powerful
651,stark::A,forte,strong
652,stark::A,robusto,strong
653,schwach::A,débil,weak
654,fett::A,gordo,fat
655,schlank::A,esbelto,slim
656,hübsch::A,giro,pretty
657,hübsch::A,bonito,pretty
658,böse::A,mau,evil
659,dumm::A,parvo,stupid
660,dumm::A,estúpido,stupid
661,faul::A,preguiçoso,lazy
662,fleißig::A,aplicado,diligent
663,fleißig::A,diligente,diligent
664,geizig::A,avarento,stingy
665,klug::A,prudente,clever
666,klug::A,inteligente,clever
667,geschickt::A,hábil,skilful
668,geschickt::A,hábil,skillful
669,lieb::A,caro,dear
670,lieb::A,querido,dear
671,lustig::A,alegre,merry
672,sanft::A,suave,gentle
673,sanft::A,brando,gentle
674,hungrig::A,faminto,hungry
675,krank::A,doente,sick
676,krank::A,enfermo,sick
677,nackt::A,nu,naked
678,nackt::A,despido,naked
679,traurig::A,triste,sad
680,lebendig::A,vivo,living
681,gut::A,bom,good
682,schlecht::A,mau,bad
683,schlecht::A,ruim,bad
684,richtig::A,justo,correct
685,richtig::A,correcto,correct
686,schlimm::A,mau,nasty
687,schlimm::A,grave,nasty
688,wahr::A,verdadeiro,true
689,alt::A,velho,old
690,alt::A,antigo,old
691,neu::A,novo,new
692,ehemalig::A,antigo,former
693,alt[Lebewesen]::A,velho,aged
694,jung::A,jovem,young
695,arm::A,pobre,poor
696,reich::A,rico,rich
697,bekannt::A,conhecido,familiar
698,berühmt::A,famoso,famous
699,berühmt::A,célebre,famous
700,fremd::A,alheio,foreign
701,fremd::A,estranho,foreign
702,verschieden::A,diverso,different
703,verschieden::A,diferente,different
704,nah::A,próximo,near
705,fern::A,remoto,far
706,fern::A,distante,far
707,linker::A,esquerdo,left
708,rechter::A,direito,right
709,anderer::A,outro,other
710,erster::A,primeiro,first
711,zweiter::A,segundo,second
712,dritter::A,terceiro,third
713,letzter::A,final,last
714,letzter::A,último,last
715,allein::ADV,só,alone
716,auf einmal::ADV,de vez,at once
717,zusammen::ADV,juntos,together
718,lange::ADV,muito tempo,long
719,plötzlich::ADV,de repente,suddenly
720,sofort::ADV,imediatamente,instantly
721,später::ADV,mais tarde,later
722,jetzt::ADV,agora,now
723,heute::ADV,hoje,today
724,morgen::ADV,amanhã,tomorrow
725,bald::ADV,logo,soon
726,bald::ADV,breve,soon
727,dann::ADV,então,then
728,dann::ADV,depois,then
729,gestern::ADV,ontem,yesterday
730,einst::ADV,antigamente,once
731,damals::ADV,então,at that time
732,danach::ADV,logo,afterwards
733,danach::ADV,depois,afterwards
734,vorher::ADV,antes,before
735,zuerst::ADV,primeiro,at first
736,einmal::ADV,uma vez,once
737,manchmal::ADV,às vezes,sometimes
738,oft::ADV,muitas vezes,often
739,immer::ADV,sempre,always
740,niemals::ADV,nunca,never
741,hier::ADV,cá,here
742,hier::ADV,aqui,here
743,hierhin::ADV,para cá,hither
744,hierhin::ADV,para cá,to here
745,hierhin::ADV,para cá,here
746,von hier::ADV,daqui,hence
747,dort::ADV,lá,there
748,dort::ADV,ali,there
749,dorthin::ADV,lá,thither
750,dorthin::ADV,lá,there
751,dorthin::ADV,lá,to there
752,dorthin::ADV,para lá,thither
753,dorthin::ADV,para lá,there
754,dorthin::ADV,para lá,to there
755,geradeaus::ADV,em frente,ahead
756,vorwärts::ADV,avante,forward
757,rückwärts::ADV,para trás,backward
758,zurück::ADV,atrás,back
759,unten::ADV,debaixo,below
760,unten::ADV,em baixo,below
761,hinab::ADV,para baixo,down
762,oben::ADV,em cima,above
763,hinauf::ADV,para cima,up
764,überall::ADV,em toda parte,everywhere
765,nicht::ADV,não,not
766,ein wenig::ADV,um pouco,a little
767,ein wenig::ADV,um bocado,a little
768,kaum::ADV,apenas,hardly
769,sehr::ADV,muito,very
770,so::ADV,tão,so
771,so::ADV,assim,so
772,noch::ADV,ainda,still
773,nur::ADV,só,only
774,nur::ADV,apenas,only
775,nur::ADV,somente,only
776,schon::ADV,já,already
777,wieder::ADV,outra vez,again
778,vergebens::ADV,em vão,in vain
779,vor::PRP,diante de,in front of
780,hinter::PRP,atrás de,behind
781,unter::PRP,sob,under
782,unter::PRP,debaixo de,under
783,durch::PRP,por,through
784,durch::PRP,através de,through
785,neben::PRP,junto de,next to
786,neben::PRP,ao lado de,next to
787,zwischen::PRP,entre,between
788,wegen::PRP,por,because of
789,wegen::PRP,por causa de,because of
790,dies::PRN,isto,this
791,das::PRN,isso,that
792,das::PRN,aquilo,that
793,alles::PRN,todo,everything
794,ich::PRN,eu,I
795,du::PRN,tu,you
796,du::PRN,tu,thou
797,er::PRN,ele,he
798,wir::PRN,nós,we
799,ihr::PRN,vós,you
800,ihr::PRN,vocês,you
801,sie::PRN,eles,they
802,was::FPRN,quê,what
803,wer::FPRN,quem,who
804,wo::FADV,onde,where
805,wohin::FADV,aonde,where ... to
806,wohin::FADV,aonde,where to
807,wohin::FADV,aonde,where
808,wohin::FADV,para onde,where ... to
809,wohin::FADV,para onde,where to
810,wohin::FADV,para onde,where
811,wie::FADV,como,how
812,warum::FADV,porquê,why
813,warum::FADV,por que,why
814,wieviel::FNUM,quanto,how much
815,eins::NUM,um,one
816,zwei::NUM,dois,two
817,drei::NUM,três,three
818,vier::NUM,quatro,four
819,fünf::NUM,cinco,five
820,sechs::NUM,seis,six
821,sieben::NUM,sete,seven
822,acht::NUM,oito,eight
823,neun::NUM,nove,nine
824,zehn::NUM,dez,ten
825,elf::NUM,onze,eleven
826,zwölf::NUM,doze,twelve
827,zwanzig::NUM,vinte,twenty
828,dreißig::NUM,trinta,thirty
829,vierzig::NUM,quarenta,forty
830,fünfzig::NUM,cinquenta,fifty
831,sechzig::NUM,sessenta,sixty
832,siebzig::NUM,setenta,seventy
833,achtzig::NUM,oitenta,eighty
834,neunzig::NUM,noventa,ninety
835,hundert::NUM,cem,a hundred
836,hundert::NUM,cento,a hundred
837,tausend::NUM,mil,a thousand
838,und::CNJ,e,and
839,oder::CNJ,ou,or
840,stehen::V,estar em pé,stand
841,sitzen::V,estar sentado,sit
842,liegen::V,jazer,lie
843,liegen::V,estar deitado,lie
844,hängen::V,pender,hang
845,hängen::V,estar pendurado,hang
846,werden::V,tornar-se,become
847,passieren::V,acontecer,happen
848,beginnen::V,começar,begin
849,enden::V,acabar,end
850,enden::V,terminar,end
851,wechseln::V,variar,change
852,wechseln::V,alternar,change
853,aufgehen[Sonne]::V,nascer,rise
854,untergehen[Sonne]::V,pôr-se,set
855,scheinen[Sonne]::V,brilhar,shine
856,donnern::V,trovejar,thunder
857,wehen::V,soprar,blow
858,strömen::V,correr,stream
859,fließen::V,fluir,flow
860,sich drehen::V,girar,revolve
861,schwanken::V,oscilar,sway
862,schwingen::V,vibrar,swing
863,fallen::V,cair,fall
864,brennen::V,arder,burn
865,rauchen::V,fumegar,smoke
866,regnen::V,chover,rain
867,gefrieren::V,gelar,freeze
868,gefrieren::V,congelar,freeze
869,tauen::V,derreter,thaw
870,tauen::V,descongelar,thaw
871,schmelzen::V,fundir-se,melt
872,trocknen::V,secar,dry
873,sieden::V,ferver,boil
874,faulen::V,estragar-se,rot
875,verfaulen::V,apodrecer,decay
876,reißen::V,romper-se,snap
877,versinken::V,afundar-se,sink
878,vergehen::V,passar,pass
879,erscheinen::V,aparecer,appear
880,verschwinden::V,desaparecer,disappear
881,sinken::V,descer,drop
882,abnehmen::V,diminuir,decrease
883,abnehmen::V,decrescer,decrease
884,zunehmen::V,crescer,increase
885,zunehmen::V,aumentar,increase
886,steigen::V,subir,rise
887,wachsen::V,crescer,grow
888,glänzen::V,brilhar,shine
889,funkeln::V,cintilar,sparkle
890,lärmen::V,fazer barulho,be noisy
