,Concept_ID,hr,et
849,danach::ADV,poslije,seejärel
850,danach::ADV,nakon toga,seejärel
851,vorher::ADV,prije,enne
852,vorher::ADV,prije toga,enne
853,zuerst::ADV,prvo,enne
854,zuerst::ADV,prvo,esmalt
855,zuerst::ADV,najprije,enne
856,zuerst::ADV,najprije,esmalt
857,einmal::ADV,jednom,kord
858,einmal::ADV,jednom,üks kord
859,einmal::ADV,jedanput,kord
860,einmal::ADV,jedanput,üks kord
861,manchmal::ADV,katkad,mõnikord
862,manchmal::ADV,katkada,mõnikord
863,oft::ADV,često,tihti
864,oft::ADV,često,sageli
865,immer::ADV,vazda,ikka
866,immer::ADV,vazda,alati
867,immer::ADV,uvijek,ikka
868,immer::ADV,uvijek,alati
869,niemals::ADV,nikad,mitte kunagi
870,niemals::ADV,nikada,mitte kunagi
871,hier::ADV,tu,siin
872,hier::ADV,ovdje,siin
873,hierhin::ADV,amo,siia
874,hierhin::ADV,ovamo,siia
875,von hier::ADV,odavde,siit
876,dort::ADV,ondje,seal
877,dorthin::ADV,onamo,sinna
878,geradeaus::ADV,ravno,otse edasi
879,vorwärts::ADV,naprijed,edasi
880,rückwärts::ADV,natrag,tagurpidi
881,zurück::ADV,nazad,tagasi
882,zurück::ADV,natrag,tagasi
883,unten::ADV,dolje,all
884,unten::ADV,dolje,allpool
885,hinab::ADV,nizbrdo,alla
886,oben::ADV,gore,ülal
887,hinauf::ADV,uzbrdo,üles
888,überall::ADV,svuda,kõikjal
889,überall::ADV,svagdje,kõikjal
890,nicht::ADV,ne,ei
891,nicht::ADV,ne,mitte
892,ein wenig::ADV,malo,veidi
893,ein wenig::ADV,malo,natuke
894,kaum::ADV,tek,vaevalt
895,kaum::ADV,jedva,vaevalt
896,sehr::ADV,jako,väga
897,sehr::ADV,veoma,väga
898,so::ADV,tako,nii
899,so::ADV,ovako,nii
900,noch::ADV,još,veel
901,nur::ADV,samo,ainult
902,schon::ADV,već,juba
903,wieder::ADV,opet,jälle
904,wieder::ADV,ponovo,jälle
905,vergebens::ADV,uzalud,asjata
906,vergebens::ADV,zabadava,asjata
907,vor::PRP,pred,ees
908,vor::PRP,ispred,ees
909,hinter::PRP,za,taha
910,hinter::PRP,iza,taha
911,unter::PRP,pod,all
912,unter::PRP,ispod,all
913,durch::PRP,po,läbi
914,durch::PRP,po,kaudu
915,durch::PRP,kroz,läbi
916,durch::PRP,kroz,kaudu
917,neben::PRP,kraj,kõrval
918,neben::PRP,pored,kõrval
919,neben::PRP,pokraj,kõrval
920,zwischen::PRP,među,vahel
921,zwischen::PRP,između,vahel
922,wegen::PRP,radi,tõttu
923,wegen::PRP,radi,pärast
924,wegen::PRP,zbog,tõttu
925,wegen::PRP,zbog,pärast
926,dies::PRN,ovo,see
927,das::PRN,to,see
928,das::PRN,ono,see
929,alles::PRN,sve,kõik
930,ich::PRN,ja,mina
931,du::PRN,ti,sina
932,er::PRN,on,tema
933,wir::PRN,mi,me
934,ihr::PRN,vi,te
935,sie::PRN,oni,nad
936,was::FPRN,što,mis
937,wer::FPRN,tko,kes
938,wo::FADV,gdje,kus
939,wohin::FADV,kuda,kuhu
940,wohin::FADV,kamo,kuhu
941,wie::FADV,kako,kuidas
942,warum::FADV,zašto,miks
943,wieviel::FNUM,koliko,mitu
944,wieviel::FNUM,koliko,kui palju
945,eins::NUM,jedan,üks
946,zwei::NUM,dva,kaks
947,drei::NUM,tri,kolm
948,vier::NUM,četiri,neli
949,fünf::NUM,pet,viis
950,sechs::NUM,šest,kuus
951,sieben::NUM,sedam,seitse
952,acht::NUM,osam,kaheksa
953,neun::NUM,devet,üheksa
954,zehn::NUM,deset,kümme
955,elf::NUM,jedanaest,üksteist
956,zwölf::NUM,dvanaest,kaksteist
957,zwanzig::NUM,dvadeset,kakskümmend
958,dreißig::NUM,trideset,kolmkümmend
959,vierzig::NUM,četrdeset,nelikümmend
960,fünfzig::NUM,pedeset,viiskümmend
961,sechzig::NUM,šezdeset,kuuskümmend
962,siebzig::NUM,sedamdeset,seitsekümmend
963,achtzig::NUM,osamdeset,kaheksakümmend
964,neunzig::NUM,devetdeset,üheksakümmend
965,hundert::NUM,sto,sada
966,tausend::NUM,tisuća,tuhat
967,und::CNJ,i,ja
968,und::CNJ,te,ja
969,oder::CNJ,ili,või
970,stehen::V,stajati,seisma
971,sitzen::V,sjediti,istuma
972,liegen::V,ležati,lamama
973,hängen::V,visiti,rippuma
974,werden::V,postati,saama
975,werden::V,postati,hakkama
976,werden::V,činiti se,saama
977,werden::V,činiti se,hakkama
978,passieren::V,desiti se,juhtuma
979,passieren::V,dogoditi se,juhtuma
980,beginnen::V,početi,algama
981,beginnen::V,početi,hakkama
982,enden::V,prestati,lõppema
983,enden::V,svršiti se,lõppema
984,wechseln::V,mijenjati se,vahelduma
985,aufgehen[Sonne]::V,izići,tõusma
986,untergehen[Sonne]::V,zaći,loojuma
987,scheinen[Sonne]::V,sijati,paistma
988,donnern::V,grmjeti,kõmisema
989,wehen::V,duhati,puhuma
990,strömen::V,strujati,voolama
991,fließen::V,teći,voolama
992,sich drehen::V,obrtati se,pöörduma
993,sich drehen::V,vrtjeti se,pöörduma
994,schwanken::V,teturati,kõikuma
995,schwanken::V,kolebati se,kõikuma
996,schwingen::V,njihati,võnkuma
997,schwingen::V,titrati,võnkuma
998,fallen::V,padati,langema
999,brennen::V,gorjeti,põlema
1000,rauchen::V,dimiti se,suitsema
1001,regnen::V,kišiti,sadama
1002,regnen::V,daždjeti,sadama
1003,gefrieren::V,smrznuti se,kinni külmuma
1004,tauen::V,kopnjeti,sulama
1005,tauen::V,kraviti se,sulama
1006,schmelzen::V,topiti se,sulama
1007,trocknen::V,sušiti se,kuivama
1008,sieden::V,kipjeti,keema
1009,sieden::V,ključati,keema
1010,faulen::V,gnjiti,mädanema
1011,verfaulen::V,sagnjiti,mädanema
1012,reißen::V,otrgnuti se,rebenema
1013,versinken::V,tonuti,uppuma
1014,versinken::V,propasti,uppuma
1015,vergehen::V,prolaziti,mööduma
1016,erscheinen::V,pojaviti se,ilmuma
1017,verschwinden::V,nestati,kaduma
1018,verschwinden::V,izgubiti se,kaduma
1019,sinken::V,trgnuti,vajuma
1020,sinken::V,trgnuti,langema
1021,sinken::V,spustiti se,vajuma
1022,sinken::V,spustiti se,langema
1023,abnehmen::V,opasti,vähenema
1024,abnehmen::V,opasti,kahenema
1025,zunehmen::V,povećati se,kasvama
1026,steigen::V,uzići,tõusma
1027,steigen::V,uzići,üles minema
1028,steigen::V,nadoći,tõusma
1029,steigen::V,nadoći,üles minema
1030,wachsen::V,rasti,kasvama
1031,glänzen::V,blistati,läikimä
1032,glänzen::V,sjati se,läikimä
1033,funkeln::V,svjetlucati,sädelema
1034,lärmen::V,bučati,lärmama
1035,lärmen::V,galamiti,lärmama
1036,läuten::V,zvoniti,helisema
1037,klingeln::V,zvoniti,helisema
1038,klirren::V,zvečati,kõlisema
1039,brausen::V,hujati,kohisema
1040,rauschen::V,šumiti,kohisema
1041,rauschen::V,šuškati,kohisema
1042,klingen::V,zvučati,kõlama
1043,bellen::V,lajati,haukuma
1044,heulen::V,zavijati,uluma
1045,blasen::V,puhati,puhuma
1046,pfeifen::V,fućkati,vilistama
1047,schreien::V,vikati,karjuma
1048,schreien::V,kričati,karjuma
1049,stöhnen::V,stenjati,oigama
1050,zittern::V,drhtati,värisema
1051,zittern::V,trepetati,värisema
1052,leben::V,živjeti,elama
1053,leben::V,živjeti,elus olema
1054,geboren werden::V,roditi se,sündima
1055,atmen::V,disati,hingama
1056,trinken::V,piti,jooma
1057,essen::V,jesti,sööma
1058,schlucken::V,gutati,neelama
1059,müde werden::V,umoriti se,väsima
1060,einschlafen::V,usnuti,uinuma
1061,einschlafen::V,zaspati,uinuma
1062,schlafen::V,spati,magama
1063,aufwachen::V,probuditi se,ärkama
1064,aufstehen::V,ustati,ärkama
1065,aufstehen::V,ustati,üles tõusma
1066,sich erholen::V,odmoriti se,puhkama
1067,krank werden::V,oboljeti se,haigestuma
1068,krank werden::V,oboljeti se,haigeks jääma
1069,krank werden::V,razboljeti se,haigestuma
1070,krank werden::V,razboljeti se,haigeks jääma
1071,krank sein::V,bolovati,haige olema
1072,schmerzen::V,boljeti,valutama
1073,husten::V,kašljati,köhima
1074,genesen::V,ozdraviti,toibuma
1075,genesen::V,oporaviti se,toibuma
1076,sterben::V,umrijeti,surema
1077,umkommen::V,skapati,surma saama
1078,sich bewegen::V,gibati se,liikuma
1079,sich bewegen::V,kretati se,liikuma
1080,sich rühren::V,maknuti se,liikuma
1081,sich erheben::V,dići se,kerkima
1082,sich setzen::V,sjesti,istet võtma
1083,hinfallen::V,pasti,kukkuma
1084,hinfallen::V,pasti,maha kukkuma
1085,laufen::V,hodati,kõndima
1086,schreiten::V,stupati,astuma
1087,spazierengehen::V,šetati se,jalutama
1088,eilen::V,hitati,ruttama
1089,eilen::V,hitati,kiirustama
1090,sich beeilen::V,požuriti se,ruttama
1091,sich beeilen::V,požuriti se,kiirustama
1092,sausen::V,juriti,kihutama
1093,sausen::V,juriti,tormama
1094,rennen::V,trčati,jooksma
1095,rennen::V,trčati,kihutama
1096,springen::V,skakati,hüppama
1097,klettern::V,popeti se,ronima
1098,klettern::V,penjati se,ronima
1099,schaukeln::V,ljuljati se,kiikuma
1100,kriechen::V,puzati,roomama
1101,kriechen::V,gmizati,roomama
1102,schwimmen::V,plivati,ujuma
1103,tauchen::V,roniti,sukelduma
1104,tauchen::V,gnjuriti,sukelduma
1105,rudern::V,veslati,sõudma
1106,fahren::V,voziti se,sõitma
1107,fliegen::V,letjeti,lendama
1108,fliegen::V,lijetati,lendama
1109,gehen::V,ići,käima
1110,gehen::V,ići,minema
1111,weggehen::V,otići,ära minema
1112,weggehen::V,otići,välja minema
1113,abfahren::V,krenuti,väljuma
1114,abfahren::V,krenuti,ära sõitma
1115,abfahren::V,otputovati,väljuma
1116,abfahren::V,otputovati,ära sõitma
1117,anhalten::V,stati,peatuma
1118,anhalten::V,zaustaviti,peatuma
1119,hineingehen::V,ulaziti,sisenema
1120,hineingehen::V,ulaziti,sisse minema
1121,eintreten::V,ući,sisenema
1122,eintreten::V,ući,sisse astuma
1123,kommen::V,doći,tulema
1124,ankommen::V,stići,saabuma
1125,zurückkommen::V,vratiti se,tagasi tulema
1126,zurückkommen::V,povratiti se,tagasi tulema
1127,bleiben::V,ostati,jääma
1128,warten::V,čekati,ootama
1129,erwarten::V,očekivati,ootama
1130,erwarten::V,očekivati,lootma
1131,suchen::V,tražiti,otsima
1132,finden::V,naći,leidma
1133,versuchen::V,pokušati,püüdma
1134,versuchen::V,pokušati,üritama
1135,versuchen::V,pokušati,katsetama
1136,vorbereiten::V,spremiti,valmistama
1137,vorbereiten::V,pripremiti,valmistama
1138,lieben::V,voljeti,armastama
1139,mögen::V,voljeti,sallima
1140,mögen::V,voljeti,meeldima
1141,lachen::V,smijati se,naerma
1142,rühren::V,taknuti,liigutama
1143,rühren::V,taknuti,heldima panema
1144,weinen::V,plakati,nutma
1145,schimpfen::V,psovati,sõimama
1146,sich ärgern::V,ljutiti se,ärrituma
1147,sich ärgern::V,ljutiti se,vihastuma
1148,sich fürchten::V,bojati se,kartma
1149,sich fürchten::V,bojati se,hirmu tundma
1150,fürchten::V,bojati se,kartma
1151,fliehen::V,pobjeći,põgenema
1152,flüchten::V,utjeći,põgenema
1153,sehen::V,vidjeti,nägema
1154,anschauen::V,ogledati,vaatama
1155,ansehen::V,gledati,vaatama
1156,hören::V,čuti,kuulma
1157,zuhören::V,slušati,kuulama
1158,probieren::V,probati,proovima
1159,riechen::V,osjećati miris,nuusutama
1160,fühlen::V,osjećati,tundma
1161,scheinen::V,činiti se,näida
1162,scheinen::V,činiti se,ilmuda
1163,zu sehen sein::V,biti vidljiv,ilmuma
1164,vernehmen::V,saznati,üle kuulama
1165,frieren::V,zima je,külmetada
1166,tun::V,raditi,tegema
1167,können::V,moći,võima
1168,können::V,moći,oskama
1169,wollen::V,htjeti,tahtma
1170,anfangen::V,početi,hakkama
1171,anfangen::V,početi,alustama
1172,beenden::V,svršiti,lõpetama
1173,beenden::V,dovršiti,lõpetama
1174,aufhören::V,prestati,lakkama
1175,gelingen::V,uspjeti,õnnestuma
1176,geraten::V,desiti se,jõudma
1177,öffnen::V,otvoriti,avama
1178,schließen::V,zatvoriti,sulgema
1179,stellen::V,metnuti,panema
1180,stellen::V,metnuti,asetama
1181,stellen::V,postaviti,panema
1182,stellen::V,postaviti,asetama
1183,setzen::V,posaditi,panema
1184,legen::V,polagati,panema
1185,legen::V,polagati,asetama
1186,berühren::V,doticati,riivama
1187,berühren::V,doticati,puudutama
1188,berühren::V,dodirivati,riivama
1189,berühren::V,dodirivati,puudutama
1190,verbinden::V,spojiti,ühendama
1191,verbinden::V,zavezati,ühendama
1192,bedecken::V,pokriti,katma
1193,aufhängen::V,objesiti,riputama
1194,anzünden::V,upaliti,süütama
1195,anzünden::V,zapaliti,süütama
1196,aufheben::V,podići,üles tõstma
1197,aufheben::V,podignuti,üles tõstma
1198,zurücklassen::V,ostaviti,jätma
1199,zurücklassen::V,pustiti natrag,jätma
1200,verlieren::V,izgubiti,kaotama
1201,fallen lassen::V,ispustiti,maha pillama
1202,fallen lassen::V,ispustiti,kukkuda laskma
1203,machen::V,uraditi,tegema
1204,machen::V,načiniti,tegema
1205,machen::V,napraviti,tegema
1206,herstellen::V,proizvesti,valmistama
1207,bauen::V,graditi,ehitama
1208,reparieren::V,popraviti,parandama
1209,verbessern::V,poboljšati,parandama
1210,ändern::V,promijeniti,muutma
1211,ändern::V,promijeniti,ümber tegema
1212,graben::V,kopati,kaevama
1213,graben::V,kopkati,kaevama
1214,beugen::V,saviti,painutama
1215,biegen::V,saviti,painutama
1216,biegen::V,sagnuti,painutama
1217,drehen::V,vrtjeti,keerama
1218,wenden::V,obrnuti,ümber pöörama
1219,umdrehen::V,okrenuti,ümber keerama
1220,umdrehen::V,prevŕnuti,ümber keerama
1221,heben::V,dizati,tõstma
1222,hochheben::V,dignuti,üles tõstma
1223,hochheben::V,dignuti,kõrgele tõstma
1224,ergreifen::V,uhvatiti,haarama
1225,ergreifen::V,prihvatiti,haarama
1226,halten::V,držati,hoidma
1227,drücken::V,pritiskivati,pigistama
1228,schieben::V,gurati,lükkama
1229,kratzen::V,česati,kraapima
1230,kratzen::V,grepsti,kraapima
1231,lecken::V,lizati,lakkuma
1232,beißen::V,ujesti,purema
1233,beißen::V,ujesti,hammustama
1234,beißen::V,gristi,purema
1235,beißen::V,gristi,hammustama
1236,abreißen::V,otkinuti,rebima
1237,abreißen::V,otkinuti,ära rebima
1238,abschneiden::V,odrezati,ära lõikama
1239,binden::V,vezati,siduma
1240,stecken::V,turiti,pistma
1241,brechen::V,slomiti,murdma
1242,klopfen::V,lupati,koputama
1243,klopfen::V,kucati,koputama
1244,hauen::V,tući,lööma
1245,hauen::V,udarati,lööma
1246,kleben::V,lijepiti,kleepima
1247,reiben::V,trti,hõõruma
1248,streichen::V,namazati,silitama
1249,schleifen::V,brusiti,lihvima
1250,schleifen::V,brusiti,teritama
1251,schneiden::V,rezati,lõikama
1252,rütteln::V,drmati,raputama
1253,schütteln::V,tresti,raputama
1254,schütteln::V,tresti,loksutama
1255,schwenken::V,mahati,vehkima
1256,schwenken::V,mahati,lehvitama
1257,schütten::V,sipati,kallama
1258,schütten::V,lijevati,kallama
1259,füllen::V,napuniti,täitma
1260,einwickeln::V,umotati,sisse mähkima
1261,einwickeln::V,zamotati,sisse mähkima
1262,tragen::V,nositi,kandma
1263,schleppen::V,tegliti,tassima
1264,schleppen::V,tegliti,lohistama
1265,ziehen::V,vući,vedama
1266,ziehen::V,vući,tõmbama
1267,aufbewahren::V,čuvati,säilitama
1268,aufbewahren::V,čuvati,alal hoidma
1269,werfen::V,bacati,viskama
1270,fangen::V,loviti,püüdma
1271,fangen::V,hvatati,püüdma
1272,packen::V,ščepati,kinni haarama
1273,packen::V,ščepati,kinni võtma
1274,packen::V,zgrabiti,kinni haarama
1275,packen::V,zgrabiti,kinni võtma
1276,verstecken::V,sakriti,peitma
1277,teilen::V,podijeliti,jagama
1278,teilen::V,podijeliti,jaotama
1279,schicken::V,slati,saatma
1280,bringen::V,donijeti,viima
1281,hinzufügen::V,dodati,lisama
1282,hinzufügen::V,pridati,lisama
1283,bekommen::V,dobiti,saama
1284,erhalten::V,primiti,saama
1285,nehmen::V,uzeti,võtma
1286,wählen::V,izabrati,valima
1287,auswählen::V,odabrati,valima
1288,bewahren::V,sačuvati,hoidma
1289,behindern::V,smetati,takistama
1290,verderben::V,pokvariti,rikkuma
1291,beschädigen::V,oštetiti,rikkuma
1292,zerbrechen::V,razbiti,katki tegema
1293,zerbrechen::V,prelomiti,katki tegema
1294,zerreißen::V,poderati,katki rebima
1295,zerreißen::V,rastrgnuti,katki rebima
1296,zerstören::V,razoriti,purustama
1297,zerstören::V,razrušiti,purustama
1298,verbrennen::V,spaliti,põletama
1299,verbrennen::V,sagorjeti,põletama
1300,geben::V,dati,andma
1301,reichen::V,pružiti,andma
1302,reichen::V,pružiti,ulatama
1303,schenken::V,darivati,kinkima
1304,versprechen::V,obećati,lubama
1305,versprechen::V,obećati,tõotama
1306,wünschen::V,željeti,soovima
1307,loben::V,hvaliti,kiitma
1308,küssen::V,ljubiti,suudlema
1309,wiegen::V,njihati,hällitama
1310,wiegen::V,ljuljati,hällitama
1311,zudecken::V,pokriti,kaanetama
1312,zudecken::V,pokriti,kinni katma
1313,wecken::V,probuditi,äratama
1314,zeigen::V,pokazati,näitama
1315,führen::V,voditi,juhatama
1316,lehren::V,učiti,õpetama
1317,unterrichten::V,poučiti,õpetama
1318,aufziehen::V,uzgajati,üles kasvatama
1319,leiten::V,upravljati,juhtima
1320,antreiben::V,natjeravati,ergutama
1321,lassen::V,dati,laskma
1322,einladen::V,pozvati,kutsuma
1323,vereinigen::V,ujediniti,ühendama
1324,besuchen::V,posjetiti,külastama
1325,treffen::V,sresti,kohtama
1326,sich versammeln::V,okupiti se,kogunema
1327,spielen::V,igrati se,mängima
1328,singen::V,pjevati,laulma
1329,tanzen::V,plesati,tantsima
1330,sich trennen::V,razići se,lahku minema
1331,verlassen::V,ostaviti,maha jätma
1332,verlassen::V,napustiti,maha jätma
1333,retten::V,spasiti,päästma
1334,bewachen::V,čuvati,valvama
1335,bewachen::V,stražariti,valvama
1336,schützen::V,čuvati,kaitsma
1337,verteidigen::V,obraniti,kaitsma
1338,sich schlagen::V,biti se,kaklema
1339,sich schlagen::V,udariti se,kaklema
1340,schießen::V,pucati,tulistama
1341,schießen::V,strijeljati,tulistama
1342,siegen::V,pobijediti,võitma
1343,ärgern::V,ljutiti,ärritama
1344,ärgern::V,ljutiti,vihastama
1345,schlagen::V,biti,lööma
1346,schlagen::V,udariti,lööma
1347,treten::V,šutnuti,sõtkuma
1348,stechen::V,ubosti,pistma
1349,stechen::V,ubosti,torkama
1350,stoßen::V,gurnuti,tõukama
1351,stehlen::V,ukrasti,varastama
1352,stören::V,smetati,segama
1353,stören::V,smetati,häirima
1354,belästigen::V,smetati,ahistama
1355,belästigen::V,dosaditi,ahistama
1356,verbergen::V,skriti,peitma
1357,verbergen::V,skriti,varjama
1358,täuschen::V,obmanuti,petma
1359,täuschen::V,obmanuti,tüssama
1360,betrügen::V,prevarati,petma
1361,betrügen::V,prevarati,tüssama
1362,betrügen::V,prevarati,truudust murtma
1363,töten::V,ubiti,tapma
1364,töten::V,ubiti,surmama
1365,wohnen::V,stanovati,elama
1366,arbeiten::V,raditi,töötama
1367,sammeln::V,sabrati,koguma
1368,sammeln::V,sabrati,korjama
1369,pflücken::V,ubrati,noppima
1370,jagen::V,loviti,jahtima
1371,fischen::V,ribati,kalastama
1372,fischen::V,ribati,kala püüdma
1373,fischen::V,loviti ribu,kalastama
1374,fischen::V,loviti ribu,kala püüdma
1375,fassen::V,uloviti,püüdma
1376,hüten::V,pasti,karjatama
1377,treiben::V,goniti,ajama
1378,anbinden::V,privezati,kinni siduma
1379,füttern::V,hraniti,söötma
1380,melken::V,musti,lüpsma
1381,hacken::V,sjeckati,raiuma
1382,hacken::V,sjeckati,lõhkuma
1383,gießen::V,politi,kastma
1384,reifen::V,sazreti,valmima
1385,zubereiten::V,prigotoviti,valmistama
1386,kochen::V,kuhati,keetma
1387,backen::V,peći,küpsetama
1388,braten::V,peći,praadima
1389,braten::V,pržiti,praadima
1390,umrühren::V,promiješati,segama
1391,stricken::V,plesti,kuduma
1392,nähen::V,šiti,õmblema
1393,färben::V,obojiti,värvima
1394,reinigen::V,očistiti,puhastama
1395,reinigen::V,počistiti,puhastama
1396,waschen::V,prati,pesema
1397,abwischen::V,otrti,puhtaks pühkima
1398,spülen::V,isprati,uhtma
1399,spülen::V,oplakati,uhtma
1400,fegen::V,mesti,pühkima
1401,fegen::V,pomesti,pühkima
1402,kehren::V,mesti,pühkima
1403,baden::V,kupati se,suplema
1404,baden::V,kupati se,kümblema
1405,sich waschen::V,umiti se,end pesema
1406,sich waschen::V,prati se,end pesema
1407,ausziehen::V,svući,käest võtma
1408,ausziehen::V,svući,jalast võtma
1409,ausziehen::V,svući,seljast võtma
1410,anziehen::V,obući,jalga panema
1411,sich anziehen::V,obući se,riietuma
1412,kämmen::V,češljati,kammima
1413,schmücken::V,uresiti,kaunistama
1414,schmücken::V,nakititi,kaunistama
1415,sagen::V,reći,ütlema
1416,sagen::V,kazati,ütlema
1417,sprechen::V,govoriti,rääkima
1418,sprechen::V,govoriti,kõnelema
1419,reden::V,govoriti,kõnelema
1420,reden::V,besjediti,kõnelema
1421,sich unterhalten::V,razgovarati se,vestlema
1422,fragen::V,pitati,küsima
1423,bitten::V,moliti,paluma
1424,erzählen::V,ispričati,jutustama
1425,erzählen::V,pripovjediti,jutustama
1426,mitteilen::V,saopćiti,teatama
1427,mitteilen::V,saopćiti,teada andma
1428,nennen::V,nazvati,nimetama
1429,rufen::V,zvati,kutsuma
1430,rufen::V,dozvati,kutsuma
1431,prahlen::V,hvalisati se,hooplema
1432,übersetzen::V,prevesti,tõlkima
1433,denken::V,misliti,mõtlema
1434,glauben::V,vjerovati,uskuma
1435,bemerken::V,zapaziti,märkama
1436,bemerken::V,primijetiti,märkama
1437,erkennen::V,prepoznati,ära tundma
1438,begreifen::V,pojmiti,aru saama
1439,begreifen::V,shvatiti,aru saama
1440,verstehen::V,razabrati,mõistma
1441,lernen::V,učiti se,õppima
1442,wissen::V,znati,teadma
1443,sich erinnern an::V,sjetiti se,mäletama
1444,vergessen::V,zaboraviti,unustama
1445,messen::V,mjeriti,mõõtma
1446,zählen::V,brojiti,loendama
1447,rechnen::V,računati,arvutama
1448,lesen::V,čitati,lugema
1449,malen::V,slikati,maalima
1450,zeichnen::V,crtati,joonistama
1451,schreiben::V,pisati,kirjutama
1452,besitzen::V,imati,omama
1453,besitzen::V,posjedovati,omama
1454,kaufen::V,kupiti,ostma
1455,verkaufen::V,prodati,müüma
1456,verkaufen::V,raspačati,müüma
1457,bezahlen::V,platiti,tasuma
1458,zahlen::V,plaćati,maksma
1459,beherrschen::V,vladati,valitsema
1460,beherrschen::V,gospodariti,valitsema
1461,ertragen::V,trpjeti,taluma
1462,ertragen::V,podnijeti,taluma
1463,Gehirn::N,,aju
