,Concept_ID,fr,et
850,ein wenig::ADV,un peu,natuke
851,kaum::ADV,à peine,vaevalt
852,sehr::ADV,très,väga
853,so::ADV,si,nii
854,so::ADV,ainsi,nii
855,noch::ADV,encore,veel
856,nur::ADV,seulement,ainult
857,nur::ADV,ne ... que,ainult
858,schon::ADV,déjà,juba
859,wieder::ADV,de nouveau,jälle
860,vergebens::ADV,en vain,asjata
861,vor::PRP,devant,ees
862,hinter::PRP,derrière,taha
863,unter::PRP,sous,all
864,unter::PRP,au-dessous de,all
865,durch::PRP,par,läbi
866,durch::PRP,par,kaudu
867,durch::PRP,à travers,läbi
868,durch::PRP,à travers,kaudu
869,neben::PRP,à côté de,kõrval
870,zwischen::PRP,entre,vahel
871,wegen::PRP,à cause de,tõttu
872,wegen::PRP,à cause de,pärast
873,dies::PRN,ceci,see
874,das::PRN,ce,see
875,das::PRN,cela,see
876,alles::PRN,tout,kõik
877,ich::PRN,je,mina
878,ich::PRN,moi,mina
879,du::PRN,tu,sina
880,du::PRN,toi,sina
881,er::PRN,il,tema
882,er::PRN,lui,tema
883,wir::PRN,nous,me
884,ihr::PRN,vous,te
885,sie::PRN,ils,nad
886,sie::PRN,elles,nad
887,was::FPRN,que,mis
888,was::FPRN,quoi,mis
889,wer::FPRN,qui,kes
890,wo::FADV,où,kus
891,wohin::FADV,où,kuhu
892,wie::FADV,comment,kuidas
893,warum::FADV,pourquoi,miks
894,wieviel::FNUM,combien,mitu
895,wieviel::FNUM,combien,kui palju
896,eins::NUM,un,üks
897,zwei::NUM,deux,kaks
898,drei::NUM,trois,kolm
899,vier::NUM,quatre,neli
900,fünf::NUM,cinq,viis
901,sechs::NUM,six,kuus
902,sieben::NUM,sept,seitse
903,acht::NUM,huit,kaheksa
904,neun::NUM,neuf,üheksa
905,zehn::NUM,dix,kümme
906,elf::NUM,onze,üksteist
907,zwölf::NUM,douze,kaksteist
908,zwanzig::NUM,vingt,kakskümmend
909,dreißig::NUM,trente,kolmkümmend
910,vierzig::NUM,quarante,nelikümmend
911,fünfzig::NUM,cinquante,viiskümmend
912,sechzig::NUM,soixante,kuuskümmend
913,siebzig::NUM,soixante-dix,seitsekümmend
914,achtzig::NUM,quatre-vingt,kaheksakümmend
915,neunzig::NUM,quatre-vingt-dix,üheksakümmend
916,hundert::NUM,cent,sada
917,tausend::NUM,mille,tuhat
918,und::CNJ,et,ja
919,oder::CNJ,ou,või
920,stehen::V,être debout,seisma
921,sitzen::V,être assis,istuma
922,liegen::V,être couché,lamama
923,hängen::V,pendre,rippuma
924,werden::V,devenir,saama
925,werden::V,devenir,hakkama
926,passieren::V,se passer,juhtuma
927,beginnen::V,commencer,algama
928,beginnen::V,commencer,hakkama
929,enden::V,finir,lõppema
930,enden::V,se terminer,lõppema
931,wechseln::V,changer,vahelduma
932,wechseln::V,alterner,vahelduma
933,aufgehen[Sonne]::V,se lever,tõusma
934,untergehen[Sonne]::V,se coucher,loojuma
935,scheinen[Sonne]::V,briller,paistma
936,donnern::V,tonner,kõmisema
937,wehen::V,souffler,puhuma
938,strömen::V,affluer,voolama
939,fließen::V,couler,voolama
940,sich drehen::V,tourner,pöörduma
941,schwanken::V,osciller,kõikuma
942,schwanken::V,chanceler,kõikuma
943,schwingen::V,vibrer,võnkuma
944,schwingen::V,osciller,võnkuma
945,fallen::V,tomber,langema
946,brennen::V,brûler,põlema
947,brennen::V,flamber,põlema
948,rauchen::V,fumer,suitsema
949,regnen::V,pleuvoir,sadama
950,gefrieren::V,geler,kinni külmuma
951,tauen::V,dégeler,sulama
952,schmelzen::V,fondre,sulama
953,trocknen::V,sécher,kuivama
954,sieden::V,bouillir,keema
955,faulen::V,pourrir,mädanema
956,faulen::V,se putréfier,mädanema
957,verfaulen::V,pourrir,mädanema
958,reißen::V,rompre,rebenema
959,reißen::V,se déchirer,rebenema
960,versinken::V,s'enfoncer,uppuma
961,vergehen::V,passer,mööduma
962,erscheinen::V,apparaître,ilmuma
963,verschwinden::V,disparaître,kaduma
964,sinken::V,descendre,vajuma
965,sinken::V,descendre,langema
966,sinken::V,s'abaisser,vajuma
967,sinken::V,s'abaisser,langema
968,abnehmen::V,diminuer,vähenema
969,abnehmen::V,diminuer,kahenema
970,zunehmen::V,augmenter,kasvama
971,steigen::V,monter,tõusma
972,steigen::V,monter,üles minema
973,wachsen::V,croître,kasvama
974,glänzen::V,briller,läikimä
975,funkeln::V,étinceler,sädelema
976,lärmen::V,faire du bruit,lärmama
977,läuten::V,sonner,helisema
978,klingeln::V,sonner,helisema
979,klirren::V,cliqueter,kõlisema
980,brausen::V,mugir,kohisema
981,rauschen::V,bruire,kohisema
982,klingen::V,sonner,kõlama
983,bellen::V,aboyer,haukuma
984,heulen::V,hurler,uluma
985,blasen::V,souffler,puhuma
986,pfeifen::V,siffler,vilistama
987,schreien::V,crier,karjuma
988,stöhnen::V,gémir,oigama
989,zittern::V,trembler,värisema
990,leben::V,vivre,elama
991,leben::V,vivre,elus olema
992,geboren werden::V,naître,sündima
993,atmen::V,respirer,hingama
994,trinken::V,boire,jooma
995,essen::V,manger,sööma
996,schlucken::V,avaler,neelama
997,müde werden::V,se lasser,väsima
998,müde werden::V,se fatiguer,väsima
999,einschlafen::V,s'endormir,uinuma
1000,schlafen::V,dormir,magama
1001,aufwachen::V,se réveiller,ärkama
1002,aufstehen::V,se lever,ärkama
1003,aufstehen::V,se lever,üles tõusma
1004,sich erholen::V,se reposer,puhkama
1005,sich erholen::V,se détendre,puhkama
1006,krank werden::V,tomber malade,haigestuma
1007,krank werden::V,tomber malade,haigeks jääma
1008,krank sein::V,être malade,haige olema
1009,schmerzen::V,faire mal,valutama
1010,husten::V,tousser,köhima
1011,genesen::V,guérir,toibuma
1012,genesen::V,se remettre,toibuma
1013,sterben::V,mourir,surema
1014,umkommen::V,périr,surma saama
1015,sich bewegen::V,bouger,liikuma
1016,sich rühren::V,broncher,liikuma
1017,sich erheben::V,se lever,kerkima
1018,sich setzen::V,s'asseoir,istet võtma
1019,hinfallen::V,tomber,kukkuma
1020,hinfallen::V,tomber,maha kukkuma
1021,laufen::V,marcher,kõndima
1022,laufen::V,aller à pied,kõndima
1023,schreiten::V,marcher,astuma
1024,spazierengehen::V,se promener,jalutama
1025,eilen::V,courir,ruttama
1026,eilen::V,courir,kiirustama
1027,sich beeilen::V,se hâter,ruttama
1028,sich beeilen::V,se hâter,kiirustama
1029,sich beeilen::V,se dépêcher,ruttama
1030,sich beeilen::V,se dépêcher,kiirustama
1031,sausen::V,filer,kihutama
1032,sausen::V,filer,tormama
1033,rennen::V,courir,jooksma
1034,rennen::V,courir,kihutama
1035,springen::V,sauter,hüppama
1036,klettern::V,grimper,ronima
1037,schaukeln::V,se balancer,kiikuma
1038,kriechen::V,ramper,roomama
1039,schwimmen::V,nager,ujuma
1040,tauchen::V,plonger,sukelduma
1041,rudern::V,ramer,sõudma
1042,fahren::V,aller,sõitma
1043,fahren::V,rouler,sõitma
1044,fliegen::V,voler,lendama
1045,gehen::V,aller,käima
1046,gehen::V,aller,minema
1047,weggehen::V,s'en aller,ära minema
1048,weggehen::V,s'en aller,välja minema
1049,abfahren::V,partir,väljuma
1050,abfahren::V,partir,ära sõitma
1051,anhalten::V,s'arrêter,peatuma
1052,hineingehen::V,entrer,sisenema
1053,hineingehen::V,entrer,sisse minema
1054,eintreten::V,entrer,sisenema
1055,eintreten::V,entrer,sisse astuma
1056,kommen::V,venir,tulema
1057,ankommen::V,arriver,saabuma
1058,zurückkommen::V,revenir,tagasi tulema
1059,bleiben::V,rester,jääma
1060,bleiben::V,demeurer,jääma
1061,warten::V,attendre,ootama
1062,erwarten::V,attendre,ootama
1063,erwarten::V,attendre,lootma
1064,suchen::V,chercher,otsima
1065,finden::V,trouver,leidma
1066,versuchen::V,essayer,püüdma
1067,versuchen::V,essayer,üritama
1068,versuchen::V,essayer,katsetama
1069,vorbereiten::V,préparer,valmistama
1070,lieben::V,aimer,armastama
1071,mögen::V,aimer,sallima
1072,mögen::V,aimer,meeldima
1073,mögen::V,vouloir,sallima
1074,mögen::V,vouloir,meeldima
1075,lachen::V,rire,naerma
1076,rühren::V,toucher,liigutama
1077,rühren::V,toucher,heldima panema
1078,rühren::V,attendrir,liigutama
1079,rühren::V,attendrir,heldima panema
1080,weinen::V,pleurer,nutma
1081,schimpfen::V,gronder,sõimama
1082,sich ärgern::V,se fâcher,ärrituma
1083,sich ärgern::V,se fâcher,vihastuma
1084,sich fürchten::V,avoir peur,kartma
1085,sich fürchten::V,avoir peur,hirmu tundma
1086,fürchten::V,craindre,kartma
1087,fürchten::V,avoir peur de,kartma
1088,fliehen::V,fuir,põgenema
1089,flüchten::V,s'enfuir,põgenema
1090,sehen::V,voir,nägema
1091,anschauen::V,regarder,vaatama
1092,ansehen::V,regarder,vaatama
1093,hören::V,entendre,kuulma
1094,zuhören::V,écouter,kuulama
1095,probieren::V,goûter,proovima
1096,riechen::V,sentir,nuusutama
1097,fühlen::V,sentir,tundma
1098,scheinen::V,sembler,näida
1099,scheinen::V,sembler,ilmuda
1100,scheinen::V,paraître,näida
1101,scheinen::V,paraître,ilmuda
1102,zu sehen sein::V,se voir,ilmuma
1103,zu sehen sein::V,être visible,ilmuma
1104,vernehmen::V,entendre,üle kuulama
1105,vernehmen::V,percevoir,üle kuulama
1106,frieren::V,avoir froid,külmetada
1107,tun::V,faire,tegema
1108,können::V,savoir,võima
1109,können::V,savoir,oskama
1110,können::V,pouvoir,võima
1111,können::V,pouvoir,oskama
1112,wollen::V,vouloir,tahtma
1113,anfangen::V,commencer,hakkama
1114,anfangen::V,commencer,alustama
1115,beenden::V,finir,lõpetama
1116,beenden::V,terminer,lõpetama
1117,aufhören::V,cesser,lakkama
1118,aufhören::V,arrêter,lakkama
1119,gelingen::V,réussir,õnnestuma
1120,geraten::V,réussir,jõudma
1121,öffnen::V,ouvrir,avama
1122,schließen::V,fermer,sulgema
1123,stellen::V,poser,panema
1124,stellen::V,poser,asetama
1125,stellen::V,mettre,panema
1126,stellen::V,mettre,asetama
1127,setzen::V,placer,panema
1128,legen::V,placer,panema
1129,legen::V,placer,asetama
1130,berühren::V,toucher,riivama
1131,berühren::V,toucher,puudutama
1132,verbinden::V,lier,ühendama
1133,bedecken::V,couvrir,katma
1134,aufhängen::V,accrocher,riputama
1135,anzünden::V,allumer,süütama
1136,aufheben::V,ramasser,üles tõstma
1137,zurücklassen::V,laisser,jätma
1138,verlieren::V,perdre,kaotama
1139,fallen lassen::V,lâcher,maha pillama
1140,fallen lassen::V,lâcher,kukkuda laskma
1141,fallen lassen::V,laisser tomber,maha pillama
1142,fallen lassen::V,laisser tomber,kukkuda laskma
1143,machen::V,faire,tegema
1144,herstellen::V,produire,valmistama
1145,herstellen::V,fabriquer,valmistama
1146,bauen::V,bâtir,ehitama
1147,bauen::V,construire,ehitama
1148,reparieren::V,réparer,parandama
1149,verbessern::V,améliorer,parandama
1150,ändern::V,changer,muutma
1151,ändern::V,changer,ümber tegema
1152,ändern::V,modifier,muutma
1153,ändern::V,modifier,ümber tegema
1154,graben::V,creuser,kaevama
1155,beugen::V,plier,painutama
1156,beugen::V,ployer,painutama
1157,biegen::V,courber,painutama
1158,drehen::V,tordre,keerama
1159,drehen::V,tourner,keerama
1160,wenden::V,retourner,ümber pöörama
1161,umdrehen::V,tourner,ümber keerama
1162,heben::V,soulever,tõstma
1163,hochheben::V,lever,üles tõstma
1164,hochheben::V,lever,kõrgele tõstma
1165,ergreifen::V,saisir,haarama
1166,ergreifen::V,prendre,haarama
1167,halten::V,tenir,hoidma
1168,drücken::V,presser,pigistama
1169,schieben::V,pousser,lükkama
1170,kratzen::V,gratter,kraapima
1171,kratzen::V,égratigner,kraapima
1172,lecken::V,lécher,lakkuma
1173,beißen::V,mordre,purema
1174,beißen::V,mordre,hammustama
1175,abreißen::V,arracher,rebima
1176,abreißen::V,arracher,ära rebima
1177,abschneiden::V,couper,ära lõikama
1178,binden::V,lier,siduma
1179,binden::V,attacher,siduma
1180,stecken::V,enfoncer,pistma
1181,brechen::V,rompre,murdma
1182,klopfen::V,frapper,koputama
1183,hauen::V,frapper,lööma
1184,kleben::V,coller,kleepima
1185,reiben::V,frotter,hõõruma
1186,streichen::V,empâter,silitama
1187,schleifen::V,affiler,lihvima
1188,schleifen::V,affiler,teritama
1189,schleifen::V,aiguiser,lihvima
1190,schleifen::V,aiguiser,teritama
1191,schneiden::V,couper,lõikama
1192,schneiden::V,trancher,lõikama
1193,rütteln::V,cahoter,raputama
1194,schütteln::V,secouer,raputama
1195,schütteln::V,secouer,loksutama
1196,schwenken::V,agiter,vehkima
1197,schwenken::V,agiter,lehvitama
1198,schütten::V,verser,kallama
1199,füllen::V,remplir,täitma
1200,einwickeln::V,envelopper,sisse mähkima
1201,tragen::V,porter,kandma
1202,schleppen::V,traîner,tassima
1203,schleppen::V,traîner,lohistama
1204,ziehen::V,tirer,vedama
1205,ziehen::V,tirer,tõmbama
1206,aufbewahren::V,garder,säilitama
1207,aufbewahren::V,garder,alal hoidma
1208,aufbewahren::V,conserver,säilitama
1209,aufbewahren::V,conserver,alal hoidma
1210,werfen::V,jeter,viskama
1211,werfen::V,lancer,viskama
1212,fangen::V,attraper,püüdma
1213,packen::V,agripper,kinni haarama
1214,packen::V,agripper,kinni võtma
1215,verstecken::V,cacher,peitma
1216,teilen::V,diviser,jagama
1217,teilen::V,diviser,jaotama
1218,schicken::V,envoyer,saatma
1219,bringen::V,apporter,viima
1220,hinzufügen::V,ajouter,lisama
1221,bekommen::V,obtenir,saama
1222,erhalten::V,recevoir,saama
1223,nehmen::V,prendre,võtma
1224,wählen::V,choisir,valima
1225,auswählen::V,choisir,valima
1226,auswählen::V,sélectionner,valima
1227,bewahren::V,préserver,hoidma
1228,behindern::V,gêner,takistama
1229,verderben::V,gâter,rikkuma
1230,verderben::V,corrompre,rikkuma
1231,beschädigen::V,endommager,rikkuma
1232,zerbrechen::V,casser,katki tegema
1233,zerreißen::V,déchirer,katki rebima
1234,zerstören::V,détruire,purustama
1235,verbrennen::V,brûler,põletama
1236,geben::V,donner,andma
1237,reichen::V,tendre,andma
1238,reichen::V,tendre,ulatama
1239,schenken::V,offrir,kinkima
1240,versprechen::V,promettre,lubama
1241,versprechen::V,promettre,tõotama
1242,wünschen::V,souhaiter,soovima
1243,loben::V,louer,kiitma
1244,küssen::V,embrasser,suudlema
1245,wiegen::V,bercer,hällitama
1246,zudecken::V,couvrir,kaanetama
1247,zudecken::V,couvrir,kinni katma
1248,wecken::V,éveiller,äratama
1249,wecken::V,réveiller,äratama
1250,zeigen::V,montrer,näitama
1251,zeigen::V,faire voir,näitama
1252,führen::V,guider,juhatama
1253,lehren::V,apprendre,õpetama
1254,unterrichten::V,instruire,õpetama
1255,aufziehen::V,élever,üles kasvatama
1256,leiten::V,diriger,juhtima
1257,leiten::V,conduire,juhtima
1258,antreiben::V,pousser,ergutama
1259,lassen::V,faire,laskma
1260,einladen::V,inviter,kutsuma
1261,vereinigen::V,unir,ühendama
1262,vereinigen::V,réunir,ühendama
1263,besuchen::V,visiter,külastama
1264,besuchen::V,aller voir,külastama
1265,treffen::V,rencontrer,kohtama
1266,sich versammeln::V,s'assembler,kogunema
1267,spielen::V,jouer,mängima
1268,singen::V,chanter,laulma
1269,tanzen::V,danser,tantsima
1270,sich trennen::V,se séparer,lahku minema
1271,verlassen::V,quitter,maha jätma
1272,retten::V,sauver,päästma
1273,bewachen::V,garder,valvama
1274,schützen::V,protéger,kaitsma
1275,verteidigen::V,défendre,kaitsma
1276,sich schlagen::V,se taper,kaklema
1277,schießen::V,tirer,tulistama
1278,siegen::V,vaincre,võitma
1279,ärgern::V,agacer,ärritama
1280,ärgern::V,agacer,vihastama
1281,schlagen::V,battre,lööma
1282,schlagen::V,frapper,lööma
1283,treten::V,botter,sõtkuma
1284,treten::V,donner un coup de pied à,sõtkuma
1285,stechen::V,piquer,pistma
1286,stechen::V,piquer,torkama
1287,stoßen::V,heurter,tõukama
1288,stehlen::V,voler,varastama
1289,stören::V,gêner,segama
1290,stören::V,gêner,häirima
1291,stören::V,déranger,segama
1292,stören::V,déranger,häirima
1293,belästigen::V,molester,ahistama
1294,belästigen::V,importuner,ahistama
1295,verbergen::V,cacher,peitma
1296,verbergen::V,cacher,varjama
1297,verbergen::V,dissimuler,peitma
1298,verbergen::V,dissimuler,varjama
1299,täuschen::V,abuser,petma
1300,täuschen::V,abuser,tüssama
1301,täuschen::V,tromper,petma
1302,täuschen::V,tromper,tüssama
1303,betrügen::V,duper,petma
1304,betrügen::V,duper,tüssama
1305,betrügen::V,duper,truudust murtma
1306,betrügen::V,frauder,petma
1307,betrügen::V,frauder,tüssama
1308,betrügen::V,frauder,truudust murtma
1309,töten::V,tuer,tapma
1310,töten::V,tuer,surmama
1311,wohnen::V,habiter,elama
1312,wohnen::V,demeurer,elama
1313,arbeiten::V,travailler,töötama
1314,sammeln::V,collectionner,koguma
1315,sammeln::V,collectionner,korjama
1316,pflücken::V,cueillir,noppima
1317,jagen::V,chasser,jahtima
1318,fischen::V,pêcher,kalastama
1319,fischen::V,pêcher,kala püüdma
1320,fassen::V,capturer,püüdma
1321,hüten::V,garder,karjatama
1322,treiben::V,mener,ajama
1323,anbinden::V,attacher,kinni siduma
1324,füttern::V,faire manger,söötma
1325,melken::V,traire,lüpsma
1326,hacken::V,fendre,raiuma
1327,hacken::V,fendre,lõhkuma
1328,gießen::V,arroser,kastma
1329,reifen::V,mûrir,valmima
1330,zubereiten::V,préparer,valmistama
1331,kochen::V,cuire,keetma
1332,backen::V,cuire,küpsetama
1333,braten::V,rôtir,praadima
1334,umrühren::V,remuer,segama
1335,stricken::V,tricoter,kuduma
1336,nähen::V,coudre,õmblema
1337,färben::V,teindre,värvima
1338,reinigen::V,nettoyer,puhastama
1339,waschen::V,laver,pesema
1340,abwischen::V,essuyer,puhtaks pühkima
1341,spülen::V,rincer,uhtma
1342,fegen::V,balayer,pühkima
1343,kehren::V,balayer,pühkima
1344,baden::V,se baigner,suplema
1345,baden::V,se baigner,kümblema
1346,sich waschen::V,se laver,end pesema
1347,ausziehen::V,ôter,käest võtma
1348,ausziehen::V,ôter,jalast võtma
1349,ausziehen::V,ôter,seljast võtma
1350,ausziehen::V,enlever,käest võtma
1351,ausziehen::V,enlever,jalast võtma
1352,ausziehen::V,enlever,seljast võtma
1353,anziehen::V,mettre,jalga panema
1354,sich anziehen::V,s'habiller,riietuma
1355,kämmen::V,peigner,kammima
1356,schmücken::V,orner,kaunistama
1357,schmücken::V,décorer,kaunistama
1358,sagen::V,dire,ütlema
1359,sprechen::V,parler,rääkima
1360,sprechen::V,parler,kõnelema
1361,reden::V,parler,kõnelema
1362,sich unterhalten::V,bavarder,vestlema
1363,sich unterhalten::V,s'entretenir,vestlema
1364,fragen::V,demander,küsima
1365,bitten::V,prier,paluma
1366,erzählen::V,raconter,jutustama
1367,mitteilen::V,communiquer,teatama
1368,mitteilen::V,communiquer,teada andma
1369,nennen::V,nommer,nimetama
1370,nennen::V,appeler,nimetama
1371,rufen::V,appeler,kutsuma
1372,prahlen::V,se vanter,hooplema
1373,übersetzen::V,traduire,tõlkima
1374,denken::V,penser,mõtlema
1375,glauben::V,croire,uskuma
1376,bemerken::V,remarquer,märkama
1377,bemerken::V,apercevoir,märkama
1378,erkennen::V,reconnaître,ära tundma
1379,begreifen::V,concevoir,aru saama
1380,verstehen::V,entendre,mõistma
1381,verstehen::V,comprendre,mõistma
1382,lernen::V,apprendre,õppima
1383,wissen::V,savoir,teadma
1384,sich erinnern an::V,se souvenir de,mäletama
1385,vergessen::V,oublier,unustama
1386,messen::V,mesurer,mõõtma
1387,zählen::V,compter,loendama
1388,rechnen::V,calculer,arvutama
1389,lesen::V,lire,lugema
1390,malen::V,peindre,maalima
1391,zeichnen::V,dessiner,joonistama
1392,schreiben::V,écrire,kirjutama
1393,besitzen::V,posséder,omama
1394,kaufen::V,acheter,ostma
1395,verkaufen::V,vendre,müüma
1396,bezahlen::V,payer,tasuma
1397,zahlen::V,payer,maksma
1398,beherrschen::V,dominer,valitsema
1399,beherrschen::V,maîtriser,valitsema
1400,ertragen::V,tolérer,taluma
1401,ertragen::V,supporter,taluma
