,Concept_ID,he,mrj
746,unten::ADV,למטה,ӱлнӹ
747,unten::ADV,למטה,лӹвӓлнӹ
748,hinab::ADV,למטה,ӱлӹкӹ
749,hinab::ADV,למטה,лӹвӓкӹ
750,oben::ADV,מעל,вӹлнӹ
751,oben::ADV,למעלה,вӹлнӹ
752,hinauf::ADV,למעלה,кӱшкӹлӓ
753,hinauf::ADV,למעלה,кӱш
754,überall::ADV,בכל מקום,йӹлт
755,überall::ADV,בכל מקום,цилӓ вӓре
756,nicht::ADV,לא,уке
757,ein wenig::ADV,קצת,изиш
758,ein wenig::ADV,קצת,иклаштык
759,kaum::ADV,בקשי,цылик
760,kaum::ADV,בקשי,чучок-чучок
761,sehr::ADV,מאוד,чоте
762,so::ADV,כך,тенге
763,so::ADV,כך,тенгелӓ
764,so::ADV,ככה,тенге
765,so::ADV,ככה,тенгелӓ
766,noch::ADV,עוד,мол
767,noch::ADV,עוד,моло
768,noch::ADV,עדין,мол
769,noch::ADV,עדין,моло
770,nur::ADV,רק,веле
771,schon::ADV,כבר,уже
772,schon::ADV,כבר,ӹнде
773,wieder::ADV,שוב,уэш
774,vergebens::ADV,לריק,зря
775,vergebens::ADV,לריק,ӹзрӓ
776,vergebens::ADV,לריק,ӹзӹрӓ
777,vergebens::ADV,לשוא,зря
778,vergebens::ADV,לשוא,ӹзрӓ
779,vergebens::ADV,לשוא,ӹзӹрӓ
780,vor::PRP,מול,анзыц
781,vor::PRP,מול,анзыцын
782,hinter::PRP,מאחורי,шайылан
783,hinter::PRP,מאחורי,шайылный
784,unter::PRP,מתחת,лӹвӓкӹ
785,durch::PRP,דרך,вашт
786,neben::PRP,ליד,сага
787,neben::PRP,על-יד,сага
788,zwischen::PRP,בין,лош
789,zwischen::PRP,בין,лошкы
790,wegen::PRP,בשל,мычыц
791,wegen::PRP,בגלל,мычыц
792,dies::PRN,זה,тидӹ
793,dies::PRN,זה,ти
794,das::PRN,זה,тидӹ
795,das::PRN,זה,ти
796,alles::PRN,הכל,цилӓ
797,ich::PRN,אני,мый
798,du::PRN,את,тӹнь
799,du::PRN,אתה,тӹнь
800,er::PRN,הוא,тӹдӹ
801,wir::PRN,אנחנו,мӓ
802,ihr::PRN,לה,вӓ
803,sie::PRN,הם,нӹнӹ
804,was::FPRN,מה,ма
805,wer::FPRN,מי,кӱ
806,wo::FADV,איפה,кышан
807,wo::FADV,איפה,кыштакен
808,wohin::FADV,לאן,кышкы
809,wie::FADV,איך,кыце
810,warum::FADV,למה,малын
811,wieviel::FNUM,כמה,кынар
812,wieviel::FNUM,כמה,кынары
813,wieviel::FNUM,כמה,кынаркы
814,eins::NUM,אחד,иктӹ
815,eins::NUM,אחד,иктӹт
816,zwei::NUM,שתים,кок
817,zwei::NUM,שתים,кокты
818,drei::NUM,שלושה,кым
819,drei::NUM,שלושה,кымыт
820,vier::NUM,ארבעה,нӹл
821,fünf::NUM,חמשה,вӹц
822,sechs::NUM,ששה,куд
823,sechs::NUM,ששה,кудытмозн
824,sieben::NUM,שבעה,шӹм
825,sieben::NUM,שבעה,шӹмӹт
826,acht::NUM,שמונה,кӓндӓкш
827,acht::NUM,שמונה,кӓндӓкшӹ
828,neun::NUM,תשעה,ӹндекшшӱдӹ
829,zehn::NUM,עשרה,лу
830,elf::NUM,אחת עשרה,луатик
831,elf::NUM,אחת עשרה,луатиктӹ
832,zwölf::NUM,שתים עשרה,луаткок
833,zwölf::NUM,שתים עשרה,луаткокты
834,zwanzig::NUM,עשרים,коклы
835,dreißig::NUM,שלושים,кымлы
836,vierzig::NUM,ארבעים,нӹллӹ
837,fünfzig::NUM,חמשים,вӹцлӹ
838,sechzig::NUM,ששים,кудлу
839,siebzig::NUM,שבעים,шӹмлу
840,achtzig::NUM,שמונים,кӓндӓкшлу
841,neunzig::NUM,תשעים,ӹндекшлу
842,hundert::NUM,מאה,шӱдӹ
843,tausend::NUM,אלף,тӹжем
844,und::CNJ,ו,дöн
845,oder::CNJ,או,льывы
846,stehen::V,עמד,шалшаг
847,sitzen::V,ישב,шӹнзӓш
848,liegen::V,שכב,киӓш
849,hängen::V,היה תלוי,кечӓш
850,werden::V,הפך ל,шагалаш
851,passieren::V,קרה,ӹштӓ́лтӓш
852,beginnen::V,התחיל,тӹнгӓлӓлтӓш
853,enden::V,הסתים,пӹтӓш
854,wechseln::V,השתנה,весемӓш
855,wechseln::V,השתנה,весемӓлтӓш
856,aufgehen[Sonne]::V,זרח,авараш
857,untergehen[Sonne]::V,שקע,шӹ́нзӓш
858,scheinen[Sonne]::V,בהק,сотемдӓрӓш
859,donnern::V,רעם,хӹдӹртӓш
860,wehen::V,נשב,ӹфӹлӓш
861,strömen::V,זרם,йогащ
862,fließen::V,זרם,йогащ
863,sich drehen::V,הסתובב,пöрдӓш
864,schwanken::V,התנודד,лыпшалташ
865,schwingen::V,התנענע,кӓчӓйӓш
866,fallen::V,נפל,кенвазаш
867,fallen::V,נפל,шынгалташ
868,brennen::V,בער,йылаш
869,rauchen::V,עשן,шыпшаш
870,regnen::V,ירד גשם,юраш
871,gefrieren::V,קפא,гӓш
872,gefrieren::V,קפא,кӹлмаш
873,tauen::V,נמס,шылаш
874,schmelzen::V,התיך,шӹрӓнӓш
875,trocknen::V,התיבש,кошкаш
876,sieden::V,רתח,шолаш
877,faulen::V,רקב,шӱӓш
878,verfaulen::V,רקב,йӓнгӓрӓлтӓш
879,reißen::V,נקרע,кышкедӓлтӓш
880,versinken::V,טבע,ва́лаш
881,vergehen::V,עבר,эртӓш
882,erscheinen::V,נגלה,каяш
883,erscheinen::V,הופיע,каяш
884,verschwinden::V,נעלם,ямаш
885,sinken::V,ירד,пычаш
886,abnehmen::V,הפחית,чӹдемӓш
887,abnehmen::V,הפחית,кöтӹргӓш
888,zunehmen::V,רבה,когоэмӓш
889,steigen::V,עלה,лӱлта́лташ
890,wachsen::V,גדל,кушкаш
891,glänzen::V,נצץ,йӹлгӹжӓш
892,glänzen::V,בהק,йӹлгӹжӓш
893,funkeln::V,נצנץ,валгалташ
894,lärmen::V,רעש,юкланаш
895,läuten::V,צלצל,цоргаш
896,klingeln::V,צלצל,цоргаш
897,klirren::V,קרקש,цонгырталгаш
898,brausen::V,געש,ышдымыла́наш
899,rauschen::V,רשרש,шу́жгаш
900,klingen::V,נשמע,йо́нгаш
901,bellen::V,נבח,опташ
902,heulen::V,ילל,урмыжаш
903,blasen::V,נשף,ӹфӹлӓш
904,pfeifen::V,שרק,ши́шкаш
905,schreien::V,צעק,уташ
906,schreien::V,צעק,саслаш
907,schreien::V,צעק,варгынзаш
908,stöhnen::V,נאנק,ӹнгӹрӓш
909,zittern::V,רעד,цӹтӹрӓш
910,leben::V,חי,ӹлӓш
911,geboren werden::V,נולד,шачаш
912,atmen::V,נשם,шӱлӓш
913,trinken::V,שתה,йӱӓш
914,essen::V,אכל,качкаш
915,schlucken::V,בלע,нелӓш
916,müde werden::V,התעיף,янгылаш
917,einschlafen::V,נרדם,амален кеӓш
918,schlafen::V,ישן,амалаш
919,aufwachen::V,התעורר,понгыжалташ
920,aufstehen::V,קם,кӹньӹл шагалаш
921,sich erholen::V,נפש,кӓнаш
922,krank werden::V,חלה,церлӓнен вазаш
923,krank sein::V,היה חולה,церлӓнӓш
924,krank sein::V,היה חולה,ясланаш
925,krank sein::V,היה חולה,ясыланаш
926,schmerzen::V,כאב,каршташ
927,husten::V,השתעל,кахыраш
928,genesen::V,הבריא,паремӓш
929,genesen::V,הבריא,тöрлӓнӓш
930,sterben::V,מת,вазын колаш
931,umkommen::V,נספה,пӹтӓш
932,sich bewegen::V,נע,кашташ
933,sich rühren::V,זז,тӓрвӓнӓш
934,sich erheben::V,קם,кӹньӹлӓш
935,sich setzen::V,התישב,шӹнзӓш
936,hinfallen::V,נפל,кенвазаш
937,hinfallen::V,נפל,шынгалташ
938,laufen::V,הלך ברגל,кашташ
939,schreiten::V,פסע,ашкедӓш
940,spazierengehen::V,טיל,мадын кашташ
941,eilen::V,אץ,вӓшкӓш
942,eilen::V,מהר,вӓшкӓш
943,sich beeilen::V,מהר,вӓшкӓш
944,sich beeilen::V,מהר,талашаш
945,sausen::V,אץ,хойхаланаш
946,sausen::V,אץ,хояш
947,rennen::V,רץ,кыргыжаш
948,springen::V,קפץ,тӹршештӓш
949,klettern::V,טפס,ку́заш
950,schaukeln::V,התנדנד,лыпшалташ
951,kriechen::V,זחל,авалянаш
952,kriechen::V,זחל,ньыжиклӓш
953,schwimmen::V,שחה,илӓш
954,tauchen::V,צלל,цымаш
955,rudern::V,חתר,шуалташ
956,fahren::V,נסע,кеӓш
957,fliegen::V,עף,чонгештӓш
958,gehen::V,הלך,кеӓш
959,weggehen::V,עזב,кеӓш
960,abfahren::V,יצא,кеӓш
961,anhalten::V,עצר,цӓрнӓш
962,hineingehen::V,נכנס,пыраш
963,eintreten::V,נכנס,пыраш
964,kommen::V,בא,толаш
965,ankommen::V,הגיע,шоаш
966,zurückkommen::V,שב,пöртӹлӓш
967,zurückkommen::V,חזר,пöртӹлӓш
968,bleiben::V,נשאר,кодаш
969,warten::V,חכה,вычаш
970,warten::V,המתין,вычаш
971,erwarten::V,צפה,вычаш
972,suchen::V,חפש,кӹчӓлӓш
973,finden::V,מצא,моаш
974,versuchen::V,נסה,путаяш
975,versuchen::V,נסה,цацаш
976,vorbereiten::V,הכין,поспейӹктӓш
977,lieben::V,אהב,яраташ
978,mögen::V,אהב,яраташ
979,lachen::V,צחק,ваштылаш
980,rühren::V,נגע ללב,тӓрвӓтӓш
981,weinen::V,בכה,мӓгӹрӓш
982,schimpfen::V,גער,свырседӓлӓш
983,sich ärgern::V,זעם,шӹдешкӓш
984,sich ärgern::V,כעס,шӹдешкӓш
985,sich fürchten::V,פחד,лӱдӓш
986,sich fürchten::V,חשש,лӱдӓш
987,fürchten::V,פחד מ,лӱдӓш
988,fürchten::V,חשש מ,лӱдӓш
989,fliehen::V,ברח,кыргыжаш
990,flüchten::V,נמלט,кыргыж шӹлӓш
991,sehen::V,ראה,ужаш
992,anschauen::V,הביט,анжалаш
993,ansehen::V,התבונן,анжаш
994,hören::V,שמע,колаш
995,zuhören::V,הקשיב,колышташ
996,probieren::V,נסה,тотештӓш
997,probieren::V,נסה,подыл анжаш
998,riechen::V,הריח,ӱпшӹнзӓш
999,fühlen::V,חש,шижӓш
1000,scheinen::V,נדמה,каяш
1001,zu sehen sein::V,נראה,каяш
1002,vernehmen::V,נודע ל,колын колташ
1003,frieren::V,קר ל,кӹлмаш
1004,frieren::V,קר ל,тӹнгӹргӓш
1005,tun::V,פעל,ӹштӓш
1006,können::V,יכל,кердӓш
1007,wollen::V,רצה,жалаяш
1008,anfangen::V,התחיל,тӹнгӓлӓш
1009,beenden::V,גמר,пӹтӓрӓш
1010,aufhören::V,סים,цӓрнӓш
1011,gelingen::V,הצליח,цӓш лиӓш
1012,geraten::V,עלה,лиӓш
1013,öffnen::V,פתח,пачаш
1014,schließen::V,סגר,чӱчӓш
1015,stellen::V,העמיד,шӹндӓш
1016,setzen::V,הושיב,шӹндӓш
1017,legen::V,שם,опташ
1018,legen::V,שם,пиштӓш
1019,berühren::V,נגע,тӹкӓлӓш
1020,verbinden::V,קשר,пидӓш
1021,bedecken::V,כסה,леведӓш
1022,aufhängen::V,תלה,сӓкӓш
1023,anzünden::V,הצית,чӱктӓш
1024,aufheben::V,אסף,кузыкташ
1025,zurücklassen::V,השאיר,кодаш
1026,verlieren::V,אבד,ямдаш
1027,fallen lassen::V,שמט,кенвацтараш
1028,fallen lassen::V,הפיל,кенвацтараш
1029,machen::V,עשה,ӹштӓш
1030,herstellen::V,יצר,йӓмдӹлӓш
1031,bauen::V,בנה,ӹштӓш
1032,reparieren::V,תקן,чиняш
1033,reparieren::V,תקן,алалаш
1034,verbessern::V,שפר,яжоэмден шӹндӓш
1035,ändern::V,שנה,вашталташ
1036,graben::V,חפר,капаяш
1037,beugen::V,כפף,лывырташ
1038,beugen::V,כפף,каклярташ
1039,biegen::V,כופף,лывырташ
1040,drehen::V,סובב,сӓрӓш
1041,drehen::V,סובב,сӓрӹкӓлӓш
1042,wenden::V,הפך,сӓрӓлӓш
1043,umdrehen::V,סובב,сӓрӓлӓш
1044,heben::V,הרים,лӱктӓш
1045,hochheben::V,הרים,кузыкташ
1046,ergreifen::V,אחז,хватяш
1047,halten::V,החזיק,кычаш
1048,drücken::V,לחץ,темдӓш
1049,schieben::V,הזיז,шӹкӓш
1050,kratzen::V,שרט,нӹжӓш
1051,kratzen::V,שפשף,нӹжӓш
1052,lecken::V,לקק,нылаш
1053,beißen::V,נשך,пыралаш
1054,abreißen::V,קרע,кӹрӓш
1055,abreißen::V,קרע,кышкед нӓлӓш
1056,abschneiden::V,חתך,шулаш
1057,abschneiden::V,חתך,лаштыклаш
1058,binden::V,קשר,пидӓш
1059,stecken::V,תקע,шыралаш
1060,brechen::V,שבר,тодылаш
1061,brechen::V,שבר,пыдырташ
1062,klopfen::V,נקש,рушткаш
1063,hauen::V,הכה,шелӹштӓш
1064,kleben::V,הדביק,клейӓш
1065,reiben::V,שפשף,нӹжӓш
1066,streichen::V,מרח,шӹрӓш
1067,schleifen::V,השחיז,шымаш
1068,schneiden::V,גזר,пӹчкӓш
1069,rütteln::V,נענע,мыльгыкташ
1070,schütteln::V,נער,цӹтӹртӓш
1071,schütteln::V,נער,мыльгыкташ
1072,schwenken::V,נופף,машыяш
1073,schwenken::V,טלטל,машыяш
1074,schütten::V,שפך,опталаш
1075,füllen::V,מלא,темӓш
1076,einwickeln::V,עטף,пӹтӹрӓ́лӓш
1077,tragen::V,נשא,намалаш
1078,schleppen::V,סחב,шӹдӹрӓш
1079,ziehen::V,משך,шыпшаш
1080,aufbewahren::V,שמר,перегӓш
1081,werfen::V,זרק,кӹшкӓш
1082,fangen::V,תפס,кычаш
1083,packen::V,אחז,хватяш
1084,verstecken::V,החביא,шӹлтӓш
1085,teilen::V,חלק,пайылаш
1086,schicken::V,שלח,колташ
1087,bringen::V,הביא,кандаш
1088,hinzufügen::V,הוסיף,
1089,bekommen::V,תפס,лыкташ
1090,erhalten::V,קבל,получаяш
1091,nehmen::V,אחז,налаш
1092,wählen::V,בחר,айыраш
1093,auswählen::V,בחר ב,айыраш
1094,bewahren::V,קים,перегӓш
1095,behindern::V,מנע,мешӓйӓш
1096,verderben::V,מנע,портяш
1097,beschädigen::V,הזיק,шушырташ
1098,zerbrechen::V,נשבר,пыдырташ
1099,zerreißen::V,קרע,кӹрӓш
1100,zerstören::V,הרס,шӓлӓтӓш
1101,zerstören::V,השמיד,шӓлӓтӓш
1102,verbrennen::V,שרף,йылаташ
1103,verbrennen::V,שרף,йылалташ
1104,geben::V,נתן,пуаш
1105,reichen::V,העביר,пуаш
1106,schenken::V,נתן במתנה,подараш
1107,versprechen::V,הבטיח,сöрӓш
1108,wünschen::V,אחל,жалаяш
1109,loben::V,שבח,хваляш
1110,küssen::V,נשק,шышшалаш
1111,wiegen::V,נדנד,лӱнгӓлтӓш
1112,zudecken::V,כסה,пиштӓш
1113,wecken::V,עורר,понгыжалтараш
1114,zeigen::V,הראה,анжыкташ
1115,führen::V,הביא,видӓш
1116,führen::V,הוביל,видӓш
1117,lehren::V,למד,тымдаш
1118,unterrichten::V,למד,тымдаш
1119,aufziehen::V,רומם,кушташ
1120,leiten::V,נהל,видӓш
1121,leiten::V,נהל,вуйлаташ
1122,leiten::V,נהל,вуйлалташ
1123,antreiben::V,המרץ,талаштараш
1124,lassen::V,נתן,-ыкт
1125,einladen::V,הזמין,ӱжӓш
1126,vereinigen::V,אחד,иктештӓш
1127,vereinigen::V,לכד,иктештӓш
1128,besuchen::V,בקר,толаш
1129,treffen::V,פגש,вӓшлиӓш
1130,treffen::V,פגש,вӓшлиӓлтӓш
1131,sich versammeln::V,התאסף,цымыргаш
1132,spielen::V,שחק,мадаш
1133,singen::V,שר,мыраш
1134,tanzen::V,רקד,кушташ
1135,sich trennen::V,נפרד,айырлаш
1136,verlassen::V,עזב,шуаш
1137,retten::V,הציל,ытараш
1138,bewachen::V,שמר,оролаш
1139,schützen::V,אבטח,перегӓш
1140,verteidigen::V,הגן,перегӓш
1141,sich schlagen::V,התכתש,шидӓлӓш
1142,sich schlagen::V,התכתש,шиэдӓлӓш
1143,schießen::V,ירה,лӱӓш
1144,siegen::V,גבר,сӹнгӓш
1145,siegen::V,נצח,сӹнгӓш
1146,ärgern::V,עצבן,шӹдештӓрӓш
1147,schlagen::V,הכה,пӓрен колташ
1148,schlagen::V,הכה,хӹрӹктен колташ
1149,schlagen::V,הלקה,пӓрен колташ
1150,schlagen::V,הלקה,хӹрӹктен колташ
1151,treten::V,בעט,чымаш
1152,stechen::V,דקר,пышкылаш
1153,stoßen::V,דחק,шыркедӓш
1154,stehlen::V,גנב,шолышт толаш
1155,stören::V,קטע,ӓрештӹлӓш
1156,stören::V,הפריע,ӓрештӹлӓш
1157,belästigen::V,הציק,кӓньӹсӹрлӓндӓрӓш
1158,belästigen::V,הציק,шытырланыкташ
1159,belästigen::V,הטריד,кӓньӹсӹрлӓндӓрӓш
1160,belästigen::V,הטריד,шытырланыкташ
1161,verbergen::V,הצניע,шӹлтӓш
1162,täuschen::V,שגע,алталаш
1163,täuschen::V,שגע,аталаш
1164,betrügen::V,הונה,мошеньӹчӓйӓш
1165,töten::V,הרג,пуштын шуаш
1166,wohnen::V,גר,ӹлӓш
1167,arbeiten::V,עבד,пӓшӓлӓш
1168,arbeiten::V,עבד,ровотаяш
1169,sammeln::V,אסף,погаш
1170,pflücken::V,קטף,кӹрӓш
1171,jagen::V,צד,охотничӓйӓш
1172,fischen::V,דג,кол кычаш
1173,fassen::V,תפס,кычаш
1174,hüten::V,רעה,кӹтӓш
1175,treiben::V,הוציא,шуруяш
1176,anbinden::V,קשר,ялшташ
1177,anbinden::V,קשר,ялышташ
1178,füttern::V,הלעיט,пукшаш
1179,melken::V,חלב,шыпшылаш
1180,hacken::V,קצץ,роаш
1181,gießen::V,השקה,шӓвӓш
1182,reifen::V,בשל,кӱӓш
1183,reifen::V,בשל,поспейӓш
1184,zubereiten::V,הכין,йӓмдӹлӓш
1185,kochen::V,בשל,шолташ
1186,backen::V,אפה,кӱктӓш
1187,braten::V,צלה,жӓрӓш
1188,braten::V,טגן,жӓрӓш
1189,umrühren::V,ערבב,намалаш
1190,stricken::V,סרג,пидӓш
1191,nähen::V,תפר,ыргаш
1192,färben::V,צבע,пидӓш
1193,reinigen::V,נקה,чиӓлтӓш
1194,waschen::V,רחץ,мышкаш
1195,waschen::V,כבס,мышкаш
1196,abwischen::V,נגב,ӹштӓш
1197,spülen::V,שטף,шӱӓлтӓш
1198,fegen::V,טאטא,ӹштӓш
1199,kehren::V,טאטא,ӹштӓш
1200,baden::V,טבל,нӱштӹлӓш
1201,baden::V,שחה,нӱштӹлӓш
1202,sich waschen::V,התרחץ,мышкылташ
1203,ausziehen::V,הוריד,кыдашаш
1204,anziehen::V,לבש,чиӓш
1205,sich anziehen::V,התלבש,чиӓш
1206,kämmen::V,סרק,шерӓш
1207,schmücken::V,קשט,цеверемдӓш
1208,sagen::V,אמר,манаш
1209,sagen::V,אמר,келесӓш
1210,sprechen::V,דבר,манаш
1211,reden::V,דבר,шайышташ
1212,sich unterhalten::V,שוחח,хытыраш
1213,sich unterhalten::V,שוחח,хытыргаш
1214,fragen::V,שאל,ядаш
1215,bitten::V,בקש,ядаш
1216,erzählen::V,ספר,келесӓш
1217,mitteilen::V,מסר,попаш
1218,mitteilen::V,מסר,увертӓш
1219,mitteilen::V,מסר,увертӓрӓш
1220,mitteilen::V,הודיע,попаш
1221,mitteilen::V,הודיע,увертӓш
1222,mitteilen::V,הודיע,увертӓрӓш
1223,nennen::V,קרא בשם,лӹмдӓш
1224,rufen::V,גיס,ӱжӓш
1225,rufen::V,הזמין לבוא,ӱжӓш
1226,prahlen::V,התרברב,хайзаш
1227,prahlen::V,התרברב,шаргаланаш
1228,übersetzen::V,תרגם,вашташ
1229,denken::V,חשב,машанаш
1230,glauben::V,האמין,ӹнянӓш
1231,bemerken::V,הבחין,цаклаш
1232,erkennen::V,זהה,пӓлӓш
1233,begreifen::V,קלט,ынгылаш
1234,begreifen::V,הבין,ынгылаш
1235,verstehen::V,הבין,ынгылаш
1236,lernen::V,למד,тыменяш
1237,wissen::V,ידע,пӓлӓш
1238,sich erinnern an::V,זכר,ышештӓрӓш
1239,vergessen::V,שכח,монден кодаш
1240,messen::V,מדד,висӓш
1241,zählen::V,ספר,шотаяш
1242,rechnen::V,חשב,шотаяш
1243,lesen::V,קרא,лыдаш
1244,malen::V,ציר,рисуяш
1245,zeichnen::V,שרטט,ыдырка́лаш
1246,schreiben::V,כתב,вазаш
1247,besitzen::V,היה בעל של,кы́чаш
1248,kaufen::V,קנה,нӓлӓш
1249,kaufen::V,רכש,нӓлӓш
1250,verkaufen::V,מכר,выжалаш
1251,bezahlen::V,שלם,тӱлӓш
1252,zahlen::V,שלם,тӱлӓш
1253,beherrschen::V,שלט,кы́чаш
1254,ertragen::V,סבל,цӹтӓш
