,Concept_ID,vep,mrj
113,Hügel::N,kukaz,пӱгӹрикӓ
114,Anhöhe::N,kukaz,кӱкшикӓ
115,Berg::N,mägi,кырык
116,Gipfel::N,ladv,неркӓ
117,Höhle::N,mägionduz,ы́раж
118,Abhang::N,paute,полом
119,Quelle::N,lähte,вӹдсӹнзӓ
120,Bach::N,oja,ӓнгӹр
121,Fluss::N,jogi,вӹд
122,Ufer::N,rand,сир
123,Küste::N,randišt,сир
124,Festland::N,kuivma,мӱлӓндӹ
125,Meer::N,meri,тангыж
126,Bucht::N,laht,вӹдъял
127,Insel::N,sar',острок
128,Blume::N,änik,пеледӹш
129,Gras::N,hein,шуды
130,Wurzel::N,jur',важ
131,Baum::N,pu,пушӓнгӹ
132,Stamm::N,tüvi,пушӓнгӹ тӹнг
133,Rinde::N,kor',каргыж
134,Ast::N,oks,укш
135,Zweig::N,oks,укш
136,Zweig::N,barb,укш
137,Blatt::N,lehtez,листӹ
138,Birke::N,koiv,куги
139,Kiefer[Baum]::N,pedai,йӓктӹ
140,Weide[Baum]::N,raid,уа
141,Tanne::N,kuz',кож
142,Horn::N,sar'v,шур
143,Feder::N,höuneh,пын
144,Fell::N,nahk,кавашты
145,Flügel::N,suug,шылдыр
146,Klaue::N,künz',кӹч
147,Kralle::N,künz',лапа
148,Schwanz::N,händ,пач
149,Ei::N,muna,мыны
150,Nest::N,peza,пӹжӓш
151,Bau::N,uru,ыраж
152,Tier::N,živat,во́льык
153,Herde::N,kogo,кӹтö
154,Kuh::N,lehm,ышкал
155,Bulle::N,härg,ӱшкӱж
156,Pferd::N,hebo,имни
157,Schaf::N,lambaz,шарык
158,Schwein::N,siga,сасна
159,Hund::N,koir,пи
160,Katze::N,kaži,коти
161,Bär::N,kondi,мöскӓ
162,Eichhörnchen::N,orav,ур
163,Elch::N,hirb',шарды
164,Fuchs::N,reboi,рӹвӹж
165,Hase::N,jäniš,морен
166,Maus::N,hir',каля
167,Wolf::N,händikaz,пирӹ
168,Vogel::N,lind,кек
169,Schwarm::N,parveh,цуца
170,Huhn::N,kana,цӹвӹ
171,Hahn::N,kukoi,ӓптӓн
172,Gans::N,hanh',комбы
173,Adler::N,orl,кучкыж
174,Ente::N,sorz,лыды
175,Eule::N,hir'pulo,тымана
176,Kranich::N,kurg,тырня
177,Kranich::N,kurg,тыртня
178,Krähe::N,variš,лудыгарак
179,Kuckuck::N,kägi,куку
180,Schwan::N,joucen,йӱксӹ
181,Fisch::N,kala,кол
182,Barsch::N,ahven,алангы
183,Hecht::N,haug',нуж
184,Hecht::N,haug',нужгол
185,Schlange[Tier]::N,kü,кӹшкы
186,Schlange[Tier]::N,mado,кӹшкы
187,Wurm::N,mado,шукш
188,Spinne::N,hämähouk,ӓнгӹремшӹ
189,Ameise::N,murahaine,кыткы
190,Laus::N,täi,ти
191,Mücke::N,säs'k,кужнер
192,Mücke::N,säs'k,кужынер
193,Fliege::N,kärbhaine,шӹнгӓ
194,Schmetterling::N,lipkaine,лӹпӹ
195,Beere::N,marj,мöр
196,Apfel::N,jablok,олма
197,Pilz::N,sen',понгы
198,Pilz::N,babuk,понгы
199,Zwiebel::N,lauk,охыра
200,Saat::N,semned,нӱшмӹ
201,Saat::N,semned,нӱшмӱ
202,Korn::N,jüvä,пӹрцӹ
203,Korn::N,vill',пӹрцӹ
204,Heu::N,hein,шуды
205,Schale::N,kor',аваха
206,Schale::N,kor',карлангы
207,Grube::N,kop,йӓм
208,Falle::N,rida,лӱдӹ
209,Falle::N,rida,лӱдӹш
210,Schlinge::N,rihm,онгы
211,Spur::N,jäl'g,кишӓ
212,Asche::N,tuhk,ломых
213,Asche::N,tuhk,ломпыж
214,Dreck::N,redu,лявӹрӓ
215,Dreck::N,pačak,лявӹрӓ
216,Eisen::N,raud,кӹртни
217,Gold::N,kuld,шöртни
218,Gold::N,kuld,шöртньӹ
219,Silber::N,hobed,ши
220,Kohle::N,hil',шӱ
221,Glas::N,stökol,охоница
222,Lehm::N,savi,шун
223,Sand::N,lete,ошма
224,Mensch::N,mez',эдем
225,Mensch::N,ristit,эдем
226,Mann::N,mez',пӱэргӹ
227,Frau::N,naine,ӹдӹрӓмӓш
228,Kind::N,laps',ӓзӓ
229,Kind::N,laps',шачшы
230,Junge::N,poig,рвезӹ
231,Junge::N,poig,ӹрвезӹ
232,Junge::N,prihaine,рвезӹ
233,Junge::N,prihaine,ӹрвезӹ
234,Mädchen::N,neičukaine,ӹдӹрӓш
235,Familie::N,kanz,йиш
236,Familie::N,kanz,семня
237,Familie::N,pereh,йиш
238,Familie::N,pereh,семня
239,Großvater::N,ded,тьоти
240,Großmutter::N,bab,папа
241,Eltern::N,vanhembad,ӓтя-ӓвӓ
242,Eltern::N,kazvatajad,ӓтя-ӓвӓ
243,Vater::N,tat,ӓтя
244,Mutter::N,mam,ӓвӓ
245,Sohn::N,poig,эргӹ
246,Tochter::N,tütär,ӹдӹр
247,Bruder::N,veik,ӹза
248,Bruder::N,vell',ӹза
249,Schwester::N,čiža,ӓкӓ
250,Schwester::N,sizar,ӓкӓ
251,Onkel::N,däd',кугуза
252,Tante::N,tädi,куака
253,Ehemann::N,mužik,мары
254,Ehefrau::N,ak,вӓтӹ
255,Freude::N,ilo,ӹвӹртӹмӓш
256,Freude::N,ihastuz,ӹвӹртӹмӓш
257,Gelächter::N,nagr,ваштылмаш
258,Glück::N,oza,пиӓл
259,Kummer::N,gor'a,ясы
260,Wunsch::N,taht,охата
261,Wunsch::N,taht,шанымаш
262,Lust::N,himo,шӓр
263,Lust::N,himo,охата
264,Lust::N,himo,шанымаш
265,Geist::N,heng,тух
266,Gedanke::N,meletuz,шанымаш
267,Gedächtnis::N,mušt,ӓш
268,Verstand::N,mel',ыш
269,Sinn::N,jüvä,кын
270,Grund::N,sü,вир
271,Wahrheit::N,tozi,тöр
272,Gespräch::N,lodu,хытырымаш
273,Gespräch::N,pagin,хытырымаш
274,Märchen::N,sarn,ямак
275,Erzählung::N,sanutez,шайыштмаш
276,Nachricht::N,tedotuz,увертӓрӹмӓш
277,Neuigkeit::N,uzištuz,увер
278,Name::N,nimi,лӹм
279,Rätsel::N,ozoitez,тышты
280,Rede::N,pagin,шая
281,Rede::N,pagin,шамак
282,Rede::N,sanad,шая
283,Rede::N,sanad,шамак
284,Sprache::N,kel',йӹлмӹ
285,Stimme::N,än',юк
286,Wort::N,sana,шамак
287,Zeichen::N,znam,палӹ
288,Ruf::N,kida,сӹгӹрӹмӓш
289,Ruf::N,kucund,сӹгӹрӹмӓш
290,Lärm::N,judu,юкланымащ
291,Laut::N,kulund,юк
292,Ton::N,kulund,юк
293,Lied::N,pajo,мыры
294,Ruhe::N,lebu,тыр
295,Leute::N,rahvaz,эдемвлӓ
296,Volk::N,rahvaz,халык
297,Arbeit::N,tö,пӓшӓ
298,Arbeit::N,rad,пӓшӓ
299,Gast::N,adiv,хына
300,Geschenk::N,lahj,подарка
301,Spiel::N,vänd,мадыш
302,Gesellschaft::N,sebr,йӓл
303,Gesellschaft::N,sebr,йӓлвлӓ
304,Hilfe::N,abu,палшык
305,Freund::N,sebranik,тӓнг
306,Kamerad::N,sebranik,тос
307,Angelegenheit::N,azj,дела
308,Angelegenheit::N,azj,йела
309,Angelegenheit::N,azj,йыла
310,Angelegenheit::N,azj,пӓшӓ
311,Anzahl::N,lugu,шот
312,Art::N,rod,цӹре
313,Art::N,rodsugu,цӹре
314,Stück::N,pala,лаштык
315,Stück::N,supal,лаштык
316,Teil::N,pala,пай
317,Teil::N,pala,часть
318,Hälfte::N,pol',пел
319,Kreis::N,ümbruz,тӹртӹш
320,Kreis::N,kehkruz,тӹртӹш
321,Kreuz::N,rist,крестӹ
322,Linie::N,pird,
323,Strich::N,pird,
324,Abstand::N,keskust,ло
325,Entfernung::N,matk,ло
326,Gegend::N,taho,вӓр
327,Platz::N,avaruz',вӓр
328,Ort::N,koht,вӓр
329,Seite::N,pol',öрдӹж
330,Seite::N,kül'g,öрдӹж
331,Mitte::N,kesk,ло
332,Gegenstand::N,kalu,хӓдӹр
333,Sache::N,azj,хӓдӹр
334,Rand::N,röun,шöр
335,Kante::N,röun,шöр
336,Ecke::N,saum,лык
337,Spitze::N,agjaine,вуй
338,Ende::N,agj,вуй
339,Ende::N,agj,мычаш
340,Loch::N,reig,ыраж
341,Winkel::N,čoga,лык
342,Winkel::N,saum,лык
343,Muster::N,kirjam,тӹрлец
344,Größe::N,suruz',кӱкшӹц
345,Länge::N,piduz,кыт
346,Höhe::N,korktuz',кӱкшӹц
347,Gewicht::N,jügu,нелӹц
348,Gewicht::N,vedäduz,нелӹц
349,Menge::N,äjüz',шот
350,Haufen::N,kogo,ара
351,Reihe::N,rivi,ряд
352,Boot::N,veneh,пыш
353,Ruder::N,air,вешлӓ
354,Schlitten::N,regi,тир
355,Schlitten::N,regut,тир
356,Ski::N,suks',ечӹ
357,Lagerfeuer::N,nodj,тыл
358,Lagerfeuer::N,pažag,тыл
359,Last::N,jüguz,нелӹц
360,Gang::N,astund,ход
361,Schritt::N,hašk,ашкыл
362,Norden::N,pohjoine,йыдпелвел
363,Süden::N,suvi,кечӹвӓлвел
364,Westen::N,päivlaskm,кечӹ шӹцмӹ
365,Osten::N,päivnouzm,ирвел
366,Osten::N,päivnouzm,кечӹ лӱлтмӹ
367,Holz::N,pu,пушӓнгӹ
368,Brett::N,laud,ханга
369,Platte::N,keitim,плитӓ
370,Stütze::N,tugi,цӓрӓк
371,Stange::N,arz',равы
372,Stange::N,arz',намаш
373,Stock::N,kalu,панды
374,Stab::N,seibaz,равы
375,Rohr::N,torv,пыч
376,Haus::N,pert',пöрт
377,Heim::N,kodi,пöрт
378,Ofen::N,päč,камака
379,Fußboden::N,lava,седӹрӓ
380,Tisch::N,laud,стöл
381,Tisch::N,stal'c,стöл
382,Stuhl::N,ištim,пöкен
383,Wiege::N,kätte,шипкӓ
384,Bett::N,sija,койка
385,Bett::N,sija,кравать
386,Bett::N,magaduzsija,койка
387,Bett::N,magaduzsija,кравать
388,Regal::N,palič,полицӓ
389,Kiste::N,mülütim,шӱ́ндӹк
390,Fenster::N,ikun,окня
391,Tür::N,uks',амаса
392,Tor::N,verai,хапка
393,Zaun::N,aid,забор
394,Dach::N,katuz,левӓш
395,Leiter::N,pordhad,ташкалтыш
396,Besen::N,lud,сало
397,Besen::N,lud,салко
398,Besen::N,vast,сало
399,Besen::N,vast,салко
400,Spaten::N,labid,кольмы
401,Schaufel::N,labid,лоток
402,Gabel::N,hangoine,ви́лка
403,Löffel::N,luzik,савала
404,Messer::N,veič,кӹзӹ
405,Nagel::N,nagl,пыда
406,Netz::N,verk,вӓпш
407,Haken::N,kouk,крӱк
408,Haken::N,kouk,кагак
409,Griff::N,kägä,кычем
410,Griff::N,varz',кычем
411,Schloss::N,lukkol,замок
412,Schloss::N,lukkol,сыравач
413,Bild::N,kuva,картин
414,Figur::N,figur,кӓн
415,Puppe::N,tätüine,поханя
416,Beutel::N,havad,мешӓк
417,Bündel::N,toppaz,топ
418,Bündel::N,toppaz,пидӹш
419,Bündel::N,toppaz,кӹлдӹш
420,Bündel::N,käč,топ
421,Bündel::N,käč,пидӹш
422,Bündel::N,käč,кӹлдӹш
423,Tasche::N,sumk,сумкы
424,Eimer::N,vädr,ведӹрӓ
425,Deckel::N,katuz,комдыш
426,Geschirr::N,astii,ӓтӹ
427,Sack::N,havad,мешӓк
428,Tasse::N,čašk,цӓшкӓ
429,Topf::N,pada,ми́ска
430,Kessel::N,katil,пад
431,Essen::N,sönd,качкыш
432,Essen::N,sönd,качкыш-йӱш
433,Nahrung::N,söm,качкыш
434,Nahrung::N,söm,качкыш-йӱш
435,Speise::N,sömine,няня
436,Fleisch::N,liha,пай
437,Getreide::N,vill',киндӹ
438,Brei::N,pudr,шӹрӓш
439,Brot::N,leib,сыкыр
440,Scheibe::N,bibaleh,ламыт
441,Scheibe::N,bibaleh,лаштык
442,Scheibe::N,šlik,ламыт
443,Scheibe::N,šlik,лаштык
444,Fett::N,razv,кая
445,Butter::N,voi,ӱ
446,Öl::N,voi,ӱ
447,Salz::N,sol,санзал
448,Suppe::N,lem',лем
449,Suppe::N,keitoz,лем
450,Honig::N,mezi,мӱ
451,Milch::N,maid,шӹшер
452,Tee::N,čai,чӓй
453,Leder::N,nahk,шарга
454,Leder::N,nahk,кавашты
455,Wolle::N,vill,миж
456,Stoff::N,kangaz,матер
457,Stoff::N,kangaz,матери
458,Nadel::N,negl,им
459,Faden::N,nit',шӹртӹ
460,Knopf::N,nübl',полдыш
461,Knoten::N,sol'm,пӱкшем
462,Farbe::N,muju,чиӓ
463,Farbe::N,muju,крӓскӓ
464,Kleidung::N,sobad,выргем
465,Hemd::N,paid,тыгыр
466,Kragen::N,kagluz,шӱ
467,Ärmel::N,hijam,шокш
468,Hose::N,štanad,ялаш
469,Gürtel::N,vö,ӹштӹ
470,Mütze::N,šapuk,упш
471,Schuh::N,keng',ту́фльы
472,Stiefel::N,sapug,кем
473,Ring::N,rengaz,шӓргӓш
474,Band::N,lentaine,лемтӓ
475,Kamm::N,suga,шерге
476,Spiegel::N,zerkol,тӹгӹр
477,Riemen::N,vö,прӓжӓ
478,Schnur::N,nor,кӓндӹра
479,Leine::N,talutimnor,керем
480,Decke::N,sijakatuz,одеял
481,Kissen::N,pöluz,кӹпцӹк
482,Tuch::N,paik,савыц
483,Handtuch::N,käzipaik,шӹргӹсавыц
484,Handtuch::N,käzipaik,шӹргӹмсавыц
485,Kraft::N,vägi,ви
486,Stärke::N,vahvuz',ви
487,Gesundheit::N,tervhuz,шу
488,Gesundheit::N,tervhuz,шулык
489,Krankheit::N,läžund,мыж
490,Schmerz::N,kibu,карштыш
491,Wunde::N,čapatez,шушыр
492,Fieber::N,säru,ӱштӹмыж
493,Arznei::N,zel'l',лекӓрцӹ
494,Brücke::N,sild,кӹвер
495,Brunnen::N,kaiv,вӹдсӹнзӓ
496,Weide::N,omaluine,ныр
497,Pfad::N,tehut,ялгорны
498,Weg::N,te,корны
499,Straße::N,te,корны
500,Dorf::N,külä,сола
501,Stadt::N,lidn,города
502,Brief::N,kirjeine,сирмӓш
503,Buch::N,kirj,книгӓ
504,Buchstabe::N,kirjam,буква́
505,Zeitung::N,lehtez,газет
506,Zeitung::N,lehtez,кайзет
507,Leben::N,elo,житя
508,Tod::N,surm,смöрт
509,Grab::N,kaum,шӹгер
510,Grab::N,kaum,мыгилӓ
511,Grab::N,kaum,шӹгерлӓ
512,Kirche::N,jumalanpert',церкӹ
513,Sünde::N,grähk,сулык
514,Gott::N,jumal,йымы
515,Arbeiter::N,radnik,пӓшӓзӹ
516,Chef::N,pämez',вуй
517,Meister::N,mastar,мастар
518,Arzt::N,lekar',доктор
519,Lehrer::N,opendai,тымдышы
520,Geld::N,rahad,окса
521,Geschäft::N,biznes,торге́йӹмӓш
522,Laden::N,lauk,лапка
523,Laden::N,lauk,магазин
524,Preis::N,arv,ӓк
525,Ware::N,tavar,товар
526,Nutzen::N,liža,пайда
527,Reichtum::N,kodielo,перке
528,Reichtum::N,kal'huz',перке
529,Welt::N,mail'm,сӓндӓлӹк
530,Welt::N,mail'm,свет
531,Land::N,ma,сӓндӓлӹк
532,Staat::N,valdkund,кугижӓншӹ
533,König::N,kunigaz,король
534,Macht::N,vald,власть
535,Grenze::N,röun,пӹсмӓн
536,Krieg::N,soda,вырсы
537,Feind::N,vihanik,тышман
538,Feind::N,vastustai,тышман
539,Gewalt::N,vägivald,ви
540,Kampf::N,tora,кредӓлмӓш
541,Bogen[Waffe]::N,taug,янгеж
542,Pfeil::N,nol,пикш
543,Gewehr::N,oružj,пичӓл
544,Fehler::N,viga,самынь
545,Lüge::N,kelastuz,шая
546,Schaden::N,pahuz',вре́дӓ
547,Unglück::N,bed,пёда
548,Unglück::N,bed,тымаша
549,Unglück::N,gor'a,пёда
550,Unglück::N,gor'a,тымаша
551,Schuld::N,värhuz',вуйнамат
552,Alter::N,igä,иӓш
553,Alter::N,igä,игечӹ
554,Schluss::N,lop,пӹтӓртӹш
555,Zeit::N,aig,веремӓ
556,Tag::N,päiv,кечӹ
557,Morgen::N,homendez,ир
558,Morgen::N,homendez,ирок
559,Mittag::N,keskpäiv,кечӹвӓл
560,Abend::N,eht,вады
561,Nacht::N,ö,йыд
562,Woche::N,nedal',ӓрня
563,Monat::N,ku,тӹ́лзӹ
564,Jahr::N,voz',год
565,Frühling::N,keväz',шошым
566,Sommer::N,keza,кӓнгӹж
567,Herbst::N,sügüz',шӹжӹ
568,Winter::N,tal'v,тел
569,Winter::N,tal'v,телӹ
570,Januar::N,viluku,январ
571,Januar::N,viluku,январь
572,Februar::N,uhoku,февраль
573,März::N,keväz'ku,март
574,April::N,sulaku,апрель
575,Mai::N,semendku,май
576,Juni::N,kezaku,июнь
577,Juli::N,heinku,июль
578,August::N,eloku,август
579,September::N,sügüz'ku,сентябрь
580,Oktober::N,reduku,октябрь
581,November::N,kül'mku,ноябрь
582,Dezember::N,tal'vku,декавыр
583,Montag::N,ezmärg,шачмы
584,Dienstag::N,tožnarg,кышкыжмы
585,Mittwoch::N,koumanz'päiv,вӹрчегӹ
586,Donnerstag::N,nellänz'päiv,изӓрня
587,Freitag::N,pätnič,когарня
588,Freitag::N,videnz'päiv,когарня
589,Samstag::N,sobat,кукшыгечӹ
590,Sonntag::N,pühäpäiv,рушӓрня
591,groß::A,sur',кого
592,groß::A,järed,кого
593,klein::A,pen',изи
594,klein::A,pičuine,изи
595,lang::A,pit'k,кужы
596,kurz::A,lühüd,кӹтӹк
597,breit::A,leved,кымда
598,schmal::A,kaid,ӓнгӹсӹр
599,dicht::A,tihed,шӹре
600,dick[Gegenstand]::A,paks,кӹжгӹ
601,dünn::A,hoik,вӹцкӹж
602,fein::A,hen,пыльга
603,fest::A,luja,цаткыды
604,fest::A,ninev,цаткыды
605,flach::A,lapak,тӓлякӓ
606,glatt::A,siled,ягылгы
607,hart::A,kova,пингӹдӹ
608,weich::A,pehmed,пышкыды
609,rund::A,kehker,тӹртӹш
610,spitz::A,nügu,кашар
611,spitz::A,terav,кашар
612,scharf::A,terav,кашар
613,stumpf::A,tül'c,нӹшкӹ
614,schwer::A,jüged,нелӹ
615,schön::A,čoma,цевер
616,schön::A,čoma,олмыдшы
617,heiß::A,räk,шокшы
618,warm::A,läm',шокшы
619,kalt::A,vilu,ӱштӹ
620,kühl::A,raibak,юалгы
621,kühl::A,raibak,йонгата
622,kühl::A,viluhk,юалгы
623,kühl::A,viluhk,йонгата
624,frisch::A,lahed,йонгата
625,feucht::A,neps,ӹлӹкшӹ
626,feucht::A,neps,вӹдӹжгӹ
627,feucht::A,toreh,ӹлӹкшӹ
628,feucht::A,toreh,вӹдӹжгӹ
629,nass::A,märg,начкы
630,trocken::A,kuiv,кукшы
631,voll::A,täuz',темшӹ
632,voll::A,täuz',темыман
633,leer::A,joudai,йӓрӓ
634,offen::A,avoin,виш
635,offen::A,avol'jaine,виш
636,geschlossen::A,saubaline,чӱчмӹ
637,geschlossen::A,saubaline,тӹкӹлӓлтшӹ
638,sauber::A,puhtaz,ире
639,schmutzig::A,redukaz,шоран
640,schmutzig::A,redukaz,лявӹрӓн
641,schmutzig::A,redukaz,шорангшы
642,roh::A,rohk,пеле кӱшӹ
643,roh::A,toreh,пеле кӱшӹ
644,reif::A,küps,кӱшӹ
645,lecker::A,magukaz,тотан
646,süß::A,maged,мӱӓн
647,bitter::A,karged,качы
648,sauer::A,muiged,шапы
649,hell::A,kirkas,соты
650,hell::A,kirkas,валгыды
651,hell::A,valgei,соты
652,hell::A,valgei,валгыды
653,dunkel::A,pimed,пӹц
654,dunkel::A,pimed,пӹцкемӹш
655,schwarz::A,must,шим
656,weiß::A,vauged,ош
657,weiß::A,vauged,ошы
658,rot::A,rusked,якшаргы
659,gelb::A,pakuine,сар
660,gelb::A,pakuine,сары
661,blau::A,sinine,симсӹ
662,grün::A,vihand,ыжар
663,grau::A,hahk,луды
664,bunt::A,kirjav,ала
665,billig::A,odav,шулдаш
666,teuer::A,kalliž,шергӹ
667,teuer::A,kalliž,шергӓкӓн
668,wertvoll::A,arvokas,ӓкӓн
669,blind::A,soged,слöпöй
670,blind::A,soged,сльöпöй
671,taub::A,kurdiž,тӱтӱк
672,kräftig::A,vägev,виӓн
673,stark::A,vahv,виӓн
674,stark::A,vägekaz,виӓн
675,schwach::A,väll',шава
676,schwach::A,väll',лӹпкӓ
677,schwach::A,väll',слабка
678,fett::A,razvakaz,таза
679,schlank::A,kapos,яштака
680,hübsch::A,čoma,сӹлнӹ
681,hübsch::A,čoma,олмыдшы
682,böse::A,äred,шӹдӓн
683,böse::A,käred,шӹдӓн
684,dumm::A,el'getoi,окмак
685,faul::A,lašk,ялахай
686,fleißig::A,radonnavedii,пӓшам яратышы
687,geizig::A,ažlak,шык
688,klug::A,melev,ышан
689,klug::A,melekaz,ышан
690,geschickt::A,mahtokaz,мастар
691,lieb::A,izo,тыри
692,lieb::A,sula,тыри
693,lustig::A,ilokaz,мындыр
694,lustig::A,ilokaz,сусу
695,sanft::A,laskav,йӹвӹжӓ
696,hungrig::A,näl'ghine,шужышы
697,krank::A,läžui,церлӹ
698,krank::A,läžui,хворой
699,nackt::A,alastoi,цӓрӓ
700,traurig::A,opalahine,сы́лыкан
701,traurig::A,opalahine,кымы́лдымы
702,lebendig::A,eläb,живой
703,gut::A,hüvä,яжо
704,schlecht::A,huba,уда
705,schlecht::A,huba,худа
706,richtig::A,oiged,вургамла
707,schlimm::A,paha,йӹрнык
708,wahr::A,todesine,настоящий
709,wahr::A,todesine,настояшый
710,alt::A,vanh,шонгы
711,neu::A,uz',у
712,ehemalig::A,edeline,тошты
713,alt[Lebewesen]::A,ravaz,ӹлалшӹ
714,jung::A,nor',нöргӹ
715,jung::A,nor',молода
716,arm::A,gol'l',укеӓн
717,reich::A,elokaz,паян
718,reich::A,elokaz,пурлыкан
719,bekannt::A,tutab,палӹмӹ
720,berühmt::A,tetab,лӹмлы
721,fremd::A,veraz,эдемӹн
722,verschieden::A,erazvuitte,тӹрлӹ
723,nah::A,läheline,лишӹл
724,fern::A,edahaine,мӹндӹр
725,linker::A,hura,шалахай
726,rechter::A,oiged,вургамла
727,anderer::A,toine,вес
728,anderer::A,toine,весӹ
729,erster::A,ezmäine,икшӹ
730,erster::A,ezmäine,икӹмшӹ
731,zweiter::A,toine,кокшы
732,dritter::A,koumanz',кымшы
733,letzter::A,jäl'gmäine,остатка
734,allein::ADV,üksnäze,иктӹ
735,allein::ADV,üksnäze,иктӹт
736,auf einmal::ADV,ühten aigan,тöрöк
737,zusammen::ADV,ühtes,икараш
738,zusammen::ADV,ühtes,цымырын
739,lange::ADV,hätken,кужын
740,plötzlich::ADV,äkkid,трӱк
741,sofort::ADV,kerdalaz,полт
742,sofort::ADV,kerdalaz,тöрöк
743,sofort::ADV,kerdalaz,тӹшӓкок
744,später::ADV,möhemba,вара
745,jetzt::ADV,nügüd',
746,heute::ADV,tämbei,тагачы
747,morgen::ADV,homen,иргод
748,morgen::ADV,homen,иргодым
749,bald::ADV,pigai,чӹнь
750,bald::ADV,pigai,вӓшке
751,bald::ADV,pigai,выртышты
752,dann::ADV,sid',пакыла
753,gestern::ADV,eglai,тенгечӹ
754,einst::ADV,ende,икӓнӓ
755,einst::ADV,kerdan,икӓнӓ
756,damals::ADV,siloi,тӹнӓм
757,danach::ADV,sid',пакыла
758,vorher::ADV,ende,перви
759,zuerst::ADV,ezmäi,андак
760,einmal::ADV,kerdan,гӓнӓк
