,Concept_ID,tr,ar
809,zusammen::ADV,beraber,معا
810,zusammen::ADV,birlikte,معا
811,lange::ADV,çok,مدة طويلة
812,lange::ADV,uzun,مدة طويلة
813,plötzlich::ADV,ansızın,فجأة
814,plötzlich::ADV,birdenbire,فجأة
815,sofort::ADV,hemen,حالا
816,sofort::ADV,hemen,فورا
817,sofort::ADV,derhal,حالا
818,sofort::ADV,derhal,فورا
819,später::ADV,daha sonra,فيما بعد
820,jetzt::ADV,şimdi,الآن
821,jetzt::ADV,şimdi,حاليا
822,heute::ADV,bugün,اليوم
823,morgen::ADV,yarın,غدا
824,bald::ADV,yakında,قريبا
825,dann::ADV,sonra,ثم
826,gestern::ADV,dün,أمس
827,gestern::ADV,dün,البارحة
828,einst::ADV,eskiden,قديما
829,damals::ADV,o zamanlar,حينئذ
830,danach::ADV,sonradan,ثم
831,danach::ADV,sonradan,بعد ذلك
832,danach::ADV,ondan sonra,ثم
833,danach::ADV,ondan sonra,بعد ذلك
834,vorher::ADV,önce,من قبل
835,vorher::ADV,önce,قبل ذلك
836,vorher::ADV,önceden,من قبل
837,vorher::ADV,önceden,قبل ذلك
838,zuerst::ADV,ilk önce,أولا
839,einmal::ADV,bir defa,مرة
840,manchmal::ADV,bazan,أحيانا
841,oft::ADV,sık sık,كثيرا
842,oft::ADV,çok defa,كثيرا
843,immer::ADV,daima,دائما
844,immer::ADV,her zaman,دائما
845,niemals::ADV,asla değil,لا أبدا
846,niemals::ADV,hiçbir zaman,لا أبدا
847,hier::ADV,burada,هنا
848,hierhin::ADV,buraya,إلى هنا
849,von hier::ADV,buradan,من هنا
850,dort::ADV,orada,هناك
851,dort::ADV,şurada,هناك
852,dorthin::ADV,oraya,إلى هناك
853,dorthin::ADV,şuraya,إلى هناك
854,geradeaus::ADV,doğru,إلى الأمام
855,vorwärts::ADV,ileri,إلى الأمام
856,rückwärts::ADV,geri,إلى الوراء
857,zurück::ADV,geriye,عودا
858,zurück::ADV,geriye,إلى الخلف
859,unten::ADV,aşağıda,تحت
860,unten::ADV,aşağıda,في الأسفل
861,hinab::ADV,aşağıya,إلى تحت
862,oben::ADV,yukarıda,فوق
863,oben::ADV,yukarıda,في الأعلى
864,hinauf::ADV,yukarı,إلى فوق
865,hinauf::ADV,yukarı,إلى الأعلى
866,hinauf::ADV,yukarıya,إلى فوق
867,hinauf::ADV,yukarıya,إلى الأعلى
868,überall::ADV,her yerde,في كل مكان
869,nicht::ADV,-mi-,لا
870,nicht::ADV,-mi-,لم
871,nicht::ADV,değil,لا
872,nicht::ADV,değil,لم
873,ein wenig::ADV,biraz,قليلا
874,kaum::ADV,dar,كاد لا
875,kaum::ADV,hemen hemen değil,كاد لا
876,sehr::ADV,pek,جدا
877,sehr::ADV,pek,كثيرا
878,sehr::ADV,gayet,جدا
879,sehr::ADV,gayet,كثيرا
880,so::ADV,öyle,كذا
881,so::ADV,öyle,كذلك
882,so::ADV,böyle,كذا
883,so::ADV,böyle,كذلك
884,noch::ADV,hâlâ,ما زال
885,noch::ADV,henüz,ما زال
886,nur::ADV,ancak,فقط
887,nur::ADV,yalnız,فقط
888,schon::ADV,çoktan,قد
889,wieder::ADV,tekrar,من جديد
890,wieder::ADV,tekrar,مرة أخرى
891,wieder::ADV,yeniden,من جديد
892,wieder::ADV,yeniden,مرة أخرى
893,vergebens::ADV,boşuna,عبثا
894,vor::PRP,önünde,أمام
895,hinter::PRP,arkasında,خلف
896,hinter::PRP,arkasında,وراء
897,unter::PRP,altında,تحت
898,durch::PRP,sayesinde,عبر
899,durch::PRP,sayesinde,خلال
900,durch::PRP,ortasından,عبر
901,durch::PRP,ortasından,خلال
902,neben::PRP,yanında,جنب
903,neben::PRP,yanında,بجانب
904,zwischen::PRP,arasında,بين
905,wegen::PRP,dolayı,بسبب
906,dies::PRN,bu,هذا
907,das::PRN,o,ذلك
908,das::PRN,şu,ذلك
909,alles::PRN,hepsi,الكل
910,alles::PRN,her şey,الكل
911,ich::PRN,ben,أنا
912,du::PRN,sen,أنت
913,er::PRN,o,هو
914,wir::PRN,biz,نحن
915,ihr::PRN,siz,أنتم
916,ihr::PRN,siz,أنتن
917,sie::PRN,onlar,هم
918,sie::PRN,onlar,هن
919,was::FPRN,ne,ما
920,wer::FPRN,kim,من
921,wo::FADV,nerede,أين
922,wohin::FADV,nereye,إلى أين
923,wie::FADV,nasıl,كيف
924,warum::FADV,neden,لماذا
925,wieviel::FNUM,kaç,كم
926,wieviel::FNUM,ne kadar,كم
927,eins::NUM,bir,واحد
928,zwei::NUM,iki,اثنين
929,drei::NUM,üç,ثلاثة
930,vier::NUM,dört,أربعة
931,fünf::NUM,beş,خمسة
932,sechs::NUM,altı,ستة
933,sieben::NUM,yedi,سبعة
934,acht::NUM,sekiz,ثمانية
935,neun::NUM,dokuz,تسعة
936,zehn::NUM,on,عشرة
937,elf::NUM,on bir,أحد عشر
938,zwölf::NUM,on iki,اثنا عشر
939,zwanzig::NUM,yirmi,عشرون
940,dreißig::NUM,otuz,ثلاثون
941,vierzig::NUM,kırk,أربعون
942,fünfzig::NUM,elli,خمسون
943,sechzig::NUM,altmış,ستون
944,siebzig::NUM,yetmiş,سبعون
945,achtzig::NUM,seksen,ثمانون
946,neunzig::NUM,doksan,تسعون
947,hundert::NUM,yüz,مئة
948,tausend::NUM,bin,ألف
949,und::CNJ,ve,و
950,und::CNJ,ile,و
951,oder::CNJ,ya,أو
952,oder::CNJ,yahut,أو
953,stehen::V,durmak,وقف
954,sitzen::V,oturmak,جلس
955,liegen::V,yatmak,رقد
956,hängen::V,asılı olmak,تعلق
957,werden::V,olmak,صار
958,werden::V,olmak,أصبح
959,werden::V,olunmak,صار
960,werden::V,olunmak,أصبح
961,passieren::V,olmak,حدث
962,beginnen::V,başlamak,ابتدأ
963,enden::V,bitmek,انتهى
964,enden::V,sona ermek,انتهى
965,wechseln::V,değişmek,تغير
966,aufgehen[Sonne]::V,doğmak,شرق
967,untergehen[Sonne]::V,batmak,غرب
968,scheinen[Sonne]::V,parlamak,أضاء
969,donnern::V,gök gürlemek,رعد
970,wehen::V,esmek,هب
971,strömen::V,akmak,جرى
972,fließen::V,akmak,سال
973,sich drehen::V,dönmek,دار
974,schwanken::V,sallanmak,ترنح
975,schwingen::V,titremek,ترجح
976,fallen::V,düşmek,سقط
977,brennen::V,yanmak,احترق
978,rauchen::V,tütmek,دخن
979,regnen::V,yağmak,أمطر
980,gefrieren::V,donmak,تجمد
981,tauen::V,erimek,ذاب
982,schmelzen::V,erimek,ذاب
983,trocknen::V,kurumak,نشف
984,sieden::V,kaynamak,غلى
985,faulen::V,çürümek,فسد
986,verfaulen::V,çürümek,تعفن
987,reißen::V,yırtılmak,انقطع
988,versinken::V,batmak,غرق
989,vergehen::V,geçmek,مضى
990,erscheinen::V,görünmek,لاح
991,erscheinen::V,görünmek,ظهر
992,verschwinden::V,kaybolmak,غاب
993,sinken::V,inmek,هبط
994,abnehmen::V,azalmak,نقص
995,zunehmen::V,artmak,ازداد
996,zunehmen::V,çoğalmak,ازداد
997,steigen::V,artmak,صعد
998,steigen::V,artmak,ارتفع
999,steigen::V,yükselmek,صعد
1000,steigen::V,yükselmek,ارتفع
1001,wachsen::V,büyümek,نما
1002,wachsen::V,büyümek,نبت
1003,wachsen::V,gelişmek,نما
1004,wachsen::V,gelişmek,نبت
1005,glänzen::V,parlamak,لمع
1006,funkeln::V,parıldamak,تلألأ
1007,lärmen::V,gürültü yapmak,ضج
1008,lärmen::V,gürültü yapmak,صخب
1009,läuten::V,çalmak,قرع
1010,klingeln::V,zil çalmak,دق
1011,klirren::V,şakırdamak,قعقع
1012,klirren::V,zangırdamak,قعقع
1013,brausen::V,köpürmek,عج
1014,brausen::V,kükremek,عج
1015,rauschen::V,fışırdamak,حف
1016,klingen::V,tınlamak,رن
1017,bellen::V,havlamak,نبح
1018,heulen::V,ulumak,عوى
1019,blasen::V,üflemek,نفخ
1020,pfeifen::V,düdük çalmak,صفر
1021,schreien::V,bağırmak,صرخ
1022,schreien::V,haykırmak,صرخ
1023,stöhnen::V,inlemek,أن
1024,zittern::V,titremek,ارتعش
1025,leben::V,yaşamak,عاش
1026,leben::V,hayatta olmak,عاش
1027,geboren werden::V,doğmak,ولد
1028,atmen::V,solunmak,تنفس
1029,atmen::V,nefes almak,تنفس
1030,trinken::V,içmek,شرب
1031,essen::V,yemek,أكل
1032,schlucken::V,yutmak,جرع
1033,müde werden::V,yorulmak,تعب
1034,einschlafen::V,uykuya dalmak,نام
1035,schlafen::V,uyumak,نام
1036,aufwachen::V,uyanmak,استيقظ
1037,aufstehen::V,kalkmak,قام
1038,aufstehen::V,yataktan kalkmak,قام
1039,sich erholen::V,dinlenmek,استجم
1040,krank werden::V,hastalanmak,مرض
1041,krank sein::V,hasta olmak,مرض
1042,schmerzen::V,ağrımak,آلم
1043,husten::V,öksürmek,كح
1044,husten::V,öksürmek,سعل
1045,genesen::V,şifa bulmak,نقه
1046,sterben::V,ölmek,مات
1047,sterben::V,vefat etmek,مات
1048,umkommen::V,ölmek,هلك
1049,sich bewegen::V,hareket etmek,تحرك
1050,sich rühren::V,kımıldanmak,تحرك
1051,sich erheben::V,kalkmak,قام
1052,sich erheben::V,ayağa kalkmak,قام
1053,sich setzen::V,oturmak,جلس
1054,hinfallen::V,yere düşmek,وقع
1055,laufen::V,yürümek,مشى
1056,schreiten::V,yürümek,خطا
1057,schreiten::V,adım atmak,خطا
1058,spazierengehen::V,gezmek,تنزه
1059,spazierengehen::V,dolaşmak,تنزه
1060,eilen::V,seğirtmek,عجل
1061,sich beeilen::V,acele etmek,استعجل
1062,sausen::V,hızla gitmek,أسرع
1063,rennen::V,koşmak,عدا
1064,rennen::V,koşmak,ركض
1065,springen::V,atlamak,قفز
1066,springen::V,sıçramak,قفز
1067,klettern::V,tırmanmak,تسلق
1068,schaukeln::V,sallanmak,تأرجح
1069,kriechen::V,sürünmek,دب
1070,kriechen::V,sürünmek,زحف
1071,schwimmen::V,yüzmek,سبح
1072,tauchen::V,dalmak,غطس
1073,rudern::V,kürek çekmek,جذف
1074,fahren::V,gitmek,ركب
1075,fahren::V,gitmek,سافر
1076,fliegen::V,uçmak,طار
1077,gehen::V,gitmek,سار
1078,gehen::V,gitmek,ذهب
1079,weggehen::V,gitmek,ذهب
1080,weggehen::V,gitmek,انصرف
1081,abfahren::V,kalkmak,رحل
1082,anhalten::V,durmak,توقف
1083,hineingehen::V,içeri girmek,دخل
1084,eintreten::V,girmek,دخل
1085,kommen::V,gelmek,أتى
1086,kommen::V,gelmek,جاء
1087,ankommen::V,varmak,وصل
1088,zurückkommen::V,dönmek,عاد
1089,zurückkommen::V,dönmek,رجع
1090,bleiben::V,kalmak,مكث
1091,warten::V,beklemek,انتظر
1092,erwarten::V,beklemek,ترقب
1093,erwarten::V,beklemek,انتظر
1094,suchen::V,aramak,بحث
1095,finden::V,bulmak,وجد
1096,versuchen::V,denemek,حاول
1097,vorbereiten::V,hazırlamak,أعد
1098,vorbereiten::V,hazırlamak,حضر
1099,lieben::V,sevmek,أحب
1100,mögen::V,beğenmek,أحب
1101,lachen::V,gülmek,ضحك
1102,rühren::V,dokunmak,أثر
1103,rühren::V,duygulandırmak,أثر
1104,weinen::V,ağlamak,بكى
1105,schimpfen::V,küfretmek,سب
1106,schimpfen::V,küfretmek,شتم
1107,sich ärgern::V,kızmak,زعل
1108,sich fürchten::V,korkmak,هاب
1109,fürchten::V,korkmak,خاف
1110,fürchten::V,korkmak,خشي
1111,fliehen::V,kaçmak,هرب
1112,flüchten::V,kaçmak,فر
1113,sehen::V,görmek,رأى
1114,anschauen::V,seyretmek,نظر
1115,ansehen::V,bakmak,نظر
1116,hören::V,duymak,سمع
1117,hören::V,işitmek,سمع
1118,zuhören::V,dinlemek,أصغى
1119,probieren::V,denemek,ذاق
1120,probieren::V,tadına bakmak,ذاق
1121,riechen::V,kokusunu almak,شم
1122,riechen::V,kokusunu almak,استنشق
1123,fühlen::V,duymak,شعر
1124,fühlen::V,hissetmek,شعر
1125,scheinen::V,görünmek,ظهر
1126,zu sehen sein::V,görünmek,ظهر
1127,vernehmen::V,haber almak,سمع
1128,frieren::V,üşümek,بردان
1129,tun::V,etmek,فعل
1130,tun::V,yapmak,فعل
1131,können::V,bilmek,قدر
1132,können::V,bilmek,استطاع
1133,wollen::V,istemek,شاء
1134,wollen::V,istemek,أراد
1135,anfangen::V,başlamak,بدأ
1136,beenden::V,bitirmek,أنهى
1137,aufhören::V,bitmek,توقف
1138,aufhören::V,bitmek,انقطع
1139,gelingen::V,başarmak,نجح
1140,geraten::V,düşmek,طلع
1141,öffnen::V,açmak,فتح
1142,schließen::V,kapamak,أغلق
1143,stellen::V,koymak,وضع
1144,stellen::V,koymak,أقام
1145,setzen::V,koymak,أجلس
1146,setzen::V,oturtmak,أجلس
1147,legen::V,koymak,وضع
1148,legen::V,yatırmak,وضع
1149,berühren::V,dokunmak,مس
1150,berühren::V,dokunmak,لمس
1151,verbinden::V,bağlamak,ربط
1152,verbinden::V,bağlamak,وصل
1153,verbinden::V,birleştirmek,ربط
1154,verbinden::V,birleştirmek,وصل
1155,bedecken::V,örtmek,غطى
1156,bedecken::V,kaplamak,غطى
1157,aufhängen::V,asmak,علق
1158,anzünden::V,yakmak,أوقد
1159,anzünden::V,ateşlemek,أوقد
1160,aufheben::V,kaldırmak,لقط
1161,zurücklassen::V,geride bırakmak,ترك
1162,verlieren::V,yitirmek,فقد
1163,verlieren::V,kaybetmek,فقد
1164,fallen lassen::V,düşürmek,أسقط
1165,machen::V,yapmak,فعل
1166,herstellen::V,yapmak,صنع
1167,herstellen::V,yapmak,أنتج
1168,herstellen::V,imal etmek,صنع
1169,herstellen::V,imal etmek,أنتج
1170,bauen::V,kurmak,بنى
1171,bauen::V,kurmak,شيد
1172,bauen::V,inşa etmek,بنى
1173,bauen::V,inşa etmek,شيد
1174,reparieren::V,onarmak,صلح
1175,reparieren::V,tamir etmek,صلح
1176,verbessern::V,düzeltmek,صحح
1177,ändern::V,değiştirmek,غير
1178,graben::V,kazmak,حفر
1179,beugen::V,eğmek,ثنى
1180,beugen::V,eğmek,أحنى
1181,biegen::V,bükmek,لوى
1182,drehen::V,çevirmek,أدار
1183,drehen::V,çevirmek,دور
1184,drehen::V,döndürmek,أدار
1185,drehen::V,döndürmek,دور
1186,wenden::V,çevirmek,قلب
1187,umdrehen::V,çevirmek,قلب
1188,heben::V,kaldırmak,رفع
1189,hochheben::V,yukarı kaldırmak,رفع
1190,ergreifen::V,tutmak,مسك
1191,ergreifen::V,yakalamak,مسك
1192,halten::V,tutmak,مسك
1193,drücken::V,sıkmak,ضغط
1194,schieben::V,itmek,حرك
1195,schieben::V,sürmek,حرك
1196,kratzen::V,kaşımak,خدش
1197,lecken::V,yalamak,لعق
1198,beißen::V,ısırmak,عض
1199,abreißen::V,koparmak,قلع
1200,abschneiden::V,keserek ayırmak,قطع
1201,binden::V,bağlamak,ربط
1202,stecken::V,sokmak,دس
1203,brechen::V,kırmak,كسر
1204,klopfen::V,çalmak,طرق
1205,hauen::V,vurmak,ضرب
1206,kleben::V,yapıştırmak,ألصق
1207,reiben::V,ovmak,حك
1208,reiben::V,sürtmek,حك
1209,streichen::V,sürmek,نشر
1210,schleifen::V,bilemek,سن
1211,schneiden::V,kesmek,قطع
1212,rütteln::V,sallamak,رج
1213,schütteln::V,sarsmak,هز
1214,schütteln::V,çalkamak,هز
1215,schwenken::V,sallamak,لوح
1216,schütten::V,dökmek,صب
1217,schütten::V,akıtmak,صب
1218,füllen::V,doldurmak,ملأ
1219,einwickeln::V,sarmak,لف
1220,tragen::V,taşımak,حمل
1221,schleppen::V,sürüklemek,سحب
1222,ziehen::V,çekmek,سحب
1223,aufbewahren::V,saklamak,حفظ
1224,werfen::V,atmak,رمى
1225,werfen::V,atmak,ألقى
1226,fangen::V,tutmak,التقط
1227,fangen::V,yakalamak,التقط
1228,packen::V,tutmak,مسك
1229,packen::V,yakalamak,مسك
1230,verstecken::V,saklamak,خبأ
1231,teilen::V,bölmek,قسم
1232,teilen::V,ayırmak,قسم
1233,schicken::V,yollamak,بعث
1234,schicken::V,yollamak,أرسل
1235,schicken::V,göndermek,بعث
1236,schicken::V,göndermek,أرسل
1237,bringen::V,getirmek,جلب
1238,hinzufügen::V,katmak,أضاف
1239,hinzufügen::V,eklemek,أضاف
1240,bekommen::V,almak,حصل
1241,bekommen::V,eline geçmek,حصل
1242,erhalten::V,almak,استلم
1243,nehmen::V,almak,أخذ
1244,wählen::V,seçmek,اختار
1245,auswählen::V,seçmek,انتقى
1246,auswählen::V,ayırmak,انتقى
1247,bewahren::V,korumak,حافظ
1248,behindern::V,engellemek,عاق
1249,verderben::V,bozmak,أفسد
1250,beschädigen::V,zedelemek,أضر
1251,beschädigen::V,ziyan vermek,أضر
1252,zerbrechen::V,kırmak,كسر
1253,zerreißen::V,yırtmak,مزق
1254,zerstören::V,yıkmak,دمر
1255,zerstören::V,tahrip etmek,دمر
1256,verbrennen::V,yakmak,حرق
1257,geben::V,vermek,أعطى
1258,reichen::V,uzatmak,ناول
1259,schenken::V,hediye etmek,وهب
1260,versprechen::V,vaat etmek,وعد
1261,wünschen::V,kutlamak,تمنى
1262,loben::V,övmek,مدح
1263,küssen::V,öpmek,قبل
1264,wiegen::V,sallamak,هدهد
1265,zudecken::V,örtmek,غطى
1266,wecken::V,uyandırmak,أيقظ
1267,zeigen::V,göstermek,أرى
1268,führen::V,gezdirmek,دل
1269,führen::V,yol göstermek,دل
1270,lehren::V,okutmak,علم
1271,lehren::V,öğretmek,علم
1272,unterrichten::V,öğretmek,علم
1273,aufziehen::V,yetiştirmek,ربى
1274,leiten::V,yönetmek,دل
1275,leiten::V,yönetmek,أدار
1276,leiten::V,idare etmek,دل
1277,leiten::V,idare etmek,أدار
1278,antreiben::V,teşvik etmek,حث
1279,lassen::V,-tırmak,حدا
1280,einladen::V,davet etmek,دعا
1281,vereinigen::V,birleştirmek,وحد
1282,besuchen::V,uğramak,زار
1283,besuchen::V,ziyaret etmek,زار
1284,besuchen::V,görmeye gitmek,زار
1285,treffen::V,rastlamak,قابل
1286,treffen::V,isabet etmek,قابل
1287,sich versammeln::V,toplanmak,اجتمع
1288,spielen::V,oynamak,لعب
1289,singen::V,söylemek,غنى
1290,singen::V,şarkı söylemek,غنى
1291,tanzen::V,oynamak,رقص
1292,tanzen::V,dans etmek,رقص
1293,sich trennen::V,ayrılmak,افترق
1294,verlassen::V,bırakmak,ترك
1295,verlassen::V,terk etmek,ترك
1296,retten::V,kurtarmak,نجى
1297,retten::V,kurtarmak,أنقذ
1298,bewachen::V,gözetmek,حرس
1299,schützen::V,korumak,حمى
1300,verteidigen::V,savunmak,دافع
1301,sich schlagen::V,dövüşmek,تضارب
1302,schießen::V,ateş etmek,أطلق
1303,siegen::V,yenmek,انتصر
1304,ärgern::V,kızdırmak,أزعل
1305,schlagen::V,dövmek,ضرب
1306,treten::V,tepmek,رفس
1307,stechen::V,sokmak,شك
1308,stechen::V,batırmak,شك
1309,stoßen::V,itmek,دفع
1310,stehlen::V,çalmak,سرق
1311,stören::V,bozmak,ضايق
1312,stören::V,etkilemek,ضايق
1313,belästigen::V,rahatsız etmek,أزعج
1314,verbergen::V,saklamak,كتم
1315,täuschen::V,aldatmak,خدع
1316,betrügen::V,aldatmak,غش
1317,betrügen::V,dolandırmak,غش
1318,töten::V,öldürmek,قتل
1319,wohnen::V,oturmak,سكن
1320,arbeiten::V,çalışmak,عمل
1321,arbeiten::V,çalışmak,اشتغل
1322,sammeln::V,toplamak,جمع
1323,pflücken::V,koparmak,جنى
1324,pflücken::V,koparmak,قطف
1325,jagen::V,avlanmak,صاد
1326,fischen::V,balık tutmak,اصطاد
1327,fassen::V,tutmak,قبض
1328,fassen::V,yakalamak,قبض
1329,hüten::V,otlatmak,رعى
1330,treiben::V,gütmek,ساق
1331,anbinden::V,bağlamak,ربط
1332,füttern::V,beslemek,علف
1333,melken::V,sağmak,حلب
1334,hacken::V,yarmak,فرم
1335,gießen::V,sulamak,سقى
1336,reifen::V,olgunlaşmak,نضج
1337,zubereiten::V,hazırlamak,حضر
1338,kochen::V,pişirmek,طبخ
1339,kochen::V,kaynatmak,طبخ
1340,backen::V,pişirmek,خبز
1341,backen::V,fırında pişirmek,خبز
1342,braten::V,kızartmak,قلى
1343,braten::V,kızartmak,حمر
1344,umrühren::V,karıştırmak,قلب
1345,stricken::V,örmek,حاك
1346,nähen::V,dikmek,خاط
1347,färben::V,boyamak,صبغ
1348,färben::V,boyamak,لون
1349,reinigen::V,temizlemek,نظف
1350,waschen::V,yıkamak,غسل
1351,abwischen::V,silmek,مسح
1352,spülen::V,çalkamak,شطف
1353,fegen::V,süpürmek,كنس
1354,kehren::V,süpürmek,كنس
1355,baden::V,yıkanmak,استحم
1356,baden::V,banyo yapmak,استحم
1357,sich waschen::V,yıkanmak,اغتسل
1358,ausziehen::V,çıkarmak,خلع
1359,anziehen::V,giymek,لبس
1360,sich anziehen::V,giyinmek,اكتسى
1361,kämmen::V,taramak,مشط
1362,schmücken::V,süslemek,زين
1363,sagen::V,demek,قال
1364,sagen::V,söylemek,قال
1365,sprechen::V,konuşmak,تكلم
1366,reden::V,konuşmak,تكلم
1367,sich unterhalten::V,sohbet etmek,تحادث
1368,fragen::V,sormak,سأل
1369,bitten::V,dilemek,رجا
1370,bitten::V,rica etmek,رجا
1371,erzählen::V,bahsetmek,حكي
1372,erzählen::V,hikâye etmek,حكي
1373,mitteilen::V,bildirmek,بلغ
1374,nennen::V,adlandırmak,سمى
1375,rufen::V,çağırmak,نادى
1376,prahlen::V,övünmek,فشر
1377,prahlen::V,övünmek,تفاخر
1378,übersetzen::V,çevirmek,ترجم
1379,übersetzen::V,tercüme etmek,ترجم
1380,denken::V,düşünmek,فكر
1381,glauben::V,inanmak,اعتقد
1382,glauben::V,zannetmek,اعتقد
1383,bemerken::V,farkına varmak,لاحظ
1384,erkennen::V,tanımak,عرف
1385,begreifen::V,anlamak,فهم
1386,begreifen::V,anlamak,أدرك
1387,begreifen::V,kavramak,فهم
1388,begreifen::V,kavramak,أدرك
1389,verstehen::V,duymak,فهم
1390,verstehen::V,anlamak,فهم
1391,lernen::V,öğrenmek,درس
1392,wissen::V,bilmek,علم
1393,sich erinnern an::V,hatırlamak,تذكر
1394,vergessen::V,unutmak,نسي
1395,messen::V,ölçmek,قاس
1396,zählen::V,saymak,عد
1397,zählen::V,saymak,أحصى
1398,rechnen::V,hesap etmek,حسب
1399,lesen::V,okumak,قرأ
1400,malen::V,resmini yapmak,صور
1401,zeichnen::V,çizmek,رسم
1402,schreiben::V,yazmak,كتب
1403,besitzen::V,haiz olmak,حاز
1404,besitzen::V,haiz olmak,ملك
1405,besitzen::V,sahip olmak,حاز
1406,besitzen::V,sahip olmak,ملك
1407,kaufen::V,almak,اشترى
1408,verkaufen::V,satmak,باع
1409,bezahlen::V,ödemek,دفع
1410,zahlen::V,ödemek,سدد
1411,beherrschen::V,hâkim olmak,حكم
1412,ertragen::V,dayanmak,أطاق
1413,ertragen::V,dayanmak,تحمل
1414,ertragen::V,katlanmak,أطاق
1415,ertragen::V,katlanmak,تحمل
