,Concept_ID,ko,no
853,rudern::V,물을헤치다,ro
854,fahren::V,가다,kjøre
855,fahren::V,나르다,kjøre
856,fliegen::V,날다,fly
857,gehen::V,가다,gå
858,weggehen::V,팔리다,gå bort
859,abfahren::V,출발하다,reise
860,anhalten::V,멈추다,stanse
861,hineingehen::V,(그리로)가다,gå inn
862,eintreten::V,들러가다,tre inn
863,kommen::V,오다,komme
864,ankommen::V,고챀하다,ankomme
865,ankommen::V,고챀하다,komme til
866,zurückkommen::V,보기,komme tilbake
867,bleiben::V,체류,bli
868,bleiben::V,체류,forbli
869,warten::V,기다리다,vente
870,erwarten::V,기대하다,vente
871,suchen::V,찾다,søke
872,suchen::V,구하다,søke
873,finden::V,찾아내다,finne
874,versuchen::V,시험하다,prøve
875,versuchen::V,시험하다,forsøke
876,vorbereiten::V,재비하다,forberede
877,lieben::V,사랑하다,elske
878,mögen::V,줗아하다,like
879,lachen::V,웃다,le
880,rühren::V,건드리다,røre
881,weinen::V,울다,gråte
882,schimpfen::V,꾸짖다,skjelle
883,sich ärgern::V,화를내게 하다,ergre seg
884,sich fürchten::V,두려원하다,være redd
885,fürchten::V,두려원하다,være redd for
886,fliehen::V,도망치다,rømme
887,fliehen::V,도망치다,flykte
888,flüchten::V,도주하다,flykte
889,sehen::V,보다,se
890,anschauen::V,바라보다,se på
891,anschauen::V,바라보다,betrakte
892,ansehen::V,바라보다,anse
893,hören::V,듣다,høre
894,zuhören::V,듣다,tilhøre
895,probieren::V,시식하다,smake
896,probieren::V,시식하다,smake på
897,riechen::V,내새를맡다,lukte
898,fühlen::V,느끼다,føle
899,scheinen::V,...것같다,se ut
900,zu sehen sein::V,보이는,synes
901,vernehmen::V,듣다,få vite
902,vernehmen::V,들어서일다,få vite
903,frieren::V,춥다,fryse
904,tun::V,하다,gjøre
905,können::V,할주릴다,kunne
906,wollen::V,바라다,ville
907,anfangen::V,시작하다,begynne
908,beenden::V,다하다,avslutte
909,aufhören::V,그만두다,slutte
910,aufhören::V,그만두다,holde opp
911,gelingen::V,성국하다,lykkes
912,geraten::V,잘되어가다,bli
913,öffnen::V,열다,åpne
914,schließen::V,추측하다,lukke
915,schließen::V,추측하다,stenge
916,stellen::V,세우다,stille
917,setzen::V,놓다,sette
918,legen::V,눕히다,legge
919,berühren::V,대다,berøre
920,verbinden::V,옝열하다,forbinde
921,bedecken::V,덮다,dekke
922,aufhängen::V,매달다,henge
923,aufhängen::V,매달다,henge opp
924,anzünden::V,점화하다,tenne
925,anzünden::V,점화하다,antenne
926,anzünden::V,점화하다,tenne på
927,aufheben::V,위로올리다,løfte
928,aufheben::V,위로올리다,ta opp
929,zurücklassen::V,튀에남기다,slippe tilbake
930,verlieren::V,잃다,miste
931,fallen lassen::V,떨어뜨리다,droppe
932,fallen lassen::V,떨어뜨리다,la falle
933,machen::V,하다,lage
934,machen::V,하다,gjøre
935,herstellen::V,제조하다,fremstille
936,bauen::V,짓다,bygge
937,reparieren::V,수셩자다,reparere
938,verbessern::V,정정하다,rette
939,verbessern::V,정정하다,forbedre
940,ändern::V,바꾸다,forandre
941,graben::V,파다,grave
942,beugen::V,구부리다,bøye
943,biegen::V,굽히다,bøye
944,drehen::V,회전,dreie
945,wenden::V,회전시키다,vende
946,umdrehen::V,회전시키다,snu
947,heben::V,일으아키다,heve
948,hochheben::V,틀어올리다,løfte
949,ergreifen::V,잡다,gripe
950,ergreifen::V,잡다,få tak i
951,halten::V,잡다,holde
952,drücken::V,누르다,trykke
953,schieben::V,밀다,skyve
954,kratzen::V,긁다,klø
955,kratzen::V,긁다,klore
956,lecken::V,핥다,slikke
957,beißen::V,물다,bite
958,abschneiden::V,귾어내다,skjære av
959,binden::V,매다,binde
960,stecken::V,찌르다,stikke
961,brechen::V,금,bryte
962,brechen::V,금,briste
963,klopfen::V,치다,banke
964,hauen::V,때리다,hogge
965,kleben::V,들러붙다,klistre
966,reiben::V,문지르다,gni
967,streichen::V,쓰다듬다,stryke
968,schleifen::V,갈다,slipe
969,schneiden::V,베다,klippe
970,rütteln::V,흔들다,ruske
971,schütteln::V,흔들다,riste
972,schwenken::V,흔들다,svinge
973,schütten::V,따르다,helle
974,füllen::V,담다,fylle
975,einwickeln::V,싸다,vikle inn
976,tragen::V,지우다,bære
977,schleppen::V,끌다,slepe
978,ziehen::V,당기다,dra
979,ziehen::V,당기다,trekke
980,aufbewahren::V,간직하다,oppbevare
981,aufbewahren::V,간직하다,ta vare på
982,werfen::V,던지다,kaste
983,fangen::V,밥다,fange
984,packen::V,쥐다,gripe
985,packen::V,쥐다,gripe tak i
986,verstecken::V,숨기다,gjemme
987,teilen::V,나누다,dele
988,schicken::V,보내다,sende
989,bringen::V,가겨,bringe
990,hinzufügen::V,부가하다,tilføye
991,bekommen::V,얻다,få
992,erhalten::V,지니다,få
993,nehmen::V,잡다,ta
994,wählen::V,선거하다,velge
995,auswählen::V,선출하다,velge ut
996,bewahren::V,저장보종,bevare
997,behindern::V,훼방하다,hindre
998,behindern::V,훼방하다,forhindre
999,verderben::V,못쓰게 되다,ødelegge
1000,beschädigen::V,상하게하다,skade
1001,zerbrechen::V,깨뜨리다,brekke i stykker
1002,zerreißen::V,잡아쫓다,rive i stykker
1003,zerstören::V,파괴하다,ødelegge
1004,verbrennen::V,소실하다,brenne
1005,verbrennen::V,소실하다,brenne opp
1006,geben::V,주다,gi
1007,reichen::V,내일다,rekke
1008,schenken::V,주다,forære
1009,schenken::V,주다,skjenke
1010,versprechen::V,약속하다,love
1011,wünschen::V,바라다,ønske
1012,loben::V,칭찬하다,rose
1013,küssen::V,키스하다,kysse
1014,wiegen::V,어르다,vogge
1015,zudecken::V,뚜꺼을하다,dekke til
1016,wecken::V,깨우다,vekke
1017,zeigen::V,보이다,vise
1018,führen::V,가게하다,føre
1019,lehren::V,가르치다,lære
1020,unterrichten::V,가르지다,undervise
1021,aufziehen::V,사육하다,oppdra
1022,leiten::V,이끌다,lede
1023,antreiben::V,몰다,drive på
1024,lassen::V,내버려두다,få til å
1025,einladen::V,초청하다,be
1026,einladen::V,초청하다,invitere
1027,vereinigen::V,하나로하다,forene
1028,besuchen::V,방문하다,besøke
1029,treffen::V,만나다,møte
1030,treffen::V,만나다,treffe
1031,sich versammeln::V,조립하다,forsamles
1032,spielen::V,눌다,leke
1033,spielen::V,눌다,spille
1034,singen::V,노래하다,synge
1035,tanzen::V,춤추하다,danse
1036,sich trennen::V,가르다,skilles
1037,verlassen::V,버림받은,forlate
1038,retten::V,구조하다,redde
1039,bewachen::V,치키다,bevokte
1040,schützen::V,보호하다,verne
1041,schützen::V,보호하다,beskytte
1042,verteidigen::V,막다,forsvare
1043,sich schlagen::V,치다,slåss
1044,schießen::V,쏘다,skyte
1045,siegen::V,이기다,seire
1046,ärgern::V,성을내게하다,ergre
1047,schlagen::V,치다,
1048,treten::V,디디다,sparke
1049,stechen::V,찌르다,stikke
1050,stoßen::V,찌르다,støte
1051,stehlen::V,훔치다,stjele
1052,stören::V,움직이다,forstyrre
1053,belästigen::V,괴롭히다,plage
1054,belästigen::V,괴롭히다,sjenere
1055,verbergen::V,숨기다,gjemme
1056,täuschen::V,속이다,villede
1057,betrügen::V,속이다,bedra
1058,töten::V,죽이다,drepe
1059,wohnen::V,실다,bo
1060,arbeiten::V,일하다,arbeide
1061,sammeln::V,모으다,samle
1062,pflücken::V,꿔다,plukke
1063,jagen::V,사냥하다,jage
1064,fischen::V,고기를잡다,fiske
1065,fassen::V,움켜쥐다,fange
1066,hüten::V,망보다,vokte
1067,treiben::V,몰아세우다,drive
1068,anbinden::V,묶다,feste
1069,füttern::V,사료를주다,fore
1070,melken::V,젖을짜다,melke
1071,hacken::V,자르다,hakke
1072,gießen::V,물을대다,helle
1073,reifen::V,성숙하다,modne
1074,zubereiten::V,조제하다,lage
1075,zubereiten::V,조제하다,tilberede
1076,kochen::V,요리하다,koke
1077,backen::V,쿱다,bake
1078,braten::V,굽다,steke
1079,umrühren::V,교반하다,røre om
1080,stricken::V,뜨개질하다,strikke
1081,nähen::V,꿰매다,sy
1082,färben::V,채색하다,farge
1083,reinigen::V,청소하다,rense
1084,reinigen::V,청소하다,gjøre ren
1085,waschen::V,씻다,vaske
1086,abwischen::V,닦다,tørke av
1087,spülen::V,씻다,spyle
1088,spülen::V,씻다,skylle
1089,fegen::V,소체하다,feie
1090,kehren::V,청소하다,koste
1091,baden::V,감다,bade
1092,sich waschen::V,모믈 씻다,vaske seg
1093,ausziehen::V,벗다,ta av
1094,anziehen::V,끌어움직이다,ta på
1095,kämmen::V,빗다,gre
1096,kämmen::V,빗다,kjemme
1097,schmücken::V,치레하다,pynte
1098,schmücken::V,치레하다,smykke
1099,sagen::V,말하다,si
1100,sprechen::V,말하다,snakke
1101,reden::V,이야기하다,tale
1102,reden::V,이야기하다,snakke
1103,fragen::V,질문하다,spørre
1104,bitten::V,원하다,be
1105,erzählen::V,이야기하다,fortelle
1106,mitteilen::V,이야기하다,meddele
1107,nennen::V,부르다,kalle
1108,rufen::V,불러내다,rope
1109,prahlen::V,자랑하다,skryte
1110,übersetzen::V,번역하다,oversette
1111,denken::V,생각하다,tenke
1112,glauben::V,믿다,tro
1113,bemerken::V,인자하다,bemerke
1114,bemerken::V,인자하다,legge merke til
1115,erkennen::V,인식하다,gjenkjenne
1116,begreifen::V,파악하다,begripe
1117,verstehen::V,이해하다,forstå
1118,verstehen::V,이해하다,skjønne
1119,lernen::V,배우다,lære
1120,wissen::V,알다,vite
1121,sich erinnern an::V,상기하다,huske på
1122,vergessen::V,잊다,glemme
1123,messen::V,측정하다,måle
1124,zählen::V,세다,telle
1125,rechnen::V,게산하다,regne
1126,lesen::V,읽다,lese
1127,malen::V,그리다,male
1128,zeichnen::V,소묘하다,tegne
1129,schreiben::V,쓰다,skrive
1130,besitzen::V,소유하다,eie
1131,besitzen::V,소유하다,inneha
1132,kaufen::V,사다,kjøpe
1133,verkaufen::V,팔다,selge
1134,bezahlen::V,지불하다,betale
1135,zahlen::V,치르다,betale
1136,beherrschen::V,지배하다,beherske
1137,ertragen::V,참다,orke
1138,Raureif::N,,rimfrost
1139,Grube::N,,grop
1140,Lust::N,,lyst
1141,Nachricht::N,,melding
1142,klug::A,,klok
1143,von hier::ADV,,herfra
1144,müde werden::V,,bli trett
1145,krank werden::V,,bli syk
1146,krank sein::V,,være syk
1147,abreißen::V,,rive av
1148,sich anziehen::V,,kle på seg
1149,sich unterhalten::V,,samtale
