,Concept_ID,bg,uz
828,strömen::V,тека,oqmoq
829,strömen::V,лея се,oqmoq
830,fließen::V,тека,oqmoq
831,sich drehen::V,въртя се,aylanmoq
832,schwanken::V,клатя се,qoqilmoq
833,schwingen::V,трептя,lopillamoq
834,fallen::V,падам,tushmoq
835,brennen::V,горя,yonmoq
836,rauchen::V,димя,tutamoq
837,regnen::V,вали дъжд,yomg'ir yog'moq
838,gefrieren::V,замръзна,muzlamoq
839,tauen::V,топя се,ärimoq
840,schmelzen::V,разтопя се,ärimoq
841,trocknen::V,съхна,qurimoq
842,sieden::V,вря,qaynamoq
843,sieden::V,кипя,qaynamoq
844,faulen::V,гния,chirimoq
845,verfaulen::V,изгния,chirimoq
846,reißen::V,напукам се,qayt qilmoq
847,versinken::V,потъна,g'arq bo'lmoq
848,vergehen::V,минавам,o'tmoq
849,erscheinen::V,явя се,zuhur ätmoq
850,verschwinden::V,изчезна,yo'qolmoq
851,sinken::V,падна,pasaymoq
852,abnehmen::V,отслабна,kamaymoq
853,zunehmen::V,нарасна,urchimoq
854,steigen::V,увелича се,oshmoq
855,steigen::V,покачвам се,oshmoq
856,wachsen::V,раста,o'smoq
857,glänzen::V,лъщя,porlamoq
858,glänzen::V,блестя,porlamoq
859,funkeln::V,искря,yalt ätmoq
860,lärmen::V,шумя,taraq ätmoq
861,läuten::V,звъня,jiringlamoq
862,klingeln::V,звъня,jiringlamoq
863,klirren::V,звънтя,sharaqlamoq
864,klirren::V,дрънкам,sharaqlamoq
865,brausen::V,буча,vag'illamoq
866,rauschen::V,шумя,shitirlamoq
867,klingen::V,звуча,yangramoq
868,bellen::V,лая,hurmoq
869,heulen::V,вия,uvlamoq
870,heulen::V,рева,uvlamoq
871,blasen::V,духна,puflamoq
872,pfeifen::V,свиря,xushtak chalmoq 
873,schreien::V,крещя,qiyqirmoq
874,stöhnen::V,стена,nola qilmoq
875,stöhnen::V,пъшкам,nola qilmoq
876,zittern::V,треперя,titramoq
877,leben::V,живея,yashamoq
878,geboren werden::V,родя се,tug'ilmoq
879,atmen::V,дишам,nafas chiqarmoq
880,trinken::V,пия,ichmoq
881,essen::V,ям,emoq
882,schlucken::V,гълтам,yutmoq
883,müde werden::V,уморя се,horimoq
884,einschlafen::V,заспя,uxlab qolmoq
885,schlafen::V,спя,uxlamoq
886,aufwachen::V,събудя се,uyg'onmoq
887,aufstehen::V,стана,qo'pmoq
888,sich erholen::V,отдъхвам си,dam olmoq
889,krank werden::V,заболея,kasallanmoq
890,krank sein::V,боледувам,betob yotmoq
891,schmerzen::V,боля,og'rimoq
892,husten::V,кашлям,yo'talmoq
893,genesen::V,оздравея,tuzalmoq
894,sterben::V,умра,o'lmoq
895,umkommen::V,загина,halok bo'lmoq
896,sich bewegen::V,движа се,harakat qilmoq
897,sich bewegen::V,мърдам се,harakat qilmoq
898,sich rühren::V,движа се,qimirlamoq
899,sich erheben::V,стана,qo'pmoq
900,sich setzen::V,седна,o'tirmoq
901,hinfallen::V,падна,yiqilmoq
902,laufen::V,ходя,yurmoq
903,schreiten::V,крача,yurmoq
904,spazierengehen::V,разхождам се,sayr ätmoq
905,eilen::V,бързам,tezlamoq
906,sich beeilen::V,побързам,shoshmoq
907,sausen::V,тичам,chopqillamoq
908,rennen::V,бягам,yugurmoq
909,springen::V,скачам,sakramoq
910,klettern::V,катеря се,yuqorilamoq
911,schaukeln::V,люлея се,irg'amoq
912,kriechen::V,лазя,ämaklamoq
913,kriechen::V,пълзя,ämaklamoq
914,schwimmen::V,плувам,suzmoq
915,tauchen::V,гмуркам се,chu'mmoq
916,rudern::V,греба,eshkak eshmoq
917,fahren::V,пътувам,haydamoq
918,fliegen::V,летя,uchmoq
919,fliegen::V,хвърча,uchmoq
920,gehen::V,ида,bormoq
921,gehen::V,вървя,bormoq
922,weggehen::V,отида си,ketoq
923,abfahren::V,отпътувам,jo'namoq
924,anhalten::V,спра се,to'xtamoq
925,hineingehen::V,влизам,kirmoq
926,eintreten::V,вляза,kirmoq
927,kommen::V,ида,kelmoq
928,kommen::V,дойда,kelmoq
929,ankommen::V,пристигна,etib kelmoq
930,zurückkommen::V,върна се,qaytib kelmoq
931,bleiben::V,остана,qolmoq
932,warten::V,чакам,poylamoq
933,erwarten::V,очаквам,kutmoq
934,suchen::V,търся,izlamoq
935,finden::V,намеря,topmoq
936,versuchen::V,опитам,chalishmoq
937,vorbereiten::V,подготвя,hozirlamoq
938,lieben::V,любя,sevmoq
939,mögen::V,обичам,ardoqlamoq
940,lachen::V,смея се,kulmoq
941,rühren::V,трогна,ta'sirlantirmoq
942,weinen::V,плача,yig'lamoq
943,schimpfen::V,ругая,koyinmoq
944,schimpfen::V,псувам,koyinmoq
945,sich ärgern::V,ядосам се,g'azab qilmoq
946,sich fürchten::V,боя се,hurkmoq
947,sich fürchten::V,страхувам се,hurkmoq
948,fürchten::V,боя се от,qo'rqmoq
949,fürchten::V,страхувам се от,qo'rqmoq
950,fliehen::V,бягам,qochmoq
951,flüchten::V,бягам,qochmoq
952,flüchten::V,избягам,qochmoq
953,sehen::V,видя,ko'rmoq
954,anschauen::V,гледам,razm solmoq
955,ansehen::V,поглеждам,razm qilmoq
956,hören::V,чувам,äshitmoq
957,zuhören::V,слушам,tinglamoq
958,probieren::V,опитам,tatib ko'rmoq
959,riechen::V,подуша,iskamoq
960,fühlen::V,усещам,sezmoq
961,fühlen::V,чувствувам,sezmoq
962,scheinen::V,изглеждам,tuyilmoq
963,zu sehen sein::V,виждам се,ko'rinmoq
964,vernehmen::V,доловя,äshitmoq
965,frieren::V,мръзна,sovuq qotmoq
966,tun::V,правя,ätmoq
967,können::V,мога,-a olmoq
968,können::V,мога,-y olmoq
969,wollen::V,ща,istamoq
970,wollen::V,искам,istamoq
971,anfangen::V,започна,boshlamoq
972,beenden::V,свърша,bitirmoq
973,beenden::V,завърша,bitirmoq
974,aufhören::V,престана,tinmoq
975,gelingen::V,успея,muvaffaqiyat qozonmoq
976,gelingen::V,сполуча,muvaffaqiyat qozonmoq
977,geraten::V,удам се,bo'lmoq
978,öffnen::V,отворя,ochmoq
979,schließen::V,затворя,yopmoq
980,stellen::V,поставя,qo'ymoq
981,setzen::V,туря,o'tqazmoq
982,legen::V,сложа,yotqizmoq
983,legen::V,слагам,yotqizmoq
984,berühren::V,докосна,tegmoq
985,verbinden::V,свържа,ulamoq
986,bedecken::V,покрия,bekitmoq
987,aufhängen::V,закача,ildirmoq
988,anzünden::V,запаля,yondirmoq
989,aufheben::V,вдигна,ko'tarmoq
990,aufheben::V,повдигна,ko'tarmoq
991,zurücklassen::V,оставя,ayrilmoq
992,verlieren::V,загубя,yo'qotmoq
993,fallen lassen::V,изпусна,tushirmoq
994,machen::V,направя,qilmoq
995,herstellen::V,произведа,chiqarmoq
996,bauen::V,строя,solmoq
997,reparieren::V,поправя,tuzatmoq
998,verbessern::V,подобря,isloh qilmoq
999,ändern::V,променя,o'zgartirmoq
1000,graben::V,копая,qazimoq
1001,beugen::V,прегъна,bukmoq
1002,biegen::V,прегъна,bukmoq
1003,drehen::V,въртя,aylantirmoq
1004,wenden::V,обърна,burmoq
1005,umdrehen::V,обърна,ag'darmoq
1006,heben::V,вдигам,yuksaltirmoq
1007,hochheben::V,издигна,ko'tarmoq
1008,ergreifen::V,хвана,tutamlamoq
1009,ergreifen::V,обхвана,tutamlamoq
1010,halten::V,държа,tutmoq
1011,drücken::V,натискам,bosmoq
1012,drücken::V,притискам,bosmoq
1013,schieben::V,тикам,surmoq
1014,kratzen::V,одраскам,qashimoq
1015,lecken::V,лижа,mijimoq
1016,lecken::V,ближа,mijimoq
1017,beißen::V,хапя,tishlamoq
1018,beißen::V,ухапя,tishlamoq
1019,abreißen::V,откъсна,emirmoq
1020,abschneiden::V,отрежа,cho'rt kesmoq
1021,binden::V,вържа,bog'lamoq
1022,stecken::V,пъхна,suqmoq
1023,brechen::V,троша,sindirmoq
1024,klopfen::V,чукам,dukurlamoq
1025,hauen::V,бия,urmoq
1026,kleben::V,лепя,yopishtirmoq
1027,kleben::V,залепя,yopishtirmoq
1028,reiben::V,трия,surkamoq
1029,reiben::V,търкам,surkamoq
1030,streichen::V,намажа,surkamoq
1031,schleifen::V,остря,qayramoq
1032,schneiden::V,режа,kesmoq
1033,rütteln::V,разтърсвам,chayqamoq
1034,schütteln::V,клатя,chayqamoq
1035,schütteln::V,друсам,chayqamoq
1036,schwenken::V,размахам,chayqatmoq
1037,schütten::V,сипя,quymoq
1038,füllen::V,напълня,to'ldirmoq
1039,einwickeln::V,увия,chulg'amoq
1040,einwickeln::V,завия,chulg'amoq
1041,tragen::V,нося,tashimoq
1042,schleppen::V,влача,sudramoq
1043,ziehen::V,тегля,tortmoq
1044,ziehen::V,дръпна,tortmoq
1045,aufbewahren::V,съхраня,tutmoq
1046,werfen::V,хвърля,tashlamoq
1047,fangen::V,ловя,tutmoq
1048,fangen::V,уловя,tutmoq
1049,packen::V,хвана,opqochmoq
1050,verstecken::V,крия,yashirmoq
1051,verstecken::V,скрия,yashirmoq
1052,teilen::V,разделя,bo'lmoq
1053,schicken::V,изпращам,yubormoq
1054,bringen::V,донеса,keltirmoq
1055,hinzufügen::V,прибавя,tirkamoq
1056,bekommen::V,сдобия се,olmoq
1057,erhalten::V,получа,olmoq
1058,nehmen::V,взема,olmoq
1059,wählen::V,избирам,saylamoq
1060,auswählen::V,избера,saylamoq
1061,bewahren::V,пазя,saqlamoq
1062,behindern::V,преча,xalal bermoq
1063,behindern::V,спъвам,xalal bermoq
1064,verderben::V,разваля,xazon qilmoq
1065,beschädigen::V,повредя,buzmoq
1066,zerbrechen::V,счупя,sindirmoq
1067,zerreißen::V,скъсам,yirtmoq
1068,zerstören::V,разруша,vayron qilmoq
1069,verbrennen::V,изгоря,kuydirmoq
1070,geben::V,дам,bermoq
1071,reichen::V,подам,bermoq
1072,schenken::V,подаря,sovg'a qilmoq
1073,versprechen::V,обещая,va'da bermoq
1074,wünschen::V,желая,orziqmoq
1075,loben::V,хваля,maqtamoq
1076,küssen::V,целувам,o'pmoq
1077,wiegen::V,люлея,tebratmoq
1078,zudecken::V,покрия,yopmoq
1079,wecken::V,събудя,uyg'otmoq
1080,zeigen::V,покажа,ko'rsatmoq
1081,führen::V,водя,boshlik bo'lmoq
1082,führen::V,заведа,boshlik bo'lmoq
1083,lehren::V,уча,o'rgatmoq
1084,unterrichten::V,преподавам,dars bermoq
1085,aufziehen::V,отгледам,o'stirmoq
1086,leiten::V,ръководя,boshqarmoq
1087,leiten::V,управлявам,boshqarmoq
1088,antreiben::V,подкарвам,shoshiltirmoq
1089,lassen::V,накарам,ruxsat bermoq
1090,einladen::V,поканя,taklif kilmoq
1091,vereinigen::V,съединя,qo'shmoq
1092,besuchen::V,посетя,mehmonga bormoq
1093,treffen::V,срещна,duchor bo'lmoq
1094,sich versammeln::V,събера се,to'planmoq
1095,spielen::V,играя,o'ynamoq
1096,singen::V,пея,yalla qilmoq
1097,tanzen::V,танцувам,raqs qilmoq
1098,sich trennen::V,разделя се,yakkalanmoq
1099,verlassen::V,напусна,qoldirmoq
1100,retten::V,спася,qutqazmoq
1101,bewachen::V,охранявам,qo'rimoq
1102,schützen::V,запазя,yoniga olmoq
1103,verteidigen::V,защитя,yoqlamoq
1104,sich schlagen::V,бия се,yoqalashmoq
1105,schießen::V,стрелям,otmoq
1106,siegen::V,победя,engmoq
1107,ärgern::V,ядосам,jahl chiqarmoq
1108,schlagen::V,бия,urmoq
1109,schlagen::V,ударя,urmoq
1110,treten::V,ритам,tepmoq
1111,stechen::V,бодна,qadamoq
1112,stoßen::V,бутна,turtmoq
1113,stoßen::V,блъсна,turtmoq
1114,stören::V,смутя,tebratmoq
1115,belästigen::V,отегча,g'ashini keltirmoq
1116,belästigen::V,безпокоя,g'ashini keltirmoq
1117,verbergen::V,скрия,berkitmoq
1118,täuschen::V,измамя,aldamoq
1119,betrügen::V,измамя,tirriq qilmoq
1120,töten::V,убия,o'ldirmoq
1121,töten::V,умъртвя,o'ldirmoq
1122,wohnen::V,живея,istiqomat qilmoq
1123,arbeiten::V,работя,ishlamoq
1124,sammeln::V,събера,yig'moq
1125,pflücken::V,бера,termoq
1126,pflücken::V,откъсна,termoq
1127,jagen::V,ловувам,ov qilmoq
1128,fischen::V,ловя риба,baliq ovlamoq
1129,fassen::V,хвана,ilinmoq
1130,hüten::V,пазя,boqtirmoq
1131,treiben::V,карам,haydamoq
1132,anbinden::V,завържа,bog'lamoq
1133,füttern::V,храня,edirmoq
1134,melken::V,доя,sog'moq
1135,hacken::V,сека,chopmoq
1136,gießen::V,полея,oqizmoq
1137,reifen::V,узрея,qizarmoq
1138,zubereiten::V,приготвя,pishirmoq
1139,kochen::V,варя,qaynatmoq
1140,backen::V,пека,yopmoq
1141,braten::V,пържа,qovurmoq
1142,umrühren::V,разбъркам,atalamoq
1143,stricken::V,плета,to'qimoq
1144,nähen::V,шия,tikmoq
1145,färben::V,боядисам,bo'yoqlamoq
1146,reinigen::V,почистя,tozalamoq
1147,waschen::V,мия,yuvmoq
1148,waschen::V,пера,yuvmoq
1149,abwischen::V,избърша,surkamoq
1150,spülen::V,плакна,chaymoq
1151,fegen::V,измета,cho'tkalamoq
1152,kehren::V,мета,supurmoq
1153,baden::V,къпя се,cho'milmoq
1154,sich waschen::V,мия се,yuvinmoq
1155,ausziehen::V,съблека,echintirmoq
1156,anziehen::V,облека,kiymoq
1157,sich anziehen::V,облека се,kiyinmoq
1158,kämmen::V,реша,taramoq
1159,kämmen::V,вчеша,taramoq
1160,schmücken::V,накича,yasatmoq
1161,sagen::V,кажа,aytmoq
1162,sprechen::V,говоря,so'zlamoq
1163,reden::V,говоря,gapirmoq
1164,sich unterhalten::V,разговарям,suhbatlashmoq
1165,fragen::V,запитам,so'ramoq
1166,bitten::V,моля,iltimos qilmoq
1167,erzählen::V,разкажа,aytib bermoq
1168,mitteilen::V,съобщя,bildirmoq
1169,nennen::V,нарека,atamoq
1170,rufen::V,викам,chaqirmoq
1171,rufen::V,повикам,chaqirmoq
1172,prahlen::V,хваля се,gerdaymoq
1173,übersetzen::V,преведа,tarjima qilmoq
1174,denken::V,мисля,o'ylamoq
1175,glauben::V,вярвам,ishonmoq
1176,bemerken::V,забележа,payqamoq
1177,erkennen::V,позная,tanimoq
1178,begreifen::V,схвана,tushunmoq
1179,verstehen::V,разбера,anglamoq
1180,lernen::V,уча се,o'qimoq
1181,wissen::V,зная,bilmoq
1182,sich erinnern an::V,спомня си за,äsni tanimoq
1183,vergessen::V,забравя,unutmoq
1184,messen::V,меря,o'lchamoq
1185,zählen::V,броя,raqamlamoq
1186,rechnen::V,сметна,cho'tlamoq
1187,lesen::V,чета,o'qimoq
1188,malen::V,рисувам,rasm solmoq
1189,zeichnen::V,рисувам,chizmoq
1190,schreiben::V,пиша,yozmoq
1191,besitzen::V,имам,ägalamoq
1192,besitzen::V,притежавам,ägalamoq
1193,kaufen::V,купя,olmoq
1194,kaufen::V,купувам,olmoq
1195,verkaufen::V,продам,sotmoq
1196,bezahlen::V,заплатя,to'lamoq
1197,zahlen::V,платя,to'lamoq
1198,beherrschen::V,владея,ägalamoq
1199,ertragen::V,понеса,chidamoq
1200,Platte::N,,tabaqa
1201,Stütze::N,,tayanchi
1202,stehlen::V,,o'g'rilamoq
