,Concept_ID,fr,udm
98,Schaum::N,mousse,шукы
99,Schmutz::N,boue,нӧд
100,Schmutz::N,boue,дэри
101,Schmutz::N,saleté,нӧд
102,Schmutz::N,saleté,дэри
103,See::N,lac,ты
104,Sumpf::N,marais,нюр
105,Sumpf::N,marécage,нюр
106,Moor::N,tourbière,нюр
107,Wiese::N,pré,возь
108,Wiese::N,pré,возьвыл
109,Wald::N,bois,сик
110,Wald::N,bois,нюлэс
111,Wald::N,forêt,сик
112,Wald::N,forêt,нюлэс
113,Hügel::N,coteau,выр
114,Hügel::N,coteau,вырйыл
115,Hügel::N,colline,выр
116,Hügel::N,colline,вырйыл
117,Anhöhe::N,éminence,выр
118,Anhöhe::N,éminence,вырйыл
119,Anhöhe::N,élévation,выр
120,Anhöhe::N,élévation,вырйыл
121,Berg::N,mont,гурезь
122,Berg::N,montagne,гурезь
123,Gipfel::N,cime,йыл
124,Gipfel::N,sommet,йыл
125,Höhle::N,caverne,гу
126,Abhang::N,pente,бам
127,Abhang::N,versant,бам
128,Quelle::N,source,ошмес
129,Quelle::N,fontaine,ошмес
130,Bach::N,ruisseau,пичи шур
131,Fluss::N,fleuve,шур
132,Fluss::N,rivière,шур
133,Ufer::N,bord,ярдур
134,Ufer::N,rivage,ярдур
135,Küste::N,côte,вудур
136,Festland::N,terre ferme,мувыр
137,Meer::N,mer,зарезь
138,Bucht::N,baie,вукож
139,Insel::N,île,вумуӵ
140,Insel::N,île,шормуӵ
141,Blume::N,fleur,сяська
142,Gras::N,herbe,турын
143,Wurzel::N,racine,выжы
144,Baum::N,arbre,пу
145,Stamm::N,tronc,модос
146,Rinde::N,écorce,сул
147,Ast::N,branche,ул
148,Zweig::N,rameau,вай
149,Blatt::N,feuille,куар
150,Birke::N,bouleau,кызьпу
151,Kiefer[Baum]::N,pin,пужым
152,Weide[Baum]::N,saule,бадьпу
153,Tanne::N,sapin,кыз
154,Horn::N,corne,сюр
155,Feder::N,plume,тылы
156,Fell::N,peau,ку
157,Flügel::N,aile,бурд
158,Klaue::N,serre,гижы
159,Kralle::N,ongle,пыд
160,Kralle::N,griffe,пыд
161,Schwanz::N,queue,быж
162,Ei::N,œuf,пуз
163,Ei::N,œuf,кукей
164,Nest::N,nid,кар
165,Nest::N,nid,пузкар
166,Bau::N,terrier,кар
167,Bau::N,terrier,гу
168,Tier::N,animal,пӧйшур
169,Herde::N,troupeau,уллё
170,Kuh::N,vache,скал
171,Bulle::N,taureau,ош
172,Bulle::N,taureau,пороз
173,Pferd::N,cheval,вал
174,Schaf::N,mouton,ыж
175,Schwein::N,porc,парсь
176,Schwein::N,cochon,парсь
177,Hund::N,chien,пуны
178,Katze::N,chat,коӵыш
179,Bär::N,ours,гондыр
180,Eichhörnchen::N,écureuil,коньы
181,Elch::N,élan,койык
182,Fuchs::N,renard,ӟичы
183,Hase::N,lièvre,кеч
184,Maus::N,souris,шыр
185,Wolf::N,loup,кион
186,Vogel::N,oiseau,тылобурдо
187,Schwarm::N,nuée,уллё
188,Schwarm::N,volée,уллё
189,Huhn::N,poule,курег
190,Hahn::N,coq,атас
191,Gans::N,oie,ӟазег
192,Adler::N,aigle,ӧрзи
193,Ente::N,canard,ӵӧж
194,Eule::N,hibou,кучыран
195,Kranich::N,grue,тури
196,Krähe::N,corneille,куака
197,Kuckuck::N,coucou,кикы
198,Schwan::N,cygne,юсь
199,Fisch::N,poisson,чорыг
200,Barsch::N,perche,юш
201,Hecht::N,brochet,чипей
202,Schlange[Tier]::N,serpent,кый
203,Wurm::N,ver,нумыр
204,Spinne::N,araignée,чонари
205,Ameise::N,fourmi,кузьыли
206,Laus::N,pou,тэй
207,Mücke::N,moucheron,нымы
208,Mücke::N,moucheron,чибинь
209,Fliege::N,mouche,кут
210,Schmetterling::N,papillon,бубыли
211,Beere::N,baie,узы-боры
212,Apfel::N,pomme,яблок
213,Pilz::N,champignon,губи
214,Zwiebel::N,oignon,сугон
215,Saat::N,semence,кидыс
216,Korn::N,grain,тысь
217,Heu::N,foin,турын
218,Schale::N,pelure,кыд
219,Grube::N,fosse,гу
220,Grube::N,fosse,гоп
221,Falle::N,piège,налик
222,Schlinge::N,lacs,гиӟ
223,Schlinge::N,lacs,герд
224,Spur::N,trace,пытьы
225,Spur::N,trace,бервыл
226,Asche::N,cendre,пень
227,Dreck::N,crotte,дэри
228,Eisen::N,fer,корт
229,Gold::N,or,зарни
230,Silber::N,argent,азвесь
231,Kohle::N,charbon,эгыр
232,Glas::N,verre,стекло
233,Glas::N,verre,пияла
234,Lehm::N,glaise,сюй
235,Sand::N,sable,луо
236,Mensch::N,homme,мурт
237,Mensch::N,homme,адями
238,Mann::N,homme,воргорон
239,Frau::N,femme,кышномурт
240,Kind::N,enfant,нуны
241,Kind::N,enfant,пинал
242,Junge::N,garçon,пи
243,Mädchen::N,fille,ныл
244,Mädchen::N,jeune fille,ныл
245,Familie::N,famille,семья
246,Großvater::N,grand-père,песятай
247,Großvater::N,grand-père,пересь атай
248,Großmutter::N,grand-mère,песянай
249,Großmutter::N,grand-mère,пересь анай
250,Eltern::N,parents,атай-анай
251,Eltern::N,parents,бубы-мумы
252,Vater::N,père,айы
253,Vater::N,père,атай
254,Mutter::N,mère,мумы
255,Sohn::N,fils,пи
256,Tochter::N,fille,ныл
257,Bruder::N,frère,агай
258,Schwester::N,sœur,апа
259,Schwester::N,sœur,сузэр
260,Onkel::N,oncle,агай
261,Tante::N,tante,апа
262,Tante::N,tante,кенак
263,Ehemann::N,mari,карт
264,Ehemann::N,époux,карт
265,Ehefrau::N,femme,кышно
266,Ehefrau::N,épouse,кышно
267,Freude::N,joie,шумпотон
268,Freude::N,plaisir,шумпотон
269,Gelächter::N,rires,горем
270,Glück::N,bonheur,шуд
271,Kummer::N,peine,кайгу
272,Kummer::N,peine,куректон
273,Kummer::N,chagrin,кайгу
274,Kummer::N,chagrin,куректон
275,Wunsch::N,désir,мылпотон
276,Lust::N,envie,потон
277,Geist::N,esprit,лул
278,Gedanke::N,idée,малпан
279,Gedanke::N,pensée,малпан
280,Gedächtnis::N,mémoire,йырсазь
281,Gedächtnis::N,mémoire,тодэваён
282,Verstand::N,raison,йырвизь
283,Sinn::N,sens,смысл
284,Grund::N,cause,муг
285,Grund::N,cause,ньӧм
286,Grund::N,raison,муг
287,Grund::N,raison,ньӧм
288,Wahrheit::N,vérité,зэм
289,Wahrheit::N,vérité,шонер
290,Gespräch::N,conversation,вераськон
291,Märchen::N,conte,выжыкыл
292,Märchen::N,conte de fées,выжыкыл
293,Erzählung::N,conte,верос
294,Erzählung::N,narration,верос
295,Nachricht::N,message,ивор
296,Neuigkeit::N,nouvelle,выльивор
297,Name::N,nom,ним
298,Rätsel::N,énigme,мадькыл
299,Rätsel::N,devinette,мадькыл
300,Rede::N,parole,верам
301,Rede::N,discours,верам
302,Sprache::N,langue,кыл
303,Sprache::N,langage,кыл
304,Stimme::N,voix,куара
305,Wort::N,mot,кыл
306,Zeichen::N,signe,пус
307,Zeichen::N,signe,тодмет
308,Ruf::N,cri,ӧтён
309,Ruf::N,cri,чортон
310,Ruf::N,appel,ӧтён
311,Ruf::N,appel,чортон
312,Lärm::N,bruit,ӵашетон
313,Laut::N,son,куара
314,Ton::N,ton,куара
315,Lied::N,chant,кырӟан
316,Lied::N,chanson,кырӟан
317,Ruhe::N,calme,чалмыт улон
318,Ruhe::N,tranquillité,чалмыт улон
319,Leute::N,gens,адямиос
320,Volk::N,peuple,калык
321,Arbeit::N,travail,уж
322,Gast::N,hôte,куно
323,Gast::N,invité,куно
324,Geschenk::N,cadeau,салам
325,Geschenk::N,cadeau,кузьым
326,Geschenk::N,présent,салам
327,Geschenk::N,présent,кузьым
328,Spiel::N,jeu,шудон
329,Gesellschaft::N,compagnie,калык
330,Hilfe::N,aide,юрттон
331,Hilfe::N,secours,юрттон
332,Freund::N,ami,эш
333,Freund::N,ami,юлтош
334,Kamerad::N,copain,тодмо
335,Kamerad::N,camarade,тодмо
336,Angelegenheit::N,affaire,уж
337,Anzahl::N,nombre,лыд
338,Art::N,sorte,тус
339,Art::N,espèce,тус
340,Stück::N,morceau,юдэс
341,Teil::N,part,люкет
342,Teil::N,partie,люкет
343,Hälfte::N,moitié,ӝыны
344,Kreis::N,cercle,котырес
345,Kreuz::N,croix,крест
346,Linie::N,ligne,гож
347,Strich::N,trait,гож
348,Abstand::N,écart,вис
349,Abstand::N,écart,кусып
350,Entfernung::N,distance,кусып
351,Gegend::N,région,инты
352,Gegend::N,contrée,инты
353,Platz::N,place,инты
354,Ort::N,lieu,инты
355,Ort::N,lieu,места
356,Ort::N,endroit,инты
357,Ort::N,endroit,места
358,Seite::N,côté,пал
359,Mitte::N,milieu,шор
360,Gegenstand::N,objet,арбери
361,Sache::N,chose,котыр
362,Rand::N,bord,дур
363,Rand::N,bord,шаер
364,Kante::N,arête,дур
365,Ecke::N,coin,сэрег
366,Ecke::N,tournant,сэрег
367,Spitze::N,cime,йыл
368,Spitze::N,pointe,йыл
369,Ende::N,bout,пум
370,Loch::N,trou,пась
371,Winkel::N,coin,сэрег
372,Winkel::N,réduit,сэрег
373,Muster::N,dessin,пужы
374,Größe::N,grandeur,быдӟала
375,Länge::N,longueur,кузьдала
376,Höhe::N,hauteur,ӝуждала
377,Höhe::N,altitude,ӝуждала
378,Gewicht::N,poids,сектала
379,Gewicht::N,poids,секытлык
380,Menge::N,quantité,лыд
381,Menge::N,quantité,лыдпус
382,Haufen::N,tas,люк
383,Reihe::N,file,чур
384,Reihe::N,rangée,чур
385,Boot::N,canot,пыж
386,Boot::N,canot,лодка
387,Boot::N,bateau,пыж
388,Boot::N,bateau,лодка
389,Ruder::N,rame,полыс
390,Ruder::N,aviron,полыс
391,Schlitten::N,traîneau,додьы
392,Ski::N,ski,куас
393,Lagerfeuer::N,feu de camp,тылскем
394,Last::N,charge,секыт
395,Last::N,fardeau,секыт
396,Gang::N,tour,ветлон
397,Gang::N,marche,ветлон
398,Schritt::N,pas,вамыш
399,Norden::N,nord,уйпал
400,Süden::N,sud,лымшор
401,Westen::N,ouest,шунды пуксён
402,Westen::N,occident,шунды пуксён
403,Osten::N,est,шунды ӝужан
404,Osten::N,orient,шунды ӝужан
405,Holz::N,bois,пу
406,Brett::N,planche,пул
407,Platte::N,plaque,плита
408,Stütze::N,appui,пыкет
409,Stütze::N,soutien,пыкет
410,Stange::N,barre,пуӵ
411,Stange::N,perche,пуӵ
412,Stock::N,canne,боды
413,Stab::N,bâton,пуӵ
414,Stab::N,bâton,боды
415,Rohr::N,tube,труба
416,Rohr::N,tuyau,труба
417,Haus::N,maison,юрт
418,Heim::N,maison,корка
419,Ofen::N,poêle,гур
420,Fußboden::N,plancher,выж
421,Tisch::N,table,ӝӧк
422,Stuhl::N,chaise,пукон
423,Wiege::N,berceau,кӧкы
424,Wiege::N,berceau,зыбка
425,Bett::N,lit,валес
426,Regal::N,étagère,ӝажы
427,Kiste::N,caisse,ящик
428,Fenster::N,fenêtre,укно
429,Fenster::N,fenêtre,косяк
430,Tür::N,porte,ӧс
431,Tor::N,porte,ӟезьы
432,Tor::N,portail,ӟезьы
433,Zaun::N,clôture,забор
434,Dach::N,toit,липет
435,Leiter::N,échelle,падӟа
436,Besen::N,balai,ӵужон
437,Besen::N,balai,исьнер
438,Spaten::N,bêche,лопатка
439,Schaufel::N,pelle,ютырон
440,Gabel::N,fourchette,тэчы
441,Gabel::N,fourchette,вилка
442,Löffel::N,cuiller,пуньы
443,Messer::N,couteau,пурт
444,Nagel::N,clou,кортӵог
445,Netz::N,filet,сеть
446,Haken::N,croc,курик
447,Haken::N,crochet,курик
448,Griff::N,prise,ныд
449,Griff::N,manche,ныд
450,Schloss::N,serrure,тунгон
451,Bild::N,image,суред
452,Bild::N,tableau,суред
453,Figur::N,figure,фигура
454,Puppe::N,poupée,мунё
455,Beutel::N,sac,пуйы
456,Beutel::N,petit sac,пуйы
457,Bündel::N,paquet,керттэт
458,Bündel::N,faisceau,керттэт
459,Tasche::N,sac,пуйы
460,Tasche::N,sac,сумка
461,Eimer::N,seau,ведра
462,Deckel::N,couvercle,ӵоксэт
463,Geschirr::N,vaisselle,тусьты-пуньы
464,Sack::N,sac,пуйы
465,Tasse::N,tasse,ӵаша
466,Topf::N,pot,миска
467,Topf::N,marmite,миска
468,Kessel::N,chaudron,пурты
469,Essen::N,repas,сиськон
470,Essen::N,manger,сиськон
471,Nahrung::N,nourriture,сион
472,Speise::N,plat,сиён
473,Fleisch::N,viande,сӥль
474,Getreide::N,blé,ю тысь
475,Getreide::N,céréales,ю тысь
476,Brei::N,purée,ӝук
477,Brei::N,bouillie,ӝук
478,Brot::N,pain,нянь
479,Scheibe::N,tranche,шорем
480,Fett::N,graisse,кӧй
481,Butter::N,beurre,вӧй
482,Öl::N,huile,вӧй
483,Salz::N,sel,сылал
484,Suppe::N,soupe,шыд
485,Suppe::N,potage,шыд
486,Honig::N,miel,чечы
487,Milch::N,lait,йӧл
488,Tee::N,thé,чай
489,Leder::N,cuir,сурон
490,Wolle::N,laine,гон
491,Wolle::N,laine,ыжгон
492,Stoff::N,tissu,куэм
493,Stoff::N,étoffe,куэм
494,Nadel::N,aiguille,вень
495,Faden::N,fil,сӥньыс
496,Knopf::N,bouton,бирды
497,Knoten::N,nœud,герд
498,Farbe::N,peinture,буёл
499,Kleidung::N,vêtements,дӥсь
500,Kleidung::N,habillement,дӥсь
501,Hemd::N,chemise,дэрем
502,Kragen::N,col,сирес
503,Ärmel::N,manche,саес
504,Hose::N,pantalon,брюки
505,Hose::N,pantalon,штань
506,Gürtel::N,ceinture,кускерттон
507,Mütze::N,bonnet,ызьы
508,Mütze::N,casquette,ызьы
509,Schuh::N,soulier,ботинка
510,Schuh::N,chaussure,ботинка
511,Stiefel::N,botte,сапег
512,Ring::N,bague,зундэс
513,Band::N,ruban,лента
514,Kamm::N,peigne,сын
515,Spiegel::N,glace,синучкон
516,Spiegel::N,miroir,синучкон
517,Riemen::N,lanière,е
518,Riemen::N,courroie,е
519,Schnur::N,corde,гозы
520,Schnur::N,ficelle,гозы
521,Leine::N,laisse,думет
522,Decke::N,couverture,шобрет
523,Kissen::N,oreiller,миндэр
524,Tuch::N,drap,кышет
525,Tuch::N,fichu,кышет
526,Handtuch::N,serviette,ӵушкон
527,Handtuch::N,essuie-mains,ӵушкон
528,Kraft::N,force,кать
529,Kraft::N,force,ӟигар
530,Stärke::N,vigueur,юнлык
531,Gesundheit::N,santé,тазалык
532,Krankheit::N,maladie,висён
533,Schmerz::N,douleur,висён
534,Wunde::N,plaie,яра
535,Wunde::N,blessure,яра
536,Fieber::N,fièvre,кезег
537,Arznei::N,remède,эмъюм
538,Arznei::N,médecine,эмъюм
539,Brücke::N,pont,выж
540,Brunnen::N,puits,колдэч
541,Weide::N,pâturage,возь
542,Pfad::N,sentier,сюрес
543,Weg::N,voie,сюрес
544,Weg::N,chemin,сюрес
545,Straße::N,route,сюрес
546,Dorf::N,village,гурт
547,Stadt::N,cité,кар
548,Stadt::N,cité,город
549,Stadt::N,ville,кар
550,Stadt::N,ville,город
551,Brief::N,lettre,гожтэт
552,Buch::N,livre,книга
553,Buchstabe::N,lettre,буква
554,Buchstabe::N,caractère,буква
555,Zeitung::N,journal,газет
556,Leben::N,vie,улон
557,Tod::N,mort,кулон
558,Grab::N,tombe,шайгу
559,Kirche::N,église,черк
560,Sünde::N,péché,сьӧлык
561,Gott::N,dieu,ӥнмар
562,Arbeiter::N,ouvrier,рабочий
563,Arbeiter::N,travailleur,рабочий
564,Chef::N,chef,начальник
565,Chef::N,patron,начальник
566,Meister::N,maître,кибашлы
567,Arzt::N,médecin,врач
568,Lehrer::N,professeur,дышетӥсь
569,Lehrer::N,instituteur,дышетӥсь
570,Geld::N,argent,уксё
571,Geld::N,argent,коньдон
572,Geschäft::N,affaire,уж
573,Geschäft::N,commerce,уж
574,Laden::N,magasin,магазин
575,Laden::N,boutique,магазин
576,Preis::N,prix,дун
577,Ware::N,marchandise,вуз
578,Nutzen::N,profit,пайда
579,Reichtum::N,richesse,узырлык
580,Welt::N,monde,дунне
581,Land::N,pays,шаер
582,Staat::N,État,кун
583,König::N,roi,эксэй
584,Macht::N,pouvoir,власть
585,Macht::N,puissance,власть
586,Grenze::N,frontière,кунгож
587,Krieg::N,guerre,ож
588,Feind::N,ennemi,тушмон
589,Gewalt::N,violence,эриктэман
590,Kampf::N,lutte,нюръяськон
591,Kampf::N,combat,нюръяськон
592,Bogen[Waffe]::N,arc,пукыӵ
593,Pfeil::N,flèche,пукыӵ вень
594,Gewehr::N,fusil,пыӵал
595,Fehler::N,faute,янгыш
596,Fehler::N,erreur,янгыш
597,Lüge::N,mensonge,пӧян
598,Lüge::N,mensonge,алдан
599,Lüge::N,mensonge,ӧрекчан
600,Schaden::N,dégât,изъян
601,Schaden::N,dommage,изъян
602,Unglück::N,malheur,куректон
603,Unglück::N,malheur,шудтэме усён
604,Schuld::N,faute,янгыш
605,Schuld::N,culpabilité,янгыш
606,Alter::N,âge,арлыд
607,Schluss::N,fin,пум
608,Zeit::N,temps,дыр
609,Tag::N,jour,нунал
610,Tag::N,journée,нунал
611,Morgen::N,matin,ӵукна
612,Morgen::N,matinée,ӵукна
613,Mittag::N,midi,лымшор
614,Abend::N,soir,ӝыт
615,Abend::N,soir,акшан
616,Abend::N,soirée,ӝыт
617,Abend::N,soirée,акшан
618,Nacht::N,nuit,уй
619,Woche::N,semaine,арня
620,Monat::N,mois,толэзь
621,Jahr::N,an,ар
622,Jahr::N,année,ар
623,Frühling::N,printemps,тулыс
624,Sommer::N,été,гужем
625,Herbst::N,automne,сӥзьыл
626,Winter::N,hiver,тол
627,Januar::N,janvier,выльартолэзь
628,Februar::N,février,тулыспал
629,März::N,mars,южтолэзь
630,April::N,avril,оштолэзь
631,Mai::N,mai,куартолэзь
632,Juni::N,juin,вожотолэзь
633,Juli::N,juillet,пӧсьтолэзь
634,August::N,août,гудырикошкон
635,September::N,septembre,куарусён
636,Oktober::N,octobre,выльӝуктолэзь
637,November::N,novembre,шуркынмон
638,Dezember::N,décembre,толсур
639,Montag::N,lundi,вордӥськон
640,Dienstag::N,mardi,вторник
641,Mittwoch::N,mercredi,вирнунал
642,Donnerstag::N,jeudi,покчиарня
643,Freitag::N,vendredi,удмуртарня
644,Samstag::N,samedi,кӧснунал
645,Sonntag::N,dimanche,арня
646,groß::A,grand,бадӟым
647,klein::A,petit,пичи
648,lang::A,long,кузь
649,kurz::A,court,вакчи
650,breit::A,large,паськыт
651,schmal::A,étroit,сюлэг
652,dicht::A,dense,ӵем
653,dick[Gegenstand]::A,épais,зӧк
654,dünn::A,mince,векчи
655,fein::A,fin,векчи
656,fein::A,menu,векчи
657,fest::A,ferme,юн
658,fest::A,ferme,чурыт
659,fest::A,solide,юн
660,fest::A,solide,чурыт
661,flach::A,plat,ӵошкыт
662,glatt::A,poli,гылыт
663,glatt::A,poli,вольыт
664,glatt::A,lisse,гылыт
665,glatt::A,lisse,вольыт
666,hart::A,dur,чурыт
667,weich::A,mou,небыт
668,rund::A,rond,котырес
669,spitz::A,aigu,йылсо
670,spitz::A,pointu,йылсо
671,scharf::A,tranchant,лэчыт
672,stumpf::A,mousse,ныж
673,stumpf::A,émoussé,ныж
674,schwer::A,lourd,секыт
675,schwer::A,pesant,секыт
676,schön::A,beau,чебер
677,heiß::A,chaud,пӧсь
678,heiß::A,très chaud,пӧсь
679,warm::A,chaud,шуныт
680,kalt::A,froid,кезьыт
681,kühl::A,frais,юзмыт
682,kühl::A,frais,салкым
683,frisch::A,frais,выль
684,feucht::A,humide,мускыт
685,nass::A,mouillé,котмем
686,trocken::A,sec,кӧс
687,voll::A,plein,тыр
688,voll::A,rempli,тыр
689,leer::A,vide,буш
690,leer::A,vide,тырттэм
691,offen::A,ouvert,усьтэм
692,geschlossen::A,clos,ӵогам
693,geschlossen::A,clos,пунням
694,geschlossen::A,fermé,ӵогам
695,geschlossen::A,fermé,пунням
696,sauber::A,net,ӝикыт
697,sauber::A,net,чылкыт
698,sauber::A,propre,ӝикыт
699,sauber::A,propre,чылкыт
700,schmutzig::A,sale,нӧд
701,schmutzig::A,crasseux,нӧд
702,roh::A,cru,ыль
703,roh::A,brut,ыль
704,reif::A,mûr,вуэм
705,lecker::A,délicieux,ческыт
706,lecker::A,appétissant,ческыт
707,süß::A,doux,ческыт
708,bitter::A,amer,курыт
709,sauer::A,aigre,чырс
710,hell::A,clair,югыт
711,dunkel::A,sombre,пеймыт
712,schwarz::A,noir,сьӧд
713,weiß::A,blanc,тӧдьы
714,rot::A,rouge,горд
715,gelb::A,jaune,ӵуж
716,blau::A,bleu,лыз
717,grün::A,vert,вож
718,grau::A,gris,пурысь
719,bunt::A,multicolore,куӵо
720,billig::A,bon marché,дунтэм
721,teuer::A,cher,дуно
722,wertvoll::A,précieux,дуно
723,blind::A,aveugle,сукыр
724,blind::A,aveugle,синтэм
725,taub::A,sourd,пельтэм
726,kräftig::A,fort,кужмо
727,kräftig::A,vigoureux,кужмо
728,stark::A,fort,юн
729,stark::A,fort,кужмо
730,stark::A,puissant,юн
731,stark::A,puissant,кужмо
732,schwach::A,faible,ляб
733,schwach::A,faible,начар
734,fett::A,gras,кӧй
735,schlank::A,svelte,веськыт
736,schlank::A,svelte,веськрес
737,hübsch::A,joli,чебер
738,hübsch::A,joli,синмаськымон
739,böse::A,mauvais,лек
740,dumm::A,sot,шузи
741,dumm::A,sot,визьтэм
742,dumm::A,bête,шузи
743,dumm::A,bête,визьтэм
744,faul::A,fainéant,азьтэм
745,faul::A,paresseux,азьтэм
746,fleißig::A,appliqué,сюлмо
747,geizig::A,avare,сук
748,klug::A,intelligent,визьмо
749,geschickt::A,habile,усто
750,geschickt::A,habile,быгатӥсь
751,lieb::A,cher,мусо
752,lieb::A,gentil,мусо
753,lustig::A,gai,шулдыр
754,lustig::A,joyeux,шулдыр
755,sanft::A,doux,мусо
756,sanft::A,doux,эрке
757,hungrig::A,affamé,сютэм
758,krank::A,malade,висись
759,nackt::A,nu,гольык
760,traurig::A,triste,мӧзмыт
761,lebendig::A,vivant,улэп
762,gut::A,bon,ӟеч
763,gut::A,bon,умой
764,schlecht::A,mauvais,урод
765,schlecht::A,mauvais,алама
766,richtig::A,juste,шонер
767,richtig::A,correct,шонер
768,schlimm::A,grave,алама
769,schlimm::A,mauvais,алама
770,wahr::A,vrai,зэмос
771,wahr::A,véritable,зэмос
772,alt::A,vieux,вуж
773,neu::A,neuf,выль
774,neu::A,nouveau,выль
775,ehemalig::A,ancien,азьвылэз
776,alt[Lebewesen]::A,âgé,пересь
777,alt[Lebewesen]::A,vieux,пересь
778,jung::A,jeune,егит
779,jung::A,jeune,пинал
780,arm::A,pauvre,начар
781,arm::A,pauvre,куанер
782,reich::A,riche,узыр
783,bekannt::A,connu,тодмо
784,berühmt::A,fameux,дано
785,berühmt::A,célèbre,дано
786,fremd::A,étranger,ят
787,verschieden::A,différent,пӧртэм
788,nah::A,lié,матысь
789,nah::A,proche,матысь
790,fern::A,éloigné,кыдёкысь
791,fern::A,lointain,кыдёкысь
792,linker::A,gauche,паллян
793,rechter::A,droit,бур
794,rechter::A,droit,бурпал
795,anderer::A,autre,мукет
796,erster::A,premier,нырысетӥез
797,zweiter::A,second,кыктэтӥез
798,zweiter::A,deuxième,кыктэтӥез
799,dritter::A,troisième,кунньметӥез
800,letzter::A,dernier,берло
801,letzter::A,dernier,берпум
802,allein::ADV,seul,огназ
803,auf einmal::ADV,à la fois,огдыре
804,zusammen::ADV,ensemble,ӵош
805,zusammen::ADV,ensemble,валче
806,lange::ADV,longtemps,кема
807,plötzlich::ADV,tout à coup,мапламтэ шорысь
808,sofort::ADV,immédiatement,али ик
809,später::ADV,plus tard,бергес
810,später::ADV,plus tard,берлогес
811,jetzt::ADV,maintenant,али
812,jetzt::ADV,maintenant,табере
813,heute::ADV,aujourd'hui,туннэ
814,morgen::ADV,demain,ӵуказе
815,bald::ADV,bientôt,ӝоген
816,dann::ADV,puis,берло
817,dann::ADV,ensuite,берло
818,gestern::ADV,hier,толон
819,einst::ADV,jadis,огпол
820,einst::ADV,jadis,одӥг пол
821,einst::ADV,autrefois,огпол
822,einst::ADV,autrefois,одӥг пол
823,damals::ADV,alors,соку
824,damals::ADV,à l'époque,соку
825,danach::ADV,après,собере
