,Concept_ID,ko,sk
278,Ruf::N,부름,zavolanie
279,Lärm::N,소동,hluk
280,Lärm::N,소동,hurhaj
281,Laut::N,음성,zvuk
282,Ton::N,목소리,tón
283,Ton::N,목소리,zvuk
284,Lied::N,노래,pieseň
285,Ruhe::N,쉼,pokoj
286,Leute::N,사람들,ľudia
287,Volk::N,국중,ľud
288,Volk::N,국중,národ
289,Arbeit::N,근로,práca
290,Arbeit::N,근로,robota
291,Arbeit::N,너무,práca
292,Arbeit::N,너무,robota
293,Gast::N,손님,hosť
294,Geschenk::N,행하,dar
295,Spiel::N,무리,hra
296,Gesellschaft::N,교제,spoločnosť
297,Hilfe::N,거들음,pomoc
298,Hilfe::N,보좌,pomoc
299,Freund::N,친구,priateľ
300,Kamerad::N,동실자,kamarát
301,Angelegenheit::N,용무,vec
302,Angelegenheit::N,용무,záležitosť
303,Anzahl::N,어떤,počet
304,Anzahl::N,어떤,množstvo
305,Anzahl::N,수,počet
306,Anzahl::N,수,množstvo
307,Art::N,정류,druh
308,Stück::N,일부분,kus
309,Stück::N,일부분,kúsok
310,Teil::N,몱,časť
311,Teil::N,구훠,časť
312,Hälfte::N,2분의,polka
313,Hälfte::N,2분의,polovica
314,Kreis::N,고리,kruh
315,Kreuz::N,열십자,kríž
316,Linie::N,선,línia
317,Strich::N,스침,čiara
318,Abstand::N,거리,vzdialenosť
319,Entfernung::N,거리,vzdialenosť
320,Gegend::N,곳,kraj
321,Gegend::N,곳,krajina
322,Gegend::N,부금,kraj
323,Gegend::N,부금,krajina
324,Platz::N,장소,miesto
325,Ort::N,장소,miesto
326,Seite::N,옆면,bok
327,Seite::N,옆면,strana
328,Mitte::N,궁간,stred
329,Gegenstand::N,항목,predmet
330,Sache::N,뭉에,vec
331,Rand::N,가,kraj
332,Rand::N,가,okraj
333,Kante::N,귀퉁,hrana
334,Ecke::N,구석,roh
335,Spitze::N,끝,hrot
336,Spitze::N,끝,špička
337,Spitze::N,참단,hrot
338,Spitze::N,참단,špička
339,Ende::N,말당,koniec
340,Loch::N,빙옷,diera
341,Winkel::N,각도,kút
342,Muster::N,본,vzor
343,Muster::N,본,vzorka
344,Muster::N,견복,vzor
345,Muster::N,견복,vzorka
346,Größe::N,신장,veľkosť
347,Länge::N,길이긺,dĺžka
348,Höhe::N,높이,výška
349,Gewicht::N,추,váha
350,Menge::N,수양,množstvo
351,Haufen::N,퇴적,hŕba
352,Reihe::N,열,rad
353,Boot::N,보트,čln
354,Ruder::N,노,veslo
355,Schlitten::N,썰매,sane
356,Ski::N,스키,lyža
357,Lagerfeuer::N,캠프의 모닥불,táborák
358,Last::N,무거운짐,ťarcha
359,Last::N,무거운짐,bremeno
360,Gang::N,걸음,chôdza
361,Schritt::N,보조,krok
362,Norden::N,북쪽 ,sever
363,Süden::N,남쪽,juh
364,Westen::N,서쪽,západ
365,Osten::N,동쪽,východ
366,Holz::N,목재,drevo
367,Brett::N,마루널,doska
368,Platte::N,탤,doska
369,Platte::N,탤,platňa
370,Platte::N,금속판,doska
371,Platte::N,금속판,platňa
372,Stütze::N,버팀목,opora
373,Stange::N,장대,tyč
374,Stock::N,막대기,palica
375,Stab::N,작대기,palica
376,Rohr::N,갈대,rúra
377,Haus::N,집,dom
378,Heim::N,집,domov
379,Ofen::N,아궁이,pec
380,Ofen::N,아궁이,kachle
381,Fußboden::N,마루,dlážka
382,Fußboden::N,마루,podlaha
383,Tisch::N,탁자,stôl
384,Stuhl::N,의자,stolička
385,Wiege::N,발상지,kolíska
386,Bett::N,침대,lôžko
387,Bett::N,침대,posteľ
388,Regal::N,서가,regál
389,Regal::N,서가,polica
390,Kiste::N,짐궤,debna
391,Fenster::N,눔,okno
392,Fenster::N,눔,oblok
393,Tür::N,문,dvere
394,Tor::N,대문,vráta
395,Zaun::N,담장,plot
396,Zaun::N,담장,ohrada
397,Dach::N,지붕,krov
398,Dach::N,지붕,strecha
399,Leiter::N,사닥다리,rebrík
400,Leiter::N,사닥다리,rebrina
401,Besen::N,비,metla
402,Spaten::N,가래,rýľ
403,Schaufel::N,삽,lopata
404,Gabel::N,갈래,vidlička
405,Löffel::N,숟가락,lyžica
406,Messer::N,나이프,nôž
407,Nagel::N,발툽,klinec
408,Netz::N,그물,sieť
409,Haken::N,갈고리,hák
410,Haken::N,갈고리,háčik
411,Griff::N,움켜쥠,rukoväť
412,Schloss::N,자물쇠,zámka
413,Bild::N,그림,obraz
414,Figur::N,몸메,figúra
415,Puppe::N,인형,bábka
416,Puppe::N,인형,bábika
417,Beutel::N,클,vrece
418,Beutel::N,클,vrecko
419,Bündel::N,자근다발,uzlík
420,Bündel::N,자근다발,zväzok
421,Tasche::N,가방,taška
422,Tasche::N,가방,kabelka
423,Eimer::N,동이,vedro
424,Deckel::N,뚜껑,vrchnák
425,Deckel::N,뚜껑,pokrývka
426,Geschirr::N,식시,nádoba
427,Sack::N,조갑,mech
428,Sack::N,조갑,vrece
429,Tasse::N,차잔,šálka
430,Topf::N,단지,hrniec
431,Kessel::N,주전자,kotol
432,Essen::N,먹기,jedlo
433,Nahrung::N,식료,strava
434,Nahrung::N,식료,potrava
435,Speise::N,음식물,jedlo
436,Fleisch::N,고기,mäso
437,Getreide::N,곡물,obilie
438,Brei::N,젤리,kaša
439,Brot::N,빵,chlieb
440,Scheibe::N,원반,kotúč
441,Scheibe::N,원반,krajec
442,Fett::N,기름,tuk
443,Fett::N,기름,masť
444,Butter::N,버터,maslo
445,Öl::N,올리브유,olej
446,Salz::N,소금,soľ
447,Suppe::N,국,polievka
448,Suppe::N,수프,polievka
449,Honig::N,감미,med
450,Milch::N,유즙,mlieko
451,Tee::N,차,čaj
452,Leder::N,가죽,koža
453,Wolle::N,양털,vlna
454,Stoff::N,패료,súkno
455,Nadel::N,바늘,ihla
456,Faden::N,콘실,niť
457,Faden::N,콘실,vlákno
458,Knopf::N,단추,gombík
459,Knoten::N,곁절,uzol
460,Farbe::N,색,farba
461,Kleidung::N,옷입기,šaty
462,Kleidung::N,옷입기,šatstvo
463,Hemd::N,속옷,košeľa
464,Kragen::N,깃,golier
465,Ärmel::N,소매,rukáv
466,Hose::N,바지,nohavice
467,Gürtel::N,밴드,pás
468,Gürtel::N,밴드,opasok
469,Mütze::N,모자,čiapka
470,Schuh::N,구두,obuv
471,Schuh::N,구두,topánka
472,Stiefel::N,장화,čižma
473,Ring::N,고리,prsteň
474,Band::N,리본,stuha
475,Kamm::N,빗,hrebeň
476,Spiegel::N,거울,zrkadlo
477,Riemen::N,가죽끈,remeň
478,Schnur::N,밧줄,šnúra
479,Leine::N,고삐줄,vodidlo
480,Decke::N,이부자리,deka
481,Decke::N,이부자리,prikrývka
482,Kissen::N,깔개,poduška
483,Tuch::N,천,šatka
484,Handtuch::N,수건,uterák
485,Kraft::N,세력,moc
486,Stärke::N,힘,sila
487,Gesundheit::N,위생,zdravie
488,Krankheit::N,병,nemoc
489,Krankheit::N,병,choroba
490,Schmerz::N,아픔고통,bolesť
491,Wunde::N,상처,rana
492,Fieber::N,열별,horúčka
493,Arznei::N,약,liek
494,Brücke::N,교량,most
495,Brunnen::N,원천,studňa
496,Weide::N,목장,pastva
497,Pfad::N,좁은길,chodník
498,Weg::N,길,cesta
499,Straße::N,길,hradská
500,Dorf::N,촌,dedina
501,Dorf::N,촌락,dedina
502,Stadt::N,도시,mesto
503,Brief::N,서한,list
504,Buch::N,책,kniha
505,Buchstabe::N,문자,litera
506,Buchstabe::N,문자,písmeno
507,Zeitung::N,신문,noviny
508,Leben::N,삶,život
509,Tod::N,죽음,smrť
510,Grab::N,무덤,hrob
511,Kirche::N,교회,kostol
512,Sünde::N,부정,hriech
513,Gott::N,하느님,boh
514,Arbeiter::N,일하는사람,robotník
515,Arbeiter::N,일하는사람,pracnovík
516,Chef::N,사장,šéf
517,Chef::N,사장,riaditeľ
518,Meister::N,명인,majster
519,Meister::N,대가,majster
520,Arzt::N,의사,lekár
521,Lehrer::N,교사,učiteľ
522,Geld::N,돈,peniaze
523,Geschäft::N,일,obchod
524,Laden::N,가게,obchod
525,Preis::N,가격,cena
526,Ware::N,상품,tovar
527,Nutzen::N,이익,osoh
528,Nutzen::N,이익,úžitok
529,Reichtum::N,많음,bohatstvo
530,Welt::N,세상,svet
531,Land::N,지방,územie
532,Land::N,지방,krajina
533,Staat::N,국가,štát
534,König::N,국왕,kráľ
535,Macht::N,힘,moc
536,Macht::N,힘,mocnosť
537,Grenze::N,국경,hranica
538,Krieg::N,전쟁,vojna
539,Feind::N,적,nepriateľ
540,Gewalt::N,권력,násilie
541,Kampf::N,전투,boj
542,Bogen[Waffe]::N,활,luk
543,Pfeil::N,화살,šíp
544,Pfeil::N,화살,strela
545,Gewehr::N,무기,puška
546,Fehler::N,오류,omyl
547,Fehler::N,오류,chyba
548,Lüge::N,거짓말,lož
549,Schaden::N,손상,ujma
550,Schaden::N,손상,škoda
551,Unglück::N,불행,nešťastie
552,Schuld::N,부채,vina
553,Schuld::N,부채,previnenie
554,Alter::N,연령,vek
555,Schluss::N,마감,záver
556,Schluss::N,마감,koniec
557,Zeit::N,때,čas
558,Zeit::N,시간,čas
559,Tag::N,하루,deň
560,Morgen::N,이침,ráno
561,Mittag::N,대낮,poludnie
562,Abend::N,저녁,večer
563,Nacht::N,밤,noc
564,Woche::N,근무일,týždeň
565,Monat::N,달,mesiac
566,Jahr::N,해,rok
567,Frühling::N,봄,jar
568,Sommer::N,여름,leto
569,Herbst::N,가을,jeseň
570,Winter::N,겨울,zima
571,Januar::N,일월,január
572,Februar::N,이월,február
573,März::N,삼월,marec
574,April::N,사월,apríl
575,Mai::N,오월,máj
576,Juni::N,유월,jún
577,Juli::N,칠월,júl
578,August::N,팔월,august
579,September::N,구월,september
580,Oktober::N,시월,október
581,November::N,십일월,november
582,Dezember::N,십이월,december
583,Montag::N,월요일,pondelok
584,Dienstag::N,화요일,utorok
585,Mittwoch::N,수요일,streda
586,Donnerstag::N,모교일,štvrtok
587,Freitag::N,그묘일,piatok
588,Samstag::N,토요일,sobota
589,Sonntag::N,일요일,nedeľa
590,groß::A,큰,veľký
591,klein::A,자근,malý
592,lang::A,긴,dlhý
593,kurz::A,짧은,krátky
594,breit::A,넓은,široký
595,schmal::A,좁은,úzky
596,dicht::A,농밀한,hustý
597,dick[Gegenstand]::A,두꺼운,tlstý
598,dünn::A,얇은,tenký
599,fein::A,미세한,jemný
600,fest::A,굳은,pevný
601,flach::A,얕은,rovný
602,flach::A,얕은,plochý
603,glatt::A,반들반들한,hladký
604,hart::A,굳은,tvrdý
605,weich::A,연한,mäkký
606,rund::A,둥근,guľatý
607,rund::A,둥근,okrúhly
608,spitz::A,뾰족한,končitý
609,scharf::A,날카로운,ostrý
610,stumpf::A,무딘,tupý
611,schwer::A,무거운,ťažký
612,schön::A,멋진,pekný
613,schön::A,멋진,krásny
614,heiß::A,뜨거운,horúci
615,warm::A,따뜻한,teplý
616,kalt::A,찬,studený
617,kühl::A,서늘한,chladný
618,frisch::A,신선한,svieži
619,feucht::A,축축한,vlhký
620,feucht::A,축축한,zvlhnutý
621,nass::A,젖은,mokrý
622,trocken::A,마른,suchý
623,voll::A,완전한,plný
624,leer::A,빈,prázdny
625,offen::A,열린,otvorený
626,geschlossen::A,닫힌,zavretý
627,sauber::A,깨끗한,čistý
628,schmutzig::A,더러운,špinavý
629,roh::A,날게잇의,surový
630,reif::A,이근,zrelý
631,lecker::A,맛있는,chutný
632,süß::A,단,sladký
633,bitter::A,찌르는듯한,horký
634,sauer::A,산성의,kyslý
635,hell::A,밝은,jasný
636,hell::A,밝은,svetlý
637,dunkel::A,어두운,temný
638,schwarz::A,검은,čierny
639,weiß::A,하얀,biely
640,rot::A,붉은,červený
641,gelb::A,황색,žltý
642,blau::A,푸른,modrý
643,blau::A,푸른,belasý
644,grün::A,녹색의,zelený
645,grau::A,회색의,šedý
646,bunt::A,알록달록한,pestrý
647,billig::A,싼,lacný
648,teuer::A,값비산,drahý
649,wertvoll::A,가치가많은,cenný
650,blind::A,눈먼,slepý
651,taub::A,무감간한,hluchý
652,kräftig::A,강장한,silný
653,stark::A,강한,silný
654,schwach::A,약한,slabý
655,schwach::A,약한,bezvládny
656,fett::A,실찐,tučný
657,schlank::A,호리호리한,štíhly
658,hübsch::A,예쁜,šumný
659,hübsch::A,예쁜,švárny
660,böse::A,나쁜,zlý
661,dumm::A,어리석은,hlúpy
662,faul::A,너덜너덜한,lenivý
663,fleißig::A,근면한,snaživý
664,fleißig::A,근면한,usilovný
665,geizig::A,인색한,skupý
666,geizig::A,인색한,lakomý
667,geschickt::A,교묘한,zručný
668,geschickt::A,교묘한,šikovný
669,lieb::A,친애하는,milý
670,lustig::A,유쾌한,veselý
671,sanft::A,온화한,nežný
672,hungrig::A,배고픈,lačný
673,hungrig::A,배고픈,hladný
674,krank::A,병든,chorý
675,krank::A,병든,nemocný
676,nackt::A,벌거벗은,nahý
677,traurig::A,슬픈,smutný
678,lebendig::A,살아있는,živý
679,gut::A,좋은,dobrý
680,schlecht::A,나쁜,zlý
681,richtig::A,바른,správny
682,schlimm::A,못된,zlý
683,schlimm::A,못된,nepríjemný
684,wahr::A,참된,pravý
685,wahr::A,참된,pravdivý
686,alt::A,늙은,starý
687,neu::A,새,nový
688,ehemalig::A,전의,bývalý
689,alt[Lebewesen]::A,낡은,starý
690,jung::A,젊은,mladý
691,arm::A,가난한,chudobný
692,reich::A,풍부한,bohatý
693,bekannt::A,저명한,známy
694,berühmt::A,유명한,slávny
695,berühmt::A,유명한,povestný
696,fremd::A,타처이,cudzí
697,verschieden::A,따른,rôzny
698,verschieden::A,따른,rozličný
699,nah::A,가까운,blízky
700,fern::A,먼,ďaleký
701,linker::A,왼쭉의,ľavý
702,rechter::A,오른쪽의,pravý
703,anderer::A,다른,iný
704,anderer::A,다른,druhý
705,erster::A,첫째,prvý
706,zweiter::A,둘째,druhý
707,dritter::A,셋째,tretí
708,letzter::A,의후자의,ostatný
709,letzter::A,의후자의,posledný
710,allein::ADV,훌로,sám
711,auf einmal::ADV,갑자기,zároveň
712,zusammen::ADV,모아서,spolu
713,zusammen::ADV,모아서,spoločne
714,lange::ADV,오래,dlho
715,plötzlich::ADV,둘연한,náhle
716,sofort::ADV,즉시,hneď
717,sofort::ADV,즉시,ihneď
718,später::ADV,보다늦은,neskoršie
719,jetzt::ADV,목하,teraz
720,heute::ADV,오늘,dnes
721,morgen::ADV,내일,zajtra
722,bald::ADV,곱,skoro
723,dann::ADV,그경우에,nato
724,dann::ADV,그경우에,potom
725,gestern::ADV,어제,včera
726,einst::ADV,옛날에,kedysi
727,einst::ADV,옛날에,niekedy
728,damals::ADV,그때에,vtedy
729,danach::ADV,그 뒤에,potom
730,danach::ADV,그 뒤에,podľa toho
731,vorher::ADV,미리,napred
732,vorher::ADV,미리,predtým
733,zuerst::ADV,최초로,najprv
734,einmal::ADV,한번,raz
735,einmal::ADV,한번,jedenkrát
736,manchmal::ADV,땓대로,občas
737,manchmal::ADV,땓대로,niekedy
738,oft::ADV,땓대로,často
739,immer::ADV,늘,vždy
740,immer::ADV,늘,ustavične
741,niemals::ADV,결코...(하지)않다,nikdy
742,hier::ADV,여기,tu
743,hierhin::ADV,여기로,sem
744,hierhin::ADV,여기로,tade
745,dort::ADV,거기,tam
746,dorthin::ADV,저기예,ta
747,dorthin::ADV,저기예,tam
748,geradeaus::ADV,곧장,rovno
749,geradeaus::ADV,곧장,priamo
750,vorwärts::ADV,앞으로,napred
751,rückwärts::ADV,뒤로,nazad
752,zurück::ADV,제자리로,späť
753,zurück::ADV,제자리로,naspäť
754,unten::ADV,아래에,dolu
755,unten::ADV,아래에,naspodku
756,hinab::ADV,아래쪽으로,dolu
757,oben::ADV,위에,hore
758,oben::ADV,위에,navrchu
759,hinauf::ADV,위쪽으로,hore
760,hinauf::ADV,위쪽으로,navrch
761,überall::ADV,도처에,všade
762,nicht::ADV,안,nie
763,ein wenig::ADV,적음,trocha
764,kaum::ADV,가의,ledva
765,sehr::ADV,자주,veľmi
766,so::ADV,그와같이,tak
767,so::ADV,그와같이,takto
768,noch::ADV,아직,ešte
769,nur::ADV,다만,len
770,schon::ADV,이미,už
771,wieder::ADV,다시,zasa
772,vergebens::ADV,헛되이,márne
773,vergebens::ADV,헛되이,nadarmo
774,vor::PRP,앞에,pred
775,hinter::PRP,뒤에,za
776,unter::PRP,잍에,pod
777,durch::PRP,통고하여,cez
778,neben::PRP,와나란히,pri
779,neben::PRP,와나란히,vedľa
780,zwischen::PRP,의사이로,medzi
781,wegen::PRP,때문에,pre
782,wegen::PRP,때문에,kvôli
783,dies::PRN,이,to
784,dies::PRN,이,táto
785,das::PRN,저,to
786,alles::PRN,모든것,všetko
787,ich::PRN,나,ja
788,du::PRN,너,ty
789,er::PRN,그,on
790,wir::PRN,우리,my
791,ihr::PRN,너희들,vy
792,sie::PRN,그들,oni
793,was::FPRN,뭣,čo
794,wer::FPRN,누구,kto
795,wo::FADV,어디,kde
796,wohin::FADV,어디로,kam
797,wie::FADV,어떻게,ako
798,warum::FADV,왜,prečo
799,wieviel::FNUM,얼마만큰,koľko
800,eins::NUM,하나,jeden
801,zwei::NUM,둘,dva
802,drei::NUM,셋,tri
803,vier::NUM,넷,štyri
804,fünf::NUM,다섯,päť
805,sechs::NUM,여섯,šesť
806,sieben::NUM,일곱,sedem
807,acht::NUM,여덟,osem
808,neun::NUM,아홉,deväť
809,zehn::NUM,열,desať
810,elf::NUM,열하나,jedenásť
811,zwölf::NUM,열둘,dvanásť
812,zwanzig::NUM,스물,dvadsať
813,dreißig::NUM,서름,tridsať
814,vierzig::NUM,마흔,štyridsať
815,fünfzig::NUM,숸,päťdesiat
816,sechzig::NUM,에순,šesťdesiat
817,siebzig::NUM,일흔,sedemdesiat
818,achtzig::NUM,여든,osemdesiat
819,neunzig::NUM,아흔,deväťdesiat
820,hundert::NUM,백,sto
821,tausend::NUM,천,tisíc
822,und::CNJ,와,i
823,oder::CNJ,아니면,alebo
824,stehen::V,서다,stáť
825,sitzen::V,앉다,sedieť
826,liegen::V,눕다,ležať
827,hängen::V,달다,visieť
828,werden::V,되다,stať sa
829,passieren::V,지장옶다,stať sa
830,beginnen::V,시작되다,začať sa
831,enden::V,큳내다,končiť sa
832,wechseln::V,병경하다,meniť sa
833,aufgehen[Sonne]::V,뜨다,vychádzať
834,untergehen[Sonne]::V,지다,zapadnúť
835,scheinen[Sonne]::V,빛나다,svietiť
836,donnern::V,천둥치다,hrmieť
837,wehen::V,풀다,viať
838,strömen::V,흐르다,prúdiť
