,Concept_ID,ko,pt
238,Vater::N,아버지,pai
239,Mutter::N,어머니,mãe
240,Sohn::N,아들,filho
241,Tochter::N,딸기,filha
242,Bruder::N,형제,irmão
243,Schwester::N,누이,irmã
244,Onkel::N,백부,tio
245,Tante::N,아주머니,tia
246,Ehemann::N,남편,esposo
247,Ehefrau::N,아내,esposa
248,Freude::N,기쁨,prazer
249,Freude::N,기쁨,alegria
250,Gelächter::N,웃음,risada
251,Gelächter::N,웃음,gargalhada
252,Glück::N,즐거움,felicidade
253,Kummer::N,슬픔,aflição
254,Kummer::N,슬픔,desgosto
255,Wunsch::N,소망,desejo
256,Geist::N,할기,mente
257,Geist::N,할기,espírito
258,Gedanke::N,상념,ideia
259,Gedanke::N,상념,pensamento
260,Gedächtnis::N,기억,memória
261,Verstand::N,분별,razão
262,Verstand::N,분별,inteligência
263,Verstand::N,지능,razão
264,Verstand::N,지능,inteligência
265,Sinn::N,센스,sentido
266,Sinn::N,센스,significado
267,Grund::N,까닭,causa
268,Grund::N,까닭,motivo
269,Wahrheit::N,참,verdade
270,Wahrheit::N,진실,verdade
271,Gespräch::N,대화,conversa
272,Gespräch::N,대화,conversação
273,Märchen::N,동화,conto
274,Erzählung::N,이야기,conto
275,Erzählung::N,이야기,narrativa
276,Neuigkeit::N,뉴스,notícia
277,Neuigkeit::N,뉴스,novidade
278,Name::N,이름,nome
279,Rätsel::N,수수께끼,adivinha
280,Rede::N,연설,oração
281,Rede::N,연설,discurso
282,Sprache::N,말,língua
283,Stimme::N,목소리,voz
284,Wort::N,낱말,palavra
285,Zeichen::N,신호,marca
286,Ruf::N,부름,grito
287,Ruf::N,부름,chamada
288,Lärm::N,소동,ruído
289,Lärm::N,소동,barulho
290,Laut::N,음성,som
291,Ton::N,목소리,tom
292,Lied::N,노래,canção
293,Ruhe::N,쉼,calma
294,Ruhe::N,쉼,silêncio
295,Leute::N,사람들,gente
296,Leute::N,사람들,pessoas
297,Volk::N,국중,povo
298,Volk::N,국중,nação
299,Arbeit::N,근로,trabalho
300,Arbeit::N,너무,trabalho
301,Gast::N,손님,hóspede
302,Gast::N,손님,convidado
303,Geschenk::N,행하,prenda
304,Geschenk::N,행하,presente
305,Spiel::N,무리,jogo
306,Gesellschaft::N,교제,companhia
307,Hilfe::N,거들음,ajuda
308,Hilfe::N,거들음,socorro
309,Hilfe::N,보좌,ajuda
310,Hilfe::N,보좌,socorro
311,Freund::N,친구,amigo
312,Kamerad::N,동실자,camarada
313,Angelegenheit::N,용무,assunto
314,Anzahl::N,어떤,número
315,Anzahl::N,어떤,quantidade
316,Anzahl::N,수,número
317,Anzahl::N,수,quantidade
318,Art::N,정류,tipo
319,Art::N,정류,espécie
320,Stück::N,일부분,pedaço
321,Teil::N,몱,peça
322,Teil::N,몱,parte
323,Teil::N,구훠,peça
324,Teil::N,구훠,parte
325,Hälfte::N,2분의,metade
326,Kreis::N,고리,círculo
327,Kreuz::N,열십자,cruz
328,Linie::N,선,linha
329,Strich::N,스침,traço
330,Abstand::N,거리,distância
331,Entfernung::N,거리,distância
332,Gegend::N,곳,área
333,Gegend::N,곳,região
334,Gegend::N,부금,área
335,Gegend::N,부금,região
336,Platz::N,장소,lugar
337,Ort::N,장소,sítio
338,Seite::N,옆면,lado
339,Mitte::N,궁간,meio
340,Gegenstand::N,항목,objecto
341,Sache::N,뭉에,coisa
342,Rand::N,가,bordo
343,Rand::N,가,margem
344,Kante::N,귀퉁,borda
345,Kante::N,귀퉁,aresta
346,Ecke::N,구석,esquina
347,Spitze::N,끝,ponta
348,Spitze::N,참단,ponta
349,Ende::N,말당,cabo
350,Ende::N,말당,extremo
351,Loch::N,빙옷,furo
352,Loch::N,빙옷,buraco
353,Winkel::N,각도,canto
354,Winkel::N,각도,ângulo
355,Muster::N,본,padrão
356,Muster::N,본,desenho
357,Muster::N,견복,padrão
358,Muster::N,견복,desenho
359,Größe::N,신장,tamanho
360,Länge::N,길이긺,comprimento
361,Höhe::N,높이,altura
362,Höhe::N,높이,altitude
363,Gewicht::N,추,peso
364,Menge::N,수양,quantidade
365,Haufen::N,퇴적,pilha
366,Reihe::N,열,fila
367,Boot::N,보트,barco
368,Ruder::N,노,remo
369,Schlitten::N,썰매,trenó
370,Ski::N,스키,esqui
371,Lagerfeuer::N,캠프의 모닥불,fogueira
372,Last::N,무거운짐,carga
373,Gang::N,걸음,curso
374,Gang::N,걸음,caminhada
375,Schritt::N,보조,passo
376,Norden::N,북쪽 ,norte
377,Süden::N,남쪽,sul
378,Westen::N,서쪽,oeste
379,Westen::N,서쪽,ocidente
380,Osten::N,동쪽,este
381,Osten::N,동쪽,leste
382,Osten::N,동쪽,oriente
383,Holz::N,목재,madeira
384,Brett::N,마루널,tábua
385,Brett::N,마루널,prancha
386,Platte::N,탤,laje
387,Platte::N,탤,chapa
388,Platte::N,금속판,laje
389,Platte::N,금속판,chapa
390,Stütze::N,버팀목,apoio
391,Stütze::N,버팀목,suporte
392,Stange::N,장대,vara
393,Stange::N,장대,barra
394,Stock::N,막대기,pau
395,Stock::N,막대기,bengala
396,Stab::N,작대기,bastão
397,Rohr::N,갈대,cano
398,Haus::N,집,casa
399,Heim::N,집,lar
400,Heim::N,집,casa
401,Ofen::N,아궁이,estufa
402,Ofen::N,아궁이,aquecedor
403,Fußboden::N,마루,piso
404,Tisch::N,탁자,mesa
405,Stuhl::N,의자,cadeira
406,Wiege::N,발상지,berço
407,Bett::N,침대,cama
408,Regal::N,서가,estante
409,Regal::N,서가,prateleira
410,Kiste::N,짐궤,caixa
411,Fenster::N,눔,janela
412,Tür::N,문,porta
413,Tor::N,대문,portão
414,Zaun::N,담장,cerca
415,Zaun::N,담장,vedação
416,Dach::N,지붕,telhado
417,Leiter::N,사닥다리,escada
418,Leiter::N,사닥다리,escada móvel
419,Besen::N,비,vassoura
420,Spaten::N,가래,pá
421,Schaufel::N,삽,pá
422,Gabel::N,갈래,garfo
423,Löffel::N,숟가락,colher
424,Messer::N,나이프,faca
425,Nagel::N,발툽,cravo
426,Netz::N,그물,rede
427,Haken::N,갈고리,gancho
428,Griff::N,움켜쥠,asa
429,Griff::N,움켜쥠,cabo
430,Schloss::N,자물쇠,fechadura
431,Bild::N,그림,imagem
432,Figur::N,몸메,figura
433,Puppe::N,인형,boneca
434,Beutel::N,클,saco
435,Beutel::N,클,bolsa
436,Bündel::N,자근다발,fardo
437,Tasche::N,가방,saco
438,Tasche::N,가방,bolso
439,Eimer::N,동이,balde
440,Deckel::N,뚜껑,tampa
441,Geschirr::N,식시,louça
442,Sack::N,조갑,saca
443,Tasse::N,차잔,chávena
444,Topf::N,단지,tacho
445,Topf::N,단지,panela
446,Kessel::N,주전자,caldeira
447,Essen::N,먹기,refeição
448,Nahrung::N,식료,comida
449,Nahrung::N,식료,alimento
450,Speise::N,음식물,prato
451,Fleisch::N,고기,carne
452,Getreide::N,곡물,cereais
453,Brei::N,젤리,puré
454,Brot::N,빵,pão
455,Scheibe::N,원반,fatia
456,Fett::N,기름,banha
457,Fett::N,기름,gordura
458,Butter::N,버터,manteiga
459,Öl::N,올리브유,azeite
460,Salz::N,소금,sal
461,Suppe::N,국,sopa
462,Suppe::N,국,caldo
463,Suppe::N,수프,sopa
464,Suppe::N,수프,caldo
465,Honig::N,감미,mel
466,Milch::N,유즙,leite
467,Tee::N,차,chá
468,Leder::N,가죽,couro
469,Wolle::N,양털,lã
470,Stoff::N,패료,pano
471,Stoff::N,패료,tecido
472,Nadel::N,바늘,agulha
473,Faden::N,콘실,fio
474,Knopf::N,단추,botão
475,Knoten::N,곁절,nó
476,Farbe::N,색,corante
477,Kleidung::N,옷입기,roupa
478,Kleidung::N,옷입기,vestuário
479,Hemd::N,속옷,camisa
480,Kragen::N,깃,gola
481,Ärmel::N,소매,manga
482,Hose::N,바지,calça
483,Gürtel::N,밴드,cinto
484,Mütze::N,모자,boné
485,Mütze::N,모자,barrete
486,Schuh::N,구두,sapato
487,Stiefel::N,장화,bota
488,Ring::N,고리,anel
489,Band::N,리본,fita
490,Band::N,리본,faixa
491,Kamm::N,빗,pente
492,Spiegel::N,거울,espelho
493,Riemen::N,가죽끈,correia
494,Schnur::N,밧줄,corda
495,Schnur::N,밧줄,cordel
496,Leine::N,고삐줄,trela
497,Decke::N,이부자리,cobertor
498,Kissen::N,깔개,almofada
499,Tuch::N,천,pano
500,Handtuch::N,수건,toalha
501,Kraft::N,세력,força
502,Stärke::N,힘,força
503,Gesundheit::N,위생,saúde
504,Krankheit::N,병,doença
505,Krankheit::N,병,enfermidade
506,Schmerz::N,아픔고통,dor
507,Wunde::N,상처,chaga
508,Wunde::N,상처,ferida
509,Fieber::N,열별,febre
510,Arznei::N,약,remédio
511,Brücke::N,교량,ponte
512,Brunnen::N,원천,poço
513,Weide::N,목장,pastagem
514,Pfad::N,좁은길,senda
515,Pfad::N,좁은길,trilho
516,Weg::N,길,caminho
517,Straße::N,길,via
518,Straße::N,길,estrada
519,Dorf::N,촌,aldeia
520,Dorf::N,촌락,aldeia
521,Stadt::N,도시,cidade
522,Brief::N,서한,carta
523,Buch::N,책,livro
524,Buchstabe::N,문자,letra
525,Zeitung::N,신문,jornal
526,Leben::N,삶,vida
527,Tod::N,죽음,morte
528,Grab::N,무덤,túmulo
529,Grab::N,무덤,sepultura
530,Kirche::N,교회,igreja
531,Sünde::N,부정,pecado
532,Gott::N,하느님,deus
533,Arbeiter::N,일하는사람,operário
534,Arbeiter::N,일하는사람,trabalhador
535,Chef::N,사장,chefe
536,Chef::N,사장,patrão
537,Meister::N,명인,mestre
538,Meister::N,대가,mestre
539,Arzt::N,의사,médico
540,Lehrer::N,교사,professor
541,Geld::N,돈,dinheiro
542,Geschäft::N,일,negócio
543,Laden::N,가게,loja
544,Preis::N,가격,preço
545,Ware::N,상품,mercadoria
546,Nutzen::N,이익,proveito
547,Reichtum::N,많음,riqueza
548,Welt::N,세상,mundo
549,Land::N,지방,país
550,Staat::N,국가,Estado
551,König::N,국왕,rei
552,Macht::N,힘,poder
553,Macht::N,힘,potência
554,Grenze::N,국경,fronteira
555,Krieg::N,전쟁,guerra
556,Feind::N,적,inimigo
557,Gewalt::N,권력,violência
558,Kampf::N,전투,luta
559,Kampf::N,전투,combate
560,Bogen[Waffe]::N,활,arco
561,Pfeil::N,화살,seta
562,Pfeil::N,화살,flecha
563,Gewehr::N,무기,espingarda
564,Fehler::N,오류,erro
565,Fehler::N,오류,falha
566,Lüge::N,거짓말,mentira
567,Schaden::N,손상,dano
568,Schaden::N,손상,estrago
569,Unglück::N,불행,desgraça
570,Schuld::N,부채,culpa
571,Alter::N,연령,idade
572,Schluss::N,마감,fim
573,Zeit::N,때,tempo
574,Zeit::N,시간,tempo
575,Tag::N,하루,dia
576,Morgen::N,이침,manhã
577,Mittag::N,대낮,meio-dia
578,Abend::N,저녁,noite
579,Abend::N,저녁,tardinha
580,Nacht::N,밤,noite
581,Woche::N,근무일,semana
582,Monat::N,달,mês
583,Jahr::N,해,ano
584,Frühling::N,봄,primavera
585,Sommer::N,여름,verão
586,Herbst::N,가을,outono
587,Winter::N,겨울,inverno
588,Januar::N,일월,Janeiro
589,Februar::N,이월,Fevereiro
590,März::N,삼월,Março
591,April::N,사월,Abril
592,Mai::N,오월,Maio
593,Juni::N,유월,Junho
594,Juli::N,칠월,Julho
595,August::N,팔월,Agosto
596,September::N,구월,Setembro
597,Oktober::N,시월,Outubro
598,November::N,십일월,Novembro
599,Dezember::N,십이월,Dezembro
600,Montag::N,월요일,segunda-feira
601,Dienstag::N,화요일,terça-feira
602,Mittwoch::N,수요일,quarta-feira
603,Donnerstag::N,모교일,quinta-feira
604,Freitag::N,그묘일,sexta-feira
605,Samstag::N,토요일,sábado
606,Sonntag::N,일요일,domingo
607,groß::A,큰,grande
608,klein::A,자근,pequeno
609,lang::A,긴,comprido
610,kurz::A,짧은,curto
611,breit::A,넓은,largo
612,schmal::A,좁은,estreito
613,dicht::A,농밀한,denso
614,dick[Gegenstand]::A,두꺼운,grosso
615,dünn::A,얇은,delgado
616,fein::A,미세한,fino
617,fein::A,미세한,subtil
618,fest::A,굳은,firme
619,fest::A,굳은,sólido
620,flach::A,얕은,plano
621,glatt::A,반들반들한,liso
622,hart::A,굳은,duro
623,weich::A,연한,mole
624,rund::A,둥근,redondo
625,spitz::A,뾰족한,agudo
626,scharf::A,날카로운,afiado
627,stumpf::A,무딘,rombo
628,schwer::A,무거운,pesado
629,schön::A,멋진,belo
630,schön::A,멋진,bonito
631,heiß::A,뜨거운,quente
632,warm::A,따뜻한,quente
633,kalt::A,찬,frio
634,kühl::A,서늘한,fresco
635,frisch::A,신선한,fresco
636,feucht::A,축축한,húmido
637,nass::A,젖은,molhado
638,trocken::A,마른,seco
639,voll::A,완전한,cheio
640,leer::A,빈,vazio
641,offen::A,열린,aberto
642,geschlossen::A,닫힌,fechado
643,sauber::A,깨끗한,limpo
644,schmutzig::A,더러운,sujo
645,roh::A,날게잇의,cru
646,reif::A,이근,maduro
647,lecker::A,맛있는,delicioso
648,süß::A,단,doce
649,bitter::A,찌르는듯한,amargo
650,sauer::A,산성의,azedo
651,hell::A,밝은,claro
652,dunkel::A,어두운,escuro
653,dunkel::A,어두운,sombrio
654,schwarz::A,검은,preto
655,weiß::A,하얀,branco
656,rot::A,붉은,vermelho
657,gelb::A,황색,amarelo
658,blau::A,푸른,azul
659,grün::A,녹색의,verde
660,grau::A,회색의,cinzento
661,bunt::A,알록달록한,colorido
662,billig::A,싼,barato
663,teuer::A,값비산,caro
664,wertvoll::A,가치가많은,valioso
665,wertvoll::A,가치가많은,precioso
666,blind::A,눈먼,cego
667,taub::A,무감간한,surdo
668,kräftig::A,강장한,forte
669,kräftig::A,강장한,poderoso
670,stark::A,강한,forte
671,stark::A,강한,robusto
672,schwach::A,약한,débil
673,fett::A,실찐,gordo
674,schlank::A,호리호리한,esbelto
675,hübsch::A,예쁜,giro
676,hübsch::A,예쁜,bonito
677,böse::A,나쁜,mau
678,dumm::A,어리석은,parvo
679,dumm::A,어리석은,estúpido
680,faul::A,너덜너덜한,preguiçoso
681,fleißig::A,근면한,aplicado
682,fleißig::A,근면한,diligente
683,geizig::A,인색한,avarento
684,geschickt::A,교묘한,hábil
685,lieb::A,친애하는,caro
686,lieb::A,친애하는,querido
687,lustig::A,유쾌한,alegre
688,sanft::A,온화한,suave
689,sanft::A,온화한,brando
690,hungrig::A,배고픈,faminto
691,krank::A,병든,doente
692,krank::A,병든,enfermo
693,nackt::A,벌거벗은,nu
694,nackt::A,벌거벗은,despido
695,traurig::A,슬픈,triste
696,lebendig::A,살아있는,vivo
697,gut::A,좋은,bom
698,schlecht::A,나쁜,mau
699,schlecht::A,나쁜,ruim
700,richtig::A,바른,justo
701,richtig::A,바른,correcto
702,schlimm::A,못된,mau
703,schlimm::A,못된,grave
704,wahr::A,참된,verdadeiro
705,alt::A,늙은,velho
706,alt::A,늙은,antigo
707,neu::A,새,novo
708,ehemalig::A,전의,antigo
709,alt[Lebewesen]::A,낡은,velho
710,jung::A,젊은,jovem
711,arm::A,가난한,pobre
712,reich::A,풍부한,rico
713,bekannt::A,저명한,conhecido
714,berühmt::A,유명한,famoso
715,berühmt::A,유명한,célebre
716,fremd::A,타처이,alheio
717,fremd::A,타처이,estranho
718,verschieden::A,따른,diverso
719,verschieden::A,따른,diferente
720,nah::A,가까운,próximo
721,fern::A,먼,remoto
722,fern::A,먼,distante
723,linker::A,왼쭉의,esquerdo
724,rechter::A,오른쪽의,direito
725,anderer::A,다른,outro
726,erster::A,첫째,primeiro
727,zweiter::A,둘째,segundo
728,dritter::A,셋째,terceiro
729,letzter::A,의후자의,final
730,letzter::A,의후자의,último
731,allein::ADV,훌로,só
732,auf einmal::ADV,갑자기,de vez
733,zusammen::ADV,모아서,juntos
734,lange::ADV,오래,muito tempo
735,plötzlich::ADV,둘연한,de repente
736,sofort::ADV,즉시,imediatamente
737,später::ADV,보다늦은,mais tarde
738,jetzt::ADV,목하,agora
739,heute::ADV,오늘,hoje
740,morgen::ADV,내일,amanhã
741,bald::ADV,곱,logo
742,bald::ADV,곱,breve
743,dann::ADV,그경우에,então
744,dann::ADV,그경우에,depois
745,gestern::ADV,어제,ontem
746,einst::ADV,옛날에,antigamente
747,damals::ADV,그때에,então
748,danach::ADV,그 뒤에,logo
749,danach::ADV,그 뒤에,depois
750,vorher::ADV,미리,antes
751,zuerst::ADV,최초로,primeiro
752,einmal::ADV,한번,uma vez
753,manchmal::ADV,땓대로,às vezes
754,oft::ADV,땓대로,muitas vezes
755,immer::ADV,늘,sempre
756,niemals::ADV,결코...(하지)않다,nunca
757,hier::ADV,여기,cá
758,hier::ADV,여기,aqui
759,hierhin::ADV,여기로,para cá
760,dort::ADV,거기,lá
761,dort::ADV,거기,ali
762,dorthin::ADV,저기예,lá
763,dorthin::ADV,저기예,para lá
764,geradeaus::ADV,곧장,em frente
765,vorwärts::ADV,앞으로,avante
766,rückwärts::ADV,뒤로,para trás
767,zurück::ADV,제자리로,atrás
768,unten::ADV,아래에,debaixo
769,unten::ADV,아래에,em baixo
770,hinab::ADV,아래쪽으로,para baixo
771,oben::ADV,위에,em cima
772,hinauf::ADV,위쪽으로,para cima
773,überall::ADV,도처에,em toda parte
774,nicht::ADV,안,não
775,ein wenig::ADV,적음,um pouco
776,ein wenig::ADV,적음,um bocado
777,kaum::ADV,가의,apenas
778,sehr::ADV,자주,muito
779,so::ADV,그와같이,tão
780,so::ADV,그와같이,assim
781,noch::ADV,아직,ainda
782,nur::ADV,다만,só
783,nur::ADV,다만,apenas
784,nur::ADV,다만,somente
785,schon::ADV,이미,já
786,wieder::ADV,다시,outra vez
787,vergebens::ADV,헛되이,em vão
788,vor::PRP,앞에,diante de
789,hinter::PRP,뒤에,atrás de
790,unter::PRP,잍에,sob
791,unter::PRP,잍에,debaixo de
792,durch::PRP,통고하여,por
793,durch::PRP,통고하여,através de
794,neben::PRP,와나란히,junto de
795,neben::PRP,와나란히,ao lado de
796,zwischen::PRP,의사이로,entre
797,wegen::PRP,때문에,por
798,wegen::PRP,때문에,por causa de
799,dies::PRN,이,isto
800,das::PRN,저,isso
801,das::PRN,저,aquilo
802,alles::PRN,모든것,todo
803,ich::PRN,나,eu
804,du::PRN,너,tu
805,er::PRN,그,ele
806,wir::PRN,우리,nós
807,ihr::PRN,너희들,vós
808,ihr::PRN,너희들,vocês
809,sie::PRN,그들,eles
810,was::FPRN,뭣,quê
811,wer::FPRN,누구,quem
812,wo::FADV,어디,onde
813,wohin::FADV,어디로,aonde
814,wohin::FADV,어디로,para onde
815,wie::FADV,어떻게,como
816,warum::FADV,왜,porquê
817,warum::FADV,왜,por que
818,wieviel::FNUM,얼마만큰,quanto
819,eins::NUM,하나,um
820,zwei::NUM,둘,dois
821,drei::NUM,셋,três
822,vier::NUM,넷,quatro
823,fünf::NUM,다섯,cinco
824,sechs::NUM,여섯,seis
825,sieben::NUM,일곱,sete
826,acht::NUM,여덟,oito
827,neun::NUM,아홉,nove
828,zehn::NUM,열,dez
829,elf::NUM,열하나,onze
830,zwölf::NUM,열둘,doze
831,zwanzig::NUM,스물,vinte
832,dreißig::NUM,서름,trinta
833,vierzig::NUM,마흔,quarenta
834,fünfzig::NUM,숸,cinquenta
835,sechzig::NUM,에순,sessenta
836,siebzig::NUM,일흔,setenta
837,achtzig::NUM,여든,oitenta
838,neunzig::NUM,아흔,noventa
839,hundert::NUM,백,cem
840,hundert::NUM,백,cento
841,tausend::NUM,천,mil
842,und::CNJ,와,e
843,oder::CNJ,아니면,ou
844,stehen::V,서다,estar em pé
845,sitzen::V,앉다,estar sentado
846,liegen::V,눕다,jazer
847,liegen::V,눕다,estar deitado
848,hängen::V,달다,pender
849,hängen::V,달다,estar pendurado
850,werden::V,되다,tornar-se
851,passieren::V,지장옶다,acontecer
852,beginnen::V,시작되다,começar
853,enden::V,큳내다,acabar
854,enden::V,큳내다,terminar
855,wechseln::V,병경하다,variar
856,wechseln::V,병경하다,alternar
