,Concept_ID,fi,kn
565,breit::A,leveä,ಅಗಲವಾದ
566,schmal::A,kapea,ಇಕ್ಕಟ್ಟಾದ
567,dicht::A,taaja,ದಟ್ಟ
568,dick[Gegenstand]::A,paksu,ದಟ್ಟ
569,dünn::A,ohut,ತೆಳು
570,fein::A,hieno,ಕೋಮಲ
571,fest::A,luja,ಘನ
572,flach::A,litteä,ಚಪ್ಪಟೆ
573,flach::A,tasainen,ಚಪ್ಪಟೆ
574,glatt::A,sileä,ನಯ
575,glatt::A,siloinen,ನಯ
576,hart::A,kova,ಗಟ್ಟಿ
577,weich::A,pehmeä,ಮೃದುವಾದ
578,rund::A,pyöreä,ವರ್ತುಳ
579,spitz::A,terävä,ಮೊನಚಾದ
580,scharf::A,terävä,ತೀಕ್ಷ್ಣ
581,stumpf::A,tylsä,ಮೊಂಡು
582,schwer::A,raskas,ಭಾರಿ
583,schwer::A,painava,ಭಾರಿ
584,schön::A,kaunis,ಸುಂದರ
585,heiß::A,kuuma,ಬಿಸಿ
586,warm::A,lämmin,ಬಿಸಿ
587,kalt::A,kylmä,ತಣ್ಣನೆಯ
588,kalt::A,viluinen,ತಣ್ಣನೆಯ
589,kühl::A,viileä,ತಂಪಾದ
590,frisch::A,tuore,ನಿರ್ಮಲ
591,feucht::A,kostea,ಒದ್ದೆಯಾದ
592,nass::A,märkä,ಒದ್ದೆಯಾದ
593,trocken::A,kuiva,ಶುಷ್ಕ
594,voll::A,täysi,ತುಂಬಿದ
595,leer::A,tyhjä,ಖಾಲಿ
596,offen::A,avonainen,ಮುಚ್ಚಲ್ಲದ
597,geschlossen::A,suljettu,ಮುಚ್ಚಿದ
598,sauber::A,puhdas,ಶುದ್ಧ
599,schmutzig::A,likainen,ಅಶುದ್ಧ
600,roh::A,raaka,ಹಸಿ
601,reif::A,kypsä,ಹಣ್ಣಾದ
602,lecker::A,herkullinen,ಗುಚಿಕರ
603,süß::A,makea,ಸಿಹಿ
604,bitter::A,karvas,ಕಹಿ
605,bitter::A,kitkerä,ಕಹಿ
606,sauer::A,hapan,ಹುಳಿಯಾದ
607,hell::A,kirkas,ಹೊಳೆಯುವ
608,hell::A,valoisa,ಹೊಳೆಯುವ
609,dunkel::A,pimeä,ಮಬ್ಬಾದ
610,schwarz::A,musta,ಕಪ್ಪು
611,weiß::A,valkea,ಬಿಳಿಯ
612,rot::A,punainen,ಕೆಂಪು
613,gelb::A,keltainen,ಹಳದಯ
614,blau::A,sininen,ನೀಲ
615,grün::A,vihreä,ಕಾಯಾದ
616,grau::A,harmaa,ಬೂದುಬಣ್ಣದ
617,bunt::A,kirjava,ವರ್ಣರಂಜಿತ
618,billig::A,halpa,ಅಗ್ಗ
619,billig::A,huokea,ಅಗ್ಗ
620,teuer::A,kallis,ದುಬಾರಿಯಾದ
621,wertvoll::A,arvokas,ಅಮೂಲ್ಯ
622,blind::A,sokea,ಅಂಧ
623,taub::A,kuuro,ಕಿವುಡಾದ
624,kräftig::A,väkevä,ಪ್ರಬಲ
625,kräftig::A,voimakas,ಪ್ರಬಲ
626,stark::A,vahva,ಶಕ್ತಿವಂತ
627,schwach::A,heikko,ದುರ್ಬಲ
628,fett::A,lihava,ಕೊಬ್ಬಿದ
629,schlank::A,hoikka,ತೆಳ್ಳಗಿನ
630,schlank::A,solakka,ತೆಳ್ಳಗಿನ
631,hübsch::A,soma,ಅಂದವಾದ
632,hübsch::A,sievä,ಅಂದವಾದ
633,böse::A,paha,ಕೆಟ್ಟ
634,böse::A,häijy,ಕೆಟ್ಟ
635,dumm::A,tyhmä,ಮಂದ
636,dumm::A,typerä,ಮಂದ
637,faul::A,laiska,ಆಲಸ
638,fleißig::A,ahkera,ಕಡಗುವ
639,geizig::A,saita,ಜುಗ್ಗ
640,klug::A,älykäs,ಚತುರ
641,geschickt::A,taitava,ದಕ್ಷ
642,lieb::A,rakas,ಪ್ರಿಯ
643,lustig::A,hauska,ಖುಷಿಯಾದ
644,lustig::A,iloinen,ಖುಷಿಯಾದ
645,sanft::A,lauha,ಸೌಮ್ಯ
646,sanft::A,lempeä,ಸೌಮ್ಯ
647,hungrig::A,nälkäinen,ಹಸಿದ
648,krank::A,sairas,ಅಸ್ವಸ್ಥ
649,nackt::A,alaston,ನಗ್ನ
650,traurig::A,surullinen,ದುಃಖಿತ
651,traurig::A,murheellinen,ದುಃಖಿತ
652,lebendig::A,elävä,ಜೀವಂತ
653,gut::A,hyvä,ಒಳ್ಳೆಯ
654,schlecht::A,paha,ದುಷ್ಟ
655,schlecht::A,huono,ದುಷ್ಟ
656,richtig::A,oikea,ಸರಿ
657,schlimm::A,paha,ಅಸಹ್ಯ
658,wahr::A,tosi,ನಿಜ
659,alt::A,vanha,ಮುದಿ
660,neu::A,uusi,ಹೊಸ
661,ehemalig::A,entinen,ಮಾಜೀ
662,ehemalig::A,muinainen,ಮಾಜೀ
663,alt[Lebewesen]::A,vanha,ವೃದ್ಧ
664,jung::A,nuori,ಎಳ
665,arm::A,köyhä,ಬಡ
666,reich::A,rikas,ಶ್ರೀಮಂತ
667,bekannt::A,tuttu,ಅಪ್ತ
668,bekannt::A,tunnettu,ಅಪ್ತ
669,berühmt::A,kuuluisa,ಪ್ರಸಿದ್ಧ
670,fremd::A,vieras,ಪರಕೀಯ
671,verschieden::A,eri,ಬೇರೆ
672,verschieden::A,erilainen,ಬೇರೆ
673,nah::A,läheinen,ಹತ್ತಿರವಾದ
674,fern::A,etäinen,ದೂರದ
675,linker::A,vasen,ಎಡ
676,rechter::A,oikea,ಬಲ
677,anderer::A,muu,ಇತರ
678,anderer::A,toinen,ಇತರ
679,erster::A,ensimmäinen,ಪ್ರಥಮ
680,zweiter::A,toinen,ದ್ವಿತೀಯ
681,dritter::A,kolmas,ಮೂರನೆಯಜಗತ್ತು
682,letzter::A,viimeinen,ಅಂತ್ಯ
683,allein::ADV,yksin,ಒಬ್ಬನೇ
684,auf einmal::ADV,yhdellä kertaa,ಒಡನೆ
685,zusammen::ADV,yhdessä,ಒಟ್ಟಿಗೆ
686,lange::ADV,kauan,ದೀರ್ಘ
687,lange::ADV,pitkään,ದೀರ್ಘ
688,plötzlich::ADV,äkkiä,ಅನಾಮತ್ತು
689,sofort::ADV,heti,ಜಾಗ್ರತೆ
690,später::ADV,myöhemmin,ತರುವಾಯ
691,jetzt::ADV,nyt,ಈಗ
692,heute::ADV,tänään,ಇಂದು
693,morgen::ADV,huomenna,ನಾಳೆ
694,bald::ADV,pian,ಬೇಗ
695,dann::ADV,sitten,ಆಗ
696,gestern::ADV,eilen,ನಿನ್ನೆ
697,einst::ADV,aikanaan,ಪೂರ್ವದಲ್ಲಿ
698,damals::ADV,silloin,ಆಗ
699,damals::ADV,siihen aikaan,ಆಗ
700,danach::ADV,sen jälkeen,ಆಮೇಲೆ
701,vorher::ADV,ennen,ಮುಂಚೆ
702,zuerst::ADV,ensin,ಮೊದಲಿಗೆ
703,zuerst::ADV,ensiksi,ಮೊದಲಿಗೆ
704,einmal::ADV,kerran,ಒಮ್ಮೆ
705,manchmal::ADV,joskus,ಆಗಾಗ
706,oft::ADV,usein,ಅನೇಕಸಲ
707,immer::ADV,aina,ಯಾವಾಗಲೂ
708,niemals::ADV,ei koskaan,ಯಾವಾಗಲೂ ಇಲ್ಲ
709,hier::ADV,tässä,ಇಲ್ಲಿ
710,hier::ADV,täällä,ಇಲ್ಲಿ
711,hierhin::ADV,tähän,ಇತ್ತ
712,von hier::ADV,tästä,ಇಲ್ಲಿಂದ
713,von hier::ADV,täältä,ಇಲ್ಲಿಂದ
714,dort::ADV,siinä,ಅಲ್ಲಿ
715,dort::ADV,siellä,ಅಲ್ಲಿ
716,dorthin::ADV,sinne,ಅಲ್ಲಿಗೆ
717,dorthin::ADV,tuonne,ಅಲ್ಲಿಗೆ
718,geradeaus::ADV,suoraan,ಸೀದಾ
719,vorwärts::ADV,eteenpäin,ಮುನ್ನೆಡೆವ
720,rückwärts::ADV,taaksepäin,ಹಿಂದುಗಡೆಗೆ
721,zurück::ADV,takaisin,ಹಿಂದಕ್ಕೆ
722,unten::ADV,alhaalla,ಕೆಳಗೆ
723,hinab::ADV,alas,ಕೆಳಕ್ಕೆ
724,oben::ADV,ylhäällä,ಮೇಲೆ
725,hinauf::ADV,ylös,ಮೇಲಕ್ಕೆ
726,überall::ADV,kaikkialla,ಎಲ್ಲಸ್ಥಳಗಳು
727,nicht::ADV,ei,ಇಲ್ಲ
728,nicht::ADV,ei,ಅಲ್ಲ
729,ein wenig::ADV,vähän,ತುಸು
730,kaum::ADV,tuskin,ಕಠಿನವಾಗಿ
731,sehr::ADV,kovin,ಬಹು
732,sehr::ADV,oikein,ಬಹು
733,so::ADV,näin,ಅಷ್ಟು
734,noch::ADV,vielä,ಇನ್ನು
735,nur::ADV,vain,ಕೇವಲ
736,nur::ADV,ainoastaan,ಕೇವಲ
737,schon::ADV,jo,ಆಗಲೇ
738,wieder::ADV,taas,ಪುನಃ
739,wieder::ADV,jälleen,ಪುನಃ
740,vergebens::ADV,turhaan,ನಿಷ್ಫಲವಾಗಿ
741,vor::PRP,edessä,ಮುಂದೆ
742,hinter::PRP,takana,ಹಿಂದ
743,unter::PRP,alla,ಕೆಳ
744,durch::PRP,läpi,ನೇರವಾಗಿ
745,durch::PRP,kautta,ನೇರವಾಗಿ
746,neben::PRP,vieressä,ಅಧರ ಬಲಿಕ
747,zwischen::PRP,välillä,ನಡುವೆ
748,wegen::PRP,takia,ಅಧಕ್ಕಗಿ
749,wegen::PRP,vuoksi,ಅಧಕ್ಕಗಿ
750,dies::PRN,tämä,ಈ
751,das::PRN,se,ಅದು
752,alles::PRN,kaikki,ಎಲ್ಲ
753,ich::PRN,minä,ನಾನು
754,du::PRN,sinä,ನೀನು
755,er::PRN,hän,ಅವನು
756,er::PRN,hän,ಇವನು
757,wir::PRN,me,ನಾವು
758,ihr::PRN,te,ನೀವು
759,sie::PRN,he,ಅವರು
760,was::FPRN,mikä,ಏನು
761,wer::FPRN,ken,ಯಾರಿಗೆ
762,wer::FPRN,kuka,ಯಾರಿಗೆ
763,wo::FADV,missä,ಎಲ್ಲಿ
764,wohin::FADV,mihin,ಎಲ್ಲಿಗೆ
765,wie::FADV,miten,ಹೇಗೆ
766,wie::FADV,kuinka,ಹೇಗೆ
767,warum::FADV,miksi,ಏಕೆ
768,wieviel::FNUM,paljonko,ಎಷ್ಟು
769,wieviel::FNUM,kuinka paljon,ಎಷ್ಟು
770,eins::NUM,yksi,ಒಂದು
771,zwei::NUM,kaksi,ಎರಡು
772,drei::NUM,kolme,ಮೂರು
773,vier::NUM,neljä,ನಾಲ್ಕು
774,fünf::NUM,viisi,ಅಯ್ದು
775,sechs::NUM,kuusi,ಆರು
776,sieben::NUM,seitsemän,ಏಳು
777,acht::NUM,kahdeksan,ಎಂಟು
778,neun::NUM,yhdeksän,ಒಂಭಬತ್ತು
779,zehn::NUM,kymmenen,ಹತ್ತು
780,elf::NUM,yksitoista,ಹನ್ನೊಂದು
781,zwölf::NUM,kaksitoista,ಹನ್ನೆರಡು
782,zwanzig::NUM,kaksikymmentä,ಇಪ್ಪತ್ತು
783,dreißig::NUM,kolmekymmentä,ಮೂವತ್ತು
784,vierzig::NUM,neljäkymmentä,ನಲವತ್ತು
785,fünfzig::NUM,viisikymmentä,ಐವತ್ತು
786,sechzig::NUM,kuusikymmentä,ಅರುವತ್ತು
787,siebzig::NUM,seitsemänkymmentä,ಎಪ್ಪತ್ತು
788,achtzig::NUM,kahdeksankymmentä,ಎಂಬತ್ತು
789,neunzig::NUM,yhdeksänkymmentä,ತೊಂಬತ್ತು
790,hundert::NUM,sata,ನೂರು
791,tausend::NUM,tuhat,ಸಾವಿರ
792,und::CNJ,ja,ಮತ್ತು
793,oder::CNJ,tai,ಅಥವಾ
794,stehen::V,seisoa,ನಿಲ್ಲು
795,sitzen::V,istua,ಕುಳ್ಳಿರು
796,liegen::V,maata,ಮಲಗಿಕೊ
797,hängen::V,riippua,ಇಳಿಯಬಿಡು
798,werden::V,tulla,ಆಗು
799,werden::V,joutua,ಆಗು
800,passieren::V,sattua,ಆಗು
801,passieren::V,tapahtua,ಆಗು
802,beginnen::V,alkaa,ಆರಂಭಿಸು
803,enden::V,loppua,ಕೊನೆಗಾಣು
804,enden::V,päättyä,ಕೊನೆಗಾಣು
805,wechseln::V,vaihtua,ಮಾರ್ಪಡಿಸು
806,wechseln::V,vaihdella,ಮಾರ್ಪಡಿಸು
807,aufgehen[Sonne]::V,nousta,ಮೂಡು
808,untergehen[Sonne]::V,laskea,ಮುಳುಗು
809,scheinen[Sonne]::V,paistaa,ಹೊಳೆ
810,donnern::V,jyristä,ಗುಡುಗಾಗು
811,wehen::V,tuulla,ತೀಡು
812,wehen::V,puhaltaa,ತೀಡು
813,strömen::V,virrata,ಹರಿ
814,fließen::V,valua,ಹರಿ
815,fließen::V,juosta,ಹರಿ
816,sich drehen::V,pyöriä,ಸುತ್ತು
817,schwanken::V,horjua,ಓಲಾಡು
818,schwingen::V,heilua,ತೂಗು
819,schwingen::V,värähdellä,ತೂಗು
820,fallen::V,pudota,ಉದುರು
821,fallen::V,langeta,ಉದುರು
822,brennen::V,palaa,ಉರಿ
823,rauchen::V,savuta,ಹೊಗೆಬಿಡು
824,regnen::V,sataa,ಸುರಿ
825,gefrieren::V,jäätyä,ಹೆಪ್ಪುಗಟ್ಟು
826,tauen::V,sulaa,ಬೆಚ್ಚಗಾಗು
827,schmelzen::V,sulaa,ಕರಗು
828,trocknen::V,kuivua,ಒಣಗು
829,sieden::V,kiehua,ಕುದಿ
830,faulen::V,mädätä,ಕೊಳೆ
831,verfaulen::V,mädätä,ನಶಿಸು
832,verfaulen::V,mädäntyä,ನಶಿಸು
833,reißen::V,revetä,ಒಡೆ
834,versinken::V,upota,ಮುಳುಗು
835,versinken::V,vajota,ಮುಳುಗು
836,vergehen::V,kulua,ಸಾಗು
837,erscheinen::V,ilmestyä,ತೋರು
838,verschwinden::V,kadota,ಮಾಯವಾಗು
839,sinken::V,vajota,ಕುಸಿ
840,abnehmen::V,vähetä,ತಗ್ಗು
841,zunehmen::V,kasvaa,ಬೆಳೆ
842,zunehmen::V,lisääntyä,ಬೆಳೆ
843,steigen::V,nousta,ಉಬ್ಬು
844,wachsen::V,kasvaa,ಬೆಳೆ
845,glänzen::V,kiiltää,ಮಿರುಗು
846,funkeln::V,kipinöidä,ಮಿನುಗು
847,lärmen::V,meluta,ಶಬ್ದ ಮಾಡಲು
848,läuten::V,soida,ಬಾರಿಸು
849,klingeln::V,soida,ಅನುರಣಿಸು
850,klirren::V,kalista,ಕಿಣಿಕಿಣಿಸು
851,brausen::V,kohista,ಅಬ್ಬರಿಸು
852,rauschen::V,kohista,ಮರ್ಮರಗುಟ್ಟಿಸು
853,klingen::V,soida,ಉಸಿರು
854,bellen::V,haukkua,ಬಗುಳು
855,heulen::V,ulvoa,ಅರಚು
856,blasen::V,puhaltaa,ಗಾಳಿ ಊದು
857,pfeifen::V,viheltää,ಸಿಳ್ಳೆಯೂದು
858,schreien::V,kirkua,ಕರೆ
859,stöhnen::V,voihkia,ನರಳು
860,zittern::V,vapista,ನಡುಗು
861,leben::V,elää,ಇರು
862,geboren werden::V,syntyä,ಉಂಟಾಗು
863,atmen::V,hengittää,ಉಸಿರು
864,trinken::V,juoda,ಕುಡಿ
865,essen::V,syödä,ತಿನ್ನು
866,schlucken::V,niellä,ನುಂಗು
867,müde werden::V,uupua,ಬಳಲು
868,einschlafen::V,uinahtaa,ನಿದ್ಧೆಹೋಗು
869,schlafen::V,maata,ನಿದ್ರಿಸು
870,schlafen::V,nukkua,ನಿದ್ರಿಸು
871,aufwachen::V,herätä,ಏಳು
872,aufstehen::V,nousta,ಏಳು
873,aufstehen::V,nousta ylös,ಏಳು
874,sich erholen::V,levätä,ಸುಧಾರಿಸು
875,krank werden::V,sairastua,ಬೇನೆಬೀಳು
876,krank sein::V,potea,ಕೆಟ್ಟ ಎಂದು
877,krank sein::V,sairastaa,ಕೆಟ್ಟ ಎಂದು
878,schmerzen::V,särkeä,ಕಚ್ಚು
879,schmerzen::V,kivistää,ಕಚ್ಚು
880,husten::V,yskiä,ಕೆಮ್ಮು
881,genesen::V,toipua,ಮತ್ತೆಹೊದಿಸು
882,sterben::V,kuolla,ಮೃತಪಡು
883,umkommen::V,saada surmansa,ಹಾಳಾಗು
884,umkommen::V,kuolla,ಹಾಳಾಗು
885,sich bewegen::V,liikkua,ಚಲಿಸು
886,sich rühren::V,liikahtaa,ಕದಲು
887,sich erheben::V,nousta,ಏಳು
888,sich setzen::V,istuutua,ಕೂರು
889,hinfallen::V,kaatua,ಬೀಳು
890,laufen::V,kävellä,ನಡೆ
891,schreiten::V,astua,ಮೆಲ್ಲಗೆ ನಡೆ
892,schreiten::V,astella,ಮೆಲ್ಲಗೆ ನಡೆ
893,spazierengehen::V,kävellä,ವಿಹರಿಸು
894,eilen::V,kiirehtiä,ಮುನ್ನುಗ್ಗು
895,sich beeilen::V,kiirehtiä,ಆತುರಪಡು
896,sich beeilen::V,olla kiireissään,ಆತುರಪಡು
897,sausen::V,rynnätä,ಒಗೆ
898,sausen::V,viilettää,ಒಗೆ
899,rennen::V,juosta,ಓಡು
900,springen::V,hypätä,ಜಿಗಿ
901,klettern::V,kiivetä,ಏರು
902,schaukeln::V,kiikkua,ತೂಗು
903,kriechen::V,ryömiä,ತೆವಳು
904,schwimmen::V,uida,ಈಜು
905,tauchen::V,sukeltaa,ಕೆಳಗಿಳಿ
906,rudern::V,soutaa,ಸಾಗಿಸು
907,fahren::V,ajaa,ನಡೆಸು
908,fahren::V,kulkea,ನಡೆಸು
909,fliegen::V,lentää,ಹಾರು
910,gehen::V,käydä,ಹೋಗು
911,weggehen::V,lähteä,ಹೊರಡು
912,weggehen::V,poistua,ಹೊರಡು
913,abfahren::V,lähteä,ತೆರಳು
914,anhalten::V,pysähtyä,ನಿಲ್ಲು
915,anhalten::V,seisahtua,ನಿಲ್ಲು
916,hineingehen::V,mennä sisään,ಒಳಹೊಗು
917,eintreten::V,astua sisään,ಒಳಹೊಗು
918,kommen::V,tulla,ಬರು
919,ankommen::V,saapua,ಬರು
920,zurückkommen::V,palata,ಹಿಂದಿರುಗು
921,bleiben::V,jäädä,ಇರು
922,bleiben::V,viipyä,ಇರು
923,warten::V,odottaa,ಇರು
924,erwarten::V,odottaa,ನಿರೀಕ್ಷಿಸು
925,suchen::V,etsiä,ಹುಡುಕು
926,finden::V,löytää,ಕಂಡುಕೊ
927,versuchen::V,yrittää,ಪ್ರಯತ್ನಿಸು
928,vorbereiten::V,valmistaa,ಸಿದ್ಧವಾಗು
929,lieben::V,pitää,ಪ್ರೀತಿಸು
930,lieben::V,rakastaa,ಪ್ರೀತಿಸು
931,mögen::V,pitää,ಇಷ್ಟಪಡು
932,mögen::V,tykätä,ಇಷ್ಟಪಡು
933,lachen::V,nauraa,ನಗು
934,rühren::V,liikuttaa,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
935,weinen::V,itkeä,ಅಳು
936,schimpfen::V,haukkua,ಗೊಣಗು
937,sich ärgern::V,suuttua,ಗಣಗಾಡು
938,sich fürchten::V,pelätä,ನಡುಗು
939,fürchten::V,pelätä,ಹೆದರು
940,fliehen::V,paeta,ಓಡಿಹೋಗು
941,flüchten::V,paeta,ಪಾರಾಗು
942,sehen::V,nähdä,ಕಾಣು
943,anschauen::V,katsoa,ನೋಡು
944,ansehen::V,katsoa,ನಿರೀಕ್ಷಿಸು
945,hören::V,kuulla,ಕೇಳು
946,zuhören::V,kuunnella,ಆಲಿಸು
947,probieren::V,maistaa,ರುಚಿ ನೋಡು
948,riechen::V,haistaa,ಮೂಸು
949,fühlen::V,tuntea,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
950,scheinen::V,tuntua,ತೋರು
951,zu sehen sein::V,näkyä,ಕಾಣಿಸು
952,vernehmen::V,kuulla,ಕೇಳು
953,frieren::V,palella,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
954,tun::V,tehdä,ಮಾಡು
955,können::V,osata,ಮಾಡಬಲ್ಲ
956,wollen::V,tahtoa,ಬಯಸು
957,anfangen::V,ruveta,ಪ್ರಾರಂಭಿಸು
958,anfangen::V,aloittaa,ಪ್ರಾರಂಭಿಸು
959,beenden::V,lopettaa,ನಿಲ್ಲಿಸು
960,aufhören::V,loppua,ಮುಗಿಸು
961,gelingen::V,onnistua,ಯಶಸ್ವಿಯಾಗು
962,geraten::V,sujua,ಉತ್ಪತ್ತಿಮಾಡು
963,geraten::V,joutua,ಉತ್ಪತ್ತಿಮಾಡು
964,öffnen::V,avata,ತೆರೆ
965,öffnen::V,aukaista,ತೆರೆ
966,schließen::V,sulkea,ಮುಚ್ಚು
967,stellen::V,panna,ಇಕ್ಕು
968,stellen::V,asettaa,ಇಕ್ಕು
969,setzen::V,panna,ಇಡು
970,setzen::V,istuttaa,ಇಡು
971,legen::V,panna,ಇಡು
972,legen::V,asettaa,ಇಡು
973,berühren::V,koskea,ತಾಕು
974,berühren::V,koskettaa,ತಾಕು
975,verbinden::V,liittää,ಕೂಡಿಸು
976,verbinden::V,yhdistää,ಕೂಡಿಸು
977,bedecken::V,kattaa,ಮುಚ್ಚು
978,bedecken::V,peittää,ಮುಚ್ಚು
979,aufhängen::V,ripustaa,ತೂಗುಹಾಕು
980,anzünden::V,sytyttää,ಹತ್ತಿಸು
981,aufheben::V,ylös nostaa,ಆಯಿ
982,aufheben::V,nostaa,ಆಯಿ
983,zurücklassen::V,jättää,ಬಿಡು
984,verlieren::V,kadottaa,ಕಳೆ
985,fallen lassen::V,pudottaa,ಬೀಳಿಸು
986,machen::V,tehdä,ಮಾಡು
987,herstellen::V,tuottaa,ತಯಾರಿಸು
988,herstellen::V,valmistaa,ತಯಾರಿಸು
989,bauen::V,rakentaa,ಕಟ್ಟು
990,reparieren::V,korjata,ಸರಿಪಡಿಸು
991,verbessern::V,parantaa,ತಿದ್ದು
992,ändern::V,muuttaa,ಬದಲಾಯಿಸು
993,graben::V,kaivaa,ಅಗೆ
994,beugen::V,taivuttaa,ಬಗ್ಗಿಸು
995,biegen::V,taivuttaa,ಬಗ್ಗಿಸು
996,drehen::V,kääntää,ತಿರುಗು
997,wenden::V,kääntää,ತಿರುಗು
998,umdrehen::V,kääntää,ತಿರುಗಿಸು
999,heben::V,nostaa,ಎತ್ತು
1000,heben::V,kohottaa,ಎತ್ತು
1001,hochheben::V,nostaa,ಎತ್ತು
1002,ergreifen::V,tarttua,ಆಕ್ರಮಿಸು
1003,halten::V,pitää,ಹಿಡಿ
1004,drücken::V,painaa,ಒತ್ತು
1005,drücken::V,puristaa,ಒತ್ತು
1006,schieben::V,työntää,ನೂಕು
1007,kratzen::V,raapia,ತರಚಿಕೊಳ್ಳು
1008,lecken::V,nuolla,ನೆಕ್ಕು
1009,beißen::V,purra,ಕಚ್ಚು
1010,abreißen::V,repiä,ಹರಿ
1011,abschneiden::V,leikata poikki,ಕತ್ತರಿಸು
1012,abschneiden::V,leikata,ಕತ್ತರಿಸು
1013,binden::V,sitoa,ಕಟ್ಟು
1014,stecken::V,pistää,ಸಿಕ್ಕಿಸು
1015,brechen::V,murtaa,ಮುರಿ
1016,klopfen::V,koputtaa,ತಟ್ಟು
1017,klopfen::V,kolkuttaa,ತಟ್ಟು
1018,hauen::V,lyödä,ಹೊಡೆ
1019,kleben::V,liimata,ಅಂಟಿಸು
1020,reiben::V,hieroa,ಉಜ್ಜು
1021,reiben::V,hangata,ಉಜ್ಜು
1022,streichen::V,sivellä,ಹರಡು
1023,schleifen::V,hioa,ಮಸೆ
1024,schneiden::V,leikata,ಕತ್ತರಿಸು
1025,rütteln::V,ravistaa,ಕುಲುಕಿಸು
1026,schütteln::V,pudistaa,ಅಲುಗಿಸು
1027,schwenken::V,heiluttaa,ತೂಗಾಡು
1028,schütten::V,kaataa,ಎರೆ
1029,füllen::V,täyttää,ತುಂಬಿಸು
1030,einwickeln::V,kääriä,ಹೊದಿಸು
1031,tragen::V,kantaa,ಹೊರು
1032,schleppen::V,raahata,ಜಗ್ಗು
1033,ziehen::V,vetää,ಎಳೆ
1034,aufbewahren::V,säilyttää,ಇಟ್ಟುಕೊ
1035,werfen::V,viskata,ಎಸೆ
1036,fangen::V,napata,ಹಿಡಿ
1037,fangen::V,ottaa kiinni,ಹಿಡಿ
1038,packen::V,tarttua,ಸೆಳೆ
1039,verstecken::V,kätkeä,ಮುಚ್ಚಿಡು
1040,verstecken::V,piilottaa,ಮುಚ್ಚಿಡು
1041,teilen::V,jakaa,ವಿಭಜಿಸು
1042,schicken::V,lähettää,ಕಳುಹಿಸು
1043,bringen::V,viedä,ತರು
1044,hinzufügen::V,lisätä,ಕೂಡಿಸು
1045,bekommen::V,saada,ಸಂಪಾದಿಸು
1046,erhalten::V,saada,ಪಡೆ
1047,nehmen::V,ottaa,ಹಿಡಿ
1048,wählen::V,valita,ಆರಿಸು
1049,auswählen::V,valikoida,ಆಯಿ
1050,bewahren::V,säilyttää,ರಕ್ಷಿಸಿಡು
1051,behindern::V,estää,ಅಡ್ಡಿಮಾಡು
1052,verderben::V,pilata,ಕೆಡಿಸು
1053,verderben::V,turmella,ಕೆಡಿಸು
1054,beschädigen::V,vioittaa,ಹಾಳುಮಾಡು
1055,beschädigen::V,vahingoittaa,ಹಾಳುಮಾಡು
1056,zerbrechen::V,rikkoa,ಮುರಿ
1057,zerreißen::V,repiä rikki,ಸೀಳು
1058,zerreißen::V,repiä palasiksi,ಸೀಳು
1059,zerstören::V,hävittää,ಅಳಿಸು
1060,verbrennen::V,polttaa,ಸುಡು
1061,geben::V,antaa,ಕೊಡು
1062,reichen::V,ojentaa,ಕೊಡು
1063,schenken::V,lahjoittaa,ಅರ್ಪಿಸು
1064,versprechen::V,luvata,ವಾಗ್ದಾನಮಾಡು
1065,wünschen::V,toivottaa,ಬಯಸು
1066,loben::V,ylistää,ಹೊಗಳು
1067,küssen::V,suudella,ಚುಂಬಿಸು
1068,wiegen::V,tuudittaa,ತೂಗು
1069,wiegen::V,keinuttaa,ತೂಗು
1070,zudecken::V,peittää,ಹಾಸು
1071,wecken::V,herättää,ಎಬ್ಬಿಸು
1072,zeigen::V,näyttää,ತೋರಿಸು
1073,zeigen::V,osoittaa,ತೋರಿಸು
1074,führen::V,johdattaa,ದಾರಿತೋರಿಸು
1075,lehren::V,opettaa,ಕಲಿಸು
1076,unterrichten::V,opettaa,ಬೋಧಿಸು
1077,aufziehen::V,kasvattaa,ಸಲಹು
1078,leiten::V,johtaa,ಮುಂದಾಳಾಗಿರು 
1079,antreiben::V,hoputtaa,ಓಡಿಸು
1080,lassen::V,antaa,ಮಾಡಲುಬಿಡು
1081,einladen::V,kutsua,ಆಹ್ವಾನಿಸು
1082,vereinigen::V,yhdistää,ಒಂದಾಗು
1083,besuchen::V,vierailla,ಭೇಟಿಯಾಗು
1084,treffen::V,tavata,ಸಂಧಿಸು
1085,sich versammeln::V,kokoontua,ನೆರೆ
1086,spielen::V,pelata,ಆಡು
1087,spielen::V,leikkiä,ಆಡು
1088,singen::V,laulaa,ಹಾಡು
1089,tanzen::V,tanssia,ಕುಣಿ
1090,sich trennen::V,erota,ಪ್ರತ್ಯೇಮಾಡು
1091,verlassen::V,jättää,ಕಳೆ
1092,retten::V,pelastaa,ರಕ್ಷಿಸು
1093,bewachen::V,vartioida,ಕಾಪಾಡು
1094,schützen::V,suojella,ಸಂರಕ್ಷಿಸು
1095,verteidigen::V,puolustaa,ಕಾಪಿಡು
1096,sich schlagen::V,tapella,ಕಿತ್ತಾಟ
1097,schießen::V,ampua,ಎಸೆ
