,Concept_ID,bn,de
700,scheinen[Sonne]::V,আলো দেওয়া,scheinen
701,donnern::V,বজ্রধ্বনি করা,donnern
702,wehen::V,প্রবাহিত হওয়া,wehen
703,strömen::V,প্রবাহিত হওয়া,strömen
704,fließen::V,ছুটা,fließen
705,sich drehen::V,পাক খাওয়া,sich drehen
706,schwanken::V,দোলা,schwanken
707,schwingen::V,দোলা,schwingen
708,fallen::V,পড়া,fallen
709,brennen::V,সেঁকা,brennen
710,rauchen::V,ধোঁয়া ছড়ান,rauchen
711,regnen::V,বর্ষণ_করা,regnen
712,gefrieren::V,হিমায়িত হওয়া,gefrieren
713,tauen::V,গলা,tauen
714,schmelzen::V,গলা,schmelzen
715,trocknen::V,শুষ্ক করা,trocknen
716,sieden::V,ফোঁড়া,sieden
717,faulen::V,ক্ষয় হওয়া,faulen
718,verfaulen::V,ক্ষয় হওয়া ,verfaulen
719,reißen::V,ছিঁড়া,reißen
720,versinken::V,ডুবা,versinken
721,vergehen::V,যাওয়া,vergehen
722,erscheinen::V,আসা,erscheinen
723,verschwinden::V,অদৃশ্য হওয়া,verschwinden
724,sinken::V,হ্রাস হওয়া,sinken
725,abnehmen::V,হ্রাস হওয়া,abnehmen
726,zunehmen::V,বৃদ্ধি পাওয়া,zunehmen
727,steigen::V,ওঠা,steigen
728,wachsen::V,বড় হওয়া,wachsen
729,glänzen::V,জ্বলা,glänzen
730,funkeln::V,জ্বল্জ্বল করা,funkeln
731,läuten::V,রুসুঝুসু করা,läuten
732,klingeln::V,বাজা,klingeln
733,klirren::V,টুংটাং-শব্দ করা,klirren
734,brausen::V,গর্জন করা,brausen
735,rauschen::V,মর্মরধ্বনি করা,rauschen
736,klingen::V,শব্দ করা,klingen
737,bellen::V,ঘেউ ঘেউ করা,bellen
738,heulen::V,গর্জন করা,heulen
739,blasen::V,ফুঁ দেওয়া,blasen
740,pfeifen::V,শিস্ দেওয়া,pfeifen
741,schreien::V,চিৎকার করা,schreien
742,stöhnen::V,গোঁ-গো করা,stöhnen
743,zittern::V,কাঁপা,zittern
744,leben::V,বাঁচা,leben
745,geboren werden::V,জন্মানো,geboren werden
746,atmen::V,শ্বাস ফেলা,atmen
747,trinken::V,পান করা,trinken
748,essen::V,ভক্ষণ করা,essen
749,schlucken::V,গেলা,schlucken
750,müde werden::V,পরিশ্রান্ত হওয়া,müde werden
751,einschlafen::V,নিদ্রামগ্ন হওয়া,einschlafen
752,schlafen::V,নিদ্রা যাওয়া,schlafen
753,aufwachen::V,জাগা,aufwachen
754,aufstehen::V,জাগা,aufstehen
755,sich erholen::V,আরাম করা,sich erholen
756,krank werden::V,অসুস্থ হত্তয়া,krank werden
757,krank sein::V,রূগ্ণ হত্তয়া,krank sein
758,schmerzen::V,কন্কন করা,schmerzen
759,husten::V,কাশা,husten
760,genesen::V,আরোগ্য হওয়া,genesen
761,sterben::V,মারা যাওয়া,sterben
762,umkommen::V,মারা যাওয়া,umkommen
763,sich bewegen::V,চলা,sich bewegen
764,sich rühren::V,নড়া,sich rühren
765,sich erheben::V,উদিত হওয়া,sich erheben
766,sich setzen::V,বসা,sich setzen
767,hinfallen::V,পড়া,hinfallen
768,laufen::V,হাঁটা,laufen
769,schreiten::V,হাঁটা,schreiten
770,spazierengehen::V,পায়চারি করা,spazierengehen
771,eilen::V,ত্বরাম্বিত করা,eilen
772,sich beeilen::V,ত্বরাম্বিত করা,sich beeilen
773,sausen::V,ধেয়ে যাওয়া,sausen
774,rennen::V,চলা,rennen
775,springen::V,লাফানো,springen
776,klettern::V,আরোহণ করা,klettern
777,schaukeln::V,দোলা,schaukeln
778,kriechen::V,হামাগুড়ি দেওয়া,kriechen
779,schwimmen::V,সাঁতার কাটা,schwimmen
780,tauchen::V,ডোবা,tauchen
781,rudern::V,দাঁড় টানা,rudern
782,fahren::V,চালান,fahren
783,fliegen::V,ওড়া,fliegen
784,gehen::V,যাওয়া,gehen
785,weggehen::V,প্রস্থান করা,weggehen
786,abfahren::V,প্রস্থান করা,abfahren
787,anhalten::V,থামা,anhalten
788,hineingehen::V,ঢোকা,hineingehen
789,eintreten::V,ঢোকা,eintreten
790,kommen::V,আসা,kommen
791,ankommen::V,আসা,ankommen
792,zurückkommen::V,ফিরা,zurückkommen
793,bleiben::V,থাকা,bleiben
794,warten::V,অপেক্ষা করা,warten
795,erwarten::V,অপেক্ষা করা,erwarten
796,suchen::V,খোঁজ করা,suchen
797,finden::V,পাওয়া,finden
798,versuchen::V,পরখ করা,versuchen
799,vorbereiten::V,প্রস্তুত করা,vorbereiten
800,lieben::V,ভালবাসা,lieben
801,mögen::V,পছন্দ করা,mögen
802,lachen::V,হাসা,lachen
803,rühren::V,হৃদয়ম্পর্শ করা,rühren
804,weinen::V,কাঁদা,weinen
805,schimpfen::V,নালিশ করা,schimpfen
806,sich ärgern::V,রাগ হত্তয়া,sich ärgern
807,sich fürchten::V,ভয় করা,sich fürchten
808,fürchten::V,ডরা,fürchten
809,fliehen::V,পালানো,fliehen
810,flüchten::V,পালানো,flüchten
811,sehen::V,দেখা,sehen
812,anschauen::V,দেখা,anschauen
813,ansehen::V,দেখা,ansehen
814,hören::V,শোনা,hören
815,zuhören::V,শোনা,zuhören
816,probieren::V,পরখ করা,probieren
817,riechen::V,শুঁকা,riechen
818,fühlen::V,অনুভব করা,fühlen
819,scheinen::V,মনে হত্তয়া,scheinen
820,zu sehen sein::V,দেখা দেত্তয়া,zu sehen sein
821,vernehmen::V,শোনা,vernehmen
822,frieren::V,শীত লাগা,frieren
823,tun::V,করা,tun
824,können::V,পারা,können
825,wollen::V,ইচ্ছা করা,wollen
826,anfangen::V,আরম্ভ করা,anfangen
827,beenden::V,শেষ করা,beenden
828,aufhören::V,থামা,aufhören
829,gelingen::V,সিদ্ধিলাভ করা,gelingen
830,geraten::V,পরিণত হত্তয়া,geraten
831,öffnen::V,খোলা,öffnen
832,schließen::V,বন্ধ করা,schließen
833,stellen::V,স্থাপন করা,stellen
834,setzen::V,স্থাপন করা,setzen
835,legen::V,স্থাপন করা,legen
836,berühren::V,স্পর্শ করা,berühren
837,verbinden::V,সংযুক্ত করা,verbinden
838,bedecken::V,ঢাকা,bedecken
839,aufhängen::V,ঝুলানো,aufhängen
840,anzünden::V,জ্বালান,anzünden
841,aufheben::V,কুড়াইয়া তোলা,aufheben
842,zurücklassen::V,পরিত্যাগ করা,zurücklassen
843,verlieren::V,হারান,verlieren
844,fallen lassen::V,ফেলা,fallen lassen
845,machen::V,গঠন করা,machen
846,herstellen::V,সৃষ্টি করা,herstellen
847,bauen::V,নির্মাণ করা,bauen
848,reparieren::V,মেরামত করা,reparieren
849,verbessern::V,উন্নতিলাভ করা,verbessern
850,ändern::V,পরিবর্তিত করা,ändern
851,graben::V,খনন করা,graben
852,beugen::V,নোয়া,beugen
853,biegen::V,নোয়া,biegen
854,drehen::V,ঘোরান,drehen
855,wenden::V,উলটাইয়া দেত্তয়া,wenden
856,umdrehen::V,উলটানো,umdrehen
857,heben::V,উত্তোলন করা,heben
858,hochheben::V,উঁচু করা,hochheben
859,ergreifen::V,দখল করা,ergreifen
860,halten::V,ধরা,halten
861,drücken::V,টেপা,drücken
862,schieben::V,ঠেলা,schieben
863,kratzen::V,চাঁচা,kratzen
864,lecken::V,চাটা,lecken
865,beißen::V,দংশন করা,beißen
866,abreißen::V,বিচ্ছিন্ন করা,abreißen
867,abschneiden::V,বিচ্ছিন্ন করা,abschneiden
868,binden::V,বন্ধন করা,binden
869,stecken::V,বিদ্ধ করা,stecken
870,brechen::V,ভাঙা,brechen
871,klopfen::V,আঘাত করা,klopfen
872,hauen::V,আঘাত করা,hauen
873,kleben::V,সাঁটা,kleben
874,reiben::V,ঘষা,reiben
875,streichen::V,ছড়াইয়া,streichen
876,schleifen::V,ধার দেওয়া,schleifen
877,schneiden::V,কাটা,schneiden
878,rütteln::V,নাড়ান,rütteln
879,schütteln::V,নড়া,schütteln
880,schwenken::V,দোলা,schwenken
881,schütten::V,বর্ষণ করা,schütten
882,füllen::V,পরিপূর্ণ করা,füllen
883,einwickeln::V,মুড়া,einwickeln
884,tragen::V,বহন করা,tragen
885,schleppen::V,টানা,schleppen
886,ziehen::V,টানা,ziehen
887,aufbewahren::V,রাখা,aufbewahren
888,werfen::V,ছুড়া,werfen
889,fangen::V,লোফা,fangen
890,packen::V,ধরা,packen
891,verstecken::V,গোপন করা,verstecken
892,teilen::V,বিভক্ত করা,teilen
893,schicken::V,প্রেরণ করা,schicken
894,bringen::V,আনা,bringen
895,hinzufügen::V,একত্র করা,hinzufügen
896,bekommen::V,পাওয়া,bekommen
897,erhalten::V,পাওয়া,erhalten
898,nehmen::V,নেওয়া,nehmen
899,wählen::V,বাছা,wählen
900,auswählen::V,বাছা,auswählen
901,bewahren::V,বাঁচাইয়া রাখা,bewahren
902,behindern::V,বাধা দেওয়া,behindern
903,verderben::V,নষ্ট করা,verderben
904,beschädigen::V,ক্ষতি করা,beschädigen
905,zerbrechen::V,ভাঙ্গিয়া যাওয়া,zerbrechen
906,zerreißen::V,ছিঁড়া,zerreißen
907,zerstören::V,বিনাশ করা,zerstören
908,verbrennen::V,দহন করা,verbrennen
909,geben::V,দেওয়া,geben
910,reichen::V,দেওয়া,reichen
911,schenken::V,উপহার দেত্তয়া,schenken
912,versprechen::V,প্রতিশ্রুতি দেওয়া,versprechen
913,wünschen::V,আকাঙ্ক্ষা করা,wünschen
914,loben::V,প্রশংসা করা,loben
915,küssen::V,চুম্বন করা,küssen
916,wiegen::V,দুলানো,wiegen
917,zudecken::V,ঢাকা,zudecken
918,wecken::V,জাগানো,wecken
919,zeigen::V,দেখানো,zeigen
920,führen::V,পথ দেখানো,führen
921,lehren::V,শেখানো,lehren
922,unterrichten::V,শিক্ষা দেওয়া,unterrichten
923,aufziehen::V,পালন করা,aufziehen
924,leiten::V,পরিচালনা করা,leiten
925,antreiben::V,চালনা করা,antreiben
926,lassen::V,অনুমতি দেওয়া,lassen
927,einladen::V,নিমন্ত্রণ করা,einladen
928,vereinigen::V,এক করা,vereinigen
929,besuchen::V,দেখিতে যাওয়া,besuchen
930,treffen::V,সন্মুখীন হওয়া,treffen
931,sich versammeln::V,জড়ো হওয়া,sich versammeln
932,spielen::V,খেলা,spielen
933,singen::V,গাওয়া,singen
934,tanzen::V,নাচা,tanzen
935,sich trennen::V,পৃথক করা,sich trennen
936,verlassen::V,পরিত্যাগ করা,verlassen
937,retten::V,উদ্ধার করা,retten
938,bewachen::V,পাহারা দেওয়া,bewachen
939,schützen::V,রক্ষা করা,schützen
940,verteidigen::V,রক্ষা করা,verteidigen
941,sich schlagen::V,লড়াই করা,sich schlagen
942,schießen::V,তীরবেগে ছোটা,schießen
943,siegen::V,জেতা,siegen
944,ärgern::V,বিরক্ত করা,ärgern
945,schlagen::V,আঘাত করা,schlagen
946,treten::V,লাথি মারা,treten
947,stechen::V,দংশন করা,stechen
948,stoßen::V,ঠেলা,stoßen
949,stehlen::V,অপহরণ করা,stehlen
950,stören::V,ঘাঁটান,stören
951,belästigen::V,বিরক্ত করা,belästigen
952,verbergen::V,গোপন করা,verbergen
953,täuschen::V,প্রবঞ্চনা করা,täuschen
954,betrügen::V,প্রতারণা করা,betrügen
955,töten::V,হত্যা করা,töten
956,wohnen::V,বাস করা,wohnen
957,arbeiten::V,কাজ করা,arbeiten
958,sammeln::V,সংগ্রহ করা,sammeln
959,pflücken::V,চয়ন করা,pflücken
960,jagen::V,শিকার করা,jagen
961,fischen::V,মাছ ধরা,fischen
962,fassen::V,ধরা,fassen
963,hüten::V,যুথভুক্ত করা,hüten
964,treiben::V,চালনা করা,treiben
965,anbinden::V,বন্ধন করা,anbinden
966,füttern::V,ভোজন করানো,füttern
967,melken::V,দুগ্ধ দোহন করা,melken
968,hacken::V,কাটা,hacken
969,gießen::V,বর্ষণ করা,gießen
970,reifen::V,পাকা,reifen
971,zubereiten::V,রন্ধন করা,zubereiten
972,kochen::V,রন্ধন করা,kochen
973,backen::V,সেকা,backen
974,braten::V,ভাজা,braten
975,umrühren::V,নড়ানো,umrühren
976,stricken::V,বোনা,stricken
977,nähen::V,সেলাই করা,nähen
978,färben::V,রঞ্জিত করা,färben
979,reinigen::V,পরিষ্কার করা,reinigen
980,waschen::V,পরিষ্কার করা,waschen
981,abwischen::V,মুছা,abwischen
982,spülen::V,পরিষ্কার করা,spülen
983,fegen::V,ঝাঁট দেওয়া,fegen
984,kehren::V,ঝাঁট দেওয়া,kehren
985,baden::V,অবগাহন করা,baden
986,sich waschen::V,ধোয়া,sich waschen
987,ausziehen::V,খুলা,ausziehen
988,anziehen::V,গায়ে দেত্তয়া,anziehen
989,sich anziehen::V,পোশাক পরা,sich anziehen
990,kämmen::V,আঁচড়ানো,kämmen
991,schmücken::V,সাজান করা,schmücken
992,sagen::V,উচ্চারণ করা,sagen
993,sprechen::V,বলা,sprechen
994,reden::V,আলাপ করা,reden
995,sich unterhalten::V,আড্ডা দেওয়া,sich unterhalten
996,fragen::V,জিজ্ঞাসা করা,fragen
997,bitten::V,প্রার্থনা করা,bitten
998,erzählen::V,বর্ণনা করা,erzählen
999,mitteilen::V,বলা,mitteilen
1000,nennen::V,নাম দেওয়া,nennen
1001,rufen::V,আমন্ত্রণ করা,rufen
1002,prahlen::V,বড়াই করা,prahlen
1003,übersetzen::V,ভাষাস্তরিত করা,übersetzen
1004,denken::V,ভাবা,denken
1005,glauben::V,বিশ্বাস করা,glauben
1006,bemerken::V,লক্ষ্য করা,bemerken
1007,erkennen::V,চিনিতে পারা,erkennen
1008,begreifen::V,উপলব্ধি করা,begreifen
1009,verstehen::V,উপলব্ধি করা,verstehen
1010,lernen::V,শেখা,lernen
1011,wissen::V,জানা,wissen
1012,sich erinnern an::V,মনে করা,sich erinnern an
1013,vergessen::V,বিস্মৃত হওয়া,vergessen
1014,messen::V,মাপা,messen
1015,zählen::V,গণনা করা,zählen
1016,rechnen::V,হিসাব করা,rechnen
1017,lesen::V,পাঠ করা,lesen
1018,malen::V,আঁকা,malen
1019,zeichnen::V,ছকা,zeichnen
1020,schreiben::V,লেখা,schreiben
1021,besitzen::V,অধিকার করা,besitzen
1022,kaufen::V,ক্রয় করা,kaufen
1023,verkaufen::V,বেচা,verkaufen
1024,bezahlen::V,প্রদান করা,bezahlen
1025,zahlen::V,প্রদান করা,zahlen
1026,beherrschen::V,শাসন করা,beherrschen
1027,ertragen::V,বহন করা,ertragen
1028,lärmen::V,,lärmen
