,Concept_ID,it,lez
196,Barsch::N,pèrsico,окунь
197,Hecht::N,luccio,щука
198,Schlange[Tier]::N,serpente,илан
199,Schlange[Tier]::N,serpente,гъуьлягъ
200,Wurm::N,baco,квак
201,Wurm::N,verme,квак
202,Spinne::N,ragno,хуьшрекан
203,Ameise::N,formica,цегв
204,Laus::N,pidocchio,нет
205,Mücke::N,zanzara,ветӏ
206,Fliege::N,mosca,тӏветӏ
207,Schmetterling::N,farfalla,чепелукь
208,Beere::N,bacca,куьлуь емиш
209,Apfel::N,mela,ич
210,Pilz::N,fungo,къарникъуз
211,Zwiebel::N,cipolla,чичӏек
212,Saat::N,semente,тумар
213,Korn::N,grano,твар
214,Heu::N,fieno,векь
215,Heu::N,fieno,векьер
216,Schale::N,buccia,пириш
217,Schale::N,buccia,хъуьруьш
218,Grube::N,cava,фур
219,Grube::N,fossa,фур
220,Falle::N,tràppola,ракьар
221,Schlinge::N,laccio,гьалкъа
222,Spur::N,traccia,гел
223,Asche::N,cenere,руьхъ
224,Dreck::N,fango,чирк
225,Dreck::N,fango,кьуруш
226,Eisen::N,ferro,ракь
227,Gold::N,oro,алтун
228,Silber::N,argento,гимиш
229,Kohle::N,carbone,цӏивин
230,Glas::N,vetro,шуьше
231,Lehm::N,argilla,ччеб
232,Sand::N,arena,къум
233,Sand::N,sabbia,къум
234,Mensch::N,uomo,инсан
235,Mensch::N,èssere umano,инсан
236,Mann::N,uomo,итим
237,Frau::N,donna,паб
238,Frau::N,donna,дишегьли
239,Kind::N,bambino,аял
240,Junge::N,ragazzo,гада
241,Mädchen::N,ragazza,руш
242,Familie::N,famiglia,хзан
243,Familie::N,famiglia,килфет
244,Großvater::N,nonno,чӏехи буба
245,Großmutter::N,nonna,чӏехи диде
246,Eltern::N,genitori,диде-буба
247,Vater::N,padre,буба
248,Mutter::N,madre,диде
249,Sohn::N,figlio,хва
250,Tochter::N,figlia,руш
251,Bruder::N,fratello,стха
252,Schwester::N,sorella,вах
253,Onkel::N,zio,ими
254,Onkel::N,zio,халу
255,Tante::N,zia,эме
256,Tante::N,zia,хала
257,Ehemann::N,marito,гъуьл
258,Ehefrau::N,moglie,паб
259,Freude::N,gioia,шадвал
260,Freude::N,piacere,шадвал
261,Gelächter::N,risata,хъвер
262,Glück::N,felicità,бахт
263,Kummer::N,afflizione,дерт
264,Kummer::N,afflizione,хажалат
265,Wunsch::N,desiderio,мурад
266,Lust::N,voglia,гьевес
267,Geist::N,mente,руьгь
268,Geist::N,spìrito,руьгь
269,Gedanke::N,idea,фикир
270,Gedanke::N,pensiero,фикир
271,Gedächtnis::N,memoria,
272,Verstand::N,intelletto,акьул
273,Sinn::N,senso,мана
274,Sinn::N,significato,мана
275,Grund::N,causa,себеб
276,Grund::N,motivo,себеб
277,Grund::N,ragione,себеб
278,Wahrheit::N,verità,керчек
279,Wahrheit::N,verità,гьакъикъат
280,Gespräch::N,discorso,ихтилат
281,Gespräch::N,conversazione,ихтилат
282,Märchen::N,fiaba,мах
283,Märchen::N,fàvola,мах
284,Erzählung::N,racconto,кьиса
285,Erzählung::N,narrazione,кьиса
286,Nachricht::N,messaggio,хабар
287,Neuigkeit::N,notizia,цӏийи хабар
288,Name::N,nome,тӏвар
289,Rätsel::N,indovinello,мискӏал
290,Rede::N,discorso,рахун
291,Sprache::N,lingua,чӏал
292,Sprache::N,linguaggio,чӏал
293,Stimme::N,voce,ван
294,Wort::N,parola,гаф
295,Zeichen::N,segno,ишара
296,Zeichen::N,segnale,ишара
297,Ruf::N,chiamata,эвер
298,Lärm::N,chiasso,ван-сес
299,Lärm::N,strèpito,ван-сес
300,Laut::N,suono,ван
301,Laut::N,suono,сес
302,Ton::N,tono,ван-сес
303,Lied::N,canto,мани
304,Lied::N,canzone,мани
305,Ruhe::N,calma,ласвал
306,Ruhe::N,calma,фаракъат
307,Ruhe::N,calma,асайиш
308,Ruhe::N,tranquillità,ласвал
309,Ruhe::N,tranquillità,фаракъат
310,Ruhe::N,tranquillità,асайиш
311,Leute::N,gente,инсанар
312,Volk::N,pòpolo,халкь
313,Arbeit::N,lavoro,кӏвалах
314,Gast::N,òspite,мугьман
315,Gast::N,invitato,мугьман
316,Geschenk::N,regalo,савкьат
317,Spiel::N,gioco,къугъун
318,Gesellschaft::N,compagnìa,жемят
319,Gesellschaft::N,compagnìa,общество
320,Hilfe::N,aiuto,куьмек
321,Hilfe::N,soccorso,куьмек
322,Freund::N,amico,дуст
323,Kamerad::N,camerata,яр-дуст
324,Angelegenheit::N,affare,кар
325,Angelegenheit::N,faccenda,кар
326,Anzahl::N,nùmero,сан
327,Anzahl::N,nùmero,кьадар
328,Anzahl::N,quantità,сан
329,Anzahl::N,quantità,кьадар
330,Art::N,tipo,жуьре
331,Art::N,specie,жуьре
332,Stück::N,pezzo,кӏус
333,Teil::N,parte,пай
334,Hälfte::N,metà,зур
335,Hälfte::N,metà,зур пай
336,Kreis::N,cìrcolo,круг
337,Kreis::N,cìrcolo,чкаяр
338,Kreis::N,cìrcolo,элкъвей цӏар
339,Kreuz::N,croce,хаш
340,Linie::N,lìnea,цӏар
341,Strich::N,tratto,цӏар
342,Abstand::N,distanza,ара
343,Entfernung::N,distanza,мензил
344,Entfernung::N,lontananza,мензил
345,Gegend::N,regione,чка
346,Platz::N,posto,ара
347,Platz::N,spazio,ара
348,Ort::N,luogo,чка
349,Ort::N,località,чка
350,Seite::N,lato,пад
351,Seite::N,parte,пад
352,Mitte::N,mezzo,юкь
353,Mitte::N,centro,юкь
354,Gegenstand::N,oggetto,затӏ
355,Sache::N,cosa,шей
356,Sache::N,cosa,затӏ
357,Rand::N,orlo,къерех
358,Rand::N,bordo,къерех
359,Kante::N,spìgolo,син
360,Ecke::N,canto,пӏипӏ
361,Spitze::N,punta,кӏвенкӏв
362,Ende::N,capo,кьил
363,Ende::N,estremità,кьил
364,Loch::N,buco,тӏеквен
365,Winkel::N,àngolo,пӏипӏ
366,Muster::N,disegno,гишир
367,Größe::N,taglia,кьадар
368,Größe::N,grandezza,кьадар
369,Länge::N,lunghezza,яргъивал
370,Höhe::N,altezza,кьакьанвал
371,Gewicht::N,peso,заланвал
372,Menge::N,quantità,кьадар
373,Haufen::N,cùmulo,хара
374,Haufen::N,mucchio,хара
375,Reihe::N,fila,жерге
376,Boot::N,barca,луьткве
377,Boot::N,battello,луьткве
378,Ruder::N,remo,кьусу
379,Schlitten::N,slitta,гъелерар
380,Ski::N,sci,
381,Lagerfeuer::N,falò,цӏай
382,Lagerfeuer::N,fuoco di bivacco,цӏай
383,Last::N,càrico,заланвал
384,Gang::N,andata,ериш
385,Schritt::N,passo,къадам
386,Norden::N,nord,кефер
387,Norden::N,nord,кефер пад
388,Norden::N,settentrione,кефер
389,Norden::N,settentrione,кефер пад
390,Süden::N,sud,кьибле
391,Süden::N,meridione,кьибле
392,Westen::N,òvest,рагъакӏидай пад
393,Westen::N,occidente,рагъакӏидай пад
394,Osten::N,est,рагъэкъечӏдай пад
395,Osten::N,oriente,рагъэкъечӏдай пад
396,Holz::N,legno,кӏарас
397,Brett::N,asse,кьул
398,Brett::N,asse,тахта
399,Brett::N,tàvola,кьул
400,Brett::N,tàvola,тахта
401,Platte::N,lastra,
402,Platte::N,piastra,
403,Stütze::N,supporto,даях
404,Stange::N,sbarra,юрк
405,Stange::N,pèrtica,юрк
406,Stock::N,verga,лаш
407,Stock::N,bastone,лаш
408,Stock::N,bacchetta,лаш
409,Stab::N,asta,юрк
410,Rohr::N,tubo,турба
411,Haus::N,casa,ужагъ
412,Heim::N,casa,кӏвал
413,Ofen::N,stufa,пич
414,Fußboden::N,pavimento,кӏвалин ччил
415,Tisch::N,tàvolo,стол
416,Stuhl::N,sedia,стул
417,Wiege::N,culla,кьеб
418,Bett::N,letto,тахт
419,Regal::N,scaffale,кьацӏ
420,Kiste::N,cassa,ящик
421,Fenster::N,finestra,дакӏар
422,Tür::N,porta,рак
423,Tor::N,portone,варар
424,Zaun::N,recinto,пару
425,Dach::N,tetto,къав
426,Leiter::N,scala,гурар
427,Leiter::N,scala a pioli,гурар
428,Besen::N,scopa,таран кул
429,Spaten::N,vanga,ппер
430,Schaufel::N,pala,хекендаз
431,Gabel::N,forchetta,шиш
432,Löffel::N,cucchiaio,тӏур
433,Messer::N,coltello,чукӏул
434,Nagel::N,chiodo,мих
435,Netz::N,rete,чил
436,Haken::N,uncino,къармах
437,Griff::N,mànico,ттум
438,Griff::N,maniglia,ттум
439,Schloss::N,serratura,куьлег
440,Bild::N,quadro,шикил
441,Bild::N,quadro,суьрет
442,Bild::N,immàgine,шикил
443,Bild::N,immàgine,суьрет
444,Figur::N,figura,фигура
445,Puppe::N,bàmbola,нини
446,Beutel::N,borsa,тагъар
447,Beutel::N,sacchetto,тагъар
448,Bündel::N,fascio,галгам
449,Bündel::N,fagotto,галгам
450,Tasche::N,borsa,чанта
451,Eimer::N,secchio,ведре
452,Deckel::N,coperchio,кьил
453,Deckel::N,coperchio,къалпагъ
454,Geschirr::N,stoviglie,къаб-къажах
455,Sack::N,sacco,чувал
456,Tasse::N,tazza,сукӏра
457,Topf::N,pèntola,къажгъан
458,Kessel::N,paiolo,къажгъан
459,Kessel::N,calderone,къажгъан
460,Essen::N,pasto,тӏуьн
461,Essen::N,mangiare,тӏуьн
462,Nahrung::N,cibo,тӏуьн
463,Nahrung::N,alimento,тӏуьн
464,Speise::N,piatto,хуьрек
465,Fleisch::N,carne,як
466,Getreide::N,cereali,техил
467,Brei::N,purè,хапӏа
468,Brei::N,purè,хешил
469,Brei::N,pappa,хапӏа
470,Brei::N,pappa,хешил
471,Brot::N,pane,фу
472,Scheibe::N,fetta,чӏук
473,Scheibe::N,trancia,чӏук
474,Fett::N,grasso,ягълу
475,Butter::N,burro,гъери
476,Öl::N,olio,ягълу
477,Salz::N,sale,кьел
478,Suppe::N,zuppa,суп
479,Suppe::N,zuppa,шурпа
480,Suppe::N,minestra,суп
481,Suppe::N,minestra,шурпа
482,Honig::N,miele,вирт
483,Milch::N,latte,нек
484,Tee::N,tè,чай
485,Leder::N,pelle,тумаж
486,Wolle::N,lana,йис
487,Stoff::N,panno,парча
488,Stoff::N,tessuto,парча
489,Nadel::N,ago,раб
490,Faden::N,filo,гъал
491,Knopf::N,bottone,дуьгме
492,Knoten::N,nodo,тӏвал
493,Farbe::N,pittura,ранг
494,Kleidung::N,vestiti,партал
495,Kleidung::N,vestiario,партал
496,Hemd::N,camicia,перем
497,Kragen::N,bàvero,хев
498,Kragen::N,colletto,хев
499,Ärmel::N,mànica,хел
500,Hose::N,calzoni,шалвар
501,Gürtel::N,cintura,чӏул
502,Mütze::N,berretto,бармак
503,Mütze::N,berretto,бапӏах
504,Schuh::N,scarpa,ботинка
505,Stiefel::N,stivale,чекме
506,Ring::N,anello,тупӏал
507,Band::N,nastro,тасма
508,Band::N,fettuccia,тасма
509,Kamm::N,pèttine,регъ
510,Spiegel::N,specchio,гуьзгуь
511,Riemen::N,cinghia,къайиш
512,Schnur::N,corda,еб
513,Leine::N,guinzaglio,
514,Decke::N,coperta,яргъан
515,Kissen::N,cuscino,хъуьцуьган
516,Kissen::N,guanciale,хъуьцуьган
517,Tuch::N,fazzoletto,шал
518,Handtuch::N,asciugamano,дасмал
519,Kraft::N,forza,гуж
520,Stärke::N,forza,къуват
521,Stärke::N,vigore,къуват
522,Stärke::N,fortezza,къуват
523,Gesundheit::N,salute,сагъвал
524,Krankheit::N,malattìa,тӏал
525,Schmerz::N,dolore,тӏал
526,Schmerz::N,dolore,тӏарвал
527,Wunde::N,piaga,хер
528,Wunde::N,ferita,хер
529,Fieber::N,febbre,ифин
530,Arznei::N,fàrmaco,дарман
531,Arznei::N,medicina,дарман
532,Brücke::N,ponte,муьгъ
533,Brunnen::N,pozzo,къуй
534,Weide::N,pàscolo,уьруьш
535,Pfad::N,sentiero,рехъ
536,Weg::N,via,рехъ
537,Weg::N,cammino,рехъ
538,Straße::N,strada,рехъ
539,Dorf::N,paese,хуьр
540,Dorf::N,villaggio,хуьр
541,Stadt::N,città,шегьер
542,Brief::N,lèttera,кагъаз
543,Buch::N,libro,улуб
544,Buchstabe::N,lèttera,гьарф
545,Zeitung::N,giornale,газета
546,Leben::N,vita,уьмуьр
547,Tod::N,morte,кьиникь
548,Grab::N,tomba,сур
549,Grab::N,sepolcro,сур
550,Kirche::N,chiesa,килиса
551,Sünde::N,peccato,гунагь
552,Gott::N,dio,аллагь
553,Arbeiter::N,operaio,фяле
554,Arbeiter::N,lavoratore,фяле
555,Chef::N,capo,гьаким
556,Chef::N,padrone,гьаким
557,Meister::N,mastro,устӏар
558,Meister::N,maestro,устӏар
559,Arzt::N,mèdico,доктор
560,Arzt::N,dottore,доктор
561,Lehrer::N,professore,муаллим
562,Geld::N,soldi,пул
563,Geld::N,denaro,пул
564,Geschäft::N,affare,
565,Geschäft::N,negozio,
566,Laden::N,negozio,магазин
567,Preis::N,prezzo,къимет
568,Ware::N,merce,мал
569,Ware::N,merce,товар
570,Nutzen::N,ùtile,хийир
571,Nutzen::N,ùtile,менфят
572,Nutzen::N,profitto,хийир
573,Nutzen::N,profitto,менфят
574,Reichtum::N,ricchezza,девлет
575,Welt::N,mondo,дуьнья
576,Land::N,paese,уьлкве
577,Staat::N,Stato,пачагьлугъ
578,Staat::N,Stato,государство
579,König::N,re,пачагь
580,Macht::N,potere,власть
581,Grenze::N,confine,сергьят
582,Grenze::N,frontiera,сергьят
583,Krieg::N,guerra,дяве
584,Feind::N,nemico,душман
585,Gewalt::N,violenza,гуж
586,Kampf::N,lotta,женг
587,Bogen[Waffe]::N,arco,чӏемерук
588,Pfeil::N,freccia,хьел
589,Gewehr::N,fucile,тфенг
590,Fehler::N,errore,гъалатӏ
591,Fehler::N,sbaglio,гъалатӏ
592,Lüge::N,bugìa,ттаб
593,Lüge::N,menzogna,ттаб
594,Schaden::N,danno,зиян
595,Schaden::N,danno,зарар
596,Unglück::N,sfortuna,бала
597,Unglück::N,sfortuna,бедбахтвал
598,Schuld::N,colpa,тахсир
599,Alter::N,età,яш
600,Schluss::N,fine,эхир
601,Zeit::N,tempo,вяде
602,Tag::N,giorno,югъ
603,Tag::N,giornata,югъ
604,Morgen::N,mattina,пакама
605,Mittag::N,mezzogiorno,нисин
606,Abend::N,sera,няни
607,Abend::N,serata,няни
608,Nacht::N,notte,йиф
609,Woche::N,settimana,гьафте
610,Monat::N,mese,варз
611,Jahr::N,anno,йис
612,Frühling::N,primavera,гатфар
613,Sommer::N,estate,гад
614,Herbst::N,autunno,зул
615,Winter::N,inverno,кьуьд
616,Januar::N,gennaio,январь
617,Februar::N,febbraio,февраль
618,März::N,marzo,март
619,April::N,aprile,апрель
620,Mai::N,maggio,май
621,Juni::N,giugno,июнь
622,Juli::N,luglio,июль
623,August::N,agosto,август
624,September::N,settembre,сентябрь
625,Oktober::N,ottobre,октябрь
626,November::N,novembre,ноябрь
627,Dezember::N,dicembre,декабрь
628,Montag::N,lunedì,ислен
629,Dienstag::N,martedì,саласа
630,Mittwoch::N,mercoledì,арбе
631,Donnerstag::N,giovedì,хемис югъ
632,Freitag::N,venerdì,жуьмя
633,Freitag::N,venerdì,жуьмя югъ
634,Samstag::N,sàbato,киш
635,Sonntag::N,domenica,гьяд
636,groß::A,grande,еке
637,groß::A,grande,чӏехи
638,klein::A,pìccolo,гъвечӏи
639,lang::A,lungo,яргъи
640,kurz::A,corto,куьруь
641,breit::A,largo,гьяркьуь
642,schmal::A,stretto,гуьтӏуь
643,dicht::A,denso,къалин
644,dick[Gegenstand]::A,spesso,
645,dünn::A,sottile,кьелечӏ
646,fein::A,fine,шуькӏуь
647,fein::A,delicato,шуькӏуь
648,fest::A,sodo,кӏеви
649,fest::A,fisso,кӏеви
650,flach::A,piano,кьулу
651,flach::A,piatto,кьулу
652,glatt::A,liscio,цӏалцӏам
653,hart::A,duro,кӏеви
654,weich::A,molle,хъуьтуьл
655,rund::A,rotondo,элкъвей
656,spitz::A,aguzzo,хци
657,spitz::A,appuntito,хци
658,scharf::A,affilato,хци
659,scharf::A,tagliente,хци
660,stumpf::A,smussato,къуьруь
661,schwer::A,pesante,залан
662,schön::A,bello,иер
663,heiß::A,caldo,кудай
664,heiß::A,bollente,кудай
665,warm::A,caldo,чими
666,kalt::A,freddo,мекьи
667,kühl::A,fresco,къайи
668,frisch::A,fresco,таза
669,frisch::A,fresco,михьи
670,feucht::A,ùmido,ламу
671,nass::A,bagnato,кьежей
672,trocken::A,secco,кьуру
673,voll::A,pieno,ацӏай
674,leer::A,vuoto,буш
675,leer::A,vuoto,ичӏи
676,offen::A,aperto,ахъа
677,geschlossen::A,chiuso,кӏеви
678,sauber::A,netto,михьи
679,sauber::A,pulito,михьи
680,schmutzig::A,sporco,чиркин
681,schmutzig::A,sporco,кьацӏай
682,schmutzig::A,sùdicio,чиркин
683,schmutzig::A,sùdicio,кьацӏай
684,roh::A,crudo,чиг
685,roh::A,crudo,ицӏи
686,reif::A,maturo,дигмиш хьайи
687,lecker::A,ghiotto,дадлу
688,lecker::A,squisito,дадлу
689,süß::A,dolce,ширин
690,bitter::A,amaro,туькьуьл
691,sauer::A,aspro,цуру
692,sauer::A,acerbo,цуру
693,hell::A,chiaro,экуь
694,dunkel::A,buio,мичӏи
695,dunkel::A,oscuro,мичӏи
696,schwarz::A,nero,чӏулав
697,weiß::A,bianco,лацу
698,rot::A,rosso,яру
699,gelb::A,giallo,хъипи
700,blau::A,blu,вили
701,blau::A,azzurro,вили
702,grün::A,verde,къацу
703,grau::A,grigio,рехи
704,bunt::A,variopinto,цӏару
705,bunt::A,variopinto,яру-цӏару
706,billig::A,a buon prezzo,ужуз
707,billig::A,a buon mercato,ужуз
708,teuer::A,caro,багьа
709,wertvoll::A,prezioso,масан
710,blind::A,cieco,буьркьуь
711,taub::A,sordo,биши
712,kräftig::A,forte,гужлу
713,kräftig::A,robusto,гужлу
714,stark::A,forte,къуватлу
715,stark::A,vigoroso,къуватлу
716,schwach::A,dèbole,такьатсуз
717,fett::A,grasso,куьк
718,schlank::A,snello,шумал
719,schlank::A,slanciato,шумал
720,hübsch::A,bello,гуьрчег
721,hübsch::A,carino,гуьрчег
722,böse::A,cattivo,пис
723,dumm::A,stùpido,ахмакь
724,faul::A,pigro,тенпел
725,fleißig::A,diligente,сяй ийидай
726,fleißig::A,diligente,сяйи ийидай
727,geizig::A,avaro,мискьи
728,klug::A,intelligente,акьуллу
729,geschickt::A,àbile,магьир
730,lieb::A,caro,играми
731,lustig::A,gaio,шад
732,lustig::A,allegro,шад
733,sanft::A,dolce,назик
734,sanft::A,dolce,милайим
735,hungrig::A,affamato,гишин
736,krank::A,malato,кефсуз
737,krank::A,infermo,кефсуз
738,nackt::A,nudo,кьецӏил
739,traurig::A,triste,пашман
740,lebendig::A,vivo,ччан алай
741,gut::A,buono,хъсан
742,gut::A,buono,вижевай
743,schlecht::A,cattivo,пис
744,richtig::A,giusto,дуьз
745,schlimm::A,grave,нифретлу
746,wahr::A,vero,гьакъикъи
747,alt::A,vecchio,эски
748,alt::A,vecchio,куьгьне
749,neu::A,nuovo,цӏийи
750,ehemalig::A,vecchio,виликан
751,ehemalig::A,d'una_volta,виликан
752,alt[Lebewesen]::A,anziano,кьуьзуь
753,jung::A,giovane,жегьил
754,arm::A,pòvero,кесиб
755,reich::A,ricco,девлетлу
756,bekannt::A,noto,чидай
757,bekannt::A,conosciuto,чидай
758,berühmt::A,famoso,машгьур
759,berühmt::A,cèlebre,машгьур
760,fremd::A,estràneo,ччара
761,fremd::A,straniero,ччара
762,verschieden::A,diverso,жуьреба-жуьре
763,verschieden::A,differente,жуьреба-жуьре
764,nah::A,vicino,мукьвал
765,nah::A,propinquo,мукьвал
766,fern::A,lontano,яргъал
767,linker::A,sinistro,чапла
768,rechter::A,destro,эрчӏи
769,anderer::A,altro,маса
770,anderer::A,altro,муькуь
771,erster::A,primo,сад лагьай
772,zweiter::A,secondo,кьвед лагьай
773,dritter::A,terzo,пуд лагьай
774,letzter::A,ùltimo,эхиримжи
775,allein::ADV,solo,кьилди
776,allein::ADV,da solo,кьилди
777,auf einmal::ADV,insieme,
778,zusammen::ADV,insieme,санал
779,lange::ADV,a lungo,яргъалди
780,plötzlich::ADV,all'improvviso,садлагьана
781,sofort::ADV,sùbito,гьасятда
782,sofort::ADV,all'istante,гьасятда
783,später::ADV,più tardi,гуьгъуьнлай
784,jetzt::ADV,ora,гила
785,jetzt::ADV,adesso,гила
786,heute::ADV,oggi,къе
787,morgen::ADV,domani,пака
788,bald::ADV,presto,мукьва
789,bald::ADV,presto,мукьвара
790,bald::ADV,tra poco,мукьва
791,bald::ADV,tra poco,мукьвара
792,dann::ADV,allora,ахпа
793,gestern::ADV,ieri,накь
794,einst::ADV,prima,садра
795,einst::ADV,un tempo,садра
796,damals::ADV,allora,а чӏавуз
797,danach::ADV,poi,ахпа
798,danach::ADV,dopo,ахпа
799,vorher::ADV,prima,вилик
800,zuerst::ADV,prima,сифте
